uniqid_eco4,NWALT82_11_eco4,NWALT82_12_eco4,NWALT82_21_eco4,NWALT82_22_eco4,NWALT82_23_eco4,NWALT82_24_eco4,NWALT82_25_eco4,NWALT82_26_eco4,NWALT82_27_eco4,NWALT82_31_eco4,NWALT82_32_eco4,NWALT82_33_eco4,NWALT82_41_eco4,NWALT82_43_eco4,NWALT82_44_eco4,NWALT82_45_eco4,NWALT82_46_eco4,NWALT82_50_eco4,NWALT82_60_eco4,NWALT82_9999_eco4
332,1.54,0.16,1.24,1.81,0.88,0.49,2.03,2.23,1.45,2.29,2.02,0.03,0.04,18.23,19.95,11.14,17.02,17.44,0.01,0.00
333,0.54,0.33,0.52,0.25,0.07,0.04,0.04,0.55,0.65,0.00,0.28,0.00,0.01,3.53,50.58,5.50,2.25,34.87,0.00,0.00
334,5.18,2.64,0.40,0.17,0.32,0.02,0.00,0.14,0.55,1.91,0.64,0.06,0.13,29.22,29.46,2.79,6.35,20.03,0.00,0.00
335,4.95,2.00,0.47,0.26,0.08,0.05,0.06,0.88,0.99,0.21,0.95,0.02,0.01,3.40,43.74,5.40,3.18,33.35,0.00,0.00
336,0.73,0.78,0.42,0.18,0.10,0.03,0.04,0.38,0.63,0.09,0.32,0.00,0.24,3.18,29.02,5.11,2.73,55.98,0.00,0.00
337,0.69,0.92,0.64,0.53,0.08,0.02,0.00,0.31,0.65,0.03,0.22,0.00,0.01,3.23,49.96,7.78,1.98,32.96,0.00,0.00
338,0.87,1.31,0.95,0.62,0.22,0.05,0.14,1.29,0.81,0.01,0.57,0.05,0.00,6.11,64.42,2.37,0.41,19.81,0.00,0.00
339,1.81,0.02,0.37,0.18,0.07,0.15,0.00,0.07,1.80,0.00,3.72,0.00,0.05,0.27,4.76,1.24,0.08,85.42,0.00,0.00
340,3.10,14.90,0.21,0.13,0.04,0.02,0.01,0.23,0.32,0.00,0.12,0.00,0.05,20.57,27.82,2.49,2.07,27.91,0.00,0.00
341,1.14,2.72,1.15,2.25,1.12,0.39,1.92,2.92,1.20,2.23,1.62,0.03,0.03,33.47,29.58,1.05,0.93,16.21,0.05,0.00
342,0.21,1.37,0.57,0.55,0.41,0.12,0.59,0.68,0.50,0.28,0.44,0.03,0.04,41.38,16.17,1.28,2.03,33.34,0.03,0.00
343,3.55,13.03,0.31,0.47,0.35,0.15,0.15,0.73,0.88,0.14,1.87,0.02,0.04,11.02,27.61,2.16,0.93,36.59,0.00,0.00
344,0.07,0.27,0.15,0.03,0.01,0.00,0.01,0.05,0.23,0.00,0.06,0.00,0.01,2.07,7.13,2.93,41.80,45.19,0.00,0.00
345,0.73,0.27,0.59,1.13,0.20,0.13,0.62,2.79,1.48,0.99,1.38,0.00,0.14,58.22,15.12,0.59,2.27,13.33,0.00,0.00
346,2.28,0.30,1.52,2.25,0.84,0.48,1.10,3.60,2.56,2.36,2.84,0.05,0.00,46.61,9.10,0.34,2.45,20.64,0.29,0.38
347,26.23,55.17,0.06,0.11,0.46,0.04,0.16,0.10,0.17,0.16,0.16,0.04,0.02,2.11,1.61,0.02,0.00,13.37,0.02,0.00
348,8.83,39.38,0.46,0.71,0.82,0.25,0.49,1.63,0.86,0.54,3.69,0.36,0.13,1.98,3.71,0.40,2.02,33.43,0.31,0.00
349,3.43,7.90,0.17,0.36,0.83,0.26,0.09,0.88,0.37,1.28,0.99,0.21,0.01,1.17,0.35,1.91,2.80,76.95,0.00,0.04
350,0.73,2.80,1.18,1.32,0.53,0.23,1.11,3.07,2.20,0.49,0.69,0.00,0.00,56.44,23.84,0.25,0.16,4.97,0.00,0.00
351,1.97,4.82,0.59,0.38,0.26,0.07,0.15,1.16,0.80,0.36,2.31,0.02,0.04,1.00,13.61,1.26,0.58,70.41,0.21,0.00
352,6.31,42.94,0.23,0.06,0.10,0.03,0.01,0.12,0.27,0.11,0.52,0.01,0.04,1.10,5.78,0.50,0.14,41.22,0.53,0.00
353,1.84,7.00,0.44,0.23,0.22,0.05,0.08,1.05,0.65,0.41,1.49,0.02,0.04,3.10,9.10,0.65,0.72,72.12,0.79,0.00
354,1.03,1.23,0.50,0.17,0.04,0.03,0.04,0.52,0.51,0.00,0.63,0.00,0.04,0.64,28.34,5.57,5.51,55.16,0.04,0.00
355,3.29,3.60,0.38,0.23,0.16,0.06,0.02,0.73,0.90,0.08,1.87,0.01,0.03,0.39,6.43,1.02,0.51,75.43,4.87,0.00
356,0.68,5.70,0.43,0.45,0.20,0.14,0.05,1.66,1.35,0.75,3.52,0.01,0.04,2.00,7.09,0.99,0.47,73.01,1.45,0.00
357,5.71,10.28,0.96,0.53,0.38,0.08,0.48,0.68,0.57,0.41,0.43,0.00,0.01,30.79,26.35,1.08,1.39,19.82,0.04,0.00
358,0.47,1.20,0.87,0.13,0.22,0.02,0.00,0.45,0.51,0.00,0.71,0.04,0.11,1.63,33.01,3.05,1.91,55.53,0.15,0.00
359,2.03,0.01,0.31,0.05,0.01,0.02,0.01,0.13,0.50,0.00,0.35,0.00,0.01,0.13,9.04,1.56,0.52,85.15,0.17,0.00
360,2.76,0.00,0.44,0.25,0.07,0.12,0.12,0.83,0.50,0.01,4.06,0.00,0.07,0.06,5.23,0.85,0.22,82.13,2.27,0.00
361,4.97,0.02,0.34,0.06,0.01,0.15,0.00,0.37,0.88,0.10,1.88,0.00,0.02,0.13,11.39,1.79,0.61,77.24,0.06,0.00
362,1.21,0.12,0.33,0.27,0.19,0.12,0.41,0.61,0.36,1.03,1.43,0.00,0.01,0.47,7.03,1.07,1.01,84.32,0.01,0.00
363,0.86,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.02,1.55,0.82,1.59,94.46,0.28,0.00
364,3.96,0.16,0.58,0.07,0.01,0.00,0.00,0.16,0.48,0.00,0.12,0.00,0.00,0.37,27.87,3.15,2.73,60.36,0.00,0.00
365,0.40,0.01,0.08,0.01,0.03,0.02,0.00,0.02,0.34,0.00,0.20,0.00,0.02,0.31,6.95,1.54,0.73,89.33,0.00,0.00
366,12.88,4.09,0.38,0.36,0.20,0.17,0.07,0.44,0.38,0.58,0.43,0.00,0.09,25.12,31.45,1.22,0.96,21.17,0.00,0.00
367,1.78,0.28,0.44,0.15,0.03,0.04,0.02,0.43,0.97,0.03,1.02,0.00,0.02,1.62,36.03,2.50,0.53,54.03,0.10,0.00
368,3.83,1.05,0.80,0.51,0.23,0.09,0.21,1.41,0.90,0.25,1.24,0.01,0.11,1.40,43.78,4.76,2.06,37.33,0.04,0.00
369,4.24,0.16,0.47,0.13,0.15,0.04,0.04,0.50,0.44,0.00,1.30,0.00,0.01,0.84,16.42,7.35,14.24,53.66,0.00,0.00
370,0.02,0.04,0.17,0.01,0.00,0.00,0.00,0.01,0.22,0.00,0.04,0.00,0.00,0.09,10.80,1.13,0.36,83.92,3.19,0.00
371,1.21,0.05,0.22,0.08,0.02,0.04,0.02,0.25,0.51,0.20,0.77,0.00,0.02,0.16,14.31,1.62,0.55,79.93,0.03,0.00
372,1.39,0.15,0.74,0.54,0.18,0.15,0.25,1.41,0.97,0.40,1.26,0.01,0.10,3.74,57.21,2.62,0.48,28.38,0.02,0.00
373,1.91,0.05,0.24,0.07,0.01,0.04,0.00,0.28,0.69,0.01,1.48,0.00,0.01,0.22,22.25,2.78,0.91,68.26,0.81,0.00
374,4.15,0.02,0.23,0.12,0.01,0.03,0.00,0.36,0.58,0.00,1.90,0.00,0.02,0.20,20.43,1.26,0.53,68.49,1.67,0.00
375,0.25,0.04,0.44,0.17,0.03,0.05,0.02,0.51,0.56,0.00,0.89,0.00,0.02,0.63,35.90,2.56,0.76,57.11,0.04,0.00
376,3.59,0.28,0.25,0.07,0.13,0.05,0.00,0.38,0.61,0.00,3.42,0.01,0.04,1.30,15.51,2.22,0.48,71.61,0.06,0.00
377,0.46,0.04,0.38,0.20,0.05,0.06,0.09,0.54,0.65,0.00,0.61,0.03,0.24,0.80,17.85,0.77,0.69,75.03,1.49,0.00
378,0.45,0.11,0.26,0.04,0.02,0.02,0.00,0.13,0.58,0.00,0.42,0.03,0.07,0.41,9.01,1.46,0.61,86.31,0.08,0.00
379,0.31,0.13,0.17,0.02,0.00,0.00,0.00,0.07,0.22,0.00,0.17,0.00,0.02,0.08,6.38,0.77,0.32,90.69,0.63,0.00
380,0.69,0.08,0.78,0.60,0.23,0.24,0.23,2.54,0.89,2.78,7.39,0.00,0.10,3.13,18.21,1.38,0.55,60.09,0.09,0.00
381,1.51,0.52,0.33,0.10,0.01,0.03,0.04,0.35,0.52,0.00,0.74,0.00,0.02,1.83,11.58,0.74,0.40,81.11,0.18,0.00
382,0.20,0.10,0.37,0.11,0.01,0.02,0.02,0.42,0.47,0.00,0.35,0.00,0.00,18.20,51.56,1.62,0.20,26.34,0.00,0.00
383,8.79,1.30,4.17,6.10,3.68,2.18,10.11,13.66,2.85,2.94,2.98,0.05,0.22,6.53,17.84,0.53,0.32,15.74,0.01,0.00
384,3.39,0.42,1.69,2.03,1.09,1.07,2.35,3.38,1.75,0.70,1.14,0.02,0.07,34.43,31.27,0.89,0.31,13.58,0.42,0.00
385,0.81,0.20,1.61,2.22,0.96,0.58,2.78,4.20,1.62,0.81,1.22,0.01,0.01,28.29,44.59,0.66,0.32,9.06,0.05,0.00
386,0.64,0.06,0.34,0.37,0.08,0.18,0.44,2.29,1.41,0.70,2.76,0.00,0.01,6.45,17.80,1.31,0.77,64.28,0.12,0.00
387,1.01,0.99,0.39,0.11,0.03,0.05,0.04,0.41,0.36,0.00,0.21,0.00,0.02,27.20,46.81,1.83,0.99,19.49,0.06,0.00
388,2.23,0.18,0.86,0.69,0.41,0.22,0.77,1.44,0.74,0.72,0.74,0.02,0.05,15.51,41.90,3.92,14.66,14.92,0.02,0.00
389,1.00,1.14,0.68,0.63,0.34,0.37,0.81,1.51,0.87,0.72,0.48,0.01,0.06,26.04,48.66,0.97,1.46,14.25,0.01,0.00
390,1.65,3.11,0.51,0.25,0.08,0.06,0.15,0.67,0.48,0.00,0.23,0.04,0.20,30.30,44.53,1.09,0.59,15.95,0.13,0.00
391,0.53,0.88,0.61,0.25,0.07,0.05,0.11,0.63,0.49,0.10,0.35,0.01,0.03,42.16,35.74,1.04,0.49,16.44,0.01,0.00
392,3.29,0.02,0.33,0.02,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.04,0.04,6.69,45.37,44.03,0.09
393,0.44,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,21.49,77.27,0.01
394,1.97,0.01,0.07,0.01,0.00,0.00,0.00,0.02,0.03,0.00,0.03,0.00,0.00,0.00,0.06,0.01,0.01,56.67,41.10,0.01
395,0.14,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.08,0.01,4.96,47.70,47.08,0.00
396,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.18,86.57,0.00
397,7.09,0.68,0.11,0.02,0.00,0.00,0.00,0.04,0.16,0.00,0.02,0.00,0.00,30.18,6.61,2.03,46.53,6.32,0.20,0.00
398,11.96,1.72,0.23,0.18,0.03,0.04,0.15,0.15,0.27,0.20,0.09,0.00,0.00,19.20,10.53,0.46,45.01,9.33,0.44,0.00
399,2.95,0.28,0.21,0.08,0.04,0.01,0.02,0.11,0.25,0.05,0.07,0.00,0.01,49.27,4.53,0.18,36.40,5.54,0.00,0.00
400,4.35,0.22,0.14,0.01,0.01,0.00,0.00,0.01,0.16,0.00,0.09,0.00,0.00,44.38,1.76,0.77,41.07,6.54,0.48,0.00
401,3.02,0.21,0.17,0.03,0.00,0.00,0.00,0.06,0.16,0.00,0.01,0.00,0.00,34.91,37.16,6.42,15.48,2.36,0.00,0.00
402,1.60,0.08,0.23,0.07,0.01,0.01,0.01,0.09,0.20,0.00,0.05,0.01,0.00,44.52,12.61,2.84,34.38,3.30,0.00,0.00
403,0.30,0.26,0.33,0.06,0.01,0.01,0.00,0.16,0.22,0.00,0.06,0.01,0.00,34.32,5.36,13.08,40.41,5.42,0.00,0.00
404,9.25,0.90,0.14,0.03,0.00,0.02,0.00,0.07,0.14,0.00,0.07,0.00,0.00,7.50,2.83,4.93,56.26,17.84,0.00,0.00
405,0.52,0.15,0.16,0.01,0.01,0.01,0.00,0.03,0.16,0.00,0.04,0.00,0.00,51.53,1.00,0.32,39.96,6.05,0.05,0.01
406,0.55,0.09,0.12,0.02,0.00,0.01,0.01,0.02,0.07,0.00,0.06,0.01,0.00,19.11,0.90,0.27,69.55,9.05,0.16,0.01
407,0.76,0.01,0.11,0.02,0.00,0.00,0.00,0.00,0.16,0.00,0.01,0.00,0.00,52.48,0.01,1.21,39.09,6.03,0.00,0.11
408,0.61,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,10.45,0.21,0.31,77.85,10.09,0.00,0.30
409,0.09,0.05,0.06,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,16.24,0.10,0.18,76.74,6.46,0.00,0.04
410,0.36,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.01,49.57,0.03,0.83,45.76,3.09,0.00,0.18
411,0.84,0.10,0.26,0.07,0.04,0.02,0.08,0.08,0.22,0.02,0.15,0.02,0.01,64.18,0.78,0.68,27.33,5.10,0.01,0.00
412,0.22,0.11,0.19,0.06,0.01,0.00,0.01,0.13,0.22,0.00,0.07,0.02,0.01,36.25,2.58,6.27,48.59,5.22,0.03,0.00
413,1.10,0.47,0.24,0.03,0.00,0.00,0.01,0.05,0.08,0.00,0.10,0.01,0.00,1.46,0.74,1.72,77.40,16.55,0.02,0.04
414,0.42,0.34,0.14,0.00,0.00,0.00,0.00,0.01,0.07,0.00,0.00,0.00,0.00,17.15,1.49,1.50,58.49,20.38,0.00,0.01
415,0.53,0.01,0.16,0.03,0.01,0.00,0.01,0.05,0.15,0.00,0.05,0.00,0.01,30.67,7.12,1.03,54.50,5.59,0.05,0.00
416,1.32,0.07,0.08,0.00,0.01,0.00,0.00,0.01,0.01,0.00,0.04,0.00,0.00,1.31,0.30,0.90,72.75,19.43,3.76,0.00
417,10.14,0.45,0.16,0.06,0.03,0.02,0.04,0.07,0.09,0.02,0.10,0.01,0.02,5.81,1.05,0.66,66.78,14.41,0.09,0.00
418,0.05,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.96,0.48,0.41,46.59,51.49,0.00,0.00
419,0.24,0.06,0.09,0.01,0.00,0.00,0.00,0.01,0.02,0.00,0.00,0.00,0.01,2.15,0.72,1.18,79.48,16.04,0.00,0.00
420,0.71,0.04,0.24,0.03,0.00,0.01,0.01,0.03,0.10,0.00,0.05,0.01,0.00,18.05,1.77,1.98,73.60,3.22,0.17,0.00
421,0.76,0.41,0.25,0.09,0.08,0.02,0.04,0.12,0.10,0.10,0.14,0.02,0.05,4.95,1.40,2.59,73.68,15.22,0.00,0.00
422,0.39,0.12,0.06,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.00,0.01,2.70,0.12,1.55,56.24,33.42,5.31,0.00
423,0.34,0.72,0.16,0.03,0.00,0.00,0.00,0.03,0.16,0.00,0.10,0.00,0.00,10.43,1.60,6.53,74.08,5.80,0.01,0.00
424,0.56,0.07,0.10,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.03,0.00,0.00,5.28,2.38,0.39,89.07,2.08,0.00,0.00
425,0.59,0.01,0.11,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.72,2.18,0.99,90.28,5.11,0.00,0.00
426,2.68,0.31,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.25,0.08,0.06,42.67,51.32,0.60,0.00
427,0.06,0.00,0.25,0.04,0.00,0.01,0.03,0.03,0.12,0.00,0.04,0.05,0.00,34.00,3.86,0.94,51.33,9.23,0.00,0.00
428,0.21,0.17,0.16,0.05,0.02,0.02,0.04,0.08,0.07,0.03,0.05,0.00,0.02,7.49,0.92,0.72,67.81,22.12,0.01,0.00
429,0.24,0.09,0.20,0.02,0.00,0.01,0.00,0.03,0.04,0.00,0.03,0.01,0.00,18.41,2.20,0.40,61.27,17.01,0.05,0.00
430,0.06,0.10,0.07,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.01,0.00,0.05,0.65,0.26,0.29,21.11,77.37,0.01,0.00
431,0.47,0.68,0.29,0.08,0.01,0.03,0.09,0.18,0.13,0.01,0.18,0.02,0.34,0.81,1.61,2.41,57.58,35.09,0.00,0.00
432,2.81,0.37,0.19,0.02,0.00,0.00,0.00,0.07,0.11,0.00,0.08,0.00,0.00,4.40,0.74,3.26,46.88,35.12,5.96,0.00
433,0.14,0.01,0.07,0.01,0.00,0.00,0.00,0.02,0.04,0.00,0.07,0.00,0.00,1.28,1.46,0.51,52.38,43.95,0.05,0.00
434,0.25,0.03,0.35,0.06,0.01,0.02,0.04,0.14,0.11,0.00,0.20,0.03,0.00,2.04,6.89,1.48,55.26,33.11,0.00,0.00
435,0.08,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.29,0.32,0.15,60.67,37.89,0.53,0.00
436,0.44,0.19,0.03,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.05,0.00,0.00,3.59,1.03,0.67,44.51,49.44,0.00,0.00
437,0.15,0.34,0.17,0.05,0.02,0.02,0.04,0.06,0.05,0.02,0.11,0.00,0.35,0.25,0.23,0.47,75.24,22.41,0.02,0.00
438,0.07,0.22,0.34,0.12,0.15,0.04,0.17,0.42,0.15,0.37,0.36,0.18,0.01,0.11,0.82,0.20,51.82,44.44,0.00,0.00
439,0.37,1.06,0.13,0.01,0.00,0.00,0.00,0.01,0.05,0.00,0.02,0.00,0.00,5.20,0.77,0.48,89.30,2.11,0.46,0.00
440,3.43,2.19,0.13,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.38,0.26,0.15,89.17,4.28,0.00,0.00
441,0.42,3.25,0.21,0.03,0.00,0.01,0.01,0.06,0.13,0.00,0.06,0.01,0.00,15.36,6.02,3.35,66.53,4.56,0.00,0.00
442,2.42,4.51,0.09,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.03,0.00,0.00,0.19,0.19,0.13,89.57,2.82,0.04,0.00
443,3.04,0.18,0.86,1.00,0.33,0.26,0.15,3.25,1.79,2.42,8.25,0.02,0.08,0.88,11.99,0.65,1.07,63.79,0.01,0.00
444,2.34,0.68,1.36,1.37,0.56,0.34,0.48,3.86,1.45,1.96,6.48,0.03,0.09,2.05,17.77,0.76,1.56,56.83,0.05,0.00
445,2.56,0.49,0.74,0.46,0.14,0.09,0.06,1.23,1.06,0.26,3.80,0.02,0.04,1.98,19.21,1.05,1.48,65.29,0.04,0.00
446,0.57,0.09,0.48,0.14,0.03,0.03,0.00,0.31,0.67,0.00,1.78,0.00,0.01,0.17,5.53,0.19,0.40,89.57,0.00,0.00
447,1.25,0.55,1.04,0.78,0.29,0.19,0.23,2.47,1.23,1.25,6.41,0.02,0.02,1.67,22.70,1.80,1.12,56.80,0.16,0.00
448,2.00,2.41,0.94,0.74,0.18,0.16,0.22,1.60,1.13,1.11,3.19,0.02,0.04,3.73,14.68,1.30,1.14,65.40,0.00,0.00
449,2.86,2.38,1.24,1.31,0.49,0.34,0.40,3.00,1.08,1.87,5.08,0.06,0.03,2.01,11.39,0.77,1.26,64.44,0.00,0.00
450,0.90,0.46,0.66,0.20,0.07,0.09,0.00,0.54,0.73,0.00,1.74,0.00,0.01,0.76,10.85,0.31,0.60,82.09,0.00,0.00
451,0.94,0.05,1.24,0.76,0.62,0.14,0.03,3.03,1.36,0.52,6.34,0.24,0.06,2.05,16.52,0.46,1.07,64.56,0.00,0.00
452,0.56,0.10,0.07,0.01,0.04,0.00,0.00,0.00,0.20,0.00,0.01,0.01,0.00,47.35,9.95,4.71,6.31,30.69,0.00,0.00
453,13.36,0.97,0.13,0.05,0.00,0.04,0.00,0.08,0.56,0.00,0.19,0.01,0.00,9.45,9.56,2.69,6.10,56.81,0.00,0.00
454,9.01,1.89,0.33,0.17,0.05,0.03,0.12,0.15,0.27,0.00,0.04,0.00,0.00,63.35,9.70,0.96,7.47,6.46,0.00,0.00
455,3.55,2.72,0.22,0.05,0.01,0.00,0.00,0.07,0.21,0.00,0.06,0.01,0.00,25.64,19.98,1.19,32.32,13.96,0.00,0.00
456,6.76,2.81,0.35,0.09,0.01,0.01,0.02,0.18,0.25,0.00,0.07,0.00,0.02,74.70,6.17,0.96,1.30,6.29,0.01,0.00
457,7.40,1.53,0.10,0.02,0.00,0.00,0.00,0.04,0.21,0.00,0.03,0.00,0.00,52.42,19.19,2.73,9.84,6.35,0.14,0.00
458,1.38,1.23,0.29,0.09,0.11,0.02,0.07,0.11,0.26,0.01,0.10,0.01,0.00,76.72,4.23,0.23,9.04,6.10,0.00,0.00
459,1.25,0.64,0.32,0.07,0.01,0.00,0.00,0.11,0.23,0.00,0.05,0.00,0.36,74.42,1.65,0.78,15.31,4.80,0.00,0.00
460,2.70,1.36,0.25,0.07,0.01,0.02,0.03,0.10,0.23,0.00,0.04,0.00,0.00,61.08,22.18,2.03,3.98,5.91,0.00,0.00
461,5.03,2.41,0.15,0.06,0.00,0.00,0.01,0.11,0.19,0.00,0.02,0.00,0.00,34.18,38.76,6.09,6.02,6.96,0.00,0.00
462,11.72,1.06,0.25,0.07,0.02,0.02,0.01,0.16,0.23,0.00,0.09,0.01,0.00,50.10,10.69,11.12,10.48,3.95,0.01,0.00
463,0.51,0.22,0.30,0.07,0.01,0.02,0.00,0.18,0.28,0.00,0.07,0.00,0.01,47.69,22.37,16.51,6.13,5.51,0.12,0.00
464,1.04,0.55,0.56,0.26,0.15,0.07,0.13,0.32,0.31,0.00,0.17,0.02,0.02,59.29,13.23,10.58,9.71,3.43,0.14,0.00
465,1.96,0.28,0.32,0.15,0.04,0.04,0.06,0.23,0.28,0.01,0.05,0.01,0.01,53.05,30.85,3.64,6.12,2.91,0.00,0.00
466,2.78,2.61,0.29,0.13,0.04,0.02,0.04,0.20,0.30,0.00,0.06,0.04,0.04,66.93,15.97,1.84,1.09,7.51,0.12,0.00
467,0.36,0.10,0.46,0.28,0.12,0.12,0.16,0.48,0.41,0.06,0.15,0.01,0.02,83.64,6.73,1.33,2.22,3.33,0.02,0.00
468,1.46,0.82,0.49,0.28,0.10,0.10,0.20,0.55,0.43,0.04,0.18,0.01,0.02,86.47,2.81,0.60,1.17,4.24,0.04,0.00
469,0.55,0.74,0.53,0.36,0.14,0.15,0.30,0.83,0.58,0.18,0.28,0.01,0.03,81.81,5.16,0.54,2.75,5.05,0.02,0.00
470,5.73,2.35,1.37,0.47,0.71,0.17,0.27,0.43,0.42,0.36,0.16,0.01,0.01,74.82,4.09,0.45,1.54,6.56,0.08,0.00
471,0.31,0.11,0.48,0.16,0.04,0.05,0.07,0.39,0.36,0.00,0.06,0.00,0.01,80.97,11.45,0.62,2.27,2.65,0.00,0.00
472,0.95,0.90,0.67,0.40,0.17,0.19,0.43,0.97,0.60,0.33,0.29,0.00,0.03,55.10,24.44,1.28,2.81,10.40,0.02,0.00
473,2.26,0.49,0.77,0.44,0.26,0.37,0.14,1.20,1.15,0.21,0.67,0.02,0.06,54.14,21.15,1.11,1.69,13.80,0.08,0.00
474,0.82,0.05,0.71,1.02,0.32,0.34,1.25,1.23,0.72,0.45,0.65,0.00,0.03,67.06,5.43,2.42,7.89,9.57,0.02,0.00
475,1.01,0.05,0.41,0.29,0.07,0.12,0.32,0.40,0.35,0.13,0.19,0.00,0.00,45.63,17.63,3.96,20.40,9.02,0.00,0.00
476,6.67,0.82,0.82,0.56,0.37,0.19,0.71,0.47,0.70,0.02,0.90,0.01,0.10,71.44,1.50,2.43,5.11,7.15,0.00,0.00
477,0.71,0.07,0.26,0.09,0.02,0.03,0.02,0.20,0.26,0.00,0.16,0.01,0.00,70.44,2.95,5.25,14.14,5.40,0.00,0.00
478,0.81,0.21,0.39,0.33,0.09,0.09,0.15,0.54,0.29,0.00,0.42,0.04,0.02,63.93,1.59,5.59,20.39,5.12,0.00,0.00
479,0.42,0.03,0.57,0.43,0.09,0.17,0.56,1.01,0.61,0.77,0.58,0.02,0.02,53.01,15.34,3.43,9.14,13.33,0.49,0.00
480,1.04,0.44,0.51,0.25,0.13,0.08,0.16,0.28,0.35,0.03,0.05,0.00,0.01,91.14,1.87,0.13,0.17,3.20,0.16,0.00
481,0.92,3.79,0.28,0.05,0.01,0.01,0.00,0.11,0.23,0.00,0.06,0.00,0.02,66.88,8.67,1.93,3.54,12.41,1.11,0.00
482,2.11,0.13,0.95,0.18,0.25,0.00,0.11,0.08,0.40,0.00,0.04,0.00,0.00,93.05,1.58,0.01,0.03,1.08,0.00,0.00
483,1.91,6.85,0.29,0.08,0.02,0.01,0.02,0.20,0.27,0.00,0.14,0.00,0.01,62.36,10.59,0.57,0.90,15.54,0.24,0.00
484,14.90,59.78,0.10,0.01,0.00,0.00,0.00,0.02,0.09,0.00,0.02,0.00,0.00,6.95,3.06,0.21,0.14,14.50,0.21,0.01
485,1.37,40.03,0.21,0.03,0.03,0.00,0.03,0.09,0.12,0.00,0.14,0.02,0.02,0.81,3.62,0.45,0.18,52.76,0.09,0.00
486,1.48,0.04,0.27,0.04,0.05,0.02,0.00,0.13,0.34,0.01,0.39,0.01,0.02,0.29,0.87,0.09,0.10,93.24,2.63,0.00
487,0.27,0.03,0.06,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,82.79,16.76,0.00
488,1.87,0.08,0.15,0.01,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,65.47,32.36,0.00
489,2.51,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,25.26,72.04,0.00
490,0.74,0.02,0.15,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,62.52,36.53,0.00
491,1.23,0.08,0.18,0.01,0.01,0.01,0.00,0.09,0.04,0.00,0.32,0.00,0.02,0.01,0.02,0.00,0.20,96.03,1.74,0.00
492,0.64,0.03,0.45,0.06,0.04,0.02,0.00,0.18,0.11,0.00,0.61,0.00,0.02,0.74,0.68,0.12,1.49,94.46,0.36,0.00
493,0.10,0.00,0.28,0.12,0.00,0.02,0.03,1.17,0.16,0.03,3.49,0.00,0.00,0.04,0.02,0.13,0.26,93.99,0.17,0.00
494,1.27,3.34,0.34,0.17,0.25,0.08,0.16,0.36,0.33,0.55,0.55,0.01,0.24,1.88,7.55,0.61,0.18,74.18,7.95,0.00
495,3.45,28.71,0.56,0.21,0.15,0.17,0.11,0.49,0.60,0.01,0.94,0.03,0.33,1.63,2.57,0.14,0.39,58.85,0.66,0.00
496,9.68,29.17,0.89,0.32,0.10,0.15,0.08,0.97,0.96,0.00,3.73,0.09,0.93,2.84,2.10,0.24,1.96,45.66,0.13,0.00
497,2.48,21.19,0.25,0.07,0.01,0.14,0.00,0.32,0.68,0.00,1.18,0.02,0.02,6.33,6.69,0.41,3.46,56.74,0.00,0.00
498,0.68,9.72,0.33,0.03,0.01,0.10,0.00,0.13,0.64,0.00,0.45,0.00,0.01,3.62,1.69,0.22,2.27,80.06,0.04,0.00
