uniqid_county,NWALT12_11_county,NWALT12_12_county,NWALT12_21_county,NWALT12_22_county,NWALT12_23_county,NWALT12_24_county,NWALT12_25_county,NWALT12_26_county,NWALT12_27_county,NWALT12_31_county,NWALT12_32_county,NWALT12_33_county,NWALT12_41_county,NWALT12_43_county,NWALT12_44_county,NWALT12_45_county,NWALT12_46_county,NWALT12_50_county,NWALT12_60_county,NWALT12_9999_county
28,0.97,0.04,0.11,0.02,0.00,0.02,0.02,0.02,0.09,0.01,0.20,0.00,0.02,8.48,0.14,0.13,79.26,10.48,0.00,0.00
29,0.26,0.00,0.22,0.02,0.00,0.00,0.00,0.04,0.07,0.00,0.01,0.00,0.01,2.01,3.88,0.29,8.74,84.45,0.00,0.00
30,0.17,0.13,0.26,0.08,0.02,0.01,0.06,0.08,0.16,0.00,0.17,0.01,0.02,35.70,2.55,0.07,51.13,9.39,0.00,0.00
31,0.41,0.00,0.27,0.05,0.00,0.02,0.03,0.11,0.13,0.00,0.34,0.00,0.02,4.34,5.13,0.08,4.33,80.61,4.10,0.00
32,0.19,0.00,0.22,0.01,0.00,0.00,0.00,0.01,0.01,0.00,0.03,0.00,0.02,0.01,0.13,0.07,7.42,60.48,31.40,0.00
33,0.57,0.55,0.31,0.14,0.01,0.05,0.09,0.26,0.30,0.01,0.81,0.02,0.00,0.03,21.15,0.43,4.33,52.45,18.51,0.00
34,0.12,0.26,0.33,0.09,0.01,0.03,0.04,0.22,0.16,0.00,0.63,0.05,0.04,0.06,17.48,0.86,7.55,71.00,1.08,0.00
35,0.01,0.00,0.20,0.01,0.00,0.00,0.00,0.04,0.15,0.00,0.01,0.00,0.00,34.63,3.98,0.02,50.16,10.78,0.00,0.00
36,0.35,0.00,0.25,0.04,0.00,0.04,0.00,0.09,0.04,0.00,1.37,0.00,0.00,0.03,1.95,0.10,4.03,83.98,7.71,0.00
37,0.13,0.00,0.28,0.02,0.00,0.03,0.00,0.08,0.02,0.00,0.07,0.00,0.01,0.04,0.64,0.60,44.20,49.17,4.70,0.00
38,0.75,0.06,0.34,0.10,0.03,0.02,0.03,0.16,0.23,0.00,0.04,0.00,0.00,71.43,0.02,0.36,23.56,2.85,0.00,0.00
39,0.32,0.08,0.57,0.27,0.05,0.07,0.39,0.14,0.24,0.05,0.10,0.15,0.01,54.85,2.35,0.08,36.33,3.96,0.00,0.00
40,0.78,0.12,0.65,0.21,0.05,0.06,0.11,0.34,0.24,0.00,0.26,0.01,0.01,68.27,2.55,0.34,23.32,2.68,0.00,0.00
41,0.31,0.01,0.38,0.21,0.03,0.05,0.30,0.16,0.25,0.02,0.21,0.02,0.02,68.90,4.67,0.14,15.74,8.58,0.00,0.00
42,0.01,0.00,0.23,0.04,0.00,0.01,0.00,0.07,0.19,0.00,0.03,0.00,0.00,69.98,12.10,0.01,13.73,3.61,0.00,0.00
43,1.94,0.11,0.49,0.40,0.19,0.13,0.35,0.80,0.47,0.00,1.28,0.04,0.01,52.41,0.37,1.21,34.39,5.40,0.00,0.00
44,0.39,0.09,0.20,0.03,0.01,0.01,0.00,0.09,0.12,0.00,0.13,0.00,0.00,22.22,0.01,0.32,74.73,1.64,0.00,0.00
45,0.56,0.02,0.33,0.07,0.01,0.02,0.00,0.21,0.22,0.00,0.13,0.00,0.00,57.77,0.13,1.60,35.90,3.03,0.00,0.00
46,0.14,0.00,0.18,0.03,0.00,0.01,0.00,0.06,0.15,0.00,0.02,0.00,0.00,54.82,7.11,0.03,21.17,16.29,0.00,0.00
47,0.55,0.09,0.25,0.02,0.00,0.00,0.00,0.04,0.16,0.00,0.06,0.00,0.00,51.13,0.93,0.48,44.30,1.98,0.00,0.00
48,0.27,0.05,0.37,0.06,0.02,0.01,0.00,0.10,0.17,0.00,0.12,0.01,0.00,38.59,0.05,0.17,58.34,1.67,0.00,0.00
49,0.36,0.00,0.43,0.05,0.00,0.00,0.05,0.06,0.23,0.00,0.01,0.00,0.02,87.44,2.26,0.05,7.92,1.11,0.00,0.00
50,0.02,0.00,0.24,0.05,0.01,0.01,0.00,0.10,0.21,0.00,0.05,0.00,0.00,51.08,4.95,0.00,31.57,11.70,0.00,0.00
51,0.09,0.00,0.27,0.13,0.03,0.02,0.10,0.08,0.28,0.00,0.05,0.02,0.02,74.76,6.31,0.04,15.79,2.01,0.00,0.00
52,1.13,0.10,0.35,0.05,0.02,0.02,0.00,0.14,0.20,0.00,0.05,0.00,0.00,63.84,0.04,0.35,30.96,2.74,0.00,0.00
53,1.23,0.09,0.29,0.05,0.02,0.01,0.00,0.13,0.19,0.00,0.05,0.01,0.00,24.62,0.02,0.42,69.75,3.11,0.00,0.00
54,0.43,0.01,0.33,0.05,0.00,0.00,0.00,0.09,0.19,0.00,0.03,0.00,0.00,81.15,5.04,0.09,7.59,4.98,0.00,0.00
55,0.56,0.06,0.36,0.03,0.00,0.00,0.00,0.07,0.15,0.00,0.11,0.00,0.00,22.58,1.84,0.18,72.35,1.41,0.29,0.00
56,1.09,0.07,0.25,0.05,0.02,0.02,0.00,0.18,0.23,0.00,0.25,0.00,0.00,44.88,0.17,1.53,47.17,4.09,0.00,0.00
57,0.71,0.02,0.70,0.48,0.22,0.19,0.25,1.02,0.42,0.01,0.40,0.00,0.00,67.18,0.74,1.42,21.40,4.81,0.00,0.00
58,0.03,0.00,0.34,0.06,0.00,0.01,0.06,0.08,0.26,0.00,0.01,0.00,0.01,69.34,0.73,0.01,24.35,4.72,0.00,0.00
59,0.31,0.00,0.14,0.03,0.00,0.01,0.02,0.05,0.16,0.00,0.01,0.00,0.01,61.52,9.12,0.03,9.33,19.26,0.00,0.00
60,1.39,0.52,0.26,0.06,0.01,0.01,0.00,0.18,0.21,0.00,0.09,0.00,0.00,61.19,0.05,0.52,31.55,3.96,0.00,0.00
61,2.01,0.03,1.73,2.62,1.59,0.97,4.91,4.79,1.02,1.86,4.39,0.01,0.01,50.62,0.85,1.54,16.48,4.57,0.00,0.00
62,0.48,0.05,0.26,0.04,0.00,0.02,0.00,0.10,0.22,0.00,0.02,0.00,0.00,47.19,4.26,0.10,45.60,1.67,0.00,0.00
63,1.08,0.08,0.52,0.12,0.06,0.03,0.03,0.38,0.35,0.00,0.18,0.00,0.00,70.67,0.94,1.54,18.81,5.23,0.00,0.00
64,0.37,0.10,0.53,0.10,0.03,0.05,0.15,0.14,0.22,0.01,0.10,0.01,0.00,63.37,0.02,0.71,31.84,2.25,0.00,0.00
65,1.65,0.02,0.47,0.80,0.22,0.36,1.93,0.67,0.16,0.37,0.97,0.00,0.13,0.07,0.05,0.01,0.37,81.87,9.88,0.00
66,0.11,0.00,0.09,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.11,0.00,0.00,0.15,0.00,0.11,71.33,28.08,0.00,0.00
67,0.45,0.00,0.11,0.02,0.01,0.02,0.01,0.09,0.03,0.00,0.08,0.00,0.01,0.22,0.05,0.01,5.65,88.25,4.97,0.00
68,0.07,0.00,0.30,0.11,0.26,0.02,0.12,0.17,0.13,0.01,0.48,0.02,0.30,2.67,0.00,0.01,46.06,49.29,0.00,0.00
69,0.05,0.00,0.33,0.01,0.00,0.00,0.00,0.02,0.02,0.00,0.08,0.00,0.01,0.07,0.00,0.00,65.64,33.76,0.00,0.00
70,0.12,0.00,0.32,0.02,0.00,0.00,0.00,0.05,0.11,0.00,0.15,0.01,0.01,1.15,0.00,0.02,56.68,39.92,1.42,0.00
71,0.03,0.00,0.19,0.04,0.01,0.01,0.02,0.13,0.06,0.00,0.33,0.01,0.54,0.07,0.04,0.01,4.29,82.55,11.66,0.00
72,0.01,0.00,0.17,0.03,0.07,0.02,0.05,0.07,0.04,0.01,0.36,0.01,0.00,0.21,0.04,0.00,7.60,91.29,0.02,0.00
73,0.38,0.00,0.23,0.12,0.03,0.02,0.04,0.33,0.11,0.00,0.76,0.00,0.29,1.41,1.27,0.16,23.24,70.23,1.36,0.00
74,0.17,0.00,0.22,0.05,0.01,0.01,0.05,0.06,0.17,0.00,0.11,0.01,0.01,18.60,0.00,0.01,67.37,12.69,0.47,0.00
75,0.06,0.00,0.32,0.18,0.25,0.08,0.25,0.38,0.31,0.02,0.43,0.03,0.01,35.51,0.01,0.01,59.67,2.47,0.00,0.00
76,0.08,0.00,0.34,0.07,0.01,0.02,0.02,0.16,0.05,0.00,2.32,0.00,0.13,0.12,0.79,0.20,7.72,82.43,5.54,0.00
77,0.01,0.00,0.14,0.01,0.01,0.00,0.00,0.02,0.02,0.00,0.05,0.00,0.01,0.64,0.09,0.00,12.81,85.54,0.59,0.05
78,0.42,0.54,0.25,0.08,0.25,0.03,0.09,0.13,0.11,0.01,0.38,0.05,0.43,1.76,0.00,0.02,3.56,89.78,2.08,0.00
79,0.14,0.00,0.24,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.03,0.03,0.00,0.68,0.00,0.05,77.72,21.07,0.00,0.00
80,0.12,0.00,0.15,0.04,0.01,0.02,0.01,0.09,0.05,0.00,0.33,0.00,0.03,0.02,0.00,0.06,5.62,89.99,3.47,0.00
81,0.42,0.00,0.31,0.04,0.00,0.00,0.03,0.06,0.11,0.00,0.26,0.02,0.01,6.09,0.00,0.01,52.56,40.08,0.00,0.00
82,0.27,0.00,0.29,0.03,0.00,0.01,0.01,0.06,0.02,0.00,0.74,0.01,0.00,0.60,0.10,0.14,45.54,52.17,0.00,0.00
83,0.16,0.00,0.30,1.09,0.01,0.46,0.64,2.19,0.55,0.19,13.58,0.01,0.03,0.00,0.04,0.00,0.01,75.60,5.16,0.00
84,0.17,0.21,1.16,2.67,0.99,0.89,5.05,2.45,0.42,2.25,5.40,0.03,0.07,0.11,1.77,0.04,21.56,51.43,3.35,0.00
85,0.11,0.00,0.27,0.28,0.06,0.06,0.25,0.71,0.19,0.30,1.04,0.06,0.01,3.84,0.07,0.01,6.48,86.01,0.19,0.03
86,0.07,0.00,0.24,0.06,0.02,0.01,0.09,0.10,0.09,0.01,0.14,0.06,0.01,1.54,0.01,0.01,29.47,67.81,0.27,0.00
87,0.21,0.00,0.38,0.22,0.04,0.03,0.08,1.25,0.25,0.02,3.65,0.02,0.02,3.35,1.32,0.10,21.13,66.98,0.94,0.00
88,0.54,0.00,0.22,0.03,0.00,0.00,0.00,0.09,0.05,0.00,0.43,0.01,0.00,0.37,0.39,0.15,6.56,87.58,3.56,0.00
89,0.27,0.00,0.18,0.02,0.00,0.01,0.02,0.03,0.03,0.01,0.19,0.00,0.00,0.06,0.12,0.04,35.95,60.50,2.56,0.00
90,0.04,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,13.21,78.44,8.15,0.00
91,0.14,0.03,0.23,0.10,0.04,0.05,0.19,0.41,0.14,0.26,1.63,0.01,0.04,0.37,0.31,0.06,10.70,79.49,5.81,0.00
92,0.05,0.00,0.54,0.28,0.03,0.11,0.30,0.65,0.14,0.96,7.80,0.03,0.01,1.04,0.02,0.02,15.67,67.07,5.29,0.00
93,0.09,0.02,0.16,0.02,0.00,0.01,0.01,0.03,0.04,0.00,0.13,0.01,0.01,0.51,0.11,0.02,15.85,80.77,2.20,0.00
94,0.00,0.00,0.18,0.02,0.00,0.02,0.00,0.10,0.04,0.00,0.38,0.01,0.00,0.07,0.03,0.00,47.71,48.71,2.72,0.00
95,0.10,0.00,0.17,0.04,0.02,0.00,0.01,0.07,0.04,0.02,0.38,0.00,0.22,0.00,0.00,0.00,19.85,79.06,0.01,0.00
96,0.01,0.00,0.28,0.06,0.01,0.01,0.05,0.10,0.16,0.01,0.19,0.00,0.00,1.64,0.06,0.01,13.49,83.88,0.00,0.05
97,0.33,0.00,0.24,0.01,0.00,0.00,0.00,0.01,0.03,0.00,0.03,0.00,0.00,0.16,0.47,0.19,50.93,42.38,5.23,0.00
98,0.08,0.00,0.15,0.01,0.00,0.00,0.00,0.02,0.02,0.00,0.08,0.00,0.00,2.83,0.01,0.02,77.78,18.99,0.00,0.00
99,2.03,0.00,0.77,0.60,0.40,0.27,0.47,1.60,0.63,0.01,2.50,0.10,0.01,8.58,4.72,6.56,41.08,29.66,0.00,0.00
100,1.17,0.00,0.41,0.10,0.03,0.10,0.04,0.32,0.45,0.00,0.34,0.00,0.01,40.74,0.26,4.51,37.72,13.78,0.00,0.00
101,13.74,0.16,0.57,0.11,0.04,0.18,0.00,1.16,0.47,0.00,10.70,0.00,0.01,4.35,10.48,8.83,21.88,27.33,0.00,0.00
102,0.37,0.01,0.21,0.07,0.00,0.03,0.06,0.15,0.24,0.02,0.16,0.00,0.00,29.95,0.01,0.20,12.03,56.50,0.00,0.00
103,2.01,0.00,0.64,0.22,0.06,0.11,0.03,1.02,0.36,0.00,3.01,0.05,0.41,4.06,11.68,3.85,22.77,49.72,0.00,0.00
104,2.03,0.00,0.33,0.05,0.01,0.01,0.03,0.23,0.19,0.00,0.23,0.00,0.00,20.43,3.51,6.17,55.80,10.97,0.00,0.00
105,1.14,0.00,0.37,0.10,0.00,0.03,0.07,0.23,0.27,0.00,0.05,0.02,0.00,61.85,0.06,5.49,24.20,6.11,0.00,0.00
106,1.21,0.01,0.42,0.05,0.03,0.01,0.02,0.06,0.17,0.00,0.02,0.00,0.00,22.03,0.10,0.69,64.43,10.74,0.00,0.00
107,0.62,0.07,0.27,0.05,0.01,0.01,0.00,0.14,0.24,0.00,0.06,0.00,0.00,65.88,0.73,3.64,21.58,6.69,0.00,0.00
108,0.58,0.00,0.39,0.04,0.00,0.00,0.00,0.12,0.27,0.00,0.05,0.00,0.01,23.66,0.02,1.13,58.40,15.33,0.00,0.00
109,1.92,0.00,3.09,7.27,3.10,2.21,10.14,11.08,1.02,10.83,14.03,0.01,0.02,6.88,2.64,2.84,10.95,11.96,0.00,0.00
110,0.06,0.00,0.36,0.08,0.04,0.02,0.04,0.12,0.23,0.00,0.08,0.01,0.01,36.46,0.01,0.14,54.77,7.58,0.00,0.00
111,0.30,0.00,0.18,0.02,0.03,0.00,0.00,0.05,0.19,0.00,0.09,0.01,0.00,7.65,0.00,0.62,71.87,18.98,0.00,0.00
112,1.32,0.01,0.36,0.08,0.01,0.03,0.05,0.24,0.25,0.00,0.14,0.00,0.02,49.79,0.14,1.68,18.81,27.09,0.00,0.00
113,0.18,0.02,0.59,0.23,0.20,0.04,0.11,0.40,0.21,0.00,0.63,0.02,0.01,16.87,0.01,0.98,44.10,35.41,0.00,0.00
114,1.79,0.01,0.87,0.08,0.04,0.04,0.10,0.23,0.36,0.00,0.11,0.01,0.01,33.19,1.16,6.11,46.83,9.06,0.00,0.00
115,0.09,0.00,0.15,0.05,0.00,0.00,0.00,0.13,0.24,0.00,0.04,0.00,0.00,32.11,0.01,0.16,15.38,51.63,0.00,0.00
116,0.67,0.00,0.46,0.06,0.12,0.01,0.02,0.15,0.23,0.00,0.12,0.00,0.01,38.62,0.12,2.61,44.90,11.90,0.00,0.00
117,2.67,0.44,0.24,0.07,0.09,0.02,0.00,0.20,0.23,0.00,0.07,0.00,0.00,60.14,0.24,2.50,18.25,14.83,0.00,0.00
118,3.15,0.05,0.51,0.18,0.01,0.13,0.00,0.19,0.42,0.00,0.25,0.00,0.00,8.11,14.24,9.53,27.10,36.12,0.00,0.00
119,0.41,0.05,0.34,0.02,0.01,0.00,0.00,0.04,0.20,0.00,0.03,0.00,0.01,20.53,0.11,0.14,47.08,31.02,0.00,0.00
120,1.97,0.00,0.36,0.29,0.12,0.11,0.20,0.86,0.50,0.00,2.59,0.00,0.00,14.22,1.83,5.96,48.74,22.23,0.00,0.00
121,3.48,0.11,0.70,0.36,0.28,0.12,0.34,0.83,0.51,0.00,0.44,0.04,0.01,49.17,6.83,2.59,26.16,8.04,0.00,0.00
122,0.42,0.01,0.42,0.25,0.50,0.07,0.25,0.38,0.31,0.02,0.41,0.00,0.03,55.26,0.02,0.28,5.74,35.62,0.00,0.00
123,0.01,0.00,0.34,0.02,0.00,0.01,0.00,0.04,0.12,0.00,0.01,0.00,0.00,21.56,0.01,0.05,70.82,7.01,0.00,0.00
124,0.15,0.00,0.36,0.03,0.10,0.00,0.00,0.09,0.23,0.00,0.06,0.01,0.00,10.97,0.02,1.61,62.26,23.64,0.47,0.00
125,1.38,0.00,0.76,0.32,0.07,0.07,0.04,0.94,0.90,0.01,3.63,0.09,0.00,17.33,9.30,5.46,44.02,15.67,0.00,0.00
126,0.94,0.00,0.67,0.22,0.09,0.09,0.10,1.03,0.56,0.00,2.02,0.00,0.00,25.82,0.48,4.97,53.16,9.83,0.00,0.00
127,1.48,0.00,0.27,0.09,0.00,0.02,0.03,0.24,0.33,0.00,0.09,0.00,0.18,46.93,0.09,3.89,35.06,11.29,0.00,0.00
128,0.64,0.00,0.38,0.13,0.16,0.04,0.06,0.29,0.29,0.00,0.46,0.02,0.00,19.88,0.06,0.81,64.51,12.26,0.00,0.00
129,1.04,0.01,0.21,0.12,0.01,0.04,0.00,0.30,0.41,0.00,0.16,0.00,0.01,59.48,0.09,5.35,27.72,5.05,0.00,0.00
130,1.41,0.00,0.62,0.57,0.95,0.19,0.81,1.16,0.53,0.92,1.79,0.02,0.09,16.83,0.14,5.63,44.62,21.96,1.75,0.00
131,0.81,0.00,0.52,0.06,0.00,0.02,0.04,0.28,0.28,0.00,0.12,0.00,0.03,46.89,0.07,9.33,35.57,5.98,0.00,0.00
132,1.27,0.00,0.48,0.21,0.08,0.07,0.18,0.39,0.39,0.01,0.22,0.00,0.00,39.27,0.04,1.59,46.94,8.86,0.00,0.00
133,0.46,0.00,0.41,0.47,0.37,0.13,0.40,0.86,0.49,0.01,0.34,0.02,0.00,62.44,0.29,8.46,20.98,3.85,0.00,0.00
134,0.41,0.00,0.45,0.06,0.01,0.04,0.05,0.22,0.28,0.01,0.15,0.00,0.00,59.38,0.02,1.06,24.16,13.67,0.00,0.00
135,1.45,0.00,0.44,0.22,0.03,0.14,0.06,1.19,0.73,0.06,7.22,0.00,0.00,21.40,1.15,7.02,40.49,18.39,0.00,0.00
136,1.40,0.00,0.66,0.21,0.14,0.05,0.15,0.48,0.57,0.01,0.28,0.02,0.01,13.07,10.49,7.53,41.18,23.76,0.00,0.00
137,1.08,0.00,0.69,0.13,0.10,0.05,0.00,0.54,0.55,0.00,1.37,0.02,0.00,4.04,8.62,5.92,46.49,30.39,0.00,0.00
138,2.72,0.00,0.91,2.28,0.52,0.76,3.80,4.81,1.14,2.36,19.88,0.00,0.00,5.95,7.60,3.77,15.23,28.26,0.00,0.00
139,1.39,0.00,1.00,0.79,0.25,0.20,0.71,1.89,0.96,0.63,2.36,0.02,0.00,47.73,0.42,5.46,27.51,8.68,0.00,0.00
140,1.41,0.05,0.28,0.07,0.07,0.02,0.09,0.06,0.17,0.00,0.05,0.01,0.00,29.20,0.27,0.56,64.23,3.45,0.00,0.00
141,1.62,0.00,0.78,0.49,0.33,0.19,0.22,1.06,0.55,0.00,4.96,0.05,0.05,5.03,12.49,5.88,21.91,44.39,0.00,0.00
142,1.61,0.00,0.60,0.53,0.11,0.16,0.40,1.38,0.79,0.01,6.04,0.00,0.01,5.70,9.94,5.08,35.04,32.61,0.00,0.00
143,0.42,0.00,0.74,0.29,0.33,0.08,0.17,0.53,0.45,0.01,1.20,0.12,0.41,28.86,0.00,0.11,15.45,50.83,0.00,0.00
144,0.13,0.00,0.24,0.02,0.00,0.00,0.00,0.06,0.12,0.00,0.08,0.00,0.00,20.61,0.01,0.03,4.13,74.58,0.00,0.00
145,0.62,0.01,0.27,0.07,0.00,0.02,0.01,0.15,0.25,0.00,0.05,0.00,0.01,58.12,0.02,0.25,28.62,11.52,0.00,0.00
146,0.01,0.00,0.13,0.01,0.00,0.00,0.00,0.02,0.01,0.00,0.10,0.01,0.00,0.06,0.00,0.00,8.07,71.16,20.38,0.02
147,0.29,0.01,0.22,0.21,0.03,0.02,0.18,0.68,0.61,0.02,2.14,0.00,0.00,8.98,16.60,0.36,6.48,63.12,0.00,0.05
148,0.07,0.00,0.19,0.05,0.00,0.02,0.00,0.06,0.20,0.00,0.11,0.00,0.00,0.16,0.10,0.02,19.47,79.51,0.00,0.02
149,0.03,0.00,0.14,0.04,0.00,0.01,0.00,0.10,0.16,0.00,0.04,0.01,0.00,19.43,0.00,0.26,33.76,46.02,0.00,0.00
150,0.62,0.00,0.64,0.74,0.34,0.14,0.68,1.11,0.78,0.56,0.77,0.01,0.01,11.84,0.51,0.00,2.91,78.34,0.00,0.00
151,0.93,0.00,0.36,0.08,0.01,0.05,0.03,0.18,0.32,0.00,0.18,0.01,0.00,7.64,0.32,0.13,16.34,73.41,0.00,0.00
152,0.01,0.00,0.19,0.06,0.09,0.00,0.03,0.11,0.18,0.00,0.11,0.00,0.03,5.23,15.85,0.27,8.53,69.25,0.06,0.00
153,0.21,0.00,0.48,0.13,0.01,0.01,0.05,0.26,0.37,0.00,0.16,0.02,0.00,58.22,0.02,0.08,37.20,2.76,0.00,0.00
154,0.49,0.00,0.46,0.14,0.02,0.06,0.04,0.54,0.66,0.00,0.91,0.01,0.08,10.58,2.51,1.57,14.40,67.31,0.22,0.00
155,0.08,0.01,0.41,0.05,0.30,0.01,0.00,0.14,0.15,0.00,0.18,0.01,0.02,7.74,0.00,0.39,56.32,34.18,0.00,0.00
156,0.04,0.00,0.36,0.04,0.03,0.00,0.02,0.07,0.17,0.00,0.07,0.00,0.00,35.27,0.00,0.07,61.68,2.17,0.00,0.00
157,0.16,0.00,0.47,0.10,0.07,0.03,0.00,0.44,0.36,0.00,1.37,0.00,0.00,4.31,1.94,0.58,13.52,76.66,0.00,0.00
158,0.17,0.00,0.30,0.26,0.95,0.09,0.38,0.57,0.28,0.37,2.29,0.00,0.01,4.50,1.26,3.48,36.81,48.27,0.00,0.00
159,0.41,0.00,0.29,0.07,0.29,0.01,0.04,0.10,0.29,0.00,0.03,0.01,0.03,56.08,0.01,0.03,19.84,22.47,0.00,0.00
160,0.15,0.00,0.41,0.26,0.02,0.16,0.00,0.70,0.52,0.00,3.18,0.00,0.01,0.42,0.37,0.31,2.05,91.41,0.02,0.00
161,0.79,0.01,0.49,0.13,0.06,0.01,0.03,0.48,0.50,0.00,0.22,0.00,0.22,16.56,28.48,3.39,7.09,41.52,0.00,0.00
162,0.43,0.00,0.50,1.06,0.29,0.16,0.70,3.68,0.97,0.26,20.77,0.02,0.11,2.66,1.20,0.99,1.92,64.29,0.00,0.00
163,0.70,1.25,0.31,0.20,0.02,0.03,0.17,0.48,0.38,0.00,0.68,0.00,0.01,50.12,5.99,2.22,8.75,28.70,0.00,0.00
164,0.87,0.01,0.80,0.89,0.62,0.20,0.65,4.51,0.62,0.04,16.35,0.01,0.30,8.56,10.07,16.79,28.91,9.80,0.00,0.00
165,0.00,0.00,0.12,0.03,0.50,0.00,0.04,0.02,0.25,0.00,0.01,0.00,0.00,5.12,0.00,0.00,0.84,93.06,0.00,0.00
