uniqid_eco4,NLCD06_11_eco4,NLCD06_12_eco4,NLCD06_21_eco4,NLCD06_22_eco4,NLCD06_23_eco4,NLCD06_24_eco4,NLCD06_31_eco4,NLCD06_41_eco4,NLCD06_42_eco4,NLCD06_43_eco4,NLCD06_52_eco4,NLCD06_71_eco4,NLCD06_81_eco4,NLCD06_82_eco4,NLCD06_90_eco4,NLCD06_95_eco4,NLCD06_9999_eco4
374,4.12,0.00,3.50,0.80,0.17,0.04,0.24,55.80,7.70,4.62,0.41,2.02,20.25,0.10,0.23,0.00,0.00
375,0.25,0.00,4.06,1.07,0.23,0.07,0.10,47.92,2.28,3.87,0.26,2.10,36.89,0.52,0.37,0.00,0.00
376,3.58,0.00,4.07,0.82,0.21,0.06,0.19,63.32,3.14,1.38,0.50,2.01,18.27,1.53,0.74,0.19,0.00
377,0.45,0.00,3.46,1.15,0.25,0.06,0.36,64.40,3.33,6.67,0.45,1.83,16.57,0.30,0.68,0.02,0.00
378,0.45,0.00,3.85,0.37,0.05,0.02,0.13,71.72,4.35,4.24,0.88,2.36,10.69,0.40,0.46,0.01,0.00
379,0.31,0.00,3.01,0.15,0.02,0.00,0.19,74.28,5.37,7.15,0.60,1.38,6.92,0.03,0.55,0.03,0.00
380,0.71,0.00,5.21,3.60,1.15,0.41,0.19,58.84,2.98,3.05,0.16,2.07,18.25,2.80,0.54,0.02,0.00
381,1.55,0.00,3.40,0.62,0.12,0.02,0.11,69.24,3.68,4.84,0.18,1.60,11.40,1.76,1.26,0.23,0.00
382,0.21,0.00,4.16,1.18,0.20,0.06,0.04,24.27,0.90,0.84,1.09,0.33,47.20,18.51,0.99,0.01,0.00
383,8.68,0.00,9.26,17.67,15.60,6.77,1.40,2.52,2.59,2.19,2.66,1.32,14.75,5.52,5.34,3.73,0.00
384,3.33,0.00,4.80,7.41,4.09,1.71,0.68,0.44,2.92,1.41,1.43,1.61,28.23,32.68,8.19,1.07,0.00
385,0.62,0.00,4.56,8.60,4.86,1.78,0.41,0.66,3.36,1.87,1.04,1.44,40.53,26.60,2.92,0.75,0.00
386,0.68,0.00,4.92,3.05,0.92,0.17,1.03,2.32,30.03,11.47,13.25,8.09,16.64,6.14,1.14,0.17,0.00
387,1.03,0.00,3.59,1.33,0.13,0.03,0.05,18.60,0.09,0.58,0.97,2.24,42.00,27.38,1.80,0.16,0.00
388,2.29,0.00,5.76,2.96,1.04,0.48,0.12,12.52,0.06,0.27,0.09,19.04,40.36,14.26,0.64,0.11,0.00
389,1.08,0.00,5.77,3.52,0.96,0.35,0.10,14.31,0.06,0.26,0.35,2.27,43.73,24.95,2.14,0.14,0.00
390,1.66,0.00,4.33,1.33,0.27,0.10,0.23,13.25,0.14,0.09,0.26,1.07,40.82,30.74,5.08,0.64,0.00
391,0.52,0.00,3.97,1.58,0.42,0.11,0.06,15.45,0.13,0.25,0.57,0.83,31.70,42.32,2.01,0.10,0.00
392,3.29,0.01,0.71,0.22,0.05,0.00,1.02,17.57,52.32,1.77,13.43,9.03,0.36,0.00,0.11,0.03,0.06
393,0.44,1.30,0.01,0.00,0.00,0.00,20.55,0.25,42.95,1.31,27.00,6.15,0.02,0.00,0.01,0.00,0.01
394,1.97,0.00,0.24,0.06,0.01,0.00,0.55,1.44,80.09,0.34,11.99,2.90,0.25,0.00,0.13,0.02,0.01
395,0.08,0.00,0.00,0.00,0.00,0.00,4.11,1.45,62.20,1.30,15.77,14.63,0.27,0.00,0.16,0.03,0.00
396,0.23,0.00,0.00,0.00,0.00,0.00,1.59,0.02,82.60,0.04,12.65,2.55,0.05,0.00,0.28,0.00,0.00
397,6.11,0.00,3.14,0.21,0.02,0.00,0.05,0.21,0.00,0.00,0.48,50.45,6.58,29.05,0.06,3.64,0.00
398,11.61,0.00,3.46,0.50,0.17,0.07,0.24,0.08,0.01,0.01,0.25,49.03,10.59,18.17,0.34,5.48,0.00
399,2.32,0.00,3.74,0.44,0.07,0.02,0.11,0.31,0.00,0.00,0.40,38.40,4.47,47.62,0.56,1.56,0.00
400,4.35,0.00,3.17,0.44,0.01,0.00,0.12,0.31,0.00,0.00,0.73,41.77,1.69,43.57,0.19,3.64,0.00
401,0.73,0.00,3.13,0.17,0.03,0.01,0.04,0.35,0.00,0.00,0.01,22.45,36.08,35.34,0.04,1.61,0.00
402,0.72,0.00,3.17,0.43,0.09,0.02,0.09,0.28,0.02,0.00,0.17,38.69,11.95,43.62,0.01,0.74,0.00
403,0.29,0.00,4.05,0.38,0.04,0.01,0.01,1.28,0.04,0.00,0.00,51.44,4.88,34.79,1.42,1.35,0.00
404,8.68,0.00,2.28,0.18,0.02,0.01,0.08,8.29,1.82,0.00,0.81,62.87,2.95,7.97,1.81,2.21,0.00
405,0.52,0.00,3.05,0.27,0.02,0.00,0.15,0.15,0.02,0.01,1.01,39.01,0.38,53.27,0.96,1.17,0.00
406,0.38,0.00,1.04,0.22,0.02,0.00,0.33,0.02,0.08,0.00,7.52,66.05,0.86,21.22,1.66,0.60,0.00
407,0.79,0.00,3.04,0.17,0.00,0.00,0.12,0.03,0.00,0.00,0.69,39.95,0.00,54.81,0.05,0.29,0.05
408,0.15,0.00,0.77,0.02,0.00,0.00,0.06,0.00,0.08,0.00,12.03,72.11,0.35,12.95,1.18,0.15,0.14
409,0.09,0.00,0.52,0.07,0.00,0.00,0.26,0.00,0.02,0.00,6.38,73.58,0.08,18.53,0.28,0.17,0.01
410,0.37,0.00,3.26,0.06,0.01,0.00,0.31,0.00,0.03,0.00,0.61,45.01,0.03,49.80,0.16,0.26,0.09
411,0.68,0.00,2.98,0.55,0.11,0.02,0.31,0.00,0.01,0.00,2.22,27.82,0.68,63.62,0.71,0.27,0.00
412,0.20,0.00,3.80,0.33,0.06,0.02,0.04,2.66,0.29,0.00,0.00,52.50,2.17,36.21,1.27,0.45,0.00
413,1.05,0.00,0.56,0.24,0.04,0.00,0.26,2.14,1.57,0.05,14.48,74.42,1.30,1.88,1.58,0.40,0.03
414,0.31,0.00,1.06,0.14,0.01,0.00,0.15,0.48,2.42,0.19,17.14,55.73,1.95,17.85,2.19,0.37,0.00
415,0.39,0.00,2.36,0.32,0.03,0.01,0.23,0.85,0.16,0.03,1.55,55.12,7.30,30.50,0.87,0.28,0.00
416,0.79,0.00,0.25,0.08,0.01,0.00,3.59,9.11,2.64,1.20,14.12,64.16,0.34,1.82,1.17,0.75,0.00
417,8.00,0.00,1.16,0.31,0.08,0.02,0.66,1.51,1.54,0.19,6.49,68.93,1.10,6.26,1.74,2.03,0.00
418,0.05,0.00,0.25,0.06,0.00,0.00,0.68,1.54,20.92,0.04,22.09,51.74,0.43,1.39,0.56,0.25,0.00
419,0.22,0.00,0.35,0.13,0.01,0.00,0.32,0.02,0.61,0.00,18.02,75.15,0.62,3.24,0.97,0.34,0.00
420,0.59,0.00,1.81,0.34,0.03,0.01,0.17,0.21,0.02,0.04,0.04,75.36,1.59,18.86,0.67,0.26,0.00
421,0.52,0.00,1.32,0.41,0.14,0.05,0.59,0.09,0.86,0.02,13.91,72.79,1.31,5.63,1.54,0.81,0.00
422,0.37,0.00,0.51,0.19,0.03,0.00,24.36,0.26,0.47,0.06,0.09,69.86,0.15,2.95,0.38,0.30,0.00
423,0.32,0.00,1.99,0.44,0.03,0.00,0.31,0.74,0.40,0.70,0.04,78.01,1.61,11.40,1.27,2.73,0.00
424,0.52,0.00,0.41,0.10,0.01,0.00,0.16,0.27,0.03,0.01,0.50,88.61,2.91,5.59,0.78,0.12,0.00
425,0.55,0.00,0.33,0.13,0.00,0.00,1.73,0.01,0.01,0.01,7.56,85.91,2.59,0.99,0.14,0.04,0.00
426,1.87,0.00,0.07,0.01,0.00,0.00,0.45,0.00,15.31,0.00,27.58,49.41,0.13,2.89,1.96,0.32,0.00
427,0.09,0.00,1.24,0.27,0.02,0.00,0.11,0.03,0.55,0.00,5.81,49.37,4.17,35.77,2.06,0.49,0.00
428,0.20,0.00,0.69,0.25,0.11,0.04,0.19,0.04,2.03,0.00,18.63,65.76,0.88,9.08,1.63,0.46,0.00
429,0.30,0.00,0.69,0.19,0.04,0.00,0.34,0.00,1.51,0.00,12.75,58.72,2.57,20.35,2.37,0.17,0.00
430,0.05,0.00,0.20,0.05,0.01,0.00,0.24,0.21,26.66,0.00,35.02,35.21,0.34,0.86,0.98,0.18,0.00
431,0.33,0.00,0.84,0.34,0.13,0.03,0.48,0.16,2.44,0.00,39.05,50.08,1.95,1.11,2.47,0.59,0.00
432,2.71,0.00,2.44,0.16,0.02,0.00,0.03,9.34,9.92,4.88,0.01,61.65,0.61,4.81,2.95,0.47,0.00
433,0.13,0.00,0.49,0.07,0.01,0.00,0.01,0.59,10.54,0.08,34.89,45.36,3.13,1.70,2.82,0.18,0.00
434,0.24,0.00,1.89,0.45,0.10,0.01,0.00,0.17,6.39,0.02,29.85,48.49,9.50,2.04,0.81,0.03,0.00
435,0.08,0.00,0.33,0.06,0.00,0.00,0.01,0.19,18.25,0.74,17.55,60.82,1.13,0.36,0.42,0.06,0.00
436,0.39,0.00,0.40,0.09,0.01,0.00,0.14,0.81,4.81,0.01,45.56,38.03,1.35,5.49,2.44,0.47,0.00
437,0.11,0.00,0.44,0.16,0.08,0.01,1.19,0.00,0.47,0.00,30.32,65.06,0.41,0.48,0.82,0.43,0.00
438,0.05,0.00,0.96,0.64,0.25,0.03,2.69,0.02,1.12,0.01,52.38,39.46,1.31,0.12,0.52,0.46,0.00
439,0.40,0.00,0.83,0.12,0.01,0.00,0.06,0.17,0.12,0.21,0.02,89.61,0.65,5.38,0.40,1.99,0.00
440,3.09,0.00,0.21,0.15,0.02,0.00,0.24,0.01,0.02,0.00,0.02,89.63,0.12,0.91,0.23,5.35,0.00
441,0.31,0.00,2.44,0.24,0.03,0.01,0.10,0.26,0.02,0.00,0.09,68.14,7.09,15.35,2.13,3.78,0.00
442,2.26,0.00,0.20,0.05,0.00,0.00,0.02,0.05,0.03,0.01,0.02,89.68,0.19,0.31,0.37,6.81,0.00
443,3.27,0.00,9.74,4.73,1.35,0.55,0.43,39.89,18.07,0.97,1.94,6.76,11.11,0.02,1.18,0.00,0.00
444,2.50,0.00,9.01,4.63,1.47,0.73,0.49,29.33,22.08,1.49,1.90,7.28,16.23,0.15,2.70,0.01,0.00
445,2.66,0.00,5.46,1.39,0.40,0.16,0.36,36.01,20.79,3.56,2.63,6.34,18.24,0.55,1.44,0.02,0.00
446,0.56,0.00,3.91,0.99,0.16,0.04,0.27,51.06,26.96,0.49,2.74,6.57,5.31,0.03,0.92,0.00,0.00
447,1.28,0.00,6.80,2.52,0.68,0.24,0.14,44.93,10.03,3.58,2.50,3.39,22.13,0.74,1.01,0.02,0.00
448,2.08,0.00,6.70,2.07,0.69,0.19,0.27,34.41,19.80,4.38,3.66,4.59,13.68,3.21,4.16,0.09,0.00
449,2.95,0.00,8.79,3.60,1.56,0.48,0.26,30.15,22.51,4.28,2.53,6.55,10.85,1.56,3.84,0.10,0.00
450,0.88,0.00,4.19,1.19,0.16,0.06,0.10,47.88,24.92,0.51,2.57,5.96,9.99,0.01,1.57,0.00,0.00
451,0.93,0.00,6.95,2.94,0.59,0.23,0.11,52.95,11.44,2.19,1.41,4.65,15.03,0.08,0.47,0.00,0.00
452,0.55,0.00,3.59,0.28,0.04,0.01,0.00,18.59,1.18,0.22,0.00,16.32,9.73,45.37,1.85,2.27,0.00
453,13.35,0.00,4.01,0.36,0.05,0.01,0.01,47.09,0.00,0.00,0.00,11.40,10.67,9.69,0.39,2.98,0.00
454,8.19,0.00,3.86,0.52,0.15,0.05,0.06,0.44,0.02,0.00,0.00,9.58,9.08,61.23,0.58,6.24,0.00
455,3.44,0.00,3.73,0.23,0.03,0.01,0.07,1.36,0.01,0.00,0.00,36.27,20.03,24.41,0.61,9.79,0.00
456,6.44,0.00,4.28,0.47,0.13,0.03,0.10,0.95,0.00,0.00,0.00,2.16,5.35,71.96,0.30,7.81,0.00
457,7.32,0.00,3.57,0.23,0.01,0.00,0.04,0.42,0.05,0.01,0.00,14.62,17.38,49.26,0.49,6.60,0.00
458,1.32,0.00,4.05,0.60,0.10,0.03,0.01,0.27,0.02,0.00,0.00,10.27,3.99,74.00,0.20,5.14,0.01
459,1.12,0.00,3.79,0.80,0.06,0.00,0.33,0.24,0.00,0.00,0.01,17.71,1.41,71.54,0.02,2.95,0.01
460,2.46,0.00,3.95,0.34,0.07,0.01,0.02,0.50,0.04,0.01,0.04,7.01,20.61,57.76,0.24,6.93,0.00
461,5.00,0.00,3.62,0.24,0.02,0.00,0.03,0.64,0.07,0.00,0.00,13.66,36.16,32.03,0.63,7.88,0.00
462,9.90,0.00,3.66,0.31,0.08,0.02,0.02,0.69,0.00,0.00,0.03,24.05,8.69,48.74,0.03,3.79,0.00
463,0.49,0.00,3.74,0.41,0.09,0.02,0.08,3.84,0.00,0.00,0.03,22.86,19.83,47.48,0.10,1.03,0.00
464,0.96,0.00,4.71,0.67,0.32,0.10,0.05,0.41,0.00,0.00,0.07,22.27,10.55,57.91,0.02,1.95,0.00
465,0.95,0.00,4.11,0.48,0.21,0.06,0.05,0.62,0.00,0.00,0.02,9.83,29.22,52.12,0.03,2.30,0.00
466,2.35,0.00,4.28,0.54,0.19,0.05,0.16,1.11,0.00,0.00,0.00,1.97,14.21,65.18,0.32,9.66,0.00
467,0.36,0.00,5.49,0.95,0.42,0.14,0.05,1.08,0.01,0.16,0.07,3.89,5.88,80.49,0.08,0.94,0.00
468,1.41,0.00,5.27,1.27,0.43,0.12,0.06,1.70,0.01,0.11,0.03,2.05,2.26,82.42,0.72,2.13,0.00
469,0.54,0.00,5.60,2.05,0.58,0.19,0.05,2.65,0.04,0.00,0.00,4.74,3.85,77.71,1.50,0.49,0.00
470,5.65,0.00,4.72,2.02,0.94,0.61,0.11,1.49,0.02,0.03,0.03,2.86,2.51,70.34,3.91,4.76,0.00
471,0.33,0.00,5.10,1.23,0.18,0.05,0.01,1.54,0.01,0.01,0.02,3.51,9.16,77.90,0.33,0.64,0.00
472,1.01,0.00,5.12,2.32,0.63,0.22,0.05,9.54,0.04,0.03,0.20,4.92,20.81,53.07,1.47,0.58,0.00
473,2.07,0.00,6.36,2.85,1.32,0.40,0.13,12.43,0.78,0.11,0.38,2.84,16.10,52.72,0.80,0.70,0.00
474,0.90,0.00,4.96,4.04,1.41,0.60,0.05,7.58,0.02,0.01,0.03,11.67,3.91,63.59,1.05,0.17,0.00
475,1.09,0.00,3.86,1.42,0.43,0.18,0.01,7.91,0.04,0.08,0.09,24.09,15.47,44.49,0.77,0.09,0.00
476,6.64,0.00,3.85,3.05,0.94,0.38,0.21,2.03,0.00,0.01,0.00,9.88,0.22,68.47,3.83,0.49,0.00
477,0.73,0.00,3.72,0.79,0.08,0.03,0.01,2.80,0.01,0.00,0.00,21.21,1.35,68.62,0.58,0.08,0.00
478,0.93,0.00,4.01,1.27,0.30,0.15,0.04,2.66,0.00,0.00,0.00,26.53,0.17,62.29,1.49,0.15,0.00
479,0.47,0.00,6.13,1.75,0.48,0.20,0.02,12.10,0.24,0.01,0.02,15.09,11.96,50.81,0.15,0.58,0.00
480,1.10,0.00,4.82,1.05,0.33,0.12,0.01,0.85,0.06,0.04,0.00,0.31,1.55,87.08,1.47,1.21,0.00
481,0.88,0.00,3.79,0.51,0.06,0.01,0.04,5.34,0.15,0.09,0.12,5.55,7.87,65.44,4.05,6.12,0.00
482,2.19,0.00,4.64,1.06,0.37,0.07,0.01,0.72,0.07,0.00,0.00,0.07,1.24,88.67,0.83,0.06,0.00
483,1.92,0.00,3.88,0.77,0.07,0.02,0.02,7.08,0.21,0.00,0.19,1.35,9.61,60.00,2.76,12.12,0.00
484,14.92,0.00,1.12,0.17,0.03,0.00,0.02,3.79,0.63,0.01,0.61,0.98,2.99,7.25,46.00,21.47,0.01
485,1.39,0.00,1.31,0.50,0.20,0.06,0.03,21.65,2.82,6.85,4.65,1.05,4.00,0.83,47.63,7.02,0.00
486,1.49,0.00,2.28,0.60,0.08,0.02,1.03,1.74,68.06,3.92,15.68,2.95,0.85,0.33,0.90,0.08,0.00
487,0.27,0.01,0.95,0.50,0.07,0.02,0.78,0.08,79.40,0.09,15.52,1.84,0.00,0.00,0.41,0.04,0.00
488,1.87,0.00,0.50,0.27,0.09,0.02,1.73,0.01,84.26,0.00,8.25,2.44,0.00,0.01,0.41,0.14,0.00
489,2.85,9.05,0.27,0.11,0.05,0.02,27.83,0.04,41.60,0.01,13.53,4.37,0.02,0.00,0.22,0.03,0.00
490,0.74,0.00,0.45,0.05,0.01,0.00,1.41,0.00,88.67,0.01,8.01,0.57,0.01,0.00,0.01,0.07,0.00
491,1.31,0.00,0.71,0.11,0.03,0.01,1.27,0.12,81.98,0.24,12.28,1.51,0.02,0.03,0.03,0.36,0.00
492,0.99,0.00,1.31,0.36,0.10,0.02,2.01,0.19,65.08,0.12,23.68,3.85,0.58,0.94,0.01,0.77,0.00
493,0.10,0.00,2.48,0.44,0.09,0.02,0.04,2.34,69.30,0.48,21.18,3.30,0.04,0.09,0.00,0.10,0.00
494,1.37,0.00,3.05,0.80,0.38,0.18,0.35,41.37,10.83,16.93,3.91,0.98,7.63,1.89,9.35,0.96,0.00
495,3.41,0.00,3.30,1.64,0.53,0.14,0.87,22.17,10.91,4.09,1.44,3.52,2.54,1.76,40.06,3.63,0.00
496,9.70,0.00,4.07,2.28,0.69,0.21,1.53,17.47,8.78,3.89,2.19,5.15,1.83,3.47,36.31,2.43,0.00
497,2.50,0.00,4.17,1.49,0.14,0.02,0.22,29.95,8.04,3.50,2.73,7.25,6.18,6.90,24.97,1.93,0.00
498,0.69,0.00,4.36,1.09,0.10,0.01,0.07,52.23,8.05,4.31,2.92,7.52,1.23,4.60,11.91,0.90,0.00
499,2.87,0.00,5.56,1.81,0.29,0.07,0.11,29.00,17.21,4.71,5.39,10.14,3.05,4.43,13.54,1.81,0.00
500,1.68,0.00,4.67,2.04,0.36,0.12,0.17,32.62,5.63,1.71,2.60,6.94,10.61,17.79,11.41,1.64,0.00
501,1.96,0.00,4.25,1.23,0.14,0.04,0.10,41.31,11.65,7.22,3.68,5.78,1.77,7.51,11.14,2.23,0.00
502,1.55,0.00,4.82,2.92,0.62,0.15,0.34,24.75,6.84,2.55,2.43,6.40,7.01,10.33,25.65,3.64,0.00
503,7.28,0.00,3.01,0.44,0.14,0.05,0.02,36.36,2.38,2.53,3.44,1.60,9.47,2.28,21.66,9.32,0.00
504,5.68,0.00,5.05,0.21,0.06,0.02,0.03,42.81,10.24,10.46,8.80,3.11,2.39,1.35,6.20,3.59,0.00
505,2.84,0.00,2.45,0.68,0.24,0.10,0.16,54.77,6.82,14.35,1.56,0.79,0.74,1.26,12.30,0.94,0.00
506,7.66,0.00,3.81,0.30,0.08,0.03,0.06,42.14,6.69,10.02,3.46,0.49,3.30,1.34,19.92,0.71,0.00
507,3.82,0.00,3.14,0.28,0.02,0.00,0.00,61.74,0.58,1.47,0.98,0.86,4.75,11.72,9.06,1.59,0.00
508,2.10,0.00,2.86,0.43,0.05,0.02,0.00,47.51,1.03,4.82,2.28,0.95,2.06,11.49,20.92,3.50,0.00
509,2.45,0.00,3.19,0.25,0.03,0.00,0.01,54.05,1.93,11.60,0.99,0.83,0.46,5.66,16.58,1.94,0.00
510,12.47,0.00,3.81,0.53,0.12,0.05,0.03,25.49,4.20,13.33,1.53,0.80,0.15,1.82,30.59,5.09,0.00
511,3.51,0.00,2.94,0.29,0.04,0.02,0.02,48.87,3.67,6.09,1.68,0.76,0.25,3.07,26.69,2.10,0.00
512,3.06,0.00,4.11,0.73,0.22,0.10,0.10,38.20,4.17,7.86,1.98,2.28,1.51,4.73,28.80,2.13,0.00
513,0.54,0.00,2.68,0.71,0.06,0.01,0.16,24.75,4.75,7.23,1.98,2.22,5.55,2.84,45.16,1.37,0.00
514,7.95,0.00,3.75,1.66,1.10,0.36,10.81,29.28,3.06,11.47,10.58,1.75,2.26,0.28,13.07,2.63,0.00
515,14.82,0.00,0.88,0.10,0.04,0.01,0.02,14.36,17.56,19.97,6.77,0.63,0.07,0.04,22.61,2.11,0.01
516,2.45,0.00,2.08,0.35,0.08,0.01,0.24,16.97,3.49,7.79,4.81,0.67,5.62,1.39,44.97,9.07,0.00
517,4.08,0.00,1.92,0.37,0.17,0.06,0.18,16.68,11.80,11.83,7.84,0.88,1.45,0.08,39.53,3.12,0.00
518,11.00,0.00,3.13,0.48,0.08,0.02,0.05,47.91,5.60,0.98,4.11,1.93,5.74,2.69,10.55,5.73,0.00
519,13.38,0.00,2.79,0.44,0.13,0.04,0.10,34.31,7.89,2.75,2.54,0.78,7.89,1.14,18.60,7.23,0.00
520,8.95,0.00,2.46,0.54,0.15,0.05,0.33,23.84,8.47,13.86,7.87,1.29,2.02,0.23,26.42,3.50,0.00
521,1.81,0.00,2.87,1.31,0.62,0.19,0.18,35.83,15.86,17.02,6.42,0.23,0.98,0.08,15.94,0.67,0.00
522,3.64,0.00,2.63,0.79,0.20,0.06,0.33,42.21,9.12,14.60,2.30,1.31,3.24,1.66,16.20,1.71,0.00
523,2.93,0.00,2.52,0.33,0.08,0.04,0.16,35.86,10.53,12.36,3.27,2.61,0.42,0.42,26.87,1.59,0.00
524,4.08,0.00,2.70,0.80,0.47,0.19,1.19,42.33,8.45,18.44,2.16,2.47,0.10,0.05,16.13,0.44,0.00
525,2.35,0.00,2.59,0.44,0.07,0.01,0.29,41.39,16.99,4.36,3.65,4.74,0.09,0.09,20.98,1.96,0.00
526,1.01,0.00,1.41,0.31,0.06,0.01,0.03,8.74,9.60,1.32,0.92,1.59,0.11,0.04,57.56,17.28,0.00
527,0.28,0.00,3.87,1.70,0.58,0.22,0.42,17.61,8.44,5.74,0.85,3.30,14.07,9.45,29.35,4.12,0.00
528,5.79,0.00,9.56,6.68,4.48,2.27,0.07,29.38,1.41,1.05,0.53,2.37,21.05,10.44,1.73,3.19,0.00
529,1.19,0.00,4.58,1.62,0.43,0.19,0.01,31.69,1.50,1.35,0.69,1.18,8.28,40.93,4.73,1.63,0.00
530,4.57,0.00,5.03,1.74,0.38,0.17,0.05,27.53,7.58,4.62,2.73,6.63,2.65,20.15,9.24,6.90,0.00
531,2.67,0.00,4.20,1.26,0.17,0.05,0.05,25.91,4.07,2.22,0.21,0.41,6.15,38.04,9.32,5.27,0.00
532,0.73,0.00,3.60,0.53,0.10,0.01,0.00,39.49,1.39,3.63,0.61,0.62,5.90,16.29,26.57,0.52,0.00
533,1.71,0.00,4.40,1.91,0.42,0.11,0.13,16.13,1.16,1.60,0.49,0.69,14.79,36.67,16.38,3.42,0.00
534,1.36,0.00,4.59,2.89,0.46,0.13,0.58,11.79,0.24,3.66,0.78,0.37,36.90,15.29,20.08,0.87,0.00
535,3.97,0.00,8.50,5.42,3.27,1.23,0.02,17.26,1.84,0.08,0.63,3.77,13.74,27.30,1.44,11.53,0.00
536,6.74,0.00,6.19,4.48,2.31,0.81,0.15,9.59,0.25,0.04,2.35,1.92,16.73,43.78,0.40,4.26,0.00
537,13.02,0.00,4.50,0.74,0.23,0.07,0.05,19.33,1.03,0.03,0.77,4.52,14.33,35.45,0.76,5.18,0.00
538,3.03,0.00,3.75,1.59,0.45,0.12,0.01,14.59,0.59,0.08,0.64,3.05,27.41,35.60,2.90,6.18,0.00
539,2.24,0.00,4.16,0.55,0.18,0.05,0.05,17.64,3.11,0.04,2.73,3.73,19.52,33.16,3.02,9.80,0.00
540,11.21,0.00,5.69,3.42,1.03,0.35,1.50,30.64,3.75,2.19,1.50,8.68,3.78,15.27,9.62,1.36,0.00
541,4.72,0.00,4.66,2.01,0.30,0.04,0.11,37.42,9.69,2.18,4.48,11.62,0.70,4.24,15.84,2.00,0.00
542,0.11,0.00,3.77,1.70,0.24,0.05,0.02,11.49,0.08,0.01,0.54,0.63,31.37,49.51,0.17,0.30,0.00
543,2.83,0.00,3.81,1.54,0.33,0.10,0.04,35.52,0.88,0.21,0.76,4.23,17.15,29.25,2.29,1.06,0.00
544,0.13,0.00,4.48,2.65,0.66,0.20,0.06,6.09,0.07,0.00,0.01,12.24,14.46,58.48,0.38,0.10,0.00
545,0.47,0.00,5.31,4.98,1.24,0.49,0.09,7.70,0.11,0.09,0.58,1.38,16.96,58.21,1.25,1.13,0.00
546,3.47,0.00,9.61,11.39,4.57,1.70,0.57,13.01,0.31,1.05,0.66,1.47,10.99,31.34,7.30,2.56,0.00
547,3.45,0.00,4.04,3.87,1.15,0.36,0.17,7.15,0.25,0.22,0.39,0.37,16.11,49.99,3.97,8.51,0.00
548,9.56,0.00,5.12,6.64,2.87,1.03,0.22,5.13,0.06,0.81,0.44,0.53,24.75,33.46,6.16,3.23,0.00
549,0.61,0.00,4.08,3.86,1.03,0.34,0.08,4.44,0.00,0.01,0.01,0.43,3.04,81.66,0.40,0.01,0.00
550,1.61,0.00,7.65,29.03,29.38,17.66,0.73,2.43,0.07,0.19,0.93,1.55,1.01,3.52,3.87,0.37,0.00
551,0.67,0.00,2.38,2.41,0.54,0.15,0.05,3.81,0.15,0.07,0.79,1.87,1.65,78.00,6.58,0.88,0.00
552,1.23,0.00,3.74,3.37,0.61,0.22,0.08,10.67,0.20,0.03,0.06,1.77,1.99,74.87,1.05,0.11,0.00
553,0.61,0.00,10.48,14.04,11.27,4.51,0.51,6.62,0.03,0.66,0.41,3.50,5.16,36.59,3.50,2.13,0.00
554,1.19,0.00,10.65,26.22,11.10,4.55,0.41,7.24,0.08,0.86,1.08,3.58,5.62,24.26,2.92,0.26,0.00
555,0.68,0.00,4.50,3.07,0.76,0.25,0.08,10.31,0.06,0.04,0.08,0.56,8.59,70.37,0.45,0.19,0.00
556,0.90,0.00,6.48,3.13,0.97,0.42,0.11,9.02,0.07,0.05,0.20,0.95,6.66,69.20,1.55,0.29,0.00
557,0.85,0.00,8.55,5.53,2.40,1.00,0.06,11.23,0.13,0.23,0.12,0.93,7.06,61.64,0.18,0.10,0.00
558,1.12,0.00,9.31,5.03,1.81,0.65,0.07,11.42,0.15,0.02,0.00,1.49,10.64,58.04,0.00,0.25,0.00
559,0.75,0.00,6.70,2.94,1.17,0.48,0.12,36.97,1.06,0.18,0.40,1.48,13.72,33.94,0.02,0.07,0.00
560,0.39,0.00,4.08,1.71,0.46,0.17,0.02,3.70,0.01,0.56,0.00,0.72,5.36,82.73,0.04,0.05,0.00
561,0.66,0.00,6.43,2.35,0.72,0.29,0.00,12.81,0.07,0.01,0.04,1.21,9.49,65.77,0.05,0.11,0.00
562,3.38,0.00,6.08,2.32,0.63,0.29,0.11,9.50,0.25,0.01,0.64,0.50,7.21,61.06,6.91,1.12,0.00
563,1.95,0.00,6.97,5.40,1.64,0.82,0.26,11.07,0.45,0.27,0.49,1.31,11.04,47.34,10.57,0.43,0.00
564,1.02,0.00,5.34,1.19,0.17,0.06,0.04,9.85,0.17,0.00,0.34,1.05,3.13,75.97,1.17,0.51,0.00
565,2.69,0.00,7.34,5.85,2.08,0.87,1.16,24.61,4.15,2.29,1.49,6.70,4.12,24.21,10.89,1.55,0.00
566,1.20,0.00,6.04,5.69,1.85,0.69,0.55,14.34,0.44,0.41,0.35,1.62,13.05,44.53,9.07,0.17,0.00
567,1.21,0.00,7.16,5.16,1.90,0.84,0.36,13.53,0.58,0.39,0.19,0.74,17.80,39.90,9.97,0.27,0.00
568,3.25,0.00,10.47,6.34,2.23,0.92,0.56,22.15,0.86,0.84,0.21,1.17,15.94,19.49,14.34,1.25,0.00
569,0.69,0.00,7.95,7.66,6.52,2.74,0.36,6.60,0.05,0.08,0.08,0.97,3.92,59.27,2.42,0.69,0.00
