uniqid_county,NWALT82_11_county,NWALT82_12_county,NWALT82_21_county,NWALT82_22_county,NWALT82_23_county,NWALT82_24_county,NWALT82_25_county,NWALT82_26_county,NWALT82_27_county,NWALT82_31_county,NWALT82_32_county,NWALT82_33_county,NWALT82_41_county,NWALT82_43_county,NWALT82_44_county,NWALT82_45_county,NWALT82_46_county,NWALT82_50_county,NWALT82_60_county,NWALT82_9999_county
35,0.01,0.00,0.14,0.01,0.00,0.00,0.00,0.04,0.14,0.00,0.01,0.00,0.00,33.09,5.77,0.01,49.79,10.97,0.00,0.00
36,0.35,0.00,0.21,0.03,0.00,0.01,0.00,0.02,0.05,0.00,0.24,0.00,0.00,0.08,1.31,0.14,4.34,85.48,7.71,0.00
37,0.13,0.00,0.27,0.01,0.00,0.01,0.00,0.07,0.02,0.00,0.08,0.00,0.01,0.01,0.35,0.63,44.28,54.13,0.00,0.00
38,0.75,0.06,0.20,0.07,0.03,0.01,0.03,0.15,0.22,0.00,0.04,0.00,0.00,72.31,1.02,0.29,22.06,2.72,0.00,0.00
39,0.32,0.08,0.43,0.22,0.04,0.06,0.28,0.16,0.24,0.05,0.13,0.15,0.01,54.13,2.17,0.08,36.53,4.93,0.00,0.00
40,0.78,0.12,0.54,0.18,0.05,0.05,0.09,0.29,0.22,0.00,0.29,0.01,0.00,67.05,2.74,0.34,23.52,3.72,0.00,0.00
41,0.31,0.01,0.28,0.15,0.02,0.02,0.14,0.15,0.22,0.00,0.17,0.02,0.01,68.60,4.45,0.15,15.94,9.35,0.00,0.00
42,0.01,0.00,0.14,0.03,0.00,0.01,0.00,0.07,0.18,0.00,0.03,0.00,0.00,69.27,11.53,0.00,13.61,5.13,0.00,0.00
43,1.94,0.11,0.41,0.35,0.17,0.10,0.34,0.71,0.44,0.00,1.19,0.04,0.00,55.33,2.19,0.92,31.31,4.44,0.00,0.00
44,0.39,0.09,0.16,0.03,0.01,0.01,0.00,0.08,0.12,0.00,0.15,0.00,0.00,22.32,0.10,0.32,74.49,1.74,0.00,0.00
45,0.56,0.02,0.28,0.07,0.01,0.02,0.00,0.20,0.20,0.00,0.12,0.00,0.00,57.64,0.62,1.47,35.47,3.29,0.00,0.00
46,0.14,0.00,0.09,0.02,0.00,0.00,0.00,0.06,0.14,0.00,0.02,0.00,0.00,54.48,7.46,0.03,20.83,16.72,0.00,0.00
47,0.51,0.09,0.16,0.01,0.00,0.00,0.00,0.04,0.15,0.00,0.07,0.00,0.00,49.85,0.80,0.49,44.59,3.23,0.00,0.00
48,0.27,0.05,0.29,0.06,0.02,0.01,0.00,0.10,0.16,0.00,0.12,0.00,0.00,38.58,0.63,0.16,57.79,1.76,0.00,0.00
49,0.36,0.00,0.36,0.04,0.00,0.00,0.00,0.07,0.21,0.00,0.03,0.00,0.01,83.70,1.83,0.05,8.25,5.10,0.00,0.00
50,0.02,0.00,0.17,0.04,0.01,0.01,0.00,0.09,0.20,0.00,0.06,0.00,0.00,49.82,4.93,0.00,31.77,12.87,0.00,0.00
51,0.09,0.00,0.23,0.11,0.03,0.02,0.06,0.11,0.27,0.00,0.06,0.02,0.01,74.81,6.26,0.04,15.62,2.26,0.00,0.00
52,1.13,0.10,0.25,0.05,0.01,0.01,0.00,0.14,0.19,0.00,0.05,0.00,0.00,64.51,1.44,0.28,29.45,2.38,0.00,0.00
53,1.23,0.09,0.25,0.05,0.01,0.01,0.00,0.12,0.18,0.00,0.05,0.01,0.00,24.69,0.30,0.40,69.44,3.17,0.00,0.00
54,0.43,0.01,0.25,0.04,0.00,0.00,0.00,0.06,0.18,0.00,0.04,0.00,0.00,82.26,5.15,0.07,6.72,4.78,0.00,0.00
55,0.56,0.06,0.30,0.02,0.00,0.00,0.00,0.06,0.14,0.00,0.11,0.00,0.00,22.17,1.90,0.18,72.48,1.69,0.29,0.00
56,1.08,0.07,0.21,0.05,0.02,0.01,0.00,0.17,0.22,0.00,0.27,0.00,0.00,43.93,0.25,1.53,47.37,4.81,0.00,0.00
57,0.66,0.02,0.57,0.39,0.20,0.12,0.24,0.80,0.40,0.01,0.40,0.01,0.00,65.93,1.59,1.42,21.56,5.67,0.00,0.00
58,0.03,0.00,0.16,0.05,0.00,0.00,0.00,0.12,0.24,0.00,0.01,0.00,0.00,67.48,1.36,0.01,24.05,6.48,0.00,0.00
59,0.31,0.00,0.10,0.02,0.00,0.01,0.00,0.05,0.15,0.00,0.02,0.00,0.00,60.19,9.72,0.03,9.38,20.02,0.00,0.00
60,1.36,0.52,0.15,0.05,0.01,0.01,0.00,0.18,0.20,0.00,0.08,0.00,0.00,62.73,1.52,0.42,29.41,3.36,0.00,0.00
61,2.01,0.03,1.38,2.00,1.31,0.60,3.07,3.11,1.13,2.36,1.66,0.01,0.00,54.72,2.99,1.13,16.76,5.71,0.00,0.00
62,0.48,0.05,0.21,0.03,0.00,0.01,0.00,0.10,0.21,0.00,0.02,0.00,0.00,46.34,3.62,0.10,46.01,2.81,0.00,0.00
63,1.03,0.08,0.45,0.10,0.05,0.02,0.02,0.33,0.33,0.00,0.19,0.00,0.00,71.16,2.19,1.35,17.38,5.30,0.00,0.00
64,0.37,0.10,0.46,0.08,0.03,0.03,0.14,0.12,0.21,0.01,0.12,0.01,0.00,62.12,0.71,0.70,31.77,3.03,0.00,0.00
65,1.65,0.02,0.36,0.48,0.16,0.12,0.45,0.57,0.23,0.45,0.57,0.02,0.12,0.06,0.07,0.01,0.45,94.08,0.15,0.00
66,0.11,0.00,0.08,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.11,0.00,0.00,0.15,0.00,0.11,71.34,28.08,0.00,0.00
67,0.45,0.00,0.10,0.02,0.01,0.01,0.00,0.06,0.03,0.00,0.08,0.00,0.02,0.19,0.02,0.00,5.65,88.37,4.97,0.00
68,0.07,0.00,0.28,0.09,0.09,0.02,0.09,0.14,0.10,0.01,0.37,0.02,0.15,1.77,0.04,0.01,46.24,50.52,0.00,0.00
69,0.05,0.00,0.31,0.01,0.00,0.00,0.00,0.02,0.02,0.00,0.08,0.00,0.02,0.04,0.01,0.00,65.65,33.80,0.00,0.00
70,0.12,0.00,0.29,0.02,0.00,0.00,0.00,0.04,0.10,0.00,0.15,0.01,0.02,0.69,0.05,0.03,56.79,40.25,1.42,0.00
71,0.01,0.00,0.17,0.04,0.01,0.00,0.02,0.08,0.08,0.00,0.17,0.01,0.57,0.00,0.03,0.02,4.30,82.82,11.66,0.00
72,0.01,0.00,0.14,0.03,0.06,0.01,0.04,0.03,0.04,0.01,0.32,0.01,0.01,0.13,0.01,0.00,7.61,91.52,0.02,0.00
73,0.38,0.00,0.20,0.10,0.03,0.01,0.03,0.20,0.15,0.00,0.41,0.01,0.21,0.84,0.95,0.24,23.59,72.52,0.14,0.00
74,0.17,0.00,0.19,0.05,0.01,0.01,0.03,0.06,0.16,0.00,0.12,0.01,0.02,15.64,0.13,0.01,68.03,15.36,0.00,0.00
75,0.06,0.00,0.28,0.15,0.23,0.08,0.20,0.31,0.30,0.02,0.52,0.04,0.03,34.37,0.02,0.01,59.86,3.54,0.00,0.00
76,0.08,0.00,0.31,0.06,0.01,0.00,0.00,0.13,0.05,0.00,0.76,0.00,0.20,0.13,0.51,0.22,8.01,83.99,5.54,0.00
77,0.00,0.00,0.13,0.01,0.01,0.00,0.00,0.01,0.02,0.00,0.06,0.00,0.02,0.34,0.08,0.00,12.83,85.86,0.59,0.05
78,0.30,0.54,0.23,0.07,0.08,0.02,0.07,0.10,0.09,0.01,0.28,0.05,0.20,1.29,0.03,0.03,3.56,91.10,1.95,0.00
79,0.14,0.00,0.22,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.03,0.03,0.01,0.53,0.05,0.05,77.74,21.16,0.00,0.00
80,0.12,0.00,0.13,0.03,0.00,0.01,0.01,0.05,0.04,0.00,0.28,0.00,0.08,0.02,0.00,0.06,5.98,93.18,0.00,0.00
81,0.42,0.00,0.29,0.03,0.00,0.00,0.02,0.06,0.10,0.00,0.28,0.02,0.01,5.38,0.05,0.00,52.66,40.67,0.00,0.00
82,0.27,0.00,0.27,0.02,0.00,0.01,0.01,0.05,0.02,0.00,0.73,0.01,0.01,0.50,0.05,0.15,45.59,52.29,0.00,0.00
83,0.16,0.00,0.22,0.88,0.01,0.37,0.40,1.90,0.25,0.11,12.30,0.04,0.06,0.00,0.04,0.00,0.01,78.10,5.16,0.00
84,0.17,0.21,0.97,2.13,0.72,0.60,2.59,2.22,0.63,4.15,1.25,0.03,0.08,0.28,1.68,0.03,21.88,57.05,3.35,0.00
85,0.11,0.00,0.24,0.17,0.05,0.05,0.11,0.27,0.25,0.53,0.58,0.06,0.02,3.96,0.07,0.01,6.49,86.79,0.19,0.03
86,0.07,0.00,0.22,0.05,0.01,0.01,0.07,0.09,0.08,0.01,0.15,0.06,0.02,1.03,0.03,0.01,29.47,68.35,0.27,0.00
87,0.21,0.00,0.33,0.17,0.03,0.02,0.00,0.75,0.28,0.00,1.66,0.02,0.02,3.51,1.80,0.02,21.45,68.80,0.94,0.00
88,0.54,0.00,0.19,0.02,0.00,0.00,0.00,0.07,0.05,0.00,0.35,0.01,0.01,0.42,0.31,0.13,6.60,87.72,3.56,0.00
89,0.27,0.00,0.16,0.02,0.00,0.00,0.01,0.03,0.03,0.00,0.15,0.00,0.01,0.03,0.08,0.05,35.96,61.24,1.95,0.00
90,0.04,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,13.22,78.46,8.15,0.00
91,0.14,0.03,0.20,0.05,0.02,0.02,0.01,0.15,0.16,0.33,0.32,0.01,0.03,0.43,0.37,0.04,10.83,81.52,5.35,0.00
92,0.05,0.00,0.46,0.22,0.02,0.04,0.13,0.28,0.23,1.16,1.26,0.03,0.03,0.66,0.13,0.02,17.43,72.56,5.29,0.00
93,0.09,0.02,0.15,0.01,0.00,0.01,0.00,0.02,0.04,0.00,0.07,0.01,0.01,0.56,0.10,0.01,15.86,80.81,2.20,0.00
94,0.00,0.00,0.16,0.02,0.00,0.02,0.00,0.08,0.04,0.00,0.31,0.01,0.01,0.06,0.01,0.00,47.72,50.01,1.55,0.00
95,0.10,0.00,0.16,0.03,0.02,0.00,0.01,0.05,0.03,0.01,0.33,0.00,0.14,0.00,0.00,0.01,19.88,79.22,0.01,0.00
96,0.01,0.00,0.26,0.05,0.01,0.01,0.02,0.06,0.16,0.00,0.14,0.00,0.01,1.10,0.05,0.01,13.50,84.55,0.00,0.05
97,0.33,0.00,0.22,0.01,0.00,0.00,0.00,0.01,0.03,0.00,0.03,0.00,0.01,0.07,0.17,0.24,51.00,42.65,5.23,0.00
98,0.08,0.00,0.14,0.01,0.00,0.00,0.00,0.02,0.02,0.00,0.08,0.00,0.01,2.54,0.05,0.02,77.84,19.19,0.00,0.00
99,2.03,0.00,0.67,0.52,0.28,0.17,0.33,1.12,0.73,0.01,1.93,0.15,0.00,7.86,3.13,6.64,42.08,32.36,0.00,0.00
100,1.17,0.00,0.35,0.09,0.03,0.08,0.04,0.29,0.43,0.00,0.39,0.00,0.01,37.97,0.51,4.49,38.36,15.78,0.00,0.00
101,13.68,0.16,0.48,0.09,0.03,0.12,0.00,0.43,0.90,0.00,0.38,0.00,0.00,3.90,6.17,8.90,26.13,38.64,0.00,0.00
102,0.37,0.01,0.18,0.07,0.00,0.03,0.09,0.11,0.24,0.03,0.15,0.00,0.00,29.52,0.44,0.20,12.00,56.55,0.00,0.00
103,1.96,0.00,0.57,0.18,0.04,0.08,0.03,0.58,0.63,0.00,0.39,0.06,0.27,3.47,5.87,3.94,24.27,57.67,0.00,0.00
104,2.03,0.00,0.26,0.05,0.01,0.00,0.03,0.24,0.18,0.00,0.24,0.00,0.00,18.27,2.30,6.23,56.91,13.25,0.00,0.00
105,1.11,0.00,0.30,0.10,0.00,0.03,0.10,0.20,0.25,0.00,0.05,0.02,0.00,61.18,1.36,5.38,23.82,6.11,0.00,0.00
106,1.21,0.01,0.35,0.05,0.02,0.01,0.02,0.06,0.16,0.00,0.02,0.00,0.00,19.56,2.50,0.69,64.40,10.93,0.00,0.00
107,0.62,0.07,0.24,0.05,0.01,0.00,0.00,0.14,0.23,0.00,0.06,0.00,0.00,64.08,1.31,3.63,21.81,7.75,0.00,0.00
108,0.58,0.00,0.31,0.03,0.00,0.00,0.00,0.12,0.24,0.00,0.06,0.00,0.00,21.33,0.21,1.13,58.91,17.07,0.00,0.00
109,1.43,0.00,2.71,5.64,2.20,1.65,7.54,6.84,1.66,13.69,8.76,0.01,0.01,9.18,4.08,2.99,13.62,17.99,0.00,0.00
110,0.06,0.00,0.25,0.07,0.03,0.02,0.04,0.10,0.22,0.00,0.09,0.01,0.02,34.65,0.07,0.14,55.10,9.13,0.00,0.00
111,0.29,0.00,0.15,0.02,0.02,0.00,0.00,0.05,0.17,0.00,0.10,0.01,0.00,6.14,0.15,0.61,72.13,20.15,0.00,0.00
112,1.31,0.01,0.31,0.08,0.01,0.02,0.05,0.23,0.24,0.00,0.14,0.00,0.01,50.19,0.95,1.62,18.56,26.27,0.00,0.00
113,0.18,0.02,0.54,0.17,0.11,0.03,0.07,0.38,0.21,0.00,0.66,0.02,0.00,14.17,0.11,0.99,44.58,37.76,0.00,0.00
114,1.77,0.01,0.76,0.07,0.04,0.03,0.07,0.26,0.34,0.00,0.12,0.01,0.00,32.52,1.16,6.10,47.00,9.75,0.00,0.00
115,0.09,0.00,0.12,0.05,0.00,0.00,0.00,0.13,0.24,0.00,0.04,0.00,0.00,30.97,0.84,0.16,15.37,51.98,0.00,0.00
116,0.67,0.00,0.38,0.05,0.08,0.01,0.02,0.14,0.21,0.00,0.13,0.00,0.00,36.91,0.32,2.59,45.26,13.21,0.00,0.00
117,2.67,0.44,0.19,0.06,0.08,0.02,0.00,0.19,0.21,0.00,0.07,0.00,0.00,59.68,0.71,2.46,18.11,15.10,0.00,0.00
118,3.13,0.05,0.49,0.10,0.01,0.06,0.00,0.18,0.38,0.00,0.28,0.00,0.00,7.32,9.67,10.34,28.26,39.74,0.00,0.00
119,0.41,0.05,0.25,0.02,0.01,0.00,0.00,0.04,0.19,0.00,0.03,0.00,0.00,20.32,0.25,0.14,47.02,31.25,0.00,0.00
120,1.97,0.00,0.29,0.26,0.11,0.08,0.19,0.76,0.48,0.00,2.69,0.00,0.00,12.67,1.31,5.98,49.46,23.75,0.00,0.00
121,3.48,0.11,0.62,0.32,0.24,0.11,0.33,0.74,0.49,0.00,0.49,0.05,0.03,48.48,7.71,2.53,26.07,8.22,0.00,0.00
122,0.42,0.01,0.36,0.22,0.36,0.05,0.23,0.31,0.30,0.03,0.50,0.00,0.04,54.64,0.27,0.28,5.77,36.21,0.00,0.00
123,0.01,0.00,0.26,0.02,0.00,0.00,0.00,0.04,0.11,0.00,0.02,0.00,0.00,19.46,0.54,0.05,71.12,8.36,0.00,0.00
124,0.14,0.00,0.31,0.03,0.04,0.00,0.00,0.09,0.17,0.00,0.06,0.01,0.00,10.25,1.04,1.59,62.05,23.72,0.47,0.00
125,1.38,0.00,0.63,0.20,0.06,0.06,0.04,0.37,1.04,0.01,0.80,0.10,0.00,14.35,8.33,5.47,47.41,19.76,0.00,0.00
126,0.93,0.00,0.53,0.19,0.07,0.05,0.10,0.54,0.67,0.00,1.15,0.00,0.00,21.40,0.63,5.00,55.31,13.44,0.00,0.00
127,1.48,0.00,0.22,0.08,0.00,0.01,0.04,0.23,0.29,0.00,0.09,0.00,0.09,45.27,0.68,3.85,35.26,12.39,0.00,0.00
128,0.64,0.00,0.30,0.12,0.10,0.02,0.05,0.26,0.26,0.01,0.47,0.02,0.00,19.42,0.32,0.79,64.58,12.62,0.00,0.00
129,1.04,0.01,0.18,0.11,0.01,0.01,0.00,0.27,0.38,0.00,0.19,0.00,0.00,57.22,0.63,5.35,28.08,6.54,0.00,0.00
130,1.41,0.00,0.52,0.50,0.79,0.17,0.68,0.82,0.54,1.22,1.57,0.03,0.08,14.67,0.60,5.65,45.41,23.58,1.75,0.00
131,0.81,0.00,0.44,0.05,0.00,0.01,0.10,0.21,0.27,0.00,0.12,0.00,0.02,45.54,0.61,9.29,35.78,6.73,0.00,0.00
132,1.27,0.00,0.42,0.19,0.07,0.06,0.14,0.34,0.31,0.01,0.21,0.01,0.00,37.06,0.17,1.58,47.62,10.55,0.00,0.00
133,0.45,0.00,0.38,0.43,0.32,0.11,0.37,0.77,0.46,0.02,0.39,0.03,0.00,62.09,0.74,8.40,20.95,4.08,0.00,0.00
134,0.41,0.00,0.38,0.06,0.01,0.04,0.04,0.20,0.27,0.02,0.15,0.00,0.00,60.25,0.53,0.99,23.64,13.00,0.00,0.00
135,1.43,0.00,0.37,0.18,0.03,0.07,0.04,0.59,0.90,0.06,1.53,0.00,0.00,20.00,0.95,7.04,43.66,23.13,0.00,0.00
136,1.21,0.00,0.60,0.20,0.12,0.04,0.10,0.48,0.55,0.01,0.28,0.02,0.00,11.39,6.98,7.59,42.59,27.85,0.00,0.00
137,0.88,0.00,0.60,0.12,0.06,0.03,0.00,0.47,0.52,0.00,1.20,0.03,0.00,3.45,5.18,5.99,47.70,33.77,0.00,0.00
138,2.72,0.00,0.76,1.47,0.33,0.44,1.25,1.96,1.98,3.64,2.06,0.00,0.00,6.56,7.17,4.00,23.41,42.24,0.00,0.00
139,1.39,0.00,0.79,0.50,0.18,0.11,0.25,0.68,0.95,0.96,0.80,0.02,0.00,46.50,1.25,5.56,29.43,10.62,0.00,0.00
140,1.41,0.05,0.23,0.07,0.03,0.02,0.09,0.06,0.16,0.00,0.05,0.01,0.00,27.16,0.55,0.56,64.83,4.72,0.00,0.00
141,1.61,0.00,0.69,0.41,0.28,0.15,0.21,0.82,0.66,0.00,2.83,0.06,0.03,3.76,7.13,5.99,24.31,51.03,0.00,0.00
142,1.44,0.00,0.53,0.44,0.08,0.13,0.35,0.88,0.97,0.01,3.78,0.00,0.00,5.61,6.74,5.10,37.64,36.29,0.00,0.00
143,0.37,0.00,0.72,0.28,0.24,0.08,0.16,0.52,0.38,0.01,0.69,0.14,0.28,26.46,1.03,0.10,15.46,53.09,0.00,0.00
144,0.13,0.00,0.22,0.02,0.00,0.00,0.02,0.04,0.11,0.00,0.08,0.00,0.00,20.05,0.54,0.03,4.09,74.66,0.00,0.00
145,0.62,0.01,0.22,0.07,0.00,0.01,0.05,0.11,0.24,0.01,0.04,0.01,0.01,58.76,0.85,0.24,27.60,11.14,0.00,0.00
146,0.01,0.00,0.12,0.01,0.00,0.00,0.00,0.02,0.01,0.00,0.08,0.01,0.00,0.05,0.01,0.00,8.26,91.37,0.02,0.02
147,0.21,0.01,0.16,0.15,0.02,0.02,0.02,0.31,0.56,0.01,0.99,0.00,0.00,10.05,11.62,0.53,6.95,68.33,0.00,0.05
148,0.07,0.00,0.18,0.03,0.00,0.02,0.00,0.04,0.16,0.00,0.13,0.00,0.00,0.11,0.02,0.03,19.49,79.69,0.00,0.02
149,0.03,0.00,0.12,0.04,0.00,0.01,0.08,0.02,0.15,0.01,0.02,0.01,0.00,17.50,0.25,0.26,33.94,47.55,0.00,0.00
150,0.47,0.00,0.56,0.67,0.30,0.11,0.45,0.92,0.74,0.83,0.52,0.01,0.01,11.40,0.50,0.00,2.97,79.55,0.00,0.00
151,0.41,0.00,0.33,0.08,0.01,0.05,0.03,0.17,0.30,0.00,0.18,0.01,0.00,7.34,1.19,0.12,16.22,73.55,0.00,0.00
152,0.01,0.00,0.17,0.05,0.05,0.00,0.01,0.12,0.16,0.00,0.15,0.00,0.03,5.07,8.98,0.52,8.75,75.87,0.06,0.00
153,0.21,0.00,0.40,0.12,0.01,0.01,0.05,0.25,0.36,0.00,0.17,0.02,0.03,58.02,0.27,0.08,36.70,3.30,0.00,0.00
154,0.49,0.00,0.39,0.13,0.02,0.04,0.00,0.34,0.69,0.00,0.39,0.01,0.01,9.04,2.19,1.65,14.60,70.02,0.00,0.00
155,0.08,0.01,0.38,0.05,0.07,0.01,0.00,0.14,0.11,0.00,0.18,0.01,0.01,6.52,1.16,0.39,55.94,34.95,0.00,0.00
156,0.04,0.00,0.28,0.04,0.01,0.00,0.02,0.06,0.16,0.00,0.08,0.00,0.00,34.02,0.08,0.07,61.27,3.87,0.00,0.00
157,0.15,0.00,0.44,0.09,0.07,0.03,0.00,0.33,0.40,0.00,0.40,0.00,0.02,3.85,1.40,0.57,13.76,78.49,0.00,0.00
158,0.16,0.00,0.26,0.21,0.61,0.09,0.17,0.49,0.30,0.41,0.79,0.03,0.01,3.15,1.39,3.48,37.81,50.65,0.00,0.00
159,0.41,0.00,0.25,0.07,0.10,0.01,0.04,0.10,0.25,0.00,0.04,0.01,0.03,53.70,0.61,0.03,19.75,24.61,0.00,0.00
160,0.15,0.00,0.38,0.19,0.02,0.04,0.00,0.28,0.50,0.00,0.56,0.00,0.00,0.55,0.32,0.32,2.14,94.54,0.02,0.00
161,0.76,0.01,0.44,0.11,0.04,0.01,0.00,0.46,0.48,0.00,0.30,0.00,0.08,15.11,22.28,4.40,7.54,47.97,0.00,0.00
162,0.43,0.00,0.40,0.60,0.17,0.12,0.13,0.96,1.73,0.02,3.42,0.01,0.09,2.22,1.48,1.09,5.11,82.02,0.00,0.00
163,0.70,1.25,0.29,0.17,0.01,0.03,0.14,0.43,0.36,0.00,0.75,0.00,0.00,49.76,5.98,2.24,8.76,29.13,0.00,0.00
164,0.85,0.01,0.62,0.59,0.36,0.11,0.29,1.28,1.72,0.01,4.04,0.02,0.14,7.79,8.78,17.60,39.10,16.68,0.00,0.00
165,0.00,0.00,0.11,0.03,0.14,0.00,0.03,0.02,0.14,0.00,0.02,0.00,0.00,4.40,0.10,0.00,0.85,94.14,0.00,0.00
