uniqid_county,NWALT82_11_county,NWALT82_12_county,NWALT82_21_county,NWALT82_22_county,NWALT82_23_county,NWALT82_24_county,NWALT82_25_county,NWALT82_26_county,NWALT82_27_county,NWALT82_31_county,NWALT82_32_county,NWALT82_33_county,NWALT82_41_county,NWALT82_43_county,NWALT82_44_county,NWALT82_45_county,NWALT82_46_county,NWALT82_50_county,NWALT82_60_county,NWALT82_9999_county
858,0.93,0.54,0.28,0.15,0.05,0.03,0.00,0.51,0.74,0.00,0.91,0.00,0.06,9.67,17.70,1.25,0.35,66.83,0.00,0.00
859,0.33,0.02,0.32,0.04,0.02,0.00,0.00,0.18,0.34,0.00,0.40,0.00,0.16,0.11,8.56,0.53,0.40,85.97,2.62,0.00
860,3.45,1.87,0.21,0.05,0.00,0.00,0.00,0.17,0.33,0.00,0.13,0.00,0.02,9.65,28.86,2.01,1.04,51.84,0.35,0.00
861,0.04,0.06,0.23,0.10,0.02,0.02,0.03,0.34,0.38,0.00,0.24,0.00,0.02,0.25,40.86,2.77,0.37,54.28,0.00,0.00
862,1.27,0.04,0.27,0.04,0.00,0.01,0.00,0.06,0.36,0.00,0.41,0.00,0.00,0.39,28.49,1.11,0.75,65.11,1.71,0.00
863,0.07,0.02,0.22,0.07,0.03,0.01,0.00,0.18,0.36,0.00,0.27,0.00,0.01,0.10,29.00,2.36,0.55,66.65,0.10,0.00
864,0.10,0.01,0.31,0.05,0.00,0.01,0.00,0.13,0.26,0.00,0.10,0.00,0.00,0.11,28.15,1.13,0.53,69.05,0.04,0.00
865,0.80,2.99,0.33,0.16,0.03,0.05,0.05,0.50,0.47,0.00,0.45,0.02,0.06,69.61,13.88,0.49,0.02,10.02,0.06,0.00
866,3.00,0.11,0.33,0.05,0.00,0.02,0.00,0.28,0.83,0.00,0.99,0.00,0.02,1.07,31.11,2.87,0.42,58.89,0.00,0.00
867,0.99,3.16,0.32,0.09,0.01,0.03,0.07,0.36,0.30,0.00,0.05,0.00,0.07,30.41,50.95,0.82,0.44,11.87,0.05,0.00
868,3.98,3.50,0.58,0.16,0.03,0.04,0.24,0.49,0.38,0.00,0.03,0.00,0.00,85.35,0.49,0.01,0.01,4.65,0.05,0.00
869,0.65,0.01,0.53,0.55,0.15,0.19,0.22,1.37,1.61,0.02,1.38,0.05,0.61,1.09,25.76,1.03,0.83,63.87,0.09,0.00
870,0.60,0.08,0.14,0.02,0.01,0.00,0.00,0.06,0.25,0.00,0.12,0.01,0.07,0.19,6.47,0.44,0.35,90.98,0.18,0.00
871,0.02,0.02,0.21,0.05,0.00,0.02,0.00,0.12,0.32,0.00,0.04,0.00,0.01,0.23,30.99,1.64,0.41,65.92,0.02,0.00
872,0.06,0.15,0.25,0.07,0.02,0.00,0.00,0.30,0.75,0.00,0.64,0.00,0.02,0.17,36.69,2.09,0.72,57.91,0.15,0.00
873,0.36,0.10,0.49,0.03,0.01,0.01,0.00,0.10,0.34,0.00,0.08,0.01,0.00,0.91,30.50,3.58,0.51,62.89,0.08,0.00
874,4.47,0.16,0.27,0.11,0.03,0.06,0.06,0.29,0.47,0.00,0.24,0.00,0.02,4.72,43.76,1.82,0.59,42.87,0.06,0.00
875,4.44,1.58,0.86,0.19,0.07,0.05,0.34,0.43,0.41,0.01,0.02,0.00,0.00,88.81,0.13,0.00,0.03,2.62,0.00,0.00
876,0.37,0.12,0.42,0.08,0.04,0.02,0.02,0.27,0.56,0.00,0.62,0.00,0.02,0.14,14.70,2.37,0.72,79.46,0.06,0.00
877,0.06,0.20,0.59,0.24,0.05,0.07,0.00,0.94,0.72,0.00,0.30,0.00,0.03,3.10,67.83,2.66,0.36,22.85,0.01,0.00
878,0.15,0.06,0.42,0.16,0.08,0.05,0.06,0.44,0.62,0.00,0.55,0.00,0.02,0.39,34.01,3.31,0.54,58.96,0.20,0.00
879,0.26,1.00,0.25,0.03,0.00,0.00,0.00,0.08,0.35,0.00,0.10,0.00,0.01,10.19,24.77,1.46,0.58,60.90,0.01,0.00
880,0.84,1.53,0.44,0.09,0.03,0.03,0.03,0.44,0.33,0.00,0.28,0.00,0.11,40.08,41.94,1.06,0.47,12.14,0.16,0.00
881,0.33,0.28,0.39,0.03,0.00,0.00,0.00,0.12,0.28,0.00,0.32,0.00,0.01,0.02,6.50,0.59,0.25,89.25,1.61,0.00
882,0.05,0.03,0.46,0.16,0.06,0.05,0.00,0.49,0.69,0.00,0.22,0.00,0.01,0.25,42.29,4.17,0.47,50.59,0.00,0.00
883,1.67,0.31,0.71,0.76,0.25,0.31,0.51,1.11,0.87,0.04,0.93,0.03,0.13,22.30,43.10,0.87,0.30,25.72,0.10,0.00
884,0.17,0.04,0.19,0.03,0.00,0.00,0.00,0.10,0.21,0.00,0.24,0.00,0.00,0.03,9.40,0.96,0.27,87.45,0.91,0.00
885,0.53,0.10,0.51,0.19,1.11,0.18,0.00,0.57,0.73,0.02,3.46,0.09,0.14,0.48,18.40,0.90,0.43,72.14,0.00,0.00
886,1.09,3.55,0.73,0.35,0.05,0.14,0.15,1.20,0.71,0.00,0.03,0.00,0.00,86.80,1.87,0.05,0.01,3.27,0.00,0.00
887,0.11,0.01,0.44,0.21,0.03,0.05,0.03,0.44,0.50,0.00,0.47,0.00,0.02,0.18,38.40,2.18,0.51,56.41,0.00,0.00
888,1.43,0.01,0.34,0.19,0.03,0.06,0.04,0.57,0.79,0.00,1.28,0.00,0.02,0.31,47.15,1.56,0.31,44.42,1.49,0.00
889,0.13,0.08,0.32,0.07,0.01,0.04,0.03,0.18,0.53,0.00,0.10,0.00,0.01,0.63,44.24,2.12,0.35,51.18,0.00,0.00
890,1.98,1.84,0.30,0.04,0.01,0.01,0.00,0.10,0.36,0.00,0.14,0.00,0.03,1.74,10.31,0.37,0.47,82.10,0.20,0.00
891,0.25,0.03,0.65,0.26,0.04,0.09,0.06,0.57,0.69,0.00,1.27,0.01,0.03,0.38,21.73,1.45,0.89,71.61,0.00,0.00
892,0.12,0.01,0.21,0.05,0.03,0.02,0.00,0.23,0.32,0.00,0.26,0.00,0.00,0.06,22.68,2.10,0.59,73.33,0.00,0.00
893,1.43,0.14,0.62,0.09,0.05,0.04,0.00,0.21,0.38,0.00,0.42,0.00,0.22,5.41,20.52,1.95,0.61,67.73,0.17,0.00
894,0.96,4.66,0.41,0.13,0.07,0.06,0.14,0.32,0.40,0.00,0.13,0.00,0.04,27.84,47.50,0.83,0.41,15.96,0.13,0.00
895,0.38,0.88,0.26,0.04,0.00,0.01,0.00,0.18,0.38,0.00,0.96,0.00,0.00,4.94,13.97,1.88,0.70,75.09,0.31,0.00
896,2.86,0.03,0.45,0.53,0.01,0.11,0.00,0.78,0.95,0.00,2.94,0.00,0.07,0.28,16.36,0.81,0.66,70.08,3.08,0.00
897,0.06,0.18,0.65,0.34,0.18,0.13,0.06,1.01,1.02,0.71,2.19,0.01,0.05,2.10,54.39,2.08,0.29,34.55,0.00,0.00
898,1.28,0.09,0.35,0.11,0.01,0.09,0.03,0.48,0.61,0.00,2.20,0.00,0.03,1.04,25.42,3.52,0.54,64.17,0.01,0.00
899,0.35,0.05,0.33,0.08,0.02,0.01,0.08,0.24,0.38,0.00,0.27,0.03,0.11,1.31,16.09,0.41,0.58,78.24,1.44,0.00
900,0.40,0.06,0.22,0.04,0.01,0.01,0.00,0.12,0.65,0.00,0.16,0.07,0.10,0.05,7.58,1.35,0.70,88.37,0.11,0.00
901,0.78,3.22,0.62,0.30,0.05,0.10,0.11,0.80,0.91,0.01,1.22,0.01,0.02,50.26,8.60,0.35,0.14,32.24,0.26,0.00
902,0.06,0.05,0.42,0.23,0.03,0.07,0.00,0.75,1.08,0.00,0.57,0.00,0.05,0.67,43.64,1.62,0.22,50.51,0.00,0.00
903,0.70,0.08,0.31,0.15,0.02,0.04,0.01,0.44,0.64,0.00,0.24,0.00,0.03,0.88,49.64,4.81,0.43,41.58,0.01,0.00
904,2.85,0.10,0.28,0.05,0.01,0.03,0.00,0.24,0.30,0.00,0.07,0.00,0.01,12.88,52.29,2.80,0.40,27.58,0.12,0.00
905,1.54,0.66,1.10,0.51,0.20,0.12,0.56,1.16,0.93,0.01,0.25,0.00,0.05,74.24,9.45,0.21,0.05,8.94,0.00,0.00
906,3.38,2.71,0.76,0.16,0.13,0.03,0.09,0.58,0.39,0.01,0.03,0.01,0.00,88.34,0.26,0.00,0.01,3.11,0.00,0.00
907,2.39,0.24,0.65,0.16,0.08,0.05,0.00,0.46,0.59,0.00,0.18,0.00,0.05,18.80,35.66,0.80,0.37,39.53,0.01,0.00
908,7.61,0.11,0.31,0.14,0.01,0.13,0.00,1.01,0.90,0.00,11.24,0.00,0.03,0.10,11.90,2.04,0.26,63.95,0.22,0.00
909,0.35,0.06,1.48,1.99,0.68,0.63,1.66,3.78,1.25,1.45,1.96,0.00,0.11,1.29,57.16,1.93,0.19,23.99,0.02,0.00
910,0.52,0.72,1.07,0.82,0.45,0.28,0.63,2.53,0.87,1.58,1.50,0.07,0.69,18.78,49.27,1.85,0.38,17.91,0.04,0.00
911,9.04,0.03,0.21,0.19,0.02,0.07,0.00,0.90,1.15,0.00,5.11,0.00,0.02,0.25,27.90,1.24,0.46,53.08,0.35,0.00
912,0.47,0.01,0.80,0.29,0.04,0.15,0.00,1.47,1.10,0.00,6.25,0.02,0.01,0.13,5.41,0.27,0.26,82.93,0.41,0.00
913,2.32,0.00,0.66,0.20,0.00,0.11,0.00,0.47,1.12,0.00,1.96,0.01,0.00,0.49,6.46,0.70,0.39,85.12,0.01,0.00
914,1.95,0.00,0.81,0.24,0.08,0.08,0.00,0.30,1.56,0.00,0.73,0.02,0.01,0.34,3.76,0.53,0.09,89.49,0.00,0.00
915,1.99,0.00,0.66,0.16,0.03,0.05,0.00,0.35,0.44,0.00,2.73,0.01,0.00,0.05,0.81,0.03,0.01,30.88,61.80,0.00
916,2.73,0.00,0.66,0.10,0.04,0.00,0.00,0.06,0.66,0.00,0.29,0.01,0.00,0.13,1.51,0.12,0.00,86.58,7.10,0.00
917,6.89,0.02,0.42,0.11,0.02,0.02,0.00,0.62,0.82,0.00,2.50,0.00,0.00,1.42,37.10,3.82,1.08,45.16,0.00,0.00
918,0.74,0.01,0.23,0.05,0.00,0.01,0.00,0.26,0.24,0.00,0.25,0.00,0.01,0.79,18.14,10.58,22.77,45.91,0.00,0.00
919,11.80,0.09,0.90,0.11,0.02,0.02,0.00,0.64,0.70,0.00,2.05,0.00,0.01,0.55,20.47,6.45,10.47,45.72,0.00,0.00
920,3.55,0.79,0.46,0.09,0.02,0.03,0.00,0.31,0.34,0.00,0.11,0.00,0.08,1.69,38.69,5.85,5.21,42.77,0.00,0.00
921,1.34,0.35,0.46,0.12,0.01,0.01,0.00,0.41,0.53,0.05,0.40,0.00,0.06,1.07,21.80,3.30,1.41,68.37,0.32,0.00
922,3.37,0.02,0.34,0.07,0.01,0.03,0.00,0.45,0.33,0.00,0.08,0.02,0.01,1.86,40.38,8.09,24.27,20.67,0.00,0.00
923,2.74,0.00,2.96,5.10,2.65,1.54,6.74,9.09,1.96,11.12,3.48,0.09,0.03,4.77,21.67,4.05,5.07,16.92,0.00,0.00
924,1.74,0.11,0.30,0.06,0.00,0.05,0.00,0.11,0.29,0.00,0.23,0.00,0.04,0.47,17.16,8.71,12.36,58.28,0.07,0.00
925,0.18,0.02,0.40,0.10,0.00,0.01,0.01,0.20,0.74,0.00,0.09,0.00,0.00,0.17,29.02,4.85,1.41,62.67,0.12,0.00
926,0.45,0.02,0.53,0.14,0.02,0.02,0.03,0.29,0.35,0.00,0.03,0.00,0.09,5.97,61.13,4.95,12.34,13.64,0.00,0.00
927,1.61,0.10,0.31,0.04,0.00,0.00,0.00,0.10,0.38,0.00,0.11,0.00,0.00,0.02,8.68,2.10,2.01,84.53,0.00,0.00
928,4.27,0.04,0.56,0.17,0.16,0.06,0.07,0.71,0.96,0.00,1.13,0.04,0.03,3.29,46.45,5.47,5.06,31.55,0.00,0.00
929,3.30,0.11,1.11,0.57,0.40,0.15,0.51,1.27,0.82,0.03,1.11,0.03,0.02,4.41,41.17,7.81,8.52,28.68,0.00,0.00
930,3.15,0.65,1.03,0.58,0.12,0.10,0.26,0.85,0.81,0.00,0.29,0.00,0.63,13.42,49.87,2.29,0.50,25.45,0.00,0.00
931,4.96,0.16,0.55,0.19,0.27,0.04,0.08,0.67,0.44,0.00,2.03,0.01,0.02,0.58,16.42,5.60,8.80,59.18,0.00,0.00
932,0.67,0.00,0.50,0.63,0.14,0.18,0.86,1.70,0.74,0.06,1.51,0.00,0.10,5.42,32.73,5.03,19.66,30.05,0.00,0.00
933,0.71,0.38,0.23,0.06,0.01,0.02,0.00,0.14,0.32,0.00,0.14,0.00,0.04,0.24,17.53,2.05,1.40,76.74,0.00,0.00
934,1.48,0.00,0.32,0.08,0.01,0.01,0.03,0.35,0.29,0.01,0.36,0.01,0.00,3.17,15.31,4.97,18.93,54.67,0.00,0.00
935,5.38,0.40,0.86,0.20,0.02,0.05,0.00,0.69,0.90,0.01,0.91,0.00,0.07,2.25,36.17,2.67,0.88,48.52,0.00,0.00
936,7.38,0.58,0.12,0.08,0.01,0.00,0.00,0.25,0.41,0.00,0.26,0.00,0.21,1.26,43.08,4.71,2.36,39.29,0.00,0.00
937,3.30,0.06,0.23,0.25,0.02,0.04,0.02,0.49,0.91,0.00,1.91,0.00,0.03,0.19,30.54,2.87,1.10,55.26,2.79,0.00
938,5.38,0.03,0.72,0.32,0.10,0.04,0.04,1.84,1.43,1.26,2.34,0.00,0.00,12.26,28.32,6.74,12.33,26.84,0.00,0.00
939,1.08,0.05,0.62,0.31,0.06,0.05,0.19,0.96,0.69,0.00,0.91,0.03,0.00,4.68,26.76,4.86,15.42,43.33,0.00,0.00
940,5.81,0.00,0.78,0.40,0.47,0.06,0.17,1.17,1.69,0.50,1.18,0.03,0.04,2.32,32.67,9.72,14.36,28.64,0.00,0.00
941,2.14,1.02,0.25,0.06,0.04,0.02,0.00,0.23,0.44,0.00,0.46,0.00,0.01,2.08,16.94,1.42,0.82,74.06,0.00,0.00
942,3.47,0.46,0.48,0.29,0.11,0.09,0.03,1.04,1.10,0.00,1.43,0.00,0.06,11.84,22.38,0.40,0.49,55.53,0.81,0.00
943,1.52,0.21,0.51,0.22,0.13,0.04,0.00,0.62,1.72,0.01,6.97,0.01,0.00,3.68,12.60,1.13,1.58,69.06,0.00,0.00
944,0.22,0.00,0.36,0.11,0.01,0.02,0.00,0.17,0.69,0.00,0.08,0.00,0.15,3.41,21.56,0.55,1.20,71.34,0.13,0.00
945,0.63,0.00,0.66,0.55,0.04,0.10,0.00,1.55,1.72,0.00,4.67,0.00,0.09,0.48,14.45,0.59,0.30,42.03,32.16,0.00
946,3.47,7.95,0.63,0.37,0.19,0.07,0.12,0.94,0.95,0.05,0.44,0.00,0.00,69.48,4.27,0.44,0.04,10.59,0.00,0.00
947,0.23,0.18,0.44,0.16,0.04,0.01,0.00,0.83,0.95,0.00,5.00,0.00,0.16,2.46,10.28,0.22,0.20,71.44,7.40,0.00
948,0.33,3.61,0.24,0.20,0.07,0.03,0.00,0.55,0.80,0.00,0.68,0.00,0.00,16.94,13.72,2.03,0.18,60.62,0.00,0.00
949,9.64,0.00,0.10,0.18,0.04,0.03,0.00,0.68,1.70,0.00,4.46,0.00,0.28,0.41,12.68,1.90,4.82,63.07,0.00,0.00
950,0.68,0.00,0.04,0.10,0.00,0.00,0.00,0.30,0.82,0.00,0.35,0.00,0.18,0.47,9.94,3.69,9.32,74.10,0.00,0.00
951,1.44,7.51,0.58,0.28,0.12,0.08,0.12,0.89,0.81,0.01,0.32,0.00,0.00,53.09,11.85,1.17,0.14,21.38,0.23,0.00
952,1.12,0.02,0.60,0.10,0.06,0.01,0.00,0.16,1.02,0.00,0.46,0.00,0.04,1.65,8.88,0.29,0.32,83.76,1.50,0.00
953,3.53,6.19,0.41,0.33,0.09,0.04,0.06,0.92,1.59,0.00,1.09,0.00,0.00,58.19,7.26,0.57,0.05,19.67,0.00,0.00
954,0.47,0.14,1.12,0.47,0.38,0.10,0.00,1.90,1.73,0.00,1.97,0.03,0.04,4.73,31.78,1.27,0.85,53.00,0.00,0.00
955,0.88,9.06,0.28,0.17,0.04,0.01,0.00,0.46,0.51,0.00,0.51,0.00,0.00,13.86,14.11,1.43,0.13,58.55,0.00,0.00
956,0.42,0.01,0.18,0.08,0.03,0.01,0.00,0.17,0.65,0.00,0.91,0.00,0.01,2.42,12.27,1.36,1.67,79.73,0.09,0.00
957,0.02,0.00,0.15,0.23,0.04,0.02,0.00,0.46,1.43,0.00,0.62,0.00,0.00,7.02,22.85,1.48,2.02,63.67,0.00,0.00
958,7.17,0.00,1.57,0.66,0.36,0.13,0.14,3.25,2.44,0.02,5.40,0.02,0.00,5.35,34.20,1.03,0.90,37.36,0.00,0.00
959,5.40,3.19,0.44,0.23,0.06,0.05,0.02,0.71,0.85,0.01,1.78,0.00,0.01,21.78,13.69,2.00,1.08,48.71,0.00,0.00
960,4.05,2.94,0.25,0.17,0.06,0.04,0.00,0.61,0.72,0.00,1.76,0.02,0.06,11.01,11.27,0.97,0.26,65.74,0.06,0.00
961,0.25,0.05,0.65,0.16,0.12,0.03,0.00,0.51,0.87,0.00,0.38,0.00,0.02,3.81,38.95,2.02,0.95,51.23,0.00,0.00
962,0.14,0.00,0.87,0.80,0.22,0.32,0.07,2.83,1.90,1.06,4.14,0.02,0.04,3.68,33.61,1.77,1.08,47.44,0.01,0.00
963,0.37,0.00,1.38,1.16,0.66,0.14,0.15,4.47,3.23,0.00,2.52,0.01,0.08,14.45,9.71,0.56,0.54,60.52,0.04,0.00
964,3.24,0.01,0.78,0.16,0.16,0.00,0.00,0.54,1.20,0.00,1.40,0.11,0.13,3.02,27.83,1.05,1.31,59.06,0.00,0.00
965,2.99,0.27,0.91,0.20,0.17,0.01,0.00,1.02,0.97,0.01,3.49,0.02,0.13,2.34,8.90,0.24,0.26,77.80,0.26,0.00
966,0.23,0.14,0.41,0.30,0.09,0.03,0.15,0.71,1.28,0.00,0.74,0.00,0.01,9.23,35.83,1.18,0.64,49.02,0.00,0.00
967,0.99,0.14,0.88,0.74,0.90,0.13,0.07,2.71,1.73,4.20,2.98,0.02,0.03,13.53,19.82,1.41,1.23,48.44,0.04,0.00
968,1.28,0.09,1.34,1.06,0.66,0.21,0.34,2.99,2.74,0.02,2.54,0.02,0.13,7.72,36.82,0.59,1.16,39.90,0.41,0.00
969,2.66,0.03,0.79,0.81,0.40,0.21,0.01,3.87,2.19,1.84,2.55,0.03,0.02,7.85,32.92,1.61,1.22,40.97,0.05,0.00
970,8.97,2.37,0.41,0.16,0.05,0.01,0.01,0.48,0.55,0.01,1.72,0.05,0.06,7.73,6.63,1.42,0.87,68.50,0.00,0.00
971,0.22,0.00,0.38,0.13,0.03,0.05,0.00,0.39,1.70,0.00,1.06,0.00,0.44,0.27,5.73,0.84,1.67,85.50,1.59,0.00
972,0.92,0.01,0.79,0.31,0.17,0.01,0.00,0.82,2.30,0.00,0.49,0.00,0.08,9.67,26.60,0.76,0.73,55.88,0.47,0.00
973,8.91,0.26,0.16,0.11,0.03,0.02,0.00,0.27,1.58,0.00,0.34,0.00,0.01,3.50,21.65,1.10,1.15,60.90,0.00,0.00
974,0.16,0.03,0.83,0.39,0.20,0.03,0.00,1.31,1.79,0.02,1.94,0.01,0.02,25.77,38.16,1.39,0.67,27.28,0.00,0.00
975,0.47,3.78,0.56,0.15,0.04,0.01,0.00,0.95,0.87,0.00,0.23,0.00,0.00,78.74,4.74,0.51,0.05,8.89,0.00,0.00
976,3.55,0.01,0.92,0.31,0.20,0.10,0.03,2.21,1.58,0.00,4.60,0.01,0.28,0.27,5.49,0.76,0.85,78.82,0.00,0.00
977,2.90,1.44,0.28,0.09,0.03,0.00,0.00,0.35,0.49,0.00,0.79,0.00,0.09,9.66,13.17,1.32,0.52,68.75,0.12,0.00
978,0.19,0.03,0.33,0.17,0.03,0.02,0.00,0.45,0.60,0.00,0.51,0.00,0.00,2.12,11.62,0.47,0.38,81.44,1.64,0.00
979,0.48,0.22,0.68,0.40,0.22,0.09,0.00,1.62,1.65,0.00,1.57,0.00,0.04,9.97,41.34,0.49,0.59,40.60,0.03,0.00
980,0.42,2.96,0.77,0.31,0.39,0.08,0.06,1.25,0.92,0.01,0.73,0.00,0.00,62.32,9.19,0.99,0.15,19.45,0.00,0.00
981,9.32,0.00,1.29,0.43,0.16,0.13,0.00,1.86,1.73,0.00,6.58,0.00,1.42,1.75,38.88,1.61,1.05,33.80,0.00,0.00
982,0.88,0.09,0.22,0.20,0.09,0.00,0.00,0.00,1.38,0.00,0.04,0.11,0.08,2.88,37.69,1.46,0.55,54.33,0.00,0.00
983,0.69,5.52,0.41,0.13,0.06,0.04,0.00,0.25,0.90,0.00,0.73,0.00,0.00,31.69,20.47,1.66,0.20,37.03,0.21,0.00
984,6.74,0.00,0.43,0.24,0.04,0.00,0.00,0.48,1.61,0.00,0.14,0.00,0.02,4.53,14.91,0.91,0.34,67.75,1.86,0.00
985,6.62,0.00,1.58,1.32,1.04,0.41,0.33,8.44,1.43,0.00,11.91,0.04,0.25,2.39,38.59,1.51,0.83,23.30,0.00,0.00
986,3.36,0.00,2.42,3.50,1.59,0.84,2.34,18.15,1.49,7.38,21.80,0.02,0.09,1.69,20.34,0.78,0.63,13.42,0.16,0.00
987,0.29,0.10,0.54,0.45,0.12,0.07,0.07,1.14,1.58,0.00,0.30,0.03,0.02,9.13,52.71,0.65,1.02,31.77,0.00,0.00
988,0.20,0.00,0.37,0.16,0.03,0.03,0.00,0.45,1.36,0.00,1.40,0.01,0.31,1.50,10.51,1.40,2.09,78.04,2.13,0.00
989,6.62,0.51,0.18,0.04,0.09,0.01,0.00,0.08,0.42,0.00,0.59,0.01,0.00,4.02,3.35,0.66,1.16,82.25,0.00,0.00
990,5.75,0.10,0.64,0.29,0.26,0.02,0.00,1.33,1.75,0.00,3.73,0.20,0.19,3.75,17.55,0.99,1.35,60.48,1.60,0.00
991,2.41,0.01,1.07,1.47,1.06,0.22,0.64,5.42,1.99,0.07,15.39,0.05,0.10,0.76,11.63,0.43,0.53,56.74,0.00,0.00
992,0.62,0.00,0.98,0.41,0.17,0.17,0.00,1.09,1.97,0.00,1.98,0.02,0.79,1.02,12.75,1.40,2.22,74.39,0.01,0.00
993,1.83,0.00,0.28,0.28,0.04,0.01,0.00,0.99,1.27,0.00,3.35,0.00,0.52,0.64,14.05,3.25,8.67,64.81,0.00,0.00
994,0.20,0.01,0.44,0.19,0.02,0.00,0.00,0.65,0.85,0.00,1.43,0.03,0.68,1.88,10.12,0.28,0.88,82.30,0.01,0.00
995,0.32,0.03,0.47,0.33,0.19,0.03,0.02,0.89,1.23,0.01,1.95,0.01,0.01,2.24,20.09,2.24,2.67,66.03,1.24,0.00
996,0.56,0.00,0.18,0.06,0.00,0.00,0.00,0.22,0.52,0.00,1.45,0.00,0.43,1.37,11.27,0.42,0.47,72.90,10.16,0.00
997,0.04,0.24,0.31,0.14,0.04,0.02,0.00,0.26,0.98,0.00,0.09,0.00,0.02,8.91,28.60,0.46,0.64,58.99,0.27,0.00
998,3.38,0.00,0.15,0.16,0.03,0.00,0.00,0.09,1.46,0.00,0.16,0.01,0.00,2.92,11.43,0.30,0.69,79.17,0.03,0.00
999,1.32,0.02,1.02,0.86,0.34,0.22,0.16,4.04,1.28,1.27,5.14,0.00,0.02,1.92,23.40,0.63,0.26,31.31,26.78,0.00
1000,0.42,6.63,0.49,0.26,0.06,0.02,0.08,0.83,0.81,0.01,0.59,0.00,0.02,43.25,11.54,1.51,0.48,32.95,0.04,0.00
1001,0.57,0.17,1.33,1.25,0.58,0.15,0.34,5.14,2.48,0.02,7.11,0.01,0.10,3.47,27.23,1.47,0.77,47.81,0.00,0.00
1002,8.78,0.00,0.29,0.13,0.11,0.00,0.00,0.27,0.94,0.00,0.06,0.01,0.01,2.65,14.01,0.98,1.39,70.38,0.00,0.00
1003,8.60,0.02,1.18,0.58,1.11,0.13,0.05,3.93,2.08,0.00,9.51,0.05,0.05,1.51,16.04,0.47,0.42,54.21,0.02,0.00
1004,7.53,0.00,0.52,0.26,0.08,0.07,0.00,0.72,1.29,0.00,0.44,0.00,0.00,4.66,25.58,0.47,0.36,58.02,0.00,0.00
1005,3.96,0.03,4.47,5.07,2.17,1.43,5.52,14.27,1.22,26.04,3.03,0.00,0.05,1.78,9.97,0.44,0.29,19.89,0.37,0.00
1006,0.29,3.76,0.57,0.19,0.17,0.01,0.00,0.93,0.59,0.00,0.97,0.00,0.01,22.09,12.45,1.46,0.98,55.53,0.00,0.00
1007,3.17,0.05,0.15,0.10,0.03,0.00,0.00,0.35,0.51,0.00,2.34,0.00,0.00,1.84,6.62,2.22,2.45,80.17,0.00,0.00
1008,1.76,0.74,0.35,0.06,0.03,0.00,0.00,0.13,0.28,0.00,0.50,0.00,0.02,4.26,4.56,0.52,0.80,85.78,0.22,0.00
1009,2.12,0.07,0.22,0.19,0.11,0.00,0.00,0.53,0.90,0.00,0.84,0.20,0.00,6.08,29.88,1.75,2.02,55.08,0.00,0.00
1010,15.25,11.89,0.16,0.18,0.07,0.02,0.13,0.45,0.61,0.01,0.07,0.00,0.00,62.46,0.53,0.00,0.06,7.73,0.39,0.00
1011,1.21,0.85,1.37,0.62,0.73,0.09,0.06,1.98,1.78,0.00,1.26,0.18,0.12,15.24,31.18,0.30,0.54,42.22,0.27,0.00
1012,0.65,0.10,0.90,0.51,0.43,0.14,0.16,1.50,1.15,0.00,0.84,0.02,0.06,4.74,37.74,1.87,1.23,47.46,0.50,0.00
1013,0.36,0.00,0.43,0.19,0.10,0.04,0.00,0.66,1.21,0.00,2.15,0.16,0.29,0.13,3.13,0.53,0.55,89.86,0.22,0.00
1014,0.16,0.03,0.90,0.25,0.22,0.15,0.07,1.04,1.14,0.00,0.61,0.00,0.06,4.39,41.27,1.74,1.16,46.79,0.02,0.00
1015,0.34,0.34,0.52,0.23,0.06,0.02,0.00,0.51,1.25,0.00,0.26,0.00,0.02,10.40,43.72,1.00,0.69,40.65,0.00,0.00
1016,1.28,0.66,0.42,0.16,0.08,0.04,0.00,0.53,0.82,0.00,1.04,0.00,0.00,14.89,16.91,2.18,0.93,60.05,0.00,0.00
1017,0.41,0.00,0.36,0.20,0.09,0.02,0.00,0.46,2.27,0.00,0.22,0.00,0.02,13.70,14.22,0.57,0.53,66.94,0.00,0.00
1018,0.61,17.08,0.65,0.15,0.07,0.03,0.08,0.53,0.50,0.00,0.08,0.00,0.00,59.44,6.89,0.42,0.01,13.45,0.00,0.00
1019,4.89,0.83,0.44,0.11,0.23,0.01,0.00,0.32,0.44,0.00,1.21,0.11,0.01,4.52,6.95,1.11,1.78,77.05,0.00,0.00
1020,6.24,0.00,0.70,0.25,0.02,0.09,0.00,0.93,1.23,0.00,6.96,0.00,0.41,0.26,20.03,3.76,6.85,52.26,0.00,0.00
1021,0.24,0.04,0.43,0.07,0.04,0.05,0.00,0.28,0.55,0.00,0.55,0.00,0.01,2.63,13.75,0.54,0.28,80.53,0.00,0.00
1022,7.69,16.90,0.35,0.22,0.08,0.01,0.00,0.84,0.60,0.00,0.52,0.00,0.00,49.08,6.12,0.69,0.03,16.87,0.00,0.00
1023,5.43,0.22,2.09,2.78,1.95,0.80,1.89,12.53,1.14,13.24,10.49,0.01,0.05,1.14,10.69,0.34,0.32,34.84,0.04,0.00
1024,2.34,0.00,0.35,0.18,0.10,0.01,0.00,0.72,1.24,0.00,0.66,0.00,0.00,4.29,15.68,0.45,0.35,68.83,4.80,0.00
