uniqid_eco4,NWALT92_11_eco4,NWALT92_12_eco4,NWALT92_21_eco4,NWALT92_22_eco4,NWALT92_23_eco4,NWALT92_24_eco4,NWALT92_25_eco4,NWALT92_26_eco4,NWALT92_27_eco4,NWALT92_31_eco4,NWALT92_32_eco4,NWALT92_33_eco4,NWALT92_41_eco4,NWALT92_43_eco4,NWALT92_44_eco4,NWALT92_45_eco4,NWALT92_46_eco4,NWALT92_50_eco4,NWALT92_60_eco4,NWALT92_9999_eco4
165,4.66,3.49,0.38,0.08,0.02,0.02,0.04,0.26,0.20,0.00,0.06,0.06,0.00,1.03,23.34,2.52,4.02,59.79,0.01,0.00
166,0.22,0.30,0.11,0.01,0.01,0.00,0.01,0.02,0.02,0.00,0.02,0.00,0.01,0.10,0.88,0.15,15.50,82.40,0.24,0.00
167,0.35,0.09,0.21,0.02,0.04,0.00,0.00,0.04,0.03,0.00,0.05,0.01,0.37,0.03,0.23,0.04,7.65,90.85,0.00,0.00
168,1.42,1.09,0.37,0.10,0.03,0.02,0.10,0.14,0.11,0.02,0.18,0.05,0.02,0.00,3.75,1.55,14.49,76.55,0.00,0.00
169,1.03,0.46,0.25,0.04,0.01,0.01,0.03,0.09,0.11,0.00,0.09,0.03,0.02,3.90,3.65,0.19,60.48,29.62,0.00,0.00
170,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,29.49,69.40,0.00
171,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,52.78,46.07,0.00
172,0.32,0.01,0.06,0.03,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.00,0.00,0.00,0.04,0.00,0.06,97.33,2.06,0.00
173,0.22,0.00,0.07,0.01,0.00,0.00,0.00,0.01,0.03,0.00,0.15,0.00,0.02,0.01,0.01,0.00,1.05,95.22,3.20,0.00
174,0.38,0.00,0.03,0.01,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.00,0.00,0.00,0.01,0.00,0.89,95.47,3.08,0.00
175,0.27,0.02,0.24,0.02,0.00,0.02,0.01,0.06,0.08,0.19,0.22,0.00,0.01,0.33,0.79,0.16,0.84,94.45,2.31,0.00
176,2.95,0.01,0.71,0.23,0.03,0.08,0.01,0.79,0.52,0.00,1.09,0.01,0.02,4.73,13.22,1.27,0.51,73.70,0.14,0.00
177,5.07,2.50,1.76,1.08,0.58,0.44,1.03,4.68,1.54,0.16,9.82,0.26,0.05,1.16,9.89,2.22,1.15,54.16,2.46,0.00
178,1.36,0.72,0.47,0.11,0.05,0.05,0.04,0.49,0.69,0.02,2.12,0.03,0.09,0.10,1.09,0.25,0.13,88.69,3.49,0.00
179,0.76,0.06,0.07,0.01,0.00,0.00,0.00,0.03,0.09,0.00,0.17,0.00,0.01,0.00,0.13,0.01,0.02,57.55,41.10,0.00
180,0.57,0.08,0.16,0.02,0.01,0.04,0.02,0.11,0.50,0.26,0.65,0.00,0.01,0.08,0.50,0.08,0.05,92.64,4.21,0.00
181,1.18,0.61,0.24,0.04,0.01,0.02,0.00,0.38,0.40,0.00,0.52,0.00,0.04,0.06,1.39,0.19,0.06,94.87,0.00,0.00
182,0.56,0.33,0.31,0.06,0.07,0.06,0.02,0.56,0.63,0.22,1.06,0.00,0.03,0.28,3.20,0.31,0.11,91.89,0.31,0.00
183,0.20,0.02,0.11,0.01,0.00,0.00,0.00,0.01,0.32,0.00,0.03,0.00,0.00,0.05,1.12,0.14,0.08,97.65,0.24,0.00
184,0.11,0.00,0.02,0.01,0.02,0.01,0.00,0.12,0.36,0.00,0.17,0.00,0.00,0.01,0.59,0.53,1.87,91.92,4.26,0.00
185,0.80,0.01,0.33,0.01,0.02,0.04,0.00,0.02,0.23,0.00,0.39,0.02,0.00,0.04,0.19,0.17,0.07,89.65,8.01,0.00
186,0.35,0.00,0.15,0.02,0.04,0.02,0.00,0.03,0.23,0.00,0.05,0.00,0.00,0.00,0.00,0.00,3.48,94.33,1.30,0.00
187,0.22,0.00,0.19,0.02,0.00,0.03,0.01,0.21,0.28,0.03,1.78,0.00,0.00,0.01,0.00,0.12,0.21,96.82,0.06,0.00
188,0.99,0.00,1.94,0.54,0.21,0.33,0.50,3.25,2.03,0.03,15.34,0.12,0.00,0.72,0.26,1.30,7.71,64.49,0.25,0.00
189,1.17,0.53,0.04,0.07,0.01,0.61,0.00,1.20,0.23,0.00,3.63,0.06,0.00,0.00,0.00,0.00,11.92,41.41,39.11,0.00
190,0.16,0.02,0.69,0.48,0.09,0.78,0.31,3.32,0.69,6.98,14.02,0.00,0.14,0.14,0.03,0.08,1.00,71.08,0.00,0.00
191,1.06,0.13,1.86,0.91,0.05,0.60,0.74,2.76,0.77,2.78,0.37,0.00,0.01,4.42,1.24,1.42,22.94,57.93,0.00,0.00
192,0.15,0.00,0.35,0.09,0.01,0.04,0.02,0.20,0.36,0.00,0.49,0.06,0.00,13.14,17.17,0.24,0.48,67.20,0.00,0.00
193,0.26,0.01,0.49,0.20,0.05,0.04,0.10,0.51,0.24,0.13,0.41,0.03,0.05,2.89,6.97,0.14,5.38,80.39,1.70,0.00
194,0.17,0.00,0.09,0.01,0.00,0.01,0.00,0.03,0.03,0.03,0.06,0.00,0.03,0.09,0.93,0.04,1.57,93.49,3.42,0.00
195,3.19,0.01,0.15,0.03,0.01,0.01,0.01,0.04,0.03,0.00,0.22,0.00,0.02,0.03,0.21,0.01,17.87,72.73,5.44,0.00
196,0.08,0.00,0.07,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02,0.00,0.16,0.01,0.39,0.01,0.28,95.33,3.60,0.00
197,0.69,0.03,0.18,0.07,0.03,0.02,0.01,0.21,0.18,0.00,0.22,0.00,0.08,0.08,9.11,0.20,1.21,87.67,0.00,0.00
198,0.34,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.21,0.00,0.01,0.00,0.01,0.06,12.94,0.26,0.02,86.11,0.01,0.00
199,0.09,0.00,0.18,0.03,0.00,0.00,0.00,0.05,0.08,0.00,0.20,0.00,0.00,0.02,0.33,0.01,41.33,57.61,0.06,0.00
200,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.05,0.01,0.00,0.33,0.00,0.00,0.18,0.11,0.00,33.66,65.62,0.00,0.00
201,0.26,0.01,0.03,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.03,0.00,0.31,0.00,0.00,0.01,3.41,49.64,46.30,0.00
202,0.21,0.05,0.13,0.01,0.00,0.00,0.01,0.01,0.02,0.01,0.12,0.00,0.02,0.00,0.01,0.02,2.38,74.26,22.72,0.00
203,0.14,0.08,0.21,0.04,0.00,0.04,0.00,0.10,0.10,0.02,1.55,0.00,0.02,0.01,0.28,0.10,6.76,87.18,3.38,0.00
204,0.26,0.13,0.26,0.06,0.03,0.06,0.04,0.15,0.09,0.15,0.78,0.01,0.02,0.08,1.44,0.35,16.85,78.34,0.90,0.00
205,0.27,0.00,0.13,0.04,0.01,0.02,0.03,0.06,0.04,0.03,0.25,0.00,0.07,0.00,0.08,0.05,5.41,83.92,9.61,0.00
206,0.32,0.00,0.15,0.02,0.00,0.02,0.00,0.03,0.05,0.00,0.24,0.00,0.00,0.02,0.85,0.12,3.91,93.15,1.11,0.00
207,0.24,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.12,0.00,0.06,0.00,0.02,0.03,6.49,72.13,20.84,0.00
208,0.09,0.00,0.13,0.02,0.01,0.00,0.01,0.06,0.02,0.00,0.19,0.00,0.11,0.00,0.12,0.06,10.20,83.62,5.35,0.00
209,1.58,0.00,0.47,0.07,0.01,0.02,0.04,0.08,0.08,0.01,0.25,0.01,0.05,0.09,8.49,1.77,10.14,76.78,0.05,0.00
210,1.18,0.00,0.43,0.05,0.01,0.01,0.00,0.10,0.09,0.00,0.87,0.01,0.06,0.08,2.57,2.03,69.52,20.40,2.59,0.00
211,0.08,0.05,0.24,0.01,0.00,0.00,0.00,0.03,0.06,0.00,0.02,0.02,0.00,0.24,2.59,0.78,21.85,74.00,0.05,0.00
212,0.00,0.00,0.06,0.00,0.01,0.00,0.00,0.01,0.01,0.00,0.17,0.00,0.02,0.00,0.00,0.00,0.42,97.83,1.46,0.00
213,0.27,0.71,0.47,0.15,0.01,0.04,0.08,0.34,0.37,0.01,0.40,0.02,0.01,2.53,40.05,1.69,9.43,43.41,0.00,0.00
214,0.52,0.38,0.29,0.05,0.00,0.00,0.00,0.07,0.17,0.00,0.29,0.02,0.00,0.77,8.41,0.26,9.49,78.75,0.51,0.00
215,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,85.55,14.44,0.00
216,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.95,0.08,6.72,72.23,19.31,0.00
217,0.13,0.01,0.53,0.14,0.00,0.04,0.00,0.33,0.10,0.00,1.82,0.01,0.17,0.20,0.67,0.33,12.83,82.71,0.00,0.00
218,2.71,0.88,1.94,2.91,0.93,0.34,2.14,6.70,1.43,3.99,5.34,0.03,0.04,22.00,15.19,0.34,5.06,28.02,0.00,0.00
219,0.56,0.00,0.55,0.32,0.03,0.10,0.25,0.49,0.21,1.43,3.91,0.07,0.02,0.46,0.08,0.04,8.35,82.81,0.32,0.00
220,0.14,0.00,0.19,0.09,0.02,0.01,0.02,0.17,0.09,0.00,0.34,0.01,0.22,0.63,0.47,0.17,33.96,62.41,1.05,0.00
221,0.09,0.00,0.19,0.03,0.02,0.01,0.00,0.05,0.04,0.00,0.28,0.03,0.08,0.06,0.06,0.03,8.35,89.80,0.88,0.00
222,0.03,0.00,0.41,0.03,0.02,0.00,0.00,0.01,0.01,0.00,0.52,0.00,0.18,0.00,0.00,0.00,5.47,84.15,9.17,0.00
223,0.01,0.00,0.19,0.02,0.00,0.00,0.00,0.03,0.02,0.00,0.31,0.00,0.00,0.00,0.00,0.06,58.41,40.95,0.00,0.00
224,0.04,0.00,0.52,0.69,0.25,0.25,1.13,0.58,0.28,1.18,1.41,0.02,0.04,0.15,0.09,0.00,18.64,74.66,0.06,0.00
225,0.02,0.00,0.22,0.02,0.00,0.00,0.00,0.01,0.03,0.00,0.07,0.00,0.01,0.00,0.05,0.04,10.86,88.68,0.00,0.00
226,0.04,0.00,0.26,0.02,0.01,0.00,0.00,0.03,0.02,0.00,0.22,0.01,0.01,0.09,0.09,0.02,14.23,80.48,4.48,0.00
227,0.08,0.20,0.39,0.09,0.02,0.03,0.03,0.06,0.09,0.00,0.28,0.03,0.00,0.00,0.04,0.00,7.01,91.63,0.02,0.00
228,0.03,0.00,0.09,0.01,0.00,0.00,0.00,0.01,0.03,0.00,0.12,0.00,0.05,0.00,0.01,0.01,9.01,89.70,0.95,0.00
229,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.51,99.39,0.00,0.00
230,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.92,95.05,0.00,0.00
231,0.14,0.02,0.17,0.02,0.00,0.00,0.00,0.03,0.06,0.00,0.65,0.00,0.00,0.00,0.02,0.00,25.88,71.44,1.55,0.00
232,0.02,0.01,0.15,0.02,0.00,0.00,0.00,0.04,0.02,0.00,0.34,0.00,0.00,0.00,0.01,0.01,23.22,76.14,0.00,0.00
233,0.05,0.00,0.29,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.98,81.42,3.23,0.00
234,0.77,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,20.65,78.42,0.00
235,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,78.43,17.86,0.00
236,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.39,12.60,0.00
237,0.00,0.00,0.20,0.04,0.02,0.03,0.01,0.21,0.09,0.00,1.22,0.00,0.01,0.00,0.06,0.00,7.73,90.25,0.12,0.00
238,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.01,0.00,0.00,3.84,83.72,12.35,0.00
239,0.01,0.00,0.13,0.04,0.01,0.01,0.02,0.16,0.06,0.00,0.66,0.00,0.20,0.02,0.02,0.01,2.07,88.02,8.55,0.00
240,0.07,0.00,0.16,0.06,0.02,0.03,0.02,0.13,0.07,0.01,0.37,0.00,0.01,0.00,0.00,0.01,1.63,85.64,11.77,0.00
241,0.07,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.13,62.95,34.79,0.00
242,0.08,0.00,0.15,0.02,0.01,0.01,0.00,0.05,0.09,0.02,0.35,0.00,0.01,0.01,0.01,0.01,5.51,91.18,2.51,0.00
243,0.00,0.00,0.10,0.04,0.00,0.08,0.00,0.17,0.15,0.00,0.65,0.00,0.01,0.00,0.00,0.00,1.13,88.98,8.69,0.00
244,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17,64.47,33.32,0.00
245,0.03,0.00,0.22,0.05,0.01,0.01,0.01,0.27,0.06,0.00,1.13,0.00,0.32,0.00,0.06,0.01,0.41,88.24,9.16,0.00
246,1.23,0.01,0.20,0.00,0.01,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.89,31.11,1.46,0.00
247,0.10,0.00,0.08,0.01,0.00,0.00,0.00,0.03,0.03,0.00,0.41,0.01,0.00,0.00,0.00,0.01,3.47,84.79,11.06,0.00
248,0.08,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,91.18,8.50,0.00
249,0.01,0.00,0.08,0.00,0.00,0.01,0.00,0.12,0.04,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.05,91.67,7.79,0.00
250,0.31,0.08,0.36,0.14,0.09,0.04,0.19,0.17,0.12,0.20,0.47,0.05,0.05,1.00,0.02,0.01,5.52,90.76,0.40,0.02
251,0.03,0.00,0.19,0.02,0.01,0.00,0.00,0.04,0.03,0.00,0.12,0.02,0.06,0.28,0.02,0.00,13.97,84.99,0.22,0.01
252,0.01,0.00,0.09,0.01,0.01,0.00,0.00,0.01,0.03,0.00,0.07,0.01,0.00,0.06,0.06,0.01,4.53,94.52,0.52,0.05
253,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.64,89.78,3.55,0.00
254,0.01,0.00,0.20,0.00,0.02,0.00,0.00,0.01,0.02,0.00,0.05,0.00,0.00,0.02,0.00,0.00,4.34,95.25,0.06,0.00
255,3.99,0.21,0.85,1.84,0.40,0.33,1.84,3.19,1.24,1.38,1.77,0.00,0.01,40.25,1.25,0.09,0.34,40.61,0.25,0.17
256,0.00,0.00,0.24,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.00,0.00,0.00,23.35,76.28,0.00,0.00
257,0.02,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,5.64,92.69,1.57,0.00
258,0.08,0.21,0.17,0.03,0.00,0.00,0.02,0.04,0.08,0.00,0.11,0.00,0.00,2.28,0.44,1.74,71.22,23.00,0.57,0.00
259,0.18,0.02,0.23,0.01,0.02,0.01,0.00,0.03,0.16,0.00,0.04,0.00,0.01,21.72,1.50,0.12,63.33,12.62,0.00,0.00
260,0.27,0.13,0.30,0.08,0.03,0.04,0.12,0.14,0.17,0.11,0.36,0.00,0.01,18.70,0.98,0.40,72.42,5.69,0.04,0.00
261,0.24,0.04,0.44,0.27,0.09,0.11,0.42,0.23,0.25,0.08,0.10,0.02,0.01,64.90,3.01,0.24,25.60,3.95,0.00,0.00
262,0.09,0.00,0.32,0.09,0.03,0.02,0.08,0.12,0.21,0.01,0.11,0.03,0.00,46.90,0.49,0.09,45.06,6.36,0.00,0.00
263,0.15,0.08,0.09,0.01,0.03,0.01,0.00,0.04,0.08,0.00,0.06,0.00,0.01,8.37,0.24,0.13,73.41,17.16,0.12,0.00
264,0.09,0.10,0.17,0.01,0.00,0.00,0.00,0.02,0.05,0.00,0.03,0.00,0.00,6.01,0.47,0.32,86.82,5.56,0.34,0.00
265,2.52,1.44,0.68,0.20,0.05,0.06,0.16,0.21,0.32,0.01,0.18,0.03,0.01,42.33,1.51,0.65,40.93,8.64,0.07,0.00
266,0.30,0.01,0.41,0.24,0.10,0.06,0.29,0.29,0.36,0.23,0.25,0.04,0.03,50.52,0.29,0.15,35.61,10.81,0.00,0.00
267,0.06,0.00,0.16,0.02,0.07,0.01,0.02,0.03,0.09,0.00,0.04,0.00,0.13,7.18,0.09,0.01,38.30,53.72,0.07,0.00
268,0.03,0.00,0.32,0.19,0.17,0.04,0.24,0.26,0.18,0.63,0.45,0.02,0.07,8.69,0.06,0.01,37.60,51.03,0.00,0.00
269,4.18,0.01,1.86,4.43,0.96,2.58,7.43,6.30,1.72,4.31,3.65,0.15,0.22,22.10,9.39,1.86,18.45,10.41,0.00,0.00
270,0.31,0.05,0.21,0.04,0.05,0.01,0.02,0.10,0.14,0.00,0.16,0.01,0.01,7.43,0.23,0.35,73.28,17.57,0.03,0.00
271,0.29,0.01,0.37,0.08,0.04,0.01,0.01,0.19,0.22,0.00,0.18,0.02,0.02,20.53,0.28,0.25,31.50,45.97,0.00,0.00
272,0.35,0.00,0.16,0.01,0.02,0.01,0.00,0.04,0.08,0.00,0.06,0.00,0.01,2.99,0.06,0.12,26.64,69.45,0.00,0.00
273,0.36,0.00,0.25,0.03,0.00,0.00,0.02,0.06,0.07,0.03,0.19,0.01,0.03,1.33,0.03,0.00,52.19,45.41,0.00,0.00
274,0.35,0.05,0.31,0.10,0.09,0.04,0.11,0.18,0.17,0.15,0.28,0.03,0.01,8.50,0.41,0.62,80.86,7.74,0.00,0.00
275,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.19,0.01,0.08,48.23,51.43,0.00,0.00
276,0.03,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.10,0.08,0.03,42.93,56.77,0.00,0.00
277,0.03,0.00,0.19,0.01,0.01,0.02,0.00,0.03,0.04,0.01,0.08,0.01,0.00,0.06,0.03,0.13,22.43,76.88,0.03,0.00
278,0.04,0.00,0.67,0.37,0.08,0.25,0.00,0.75,1.17,0.00,6.98,0.03,0.02,0.05,0.05,2.36,43.88,43.29,0.00,0.00
279,0.06,0.00,0.61,1.13,0.24,0.39,1.60,1.09,0.57,1.88,1.63,0.08,0.04,0.84,0.14,2.99,79.93,6.77,0.00,0.00
280,1.08,0.01,0.11,0.07,0.00,0.02,0.02,0.10,0.13,0.00,0.21,0.02,0.01,4.00,0.28,0.13,67.63,26.18,0.00,0.00
281,0.31,0.00,0.33,0.03,0.00,0.01,0.02,0.06,0.02,0.01,0.23,0.01,0.01,0.33,0.06,0.11,83.50,14.94,0.00,0.00
282,0.10,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.71,77.16,0.00,0.00
283,0.32,0.00,0.20,0.01,0.00,0.00,0.00,0.02,0.02,0.00,0.05,0.02,0.01,0.33,0.04,0.03,58.88,40.09,0.00,0.00
284,0.00,0.00,0.24,0.01,0.00,0.00,0.00,0.01,0.04,0.00,0.09,0.00,0.01,0.22,0.01,0.01,79.70,19.67,0.00,0.00
285,0.80,0.00,0.56,0.05,0.00,0.00,0.00,0.11,0.22,0.00,0.62,0.00,0.03,3.52,0.20,0.12,67.06,26.69,0.00,0.00
286,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.13,0.01,0.01,37.01,62.69,0.00,0.00
287,1.17,0.02,0.34,0.12,0.03,0.04,0.11,0.21,0.26,0.00,0.10,0.00,0.00,43.25,3.13,3.20,43.07,4.94,0.00,0.00
288,0.72,0.12,0.27,0.06,0.01,0.01,0.02,0.11,0.19,0.00,0.07,0.00,0.00,48.64,1.49,1.01,43.75,3.40,0.11,0.00
289,1.19,0.31,0.41,0.20,0.08,0.07,0.19,0.39,0.31,0.00,0.49,0.02,0.00,59.40,1.40,0.53,30.92,3.85,0.23,0.00
290,1.24,0.04,0.53,0.38,0.21,0.12,0.43,0.77,0.47,0.20,0.48,0.01,0.00,59.42,2.07,3.03,25.34,5.25,0.00,0.00
291,0.49,0.22,0.22,0.07,0.01,0.01,0.01,0.16,0.23,0.00,0.07,0.00,0.01,32.55,1.78,3.33,56.71,4.12,0.00,0.00
292,0.54,0.12,0.42,0.17,0.05,0.04,0.07,0.29,0.26,0.01,0.13,0.03,0.00,77.95,0.85,1.69,12.61,4.77,0.00,0.00
293,2.19,2.49,1.05,0.53,0.17,0.10,0.36,0.60,0.47,0.01,0.18,0.03,0.04,65.69,3.02,2.83,11.71,8.37,0.16,0.00
294,0.41,0.01,0.50,0.30,0.16,0.06,0.22,0.51,0.44,0.43,0.32,0.03,0.01,37.23,0.88,1.04,18.88,38.59,0.00,0.00
295,1.33,0.00,0.43,0.24,0.21,0.06,0.24,0.52,0.35,0.30,0.37,0.01,0.01,18.67,1.03,6.25,39.29,30.67,0.00,0.00
296,0.66,0.00,0.34,0.09,0.05,0.04,0.05,0.22,0.28,0.00,0.44,0.01,0.01,6.80,0.48,0.50,22.23,67.81,0.00,0.00
297,2.58,0.00,0.11,0.03,0.33,0.04,0.00,0.16,0.11,0.15,1.63,0.00,0.00,9.40,0.31,0.68,17.36,62.94,4.16,0.00
298,0.75,0.03,0.28,0.05,0.04,0.02,0.02,0.13,0.27,0.00,0.08,0.01,0.00,30.67,0.60,1.65,44.32,21.10,0.00,0.00
299,0.58,0.01,0.32,0.20,0.29,0.04,0.18,0.32,0.29,0.02,0.36,0.01,0.02,56.12,0.38,0.25,6.02,34.58,0.00,0.00
300,0.49,0.00,0.24,0.00,0.08,0.01,0.00,0.00,0.11,0.00,0.00,0.00,0.18,14.62,0.32,1.83,75.32,6.81,0.00,0.00
301,1.72,0.00,0.86,0.99,0.40,0.27,1.23,1.37,0.63,0.94,1.89,0.04,0.01,22.41,3.32,5.48,42.99,15.38,0.06,0.00
302,29.02,4.54,0.01,0.00,0.00,0.14,0.00,0.00,0.17,0.00,0.00,0.00,0.02,2.85,0.23,0.25,7.24,55.54,0.00,0.00
303,0.72,0.00,0.36,0.08,0.04,0.02,0.05,0.19,0.22,0.00,0.24,0.00,0.00,24.51,0.29,0.90,56.11,16.16,0.09,0.00
304,0.68,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.44,6.69,0.29,1.24,79.31,11.08,0.00,0.00
305,1.85,0.09,0.37,0.12,0.12,0.05,0.10,0.27,0.28,0.01,0.23,0.00,0.02,13.77,9.79,5.68,59.53,6.92,0.79,0.00
306,2.54,0.01,0.55,0.30,0.12,0.12,0.16,1.16,0.72,1.02,2.94,0.01,0.01,2.59,10.32,4.60,24.21,48.51,0.11,0.00
307,7.54,0.33,0.79,1.32,0.55,0.67,1.77,3.54,0.97,1.95,6.16,0.02,0.01,3.42,11.22,13.25,19.46,27.05,0.00,0.00
308,1.31,0.00,0.41,0.18,0.10,0.06,0.04,0.52,0.65,0.08,1.25,0.01,0.06,4.07,4.13,6.39,33.78,46.96,0.00,0.00
309,3.11,0.02,1.17,1.38,0.93,0.65,1.68,2.41,1.54,1.57,2.42,0.03,0.05,6.25,9.68,12.70,37.18,17.26,0.00,0.00
310,0.92,0.00,0.43,0.24,0.30,0.06,0.15,0.65,0.50,0.32,1.05,0.01,0.04,2.97,1.47,2.47,38.47,49.93,0.00,0.00
311,3.74,0.00,0.18,0.05,0.03,0.03,0.00,0.23,0.40,0.00,1.18,0.00,0.00,1.79,0.16,5.38,32.03,54.78,0.00,0.00
312,1.03,0.00,0.58,0.32,0.14,0.10,0.18,0.64,0.40,0.00,1.41,0.05,0.18,3.28,12.39,7.56,30.94,40.73,0.08,0.00
313,1.02,0.00,0.34,0.16,0.09,0.08,0.12,0.50,0.52,0.00,1.48,0.00,0.01,13.56,1.91,5.39,47.21,27.61,0.00,0.00
314,1.09,0.00,0.51,0.03,0.06,0.00,0.00,0.09,0.14,0.00,0.03,0.08,0.57,1.45,1.64,0.82,5.02,88.47,0.00,0.00
315,0.83,0.42,1.36,1.68,1.30,0.79,1.09,7.61,2.21,1.23,11.71,0.07,0.03,10.39,34.06,1.66,0.30,23.24,0.00,0.00
316,2.63,0.53,2.50,3.65,2.36,0.89,2.39,10.09,2.59,2.62,10.04,0.02,0.23,8.99,25.58,1.01,0.34,23.34,0.18,0.00
317,1.41,0.18,0.46,0.62,0.85,0.79,0.19,2.92,2.79,0.01,9.58,0.15,0.04,0.45,10.36,0.57,0.44,66.04,2.13,0.00
318,0.54,0.21,0.68,0.74,1.01,0.81,0.53,5.88,1.35,0.04,16.91,0.07,0.19,0.51,7.83,0.43,0.34,55.29,6.63,0.00
319,2.11,0.29,0.63,1.02,0.28,0.72,1.04,11.23,2.17,3.94,17.08,0.02,0.19,0.14,3.36,0.19,0.04,55.50,0.04,0.00
320,3.28,0.60,2.10,4.27,1.32,1.70,8.39,12.55,1.09,6.46,21.25,0.04,0.19,0.05,0.83,0.12,0.05,35.56,0.14,0.00
321,1.27,0.91,1.24,2.39,2.60,0.90,2.38,12.11,1.96,3.92,10.03,0.03,0.17,1.36,9.78,0.70,2.79,45.25,0.21,0.00
322,2.55,0.60,1.35,0.74,0.76,0.20,0.88,2.53,1.52,1.08,4.43,0.21,0.37,0.24,3.90,0.57,0.27,77.81,0.00,0.00
323,0.88,0.51,1.12,0.78,0.35,0.28,0.39,1.39,2.24,0.01,1.71,0.01,0.09,2.82,21.45,1.63,0.89,63.46,0.00,0.00
324,0.12,0.00,0.29,0.05,0.02,0.01,0.00,0.12,0.12,0.00,0.15,0.00,0.01,0.44,0.23,0.09,2.38,95.94,0.03,0.00
325,2.66,0.00,0.28,0.09,0.03,0.13,0.00,0.74,0.49,0.00,1.36,0.02,0.02,0.53,0.42,0.28,9.24,83.72,0.00,0.00
326,0.94,0.00,0.30,0.41,0.08,0.16,0.21,1.49,1.07,0.80,3.29,0.00,0.12,0.17,0.16,0.30,4.32,85.89,0.30,0.00
327,0.04,0.00,0.20,0.03,0.07,0.00,0.01,0.05,0.12,0.00,0.06,0.00,0.00,0.13,0.00,0.00,1.71,97.22,0.35,0.00
328,0.14,0.10,0.43,0.12,0.02,0.03,0.05,0.34,0.52,0.00,0.42,0.00,0.00,13.45,2.75,1.07,12.92,67.64,0.00,0.00
329,0.15,0.00,0.35,0.04,0.34,0.01,0.00,0.16,0.12,0.00,0.17,0.00,0.01,0.04,0.01,0.01,12.00,86.59,0.00,0.00
330,0.42,0.07,0.25,0.09,0.06,0.01,0.05,0.20,0.28,0.02,0.36,0.00,0.03,3.35,6.52,0.71,12.30,75.26,0.00,0.00
331,9.87,0.13,1.29,2.08,0.48,0.12,1.73,2.94,1.04,1.00,5.18,0.00,0.02,19.09,5.77,0.19,8.12,39.36,0.03,1.55
