uniqid_county,NWALT92_11_county,NWALT92_12_county,NWALT92_21_county,NWALT92_22_county,NWALT92_23_county,NWALT92_24_county,NWALT92_25_county,NWALT92_26_county,NWALT92_27_county,NWALT92_31_county,NWALT92_32_county,NWALT92_33_county,NWALT92_41_county,NWALT92_43_county,NWALT92_44_county,NWALT92_45_county,NWALT92_46_county,NWALT92_50_county,NWALT92_60_county,NWALT92_9999_county
1,0.03,0.01,0.22,0.33,0.14,0.16,0.55,0.72,0.27,0.81,1.49,0.02,0.50,0.48,0.01,0.00,1.74,78.51,13.99,0.03
2,0.05,0.01,0.18,0.05,0.01,0.02,0.01,0.13,0.08,0.00,0.72,0.02,0.03,0.06,0.10,0.01,10.74,87.35,0.44,0.00
3,0.28,0.03,0.23,0.03,0.00,0.01,0.01,0.06,0.07,0.00,0.24,0.00,0.00,0.51,4.14,0.10,3.12,80.35,10.81,0.00
4,0.64,0.01,0.17,0.04,0.01,0.01,0.02,0.15,0.07,0.01,0.56,0.00,0.26,0.00,0.02,0.00,0.01,89.63,8.38,0.00
5,0.15,0.02,0.21,0.13,0.09,0.04,0.12,0.16,0.14,0.09,0.17,0.01,0.01,5.09,0.62,0.03,0.19,66.32,26.35,0.06
6,0.03,0.00,0.25,0.08,0.01,0.03,0.02,0.38,0.09,0.00,1.64,0.01,0.11,0.00,0.07,0.01,3.36,87.06,6.85,0.00
7,0.08,0.25,0.31,0.12,0.04,0.06,0.10,0.24,0.53,0.14,1.08,0.03,0.22,10.29,0.59,0.01,0.24,81.65,4.03,0.00
8,0.01,0.01,0.29,0.04,0.04,0.01,0.01,0.05,0.09,0.00,0.16,0.01,0.69,0.08,0.22,0.03,0.22,81.77,16.25,0.00
9,0.04,0.00,0.27,0.10,0.03,0.08,0.03,0.27,0.28,0.02,1.50,0.02,0.00,0.20,0.70,0.01,0.96,91.34,4.04,0.11
10,0.15,0.02,0.17,0.04,0.01,0.01,0.01,0.05,0.04,0.00,0.19,0.00,0.01,0.01,0.01,0.00,5.90,84.94,8.43,0.00
11,0.02,0.08,0.12,0.03,0.00,0.01,0.01,0.06,0.07,0.00,0.30,0.00,0.01,1.70,0.07,0.00,1.70,91.16,4.64,0.00
12,0.25,0.19,0.55,1.22,0.37,0.55,2.18,1.61,0.72,0.91,1.50,0.03,0.00,6.57,0.51,0.01,5.43,69.54,7.85,0.00
13,0.02,0.02,0.23,0.07,0.09,0.02,0.07,0.14,0.16,0.02,0.67,0.07,0.02,2.59,0.44,0.02,3.00,88.32,3.99,0.05
14,0.75,0.07,0.14,0.06,0.01,0.03,0.04,0.21,0.10,0.01,0.65,0.00,0.02,0.09,0.10,0.01,4.61,80.82,12.30,0.00
15,0.11,0.01,0.21,0.02,0.01,0.00,0.00,0.04,0.04,0.00,0.32,0.02,0.01,0.04,0.04,0.02,13.09,83.40,2.62,0.00
16,0.46,0.04,3.79,11.95,5.26,5.29,20.83,6.80,2.04,5.39,2.16,0.13,0.08,0.81,0.34,0.05,1.34,32.82,0.41,0.00
17,0.34,0.02,0.53,0.59,0.52,0.25,0.87,0.93,0.30,0.93,0.96,0.20,0.09,4.52,1.88,0.37,3.40,64.30,18.99,0.00
18,6.68,0.02,0.39,0.16,0.07,0.02,0.13,0.20,0.22,0.01,0.24,0.01,0.04,8.82,8.19,0.12,0.01,74.00,0.55,0.09
19,0.30,0.01,0.49,0.38,0.26,0.10,0.43,0.55,0.36,0.10,0.86,0.05,0.37,17.84,2.10,1.11,13.46,59.91,1.33,0.00
20,0.38,0.07,1.08,2.23,1.26,1.19,3.80,4.13,0.83,2.77,4.01,0.05,0.02,1.44,0.30,0.15,2.77,71.42,2.07,0.03
21,0.14,0.00,0.35,0.39,0.20,0.08,0.50,0.85,0.22,0.62,1.07,0.01,0.08,0.17,0.12,0.01,0.25,92.32,2.61,0.00
22,1.22,0.06,0.62,0.98,0.29,0.57,1.19,2.33,0.79,1.04,2.57,0.06,0.03,3.05,2.08,0.21,2.04,65.10,15.77,0.00
23,0.46,0.02,0.90,1.55,0.93,0.60,2.35,2.40,0.73,1.67,1.14,0.03,0.06,6.92,1.23,0.47,1.80,53.14,23.62,0.00
24,0.46,0.00,2.44,5.43,2.99,1.96,12.28,4.24,0.94,4.16,2.51,0.03,0.07,0.73,2.11,0.80,3.66,51.80,3.37,0.00
25,0.05,0.00,0.16,0.01,0.00,0.00,0.02,0.03,0.03,0.00,0.05,0.01,0.00,0.49,0.18,0.15,56.04,42.79,0.00,0.00
26,0.22,0.49,0.15,0.03,0.00,0.00,0.00,0.14,0.16,0.00,0.04,0.00,0.01,0.28,11.72,0.94,15.59,58.97,11.28,0.00
27,0.43,0.00,0.24,0.11,0.01,0.05,0.05,0.10,0.22,0.02,0.22,0.05,0.04,0.28,7.87,0.14,1.06,81.07,8.04,0.00
28,0.97,0.04,0.09,0.01,0.00,0.02,0.02,0.02,0.08,0.01,0.03,0.00,0.01,6.59,0.84,0.13,79.56,11.57,0.00,0.00
29,0.26,0.00,0.21,0.02,0.00,0.00,0.00,0.04,0.07,0.00,0.02,0.00,0.01,1.49,3.06,0.36,8.82,85.66,0.00,0.00
30,0.17,0.13,0.17,0.06,0.01,0.01,0.06,0.07,0.16,0.01,0.09,0.01,0.01,32.72,1.94,0.08,51.97,12.33,0.00,0.00
31,0.41,0.00,0.24,0.05,0.00,0.02,0.02,0.10,0.13,0.00,0.27,0.00,0.01,4.01,4.56,0.11,4.34,81.62,4.10,0.00
32,0.19,0.00,0.21,0.01,0.00,0.00,0.00,0.01,0.01,0.00,0.03,0.00,0.01,0.01,0.06,0.08,7.43,60.55,31.40,0.00
33,0.57,0.55,0.30,0.12,0.01,0.02,0.09,0.17,0.25,0.01,0.44,0.02,0.00,1.61,19.49,0.44,4.82,68.49,2.59,0.00
34,0.12,0.26,0.29,0.09,0.01,0.03,0.04,0.21,0.16,0.00,0.56,0.05,0.05,0.43,17.81,0.75,7.44,70.63,1.08,0.00
35,0.01,0.00,0.16,0.01,0.00,0.00,0.00,0.04,0.15,0.00,0.01,0.00,0.00,34.25,4.06,0.01,50.12,11.17,0.00,0.00
36,0.35,0.00,0.23,0.04,0.00,0.02,0.00,0.05,0.05,0.00,0.31,0.00,0.00,0.05,1.36,0.14,4.34,85.35,7.71,0.00
37,0.13,0.00,0.28,0.01,0.00,0.03,0.00,0.07,0.02,0.00,0.07,0.00,0.01,0.01,0.34,0.63,44.27,54.12,0.00,0.00
38,0.75,0.06,0.23,0.08,0.03,0.01,0.03,0.15,0.22,0.00,0.04,0.00,0.00,71.63,0.84,0.29,22.54,3.08,0.00,0.00
39,0.32,0.08,0.45,0.24,0.04,0.06,0.29,0.18,0.24,0.04,0.15,0.15,0.01,52.68,3.71,0.08,36.48,4.81,0.00,0.00
40,0.78,0.12,0.56,0.19,0.05,0.06,0.09,0.33,0.22,0.00,0.25,0.01,0.01,67.65,4.07,0.26,22.53,2.83,0.00,0.00
41,0.31,0.01,0.35,0.18,0.03,0.04,0.19,0.19,0.23,0.01,0.15,0.02,0.02,68.51,4.42,0.15,15.92,9.27,0.00,0.00
42,0.01,0.00,0.15,0.03,0.00,0.01,0.00,0.07,0.18,0.00,0.03,0.00,0.00,68.74,11.40,0.01,14.00,5.37,0.00,0.00
43,1.94,0.11,0.42,0.36,0.18,0.12,0.34,0.71,0.45,0.00,1.24,0.04,0.00,54.15,1.94,0.92,32.20,4.85,0.00,0.00
44,0.39,0.09,0.17,0.03,0.01,0.01,0.00,0.09,0.12,0.00,0.13,0.00,0.00,21.75,0.17,0.33,74.82,1.89,0.00,0.00
45,0.56,0.02,0.29,0.07,0.01,0.02,0.00,0.20,0.20,0.00,0.11,0.00,0.00,59.61,1.32,1.08,34.01,2.47,0.00,0.00
46,0.14,0.00,0.09,0.02,0.00,0.01,0.00,0.06,0.15,0.00,0.02,0.00,0.00,53.65,7.49,0.03,21.32,17.02,0.00,0.00
47,0.51,0.09,0.18,0.02,0.00,0.00,0.00,0.04,0.15,0.00,0.06,0.00,0.00,51.63,1.03,0.42,43.70,2.16,0.00,0.00
48,0.27,0.05,0.31,0.06,0.02,0.01,0.00,0.10,0.16,0.00,0.11,0.00,0.00,38.67,0.39,0.16,57.88,1.80,0.00,0.00
49,0.36,0.00,0.38,0.05,0.00,0.00,0.00,0.10,0.22,0.00,0.02,0.00,0.01,86.78,2.17,0.05,8.02,1.85,0.00,0.00
50,0.02,0.00,0.18,0.05,0.01,0.01,0.00,0.10,0.20,0.00,0.06,0.00,0.01,49.64,4.90,0.00,31.89,12.94,0.00,0.00
51,0.09,0.00,0.25,0.12,0.03,0.02,0.06,0.11,0.27,0.00,0.06,0.02,0.02,74.69,6.39,0.04,15.60,2.23,0.00,0.00
52,1.13,0.10,0.26,0.05,0.02,0.02,0.00,0.14,0.19,0.00,0.05,0.00,0.00,64.41,1.42,0.28,29.53,2.39,0.00,0.00
53,1.23,0.09,0.27,0.05,0.02,0.01,0.01,0.12,0.18,0.00,0.05,0.01,0.00,24.02,0.20,0.42,69.90,3.42,0.00,0.00
54,0.43,0.01,0.26,0.05,0.00,0.00,0.00,0.09,0.18,0.00,0.03,0.00,0.00,81.86,5.19,0.07,6.92,4.89,0.00,0.00
55,0.56,0.06,0.32,0.03,0.00,0.00,0.00,0.07,0.14,0.00,0.11,0.00,0.00,22.34,1.73,0.18,72.47,1.68,0.29,0.00
56,1.08,0.07,0.22,0.05,0.02,0.02,0.00,0.17,0.23,0.00,0.26,0.00,0.00,44.09,0.47,1.52,47.28,4.50,0.00,0.00
57,0.70,0.02,0.63,0.43,0.21,0.14,0.24,0.92,0.40,0.01,0.31,0.00,0.00,68.73,3.29,0.92,18.71,4.32,0.00,0.00
58,0.03,0.00,0.17,0.05,0.00,0.01,0.02,0.11,0.25,0.00,0.01,0.00,0.01,66.61,1.26,0.01,24.63,6.81,0.00,0.00
59,0.31,0.00,0.11,0.03,0.00,0.01,0.00,0.07,0.15,0.00,0.02,0.00,0.00,61.15,8.72,0.03,9.40,20.01,0.00,0.00
60,1.36,0.52,0.15,0.05,0.01,0.01,0.00,0.18,0.20,0.00,0.08,0.00,0.00,61.92,1.30,0.42,30.04,3.76,0.00,0.00
61,2.01,0.03,1.46,2.18,1.41,0.76,3.63,3.79,1.15,2.15,1.82,0.01,0.01,53.46,2.77,1.12,16.68,5.54,0.00,0.00
62,0.48,0.05,0.22,0.04,0.00,0.02,0.00,0.10,0.21,0.00,0.02,0.00,0.00,47.70,4.11,0.08,45.24,1.73,0.00,0.00
63,1.03,0.08,0.47,0.11,0.06,0.03,0.02,0.37,0.33,0.00,0.19,0.00,0.00,69.30,1.35,1.54,19.00,6.11,0.00,0.00
64,0.37,0.10,0.47,0.09,0.03,0.05,0.14,0.13,0.21,0.01,0.11,0.01,0.00,63.54,1.07,0.62,30.70,2.34,0.00,0.00
65,1.65,0.02,0.39,0.59,0.17,0.17,0.74,0.74,0.22,0.26,0.96,0.01,0.13,0.05,0.07,0.01,0.44,91.90,1.48,0.00
66,0.11,0.00,0.09,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.11,0.00,0.00,0.15,0.00,0.11,71.34,28.08,0.00,0.00
67,0.45,0.00,0.11,0.02,0.01,0.02,0.01,0.06,0.03,0.00,0.08,0.00,0.01,0.19,0.02,0.00,5.65,88.35,4.97,0.00
68,0.07,0.00,0.30,0.10,0.09,0.02,0.11,0.15,0.10,0.01,0.38,0.02,0.18,1.76,0.04,0.01,46.23,50.42,0.00,0.00
69,0.05,0.00,0.33,0.01,0.00,0.00,0.00,0.02,0.02,0.00,0.08,0.00,0.01,0.04,0.00,0.00,65.65,33.79,0.00,0.00
70,0.12,0.00,0.31,0.02,0.00,0.00,0.00,0.04,0.10,0.00,0.16,0.01,0.01,0.70,0.04,0.03,56.78,40.23,1.42,0.00
71,0.03,0.00,0.18,0.04,0.01,0.01,0.02,0.08,0.08,0.00,0.18,0.01,0.56,0.00,0.03,0.02,4.30,82.79,11.66,0.00
72,0.01,0.00,0.16,0.03,0.06,0.01,0.04,0.04,0.04,0.01,0.33,0.01,0.01,0.13,0.01,0.00,7.61,91.48,0.02,0.00
73,0.38,0.00,0.21,0.11,0.03,0.01,0.03,0.23,0.14,0.00,0.44,0.01,0.24,0.82,0.92,0.24,23.45,71.37,1.36,0.00
74,0.17,0.00,0.21,0.05,0.01,0.01,0.03,0.06,0.16,0.00,0.12,0.01,0.01,16.91,0.13,0.01,67.92,14.20,0.00,0.00
75,0.06,0.00,0.29,0.16,0.23,0.08,0.23,0.28,0.30,0.02,0.51,0.04,0.02,34.18,0.10,0.01,59.96,3.54,0.00,0.00
76,0.08,0.00,0.32,0.06,0.01,0.01,0.00,0.14,0.05,0.00,0.96,0.00,0.17,0.10,0.53,0.21,7.95,83.86,5.54,0.00
77,0.00,0.00,0.14,0.01,0.01,0.00,0.00,0.01,0.02,0.00,0.05,0.00,0.01,0.33,0.07,0.00,12.83,85.87,0.59,0.05
78,0.37,0.54,0.24,0.07,0.08,0.02,0.08,0.10,0.10,0.01,0.30,0.05,0.27,1.24,0.00,0.03,3.56,90.97,1.95,0.00
79,0.14,0.00,0.23,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.03,0.03,0.01,0.53,0.05,0.05,77.74,21.16,0.00,0.00
80,0.12,0.00,0.14,0.03,0.00,0.01,0.01,0.05,0.05,0.00,0.28,0.00,0.06,0.02,0.00,0.06,5.64,90.07,3.47,0.00
81,0.42,0.00,0.30,0.03,0.00,0.00,0.03,0.06,0.11,0.00,0.27,0.02,0.01,5.92,0.05,0.00,52.58,40.19,0.00,0.00
82,0.27,0.00,0.29,0.02,0.00,0.01,0.01,0.05,0.02,0.00,0.72,0.01,0.00,0.45,0.10,0.15,45.59,52.29,0.00,0.00
83,0.16,0.00,0.27,1.00,0.01,0.42,0.61,1.96,0.18,0.20,14.08,0.01,0.06,0.00,0.03,0.00,0.01,75.84,5.16,0.00
84,0.17,0.21,1.03,2.20,0.80,0.65,3.28,2.07,0.62,3.45,2.31,0.03,0.08,0.21,1.96,0.03,21.81,55.75,3.35,0.00
85,0.11,0.00,0.26,0.19,0.05,0.06,0.16,0.34,0.23,0.49,0.78,0.06,0.02,3.94,0.06,0.01,6.49,86.54,0.19,0.03
86,0.07,0.00,0.23,0.05,0.02,0.01,0.08,0.08,0.08,0.01,0.13,0.06,0.01,1.42,0.03,0.01,29.47,67.96,0.27,0.00
87,0.21,0.00,0.34,0.18,0.03,0.03,0.00,0.82,0.25,0.00,2.07,0.02,0.02,3.63,1.65,0.02,21.38,68.42,0.94,0.00
88,0.54,0.00,0.21,0.03,0.00,0.00,0.00,0.07,0.05,0.00,0.35,0.01,0.01,0.38,0.35,0.13,6.59,87.71,3.56,0.00
89,0.27,0.00,0.18,0.02,0.00,0.01,0.01,0.03,0.03,0.01,0.17,0.00,0.01,0.03,0.09,0.05,35.96,61.20,1.95,0.00
90,0.04,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,13.21,78.45,8.15,0.00
91,0.14,0.03,0.22,0.06,0.03,0.03,0.05,0.19,0.15,0.29,0.40,0.01,0.03,0.41,0.39,0.04,10.83,81.36,5.35,0.00
92,0.05,0.00,0.49,0.23,0.02,0.06,0.18,0.36,0.19,1.13,3.03,0.03,0.02,0.74,0.03,0.02,17.04,71.08,5.29,0.00
93,0.09,0.02,0.16,0.01,0.00,0.01,0.01,0.02,0.04,0.00,0.08,0.01,0.01,0.53,0.14,0.01,15.86,80.79,2.20,0.00
94,0.00,0.00,0.18,0.02,0.00,0.02,0.00,0.08,0.04,0.00,0.31,0.01,0.00,0.06,0.01,0.00,47.72,50.00,1.55,0.00
95,0.10,0.00,0.16,0.03,0.02,0.00,0.01,0.05,0.04,0.01,0.33,0.00,0.16,0.00,0.00,0.01,19.88,79.19,0.01,0.00
96,0.01,0.00,0.27,0.06,0.01,0.01,0.03,0.06,0.16,0.00,0.15,0.00,0.00,1.06,0.04,0.01,13.51,84.56,0.00,0.05
97,0.33,0.00,0.23,0.01,0.00,0.00,0.00,0.01,0.03,0.00,0.03,0.00,0.00,0.04,0.18,0.25,51.00,42.65,5.23,0.00
98,0.08,0.00,0.15,0.01,0.00,0.00,0.00,0.02,0.02,0.00,0.08,0.00,0.01,2.56,0.03,0.02,77.83,19.18,0.00,0.00
99,2.03,0.00,0.71,0.53,0.29,0.19,0.40,1.22,0.72,0.02,1.98,0.15,0.00,7.89,3.25,6.59,41.94,32.09,0.00,0.00
100,1.17,0.00,0.37,0.10,0.03,0.09,0.04,0.31,0.43,0.00,0.34,0.00,0.01,40.91,1.05,4.29,37.25,13.60,0.00,0.00
101,13.68,0.16,0.52,0.10,0.04,0.16,0.00,0.67,0.79,0.00,4.04,0.00,0.00,3.29,6.89,8.86,24.97,35.84,0.00,0.00
102,0.37,0.01,0.19,0.07,0.00,0.03,0.09,0.11,0.24,0.03,0.15,0.00,0.00,29.53,0.33,0.20,12.01,56.63,0.00,0.00
103,1.96,0.00,0.60,0.19,0.06,0.08,0.03,0.66,0.58,0.00,1.30,0.05,0.28,3.66,5.79,3.93,24.08,56.75,0.00,0.00
104,2.03,0.00,0.28,0.05,0.01,0.01,0.03,0.24,0.18,0.00,0.24,0.00,0.00,18.29,1.98,6.27,57.06,13.35,0.00,0.00
105,1.11,0.00,0.31,0.10,0.00,0.03,0.06,0.23,0.25,0.00,0.05,0.02,0.00,61.56,0.87,5.36,23.92,6.12,0.00,0.00
106,1.21,0.01,0.38,0.05,0.02,0.01,0.02,0.06,0.16,0.00,0.02,0.00,0.00,21.43,0.41,0.69,64.51,11.01,0.00,0.00
107,0.62,0.07,0.25,0.05,0.01,0.01,0.00,0.14,0.23,0.00,0.05,0.00,0.00,66.09,1.78,3.32,20.94,6.44,0.00,0.00
108,0.58,0.00,0.33,0.04,0.00,0.00,0.00,0.12,0.24,0.00,0.06,0.00,0.00,21.03,0.21,1.14,59.07,17.18,0.00,0.00
109,1.86,0.00,2.82,6.20,2.50,1.75,8.44,8.81,1.48,13.32,10.41,0.01,0.01,7.17,2.12,2.96,13.66,16.48,0.00,0.00
110,0.06,0.00,0.26,0.08,0.04,0.02,0.04,0.10,0.22,0.00,0.09,0.01,0.01,34.17,0.25,0.14,55.27,9.25,0.00,0.00
111,0.29,0.00,0.17,0.02,0.02,0.00,0.00,0.05,0.17,0.00,0.10,0.01,0.00,5.83,0.04,0.62,72.30,20.37,0.00,0.00
112,1.31,0.01,0.32,0.08,0.01,0.02,0.05,0.23,0.24,0.00,0.14,0.00,0.02,50.34,0.76,1.62,18.57,26.28,0.00,0.00
113,0.18,0.02,0.56,0.17,0.11,0.03,0.11,0.37,0.20,0.00,0.69,0.02,0.01,14.42,0.12,0.99,44.53,37.47,0.00,0.00
114,1.78,0.01,0.79,0.08,0.04,0.03,0.07,0.26,0.34,0.00,0.11,0.01,0.00,33.41,1.58,5.93,46.45,9.11,0.00,0.00
115,0.09,0.00,0.13,0.05,0.00,0.00,0.00,0.13,0.24,0.00,0.04,0.00,0.00,31.08,0.12,0.16,15.42,52.54,0.00,0.00
116,0.67,0.00,0.40,0.05,0.08,0.01,0.02,0.15,0.21,0.00,0.11,0.00,0.01,38.77,0.82,2.46,44.43,11.81,0.00,0.00
117,2.67,0.44,0.20,0.06,0.08,0.02,0.00,0.20,0.21,0.00,0.06,0.00,0.00,59.92,0.86,2.38,17.86,15.02,0.00,0.00
118,3.14,0.05,0.50,0.10,0.01,0.07,0.00,0.19,0.38,0.00,0.27,0.00,0.00,7.48,10.44,10.16,28.14,39.06,0.00,0.00
119,0.41,0.05,0.27,0.02,0.01,0.00,0.00,0.04,0.19,0.00,0.03,0.00,0.00,20.19,0.26,0.14,47.08,31.30,0.00,0.00
120,1.97,0.00,0.30,0.26,0.12,0.10,0.19,0.80,0.48,0.00,2.65,0.00,0.00,12.71,1.42,5.97,49.41,23.60,0.00,0.00
121,3.48,0.11,0.65,0.33,0.25,0.11,0.33,0.80,0.49,0.00,0.45,0.05,0.01,48.94,8.04,2.40,25.74,7.83,0.00,0.00
122,0.42,0.01,0.38,0.22,0.38,0.05,0.23,0.32,0.30,0.03,0.45,0.00,0.03,55.86,0.37,0.26,5.64,35.01,0.00,0.00
123,0.01,0.00,0.28,0.02,0.00,0.00,0.00,0.04,0.11,0.00,0.01,0.00,0.00,19.55,0.26,0.05,71.25,8.41,0.00,0.00
124,0.14,0.00,0.33,0.03,0.04,0.00,0.00,0.09,0.17,0.00,0.06,0.01,0.00,10.67,0.24,1.59,62.26,23.88,0.47,0.00
125,1.38,0.00,0.65,0.22,0.06,0.07,0.04,0.69,0.77,0.01,4.04,0.10,0.00,15.26,6.76,5.53,45.34,19.08,0.00,0.00
126,0.93,0.00,0.56,0.20,0.07,0.05,0.10,0.69,0.59,0.00,1.98,0.00,0.00,25.97,1.18,4.80,53.01,9.86,0.00,0.00
127,1.48,0.00,0.24,0.09,0.00,0.01,0.04,0.23,0.29,0.00,0.09,0.00,0.12,45.16,0.34,3.90,35.54,12.47,0.00,0.00
128,0.64,0.00,0.32,0.12,0.11,0.03,0.06,0.27,0.26,0.00,0.46,0.02,0.00,19.76,0.35,0.79,64.41,12.39,0.00,0.00
129,1.04,0.01,0.19,0.11,0.01,0.03,0.00,0.28,0.38,0.00,0.18,0.00,0.00,57.93,0.42,5.35,28.00,6.06,0.00,0.00
130,1.41,0.00,0.54,0.53,0.80,0.18,0.74,0.86,0.55,1.09,1.59,0.03,0.08,16.85,0.66,5.57,44.67,22.10,1.75,0.00
131,0.81,0.00,0.46,0.06,0.00,0.02,0.10,0.21,0.27,0.00,0.12,0.00,0.03,46.53,0.99,9.06,35.26,6.08,0.00,0.00
132,1.27,0.00,0.44,0.20,0.08,0.06,0.17,0.38,0.30,0.01,0.23,0.00,0.00,39.41,0.39,1.52,46.69,8.86,0.00,0.00
133,0.46,0.00,0.40,0.45,0.32,0.12,0.38,0.84,0.47,0.01,0.33,0.02,0.00,62.99,1.35,7.88,20.29,3.69,0.00,0.00
134,0.41,0.00,0.39,0.06,0.01,0.04,0.06,0.19,0.28,0.02,0.14,0.00,0.00,60.08,0.55,0.99,23.71,13.05,0.00,0.00
135,1.43,0.00,0.38,0.20,0.03,0.13,0.06,0.84,0.69,0.06,5.67,0.00,0.00,20.15,0.87,7.02,41.68,20.77,0.00,0.00
136,1.40,0.00,0.62,0.20,0.13,0.04,0.14,0.45,0.55,0.01,0.27,0.02,0.00,11.35,7.17,7.58,42.52,27.54,0.00,0.00
137,1.08,0.00,0.63,0.12,0.07,0.05,0.00,0.49,0.52,0.00,1.19,0.03,0.00,3.21,5.55,5.93,47.64,33.47,0.00,0.00
138,2.72,0.00,0.81,1.83,0.39,0.56,2.17,3.41,1.75,3.20,8.58,0.00,0.00,7.10,8.17,3.71,20.79,34.81,0.00,0.00
139,1.39,0.00,0.83,0.58,0.20,0.14,0.27,1.22,1.01,0.79,0.64,0.03,0.00,48.64,1.44,5.18,28.42,9.20,0.00,0.00
140,1.41,0.05,0.25,0.07,0.03,0.02,0.09,0.06,0.16,0.00,0.06,0.01,0.00,26.96,0.34,0.56,65.09,4.83,0.00,0.00
141,1.61,0.00,0.71,0.42,0.29,0.18,0.21,0.91,0.58,0.00,4.20,0.06,0.04,4.05,8.08,5.92,23.46,49.27,0.00,0.00
142,1.44,0.00,0.55,0.47,0.09,0.14,0.35,1.03,0.90,0.01,4.53,0.00,0.00,5.19,7.36,5.09,37.17,35.67,0.00,0.00
143,0.41,0.00,0.74,0.28,0.24,0.08,0.16,0.52,0.39,0.01,0.69,0.14,0.38,26.25,0.63,0.11,15.60,53.40,0.00,0.00
144,0.13,0.00,0.23,0.02,0.00,0.00,0.00,0.07,0.11,0.00,0.08,0.00,0.00,19.94,0.18,0.03,4.13,75.08,0.00,0.00
145,0.62,0.01,0.24,0.07,0.00,0.01,0.01,0.15,0.24,0.00,0.04,0.01,0.01,58.87,0.21,0.25,28.03,11.23,0.00,0.00
146,0.01,0.00,0.13,0.01,0.00,0.00,0.00,0.02,0.01,0.00,0.09,0.01,0.00,0.05,0.01,0.00,8.25,91.36,0.02,0.02
147,0.21,0.01,0.19,0.17,0.02,0.02,0.06,0.50,0.51,0.01,1.55,0.00,0.00,9.56,11.18,0.57,6.80,68.58,0.00,0.05
148,0.07,0.00,0.19,0.05,0.00,0.02,0.00,0.06,0.17,0.00,0.11,0.00,0.00,0.12,0.02,0.02,19.49,79.65,0.00,0.02
149,0.03,0.00,0.13,0.04,0.00,0.01,0.03,0.07,0.15,0.00,0.03,0.01,0.00,17.85,0.15,0.26,33.92,47.31,0.00,0.00
150,0.47,0.00,0.59,0.71,0.31,0.12,0.55,1.04,0.67,0.70,0.80,0.01,0.01,11.35,0.57,0.00,2.95,79.15,0.00,0.00
151,0.92,0.00,0.35,0.08,0.01,0.05,0.03,0.18,0.30,0.00,0.18,0.01,0.00,7.12,0.38,0.13,16.43,73.83,0.00,0.00
152,0.01,0.00,0.19,0.06,0.05,0.00,0.03,0.10,0.16,0.00,0.14,0.00,0.03,5.25,8.48,0.54,8.78,76.13,0.06,0.00
153,0.21,0.00,0.42,0.13,0.01,0.01,0.05,0.25,0.36,0.00,0.17,0.02,0.01,56.99,0.43,0.08,37.43,3.43,0.00,0.00
154,0.49,0.00,0.40,0.14,0.02,0.05,0.03,0.34,0.73,0.00,0.36,0.01,0.01,9.03,2.31,1.64,14.59,69.64,0.22,0.00
155,0.08,0.01,0.40,0.05,0.07,0.01,0.00,0.14,0.11,0.00,0.18,0.01,0.01,6.35,0.05,0.40,56.68,35.44,0.00,0.00
156,0.04,0.00,0.30,0.04,0.01,0.00,0.02,0.06,0.16,0.00,0.08,0.00,0.00,31.39,1.77,0.08,62.04,4.02,0.00,0.00
157,0.15,0.00,0.46,0.09,0.07,0.03,0.00,0.40,0.35,0.00,1.31,0.00,0.01,2.85,1.12,0.60,13.72,78.85,0.00,0.00
158,0.16,0.00,0.28,0.24,0.66,0.09,0.25,0.50,0.30,0.37,0.94,0.03,0.02,3.17,0.87,3.51,37.99,50.63,0.00,0.00
159,0.41,0.00,0.27,0.07,0.10,0.01,0.04,0.10,0.25,0.00,0.04,0.01,0.03,53.57,0.11,0.03,19.99,25.00,0.00,0.00
160,0.15,0.00,0.39,0.21,0.02,0.09,0.00,0.32,0.52,0.00,0.83,0.00,0.00,0.47,0.39,0.31,2.13,94.15,0.02,0.00
161,0.78,0.01,0.47,0.12,0.04,0.01,0.03,0.46,0.48,0.00,0.26,0.00,0.10,15.49,24.06,3.94,7.44,46.30,0.00,0.00
162,0.43,0.00,0.43,0.69,0.20,0.14,0.25,1.65,1.50,0.08,6.22,0.02,0.08,2.18,0.89,1.12,4.46,79.67,0.00,0.00
163,0.70,1.25,0.30,0.18,0.01,0.03,0.16,0.43,0.36,0.00,0.71,0.00,0.00,49.98,5.83,2.19,8.73,29.13,0.00,0.00
164,0.87,0.01,0.69,0.71,0.42,0.14,0.39,2.53,1.22,0.02,8.79,0.02,0.13,8.63,11.56,16.65,34.49,12.73,0.00,0.00
165,0.00,0.00,0.12,0.03,0.15,0.00,0.05,0.01,0.15,0.01,0.01,0.00,0.00,4.36,0.00,0.00,0.86,94.27,0.00,0.00
166,0.17,0.01,0.35,0.22,0.20,0.03,0.22,0.21,0.27,0.18,0.35,0.01,0.04,0.18,2.92,0.33,10.15,84.12,0.00,0.05
167,0.13,0.00,0.32,0.06,0.04,0.02,0.00,0.14,0.20,0.00,0.03,0.00,0.00,3.29,0.32,1.70,49.70,44.04,0.00,0.00
168,0.25,0.00,0.48,0.16,0.18,0.03,0.07,0.27,0.31,0.02,0.27,0.03,0.08,16.63,0.26,0.30,40.70,39.96,0.00,0.00
