uniqid_county,NLCD11_11_county,NLCD11_12_county,NLCD11_21_county,NLCD11_22_county,NLCD11_23_county,NLCD11_24_county,NLCD11_31_county,NLCD11_41_county,NLCD11_42_county,NLCD11_43_county,NLCD11_52_county,NLCD11_71_county,NLCD11_81_county,NLCD11_82_county,NLCD11_90_county,NLCD11_95_county,NLCD11_9999_county
500,0.82,0.00,9.68,3.69,1.21,0.45,0.39,35.26,16.55,6.86,3.41,4.82,13.40,2.74,0.70,0.03,0.00
501,4.37,0.00,2.82,1.15,0.33,0.13,0.17,48.34,4.02,6.06,4.94,2.26,16.84,6.37,2.06,0.14,0.00
502,0.50,0.00,5.08,1.44,0.49,0.16,0.18,34.34,16.72,6.48,16.51,5.61,9.02,1.54,1.89,0.05,0.00
503,0.29,0.00,5.06,1.92,0.53,0.20,0.19,27.17,5.87,11.00,4.82,2.71,33.61,6.27,0.33,0.04,0.00
504,0.87,0.00,4.31,0.76,0.29,0.13,0.01,20.46,22.72,9.91,15.04,1.56,9.51,5.83,8.32,0.27,0.00
505,1.46,0.00,3.43,0.27,0.06,0.01,0.09,17.81,22.34,14.01,12.99,1.78,13.09,4.13,7.62,0.92,0.00
506,4.59,0.00,5.11,2.41,0.78,0.31,0.25,33.90,5.96,3.67,11.53,2.67,16.21,9.76,2.71,0.13,0.00
507,5.79,0.00,5.37,1.47,0.47,0.12,0.38,27.69,15.44,9.61,9.70,2.68,11.91,5.71,3.52,0.15,0.00
508,1.27,0.00,4.27,1.37,0.24,0.09,0.22,29.12,28.34,1.00,10.14,7.61,13.11,0.03,3.02,0.17,0.00
509,3.10,0.00,5.89,1.59,0.52,0.15,0.71,40.16,13.80,4.37,5.94,5.32,14.14,1.94,2.27,0.10,0.00
510,1.26,0.00,4.25,1.10,0.32,0.09,0.35,29.63,19.56,9.06,12.52,4.09,13.36,2.04,2.25,0.12,0.00
511,1.17,0.00,3.25,0.46,0.07,0.02,0.08,17.83,25.26,12.05,14.85,1.76,10.81,3.71,7.88,0.79,0.00
512,3.70,0.00,3.64,0.37,0.05,0.02,0.02,19.11,13.30,9.16,11.31,1.28,13.15,2.84,21.45,0.58,0.00
513,0.98,0.00,4.70,1.30,0.31,0.08,0.46,33.13,10.22,6.11,5.98,4.57,26.91,4.54,0.68,0.05,0.00
514,2.26,0.00,4.06,0.22,0.03,0.00,0.25,42.11,30.98,0.88,7.92,6.82,3.30,0.06,1.09,0.02,0.00
515,2.54,0.00,4.19,0.83,0.24,0.11,0.21,24.92,25.06,14.07,8.74,6.23,10.72,0.66,1.47,0.01,0.00
516,1.39,0.00,5.68,1.91,0.68,0.22,0.18,21.53,21.69,8.14,17.27,1.93,7.88,4.11,6.86,0.52,0.00
517,0.35,0.00,3.90,0.48,0.10,0.03,0.03,32.92,11.38,10.42,18.58,2.75,6.15,1.16,11.52,0.24,0.00
518,1.03,0.00,2.79,0.21,0.07,0.02,0.09,19.05,27.89,15.55,15.38,5.73,2.70,0.45,8.99,0.04,0.00
519,2.03,0.00,5.53,2.34,0.71,0.27,0.39,24.44,8.90,5.74,7.18,4.31,33.03,4.39,0.70,0.04,0.00
520,2.23,0.00,6.78,4.60,2.64,0.89,0.54,15.31,11.56,3.19,10.47,1.22,17.94,8.28,13.28,1.07,0.00
521,3.01,0.00,3.66,1.33,0.19,0.06,0.28,36.58,20.53,0.35,8.35,7.87,17.14,0.03,0.57,0.06,0.00
522,0.33,0.00,3.66,0.39,0.12,0.04,0.13,34.26,16.29,11.64,17.10,2.73,3.56,3.78,5.86,0.10,0.00
523,1.71,0.00,6.68,4.27,1.31,0.50,0.39,30.15,20.73,3.33,10.23,5.31,10.26,2.99,1.97,0.16,0.00
524,1.45,0.00,3.84,0.46,0.07,0.02,0.07,22.81,15.60,2.24,14.15,2.20,12.45,10.38,12.99,1.29,0.00
525,4.07,0.00,3.28,0.36,0.05,0.01,0.05,20.35,11.89,9.73,10.23,1.06,19.55,3.58,15.38,0.40,0.00
526,4.64,0.00,4.38,0.52,0.19,0.06,0.28,2.93,0.22,0.69,0.01,0.17,0.53,70.78,14.25,0.37,0.00
527,2.83,0.00,4.99,0.77,0.20,0.05,0.08,3.60,0.07,0.19,0.00,0.03,1.50,75.90,9.68,0.11,0.00
528,0.60,0.00,5.29,2.79,1.38,0.49,0.25,46.46,1.20,0.68,0.05,1.80,38.49,0.06,0.45,0.00,0.00
529,4.42,0.00,3.50,0.65,0.18,0.07,1.05,21.55,20.69,1.70,4.23,6.60,24.22,4.32,5.66,1.15,0.00
530,0.87,0.00,3.64,0.64,0.12,0.04,0.03,41.09,1.22,6.11,0.05,2.22,19.90,18.99,5.05,0.04,0.00
531,6.04,0.00,4.45,1.67,0.36,0.10,0.34,55.19,7.00,8.38,0.07,2.20,14.07,0.03,0.11,0.00,0.00
532,0.73,0.00,1.94,3.11,0.27,0.04,0.06,2.42,52.05,2.45,10.04,2.87,2.40,0.14,21.33,0.16,0.00
533,1.82,0.00,3.87,0.60,0.06,0.01,0.04,27.82,31.31,12.74,4.26,3.62,10.67,1.57,1.42,0.19,0.00
534,0.75,0.00,2.16,2.05,0.33,0.11,0.02,11.12,55.83,4.35,9.32,1.98,4.33,0.06,7.50,0.08,0.00
535,0.29,0.00,2.23,2.90,0.19,0.07,0.03,5.92,47.53,0.63,8.82,2.49,4.63,0.27,23.12,0.88,0.00
536,1.93,0.00,5.43,4.60,1.76,0.77,0.44,28.10,8.12,6.15,4.70,11.49,24.21,0.93,1.14,0.23,0.00
537,4.94,0.00,5.21,1.33,0.37,0.12,0.07,8.88,1.76,1.03,0.23,0.45,11.21,52.96,11.07,0.38,0.00
538,0.05,0.00,2.87,0.23,0.02,0.00,0.03,79.54,4.40,1.17,0.09,2.14,9.33,0.01,0.11,0.00,0.00
539,1.83,0.00,4.23,0.84,0.12,0.03,0.13,22.91,28.18,11.13,9.05,8.76,11.04,0.01,1.54,0.20,0.00
540,1.06,0.00,6.52,1.82,0.90,0.35,0.10,6.18,0.19,0.27,0.01,0.09,4.96,70.71,6.76,0.09,0.00
541,2.24,0.00,3.29,1.28,0.16,0.05,0.03,5.36,16.87,2.22,4.52,1.13,2.74,44.16,15.58,0.39,0.00
542,1.66,0.00,5.59,0.91,0.25,0.07,0.05,7.28,0.12,1.77,0.06,0.11,1.03,68.20,12.59,0.32,0.00
543,6.42,0.00,2.88,1.33,0.26,0.15,0.23,32.89,13.95,16.27,1.70,4.18,19.30,0.14,0.30,0.00,0.00
544,10.37,0.00,3.96,0.51,0.14,0.03,0.20,0.08,1.32,0.55,0.26,0.08,0.71,64.87,16.48,0.42,0.00
545,0.38,0.00,1.13,2.52,0.12,0.02,0.01,3.85,48.68,1.97,8.34,2.04,3.87,0.11,26.28,0.68,0.00
546,1.39,0.00,3.83,1.06,0.21,0.05,0.19,45.93,6.49,1.56,0.15,2.24,36.62,0.03,0.23,0.00,0.00
547,1.06,0.00,4.88,0.50,0.13,0.04,0.01,9.93,0.10,0.37,0.01,0.09,6.77,65.71,10.32,0.09,0.00
548,3.80,0.00,4.20,0.37,0.18,0.08,0.12,1.80,0.75,4.17,0.03,0.04,0.17,53.35,30.21,0.72,0.00
549,5.49,0.00,7.53,8.63,3.93,2.11,0.34,27.96,9.99,1.76,2.07,2.32,7.22,13.60,6.77,0.27,0.00
550,1.20,0.00,4.46,1.01,0.23,0.07,0.28,23.11,18.12,9.16,8.17,9.57,21.55,0.03,2.39,0.64,0.00
551,1.41,0.00,2.04,4.02,0.65,0.17,0.03,3.85,49.16,6.08,10.56,2.59,1.34,0.08,17.35,0.66,0.00
552,0.37,0.00,2.34,1.97,0.17,0.03,0.06,13.26,43.17,4.16,8.96,5.37,11.49,0.19,8.05,0.42,0.00
553,4.38,0.00,5.24,1.83,0.93,0.37,0.22,0.39,0.03,0.20,0.00,0.44,0.20,75.55,9.89,0.33,0.00
554,0.53,0.00,4.18,0.57,0.04,0.01,0.07,54.10,1.72,4.31,0.10,3.15,30.84,0.10,0.26,0.00,0.00
555,2.22,0.00,3.24,1.59,0.41,0.16,0.23,39.41,22.47,4.40,1.08,1.20,21.09,1.35,0.98,0.19,0.00
556,7.50,0.00,3.27,0.42,0.14,0.06,0.75,0.15,0.14,0.68,0.18,0.08,0.19,56.28,29.43,0.74,0.00
557,7.60,0.00,5.81,2.37,0.87,0.35,0.16,33.77,23.45,14.14,3.14,2.48,5.51,0.04,0.31,0.01,0.00
558,3.07,0.00,3.38,3.10,0.91,0.24,0.43,9.37,13.23,7.68,8.71,2.42,18.92,18.50,8.69,1.35,0.00
559,1.40,0.00,3.79,1.62,0.52,0.25,0.18,21.50,6.57,5.51,0.34,1.64,27.42,20.12,8.86,0.28,0.00
560,0.21,0.00,1.58,2.78,0.18,0.03,0.00,4.84,57.99,1.88,9.64,3.52,2.80,0.11,13.99,0.44,0.00
561,1.23,0.00,4.06,1.01,0.27,0.07,0.13,17.26,0.87,6.80,0.03,1.32,11.12,50.32,5.48,0.04,0.00
562,0.53,0.00,2.97,0.65,0.07,0.02,0.13,59.75,8.30,10.28,0.40,3.52,13.23,0.03,0.12,0.00,0.00
563,2.31,0.00,3.97,0.47,0.12,0.03,0.03,1.33,0.22,1.31,0.01,0.05,0.11,54.24,35.24,0.57,0.00
564,0.03,0.00,3.38,0.55,0.10,0.02,0.08,63.26,1.93,0.53,0.16,2.21,27.47,0.03,0.26,0.00,0.00
565,6.45,0.00,3.47,0.62,0.08,0.02,0.52,55.84,7.16,3.57,0.24,2.91,18.91,0.09,0.13,0.00,0.00
566,1.75,0.00,3.40,1.47,0.21,0.04,0.11,31.28,16.88,4.97,2.27,4.20,32.53,0.38,0.33,0.20,0.00
567,5.19,0.00,4.36,0.31,0.11,0.04,0.05,6.26,1.95,3.43,0.07,0.05,3.36,56.66,17.94,0.21,0.00
568,1.73,0.00,3.83,1.52,0.34,0.18,0.25,22.04,22.47,3.25,6.87,6.50,22.97,0.86,6.52,0.67,0.00
569,2.89,0.00,4.05,0.26,0.07,0.02,0.16,3.98,0.12,0.82,0.02,0.19,0.39,71.34,15.20,0.47,0.00
570,2.17,0.00,4.05,1.35,0.32,0.11,0.19,22.41,21.10,5.47,1.79,2.70,28.42,5.35,4.21,0.36,0.00
571,1.88,0.00,4.53,0.71,0.23,0.08,0.04,5.71,0.24,1.36,0.00,0.38,2.66,71.82,10.22,0.13,0.00
572,0.85,0.00,1.54,2.57,0.20,0.06,0.07,2.78,36.57,3.95,10.48,3.73,5.28,13.44,17.86,0.62,0.00
573,1.71,0.00,4.01,0.74,0.17,0.05,0.10,8.38,0.11,1.99,0.09,0.13,1.62,74.14,6.56,0.20,0.00
574,2.08,0.00,3.05,0.97,0.21,0.06,0.10,10.66,41.08,10.89,5.52,4.76,9.05,1.41,9.82,0.33,0.00
575,2.12,0.00,3.42,2.21,0.64,0.20,0.25,47.60,6.85,2.91,0.28,1.80,27.42,3.30,0.68,0.31,0.00
576,0.63,0.00,3.79,0.85,0.12,0.03,0.19,45.08,7.58,15.08,0.19,3.52,22.79,0.05,0.10,0.00,0.00
577,0.36,0.00,3.22,0.57,0.08,0.03,0.02,30.09,33.27,14.53,2.66,3.28,11.56,0.02,0.29,0.02,0.00
578,4.01,0.00,3.04,1.51,0.26,0.03,0.36,13.82,33.99,2.89,7.62,2.98,10.26,12.88,5.67,0.70,0.00
579,2.63,0.00,5.47,1.10,0.48,0.31,0.02,0.07,0.00,0.01,0.00,0.12,0.09,82.84,6.69,0.17,0.00
580,1.91,0.00,5.15,0.90,0.36,0.14,0.08,18.16,0.66,1.22,0.05,0.16,8.19,58.43,4.49,0.11,0.00
581,2.41,0.00,5.19,2.97,0.89,0.44,0.14,32.48,5.31,1.36,0.57,2.32,37.87,4.38,3.35,0.33,0.00
582,4.18,0.00,3.24,3.15,1.06,0.47,0.08,6.84,13.72,0.80,3.25,0.54,1.10,47.54,13.80,0.22,0.00
583,0.24,0.00,3.69,0.84,0.17,0.07,0.20,42.53,18.46,10.41,3.28,5.46,14.50,0.03,0.11,0.03,0.00
584,1.77,0.00,3.56,1.34,0.37,0.13,0.39,42.96,4.96,1.83,0.31,2.32,39.75,0.06,0.23,0.00,0.00
585,2.59,0.00,3.88,1.06,0.19,0.05,0.10,46.21,17.13,4.00,1.15,1.45,20.06,0.81,0.91,0.41,0.00
586,1.29,0.00,2.92,3.35,0.38,0.08,0.19,5.69,46.15,5.62,7.64,2.29,2.72,0.20,21.38,0.11,0.00
587,3.99,0.00,7.87,3.33,1.65,0.62,0.30,38.67,1.15,0.48,0.05,1.81,39.70,0.11,0.27,0.00,0.00
588,1.23,0.00,5.44,3.17,0.81,0.27,0.16,32.07,28.75,8.09,6.29,3.47,5.64,0.25,4.16,0.21,0.00
589,0.16,0.00,2.99,0.43,0.04,0.01,0.11,65.54,3.25,1.81,0.21,2.53,22.68,0.06,0.18,0.00,0.00
590,0.85,0.00,1.18,2.80,0.21,0.05,0.03,1.68,43.58,2.38,13.23,5.37,3.03,0.22,25.18,0.22,0.00
591,1.81,0.00,3.16,0.90,0.12,0.03,0.12,25.81,28.13,11.74,2.95,3.01,17.06,1.51,3.45,0.21,0.00
592,0.41,0.00,4.29,0.80,0.12,0.04,0.10,55.51,3.42,11.67,0.40,3.34,19.63,0.04,0.23,0.00,0.00
593,2.50,0.00,2.90,1.44,0.24,0.05,0.24,23.91,23.84,9.73,3.33,5.91,23.27,1.45,0.95,0.26,0.00
594,1.19,0.00,3.50,1.43,0.29,0.15,0.20,31.35,5.06,13.52,0.23,2.54,24.70,13.52,2.31,0.02,0.00
595,1.53,0.00,4.19,0.34,0.08,0.03,0.03,1.02,0.93,0.48,0.00,0.01,0.15,71.61,19.12,0.48,0.00
596,2.20,0.00,2.00,3.13,0.37,0.09,0.04,1.13,34.46,3.50,10.10,2.81,2.43,19.75,16.92,1.06,0.00
597,2.25,0.00,2.95,0.54,0.06,0.01,0.07,46.60,16.78,16.68,1.99,2.20,9.50,0.03,0.31,0.03,0.00
598,2.72,0.00,3.92,1.19,0.20,0.06,0.22,22.50,17.97,7.87,7.18,9.00,19.57,0.07,6.83,0.72,0.00
599,1.68,0.00,3.62,0.86,0.20,0.08,0.15,52.94,13.44,7.13,0.94,3.41,14.99,0.09,0.44,0.03,0.00
600,1.23,0.00,3.81,1.77,0.42,0.16,0.19,21.28,36.83,8.56,7.00,3.23,10.86,0.90,3.51,0.24,0.00
601,1.44,0.00,6.07,0.61,0.23,0.06,0.05,68.13,12.16,6.23,0.82,0.76,3.21,0.14,0.08,0.00,0.00
602,2.65,0.00,14.07,9.51,2.54,1.02,0.38,20.95,21.29,0.49,1.17,2.84,15.49,0.01,7.35,0.25,0.00
603,0.40,0.00,7.68,2.70,0.66,0.28,0.23,28.00,20.29,8.59,6.97,4.57,16.95,2.08,0.52,0.08,0.00
604,0.81,0.00,3.03,0.68,0.08,0.01,0.43,34.91,29.91,1.59,10.87,7.82,5.29,0.64,3.70,0.24,0.00
605,0.35,0.00,2.95,0.59,0.17,0.08,0.02,24.00,30.43,8.16,4.05,7.02,6.59,9.89,5.52,0.18,0.00
606,1.48,0.00,7.11,0.72,0.21,0.06,0.22,72.16,6.48,3.25,0.78,1.42,5.78,0.20,0.13,0.01,0.00
607,1.64,0.00,6.49,4.04,0.96,0.47,0.24,29.84,19.45,0.53,5.54,4.56,23.64,0.01,2.49,0.11,0.00
608,1.77,0.00,14.92,10.64,3.27,1.72,0.35,21.31,22.86,0.86,3.09,5.72,10.17,0.00,3.32,0.01,0.00
609,0.24,0.00,6.36,1.98,0.33,0.11,0.09,54.20,5.88,10.67,3.42,1.96,13.40,1.02,0.33,0.02,0.00
610,0.83,0.00,7.43,1.76,0.53,0.30,0.12,41.87,16.18,7.22,5.39,2.67,12.89,2.00,0.66,0.14,0.00
611,1.25,0.00,28.88,24.00,8.85,4.35,0.20,13.63,13.29,0.35,0.37,0.89,2.40,0.00,1.44,0.10,0.00
612,8.85,0.00,18.28,11.14,3.29,1.17,0.57,30.75,8.32,0.55,1.01,2.40,12.41,0.00,1.21,0.05,0.00
613,0.32,0.00,7.63,2.09,0.48,0.19,0.12,40.35,9.23,12.33,4.32,2.56,18.36,1.69,0.28,0.04,0.00
614,1.00,0.00,5.33,0.77,0.28,0.11,0.05,71.63,8.11,6.26,1.21,1.36,3.66,0.08,0.13,0.01,0.00
615,1.46,0.00,21.93,23.81,10.26,7.75,0.29,10.11,12.24,0.69,1.59,1.90,4.01,0.13,3.71,0.12,0.00
616,0.23,0.00,7.59,2.95,0.95,0.33,0.18,20.85,11.30,3.98,3.25,13.01,13.16,16.04,5.73,0.45,0.00
617,5.63,0.00,2.03,0.28,0.05,0.01,0.13,20.93,35.72,6.22,6.74,7.00,2.29,6.14,6.24,0.58,0.00
618,2.15,0.00,14.65,9.87,2.60,1.20,0.56,21.33,17.63,0.86,2.60,5.58,17.30,0.02,3.60,0.06,0.00
619,2.57,0.00,4.69,0.91,0.30,0.16,0.70,30.52,25.66,4.28,5.52,11.52,10.00,0.00,3.15,0.02,0.00
620,0.49,0.00,3.02,0.90,0.15,0.03,0.67,22.45,21.41,3.55,7.64,12.89,7.05,11.32,7.94,0.47,0.00
621,0.32,0.00,3.31,1.58,0.34,0.08,0.09,9.46,16.45,2.77,1.04,4.15,5.48,42.44,11.26,1.24,0.00
622,1.40,0.00,7.48,1.62,0.44,0.20,0.33,64.45,10.37,2.10,1.35,3.19,6.45,0.01,0.55,0.05,0.00
623,0.82,0.00,4.63,1.86,0.30,0.09,0.10,12.87,16.70,4.10,2.01,7.21,7.66,25.74,14.44,1.47,0.00
624,2.15,0.00,10.15,4.09,1.20,0.61,0.47,29.14,16.35,6.41,6.38,4.56,15.10,3.00,0.38,0.05,0.00
625,1.24,0.00,5.44,1.94,0.45,0.18,0.52,26.55,19.09,2.36,4.57,8.19,24.13,0.16,5.09,0.10,0.00
626,0.53,0.00,4.83,2.69,0.43,0.19,0.34,37.32,23.13,0.33,8.21,6.04,13.47,0.00,2.42,0.06,0.00
627,0.47,0.00,7.95,1.43,0.46,0.15,0.36,59.24,9.83,3.23,0.96,4.58,11.23,0.00,0.10,0.00,0.00
628,0.91,0.00,3.56,1.20,0.15,0.06,0.18,26.34,30.28,0.70,7.87,6.60,15.75,0.06,6.07,0.28,0.00
629,1.89,0.00,10.21,4.42,1.06,0.39,0.78,23.71,17.87,1.94,3.63,9.87,19.45,0.18,4.59,0.01,0.00
630,0.25,0.00,4.36,1.46,0.21,0.08,0.09,7.67,20.97,4.88,1.66,6.37,7.44,36.77,6.90,0.90,0.00
631,1.14,0.00,23.76,23.87,10.37,4.46,0.43,14.82,10.57,0.41,0.83,2.33,5.22,0.00,1.74,0.04,0.00
632,1.21,0.00,4.31,1.37,0.31,0.16,0.22,14.08,20.42,5.03,2.80,7.17,9.08,24.05,8.88,0.91,0.00
633,0.34,0.00,2.24,0.31,0.06,0.02,0.09,17.68,30.62,4.27,6.39,7.42,4.58,18.88,6.64,0.44,0.00
634,0.25,0.00,6.02,1.24,0.26,0.12,0.05,36.84,15.19,14.19,5.20,2.85,15.27,1.88,0.57,0.08,0.00
635,2.44,0.00,6.97,0.85,0.21,0.04,0.13,75.86,3.35,2.08,0.95,1.41,5.57,0.03,0.09,0.01,0.00
636,7.82,0.00,6.12,3.01,0.81,0.36,0.28,24.66,27.13,0.96,6.22,6.52,12.37,0.02,3.52,0.19,0.00
637,1.14,0.00,4.78,0.65,0.19,0.06,0.16,71.00,10.37,5.24,0.72,1.37,4.13,0.05,0.14,0.01,0.00
638,1.27,0.00,22.51,18.01,8.94,5.42,0.23,20.68,13.91,0.54,1.47,1.53,3.78,0.01,1.64,0.07,0.00
639,0.79,0.00,2.79,0.65,0.11,0.02,0.12,13.85,15.06,3.15,2.36,4.76,5.99,29.15,20.08,1.11,0.00
640,0.63,0.00,3.61,0.80,0.08,0.01,0.13,9.50,19.91,4.88,3.43,9.04,5.60,29.75,11.19,1.43,0.00
641,2.26,0.00,5.07,2.76,0.68,0.38,0.09,10.63,14.53,3.68,1.06,4.85,7.46,35.87,9.35,1.33,0.00
642,0.35,0.00,9.11,1.76,0.50,0.17,0.09,58.24,11.16,4.83,3.58,3.32,6.46,0.08,0.32,0.03,0.00
643,0.48,0.00,2.26,0.34,0.06,0.02,0.04,15.46,30.13,4.90,6.40,8.29,4.05,17.99,9.04,0.54,0.00
644,8.30,0.00,12.59,7.17,2.47,1.02,0.61,39.43,6.58,0.45,0.74,5.16,14.89,0.00,0.57,0.02,0.00
645,2.22,0.00,15.91,8.39,4.17,1.90,0.82,21.37,8.01,4.66,1.69,7.42,6.92,2.38,13.12,1.02,0.00
646,1.74,0.00,8.81,5.15,1.27,0.70,0.27,23.97,19.19,1.44,4.04,5.03,22.08,0.06,5.65,0.59,0.00
647,0.35,0.00,6.14,0.90,0.27,0.08,0.22,70.88,8.41,2.86,0.83,2.88,6.13,0.00,0.06,0.00,0.00
648,0.22,0.00,13.44,6.57,2.12,0.70,0.12,26.80,8.31,12.09,4.29,2.24,21.10,1.16,0.76,0.09,0.00
649,1.10,0.00,4.29,1.54,0.33,0.17,0.19,31.89,29.07,0.98,6.09,8.11,13.12,0.00,3.07,0.05,0.00
650,0.71,0.00,8.32,5.64,1.90,1.18,0.20,15.48,16.68,4.83,2.69,9.62,5.71,8.93,16.81,1.31,0.00
651,2.16,0.00,11.73,14.90,5.10,2.59,0.90,24.32,15.25,5.85,4.14,4.52,2.66,0.96,4.38,0.55,0.00
652,9.82,0.00,2.27,0.57,0.07,0.01,0.09,18.35,28.02,4.93,4.43,3.91,3.85,19.08,4.13,0.47,0.00
653,0.27,0.00,2.39,0.40,0.08,0.02,0.30,23.42,26.11,4.87,10.20,12.12,5.09,9.86,4.51,0.35,0.00
654,1.33,0.00,13.36,11.07,3.02,1.49,0.44,36.06,16.92,0.33,2.79,3.86,7.53,0.01,1.73,0.07,0.00
655,1.70,0.00,8.00,4.67,1.10,0.56,0.25,26.79,25.88,0.67,4.18,4.96,15.35,0.06,5.58,0.25,0.00
656,0.79,0.00,1.72,0.38,0.06,0.01,0.09,28.61,33.69,5.53,6.77,8.14,2.18,6.74,4.91,0.39,0.00
657,1.85,0.00,3.06,1.11,0.23,0.09,0.36,29.70,32.20,0.43,8.90,7.20,12.19,0.01,2.56,0.11,0.00
658,2.51,0.00,5.60,1.30,0.41,0.14,0.80,24.57,24.45,2.61,6.34,10.71,17.04,0.04,3.43,0.05,0.00
659,1.37,0.00,4.46,0.37,0.06,0.02,0.47,32.73,23.18,4.07,5.15,12.62,11.34,0.07,4.06,0.02,0.00
660,0.47,0.00,3.14,0.84,0.17,0.07,0.08,17.51,19.24,6.02,2.49,7.68,7.50,21.20,12.88,0.72,0.00
661,2.56,0.00,4.87,1.39,0.13,0.04,0.17,36.15,28.90,0.56,7.31,6.14,8.35,0.02,3.28,0.15,0.00
662,0.95,0.00,29.33,22.63,9.36,5.42,0.96,12.50,13.28,0.60,0.75,1.75,1.22,0.00,1.24,0.02,0.00
663,1.51,0.00,7.84,3.34,1.07,0.49,0.28,26.59,17.06,13.62,6.97,3.94,13.62,2.61,0.92,0.15,0.00
664,0.43,0.00,3.15,0.79,0.15,0.04,0.08,12.28,21.76,4.08,3.24,4.68,7.13,29.13,12.37,0.72,0.00
665,0.54,0.00,3.50,0.63,0.09,0.03,0.66,22.32,24.81,3.49,6.39,16.35,7.92,3.99,8.93,0.37,0.00
666,2.65,0.00,14.76,6.38,1.86,0.55,0.40,43.50,12.86,3.83,2.26,2.96,7.15,0.08,0.72,0.05,0.00
667,0.79,0.00,4.68,1.49,0.81,0.44,0.69,33.50,22.86,10.30,6.97,9.83,0.84,0.80,5.32,0.65,0.00
668,1.01,0.00,8.09,4.24,0.82,0.38,1.09,21.84,15.91,1.59,3.17,10.84,25.59,0.22,5.21,0.02,0.00
669,1.80,0.00,4.51,1.46,0.23,0.06,0.18,26.34,19.74,1.50,5.81,5.32,26.61,0.16,6.04,0.23,0.00
670,0.82,0.00,12.36,10.31,2.52,0.86,0.94,26.08,7.12,0.76,0.55,6.93,27.25,0.04,3.40,0.05,0.00
671,0.69,0.00,5.66,2.42,0.65,0.19,0.73,47.75,5.53,0.67,1.60,10.13,20.63,0.01,3.28,0.06,0.00
672,0.66,0.00,10.27,6.52,1.42,0.40,0.45,38.99,19.32,0.36,4.61,5.25,9.65,0.00,1.98,0.11,0.00
673,0.79,0.00,9.33,2.66,1.07,0.59,0.14,27.55,13.53,8.13,5.59,3.39,22.23,4.21,0.69,0.10,0.00
674,0.75,0.00,9.02,5.28,1.57,0.54,0.51,35.31,5.25,0.75,0.85,8.91,26.29,0.09,4.62,0.26,0.00
675,0.58,0.00,12.14,5.45,2.30,1.47,0.22,26.34,12.44,11.93,5.79,3.19,15.75,1.25,1.05,0.09,0.00
676,0.64,0.00,8.91,2.78,0.94,0.32,0.31,51.91,8.85,3.47,1.06,5.79,14.78,0.02,0.21,0.00,0.00
677,0.31,0.00,4.65,1.78,0.12,0.03,0.05,20.00,0.05,0.00,0.00,0.77,20.69,51.35,0.18,0.01,0.00
678,2.66,0.00,4.96,1.92,0.19,0.03,0.09,49.50,0.31,0.04,0.00,0.07,26.19,11.27,2.11,0.66,0.00
679,1.64,0.00,5.99,2.02,0.47,0.20,0.06,27.07,0.37,0.00,0.00,0.22,27.20,32.20,2.20,0.35,0.00
680,2.27,0.00,4.65,0.81,0.15,0.07,0.65,65.07,3.46,0.25,0.00,1.02,14.57,6.60,0.40,0.03,0.00
681,4.31,0.00,4.09,3.03,0.49,0.09,0.16,24.43,0.02,0.02,0.00,2.44,28.76,30.55,1.23,0.37,0.00
682,2.23,0.00,4.49,2.79,0.35,0.03,0.08,24.15,0.03,0.00,0.00,0.09,23.02,37.51,4.21,1.02,0.00
683,5.28,0.00,5.70,3.79,0.66,0.13,0.02,21.58,0.07,0.00,0.00,2.01,23.33,34.35,2.51,0.55,0.00
684,3.44,0.00,4.92,3.11,0.46,0.10,0.16,37.72,0.15,0.16,0.00,0.97,20.04,24.39,4.02,0.36,0.00
685,1.88,0.00,5.49,2.42,0.48,0.14,0.23,26.20,1.03,0.14,0.00,0.86,15.24,44.21,1.36,0.31,0.00
686,1.35,0.00,4.03,2.62,0.18,0.02,0.07,49.46,1.25,0.09,0.01,0.32,29.02,8.13,2.08,1.39,0.00
687,5.49,0.00,6.42,4.82,1.28,0.30,0.10,38.18,0.96,0.01,0.00,1.17,28.38,11.33,1.20,0.37,0.00
688,8.20,0.00,4.67,1.73,0.43,0.10,0.26,39.98,0.04,0.02,0.00,0.03,5.25,32.29,6.15,0.86,0.00
689,1.71,0.00,3.96,1.44,0.15,0.04,0.15,20.43,0.67,0.06,0.00,0.44,5.51,62.57,2.57,0.29,0.00
690,1.28,0.00,3.22,0.49,0.04,0.01,0.01,60.77,7.35,0.71,0.01,1.12,14.15,9.52,0.91,0.41,0.00
691,2.95,0.00,4.88,2.40,0.34,0.06,0.16,22.43,0.02,0.00,0.00,5.08,18.70,41.04,1.68,0.26,0.00
692,1.26,0.00,11.35,8.73,4.99,2.20,0.05,21.13,0.91,0.00,0.01,0.58,4.26,43.05,1.20,0.29,0.00
693,0.98,0.00,3.84,0.99,0.20,0.05,0.11,15.12,0.02,0.94,0.09,9.73,52.75,14.71,0.46,0.02,0.00
694,1.50,0.00,4.99,2.22,0.59,0.21,0.18,11.40,0.05,0.71,0.02,18.30,43.42,15.33,0.97,0.11,0.00
695,1.48,0.00,3.55,0.65,0.05,0.01,0.05,9.24,0.00,0.13,0.07,33.08,37.22,14.14,0.32,0.01,0.00
696,1.45,0.00,4.43,1.70,0.32,0.11,0.57,9.76,0.04,0.13,0.11,1.06,32.76,43.40,4.12,0.04,0.00
