uniqid_county,NWALT74_11_county,NWALT74_12_county,NWALT74_21_county,NWALT74_22_county,NWALT74_23_county,NWALT74_24_county,NWALT74_25_county,NWALT74_26_county,NWALT74_27_county,NWALT74_31_county,NWALT74_32_county,NWALT74_33_county,NWALT74_41_county,NWALT74_43_county,NWALT74_44_county,NWALT74_45_county,NWALT74_46_county,NWALT74_50_county,NWALT74_60_county,NWALT74_9999_county
21,0.14,0.00,0.32,0.32,0.16,0.06,0.18,0.76,0.31,0.73,0.36,0.01,0.06,0.30,0.16,0.01,0.28,94.36,1.46,0.00
22,1.22,0.06,0.55,0.71,0.23,0.31,0.28,1.70,0.97,1.34,0.98,0.06,0.03,3.70,2.28,0.22,2.57,81.01,1.79,0.00
23,0.46,0.02,0.81,1.27,0.85,0.44,1.03,2.40,0.87,2.01,0.85,0.03,0.05,6.79,1.59,0.50,1.86,77.38,0.78,0.00
24,0.44,0.00,2.35,5.19,2.83,1.80,11.11,4.46,1.00,4.71,1.42,0.03,0.05,1.15,2.38,0.78,3.64,55.11,1.54,0.00
25,0.03,0.00,0.15,0.01,0.00,0.00,0.01,0.03,0.03,0.00,0.04,0.01,0.00,0.52,0.14,0.15,56.05,42.82,0.00,0.00
26,0.22,0.49,0.14,0.03,0.00,0.00,0.00,0.13,0.15,0.00,0.04,0.00,0.01,0.24,9.48,1.10,16.96,70.68,0.33,0.00
27,0.43,0.00,0.22,0.10,0.01,0.03,0.02,0.10,0.23,0.01,0.11,0.05,0.02,0.52,7.42,0.19,1.67,88.87,0.00,0.00
28,0.97,0.04,0.08,0.01,0.00,0.01,0.01,0.02,0.09,0.00,0.01,0.00,0.00,6.75,0.38,0.12,79.56,11.93,0.00,0.00
29,0.26,0.00,0.18,0.01,0.00,0.00,0.00,0.03,0.06,0.00,0.03,0.00,0.00,1.13,2.82,0.37,8.84,86.25,0.00,0.00
30,0.17,0.13,0.15,0.06,0.01,0.01,0.04,0.08,0.15,0.00,0.09,0.01,0.00,28.01,4.37,0.09,52.18,14.46,0.00,0.00
31,0.12,0.00,0.21,0.05,0.00,0.01,0.01,0.08,0.13,0.00,0.17,0.00,0.00,4.53,4.12,0.11,4.34,82.01,4.10,0.00
32,0.19,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.04,0.00,0.01,0.01,0.05,0.08,8.62,86.26,4.55,0.00
33,0.57,0.55,0.26,0.12,0.01,0.02,0.08,0.11,0.22,0.01,0.20,0.02,0.00,1.37,18.05,0.49,4.87,72.92,0.12,0.00
34,0.12,0.26,0.26,0.08,0.01,0.03,0.01,0.17,0.20,0.00,0.20,0.05,0.02,0.34,15.27,0.98,7.71,73.60,0.68,0.00
35,0.01,0.00,0.14,0.01,0.00,0.00,0.00,0.04,0.14,0.00,0.01,0.00,0.00,34.50,4.90,0.01,49.38,10.85,0.00,0.00
36,0.35,0.00,0.20,0.02,0.00,0.01,0.00,0.02,0.05,0.00,0.19,0.00,0.01,0.07,1.34,0.14,4.44,93.13,0.01,0.00
37,0.13,0.00,0.26,0.01,0.00,0.01,0.00,0.07,0.02,0.00,0.08,0.00,0.00,0.06,0.50,0.61,44.25,54.00,0.00,0.00
38,0.75,0.06,0.20,0.07,0.03,0.01,0.03,0.13,0.22,0.00,0.05,0.00,0.00,72.82,1.33,0.29,21.45,2.55,0.00,0.00
39,0.32,0.08,0.40,0.20,0.04,0.05,0.11,0.29,0.24,0.00,0.13,0.15,0.01,52.35,3.02,0.08,36.62,5.90,0.00,0.00
40,0.78,0.12,0.51,0.17,0.05,0.04,0.06,0.28,0.21,0.00,0.26,0.01,0.00,66.06,2.67,0.35,23.61,4.83,0.00,0.00
41,0.31,0.01,0.27,0.13,0.02,0.02,0.12,0.15,0.21,0.00,0.19,0.02,0.01,67.15,4.38,0.16,16.05,10.80,0.00,0.00
42,0.01,0.00,0.13,0.03,0.00,0.00,0.00,0.06,0.18,0.00,0.02,0.00,0.00,70.40,11.65,0.00,13.01,4.50,0.00,0.00
43,1.94,0.11,0.40,0.33,0.17,0.10,0.23,0.67,0.44,0.00,0.75,0.04,0.00,51.66,1.27,1.14,34.47,6.25,0.00,0.00
44,0.39,0.09,0.16,0.03,0.01,0.01,0.00,0.08,0.12,0.00,0.15,0.00,0.00,20.91,1.51,0.32,74.50,1.74,0.00,0.00
45,0.56,0.02,0.26,0.07,0.01,0.02,0.00,0.19,0.20,0.00,0.11,0.00,0.00,59.03,1.44,1.31,34.04,2.74,0.00,0.00
46,0.14,0.00,0.09,0.02,0.00,0.00,0.00,0.05,0.14,0.00,0.02,0.00,0.00,51.88,6.83,0.03,21.59,19.19,0.00,0.00
47,0.51,0.09,0.16,0.01,0.00,0.00,0.00,0.03,0.15,0.00,0.07,0.00,0.00,48.78,0.85,0.49,44.66,4.18,0.00,0.00
48,0.27,0.05,0.29,0.05,0.02,0.01,0.00,0.10,0.16,0.00,0.12,0.00,0.00,38.86,1.13,0.16,57.18,1.59,0.00,0.00
49,0.36,0.00,0.35,0.03,0.00,0.00,0.00,0.07,0.21,0.00,0.03,0.00,0.00,85.67,2.00,0.05,8.10,3.12,0.00,0.00
50,0.02,0.00,0.17,0.04,0.01,0.01,0.00,0.09,0.20,0.00,0.06,0.00,0.00,49.21,5.35,0.00,31.87,12.95,0.00,0.00
51,0.09,0.00,0.22,0.08,0.02,0.00,0.00,0.14,0.26,0.00,0.08,0.03,0.00,71.75,6.21,0.05,16.09,4.96,0.00,0.00
52,1.13,0.10,0.25,0.04,0.01,0.01,0.00,0.13,0.19,0.00,0.06,0.00,0.00,61.54,1.08,0.35,30.88,4.23,0.00,0.00
53,1.23,0.09,0.25,0.05,0.01,0.01,0.00,0.12,0.18,0.00,0.05,0.01,0.00,24.67,0.31,0.40,69.44,3.18,0.00,0.00
54,0.43,0.01,0.24,0.04,0.00,0.00,0.00,0.06,0.18,0.00,0.04,0.00,0.00,79.23,5.03,0.11,7.68,6.93,0.00,0.00
55,0.56,0.06,0.30,0.02,0.00,0.00,0.00,0.06,0.14,0.00,0.10,0.00,0.00,21.64,3.32,0.17,71.84,1.47,0.29,0.00
56,1.08,0.07,0.20,0.05,0.02,0.01,0.00,0.16,0.23,0.00,0.16,0.01,0.00,43.28,0.44,1.54,47.58,5.18,0.00,0.00
57,0.54,0.02,0.56,0.37,0.19,0.08,0.18,0.80,0.40,0.01,0.39,0.01,0.00,64.74,1.63,1.41,21.73,6.92,0.00,0.00
58,0.03,0.00,0.15,0.04,0.00,0.00,0.00,0.11,0.24,0.00,0.01,0.00,0.00,64.55,1.76,0.01,24.70,8.38,0.00,0.00
59,0.31,0.00,0.09,0.02,0.00,0.00,0.00,0.04,0.15,0.00,0.02,0.00,0.00,58.02,9.53,0.03,9.50,22.28,0.00,0.00
60,1.36,0.52,0.14,0.05,0.01,0.01,0.00,0.17,0.20,0.00,0.11,0.00,0.00,58.95,1.24,0.51,31.47,5.26,0.00,0.00
61,2.01,0.03,1.16,1.80,1.22,0.51,2.47,3.06,0.99,2.37,1.40,0.01,0.00,56.01,4.06,1.14,16.03,5.74,0.00,0.00
62,0.48,0.05,0.20,0.03,0.00,0.00,0.00,0.09,0.21,0.00,0.03,0.00,0.00,45.83,4.34,0.10,45.87,2.77,0.00,0.00
63,1.03,0.08,0.44,0.10,0.05,0.02,0.02,0.32,0.33,0.00,0.21,0.00,0.00,68.48,1.69,1.54,19.01,6.67,0.00,0.00
64,0.37,0.10,0.44,0.08,0.03,0.02,0.11,0.15,0.22,0.00,0.11,0.01,0.00,61.64,0.71,0.70,31.80,3.50,0.00,0.00
65,1.65,0.02,0.33,0.37,0.14,0.09,0.18,0.53,0.27,0.67,0.24,0.02,0.11,0.06,0.08,0.01,0.45,94.66,0.15,0.00
66,0.11,0.00,0.08,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.11,0.00,0.01,0.14,0.01,0.11,71.34,28.08,0.00,0.00
67,0.45,0.00,0.10,0.02,0.01,0.01,0.00,0.06,0.03,0.00,0.08,0.00,0.02,0.19,0.02,0.00,5.69,93.30,0.00,0.00
68,0.07,0.00,0.26,0.08,0.05,0.02,0.07,0.15,0.09,0.00,0.37,0.02,0.11,1.51,0.30,0.01,46.27,50.63,0.00,0.00
69,0.05,0.00,0.29,0.01,0.00,0.00,0.00,0.02,0.02,0.00,0.06,0.00,0.02,0.03,0.01,0.00,65.65,33.84,0.00,0.00
70,0.12,0.00,0.28,0.02,0.00,0.00,0.00,0.03,0.11,0.00,0.11,0.01,0.02,0.74,0.07,0.03,56.80,41.66,0.00,0.00
71,0.01,0.00,0.16,0.04,0.01,0.00,0.00,0.09,0.08,0.00,0.16,0.01,0.58,0.01,0.03,0.02,4.30,85.00,9.50,0.00
72,0.01,0.00,0.14,0.02,0.06,0.01,0.03,0.03,0.05,0.00,0.13,0.01,0.01,0.13,0.01,0.00,7.62,91.71,0.02,0.00
73,0.38,0.00,0.18,0.09,0.02,0.01,0.01,0.14,0.15,0.00,0.28,0.01,0.18,0.42,0.87,0.32,23.66,73.12,0.14,0.00
74,0.17,0.00,0.18,0.05,0.01,0.01,0.03,0.06,0.16,0.00,0.12,0.01,0.02,15.81,0.15,0.01,67.92,15.31,0.00,0.00
75,0.06,0.00,0.27,0.15,0.23,0.08,0.15,0.30,0.30,0.00,0.53,0.04,0.04,32.91,0.66,0.01,60.08,4.20,0.00,0.00
76,0.07,0.00,0.29,0.06,0.00,0.00,0.00,0.12,0.05,0.00,0.66,0.00,0.23,0.12,0.51,0.22,8.09,87.67,1.88,0.00
77,0.00,0.00,0.12,0.01,0.01,0.00,0.00,0.01,0.02,0.00,0.06,0.00,0.02,0.35,0.08,0.00,12.83,85.86,0.59,0.05
78,0.30,0.54,0.21,0.07,0.02,0.02,0.06,0.11,0.09,0.01,0.24,0.05,0.12,1.12,0.16,0.03,3.58,92.49,0.78,0.00
79,0.14,0.00,0.21,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.03,0.03,0.02,0.53,0.05,0.05,77.75,21.16,0.00,0.00
80,0.12,0.00,0.13,0.03,0.00,0.01,0.01,0.04,0.05,0.00,0.10,0.00,0.10,0.02,0.00,0.06,6.04,93.29,0.00,0.00
81,0.42,0.00,0.28,0.03,0.00,0.00,0.01,0.06,0.11,0.00,0.27,0.02,0.01,5.42,0.06,0.00,52.65,40.66,0.00,0.00
82,0.27,0.00,0.26,0.02,0.00,0.01,0.01,0.05,0.03,0.00,0.11,0.01,0.01,0.46,0.19,0.15,45.70,52.73,0.00,0.00
83,0.16,0.00,0.20,0.87,0.01,0.32,0.03,1.81,0.54,0.04,6.78,0.04,0.07,0.04,0.05,0.00,0.01,88.12,0.91,0.00
84,0.17,0.21,0.89,2.04,0.68,0.55,1.63,2.75,0.67,4.58,0.42,0.03,0.08,0.31,1.82,0.03,21.92,61.24,0.00,0.00
85,0.11,0.00,0.23,0.16,0.05,0.05,0.06,0.23,0.29,0.55,0.32,0.06,0.03,3.97,0.09,0.01,6.50,87.24,0.03,0.03
86,0.07,0.00,0.21,0.05,0.01,0.01,0.05,0.10,0.08,0.00,0.11,0.06,0.02,1.06,0.05,0.01,29.47,68.36,0.27,0.00
87,0.21,0.00,0.30,0.17,0.03,0.02,0.00,0.54,0.32,0.00,1.04,0.02,0.01,3.04,1.60,0.02,21.55,71.14,0.00,0.00
88,0.54,0.00,0.19,0.02,0.00,0.00,0.00,0.04,0.07,0.00,0.15,0.01,0.01,0.38,0.36,0.13,6.67,89.64,1.78,0.00
89,0.27,0.00,0.16,0.02,0.00,0.00,0.01,0.03,0.03,0.00,0.15,0.00,0.01,0.03,0.09,0.05,35.96,61.24,1.95,0.00
90,0.04,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,13.22,79.40,7.22,0.00
91,0.14,0.03,0.19,0.05,0.02,0.02,0.00,0.11,0.18,0.34,0.12,0.01,0.03,0.45,0.41,0.04,11.52,86.27,0.08,0.00
92,0.04,0.00,0.44,0.21,0.02,0.04,0.04,0.28,0.26,1.20,0.41,0.03,0.04,0.74,0.06,0.02,17.56,73.30,5.29,0.00
93,0.09,0.02,0.15,0.01,0.00,0.01,0.00,0.02,0.04,0.00,0.07,0.01,0.01,0.56,0.11,0.01,15.93,82.94,0.00,0.00
94,0.00,0.00,0.16,0.02,0.00,0.02,0.00,0.07,0.05,0.00,0.22,0.01,0.01,0.05,0.01,0.00,47.72,50.11,1.55,0.00
95,0.10,0.00,0.14,0.02,0.02,0.00,0.00,0.04,0.03,0.00,0.22,0.00,0.12,0.00,0.00,0.01,19.92,79.36,0.01,0.00
96,0.01,0.00,0.25,0.05,0.01,0.01,0.01,0.06,0.15,0.00,0.15,0.00,0.01,1.11,0.06,0.01,13.51,84.56,0.00,0.05
97,0.33,0.00,0.22,0.01,0.00,0.00,0.00,0.01,0.03,0.00,0.03,0.00,0.01,0.05,0.17,0.25,51.01,42.66,5.23,0.00
98,0.08,0.00,0.13,0.01,0.00,0.00,0.00,0.02,0.02,0.00,0.08,0.00,0.01,2.34,0.25,0.02,77.84,19.19,0.00,0.00
99,2.03,0.00,0.65,0.50,0.27,0.13,0.24,1.00,0.75,0.01,1.36,0.17,0.00,9.08,6.48,6.35,40.28,30.70,0.00,0.00
100,1.16,0.00,0.34,0.09,0.03,0.07,0.02,0.29,0.44,0.00,0.34,0.00,0.01,37.77,0.77,4.49,38.36,15.81,0.00,0.00
101,13.58,0.16,0.45,0.09,0.02,0.02,0.00,0.42,0.89,0.00,0.35,0.00,0.00,4.14,9.82,8.45,24.46,37.14,0.00,0.00
102,0.37,0.01,0.17,0.07,0.00,0.03,0.09,0.11,0.24,0.03,0.15,0.00,0.00,28.97,0.98,0.20,12.01,56.57,0.00,0.00
103,1.96,0.00,0.54,0.16,0.03,0.07,0.03,0.56,0.58,0.00,0.38,0.07,0.25,4.14,7.62,3.72,23.39,56.50,0.00,0.00
104,0.94,0.00,0.25,0.05,0.01,0.00,0.03,0.23,0.18,0.00,0.25,0.00,0.00,16.62,2.49,6.31,57.31,15.35,0.00,0.00
105,0.92,0.00,0.29,0.10,0.00,0.02,0.10,0.19,0.25,0.00,0.06,0.02,0.00,61.16,1.78,5.31,23.62,6.19,0.00,0.00
106,1.21,0.01,0.34,0.05,0.02,0.01,0.02,0.06,0.16,0.00,0.03,0.00,0.00,18.26,0.50,0.71,65.26,13.37,0.00,0.00
107,0.62,0.07,0.23,0.05,0.01,0.00,0.00,0.14,0.23,0.00,0.05,0.00,0.00,65.32,2.11,3.33,20.64,7.20,0.00,0.00
108,0.57,0.00,0.29,0.03,0.00,0.00,0.00,0.11,0.24,0.00,0.06,0.00,0.00,21.71,0.78,1.11,58.37,16.72,0.00,0.00
109,1.43,0.00,2.50,5.00,1.78,1.41,5.86,6.30,1.61,14.03,4.33,0.01,0.01,11.03,5.87,2.97,14.44,21.40,0.00,0.00
110,0.06,0.00,0.24,0.07,0.03,0.02,0.02,0.11,0.21,0.00,0.09,0.01,0.02,34.01,1.06,0.14,54.88,9.02,0.00,0.00
111,0.29,0.00,0.15,0.02,0.02,0.00,0.00,0.04,0.17,0.00,0.11,0.01,0.00,6.14,0.14,0.61,72.13,20.16,0.00,0.00
112,1.31,0.01,0.29,0.07,0.01,0.02,0.05,0.22,0.24,0.00,0.15,0.00,0.01,50.30,1.14,1.62,18.46,26.11,0.00,0.00
113,0.18,0.02,0.53,0.17,0.11,0.03,0.02,0.40,0.22,0.00,0.53,0.02,0.00,15.07,0.37,0.97,44.31,37.05,0.00,0.00
114,1.71,0.01,0.73,0.07,0.04,0.02,0.07,0.23,0.34,0.00,0.12,0.01,0.00,33.75,1.94,5.93,45.93,9.08,0.00,0.00
115,0.09,0.00,0.12,0.05,0.00,0.00,0.12,0.02,0.24,0.03,0.02,0.00,0.00,30.59,0.81,0.16,15.40,52.37,0.00,0.00
116,0.67,0.00,0.36,0.05,0.08,0.01,0.02,0.14,0.21,0.00,0.13,0.00,0.00,36.84,0.67,2.56,45.11,13.15,0.00,0.00
117,2.67,0.44,0.19,0.06,0.08,0.02,0.00,0.19,0.21,0.00,0.08,0.00,0.00,59.39,0.69,2.48,18.20,15.30,0.00,0.00
118,3.12,0.05,0.48,0.09,0.01,0.06,0.00,0.17,0.37,0.00,0.26,0.00,0.00,8.15,11.80,9.76,26.84,38.83,0.00,0.00
119,0.41,0.05,0.24,0.02,0.01,0.00,0.00,0.04,0.19,0.00,0.03,0.00,0.00,20.28,0.60,0.14,46.85,31.13,0.00,0.00
120,1.39,0.00,0.27,0.25,0.11,0.07,0.17,0.65,0.57,0.00,1.65,0.00,0.00,12.52,1.51,5.98,50.16,24.69,0.00,0.00
121,1.29,0.11,0.60,0.31,0.24,0.11,0.33,0.72,0.48,0.00,0.56,0.05,0.03,45.87,6.87,2.56,26.65,13.21,0.00,0.00
122,0.42,0.01,0.34,0.21,0.34,0.05,0.20,0.31,0.30,0.01,0.50,0.00,0.04,55.36,0.55,0.27,5.66,35.42,0.00,0.00
123,0.01,0.00,0.25,0.02,0.00,0.00,0.00,0.04,0.11,0.00,0.02,0.00,0.00,18.35,0.97,0.05,71.29,8.89,0.00,0.00
124,0.14,0.00,0.30,0.03,0.04,0.00,0.00,0.09,0.17,0.00,0.07,0.01,0.00,10.62,0.65,1.59,62.07,23.75,0.47,0.00
125,1.38,0.00,0.62,0.17,0.05,0.06,0.04,0.33,0.91,0.01,0.45,0.10,0.00,16.62,8.58,5.22,46.34,19.11,0.00,0.00
126,0.92,0.00,0.50,0.18,0.06,0.04,0.06,0.42,0.62,0.00,0.52,0.00,0.00,22.07,1.97,4.89,54.75,12.99,0.00,0.00
127,1.48,0.00,0.21,0.08,0.00,0.01,0.03,0.21,0.29,0.00,0.09,0.00,0.07,46.90,1.76,3.60,33.72,11.54,0.00,0.00
128,0.64,0.00,0.28,0.11,0.09,0.02,0.03,0.25,0.26,0.00,0.25,0.02,0.00,19.30,0.54,0.79,64.77,12.62,0.00,0.00
129,1.04,0.01,0.16,0.10,0.01,0.01,0.00,0.23,0.38,0.00,0.17,0.00,0.00,58.68,1.71,4.94,26.60,5.94,0.00,0.00
130,1.41,0.00,0.50,0.48,0.76,0.17,0.54,0.84,0.55,1.27,1.21,0.03,0.07,14.59,0.59,5.66,45.72,23.85,1.75,0.00
131,0.72,0.00,0.43,0.05,0.00,0.01,0.00,0.29,0.26,0.00,0.14,0.00,0.02,43.61,2.83,9.25,35.63,6.76,0.00,0.00
132,1.27,0.00,0.41,0.18,0.07,0.06,0.12,0.33,0.31,0.01,0.17,0.01,0.00,37.74,0.58,1.52,46.99,10.22,0.00,0.00
133,0.44,0.00,0.36,0.41,0.31,0.08,0.34,0.75,0.45,0.00,0.40,0.03,0.00,63.16,1.73,7.90,19.90,3.74,0.00,0.00
134,0.40,0.00,0.37,0.06,0.01,0.04,0.04,0.20,0.27,0.02,0.15,0.00,0.00,60.30,0.96,0.99,23.44,12.75,0.00,0.00
135,1.42,0.00,0.35,0.16,0.03,0.07,0.04,0.42,0.82,0.08,0.95,0.00,0.00,21.64,2.90,6.77,42.09,22.26,0.00,0.00
136,1.19,0.00,0.58,0.19,0.12,0.03,0.07,0.49,0.55,0.00,0.22,0.02,0.00,12.29,9.90,7.29,40.72,26.33,0.00,0.00
137,0.88,0.00,0.58,0.11,0.06,0.02,0.00,0.44,0.52,0.00,1.02,0.03,0.00,4.25,8.64,5.76,45.56,32.14,0.00,0.00
138,2.72,0.00,0.69,1.24,0.28,0.37,0.75,1.55,1.59,3.53,0.86,0.00,0.00,7.74,10.55,3.84,22.16,42.13,0.00,0.00
139,1.39,0.00,0.74,0.41,0.15,0.07,0.10,0.57,0.78,0.93,0.57,0.03,0.00,48.21,2.47,5.31,28.15,10.13,0.00,0.00
140,1.41,0.05,0.22,0.07,0.03,0.01,0.09,0.06,0.16,0.00,0.06,0.01,0.00,26.93,0.42,0.56,65.07,4.83,0.00,0.00
141,1.49,0.00,0.67,0.40,0.27,0.10,0.18,0.70,0.76,0.00,1.79,0.06,0.03,3.73,7.13,6.01,24.71,51.97,0.00,0.00
142,1.44,0.00,0.50,0.38,0.08,0.08,0.25,0.65,1.11,0.01,1.04,0.00,0.00,5.21,7.03,5.12,39.37,37.73,0.00,0.00
143,0.37,0.00,0.70,0.27,0.24,0.07,0.16,0.48,0.39,0.01,0.70,0.14,0.18,24.47,0.76,0.11,15.69,55.27,0.00,0.00
144,0.13,0.00,0.21,0.02,0.00,0.00,0.02,0.04,0.11,0.00,0.09,0.00,0.00,19.80,0.17,0.03,4.13,75.25,0.00,0.00
145,0.62,0.01,0.21,0.07,0.00,0.01,0.08,0.09,0.24,0.01,0.04,0.01,0.02,57.28,0.58,0.25,28.52,11.97,0.00,0.00
146,0.01,0.00,0.12,0.01,0.00,0.00,0.00,0.02,0.01,0.00,0.08,0.01,0.00,0.05,0.00,0.00,8.26,91.38,0.02,0.02
147,0.21,0.01,0.16,0.13,0.02,0.02,0.01,0.29,0.54,0.01,0.78,0.00,0.00,8.54,10.21,0.64,7.12,71.28,0.00,0.05
148,0.07,0.00,0.17,0.03,0.00,0.02,0.00,0.04,0.14,0.00,0.13,0.00,0.00,0.13,0.05,0.03,19.48,79.67,0.00,0.02
149,0.03,0.00,0.12,0.04,0.00,0.00,0.06,0.03,0.15,0.01,0.03,0.01,0.00,18.04,0.15,0.26,33.85,47.21,0.00,0.00
150,0.47,0.00,0.52,0.64,0.29,0.10,0.31,0.90,0.81,0.90,0.21,0.01,0.01,11.42,0.50,0.00,2.98,79.93,0.00,0.00
151,0.41,0.00,0.32,0.07,0.01,0.05,0.03,0.16,0.29,0.00,0.21,0.01,0.00,4.87,0.27,0.13,16.70,76.46,0.00,0.00
152,0.01,0.00,0.17,0.05,0.05,0.00,0.01,0.11,0.16,0.00,0.15,0.00,0.03,4.42,8.45,0.57,8.80,76.97,0.06,0.00
153,0.21,0.00,0.39,0.12,0.01,0.01,0.05,0.25,0.36,0.00,0.17,0.02,0.04,56.48,0.63,0.08,37.45,3.73,0.00,0.00
154,0.49,0.00,0.37,0.12,0.02,0.04,0.00,0.31,0.62,0.00,0.28,0.01,0.01,9.19,2.23,1.64,14.59,70.09,0.00,0.00
155,0.08,0.01,0.37,0.05,0.07,0.01,0.00,0.12,0.11,0.00,0.20,0.01,0.00,6.17,0.07,0.40,56.67,35.66,0.00,0.00
156,0.04,0.00,0.27,0.04,0.01,0.00,0.02,0.06,0.16,0.00,0.08,0.00,0.00,30.51,1.87,0.08,62.08,4.79,0.00,0.00
157,0.14,0.00,0.43,0.09,0.07,0.02,0.00,0.31,0.37,0.00,0.43,0.00,0.02,2.82,0.95,0.60,14.01,79.74,0.00,0.00
158,0.16,0.00,0.24,0.19,0.56,0.08,0.07,0.44,0.28,0.44,0.50,0.03,0.01,3.61,1.52,3.50,37.92,50.45,0.00,0.00
159,0.41,0.00,0.23,0.06,0.10,0.00,0.02,0.11,0.25,0.00,0.04,0.01,0.03,46.58,5.21,0.03,20.03,26.88,0.00,0.00
160,0.10,0.00,0.35,0.16,0.02,0.02,0.00,0.26,0.42,0.00,0.59,0.00,0.00,0.42,0.39,0.32,2.16,94.79,0.02,0.00
161,0.76,0.01,0.42,0.11,0.04,0.01,0.00,0.44,0.48,0.00,0.26,0.00,0.06,16.96,25.30,3.95,6.72,44.48,0.00,0.00
162,0.42,0.00,0.38,0.52,0.15,0.09,0.02,0.69,1.43,0.00,1.45,0.01,0.09,2.61,1.40,1.11,5.26,84.38,0.00,0.00
163,0.70,1.25,0.29,0.16,0.01,0.02,0.13,0.43,0.36,0.00,0.76,0.00,0.00,49.36,5.54,2.34,8.77,29.87,0.00,0.00
164,0.85,0.01,0.55,0.50,0.30,0.08,0.17,0.98,1.41,0.01,2.00,0.02,0.14,8.06,9.74,17.52,40.15,17.50,0.00,0.00
165,0.00,0.00,0.10,0.02,0.14,0.00,0.00,0.05,0.14,0.00,0.02,0.00,0.00,3.79,0.37,0.00,0.86,94.50,0.00,0.00
