uniqid_county,NWALT74_11_county,NWALT74_12_county,NWALT74_21_county,NWALT74_22_county,NWALT74_23_county,NWALT74_24_county,NWALT74_25_county,NWALT74_26_county,NWALT74_27_county,NWALT74_31_county,NWALT74_32_county,NWALT74_33_county,NWALT74_41_county,NWALT74_43_county,NWALT74_44_county,NWALT74_45_county,NWALT74_46_county,NWALT74_50_county,NWALT74_60_county,NWALT74_9999_county
705,2.83,0.85,0.21,0.11,0.02,0.02,0.00,0.36,0.28,0.00,0.08,0.01,0.02,19.01,34.99,2.83,29.32,9.06,0.00,0.00
706,0.52,0.07,0.23,0.05,0.00,0.00,0.00,0.20,0.16,0.00,0.09,0.00,0.06,3.64,21.55,9.86,51.17,12.41,0.00,0.00
707,1.14,0.12,0.20,0.04,0.00,0.02,0.02,0.17,0.21,0.00,0.03,0.00,0.01,4.06,16.95,7.80,62.49,6.58,0.17,0.00
708,2.80,0.00,0.36,0.41,0.11,0.03,0.18,0.63,1.22,0.05,0.33,0.03,0.01,10.84,33.70,1.17,1.16,46.98,0.00,0.00
709,0.20,0.00,0.38,0.35,0.04,0.05,0.00,0.93,1.83,0.00,1.34,0.07,0.16,0.35,8.40,0.56,1.49,83.81,0.03,0.00
710,1.56,0.00,0.95,0.49,0.32,0.05,0.00,1.35,3.00,0.00,1.23,0.07,0.18,0.93,23.11,1.54,2.82,62.33,0.06,0.00
711,5.98,0.53,0.31,0.32,0.12,0.08,0.11,0.64,1.17,0.03,0.37,0.01,0.01,31.17,16.72,2.16,0.51,39.76,0.00,0.00
712,1.40,4.44,0.82,0.32,0.19,0.10,0.14,0.80,0.64,0.04,2.45,0.12,0.16,23.02,11.17,0.92,1.22,52.05,0.00,0.00
713,0.36,0.00,0.52,0.30,0.07,0.05,0.13,1.09,1.21,0.01,3.34,0.00,0.52,0.08,0.71,0.45,0.14,90.61,0.39,0.00
714,0.09,0.00,0.57,0.13,0.01,0.01,0.00,0.29,1.39,0.00,0.35,0.01,0.01,5.75,47.29,1.81,1.01,41.29,0.00,0.00
715,0.56,0.02,1.18,0.74,0.41,0.16,0.23,1.65,1.50,0.01,0.64,0.05,0.04,15.47,44.85,1.20,0.97,30.26,0.06,0.00
716,5.91,2.67,0.94,0.34,0.35,0.12,0.29,0.67,1.16,0.60,0.35,0.07,0.01,54.87,12.21,0.38,0.07,18.87,0.11,0.00
717,0.53,1.31,0.55,0.08,0.05,0.01,0.00,0.39,0.50,0.00,1.17,0.06,0.07,43.10,14.24,1.11,0.70,36.12,0.00,0.00
718,0.37,0.00,0.51,0.11,0.02,0.00,0.00,0.18,1.04,0.00,0.44,0.02,0.07,0.28,5.09,0.26,0.97,90.64,0.00,0.00
719,0.78,0.00,0.32,0.16,0.10,0.00,0.00,0.13,0.84,0.00,0.48,0.00,0.07,0.36,6.14,0.41,1.04,89.16,0.00,0.00
720,10.59,3.25,0.95,0.22,0.24,0.11,0.00,0.70,1.14,0.00,4.48,0.17,0.00,19.18,17.34,2.78,0.52,38.32,0.02,0.00
721,0.14,0.00,0.69,0.28,0.04,0.01,0.09,0.75,1.08,0.06,3.71,0.00,0.66,0.01,0.32,0.06,0.04,92.04,0.00,0.00
722,3.81,0.00,0.61,0.23,0.11,0.02,0.00,0.45,2.39,0.00,0.24,0.00,0.03,7.73,28.10,1.15,0.85,54.26,0.00,0.00
723,0.61,0.00,0.39,0.10,0.04,0.00,0.00,0.15,0.91,0.00,0.23,0.00,0.02,5.73,41.94,1.89,2.04,45.97,0.00,0.00
724,0.36,0.01,0.09,0.12,0.06,0.01,0.00,0.41,1.10,0.00,0.47,0.00,0.00,4.29,34.22,2.23,1.94,54.68,0.00,0.00
725,1.80,0.01,0.21,0.05,0.00,0.02,0.00,0.06,0.80,0.00,0.31,0.00,0.00,3.48,22.29,1.20,1.87,45.73,22.17,0.00
726,8.27,1.86,0.30,0.03,0.06,0.00,0.00,0.36,0.32,0.00,1.01,0.03,0.41,19.80,17.70,2.99,1.95,44.71,0.20,0.00
727,5.03,0.00,0.25,0.26,0.09,0.02,0.00,0.48,1.82,0.00,0.16,0.00,0.03,5.50,14.57,0.50,0.61,70.67,0.00,0.00
728,0.08,0.00,0.58,0.06,0.03,0.00,0.00,0.11,0.79,0.00,0.24,0.01,0.00,4.64,33.75,1.62,1.86,56.22,0.00,0.00
729,1.07,0.00,0.33,0.09,0.02,0.01,0.03,0.22,1.23,0.01,0.13,0.00,0.01,3.59,52.61,2.40,1.16,36.39,0.71,0.00
730,11.13,9.10,0.43,0.17,0.09,0.01,0.11,0.58,0.45,0.02,0.44,0.01,0.00,53.47,7.96,0.42,0.02,15.61,0.00,0.00
731,0.11,0.00,0.40,0.10,0.01,0.00,0.00,0.09,1.13,0.00,0.75,0.00,0.08,0.33,12.59,1.24,3.54,79.63,0.00,0.00
732,1.11,0.92,0.75,0.10,0.03,0.01,0.00,0.29,0.60,0.00,0.22,0.03,0.07,17.59,14.68,0.65,1.26,61.69,0.00,0.00
733,7.91,7.86,0.22,0.08,0.06,0.00,0.00,0.23,0.43,0.00,0.38,0.02,0.00,43.30,15.39,1.38,0.07,22.63,0.04,0.00
734,0.30,0.12,0.62,0.13,0.05,0.00,0.03,0.43,0.95,0.00,0.46,0.00,0.00,33.51,31.13,0.87,0.70,30.68,0.01,0.00
735,0.59,0.00,0.97,0.59,0.58,0.15,0.18,1.32,2.31,0.01,0.62,0.02,0.00,2.52,47.08,1.70,1.79,39.56,0.00,0.00
736,0.20,0.01,0.64,0.09,0.02,0.01,0.00,0.23,1.02,0.00,0.17,0.00,0.00,18.26,36.85,1.11,0.48,40.93,0.00,0.00
737,16.26,0.21,0.59,0.12,0.01,0.01,0.00,0.25,0.46,0.00,1.29,0.00,0.00,9.48,11.00,1.76,0.89,57.68,0.00,0.00
738,0.39,0.24,0.89,0.19,0.11,0.03,0.00,0.49,1.07,0.00,0.76,0.01,0.01,9.97,35.54,1.53,1.33,47.43,0.00,0.00
739,1.46,0.01,0.71,0.14,0.04,0.01,0.01,0.27,0.80,0.00,0.36,0.02,0.01,5.15,28.99,1.58,2.84,57.57,0.02,0.00
740,0.39,1.22,1.04,0.44,1.20,0.15,0.07,1.34,1.05,0.02,2.20,0.07,0.05,13.18,28.71,0.97,1.24,46.46,0.21,0.00
741,1.49,0.00,0.34,0.06,0.01,0.02,0.00,0.16,0.56,0.00,0.25,0.00,0.00,3.31,11.90,0.82,1.03,80.06,0.00,0.00
742,6.42,4.05,1.54,1.28,0.95,0.28,0.56,4.42,1.52,0.13,7.79,0.32,0.00,34.83,10.63,1.39,0.18,23.65,0.04,0.00
743,0.24,0.00,0.37,0.11,0.12,0.01,0.00,0.24,0.64,0.00,0.13,0.00,0.01,7.25,42.88,2.85,3.08,42.05,0.00,0.00
744,1.70,0.02,0.29,0.11,0.06,0.01,0.00,0.39,1.21,0.00,0.56,0.00,0.01,3.23,37.38,3.11,2.51,49.38,0.02,0.00
745,0.28,0.02,0.44,0.07,0.03,0.00,0.00,0.27,0.74,0.00,0.13,0.00,0.01,42.18,23.76,0.53,0.72,30.81,0.00,0.00
746,0.33,0.72,0.57,0.20,0.04,0.06,0.08,0.52,0.94,0.01,0.40,0.00,0.03,35.94,27.07,2.60,0.81,29.61,0.07,0.00
747,4.59,4.64,0.45,0.06,0.00,0.00,0.00,0.14,0.55,0.00,0.11,0.01,0.00,44.44,15.99,1.73,0.24,27.05,0.00,0.00
748,5.51,0.41,0.49,0.06,0.49,0.00,0.00,0.32,0.62,0.00,0.36,0.14,0.01,16.99,12.17,0.93,1.81,59.70,0.00,0.00
749,5.30,2.37,0.49,0.14,0.10,0.01,0.00,0.36,0.66,0.00,0.26,0.13,0.01,57.39,13.90,0.82,0.27,17.80,0.00,0.00
750,0.70,0.00,0.26,0.15,0.06,0.00,0.00,0.52,1.30,0.00,0.58,0.02,0.04,0.64,17.32,0.30,1.71,76.38,0.00,0.00
751,0.72,0.00,0.64,0.20,0.15,0.02,0.05,0.81,0.89,0.01,0.64,0.00,0.05,6.46,54.53,2.51,2.68,29.65,0.00,0.00
752,3.62,8.19,0.37,0.06,0.01,0.01,0.00,0.21,0.38,0.00,0.17,0.00,0.00,50.88,15.58,0.97,0.11,18.82,0.61,0.00
753,0.39,0.00,0.46,0.36,0.06,0.01,0.03,0.43,1.78,0.00,2.73,0.24,3.11,0.06,0.80,0.10,0.02,89.43,0.00,0.00
754,1.84,2.17,0.63,0.15,0.21,0.02,0.00,0.58,1.03,0.00,1.22,0.85,0.10,12.36,15.24,0.82,1.75,61.02,0.01,0.00
755,1.66,0.00,0.53,0.37,0.16,0.08,0.11,1.07,1.51,0.00,1.31,0.03,0.16,2.06,31.78,1.28,1.17,56.60,0.11,0.00
756,1.25,0.00,1.02,0.42,0.19,0.00,0.02,1.02,2.22,0.00,0.92,0.26,0.11,0.40,10.75,0.86,1.02,79.53,0.00,0.00
757,2.63,0.57,0.25,0.04,0.01,0.01,0.00,0.17,0.28,0.00,0.23,0.00,0.00,14.79,22.45,3.58,1.95,53.05,0.00,0.00
758,0.28,0.00,0.46,0.11,0.03,0.00,0.00,0.07,1.04,0.00,0.98,0.00,2.59,0.01,0.54,0.05,0.01,93.84,0.00,0.00
759,1.66,0.00,0.36,0.14,0.02,0.01,0.00,0.28,0.93,0.00,0.26,0.00,0.01,5.18,30.17,1.62,1.95,57.41,0.00,0.00
760,0.86,0.50,0.39,0.05,0.03,0.00,0.00,0.11,0.48,0.00,0.28,0.11,0.00,11.23,16.88,1.06,2.56,65.46,0.00,0.00
761,0.03,0.00,0.25,0.06,0.02,0.00,0.00,0.08,0.61,0.00,0.15,0.00,0.01,3.59,24.60,1.48,1.86,67.27,0.00,0.00
762,0.31,0.00,0.47,0.11,0.01,0.01,0.00,0.02,0.74,0.00,0.14,0.00,0.76,0.05,0.24,0.04,0.00,97.11,0.00,0.00
763,1.90,0.02,0.92,0.31,0.14,0.03,0.07,0.69,1.39,0.01,0.74,0.03,0.02,8.49,55.30,1.82,0.76,26.84,0.52,0.00
764,0.15,0.00,0.21,0.10,0.02,0.00,0.00,0.13,0.59,0.00,0.52,0.01,0.66,0.07,2.30,0.10,0.15,94.97,0.00,0.00
765,10.02,0.00,0.49,0.23,0.05,0.01,0.00,0.40,1.49,0.00,0.66,0.00,0.00,5.52,28.93,1.35,0.91,49.93,0.00,0.00
766,0.21,0.00,0.91,0.15,0.03,0.03,0.00,0.41,1.23,0.00,0.66,0.00,0.04,0.88,22.51,0.56,0.41,71.90,0.07,0.00
767,0.39,0.03,0.76,0.32,0.78,0.03,0.18,0.67,0.67,0.25,0.61,0.03,0.03,30.26,18.83,1.24,1.86,43.05,0.00,0.00
768,2.35,0.04,0.30,0.08,0.00,0.02,0.00,0.19,0.66,0.00,0.24,0.00,0.02,7.97,27.34,1.26,2.68,56.85,0.00,0.00
769,7.77,0.03,0.30,0.05,0.04,0.02,0.00,0.10,0.52,0.00,0.20,0.01,0.00,13.59,13.43,1.18,0.86,61.90,0.00,0.00
770,0.54,0.00,0.96,0.72,0.46,0.09,0.12,1.49,1.14,0.05,1.21,0.05,0.06,7.11,51.78,1.50,0.94,31.79,0.00,0.00
771,0.77,0.01,0.71,0.08,0.08,0.00,0.00,0.22,0.73,0.00,0.36,0.00,0.03,2.66,33.45,1.91,2.54,54.29,2.16,0.00
772,0.26,0.00,0.10,0.09,0.00,0.00,0.00,0.02,0.74,0.00,0.09,0.00,0.04,0.16,7.47,0.46,1.43,89.15,0.00,0.00
773,0.07,0.00,0.67,0.42,0.13,0.05,0.06,1.21,1.15,0.00,0.26,0.00,0.02,50.01,34.59,0.64,0.14,10.55,0.05,0.00
774,0.44,0.00,0.39,0.13,0.05,0.04,0.00,0.50,1.24,0.00,2.45,0.01,0.09,0.14,1.59,0.39,0.09,92.46,0.00,0.00
775,0.13,0.00,0.31,0.13,0.13,0.02,0.07,0.37,0.77,0.01,0.43,0.02,0.02,11.13,38.15,1.33,0.72,46.28,0.00,0.00
776,0.97,1.25,0.36,0.08,0.03,0.01,0.00,0.26,0.94,0.00,0.30,0.00,0.00,57.72,11.80,0.40,0.15,25.72,0.00,0.00
777,3.35,0.68,1.18,0.77,0.40,0.11,0.99,1.12,1.39,0.54,0.51,0.15,0.01,47.42,15.65,0.54,0.20,25.00,0.00,0.00
778,0.47,1.13,0.44,0.14,0.07,0.06,0.05,0.43,0.44,0.01,0.46,0.04,0.05,23.53,21.64,2.24,1.50,47.30,0.00,0.00
779,6.09,8.93,0.38,0.06,0.04,0.00,0.13,0.13,0.24,0.01,0.08,0.00,0.00,74.53,1.11,0.00,0.00,8.25,0.00,0.00
780,4.68,7.38,0.61,0.06,0.04,0.01,0.00,0.25,0.41,0.00,0.47,0.01,0.02,11.81,18.57,0.37,0.38,54.90,0.03,0.00
781,2.56,6.01,0.34,0.11,0.07,0.04,0.03,0.56,0.47,0.01,1.31,0.01,0.01,50.77,3.22,0.10,0.13,34.26,0.00,0.00
782,4.32,21.49,0.63,0.06,0.06,0.01,0.15,0.09,0.25,0.00,0.11,0.00,0.00,63.60,0.53,0.00,0.00,8.69,0.00,0.00
783,3.07,4.41,0.77,0.34,0.56,0.05,0.09,1.21,0.85,0.01,1.98,0.10,0.13,2.24,8.92,0.25,0.35,71.60,3.08,0.00
784,1.52,7.81,0.37,0.11,0.16,0.01,0.00,0.33,0.52,0.00,0.55,0.00,0.00,0.80,3.08,0.15,0.24,84.33,0.01,0.00
785,1.69,4.05,0.33,0.09,0.01,0.02,0.00,0.38,0.52,0.00,0.61,0.01,0.00,1.07,5.54,0.19,0.25,81.87,3.37,0.00
786,3.57,8.76,0.26,0.10,0.02,0.01,0.00,0.31,0.57,0.00,0.77,0.00,0.00,0.56,4.18,0.39,0.15,80.36,0.00,0.00
787,2.56,21.12,0.37,0.06,0.01,0.00,0.00,0.19,0.44,0.00,1.02,0.00,0.00,13.91,0.92,0.03,0.08,59.28,0.00,0.00
788,3.33,6.26,0.68,0.54,0.79,0.11,0.40,0.69,0.66,0.68,2.30,0.01,0.00,4.27,11.46,0.31,0.20,67.30,0.00,0.00
789,2.49,9.20,0.37,0.10,0.03,0.02,0.02,0.30,0.46,0.00,0.21,0.00,0.00,72.17,1.62,0.00,0.01,13.00,0.00,0.00
790,0.87,10.21,0.27,0.09,0.19,0.01,0.02,0.21,0.35,0.00,0.66,0.01,0.01,0.29,1.19,0.05,0.11,69.09,16.36,0.00
791,5.68,6.63,1.22,1.42,0.61,0.21,1.46,2.64,0.94,3.42,3.16,0.01,0.02,10.13,12.37,0.46,0.30,49.26,0.05,0.00
792,0.61,7.01,0.32,0.12,0.26,0.02,0.02,0.44,0.48,0.00,0.71,0.02,0.01,0.72,2.58,0.10,0.12,86.45,0.01,0.00
793,0.28,0.60,0.19,0.10,0.01,0.01,0.00,0.26,0.55,0.00,0.17,0.00,0.00,84.73,2.56,0.00,0.00,10.53,0.00,0.00
794,5.14,27.12,0.28,0.02,0.01,0.00,0.00,0.14,0.23,0.00,0.12,0.00,0.00,57.51,0.73,0.00,0.01,8.68,0.00,0.00
795,1.11,6.50,0.45,0.06,0.02,0.00,0.00,0.30,0.33,0.00,0.81,0.01,0.21,1.68,10.55,0.78,2.07,75.11,0.00,0.00
796,4.22,11.22,1.24,1.28,0.52,0.25,0.74,2.81,1.62,3.31,1.59,0.03,0.08,17.22,3.32,0.19,0.06,50.26,0.00,0.00
797,0.52,5.18,0.75,0.46,0.37,0.09,0.00,1.47,0.89,0.00,2.98,0.00,0.00,1.21,8.18,0.34,0.22,77.34,0.00,0.00
798,1.33,6.77,0.69,0.11,0.06,0.02,0.05,0.25,0.70,0.01,0.17,0.00,0.00,72.07,2.64,0.00,0.02,15.11,0.00,0.00
799,2.81,7.57,0.27,0.08,0.02,0.00,0.00,0.10,0.28,0.00,0.22,0.00,0.03,3.89,9.74,1.33,0.21,73.46,0.00,0.00
800,1.33,12.70,0.19,0.14,0.08,0.04,0.02,0.68,0.62,0.00,0.52,0.00,0.01,10.69,29.61,1.34,0.37,41.64,0.00,0.00
801,0.33,4.88,0.28,0.06,0.02,0.00,0.00,0.20,0.32,0.00,0.48,0.00,0.24,2.63,6.23,1.05,0.45,82.83,0.00,0.00
802,5.39,13.53,0.72,0.36,0.16,0.20,0.39,0.78,0.53,0.01,0.13,0.01,0.00,72.09,0.97,0.02,0.00,4.71,0.00,0.00
803,1.02,2.99,0.27,0.04,0.00,0.00,0.00,0.13,0.30,0.00,0.19,0.00,0.00,10.54,12.34,1.63,0.11,70.44,0.00,0.00
804,0.81,3.20,0.22,0.07,0.03,0.00,0.00,0.17,0.50,0.00,0.21,0.00,0.02,2.84,8.17,0.45,0.49,82.82,0.00,0.00
805,0.57,1.13,0.27,0.12,0.03,0.01,0.00,0.27,0.64,0.00,0.76,0.00,0.00,2.60,19.43,1.74,0.75,71.68,0.00,0.00
806,0.51,7.90,0.49,0.13,0.02,0.01,0.00,0.33,0.64,0.00,0.59,0.01,0.00,2.78,22.72,1.44,0.20,62.23,0.00,0.00
807,2.04,30.93,0.35,0.08,0.01,0.00,0.00,0.16,0.26,0.00,0.03,0.00,0.00,61.49,0.47,0.02,0.00,4.12,0.00,0.00
808,0.59,5.60,0.26,0.05,0.01,0.00,0.00,0.17,0.45,0.00,1.30,0.01,0.04,2.21,11.24,0.75,0.58,76.74,0.00,0.00
809,2.45,6.47,0.19,0.07,0.12,0.00,0.00,0.22,0.33,0.00,0.14,0.04,0.01,17.59,21.04,1.36,0.42,49.55,0.00,0.00
810,3.49,12.52,0.42,0.20,0.02,0.03,0.09,0.48,0.43,0.00,0.08,0.00,0.00,76.37,2.13,0.02,0.03,3.66,0.00,0.00
811,0.66,6.53,0.18,0.13,0.05,0.03,0.00,0.39,0.83,0.00,0.73,0.00,0.00,3.58,21.60,1.14,0.49,63.67,0.00,0.00
812,8.38,8.36,0.70,0.18,0.14,0.04,0.10,0.55,0.86,0.00,1.24,0.02,0.04,11.27,14.11,1.03,0.21,52.75,0.00,0.00
813,0.54,1.56,0.47,0.08,0.04,0.02,0.00,0.36,0.43,0.00,0.90,0.00,0.23,1.90,15.90,1.73,0.37,75.47,0.00,0.00
814,0.42,2.13,0.33,0.07,0.03,0.00,0.00,0.24,0.43,0.00,0.53,0.01,0.00,8.32,13.68,0.82,0.39,72.60,0.00,0.00
815,1.10,10.05,0.52,0.07,0.01,0.01,0.00,0.30,0.29,0.00,0.38,0.00,0.03,27.44,9.80,1.09,0.25,48.67,0.00,0.00
816,0.51,7.53,0.11,0.04,0.02,0.00,0.00,0.12,0.42,0.00,0.87,0.01,0.00,1.79,16.62,1.29,0.65,69.99,0.02,0.00
817,0.84,1.27,0.39,0.15,0.12,0.05,0.00,0.35,0.96,0.00,0.44,0.01,0.00,13.91,24.71,2.10,0.33,54.37,0.00,0.00
818,5.75,4.29,0.55,0.19,0.01,0.02,0.14,0.46,0.49,0.01,0.10,0.00,0.00,81.61,1.55,0.03,0.00,4.80,0.00,0.00
819,0.48,5.82,0.25,0.08,0.09,0.01,0.00,0.32,0.46,0.00,0.79,0.01,0.00,3.10,15.91,0.81,0.47,71.39,0.00,0.00
820,5.13,24.33,0.59,0.28,0.27,0.06,0.20,0.75,0.56,0.03,4.52,0.04,0.06,13.02,3.03,0.81,0.03,46.28,0.00,0.00
821,2.23,3.00,0.35,0.13,0.04,0.07,0.00,0.33,1.23,0.00,0.18,0.00,0.01,18.49,37.05,2.26,0.08,34.56,0.00,0.00
822,1.43,7.50,0.33,0.08,0.03,0.04,0.16,0.25,0.42,0.01,0.14,0.00,0.00,83.92,0.71,0.03,0.00,4.95,0.00,0.00
823,1.07,0.49,0.25,0.10,0.08,0.03,0.00,0.33,0.82,0.00,0.86,0.00,0.00,16.68,22.65,2.82,0.36,53.46,0.00,0.00
824,0.84,1.58,0.44,0.18,0.06,0.02,0.00,0.56,0.85,0.00,1.49,0.00,0.00,16.88,16.41,1.21,0.32,59.16,0.00,0.00
825,2.01,11.44,0.31,0.08,0.06,0.02,0.07,0.21,0.41,0.00,0.23,0.00,0.04,33.07,15.80,1.05,0.05,35.14,0.00,0.00
826,1.27,3.30,1.08,1.26,0.40,0.30,1.17,2.58,0.87,3.98,0.92,0.01,0.04,8.97,27.69,2.95,0.32,42.91,0.00,0.00
827,0.48,7.84,0.35,0.09,0.01,0.01,0.00,0.21,0.71,0.00,0.54,0.00,0.00,2.93,20.51,1.24,0.26,64.83,0.00,0.00
828,7.95,1.62,0.42,0.10,0.02,0.01,0.00,0.30,0.59,0.00,0.81,0.00,0.06,7.29,15.74,1.19,0.12,63.77,0.00,0.00
829,0.79,3.28,0.51,0.21,0.16,0.07,0.10,0.81,0.98,0.00,1.73,0.00,0.00,11.80,17.26,1.31,0.30,60.67,0.00,0.00
830,1.17,2.35,0.32,0.11,0.11,0.04,0.00,0.43,0.50,0.00,0.34,0.00,0.00,17.20,32.67,1.77,0.21,42.78,0.00,0.00
831,0.45,4.93,0.21,0.08,0.04,0.01,0.00,0.29,0.43,0.00,0.49,0.00,0.00,4.56,12.08,0.68,0.51,75.25,0.00,0.00
832,4.43,4.07,0.69,0.38,0.27,0.10,0.04,0.96,2.38,1.26,1.57,0.00,0.11,27.19,18.77,1.86,0.22,35.69,0.00,0.00
833,0.71,4.82,0.20,0.07,0.04,0.01,0.00,0.18,0.34,0.00,0.95,0.01,0.02,2.16,8.54,0.33,0.42,81.17,0.00,0.00
834,0.71,3.67,0.12,0.07,0.03,0.01,0.00,0.28,0.36,0.00,0.36,0.00,0.00,18.61,17.33,1.34,0.15,56.97,0.00,0.00
835,8.89,10.17,0.44,0.11,0.00,0.02,0.05,0.25,0.33,0.00,0.05,0.00,0.00,69.12,1.23,0.06,0.01,9.26,0.00,0.00
836,8.16,38.27,0.07,0.01,0.00,0.00,0.00,0.01,0.18,0.00,0.01,0.00,0.00,43.99,1.15,0.04,0.00,8.10,0.00,0.00
837,1.50,5.15,0.27,0.01,0.01,0.00,0.00,0.06,0.32,0.00,0.13,0.00,0.00,5.38,4.69,1.01,0.39,81.08,0.00,0.00
838,1.31,8.22,0.33,0.10,0.06,0.00,0.00,0.35,0.77,0.00,0.77,0.02,0.07,6.20,12.07,0.58,0.17,68.97,0.00,0.00
839,4.65,15.79,0.69,0.27,0.09,0.06,0.40,0.28,0.64,0.02,0.11,0.00,0.00,70.92,0.76,0.02,0.14,5.16,0.00,0.00
840,5.89,13.78,0.46,0.33,0.06,0.08,0.21,0.61,0.46,0.01,0.17,0.00,0.00,70.10,0.95,0.07,0.00,6.82,0.00,0.00
841,1.28,0.07,0.97,0.86,0.48,0.13,0.19,1.45,1.66,0.00,2.58,0.01,0.03,23.04,28.84,2.29,0.16,35.95,0.00,0.00
842,0.64,3.65,0.21,0.04,0.05,0.00,0.00,0.08,0.30,0.00,0.40,0.01,0.00,1.55,11.10,0.96,0.31,80.68,0.00,0.00
843,3.83,7.13,0.78,0.46,0.24,0.02,0.03,0.70,1.33,2.64,1.09,0.00,0.02,5.05,17.11,1.44,0.25,57.89,0.00,0.00
844,0.94,6.55,0.38,0.38,0.09,0.10,0.06,0.67,0.97,0.00,1.10,0.01,0.10,5.60,21.12,1.49,0.33,60.09,0.00,0.00
845,6.02,3.69,0.17,0.23,0.05,0.08,0.00,0.38,0.75,0.00,0.73,0.01,0.01,5.14,15.02,1.26,0.24,66.22,0.00,0.00
846,3.01,10.93,0.79,0.49,0.89,0.12,0.19,1.10,1.07,0.00,3.47,0.02,0.12,16.77,21.92,1.09,0.38,37.63,0.00,0.00
847,0.73,4.77,0.47,0.09,0.08,0.01,0.00,0.31,0.91,0.00,0.50,0.00,0.00,12.70,25.39,1.79,0.15,52.09,0.00,0.00
848,0.46,5.15,0.64,0.10,0.03,0.00,0.01,0.41,0.41,0.00,0.52,0.00,0.00,8.19,16.17,1.04,0.22,66.64,0.00,0.00
849,0.49,4.05,0.47,0.11,0.03,0.00,0.00,0.32,0.55,0.00,0.75,0.00,0.00,2.86,18.30,1.27,0.55,70.26,0.00,0.00
850,0.95,3.78,0.56,0.03,0.01,0.00,0.00,0.08,0.43,0.00,0.15,0.00,0.14,11.52,16.79,1.32,0.23,64.03,0.00,0.00
851,1.70,7.18,0.49,0.17,0.11,0.02,0.04,0.53,0.65,0.00,0.65,0.01,0.10,15.44,17.97,0.97,0.42,53.55,0.00,0.00
852,2.15,2.91,0.83,0.56,0.64,0.12,0.32,0.87,1.14,0.01,2.10,0.03,0.00,2.23,8.26,0.32,0.23,77.29,0.00,0.00
853,3.35,0.89,0.51,0.15,0.04,0.04,0.00,0.44,0.85,0.00,0.32,0.00,0.06,30.14,19.01,2.87,0.07,41.26,0.00,0.00
854,3.22,1.70,0.48,0.16,0.05,0.02,0.00,0.46,0.69,0.00,2.24,0.01,0.08,5.20,9.91,0.31,0.15,75.31,0.00,0.00
855,5.81,16.47,0.36,0.16,0.01,0.00,0.06,0.10,0.46,0.01,0.10,0.00,0.00,69.88,0.38,0.03,0.11,6.07,0.00,0.00
856,3.30,6.13,0.57,0.30,0.10,0.05,0.05,0.42,0.79,0.97,0.48,0.00,0.01,11.37,29.89,2.30,0.29,42.98,0.00,0.00
857,1.36,7.08,0.26,0.07,0.00,0.02,0.00,0.24,0.48,0.00,0.07,0.00,0.00,62.98,3.01,0.57,0.03,23.83,0.00,0.00
858,0.93,0.54,0.25,0.11,0.04,0.03,0.00,0.33,0.73,0.00,0.57,0.00,0.05,9.12,18.96,1.24,0.33,66.77,0.00,0.00
859,0.29,0.02,0.31,0.04,0.02,0.00,0.00,0.18,0.34,0.00,0.39,0.00,0.09,0.28,8.65,0.53,0.35,88.46,0.03,0.00
860,1.00,1.87,0.20,0.05,0.00,0.00,0.00,0.17,0.33,0.00,0.12,0.00,0.02,12.06,31.12,1.70,0.79,50.20,0.35,0.00
861,0.04,0.06,0.22,0.10,0.02,0.02,0.00,0.35,0.38,0.00,0.27,0.00,0.01,0.34,33.24,5.19,0.38,59.38,0.00,0.00
862,1.27,0.04,0.26,0.04,0.00,0.01,0.00,0.05,0.36,0.00,0.42,0.00,0.00,0.08,19.89,2.99,0.82,73.46,0.31,0.00
863,0.07,0.02,0.21,0.06,0.03,0.00,0.00,0.18,0.36,0.00,0.30,0.00,0.01,0.15,24.11,3.82,0.55,70.03,0.10,0.00
864,0.10,0.01,0.30,0.05,0.00,0.01,0.00,0.13,0.26,0.00,0.10,0.00,0.00,0.31,27.62,1.24,0.53,69.30,0.04,0.00
865,0.80,2.99,0.30,0.15,0.03,0.04,0.05,0.46,0.47,0.00,0.39,0.02,0.05,68.85,14.71,0.49,0.02,10.16,0.03,0.00
866,2.81,0.11,0.31,0.05,0.00,0.02,0.00,0.25,0.79,0.00,0.56,0.00,0.01,1.77,31.80,2.71,0.38,58.43,0.00,0.00
867,0.99,3.16,0.31,0.09,0.01,0.02,0.03,0.38,0.30,0.00,0.04,0.00,0.06,31.91,52.20,0.63,0.28,9.54,0.05,0.00
868,3.98,3.50,0.55,0.14,0.03,0.03,0.14,0.53,0.38,0.00,0.03,0.00,0.00,83.36,2.30,0.01,0.01,4.94,0.05,0.00
869,0.63,0.01,0.50,0.47,0.14,0.10,0.09,1.39,1.56,0.00,1.31,0.05,0.60,1.11,25.91,1.06,0.83,64.14,0.09,0.00
870,0.56,0.08,0.14,0.02,0.01,0.00,0.00,0.05,0.25,0.00,0.13,0.01,0.03,0.24,6.21,0.52,0.35,91.22,0.18,0.00
871,0.02,0.02,0.20,0.05,0.00,0.02,0.00,0.11,0.32,0.00,0.05,0.00,0.01,0.11,21.41,4.48,0.46,72.73,0.02,0.00
872,0.06,0.15,0.24,0.07,0.02,0.00,0.00,0.30,0.74,0.00,0.66,0.00,0.01,0.60,31.30,3.37,0.73,61.60,0.15,0.00
