uniqid_county,NLCD01_11_county,NLCD01_12_county,NLCD01_21_county,NLCD01_22_county,NLCD01_23_county,NLCD01_24_county,NLCD01_31_county,NLCD01_41_county,NLCD01_42_county,NLCD01_43_county,NLCD01_52_county,NLCD01_71_county,NLCD01_81_county,NLCD01_82_county,NLCD01_90_county,NLCD01_95_county,NLCD01_9999_county
701,2.03,0.00,4.23,1.12,0.10,0.02,0.09,19.27,0.06,0.84,0.31,2.71,46.16,19.68,3.07,0.31,0.00
702,0.64,0.00,3.74,0.84,0.07,0.02,0.04,7.81,0.09,1.24,0.06,12.01,46.58,26.13,0.72,0.02,0.00
703,0.47,0.00,3.52,1.37,0.18,0.04,0.09,11.02,0.00,0.56,0.02,18.64,41.61,21.55,0.82,0.11,0.00
704,1.34,0.00,4.07,1.64,0.28,0.09,0.11,8.07,0.01,0.27,0.07,6.93,50.91,23.64,2.52,0.05,0.00
705,3.86,0.00,3.48,1.15,0.17,0.03,0.11,5.78,0.00,0.08,0.05,34.53,30.50,18.37,1.45,0.44,0.00
706,0.84,0.00,2.70,0.42,0.03,0.00,0.07,7.82,0.00,0.21,0.03,60.40,22.47,4.50,0.49,0.01,0.00
707,1.14,0.00,3.36,0.57,0.06,0.01,0.04,5.05,0.00,0.11,0.04,68.44,16.84,3.66,0.66,0.02,0.00
708,2.78,0.00,4.61,0.83,0.31,0.24,0.08,44.99,0.68,0.37,0.17,2.24,32.04,10.64,0.00,0.00,0.00
709,0.20,0.00,4.63,2.67,0.67,0.14,0.28,72.88,0.38,1.94,0.40,7.45,8.23,0.12,0.00,0.00,0.00
710,1.67,0.00,5.07,5.03,1.31,0.44,0.53,38.68,0.94,14.55,0.14,9.42,22.11,0.09,0.00,0.00,0.00
711,6.02,0.00,5.00,0.72,0.26,0.16,0.03,36.64,2.18,0.00,0.06,1.15,10.90,34.52,2.34,0.02,0.00
712,1.44,0.00,3.70,1.01,0.36,0.14,0.23,43.31,4.96,0.01,0.07,3.73,8.30,25.55,3.28,3.90,0.00
713,0.35,0.00,4.99,1.96,0.65,0.15,0.63,75.90,0.41,5.22,0.12,9.01,0.62,0.00,0.00,0.00,0.00
714,0.09,0.00,4.97,0.56,0.19,0.05,0.05,41.35,0.79,0.10,0.19,2.30,44.56,4.79,0.00,0.01,0.00
715,0.56,0.00,7.30,2.37,0.73,0.25,0.05,29.01,2.35,0.37,0.05,2.10,39.47,15.24,0.08,0.05,0.00
716,5.93,0.00,5.67,1.46,0.44,0.19,0.04,16.68,1.02,0.00,0.03,0.11,6.86,57.44,2.56,1.57,0.00
717,0.56,0.00,3.60,0.55,0.20,0.09,0.10,33.74,1.91,0.00,0.04,1.21,9.56,45.20,2.18,1.05,0.00
718,0.37,0.00,4.38,1.66,0.36,0.05,0.11,79.46,0.20,2.10,0.63,5.72,4.90,0.07,0.00,0.00,0.00
719,0.80,0.00,5.59,1.77,0.28,0.05,0.14,61.84,2.00,13.24,0.10,7.09,6.84,0.20,0.06,0.00,0.00
720,10.68,0.00,4.66,0.92,0.32,0.29,0.09,36.97,4.73,0.00,0.04,1.29,13.26,21.19,4.83,0.72,0.00
721,0.25,0.00,4.67,1.57,0.56,0.08,0.85,83.05,0.17,3.34,0.08,5.08,0.29,0.00,0.00,0.00,0.00
722,3.82,0.00,4.31,2.67,0.43,0.11,0.09,52.04,0.12,1.57,0.26,2.10,25.88,6.59,0.00,0.00,0.00
723,0.61,0.00,5.22,0.28,0.10,0.04,0.02,44.09,1.57,0.61,0.06,3.15,38.46,5.70,0.06,0.03,0.00
724,0.37,0.00,4.44,0.28,0.13,0.10,0.01,52.81,1.01,0.58,0.16,3.02,33.28,3.78,0.02,0.00,0.00
725,1.79,0.00,2.84,0.19,0.04,0.01,0.01,56.61,8.47,1.70,0.05,3.71,21.12,2.87,0.53,0.05,0.00
726,8.26,0.00,2.86,0.31,0.11,0.07,0.47,39.10,4.91,0.00,0.04,2.43,14.93,21.52,3.51,1.47,0.00
727,5.20,0.00,4.39,2.12,0.41,0.06,0.10,61.13,0.55,3.13,0.51,3.13,13.83,5.44,0.00,0.00,0.00
728,0.08,0.00,4.67,0.28,0.07,0.02,0.00,53.29,1.40,0.62,0.14,3.11,32.80,3.50,0.00,0.00,0.00
729,1.07,0.00,4.93,0.67,0.15,0.05,0.06,37.85,1.40,0.23,0.09,1.73,49.26,2.51,0.01,0.01,0.00
730,11.37,0.00,4.79,0.59,0.15,0.09,0.12,7.90,0.10,0.00,0.55,0.29,2.41,55.44,15.26,0.95,0.00
731,0.12,0.00,4.46,2.09,0.15,0.02,0.19,68.17,0.36,3.55,0.37,8.38,12.09,0.05,0.01,0.00,0.00
732,1.06,0.00,3.82,0.46,0.16,0.06,0.15,55.06,0.84,0.03,0.68,4.44,12.85,18.12,1.60,0.67,0.00
733,7.90,0.00,3.63,0.28,0.08,0.05,0.01,18.32,0.65,0.00,0.10,0.18,9.38,47.54,9.16,2.72,0.00
734,0.30,0.00,5.80,0.54,0.24,0.07,0.01,27.57,1.83,0.37,0.04,1.55,26.91,34.60,0.14,0.05,0.00
735,0.65,0.00,6.40,2.99,1.05,0.31,0.02,34.53,2.25,0.69,0.30,2.41,46.77,1.61,0.01,0.01,0.00
736,0.30,0.00,4.70,0.38,0.12,0.03,0.00,39.56,1.60,0.32,0.04,1.37,33.49,17.96,0.10,0.03,0.00
737,16.19,0.00,2.44,0.53,0.14,0.05,0.03,54.50,3.51,0.00,0.07,1.25,9.40,10.17,1.53,0.19,0.00
738,0.43,0.00,4.13,0.90,0.37,0.16,0.03,44.38,2.79,0.60,0.03,2.45,33.15,9.84,0.67,0.08,0.00
739,1.50,0.00,3.96,0.44,0.19,0.05,0.05,52.80,3.38,0.44,0.12,4.50,27.19,5.24,0.10,0.04,0.00
740,0.43,0.00,5.05,1.77,0.79,0.33,0.20,43.83,3.23,0.39,0.07,2.43,26.36,13.47,1.58,0.06,0.00
741,1.49,0.00,2.70,0.38,0.08,0.03,0.01,76.82,1.47,0.63,0.09,2.48,11.05,2.73,0.03,0.00,0.00
742,6.54,0.00,8.95,3.36,1.33,0.76,0.05,25.60,1.98,0.00,0.04,0.22,5.70,36.24,6.86,2.37,0.00
743,0.23,0.00,3.92,0.56,0.19,0.10,0.03,39.54,3.13,1.94,0.07,4.49,39.99,5.75,0.01,0.04,0.00
744,1.70,0.00,5.27,0.40,0.12,0.07,0.11,46.51,1.11,0.20,0.04,4.24,37.66,2.52,0.03,0.02,0.00
745,0.27,0.00,5.07,0.35,0.16,0.03,0.01,29.12,0.96,0.26,0.02,1.29,19.74,42.64,0.08,0.00,0.00
746,0.32,0.00,4.80,0.67,0.19,0.10,0.04,30.66,1.09,0.00,0.11,0.97,20.33,39.23,1.42,0.07,0.00
747,4.56,0.00,4.20,0.23,0.06,0.02,0.00,25.74,0.59,0.00,0.06,0.36,8.85,48.46,4.98,1.90,0.00
748,5.47,0.00,3.20,0.47,0.26,0.25,0.01,55.37,0.42,0.03,0.68,3.95,11.24,17.62,0.66,0.37,0.00
749,5.35,0.00,3.90,0.53,0.16,0.08,0.03,15.77,0.63,0.00,0.01,0.33,8.95,60.70,2.84,0.71,0.00
750,0.70,0.00,4.27,2.61,0.44,0.10,0.11,63.31,0.95,3.54,0.22,5.38,17.77,0.57,0.05,0.00,0.00
751,0.84,0.00,4.67,0.86,0.40,0.20,0.15,27.10,4.25,1.31,0.08,3.51,51.57,5.05,0.01,0.01,0.00
752,3.60,0.00,4.36,0.32,0.08,0.03,0.00,14.11,0.41,0.00,0.07,0.12,7.20,55.78,13.65,0.28,0.00
753,0.41,0.00,4.78,2.37,0.88,0.21,3.47,69.84,0.42,3.18,0.12,13.42,0.83,0.06,0.00,0.00,0.00
754,1.90,0.00,4.12,0.78,0.36,0.13,0.12,49.08,4.30,0.14,0.11,6.64,13.84,13.88,2.18,2.43,0.00
755,2.26,0.00,4.69,2.19,0.63,0.23,0.32,46.62,1.04,4.45,0.24,3.97,31.51,1.85,0.00,0.01,0.00
756,1.27,0.00,5.30,2.97,0.77,0.19,0.21,58.62,1.65,8.43,0.19,9.18,11.01,0.21,0.00,0.00,0.00
757,2.50,0.00,2.96,0.15,0.05,0.03,0.00,48.35,3.69,0.01,0.04,2.98,20.32,16.22,2.11,0.59,0.00
758,0.27,0.00,4.02,1.47,0.46,0.08,2.99,75.84,0.12,1.85,0.02,12.34,0.54,0.00,0.00,0.00,0.00
759,1.66,0.00,4.52,0.40,0.10,0.05,0.04,53.75,1.07,0.42,0.19,3.57,29.45,4.78,0.00,0.00,0.00
760,0.80,0.00,3.28,0.26,0.10,0.03,0.02,59.61,1.20,0.26,0.09,5.93,15.37,11.51,0.96,0.58,0.00
761,0.06,0.00,3.04,0.17,0.06,0.04,0.03,64.76,0.19,0.07,0.22,4.23,24.01,3.12,0.00,0.01,0.00
762,0.31,0.00,4.31,0.85,0.19,0.02,0.91,84.96,0.10,2.26,0.54,5.30,0.21,0.05,0.00,0.00,0.00
763,1.80,0.00,6.38,0.83,0.31,0.08,0.19,28.31,1.27,0.34,0.02,1.07,52.19,7.18,0.02,0.01,0.00
764,0.15,0.00,3.54,1.24,0.29,0.04,0.75,79.20,0.52,3.76,0.10,8.05,2.32,0.03,0.02,0.00,0.00
765,10.18,0.00,4.45,0.54,0.20,0.12,0.08,47.71,0.77,0.39,0.13,1.90,27.78,5.73,0.02,0.00,0.00
766,0.21,0.00,5.03,1.76,0.42,0.07,0.07,63.82,0.53,2.00,0.43,4.21,21.29,0.17,0.00,0.00,0.00
767,0.39,0.00,4.74,1.21,0.47,0.24,0.02,39.73,3.39,0.05,0.07,3.05,15.84,30.71,0.03,0.07,0.00
768,2.30,0.00,3.72,0.20,0.05,0.01,0.05,54.73,1.43,0.20,0.14,4.42,24.85,7.72,0.14,0.04,0.00
769,7.72,0.00,2.55,0.26,0.08,0.04,0.05,57.75,3.32,0.02,0.03,1.95,10.86,14.21,1.04,0.13,0.00
770,0.57,0.00,6.04,1.59,0.76,0.46,0.07,33.37,0.20,0.08,0.03,2.15,48.66,6.02,0.00,0.00,0.00
771,0.78,0.00,4.30,0.35,0.10,0.03,0.03,48.04,6.70,1.30,0.02,4.27,32.08,1.83,0.15,0.02,0.00
772,0.26,0.00,4.04,1.62,0.15,0.01,0.07,75.55,0.59,3.22,0.21,6.78,7.43,0.05,0.01,0.00,0.00
773,0.12,0.00,6.93,1.24,0.28,0.12,0.03,10.68,0.61,0.02,0.03,0.14,26.69,53.11,0.00,0.00,0.00
774,0.74,0.00,5.04,1.06,0.27,0.08,0.16,61.78,1.82,21.93,0.30,5.14,1.64,0.03,0.00,0.00,0.00
775,0.19,0.00,3.74,0.56,0.19,0.11,0.03,45.21,0.93,0.45,0.09,1.74,36.24,10.50,0.02,0.01,0.00
776,0.91,0.00,5.12,0.39,0.11,0.05,0.00,23.47,1.04,0.00,0.02,0.43,6.22,59.57,2.13,0.54,0.00
777,3.35,0.00,6.28,2.16,0.79,0.35,0.03,22.62,0.98,0.00,0.05,0.80,11.65,49.48,1.10,0.36,0.00
778,0.47,0.00,3.86,0.42,0.13,0.10,0.05,44.07,5.08,0.06,0.08,2.54,16.09,25.40,1.28,0.37,0.00
779,6.24,0.00,3.13,0.37,0.06,0.02,0.38,0.39,0.19,1.44,0.06,0.00,0.57,71.96,14.70,0.49,0.00
780,6.00,0.00,3.22,2.01,0.16,0.03,0.06,4.54,23.13,4.73,16.02,0.00,16.65,8.31,13.68,1.45,0.00
781,4.02,0.00,3.42,1.19,0.16,0.05,0.07,0.69,12.50,6.98,6.28,0.00,1.75,49.88,12.14,0.87,0.00
782,4.27,0.00,3.64,0.41,0.09,0.04,0.16,0.30,0.03,0.91,0.26,0.01,0.19,61.84,27.19,0.69,0.00
783,3.37,0.00,4.23,3.79,0.48,0.13,0.13,6.66,38.77,9.84,14.21,0.03,6.76,0.25,11.13,0.21,0.00
784,1.79,0.00,3.63,1.85,0.12,0.03,0.01,4.15,50.92,4.78,18.73,0.00,2.46,0.13,11.14,0.25,0.00
785,1.72,0.00,3.42,2.57,0.13,0.03,0.01,4.20,53.61,8.45,10.83,0.01,4.49,0.17,10.34,0.02,0.00
786,4.95,0.00,2.67,2.97,0.14,0.02,0.01,4.95,39.86,7.26,13.92,0.00,4.18,0.31,18.60,0.16,0.00
787,2.89,0.00,3.61,1.05,0.05,0.01,0.00,2.03,32.17,4.39,12.03,0.04,0.57,12.84,27.29,1.01,0.00
788,4.76,0.00,3.27,3.76,0.98,0.36,0.06,8.91,27.10,9.81,13.66,0.01,10.97,2.13,13.88,0.34,0.00
789,2.79,0.00,4.32,0.40,0.10,0.03,0.03,1.55,1.81,4.85,0.28,0.01,0.00,67.87,15.51,0.46,0.00
790,1.22,0.00,2.56,1.07,0.10,0.03,0.04,3.21,56.41,4.20,15.33,0.01,1.14,0.05,14.33,0.30,0.00
791,6.00,0.00,6.12,6.49,1.89,0.83,0.08,8.79,16.36,12.25,9.12,0.06,10.25,7.72,13.72,0.32,0.00
792,2.09,0.00,3.74,1.73,0.13,0.04,0.03,5.83,52.37,3.12,16.94,0.02,1.69,0.10,11.93,0.26,0.00
793,0.35,0.00,4.59,0.48,0.07,0.02,0.01,0.36,2.57,1.88,0.61,0.00,0.93,76.65,11.33,0.14,0.00
794,5.25,0.00,3.81,0.18,0.03,0.01,0.17,0.76,0.13,1.95,0.10,0.02,0.03,55.94,30.52,1.11,0.00
795,1.18,0.00,2.39,1.20,0.17,0.04,0.30,7.44,29.24,13.14,14.43,4.63,8.84,0.91,15.35,0.74,0.00
796,4.95,0.00,7.17,5.93,1.48,0.52,0.09,5.81,14.95,7.99,10.47,0.00,1.87,16.23,21.24,1.30,0.00
797,0.56,0.00,3.83,4.20,0.58,0.17,0.02,6.13,42.20,6.37,13.98,0.01,6.16,0.45,15.30,0.06,0.00
798,1.76,0.00,5.97,0.61,0.10,0.03,0.01,0.74,0.74,4.31,0.16,0.00,0.05,69.17,15.14,1.21,0.00
799,2.86,0.00,3.42,0.36,0.07,0.01,0.20,46.63,6.26,8.51,10.13,0.04,6.66,2.95,11.53,0.36,0.00
800,1.75,0.00,4.38,0.77,0.18,0.05,0.02,12.49,8.05,4.80,8.24,0.72,25.04,9.33,21.04,3.14,0.00
801,0.35,0.00,3.92,0.24,0.06,0.03,0.34,28.23,20.78,12.50,10.81,0.06,7.37,2.37,12.12,0.81,0.00
802,6.39,0.00,5.37,1.16,0.43,0.18,0.31,0.04,0.01,0.05,0.01,0.00,0.37,68.73,16.61,0.32,0.00
803,1.00,0.00,2.52,0.78,0.10,0.01,0.00,32.67,10.57,7.79,16.79,0.29,10.17,12.26,4.66,0.37,0.00
804,0.83,0.00,4.12,0.67,0.12,0.03,0.07,8.26,35.24,22.49,11.71,0.04,8.19,1.26,6.90,0.10,0.00
805,0.57,0.00,3.84,0.94,0.23,0.04,0.00,11.18,22.80,20.45,15.06,0.11,15.02,1.25,8.42,0.07,0.00
806,0.51,0.00,3.85,0.90,0.24,0.07,0.00,8.12,27.87,12.03,8.36,0.11,18.80,1.74,16.91,0.48,0.00
807,2.61,0.00,3.75,0.30,0.06,0.01,0.00,0.03,0.00,0.07,0.01,0.00,0.20,59.12,33.68,0.14,0.00
808,0.75,0.00,2.86,0.69,0.09,0.02,0.06,12.43,25.83,19.79,13.90,0.22,9.51,0.36,13.39,0.10,0.00
809,2.48,0.00,3.16,0.64,0.09,0.01,0.02,9.90,14.93,6.76,5.63,0.46,18.05,17.09,18.89,1.89,0.00
810,4.03,0.00,3.53,0.57,0.16,0.06,0.52,0.10,0.01,0.10,0.01,0.05,1.17,74.22,15.41,0.08,0.00
811,0.63,0.00,4.97,0.68,0.26,0.08,0.00,19.16,17.73,12.79,9.79,0.03,19.27,0.36,13.63,0.64,0.00
812,8.72,0.00,5.35,1.10,0.35,0.10,0.06,29.25,6.88,3.92,8.70,0.03,10.67,11.24,11.68,1.94,0.00
813,0.53,0.00,3.77,0.84,0.12,0.04,0.38,20.64,21.70,17.48,14.33,0.02,13.05,1.26,5.78,0.06,0.00
814,0.51,0.00,4.26,0.55,0.11,0.02,0.01,29.64,17.02,10.49,10.56,0.07,10.11,7.40,8.45,0.79,0.00
815,1.21,0.00,3.73,0.43,0.06,0.01,0.08,30.18,5.21,3.21,8.23,0.01,5.59,27.54,13.98,0.53,0.00
816,0.52,0.00,3.22,0.59,0.07,0.02,0.01,6.94,27.94,20.85,12.77,0.08,13.04,0.79,13.06,0.09,0.00
817,0.82,0.00,4.06,1.92,0.40,0.11,0.01,23.13,11.27,6.46,12.63,0.32,18.90,13.29,5.59,1.10,0.00
818,7.46,0.00,6.15,0.63,0.18,0.06,0.00,0.09,0.03,0.15,0.00,0.00,0.46,76.38,8.23,0.16,0.00
819,0.54,0.00,4.04,0.55,0.15,0.05,0.02,20.27,21.95,12.75,9.04,0.09,13.99,1.33,14.37,0.88,0.00
820,5.33,0.00,5.26,1.02,0.37,0.16,0.27,38.04,0.31,1.77,3.77,0.01,2.33,13.49,27.25,0.62,0.00
821,2.84,0.00,4.72,1.61,0.20,0.05,0.03,18.47,3.44,1.53,15.50,0.18,29.61,16.05,5.18,0.58,0.00
822,1.63,0.00,4.95,0.28,0.06,0.02,0.05,0.07,0.07,0.12,0.00,0.00,0.05,78.64,13.93,0.14,0.00
823,1.04,0.00,3.66,1.71,0.23,0.07,0.02,17.78,12.68,5.88,14.95,0.70,17.66,18.73,4.05,0.83,0.00
824,1.44,0.00,4.16,1.92,0.37,0.13,0.00,20.47,15.36,9.62,13.26,0.31,11.52,14.45,6.22,0.76,0.00
825,2.42,0.00,4.75,0.38,0.06,0.02,0.07,26.60,1.18,1.15,4.36,0.00,11.14,33.02,14.28,0.56,0.00
826,1.30,0.00,7.42,4.03,1.57,0.61,0.08,23.52,5.84,7.90,12.71,0.02,20.17,6.96,7.67,0.19,0.00
827,0.47,0.00,4.93,0.52,0.14,0.02,0.01,18.02,21.70,11.72,9.97,0.06,17.01,1.60,12.91,0.91,0.00
828,8.14,0.00,4.31,1.38,0.13,0.02,0.10,23.20,17.39,7.12,13.55,0.18,12.28,5.76,5.24,1.21,0.00
829,1.18,0.00,5.14,1.80,0.52,0.21,0.02,21.69,13.47,7.58,14.21,0.26,12.59,10.10,9.84,1.39,0.00
830,1.16,0.00,3.60,1.08,0.18,0.05,0.02,12.94,13.27,5.82,8.66,0.47,25.49,17.32,8.26,1.68,0.00
831,0.43,0.00,4.32,0.32,0.09,0.02,0.00,23.44,22.65,11.12,11.85,0.04,9.10,3.84,12.07,0.70,0.00
832,5.22,0.00,8.71,3.87,1.58,0.40,0.22,18.97,1.91,1.42,11.29,0.24,13.12,25.42,7.23,0.41,0.00
833,0.86,0.00,2.96,0.58,0.12,0.03,0.02,14.44,30.17,18.12,13.63,0.05,7.51,0.66,10.65,0.17,0.00
834,0.79,0.00,2.67,0.88,0.10,0.02,0.01,20.28,15.60,6.92,10.95,0.13,12.23,19.35,8.28,1.80,0.00
835,14.92,0.00,4.17,0.53,0.13,0.03,0.01,0.14,0.05,0.26,0.03,0.00,0.05,65.54,13.79,0.37,0.00
836,9.28,0.00,2.36,0.07,0.01,0.00,0.29,0.25,0.13,0.30,0.11,0.00,0.42,43.92,42.13,0.74,0.00
837,1.52,0.00,3.41,0.30,0.03,0.00,0.10,36.68,12.56,15.45,14.23,0.03,3.43,4.49,7.56,0.21,0.00
838,2.14,0.00,4.10,1.21,0.27,0.04,0.10,25.46,15.03,11.00,11.78,0.18,9.06,5.96,13.06,0.60,0.00
839,4.97,0.00,6.64,0.77,0.19,0.06,0.20,0.26,0.03,0.29,0.01,0.19,0.32,66.61,19.39,0.07,0.00
840,6.76,0.00,6.47,0.61,0.23,0.10,0.02,0.08,0.02,0.10,0.01,0.00,0.23,66.56,18.43,0.37,0.00
841,1.54,0.00,7.19,4.19,1.58,0.60,0.05,10.99,9.26,5.75,9.83,0.29,19.79,22.91,4.94,1.08,0.00
842,0.79,0.00,3.85,0.40,0.05,0.01,0.03,23.22,24.16,14.27,8.27,0.08,11.86,0.85,11.80,0.36,0.00
843,3.90,0.00,5.36,2.82,1.02,0.30,0.05,12.14,17.13,11.76,11.94,0.12,13.63,3.03,16.55,0.26,0.00
844,0.94,0.00,5.37,1.40,0.56,0.12,0.12,13.60,15.34,9.20,8.40,0.29,18.98,4.52,19.06,2.09,0.00
845,6.17,0.00,3.67,1.22,0.30,0.06,0.01,24.77,15.03,8.47,14.76,0.19,11.70,4.40,8.49,0.75,0.00
846,3.61,0.00,6.35,2.77,0.85,0.27,0.19,13.66,5.66,3.91,5.28,0.40,18.42,16.06,21.15,1.42,0.00
847,0.74,0.00,4.17,1.36,0.29,0.06,0.00,22.99,7.19,4.72,19.98,0.40,18.51,11.35,7.77,0.48,0.00
848,0.50,0.00,4.66,0.78,0.14,0.03,0.00,30.54,12.66,7.53,12.72,0.05,12.78,7.97,8.68,0.95,0.00
849,0.57,0.00,3.80,0.74,0.18,0.04,0.00,14.72,21.47,15.73,14.44,0.36,14.41,1.34,11.95,0.24,0.00
850,0.98,0.00,4.63,0.35,0.04,0.02,0.24,36.37,8.63,4.77,11.66,0.01,12.26,11.21,8.11,0.72,0.00
851,2.19,0.00,3.43,1.44,0.27,0.06,0.21,21.00,8.00,6.27,10.40,1.29,15.06,15.04,14.35,1.00,0.00
852,2.30,0.00,5.94,1.83,0.81,0.36,0.01,24.54,20.14,15.68,12.73,0.02,7.04,0.55,7.82,0.23,0.00
853,3.37,0.00,4.79,1.46,0.25,0.06,0.12,19.41,5.18,2.07,14.06,0.21,14.05,30.62,3.96,0.38,0.00
854,5.18,0.00,4.48,1.55,0.39,0.14,0.11,27.75,17.33,13.63,12.25,0.13,7.80,3.49,5.54,0.24,0.00
855,6.17,0.00,4.31,0.55,0.23,0.11,0.75,0.25,0.03,0.20,0.00,0.21,0.19,66.90,19.92,0.17,0.00
856,3.53,0.00,5.41,1.82,0.59,0.12,0.01,15.00,12.26,6.63,8.99,0.04,23.01,9.78,12.07,0.74,0.00
857,1.95,0.00,5.24,0.42,0.03,0.01,0.03,11.89,1.84,1.30,5.34,0.04,1.01,59.23,11.44,0.24,0.00
858,0.88,0.00,4.03,1.34,0.21,0.07,0.12,27.10,13.70,7.20,18.79,0.40,14.66,7.43,3.52,0.55,0.00
859,0.30,0.00,2.88,0.37,0.06,0.03,0.34,71.58,3.09,10.25,1.19,1.23,8.21,0.01,0.45,0.02,0.00
860,3.45,0.00,3.73,0.45,0.06,0.01,0.03,43.05,1.73,0.05,0.51,2.21,30.70,11.35,1.83,0.84,0.00
861,0.04,0.00,3.73,0.82,0.18,0.04,0.04,48.23,0.87,1.11,0.32,1.10,42.96,0.24,0.32,0.00,0.00
862,1.22,0.00,3.54,0.39,0.03,0.00,0.10,55.58,5.54,3.23,0.45,1.58,27.93,0.16,0.24,0.00,0.00
863,0.06,0.00,3.81,0.48,0.08,0.03,0.03,56.04,5.30,1.60,0.09,1.50,30.70,0.08,0.20,0.00,0.00
864,0.10,0.00,3.22,0.34,0.03,0.01,0.01,61.48,2.27,3.60,0.02,1.65,26.94,0.05,0.27,0.00,0.00
865,0.85,0.00,3.47,0.95,0.25,0.06,0.11,7.42,0.06,0.63,0.00,0.03,13.50,67.83,4.09,0.75,0.00
866,3.03,0.00,3.49,1.24,0.13,0.02,0.20,46.82,5.73,1.68,1.18,1.11,33.10,1.33,0.92,0.02,0.00
867,0.98,0.00,3.83,0.76,0.08,0.02,0.11,9.99,0.01,0.02,0.22,0.70,46.57,31.34,4.96,0.40,0.00
868,3.96,0.00,3.80,1.55,0.33,0.07,0.00,2.09,0.03,0.01,0.05,0.02,0.36,82.45,4.84,0.44,0.00
869,0.70,0.00,5.44,2.39,0.58,0.12,0.69,53.16,4.01,6.94,0.15,2.08,22.83,0.30,0.60,0.01,0.00
870,0.70,0.00,2.94,0.16,0.02,0.01,0.51,76.57,3.37,6.97,0.97,1.05,5.99,0.05,0.55,0.14,0.00
871,0.02,0.00,3.53,0.35,0.04,0.01,0.02,59.92,2.24,1.80,0.30,1.27,30.12,0.18,0.20,0.00,0.00
872,0.06,0.00,4.46,0.57,0.16,0.05,0.10,51.88,0.44,0.12,0.01,2.36,39.05,0.15,0.58,0.00,0.00
873,0.39,0.00,3.58,0.45,0.05,0.02,0.05,51.48,2.49,3.17,0.21,2.02,34.53,0.95,0.61,0.01,0.00
874,4.47,0.00,3.76,0.51,0.10,0.04,0.23,41.48,1.40,0.02,0.60,1.22,40.41,5.18,0.56,0.00,0.00
875,4.38,0.00,5.03,0.94,0.25,0.05,0.01,0.23,0.00,0.01,0.00,0.03,0.05,85.80,3.01,0.21,0.00
876,0.35,0.00,4.24,0.54,0.13,0.02,0.08,68.78,2.43,1.56,0.62,2.51,18.03,0.20,0.50,0.01,0.00
877,0.06,0.00,4.55,1.65,0.33,0.10,0.08,21.65,0.26,0.19,0.51,0.40,66.12,3.37,0.70,0.02,0.00
878,0.15,0.00,4.13,1.03,0.30,0.10,0.04,51.86,1.98,1.37,0.43,1.12,36.76,0.41,0.34,0.00,0.00
879,0.25,0.00,2.98,0.62,0.03,0.01,0.05,54.70,0.64,0.07,0.19,1.50,26.78,10.39,1.49,0.32,0.00
880,0.81,0.00,3.84,0.74,0.11,0.05,0.06,10.61,0.11,0.03,0.19,0.93,38.34,40.50,3.61,0.08,0.00
881,0.33,0.00,3.13,0.29,0.03,0.00,0.05,76.55,5.63,5.38,0.03,1.14,6.72,0.02,0.68,0.00,0.00
882,0.05,0.00,3.96,1.34,0.30,0.07,0.05,42.04,1.32,1.60,0.49,0.86,47.15,0.41,0.36,0.00,0.00
883,1.58,0.00,3.84,3.61,1.07,0.44,0.31,28.98,0.12,0.11,0.05,0.68,36.93,21.31,0.88,0.07,0.00
884,0.17,0.00,3.20,0.17,0.01,0.00,0.05,69.35,6.53,7.92,0.34,1.01,10.77,0.05,0.43,0.01,0.00
885,0.52,0.00,4.81,1.49,0.52,0.14,0.34,68.59,2.53,1.05,0.22,1.60,17.30,0.35,0.53,0.01,0.00
886,1.00,0.00,6.40,0.98,0.25,0.08,0.00,1.41,0.00,0.07,0.00,0.00,1.76,82.98,5.01,0.05,0.00
887,0.10,0.00,3.51,0.89,0.21,0.08,0.04,50.63,1.97,1.19,0.00,1.54,39.54,0.18,0.12,0.00,0.00
888,1.41,0.00,4.26,1.11,0.27,0.07,0.05,41.03,4.34,0.86,0.22,1.21,44.76,0.23,0.17,0.00,0.00
889,0.13,0.00,3.67,1.04,0.11,0.03,0.03,48.81,1.28,1.49,1.12,0.86,40.39,0.31,0.75,0.00,0.00
890,2.00,0.00,3.14,0.36,0.03,0.01,0.12,72.99,2.80,3.42,0.11,1.41,9.34,1.42,1.74,1.10,0.00
891,0.25,0.00,4.46,1.18,0.33,0.11,0.06,65.00,3.72,1.26,0.00,2.35,20.91,0.18,0.19,0.00,0.00
892,0.12,0.00,3.63,0.37,0.07,0.02,0.02,62.18,3.92,3.17,0.31,1.68,24.26,0.07,0.20,0.00,0.00
893,1.36,0.00,2.57,1.04,0.22,0.05,0.44,50.34,5.22,8.12,0.01,1.91,22.25,6.00,0.45,0.02,0.00
894,0.93,0.00,4.22,0.79,0.14,0.05,0.05,15.71,0.06,0.02,0.32,1.11,42.13,27.11,6.68,0.67,0.00
895,0.47,0.00,3.34,0.33,0.02,0.01,0.02,60.93,3.19,7.14,0.05,1.83,15.78,4.90,1.98,0.01,0.00
896,2.84,0.00,3.89,1.74,0.62,0.16,0.22,53.17,13.11,5.88,1.18,1.68,15.11,0.10,0.31,0.00,0.00
897,0.06,0.00,4.79,1.64,0.47,0.18,0.10,33.89,0.25,0.03,0.57,0.74,54.27,2.43,0.58,0.00,0.00
