uniqid_county,NLCD01_11_county,NLCD01_12_county,NLCD01_21_county,NLCD01_22_county,NLCD01_23_county,NLCD01_24_county,NLCD01_31_county,NLCD01_41_county,NLCD01_42_county,NLCD01_43_county,NLCD01_52_county,NLCD01_71_county,NLCD01_81_county,NLCD01_82_county,NLCD01_90_county,NLCD01_95_county,NLCD01_9999_county
33,0.59,0.01,1.13,1.35,0.34,0.03,2.36,0.57,5.03,0.21,55.37,5.19,21.24,0.06,3.64,2.88,0.00
34,0.12,0.00,1.33,1.04,0.23,0.02,0.77,6.24,27.91,1.93,16.00,21.94,17.01,0.05,3.34,2.07,0.00
35,0.02,0.00,2.84,0.11,0.01,0.00,0.05,0.05,0.31,0.00,10.94,47.71,4.14,33.61,0.06,0.15,0.00
36,0.34,0.00,0.55,0.20,0.03,0.00,1.04,13.72,42.03,5.68,23.48,8.63,1.99,0.04,2.11,0.17,0.00
37,0.21,0.00,0.47,0.18,0.05,0.01,0.94,5.26,22.00,1.70,18.93,48.81,0.57,0.02,0.51,0.35,0.00
38,0.78,0.00,4.06,0.47,0.06,0.02,0.00,0.11,0.00,0.00,0.01,24.78,0.00,69.02,0.68,0.01,0.00
39,0.32,0.00,4.19,0.80,0.15,0.06,0.03,0.14,0.00,0.00,2.48,35.93,2.30,53.04,0.48,0.06,0.00
40,0.81,0.00,3.57,0.62,0.21,0.10,0.02,0.20,0.00,0.00,0.00,24.83,2.52,66.48,0.61,0.03,0.00
41,0.32,0.00,3.26,0.54,0.14,0.05,0.09,0.20,0.00,0.00,0.00,23.44,4.68,67.12,0.08,0.08,0.00
42,0.01,0.00,3.72,0.13,0.02,0.00,0.04,0.10,0.01,0.00,3.02,13.51,11.98,67.35,0.09,0.01,0.00
43,1.87,0.00,4.58,1.55,0.31,0.14,0.02,2.42,0.00,0.00,0.02,36.85,0.33,51.12,0.69,0.10,0.00
44,0.39,0.00,2.61,0.17,0.03,0.01,0.02,0.23,0.00,0.00,0.00,74.27,0.00,21.82,0.41,0.03,0.00
45,0.57,0.00,3.80,0.49,0.04,0.01,0.03,1.63,0.00,0.00,0.01,36.85,0.12,56.20,0.24,0.01,0.00
46,0.13,0.00,2.75,0.16,0.02,0.00,0.09,0.05,0.00,0.00,12.01,23.39,7.23,53.30,0.64,0.24,0.00
47,0.51,0.00,3.12,0.13,0.02,0.00,0.01,0.06,0.00,0.00,0.00,44.18,0.96,50.00,0.99,0.01,0.00
48,0.27,0.00,3.18,0.27,0.07,0.02,0.01,0.04,0.00,0.00,0.02,58.14,0.03,37.75,0.19,0.00,0.00
49,0.34,0.00,4.17,0.32,0.04,0.01,0.04,0.10,0.00,0.00,0.01,8.49,2.24,84.26,0.00,0.00,0.00
50,0.02,0.00,4.14,0.19,0.02,0.00,0.18,0.04,0.00,0.00,11.66,28.73,4.95,49.50,0.24,0.33,0.00
51,0.06,0.00,4.05,0.35,0.09,0.03,0.08,0.05,0.00,0.00,0.81,15.98,6.28,72.18,0.03,0.00,0.00
52,1.12,0.00,3.78,0.37,0.05,0.02,0.01,0.06,0.00,0.00,0.02,31.94,0.01,62.00,0.61,0.01,0.00
53,1.23,0.00,3.45,0.33,0.05,0.01,0.01,2.20,0.01,0.00,0.02,68.34,0.01,24.04,0.29,0.01,0.00
54,0.44,0.00,2.74,0.17,0.03,0.01,0.02,0.13,0.00,0.00,0.00,11.82,5.03,79.51,0.02,0.09,0.00
55,0.55,0.00,3.03,0.11,0.02,0.00,0.01,0.06,0.00,0.00,0.30,71.55,1.84,22.20,0.27,0.05,0.00
56,1.05,0.00,3.80,0.56,0.06,0.01,0.01,2.36,0.00,0.00,0.01,47.79,0.16,43.77,0.41,0.02,0.00
57,0.70,0.00,4.48,2.00,0.49,0.20,0.01,2.58,0.00,0.00,0.00,22.79,0.68,65.32,0.72,0.02,0.00
58,0.03,0.00,4.54,0.30,0.02,0.00,0.06,0.01,0.00,0.00,4.58,23.19,0.73,66.50,0.01,0.02,0.00
59,0.30,0.00,2.93,0.12,0.02,0.00,0.05,0.10,0.00,0.00,4.39,22.66,9.05,59.70,0.40,0.27,0.00
60,1.24,0.00,4.03,0.53,0.05,0.01,0.01,0.38,0.00,0.00,0.04,32.36,0.02,59.35,1.52,0.45,0.00
61,1.97,0.00,5.36,8.87,2.82,1.40,0.03,2.67,0.00,0.05,0.01,24.77,0.82,50.39,0.82,0.02,0.00
62,0.46,0.00,2.96,0.18,0.02,0.00,0.02,0.28,0.00,0.00,0.02,45.35,4.22,46.08,0.34,0.06,0.00
63,1.08,0.00,4.04,1.03,0.14,0.04,0.02,2.04,0.00,0.00,0.00,20.65,0.89,68.48,1.55,0.04,0.00
64,0.37,0.00,3.62,0.57,0.13,0.04,0.02,0.31,0.00,0.00,0.01,32.60,0.00,61.74,0.56,0.03,0.00
65,2.13,0.00,0.89,1.29,1.48,0.60,3.36,0.01,5.19,0.08,84.10,0.55,0.06,0.07,0.18,0.01,0.00
66,0.05,0.00,0.35,0.01,0.00,0.00,0.11,0.06,2.91,0.00,23.69,72.64,0.00,0.15,0.02,0.02,0.00
67,1.24,0.00,0.24,0.22,0.03,0.00,2.04,0.19,14.67,0.00,74.76,6.23,0.05,0.23,0.08,0.01,0.00
68,0.07,0.00,1.24,0.32,0.12,0.04,0.36,0.00,0.00,0.00,53.02,42.60,0.00,2.19,0.00,0.03,0.00
69,0.16,0.00,0.51,0.10,0.02,0.00,0.03,0.01,0.61,0.00,16.51,81.71,0.00,0.06,0.07,0.21,0.00
70,0.10,0.00,1.49,0.09,0.02,0.00,0.47,0.22,10.69,0.01,19.12,66.82,0.00,0.88,0.00,0.08,0.00
71,0.03,0.00,0.52,0.21,0.07,0.01,0.74,0.21,30.20,0.00,64.07,3.76,0.03,0.01,0.07,0.07,0.00
72,0.01,0.00,0.50,0.16,0.03,0.00,5.74,0.02,17.48,0.00,66.72,9.14,0.01,0.18,0.01,0.00,0.00
73,0.39,0.00,0.89,0.39,0.18,0.03,1.20,0.07,7.32,0.00,64.45,22.00,1.22,1.24,0.61,0.01,0.00
74,0.15,0.00,2.30,0.18,0.04,0.01,0.07,0.00,0.00,0.00,15.96,63.60,0.00,17.65,0.00,0.04,0.00
75,0.03,0.00,4.06,0.66,0.17,0.12,0.05,0.00,0.00,0.00,1.11,59.74,0.00,34.04,0.00,0.04,0.00
76,0.08,0.00,0.62,0.29,0.03,0.01,0.66,3.12,43.42,0.92,37.69,11.79,0.69,0.13,0.44,0.10,0.00
77,0.00,0.00,0.31,0.08,0.02,0.00,2.28,0.00,1.55,0.05,83.97,11.03,0.09,0.49,0.08,0.04,0.01
78,0.35,0.00,0.94,0.26,0.06,0.01,0.54,0.01,2.39,0.00,89.82,3.19,0.00,1.56,0.41,0.46,0.00
79,0.19,0.00,0.45,0.05,0.01,0.00,0.13,0.00,0.01,0.00,27.87,70.47,0.00,0.61,0.04,0.16,0.00
80,0.05,0.00,0.30,0.13,0.04,0.00,1.95,0.10,33.66,0.01,49.26,14.43,0.00,0.02,0.02,0.02,0.00
81,0.44,0.00,1.70,0.13,0.02,0.01,0.27,0.01,0.37,0.00,38.33,52.43,0.00,6.05,0.04,0.20,0.00
82,0.32,0.00,0.58,0.09,0.02,0.00,0.08,1.61,32.10,0.08,11.92,51.57,0.09,0.58,0.37,0.58,0.00
83,0.07,0.00,2.91,2.29,0.51,0.08,1.09,0.74,52.11,0.11,24.67,15.36,0.06,0.00,0.01,0.00,0.00
84,0.24,0.00,3.43,5.83,2.76,0.55,0.35,0.26,19.59,0.07,39.99,23.99,2.22,0.12,0.51,0.08,0.00
85,0.11,0.00,1.09,0.84,0.25,0.04,3.66,0.00,0.58,0.00,84.51,5.09,0.06,3.73,0.02,0.01,0.00
86,0.07,0.00,0.78,0.23,0.07,0.01,0.11,0.00,0.29,0.00,71.96,24.84,0.00,1.39,0.09,0.15,0.00
87,0.35,0.00,1.61,0.87,0.14,0.03,0.92,0.00,1.33,0.00,69.30,19.80,1.50,3.60,0.55,0.01,0.00
88,0.55,0.00,0.54,0.14,0.01,0.00,0.18,3.03,36.88,0.81,42.74,13.42,0.42,0.43,0.69,0.16,0.00
89,0.44,0.00,0.38,0.08,0.03,0.00,0.02,0.42,25.01,0.08,28.54,44.41,0.12,0.05,0.15,0.27,0.00
90,0.02,0.00,0.20,0.08,0.01,0.00,0.16,0.07,49.49,0.00,33.50,16.43,0.00,0.00,0.02,0.03,0.00
91,0.19,0.00,1.23,0.43,0.07,0.01,0.35,1.12,22.74,0.24,51.23,21.15,0.45,0.47,0.26,0.05,0.00
92,0.05,0.00,2.05,0.57,0.13,0.02,0.06,0.47,24.14,0.30,28.57,42.52,0.02,1.02,0.06,0.01,0.00
93,0.33,0.00,0.47,0.12,0.01,0.00,2.09,0.02,11.86,0.00,59.57,24.29,0.11,0.61,0.50,0.01,0.00
94,0.00,0.00,0.54,0.06,0.01,0.00,1.57,0.07,14.30,0.00,33.53,49.82,0.01,0.08,0.00,0.01,0.00
95,0.09,0.00,0.36,0.14,0.06,0.01,0.81,0.15,24.02,0.00,47.63,26.69,0.00,0.00,0.01,0.03,0.00
96,0.01,0.00,1.56,0.23,0.04,0.01,0.37,0.00,0.32,0.00,85.67,10.02,0.08,1.65,0.00,0.02,0.01
97,0.25,0.00,0.39,0.06,0.01,0.00,0.15,0.80,30.89,0.07,9.55,56.40,0.47,0.13,0.17,0.66,0.00
98,0.04,0.00,0.57,0.05,0.01,0.00,0.04,0.06,6.05,0.00,10.71,79.54,0.00,2.65,0.06,0.22,0.00
99,2.18,0.00,5.84,1.80,0.52,0.24,0.01,20.66,2.22,0.00,0.00,53.33,4.68,8.51,0.00,0.00,0.00
100,1.26,0.00,4.97,0.49,0.16,0.07,0.05,5.32,4.45,0.00,0.23,43.06,0.24,39.71,0.00,0.00,0.00
101,13.70,0.00,3.81,0.97,0.18,0.09,0.08,27.14,0.77,0.00,0.00,38.27,10.35,4.30,0.20,0.14,0.00
102,0.78,0.00,3.99,0.27,0.03,0.01,0.26,0.01,0.00,2.83,53.83,8.68,0.00,28.66,0.65,0.00,0.00
103,2.01,0.00,3.87,1.17,0.24,0.07,0.34,21.76,5.44,0.00,0.00,49.51,11.51,4.02,0.00,0.06,0.00
104,2.04,0.00,2.62,0.31,0.06,0.01,0.67,8.56,0.01,0.00,0.46,61.61,3.49,20.14,0.00,0.01,0.00
105,1.24,0.00,4.24,0.54,0.08,0.03,0.82,0.95,0.00,0.01,4.20,27.85,0.04,59.98,0.00,0.01,0.00
106,1.28,0.00,3.44,0.27,0.04,0.01,0.07,0.04,0.57,0.00,0.51,71.85,0.09,21.53,0.25,0.04,0.00
107,0.63,0.00,4.17,0.57,0.05,0.01,0.01,0.59,0.00,0.00,0.26,26.57,0.69,63.77,1.99,0.70,0.00
108,0.67,0.00,4.22,0.29,0.05,0.01,0.10,1.02,9.60,1.38,3.73,55.77,0.00,23.14,0.00,0.00,0.00
109,1.98,0.00,14.33,10.71,7.94,4.47,0.04,20.21,0.22,0.00,0.00,29.93,2.64,7.54,0.00,0.00,0.00
110,0.06,0.00,4.66,0.42,0.07,0.02,0.06,0.00,0.00,0.00,4.63,55.15,0.00,34.83,0.04,0.06,0.00
111,0.28,0.00,3.01,0.10,0.02,0.00,0.32,0.01,0.05,0.75,24.86,63.00,0.00,7.54,0.07,0.00,0.00
112,1.74,0.00,4.67,0.36,0.05,0.02,0.03,0.52,0.04,2.32,24.41,17.22,0.11,48.35,0.17,0.00,0.00
113,0.20,0.00,3.80,0.60,0.14,0.05,0.52,0.00,0.00,2.82,37.88,37.11,0.00,16.48,0.41,0.00,0.00
114,1.80,0.00,4.72,0.90,0.22,0.08,0.07,6.99,0.20,0.00,0.13,51.00,1.09,32.30,0.31,0.20,0.00
115,0.09,0.00,4.12,0.20,0.02,0.01,0.59,0.02,0.01,1.24,51.41,11.20,0.00,30.78,0.30,0.00,0.00
116,0.70,0.00,4.40,0.96,0.13,0.03,0.25,2.32,5.58,0.86,0.14,47.03,0.08,37.47,0.04,0.02,0.00
117,2.70,0.00,3.91,0.59,0.06,0.01,2.30,1.08,0.02,0.00,0.26,29.53,0.22,58.12,0.79,0.40,0.00
118,3.29,0.00,3.14,0.54,0.09,0.03,0.71,29.82,0.61,0.00,0.00,39.40,14.04,8.09,0.08,0.16,0.00
119,0.41,0.00,4.00,0.16,0.01,0.00,0.11,0.03,0.00,0.00,6.24,68.63,0.10,19.91,0.38,0.00,0.00
120,2.12,0.00,3.99,0.81,0.34,0.14,0.01,18.20,0.01,0.00,0.02,58.50,1.81,14.07,0.00,0.00,0.00
121,3.56,0.00,4.44,1.69,0.38,0.14,0.03,2.50,0.00,0.01,0.11,28.06,6.52,47.51,4.21,0.85,0.00
122,0.41,0.00,4.85,0.85,0.18,0.12,0.47,0.15,0.04,1.71,32.26,5.31,0.00,53.30,0.36,0.00,0.00
123,0.02,0.00,2.53,0.21,0.02,0.00,0.02,0.01,0.07,0.00,8.06,68.22,0.00,20.42,0.09,0.33,0.00
124,0.12,0.00,3.87,0.33,0.04,0.01,0.35,0.01,0.34,0.17,19.29,64.51,0.01,10.78,0.17,0.00,0.00
125,1.63,0.00,4.69,0.94,0.27,0.10,0.43,16.18,0.06,0.00,0.00,49.38,9.17,17.14,0.00,0.01,0.00
126,0.99,0.00,4.21,0.91,0.30,0.11,0.05,10.52,0.17,0.00,0.05,56.67,0.45,25.57,0.00,0.00,0.00
127,1.52,0.00,3.63,0.87,0.14,0.04,0.22,2.20,6.86,0.38,0.00,38.34,0.07,45.72,0.00,0.00,0.00
128,0.67,0.00,3.87,0.87,0.21,0.09,0.10,0.02,5.91,0.03,3.50,65.03,0.05,19.49,0.07,0.11,0.00
129,1.10,0.00,5.22,0.52,0.14,0.05,0.10,2.81,0.29,0.00,0.00,32.07,0.07,57.55,0.00,0.08,0.00
130,1.67,0.00,4.50,1.81,0.92,0.37,0.11,7.09,0.61,0.41,1.99,63.78,0.13,16.62,0.00,0.01,0.00
131,0.88,0.00,4.41,0.41,0.13,0.02,0.86,3.81,0.01,0.00,0.43,43.37,0.05,45.61,0.00,0.00,0.00
132,1.31,0.00,4.40,0.72,0.24,0.12,0.01,0.53,1.27,0.51,6.96,45.50,0.01,38.37,0.03,0.00,0.00
133,0.47,0.00,4.91,1.34,0.55,0.25,0.01,2.01,0.26,0.00,0.00,29.31,0.26,60.65,0.00,0.00,0.00
134,0.40,0.00,4.71,0.36,0.07,0.04,0.01,0.41,0.09,1.28,11.88,22.99,0.00,57.71,0.04,0.00,0.00
135,1.56,0.00,5.46,0.65,0.20,0.07,0.07,18.47,2.43,0.00,0.00,48.83,1.11,21.06,0.00,0.07,0.00
136,1.44,0.00,5.27,0.99,0.18,0.08,0.02,18.61,0.05,0.00,0.00,50.29,10.31,12.76,0.00,0.00,0.00
137,1.14,0.00,5.17,0.57,0.17,0.05,0.00,30.46,0.51,0.00,0.00,49.42,8.52,3.98,0.00,0.01,0.00
138,3.28,0.00,7.26,4.86,2.39,0.69,0.37,32.78,0.26,0.00,0.00,34.01,7.65,6.44,0.00,0.00,0.00
139,1.50,0.00,4.92,2.02,0.88,0.26,0.14,4.55,2.99,0.00,0.00,35.30,0.38,47.07,0.00,0.00,0.00
140,1.40,0.00,3.13,0.41,0.08,0.02,0.38,0.97,0.12,0.00,0.06,63.47,0.26,28.43,0.74,0.55,0.00
141,1.61,0.00,4.00,1.72,0.44,0.18,0.08,27.41,0.20,0.00,0.00,46.97,12.39,4.99,0.00,0.01,0.00
142,1.62,0.00,5.36,1.54,0.38,0.14,0.21,34.62,0.06,0.00,0.00,40.62,9.86,5.60,0.00,0.00,0.00
143,0.36,0.00,4.00,1.30,0.21,0.07,0.73,0.52,0.05,0.00,45.96,19.45,0.00,27.22,0.05,0.09,0.00
144,0.13,0.00,2.17,0.13,0.01,0.00,0.04,0.13,1.53,0.40,72.88,2.31,0.00,20.13,0.15,0.00,0.00
145,0.01,0.00,4.22,0.25,0.03,0.01,0.03,0.17,0.97,0.00,6.25,29.66,0.00,56.24,0.00,2.16,0.00
146,0.01,0.00,0.30,0.08,0.01,0.00,1.42,0.02,1.64,0.00,92.47,3.85,0.00,0.08,0.08,0.04,0.01
147,0.20,0.00,3.80,1.86,0.50,0.07,0.25,0.14,0.08,0.08,50.16,15.98,16.29,8.88,1.47,0.24,0.02
148,0.06,0.00,1.36,0.70,0.10,0.01,0.27,1.85,3.82,0.01,75.53,15.22,0.04,0.13,0.76,0.11,0.01
149,0.02,0.00,2.92,0.11,0.01,0.00,0.69,0.05,0.00,0.69,50.37,26.44,0.00,18.52,0.17,0.00,0.00
150,0.46,0.00,5.31,1.23,0.62,0.29,0.04,1.21,0.51,0.00,75.73,2.51,0.45,11.52,0.10,0.00,0.00
151,0.97,0.00,5.38,0.27,0.07,0.02,0.00,1.80,2.20,0.00,63.46,17.87,0.31,7.46,0.19,0.00,0.00
152,0.01,0.00,2.36,1.03,0.20,0.01,0.13,0.37,1.03,0.06,63.59,6.51,16.16,5.17,3.33,0.04,0.00
153,0.08,0.00,6.83,0.48,0.05,0.02,0.05,0.01,0.00,0.00,0.64,36.52,0.00,55.10,0.00,0.22,0.00
154,0.49,0.00,5.57,0.68,0.15,0.03,0.03,5.40,19.15,0.22,40.20,15.08,2.35,9.83,0.81,0.01,0.00
155,0.07,0.00,1.40,0.31,0.07,0.01,0.58,0.30,0.01,0.21,31.07,58.20,0.00,7.47,0.31,0.00,0.00
156,0.03,0.00,3.03,0.19,0.03,0.02,0.03,0.00,0.00,0.00,1.89,62.02,0.00,32.72,0.01,0.03,0.00
157,0.14,0.00,5.62,0.37,0.08,0.02,0.00,2.97,6.02,0.00,58.39,20.02,1.89,4.18,0.29,0.00,0.00
158,0.13,0.00,3.45,0.86,0.32,0.20,0.14,9.91,13.86,0.00,17.91,46.33,1.27,3.90,1.72,0.00,0.00
159,0.40,0.00,4.77,0.33,0.04,0.01,0.23,0.02,0.00,0.00,23.41,17.53,0.00,52.99,0.00,0.26,0.00
160,0.15,0.00,3.06,0.35,0.09,0.04,0.01,6.94,29.54,0.00,44.37,14.63,0.39,0.39,0.03,0.00,0.00
161,0.82,0.00,5.90,0.41,0.11,0.05,0.18,16.79,2.63,3.74,14.84,7.65,27.16,15.56,3.96,0.18,0.00
162,0.44,0.00,5.96,1.37,0.53,0.28,0.11,11.65,30.24,0.04,28.60,16.78,1.17,2.38,0.46,0.00,0.00
163,0.66,0.00,3.14,1.32,0.25,0.04,2.90,0.07,0.68,0.11,14.89,13.54,5.98,48.46,2.44,5.51,0.00
164,0.86,0.00,7.52,2.32,0.69,0.34,0.14,9.65,4.42,0.01,0.12,54.15,9.99,7.93,1.84,0.00,0.00
165,0.00,0.00,2.25,0.21,0.06,0.00,0.04,0.05,0.00,0.00,91.29,0.22,0.00,4.74,0.60,0.53,0.00
166,0.16,0.00,2.20,1.80,0.81,0.24,0.34,0.01,0.25,0.02,69.45,16.09,6.52,0.10,1.77,0.20,0.02
167,0.12,0.00,3.16,0.16,0.03,0.01,0.00,2.49,0.98,0.00,35.61,53.40,0.19,3.79,0.04,0.00,0.00
168,0.29,0.00,3.89,0.72,0.09,0.03,0.52,0.09,0.63,0.17,32.75,42.59,0.00,18.18,0.05,0.02,0.00
169,0.12,0.00,2.30,0.43,0.03,0.00,5.18,2.53,6.44,0.08,22.84,49.71,2.75,0.23,3.24,4.11,0.00
170,2.83,0.00,6.47,1.13,0.27,0.17,0.09,15.07,24.40,0.01,0.00,43.90,3.22,0.45,1.97,0.00,0.00
171,0.20,0.00,0.84,0.23,0.01,0.00,0.02,0.01,0.00,0.00,51.72,40.18,0.00,6.60,0.01,0.18,0.00
172,0.16,0.00,7.72,2.20,0.94,0.57,0.03,4.50,8.71,0.00,54.58,9.68,0.23,10.63,0.03,0.00,0.00
173,0.06,0.00,1.01,0.08,0.00,0.00,0.07,0.05,8.87,0.07,81.07,6.42,0.00,2.29,0.02,0.00,0.00
174,0.18,0.00,1.82,0.10,0.00,0.00,0.57,0.18,0.12,0.03,49.46,38.73,0.00,8.70,0.06,0.05,0.00
175,1.97,0.00,5.02,0.29,0.07,0.03,0.00,7.40,11.14,0.00,19.80,51.62,0.21,2.24,0.19,0.00,0.00
176,0.03,0.00,3.94,0.34,0.07,0.03,0.01,0.01,0.00,0.00,2.51,48.95,0.00,43.72,0.00,0.39,0.00
177,0.00,0.00,0.93,0.13,0.00,0.00,0.12,0.01,0.00,0.00,34.06,60.80,0.00,3.27,0.61,0.05,0.00
178,1.00,0.00,0.73,0.32,0.10,0.03,0.21,0.90,0.48,0.00,95.22,0.55,0.00,0.04,0.38,0.01,0.04
179,1.38,0.00,7.19,0.76,0.24,0.15,0.01,3.59,7.24,0.01,49.86,20.76,3.25,5.19,0.38,0.00,0.00
180,0.87,0.00,5.78,2.10,0.47,0.21,0.10,12.43,3.04,0.00,4.36,58.87,7.90,2.59,1.29,0.00,0.00
181,1.00,0.00,1.57,2.37,0.47,0.02,0.49,0.01,0.01,0.00,46.05,33.25,8.48,0.36,3.66,2.21,0.04
182,0.40,0.00,2.87,1.96,0.32,0.04,0.21,1.80,0.25,0.43,40.06,3.84,39.94,6.10,1.63,0.15,0.00
183,3.38,0.00,5.84,0.63,0.15,0.07,0.01,7.64,29.09,0.00,8.28,40.42,1.25,2.72,0.53,0.00,0.00
184,0.00,0.00,2.81,0.07,0.02,0.00,0.07,0.06,0.00,0.00,78.06,1.52,0.00,16.71,0.02,0.65,0.00
185,0.18,0.00,3.90,0.22,0.02,0.01,0.20,0.13,0.11,0.00,22.50,20.98,0.00,50.59,0.02,1.13,0.00
186,0.56,0.00,3.27,0.57,0.11,0.02,0.27,3.68,0.60,0.16,30.35,3.18,27.25,18.51,5.45,6.01,0.00
187,2.40,0.00,3.66,0.59,0.17,0.08,0.04,11.68,27.02,0.00,31.29,22.49,0.08,0.20,0.30,0.00,0.00
188,0.00,0.00,2.81,0.71,0.10,0.01,0.00,0.32,0.05,0.00,92.27,3.71,0.00,0.02,0.00,0.00,0.00
189,1.38,0.00,5.42,3.48,4.27,1.81,2.06,0.96,0.02,0.00,6.40,3.49,4.51,61.25,2.19,2.76,0.00
190,0.73,0.00,5.34,0.33,0.08,0.03,0.07,18.58,2.44,0.00,10.48,59.12,0.37,1.91,0.51,0.01,0.00
191,0.03,0.00,5.72,0.41,0.08,0.02,0.01,0.02,0.01,0.00,0.32,46.05,0.00,46.62,0.00,0.73,0.00
192,0.02,0.00,1.03,0.22,0.04,0.01,0.84,0.00,0.12,0.00,95.86,0.83,0.00,0.85,0.09,0.09,0.00
193,0.00,0.00,5.23,0.12,0.02,0.01,0.06,0.00,0.00,0.00,41.68,12.76,0.00,40.09,0.00,0.01,0.00
194,0.05,0.00,6.03,0.38,0.06,0.02,0.01,0.01,0.00,0.00,0.79,20.91,0.00,71.48,0.00,0.26,0.00
