uniqid_eco4,NWALT12_11_eco4,NWALT12_12_eco4,NWALT12_21_eco4,NWALT12_22_eco4,NWALT12_23_eco4,NWALT12_24_eco4,NWALT12_25_eco4,NWALT12_26_eco4,NWALT12_27_eco4,NWALT12_31_eco4,NWALT12_32_eco4,NWALT12_33_eco4,NWALT12_41_eco4,NWALT12_43_eco4,NWALT12_44_eco4,NWALT12_45_eco4,NWALT12_46_eco4,NWALT12_50_eco4,NWALT12_60_eco4,NWALT12_9999_eco4
779,2.04,0.19,0.38,0.10,0.02,0.12,0.04,0.69,0.55,0.00,1.32,0.00,0.09,5.28,16.58,1.00,0.49,65.04,6.06,0.00
780,0.77,1.43,0.60,0.22,0.05,0.08,0.09,0.66,0.70,0.00,0.93,0.00,0.18,7.36,30.36,1.55,0.30,53.03,1.70,0.00
781,6.58,3.90,0.87,0.84,0.55,0.16,1.03,1.17,0.64,0.43,0.90,0.05,0.03,62.76,3.71,0.18,0.05,15.50,0.66,0.00
782,1.72,0.22,0.82,0.37,0.16,0.13,0.31,1.17,0.89,0.22,2.33,0.05,0.09,58.43,7.08,0.51,0.41,24.93,0.16,0.00
783,1.28,1.25,0.76,0.31,0.26,0.11,0.17,1.14,0.95,0.20,2.43,0.11,0.18,46.01,9.41,0.68,0.63,34.06,0.06,0.00
784,13.34,9.25,0.99,0.66,0.56,0.17,0.31,0.94,0.63,0.19,0.50,0.01,0.06,57.54,2.41,0.26,1.56,10.28,0.34,0.00
785,12.60,6.78,2.37,1.94,2.64,0.57,1.62,2.74,0.87,1.51,0.34,0.01,0.15,50.09,4.33,0.15,0.05,10.88,0.36,0.00
786,1.39,0.36,0.92,1.34,0.39,0.58,1.86,2.94,0.69,0.87,3.14,0.00,0.13,22.60,23.52,1.38,0.47,37.28,0.15,0.00
787,1.25,0.49,0.34,0.03,0.01,0.01,0.00,0.12,0.44,0.00,1.13,0.00,0.03,2.54,6.83,0.71,0.00,77.74,8.32,0.00
788,0.94,0.27,0.36,0.04,0.05,0.03,0.00,0.10,0.45,0.00,1.20,0.03,0.02,6.33,14.63,1.46,3.06,69.15,1.88,0.00
789,0.56,0.16,0.56,0.29,0.06,0.14,0.23,0.70,0.57,0.02,0.28,0.00,0.01,62.61,10.91,0.46,0.06,22.33,0.03,0.00
790,1.76,1.07,0.74,0.44,0.22,0.17,0.31,1.48,0.93,0.03,0.93,0.03,0.02,51.14,17.94,0.93,0.52,21.24,0.10,0.00
791,0.52,0.45,0.74,0.07,0.29,0.05,0.00,0.39,0.97,0.00,0.51,0.11,0.03,21.23,37.23,1.33,0.19,35.43,0.46,0.00
792,0.72,0.04,0.55,0.45,0.09,0.35,0.16,1.75,1.31,0.10,1.74,0.00,0.28,18.73,26.55,1.25,0.28,44.15,1.50,0.00
793,0.45,0.13,1.09,0.38,0.36,0.14,0.30,0.88,1.07,0.04,1.42,0.00,0.02,59.75,9.08,0.58,0.58,23.66,0.06,0.00
794,7.74,16.82,0.59,0.23,0.17,0.05,0.15,0.40,0.42,0.03,0.12,0.00,0.00,65.16,0.48,0.04,0.07,7.52,0.01,0.00
795,1.45,7.78,0.52,0.11,0.01,0.10,0.08,0.40,0.44,0.00,0.03,0.00,0.00,82.65,0.59,0.11,0.01,5.72,0.00,0.00
796,1.03,3.64,0.73,0.30,0.15,0.06,0.16,0.92,0.52,0.00,0.04,0.00,0.01,89.09,0.83,0.02,0.04,2.43,0.01,0.00
797,3.62,17.08,0.68,0.20,0.09,0.06,0.12,0.43,0.35,0.02,0.06,0.00,0.00,70.04,0.41,0.04,0.01,6.77,0.00,0.00
798,3.59,8.23,0.72,0.32,0.10,0.07,0.21,1.21,0.45,0.19,1.60,0.00,0.00,57.91,6.74,0.22,0.19,18.23,0.03,0.00
799,4.19,33.69,0.32,0.07,0.02,0.04,0.04,0.21,0.21,0.00,0.16,0.00,0.01,50.82,1.06,0.04,0.01,9.12,0.00,0.00
800,1.23,8.41,0.64,0.16,0.08,0.03,0.04,0.48,0.40,0.00,0.17,0.00,0.00,81.57,1.06,0.04,0.03,5.60,0.06,0.00
801,6.57,14.09,0.81,0.39,0.34,0.09,0.14,0.56,0.54,0.38,0.20,0.01,0.00,58.95,1.44,0.05,0.07,15.38,0.00,0.00
802,3.29,11.31,0.83,0.51,0.14,0.06,0.37,0.85,0.42,0.28,0.39,0.01,0.00,71.45,0.49,0.02,0.04,9.55,0.00,0.00
803,1.96,4.88,0.51,0.15,0.04,0.04,0.06,0.38,0.56,0.01,0.21,0.00,0.00,74.67,0.54,0.00,0.04,15.96,0.00,0.00
804,7.60,25.63,1.04,1.41,1.58,0.39,2.21,3.35,1.09,0.56,1.30,0.06,0.03,36.59,7.02,0.31,0.18,9.63,0.02,0.00
805,3.66,43.96,0.11,0.01,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,37.34,1.20,0.01,0.09,13.20,0.00,0.00
806,3.77,33.51,0.64,0.18,0.19,0.02,0.07,0.67,0.55,0.01,0.44,0.00,0.00,41.24,6.19,0.42,0.16,11.93,0.00,0.00
807,8.70,74.21,0.30,0.14,0.37,0.06,0.11,0.51,0.42,0.05,0.65,0.01,0.01,7.04,1.33,0.08,0.03,5.97,0.01,0.00
808,37.76,46.67,0.16,0.28,0.29,0.11,0.60,0.42,0.14,0.17,0.41,0.01,0.11,0.69,0.91,0.03,0.00,11.16,0.07,0.00
809,0.83,0.58,0.48,0.45,0.14,0.17,0.20,1.89,0.76,0.15,4.22,0.01,0.11,14.95,12.86,1.39,0.20,60.41,0.20,0.00
810,1.35,5.35,1.15,1.10,0.50,0.29,1.15,3.16,0.86,0.58,2.92,0.00,0.04,33.06,13.74,2.13,0.25,32.32,0.04,0.00
811,0.58,1.25,0.53,0.16,0.07,0.04,0.03,0.46,0.49,0.00,1.21,0.01,0.14,2.27,9.63,2.26,0.66,80.19,0.00,0.00
812,1.07,6.14,1.47,3.00,1.25,0.73,2.72,12.48,0.96,2.33,17.93,0.05,0.36,3.44,9.99,1.08,0.50,34.49,0.00,0.00
813,0.99,29.93,1.06,1.08,0.65,0.34,0.66,3.48,0.59,0.85,7.31,0.02,0.09,1.61,2.86,0.21,0.36,47.46,0.43,0.00
814,2.37,19.95,1.32,2.94,1.09,1.49,4.12,7.74,1.90,1.27,4.10,0.37,0.88,11.97,16.88,0.34,1.80,18.85,0.65,0.00
815,6.02,5.80,1.59,3.20,0.73,1.31,2.42,10.78,1.65,1.36,13.11,0.06,0.19,6.62,15.35,0.14,0.95,27.64,1.09,0.00
816,5.18,22.62,1.22,1.63,0.56,1.03,1.43,4.72,0.99,0.91,3.88,0.02,0.02,7.70,15.61,0.32,0.77,29.73,1.66,0.00
817,0.61,21.76,0.65,0.08,0.09,0.01,0.00,0.11,0.39,0.00,0.31,0.13,0.17,3.31,1.46,0.09,0.36,70.30,0.16,0.00
818,1.86,19.66,1.38,1.32,0.81,0.37,1.34,3.21,0.76,1.35,4.61,0.08,0.12,2.42,2.43,0.15,0.56,57.55,0.03,0.00
819,0.25,80.26,0.11,0.00,0.00,0.01,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,14.43,4.89,0.00
820,0.25,7.64,1.00,0.43,0.15,0.11,0.06,1.04,0.70,0.00,3.09,0.00,0.00,20.55,5.07,0.44,1.12,58.35,0.00,0.00
821,6.50,67.83,0.37,0.14,0.42,0.01,0.00,0.66,0.15,0.81,1.06,0.05,0.14,0.23,0.37,0.08,0.02,21.06,0.09,0.00
822,11.51,30.82,1.13,1.35,1.25,1.01,0.79,3.55,0.52,2.08,10.15,0.14,0.07,0.73,1.11,0.10,0.07,31.97,1.66,0.00
823,10.75,34.30,2.09,3.64,2.76,2.30,2.55,10.32,0.81,3.53,7.69,0.40,0.24,0.06,0.21,0.04,0.03,15.58,2.71,0.00
824,4.57,74.61,0.14,0.52,0.11,0.14,0.74,1.42,0.64,0.56,1.79,0.02,0.00,0.00,0.01,0.00,0.00,11.61,3.12,0.00
825,12.33,52.53,0.27,0.31,0.13,0.15,0.35,0.46,0.19,0.03,0.25,0.00,0.05,21.53,1.19,0.06,0.04,6.61,3.52,0.00
826,0.59,66.13,0.53,0.75,0.15,1.43,0.94,2.75,0.48,0.17,1.29,0.00,0.10,2.58,1.64,0.06,0.05,6.03,14.35,0.00
827,3.35,5.29,5.98,13.81,3.99,6.58,30.46,9.22,1.76,3.50,1.61,0.03,0.17,8.75,0.42,0.00,0.06,3.29,1.73,0.00
828,9.68,78.04,0.46,0.66,0.39,0.37,0.81,1.49,0.29,0.14,0.75,0.00,0.01,0.00,0.00,0.00,0.00,2.43,4.49,0.00
829,2.35,0.09,0.28,0.05,0.03,0.01,0.00,0.18,0.61,0.00,0.82,0.01,0.08,0.11,1.30,0.05,0.02,79.00,14.99,0.00
830,0.66,0.01,0.12,0.00,0.00,0.00,0.00,0.01,0.08,0.00,0.03,0.00,0.01,0.00,0.00,0.00,0.01,45.24,53.80,0.01
831,0.74,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,14.65,84.49,0.01
832,0.08,0.01,0.05,0.01,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.48,51.58,47.73,0.02
833,0.62,0.04,0.10,0.04,0.00,0.01,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.02,0.55,0.05,3.42,94.23,0.77,0.00
834,6.17,0.00,0.02,0.19,0.00,0.03,0.00,0.11,0.25,0.00,0.09,0.00,0.00,0.00,0.33,0.00,0.65,91.71,0.43,0.00
835,4.00,0.13,0.15,0.01,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.16,64.46,30.99,0.00
836,0.98,0.09,0.51,0.10,0.04,0.09,0.03,0.35,0.79,0.00,0.70,0.00,0.02,1.39,2.11,0.09,1.20,90.67,0.84,0.00
837,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.86,96.00,0.00
838,0.91,0.49,2.12,2.47,1.33,0.81,4.98,5.90,1.46,0.25,3.46,0.01,0.18,17.84,22.36,3.84,3.27,28.03,0.29,0.00
839,0.73,0.04,0.36,0.14,0.04,0.09,0.06,1.08,0.74,0.05,5.59,0.00,0.00,2.00,6.12,1.75,2.46,78.09,0.65,0.00
840,0.43,0.00,0.85,0.49,0.27,0.17,0.47,1.20,0.98,0.05,2.11,0.00,0.08,1.14,23.13,1.91,1.77,64.94,0.00,0.00
841,0.11,0.00,0.14,0.00,0.00,0.08,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.47,23.10,0.00
842,0.12,0.00,0.18,0.02,0.02,0.02,0.02,0.15,0.43,0.01,0.70,0.00,0.03,0.07,1.18,0.21,0.21,95.28,1.36,0.00
843,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.05,75.32,24.37,0.00
844,0.21,0.00,0.57,0.01,0.01,0.00,0.00,0.02,0.24,0.00,0.08,0.00,0.01,0.08,0.52,0.09,1.01,93.52,3.62,0.00
845,0.02,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,90.92,8.75,0.00
846,0.34,0.01,0.35,0.01,0.01,0.03,0.00,0.03,0.32,0.00,0.03,0.00,0.00,0.01,0.06,0.04,0.03,85.49,13.23,0.00
847,0.04,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.52,52.35,0.00
848,2.87,0.00,0.30,0.03,0.02,0.06,0.00,0.05,0.27,0.01,0.32,0.00,0.02,0.05,0.05,0.01,0.52,88.90,6.51,0.00
849,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,97.55,2.11,0.00
850,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.99,64.87,0.00
851,0.10,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,75.10,24.67,0.00
852,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,70.63,0.00
853,0.01,0.00,0.24,0.00,0.00,0.00,0.00,0.01,0.06,0.00,0.04,0.00,0.00,1.01,1.13,0.16,6.14,91.20,0.00,0.00
854,0.38,0.00,0.13,0.02,0.01,0.00,0.01,0.12,0.21,0.00,0.74,0.01,0.00,0.28,0.81,0.09,1.47,93.60,2.11,0.00
855,0.17,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,68.80,30.53,0.00
856,0.02,0.02,0.22,0.09,0.09,0.05,0.10,0.32,0.18,0.03,1.61,0.01,0.11,3.46,0.31,0.02,4.95,87.33,1.03,0.05
857,0.01,0.00,0.05,0.02,0.05,0.00,0.01,0.03,0.02,0.01,0.18,0.00,0.22,0.00,0.00,0.00,0.68,89.13,9.57,0.02
858,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.51,51.46,0.00
859,0.01,0.00,0.09,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,1.83,98.02,0.00,0.00
860,0.01,0.00,0.15,0.02,0.00,0.00,0.00,0.07,0.05,0.00,0.69,0.10,0.06,0.05,0.06,0.00,7.38,90.33,0.99,0.05
861,0.90,0.33,1.30,2.88,1.69,1.30,7.19,3.30,1.00,1.00,2.77,0.22,0.29,28.17,11.51,1.42,26.08,8.41,0.23,0.00
862,0.20,0.02,1.24,1.22,0.29,0.29,2.12,1.49,1.14,0.54,1.00,0.04,0.20,51.11,13.41,3.35,16.68,5.64,0.02,0.00
863,0.47,5.03,0.48,0.10,0.05,0.03,0.08,0.10,0.37,0.00,0.02,0.00,0.00,86.46,1.49,0.03,0.72,4.56,0.00,0.00
864,0.80,0.06,0.77,1.42,0.29,0.24,2.87,1.94,0.98,0.22,1.73,0.03,0.01,49.09,4.29,1.81,27.65,5.46,0.30,0.00
865,3.62,2.60,1.52,1.81,0.58,0.67,3.25,1.34,1.04,0.33,0.51,0.01,2.10,67.68,3.46,0.28,1.83,7.18,0.20,0.00
866,0.05,0.00,0.00,0.01,0.00,0.12,0.00,0.00,0.10,0.00,0.00,0.00,0.00,6.31,0.99,0.59,78.02,13.81,0.00,0.00
867,0.20,0.13,1.39,1.23,0.76,0.52,2.42,0.56,0.85,0.27,0.41,0.07,0.28,70.39,7.05,0.74,9.79,2.94,0.00,0.00
868,1.76,2.32,1.65,1.12,1.00,0.46,2.33,0.77,0.68,0.07,0.40,0.30,0.03,67.55,8.66,0.70,3.89,6.33,0.00,0.00
869,16.22,6.39,0.48,0.50,0.68,0.25,0.96,0.30,0.67,0.37,0.30,0.01,0.00,53.23,6.34,1.03,1.88,8.35,2.03,0.00
870,0.20,0.34,0.93,1.82,0.89,0.42,3.56,2.13,0.84,0.21,0.43,0.00,0.02,83.28,2.64,0.14,1.08,1.07,0.00,0.00
871,0.10,0.02,4.02,8.05,4.41,1.32,14.21,5.09,1.29,0.34,0.25,0.00,0.00,55.52,3.90,0.33,0.44,0.71,0.00,0.00
872,1.99,9.03,0.47,0.31,0.28,0.08,0.44,0.36,0.51,0.04,0.20,0.01,0.00,51.60,11.90,0.72,7.24,14.82,0.00,0.00
873,0.34,0.26,1.76,2.63,1.24,0.62,5.80,2.98,1.37,0.30,0.45,0.00,0.04,60.50,14.41,0.33,4.59,2.39,0.00,0.00
874,1.24,0.02,2.02,1.50,1.02,0.29,3.02,1.77,1.05,0.04,0.62,0.01,0.19,58.86,7.58,0.52,17.55,2.69,0.00,0.00
875,0.30,0.01,0.87,1.36,0.53,0.23,2.84,1.54,0.96,0.17,0.37,0.00,0.01,70.04,14.11,0.66,3.36,2.65,0.00,0.00
876,0.25,0.04,0.69,0.44,0.41,0.00,0.10,0.05,0.45,0.01,0.02,0.00,0.00,93.01,1.20,0.19,1.67,1.48,0.00,0.00
877,2.14,0.38,0.48,0.62,0.10,0.06,0.45,0.27,0.36,0.03,0.02,0.00,0.01,77.55,10.14,0.83,2.26,4.28,0.00,0.00
878,0.09,0.01,0.66,0.69,0.45,0.29,1.22,0.77,0.59,0.39,0.94,0.04,0.04,23.35,0.65,3.78,44.79,21.26,0.00,0.00
879,0.43,0.00,1.13,1.69,0.58,0.29,3.02,1.46,0.88,0.10,0.38,0.01,0.42,60.36,7.51,2.05,10.38,9.31,0.00,0.00
880,0.17,0.00,0.62,0.14,0.22,0.00,0.00,0.03,0.51,0.00,0.00,0.01,2.42,47.41,1.60,0.99,24.77,21.10,0.00,0.00
881,1.28,0.17,0.61,0.11,0.02,0.07,0.00,0.04,0.24,0.00,0.00,0.00,0.00,65.82,5.15,3.66,19.73,3.10,0.00,0.00
882,0.14,0.04,0.07,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.42,0.70,0.39,9.03,83.09,6.09,0.00
883,0.08,0.05,0.09,0.02,0.01,0.02,0.02,0.07,0.07,0.07,0.06,0.00,0.00,4.86,0.98,0.29,5.93,86.80,0.59,0.00
884,0.01,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.33,0.08,0.04,3.14,95.95,0.41,0.00
885,0.30,0.33,0.22,0.01,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.02,4.77,5.69,0.74,2.54,84.94,0.33,0.00
886,9.72,4.77,0.31,0.03,0.01,0.01,0.00,0.07,0.09,0.00,0.08,0.01,0.00,3.44,14.02,1.76,0.95,64.65,0.07,0.00
887,0.54,0.07,0.10,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.00,0.01,0.27,0.42,0.65,9.47,86.24,2.19,0.00
888,0.13,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.15,0.30,0.33,3.38,91.41,4.20,0.00
889,0.03,0.00,0.26,0.01,0.01,0.00,0.00,0.02,0.14,0.00,0.04,0.00,0.00,20.34,4.27,1.26,37.44,36.17,0.00,0.00
890,1.69,0.14,0.31,0.05,0.08,0.01,0.01,0.13,0.19,0.00,0.11,0.03,0.01,37.32,2.33,0.73,16.06,40.78,0.01,0.00
891,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.08,1.67,90.82,7.32,0.00
892,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.18,43.82,55.92,0.00
893,0.19,0.32,0.19,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.01,0.51,2.00,2.56,4.90,88.77,0.50,0.00
894,14.98,8.30,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.44,0.45,0.23,0.21,72.29,0.00,0.00
895,0.00,0.00,0.32,0.10,0.00,0.15,0.01,0.11,0.12,0.52,0.69,0.00,0.02,0.05,0.06,0.01,5.05,57.98,34.75,0.06
896,0.00,0.03,0.09,0.00,0.00,0.07,0.00,0.00,0.08,0.00,0.09,0.00,0.00,0.00,0.01,0.02,11.56,66.66,21.38,0.02
897,0.00,0.01,0.23,0.04,0.01,0.15,0.00,0.27,0.12,0.00,2.96,0.01,0.05,0.47,0.16,0.00,1.32,90.72,3.42,0.05
898,0.07,0.00,0.22,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.03,0.02,0.00,0.00,89.36,10.09,0.17
899,0.08,0.00,1.37,3.07,0.23,4.82,6.13,4.55,1.24,1.96,9.82,0.04,0.19,0.50,0.09,0.00,3.57,49.12,13.22,0.00
900,20.60,0.01,0.92,0.80,0.25,0.41,1.14,0.87,0.71,0.39,1.54,0.04,0.00,25.49,20.83,0.25,0.02,25.56,0.10,0.05
901,4.55,0.38,0.65,0.77,0.11,0.33,0.81,2.27,0.69,0.09,2.52,0.00,0.00,23.55,21.57,0.37,0.50,37.92,2.84,0.06
902,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,99.74,0.00,0.00
903,0.02,0.00,0.04,0.01,0.01,0.01,0.00,0.05,0.01,0.00,0.19,0.00,0.02,0.00,0.01,0.00,0.43,62.47,36.71,0.02
904,0.03,0.00,0.31,0.08,0.07,0.02,0.08,0.09,0.11,0.03,0.40,0.04,0.03,1.90,0.34,0.01,2.23,78.32,15.87,0.02
905,0.60,0.03,0.09,0.06,0.01,0.16,0.07,0.51,0.08,0.15,1.75,0.01,0.17,0.01,0.02,0.00,0.54,77.28,18.47,0.01
906,0.14,0.11,0.40,0.50,0.17,0.31,0.87,1.74,0.29,0.62,4.31,0.01,0.38,0.67,0.34,0.01,6.12,80.29,2.70,0.01
907,0.00,0.00,0.32,0.00,0.01,0.00,0.00,0.00,0.03,0.00,0.00,0.01,0.00,0.14,0.12,0.00,1.09,92.30,5.93,0.04
908,0.21,0.12,1.83,5.55,1.52,2.41,13.85,6.80,1.39,1.70,5.16,0.05,0.02,23.28,0.95,0.02,0.70,34.44,0.00,0.00
909,0.52,2.53,0.84,0.90,1.00,0.36,1.27,1.18,0.80,0.60,2.18,0.04,0.01,30.60,3.87,0.09,0.99,52.24,0.00,0.00
910,1.14,1.67,1.56,0.54,0.64,0.13,0.14,0.51,0.91,0.01,1.35,0.04,0.06,32.87,5.54,0.12,0.50,52.20,0.04,0.03
911,3.38,2.10,0.20,0.04,0.01,0.00,0.00,0.05,0.17,0.00,0.14,0.00,0.01,2.92,1.06,0.01,0.07,89.73,0.09,0.02
912,6.84,4.51,0.40,0.04,0.05,0.00,0.01,0.05,0.19,0.00,0.46,0.01,0.01,0.82,0.49,0.01,0.04,85.24,0.83,0.02
913,8.68,2.56,0.22,0.05,0.06,0.01,0.06,0.05,0.19,0.02,0.24,0.00,0.01,0.36,0.44,0.02,0.01,86.72,0.29,0.00
914,4.88,2.68,1.02,0.45,0.14,0.10,0.15,1.27,0.88,0.58,10.70,0.01,0.12,3.49,5.88,0.39,0.11,67.04,0.13,0.00
915,7.25,2.06,1.11,0.63,0.36,0.18,0.15,3.63,0.77,0.13,34.95,0.04,0.12,1.41,4.35,0.22,0.12,42.04,0.48,0.00
916,5.12,5.15,0.47,0.22,0.10,0.07,0.01,1.05,0.82,0.01,10.43,0.18,0.07,2.48,1.04,0.04,0.23,68.48,4.02,0.00
917,3.56,9.85,1.71,0.92,0.36,0.14,0.38,2.02,0.59,3.36,8.81,0.02,0.08,1.69,2.18,0.02,0.03,64.03,0.24,0.00
918,1.04,0.88,3.90,3.93,2.62,1.93,7.67,9.65,0.74,4.98,11.32,0.05,0.08,19.49,14.48,0.33,0.08,16.71,0.14,0.00
919,20.09,3.10,1.36,0.65,0.38,0.63,0.34,1.92,0.45,0.54,8.58,0.03,0.06,10.56,19.19,0.34,0.44,30.80,0.51,0.00
920,4.66,2.35,1.64,1.36,0.53,0.86,1.37,3.54,0.61,1.19,9.44,0.03,0.25,19.93,24.84,0.64,0.23,26.50,0.00,0.00
921,6.44,6.15,0.64,0.22,0.33,0.11,0.17,0.48,0.49,0.02,1.96,0.02,0.03,5.75,19.97,1.58,1.59,54.02,0.00,0.03
922,1.97,3.28,0.63,0.22,0.43,0.09,0.10,0.41,0.47,0.02,2.67,0.02,0.12,7.15,18.07,1.15,0.96,62.25,0.00,0.00
923,1.41,1.42,1.63,0.85,0.32,0.46,0.78,1.40,0.72,1.18,8.34,0.02,0.08,14.94,24.86,1.11,0.90,39.58,0.00,0.00
924,4.42,2.38,3.62,4.50,1.73,2.63,7.58,19.83,0.71,5.61,20.99,0.13,0.50,3.78,2.38,0.03,0.20,17.84,1.14,0.00
925,1.18,11.33,2.43,2.31,1.15,1.18,3.42,9.07,0.86,4.86,11.54,0.09,0.77,6.15,0.88,0.02,0.02,41.28,1.46,0.00
926,4.89,24.97,4.53,5.11,0.92,4.11,12.83,10.87,0.94,5.30,6.84,0.81,0.13,0.97,0.76,0.00,0.01,14.64,1.35,0.00
927,0.84,5.15,3.71,6.07,3.11,2.46,7.99,15.80,0.83,7.43,8.72,0.02,0.11,19.84,7.53,0.19,0.17,9.96,0.09,0.00
928,1.00,0.07,4.82,5.90,1.21,2.70,8.59,9.97,1.10,6.22,6.01,0.02,0.03,6.83,0.85,0.06,0.00,44.63,0.00,0.00
929,0.65,0.13,3.21,6.52,4.03,2.63,10.53,5.59,2.73,2.20,3.22,0.02,0.19,36.08,3.71,1.63,2.15,13.72,1.05,0.00
930,0.58,0.00,1.26,2.86,1.17,2.70,6.53,9.93,1.09,9.79,6.31,0.08,0.08,0.61,0.48,0.14,2.45,53.87,0.08,0.00
931,0.50,0.03,7.48,20.17,11.49,6.47,44.42,4.57,0.95,2.93,0.28,0.02,0.04,0.26,0.07,0.01,0.06,0.25,0.00,0.00
932,1.12,0.22,5.78,14.61,8.44,7.76,27.30,12.43,1.01,8.81,2.29,0.28,0.04,0.99,0.13,0.02,1.02,7.71,0.00,0.05
933,0.67,0.05,1.97,5.98,2.76,3.87,12.84,14.02,1.54,8.08,8.44,0.01,0.03,2.32,0.39,0.13,2.86,33.85,0.17,0.01
934,0.53,0.02,0.54,0.35,0.02,0.65,0.07,3.48,0.83,0.39,11.59,0.02,0.03,3.71,0.34,0.33,0.15,70.95,5.94,0.05
935,0.40,0.05,0.90,0.02,0.01,0.08,0.00,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,95.70,1.94,0.15
936,1.37,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,1.89,36.34,60.35,0.00
937,1.36,0.00,0.02,0.05,1.08,0.04,0.14,0.02,0.55,0.40,0.14,0.12,0.15,0.00,0.55,0.00,2.49,92.28,0.60,0.00
938,1.28,0.40,4.47,11.69,5.06,3.52,21.90,13.92,2.39,6.02,6.70,0.01,0.13,5.72,4.40,0.60,2.95,8.85,0.00,0.00
939,1.38,0.01,0.51,1.11,0.43,0.82,2.03,8.37,1.57,3.61,18.73,0.06,0.07,1.51,0.70,0.78,5.38,52.69,0.23,0.00
940,0.05,0.02,0.17,0.12,0.15,0.22,0.30,1.32,0.74,0.36,4.97,0.00,0.01,4.53,0.09,0.03,0.94,71.13,14.86,0.00
941,0.05,0.00,0.10,0.00,0.01,0.01,0.00,0.01,0.06,0.00,0.03,0.07,0.00,0.04,0.01,0.00,0.00,53.74,45.85,0.00
942,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.02,88.97,0.00
943,0.22,0.01,0.32,0.08,0.12,0.01,0.04,0.88,0.43,0.06,6.77,0.00,0.23,0.02,0.21,0.32,2.36,71.32,16.60,0.00
944,0.02,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,32.14,67.79,0.00
945,0.46,0.03,0.28,0.07,0.03,0.08,0.03,0.35,0.47,0.78,0.92,0.00,0.01,0.14,0.32,0.09,0.52,82.18,13.24,0.00
