uniqid_eco4,NWALT12_11_eco4,NWALT12_12_eco4,NWALT12_21_eco4,NWALT12_22_eco4,NWALT12_23_eco4,NWALT12_24_eco4,NWALT12_25_eco4,NWALT12_26_eco4,NWALT12_27_eco4,NWALT12_31_eco4,NWALT12_32_eco4,NWALT12_33_eco4,NWALT12_41_eco4,NWALT12_43_eco4,NWALT12_44_eco4,NWALT12_45_eco4,NWALT12_46_eco4,NWALT12_50_eco4,NWALT12_60_eco4,NWALT12_9999_eco4
1,3.76,0.14,0.57,0.19,0.19,0.09,0.15,0.55,0.31,0.03,0.73,0.02,0.00,11.72,2.28,0.20,4.27,73.70,1.11,0.00
2,0.02,0.00,0.30,0.05,0.01,0.01,0.04,0.08,0.18,0.00,0.02,0.00,0.00,79.08,0.16,0.02,1.25,18.73,0.06,0.00
3,0.07,0.00,0.38,0.05,0.02,0.02,0.06,0.11,0.15,0.01,0.09,0.01,0.00,37.49,1.42,0.45,3.00,56.64,0.04,0.00
4,1.13,0.00,0.14,0.02,0.01,0.01,0.00,0.09,0.18,0.00,0.01,0.00,0.00,35.02,1.58,0.07,3.95,57.78,0.00,0.00
5,4.52,0.15,1.03,0.62,0.59,0.16,0.63,1.37,0.78,0.18,0.98,0.16,0.00,44.14,4.09,0.31,3.33,36.79,0.18,0.00
6,1.32,0.00,0.34,0.21,0.04,0.09,0.24,0.96,0.23,0.00,0.42,0.00,0.00,46.91,0.86,0.24,30.67,17.46,0.00,0.00
7,0.07,0.00,0.17,0.05,0.03,0.01,0.09,0.24,0.23,0.03,0.43,0.04,0.00,21.41,2.25,0.14,8.32,66.31,0.17,0.00
8,0.00,0.00,0.47,0.31,0.03,0.02,0.14,0.40,0.32,0.00,0.03,0.00,0.00,90.15,0.08,0.00,1.25,6.80,0.00,0.00
9,0.01,0.00,0.46,0.08,0.06,0.02,0.00,0.37,0.30,0.00,0.04,0.00,0.00,79.67,0.35,0.00,5.34,13.30,0.00,0.00
10,0.02,0.00,0.26,0.09,0.02,0.01,0.10,0.09,0.21,0.00,0.01,0.01,0.00,69.77,0.11,0.04,11.88,17.40,0.00,0.00
11,1.26,0.01,0.07,0.00,0.00,0.06,0.00,0.00,0.02,0.00,0.08,0.00,0.00,0.91,0.23,0.15,1.55,95.69,0.00,0.00
12,4.45,0.00,0.59,0.40,0.31,0.11,0.16,0.23,0.19,0.01,0.28,0.01,0.00,8.39,0.24,0.06,63.62,20.75,0.20,0.00
13,3.14,0.03,0.69,0.25,0.06,0.03,0.05,0.42,0.72,0.00,0.53,0.01,0.02,1.64,6.60,0.27,13.43,71.87,0.22,0.00
14,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,4.88,1.15,0.16,13.61,80.01,0.00,0.00
15,0.25,0.03,0.16,0.01,0.00,0.00,0.00,0.03,0.06,0.00,0.10,0.00,0.00,0.35,0.87,1.28,0.84,95.08,0.94,0.00
16,0.02,0.06,0.12,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.06,0.14,0.08,0.06,97.88,1.58,0.00
17,0.02,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,1.58,0.04,0.05,3.76,92.92,1.39,0.00
18,0.20,0.02,0.14,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.04,0.00,0.00,0.02,0.03,0.21,0.80,92.99,5.52,0.00
19,0.36,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.28,0.00,0.12,2.08,83.79,13.30,0.00
20,0.09,0.00,0.06,0.00,0.00,0.08,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.35,0.10,0.20,2.83,83.56,12.71,0.00
21,0.82,0.00,0.12,0.01,0.00,0.03,0.00,0.01,0.03,0.00,0.00,0.00,0.00,1.23,0.12,0.09,33.42,51.60,12.52,0.00
22,0.01,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.02,99.45,0.38,0.00
23,0.59,0.02,0.14,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.02,0.00,0.00,1.63,1.04,0.67,5.02,90.44,0.37,0.00
24,0.22,0.02,0.59,0.22,0.11,0.05,0.17,0.55,0.30,0.01,0.23,0.04,0.00,41.13,0.42,2.28,27.49,23.92,2.25,0.00
25,0.04,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.00,0.11,0.03,0.00,0.23,81.53,17.97,0.00
26,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,30.11,69.28,0.00
27,0.55,0.02,0.72,0.33,0.16,0.22,0.35,1.31,0.69,0.06,3.43,0.10,0.02,14.32,0.10,1.50,1.26,71.91,2.95,0.00
28,0.78,0.88,0.42,0.01,0.00,0.01,0.00,0.05,0.07,0.00,0.31,0.00,0.00,0.07,0.75,9.05,1.24,86.36,0.00,0.00
29,2.63,0.19,1.13,1.88,0.62,0.50,2.60,4.26,0.98,0.07,0.46,0.01,0.01,55.81,10.51,0.97,7.81,9.51,0.07,0.00
30,0.00,0.01,0.14,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,2.28,0.06,0.02,0.66,90.11,6.70,0.00
31,0.94,0.61,0.72,0.19,0.03,0.08,0.04,0.40,0.37,0.00,0.34,0.00,0.00,6.60,5.89,11.56,44.28,27.93,0.02,0.00
32,0.44,0.86,0.22,0.08,0.00,0.02,0.00,0.15,0.45,0.00,0.05,0.00,0.00,62.13,1.56,1.44,9.20,23.40,0.00,0.00
33,6.83,2.95,1.16,1.08,0.35,0.19,0.93,2.07,0.94,0.25,0.23,0.02,0.02,67.44,5.79,0.20,1.05,8.49,0.01,0.00
34,0.59,0.02,0.18,0.02,0.00,0.00,0.00,0.03,0.04,0.00,0.03,0.00,0.00,3.05,1.57,0.67,19.07,74.73,0.00,0.00
35,0.41,0.05,0.21,0.02,0.12,0.01,0.02,0.03,0.12,0.00,0.05,0.01,0.00,15.02,2.13,0.19,18.00,63.54,0.07,0.00
36,0.41,0.01,0.30,0.11,0.29,0.04,0.06,0.12,0.18,0.05,0.22,0.03,0.00,7.83,2.82,0.78,52.16,34.42,0.17,0.00
37,1.01,0.02,0.79,0.60,0.24,0.10,0.59,0.80,0.84,0.00,0.31,0.04,0.00,66.59,16.55,0.46,5.77,5.28,0.01,0.00
38,0.61,0.02,0.26,0.03,0.01,0.04,0.01,0.09,0.13,0.10,0.46,0.00,0.00,6.62,2.51,0.52,46.78,41.35,0.46,0.00
39,22.11,0.08,0.15,0.02,0.04,0.01,0.00,0.03,0.01,0.00,0.17,0.02,0.11,0.01,0.35,0.01,0.08,76.79,0.00,0.00
40,0.95,0.09,0.81,1.03,0.31,0.57,1.23,2.01,0.66,0.74,2.24,0.02,0.03,1.20,3.53,1.19,6.50,76.88,0.00,0.00
41,0.03,0.78,1.06,0.05,0.03,0.00,0.04,0.05,0.27,0.00,0.02,0.01,0.00,1.31,7.45,18.57,35.45,34.88,0.00,0.00
42,0.27,0.07,0.79,0.08,0.00,1.45,0.07,0.37,0.09,0.02,0.05,0.02,0.02,2.57,3.15,0.01,1.75,87.32,1.91,0.00
43,22.80,0.02,0.42,0.02,0.00,0.04,0.00,0.00,0.01,0.00,0.00,0.00,0.02,0.00,0.23,0.00,1.15,70.72,4.57,0.00
44,0.06,0.05,0.49,0.00,0.00,0.12,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.10,0.60,0.02,5.57,92.94,0.00,0.00
45,0.18,0.04,0.20,0.06,0.06,0.01,0.02,0.04,0.05,0.01,0.05,0.02,0.01,0.71,2.35,0.09,11.78,84.16,0.15,0.00
46,0.86,0.01,0.31,0.10,0.07,0.03,0.14,0.35,0.12,0.01,0.54,0.01,0.11,1.71,5.35,0.31,10.97,78.60,0.41,0.00
47,0.01,0.00,0.07,0.01,0.00,0.00,0.00,0.02,0.02,0.00,0.34,0.00,0.09,0.00,0.15,0.02,0.48,93.14,5.64,0.00
48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,52.44,47.07,0.00
49,9.87,0.41,4.19,9.00,4.25,3.08,16.95,15.90,1.13,2.13,3.39,0.05,0.06,9.23,16.04,0.39,0.40,3.51,0.02,0.00
50,15.31,6.84,0.09,0.01,0.04,0.01,0.00,0.03,0.05,0.01,0.41,0.04,0.04,1.20,4.13,0.20,0.12,71.47,0.00,0.00
51,7.17,0.05,0.09,0.00,0.05,0.00,0.00,0.00,0.02,0.00,0.00,0.03,0.06,0.14,0.47,0.02,0.41,91.37,0.11,0.00
52,0.70,1.02,0.88,0.62,0.32,0.12,0.37,2.52,0.80,0.10,0.29,0.08,0.00,46.04,23.51,1.75,5.78,14.97,0.12,0.00
53,0.89,0.05,0.26,0.05,0.04,0.02,0.04,0.15,0.15,0.00,0.33,0.03,0.12,1.76,1.47,0.07,1.98,86.72,5.87,0.00
54,0.09,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.32,0.07,0.23,0.09,11.92,86.26,0.97,0.00
55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.01,0.00,1.68,92.02,6.07,0.00
56,0.19,0.22,0.18,0.05,0.01,0.02,0.02,0.26,0.10,0.01,0.82,0.01,0.38,0.16,2.46,0.58,11.74,82.79,0.00,0.00
57,0.01,0.49,0.11,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,4.00,0.68,1.63,67.30,25.77,0.00
58,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,34.89,64.61,0.00
59,0.01,0.11,0.22,0.01,0.00,0.00,0.01,0.01,0.03,0.00,0.02,0.01,0.01,0.09,1.54,0.09,2.64,93.47,1.73,0.00
60,0.01,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.14,0.00,0.01,0.00,0.74,84.56,14.48,0.00
61,0.01,0.01,0.10,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.05,0.02,0.38,0.04,4.64,94.64,0.10,0.00
62,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.85,96.23,2.88,0.00
63,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,76.20,23.46,0.00
64,0.02,0.00,0.19,0.00,0.03,0.00,0.00,0.01,0.03,0.00,0.02,0.03,0.09,0.22,0.40,0.02,0.96,96.84,1.16,0.00
65,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,1.05,86.73,12.14,0.00
66,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,95.98,3.24,0.00
67,0.02,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.00,0.00,0.02,0.02,1.78,88.70,9.31,0.00
68,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.69,60.12,39.13,0.00
69,0.04,0.12,0.26,0.04,0.02,0.01,0.02,0.07,0.17,0.00,0.20,0.05,0.07,1.44,4.26,1.12,12.79,79.16,0.17,0.00
70,0.03,0.01,0.43,0.52,0.19,0.22,1.16,0.67,0.20,0.22,1.71,0.01,0.08,0.09,0.04,0.00,3.03,71.41,19.99,0.00
71,0.03,0.00,0.06,0.01,0.00,0.01,0.00,0.02,0.02,0.00,0.21,0.00,0.03,0.00,0.01,0.00,1.04,58.38,40.18,0.00
72,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.12,64.54,35.31,0.00
73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.94,59.06,0.00
74,8.19,0.41,0.34,0.23,0.04,0.22,0.21,0.80,0.15,0.04,1.74,0.01,0.07,0.96,0.59,0.04,0.19,75.00,10.78,0.00
75,2.14,0.00,0.11,0.02,0.06,0.01,0.00,0.19,0.06,0.00,0.64,0.00,1.12,0.09,0.05,0.00,0.02,85.89,9.59,0.00
76,0.02,0.01,0.21,0.11,0.01,0.03,0.00,0.77,0.19,0.00,1.58,0.01,0.06,0.26,0.21,0.00,0.05,76.85,19.62,0.00
77,0.00,0.00,0.23,0.01,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.00,0.01,0.04,0.02,0.00,0.00,44.47,55.19,0.00
78,0.00,0.00,0.08,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,99.58,0.00
79,0.12,0.00,0.55,0.47,0.30,0.14,0.77,1.61,0.42,1.03,2.97,0.06,0.15,0.91,1.23,0.52,2.95,76.96,8.86,0.00
80,0.00,0.00,0.06,0.00,0.03,0.01,0.00,0.03,0.03,0.03,0.14,0.02,0.04,0.00,0.00,0.01,0.33,57.33,41.95,0.00
81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,21.03,78.71,0.00
82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
83,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,71.36,28.33,0.00
84,0.00,0.00,0.06,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,19.97,79.94,0.00
85,0.62,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,51.97,47.09,0.00
86,0.49,0.06,0.44,0.02,0.00,0.00,0.01,0.03,0.03,0.00,0.30,0.01,0.00,0.09,0.49,0.54,1.46,95.86,0.16,0.00
87,1.53,0.04,0.39,0.18,0.01,0.00,0.08,0.06,0.32,0.00,0.03,0.00,0.00,7.81,26.12,4.17,45.76,13.50,0.00,0.00
88,20.25,0.36,0.75,0.57,0.16,0.17,0.20,1.68,0.81,0.00,2.50,0.01,0.00,18.46,24.38,2.67,13.72,13.30,0.00,0.00
89,1.39,0.03,1.08,0.41,0.01,0.00,0.00,0.90,1.13,0.00,1.22,0.00,0.00,2.53,6.36,0.27,6.61,78.08,0.00,0.00
90,0.50,0.02,0.19,0.01,0.00,0.00,0.00,0.01,0.05,0.00,0.49,0.00,0.00,0.24,1.05,0.72,45.77,50.94,0.00,0.00
91,0.03,0.00,0.16,0.04,0.01,0.00,0.00,0.13,0.34,0.00,0.14,0.00,0.00,60.29,0.04,0.01,6.58,32.23,0.00,0.00
92,0.41,0.01,0.10,0.01,0.00,0.00,0.01,0.00,0.03,0.00,0.00,0.00,0.00,0.19,0.14,0.79,9.72,88.58,0.00,0.01
93,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.37,80.56,18.57,0.00
94,0.05,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.00,0.04,0.00,0.00,0.01,0.01,0.00,0.02,99.50,0.33,0.00
95,2.67,0.01,0.60,0.12,0.03,0.01,0.05,0.22,0.26,0.02,0.37,0.00,0.01,9.52,0.03,0.28,15.96,69.83,0.00,0.00
96,1.34,0.03,0.18,0.03,0.01,0.00,0.00,0.07,0.05,0.00,0.23,0.00,0.00,0.43,0.20,0.25,0.35,96.79,0.06,0.00
97,1.34,0.05,0.15,0.04,0.01,0.00,0.01,0.08,0.08,0.00,0.57,0.00,0.00,0.08,0.29,0.22,0.81,96.00,0.27,0.01
98,3.23,0.12,0.76,0.27,0.11,0.01,0.00,0.41,0.63,0.00,0.73,0.05,0.00,27.34,0.14,0.73,3.65,61.76,0.03,0.04
99,0.01,0.01,0.00,0.02,0.01,0.00,0.00,0.07,0.11,0.00,0.05,0.00,0.00,3.51,0.01,0.42,3.65,92.12,0.00,0.00
100,0.40,0.07,0.24,0.05,0.03,0.01,0.04,0.07,0.07,0.02,0.36,0.01,0.04,0.01,0.09,0.05,0.16,98.09,0.19,0.00
101,0.32,0.01,0.04,0.01,0.00,0.00,0.00,0.01,0.02,0.00,0.01,0.00,0.00,0.00,0.01,0.05,0.07,96.49,2.95,0.00
102,0.68,0.02,0.18,0.02,0.00,0.00,0.00,0.02,0.06,0.00,0.09,0.00,0.02,0.03,0.07,0.03,0.03,93.20,5.53,0.02
103,3.10,0.05,0.33,0.06,0.01,0.02,0.01,0.10,0.14,0.00,0.19,0.00,0.02,1.41,1.15,1.27,5.43,86.70,0.00,0.00
104,1.88,0.03,1.34,2.88,1.16,0.88,4.57,8.09,1.01,1.61,13.26,0.11,0.00,9.67,1.26,2.08,5.07,45.09,0.02,0.00
105,5.00,0.20,0.49,0.12,0.10,0.04,0.05,0.32,0.54,0.00,1.41,0.01,0.00,1.08,3.48,0.36,0.26,86.22,0.32,0.00
106,14.06,0.23,0.50,0.19,0.05,0.02,0.06,0.28,0.24,0.00,1.35,0.01,0.01,0.86,0.94,1.54,1.67,77.55,0.42,0.00
107,4.18,0.03,0.23,0.04,0.02,0.08,0.02,0.39,0.22,0.06,2.35,0.06,0.00,5.72,0.08,0.31,2.12,84.01,0.07,0.00
108,0.98,0.06,0.00,0.00,0.00,0.03,0.00,0.03,0.11,0.00,0.21,0.00,0.04,0.01,0.05,0.42,0.93,97.12,0.00,0.00
109,0.04,0.01,0.13,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.03,0.05,1.33,98.18,0.20,0.02
110,0.57,0.01,0.06,0.01,0.00,0.00,0.00,0.01,0.02,0.00,0.02,0.00,0.00,0.03,0.05,0.06,0.10,94.58,4.47,0.01
111,0.09,0.04,0.07,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.18,0.15,0.02,2.02,88.88,8.54,0.00
112,0.06,0.01,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.99,53.86,0.00
113,0.22,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,51.24,48.18,0.00
114,0.05,0.15,0.04,0.06,0.01,0.08,0.04,0.12,0.04,0.00,0.44,0.00,0.00,0.03,0.11,0.02,12.51,86.10,0.21,0.00
115,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.01,0.00,0.00,25.81,73.69,0.00
116,0.55,0.10,0.06,0.02,0.00,0.01,0.00,0.07,0.05,0.00,0.14,0.01,0.00,0.43,0.80,0.50,36.06,61.13,0.07,0.00
117,9.09,1.53,0.35,0.17,0.03,0.12,0.00,0.30,0.27,0.00,0.85,0.01,0.00,2.76,6.12,3.54,8.40,57.56,8.89,0.00
118,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,51.87,43.85,0.00
119,0.03,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.19,0.04,0.00,0.49,68.73,30.48,0.00
120,0.24,0.01,0.05,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.00,0.00,0.10,0.07,1.71,50.05,47.73,0.00
121,0.19,0.07,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.01,0.01,0.03,0.01,2.44,71.32,25.88,0.00
122,0.18,0.33,0.43,0.18,0.10,0.09,0.09,0.46,0.12,0.14,0.60,0.00,0.06,1.19,0.64,4.95,25.53,64.08,0.82,0.00
123,0.44,0.35,0.55,0.13,0.13,0.03,0.10,0.16,0.26,0.00,0.16,0.02,0.09,5.34,11.13,2.42,40.44,38.05,0.20,0.00
124,0.07,0.10,0.11,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.02,0.13,0.93,0.38,44.22,53.71,0.28,0.00
125,0.12,0.09,0.23,0.01,0.00,0.00,0.00,0.01,0.06,0.00,0.09,0.00,0.00,0.00,5.79,4.47,63.66,25.48,0.00,0.00
126,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,17.11,81.39,1.47,0.00
127,0.10,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,8.36,91.47,0.00,0.00
128,8.08,4.19,0.00,0.00,0.00,0.01,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.13,0.24,32.21,40.41,14.70,0.00
129,0.14,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.59,0.15,5.84,88.40,4.84,0.00
130,0.06,0.01,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.32,0.22,21.74,77.30,0.31,0.00
131,0.14,0.02,0.20,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.03,0.02,0.14,0.04,7.61,90.72,1.07,0.00
132,0.02,0.02,0.26,0.01,0.00,0.01,0.00,0.01,0.04,0.00,0.55,0.00,0.01,0.08,0.18,0.11,13.41,85.22,0.06,0.00
133,0.37,0.68,1.03,0.16,0.11,0.06,0.09,0.14,0.28,0.00,0.15,0.07,0.13,5.30,11.29,3.58,41.47,35.10,0.01,0.00
134,0.01,0.03,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.34,0.02,7.14,92.35,0.00,0.00
135,0.96,0.02,0.10,0.02,0.00,0.01,0.00,0.00,0.02,0.00,0.00,0.00,0.01,0.07,0.15,0.01,2.66,89.33,6.62,0.00
136,0.05,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,22.96,76.20,0.00
137,0.06,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,4.50,66.32,29.01,0.00
138,0.12,0.01,0.35,0.04,0.02,0.04,0.01,0.16,0.08,0.08,0.55,0.00,0.03,0.01,0.35,0.99,3.82,90.31,3.02,0.00
139,0.14,0.01,0.37,0.04,0.03,0.00,0.03,0.11,0.04,0.01,0.36,0.00,0.25,0.00,0.01,0.66,1.61,95.70,0.63,0.00
140,0.43,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.00,4.49,91.46,3.55,0.00
141,0.01,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,17.32,80.35,2.25,0.00
142,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,4.57,95.33,0.00,0.00
143,0.18,0.30,0.08,0.00,0.00,0.03,0.00,0.02,0.06,0.00,0.05,0.00,0.00,0.01,0.11,0.06,5.52,77.38,16.20,0.00
144,0.75,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.58,31.36,65.29,0.00
145,0.16,0.37,0.09,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.02,0.00,0.00,0.01,0.10,0.02,3.97,47.99,47.26,0.00
146,6.29,0.47,0.19,0.01,0.00,0.01,0.00,0.02,0.04,0.00,0.04,0.01,0.00,0.04,0.02,0.03,0.39,31.35,61.08,0.00
147,1.54,0.06,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.01,0.00,2.43,62.51,33.28,0.00
148,0.36,0.01,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.94,48.07,50.50,0.00
149,0.11,0.02,0.10,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.18,0.00,0.05,0.01,0.03,0.02,12.20,84.89,2.39,0.00
150,5.45,4.88,0.36,0.09,0.01,0.15,0.08,0.35,0.31,0.05,0.79,0.00,0.00,2.56,4.93,1.87,13.87,38.55,25.69,0.00
151,0.98,0.11,0.06,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.04,0.24,0.12,0.19,9.83,88.28,0.14,0.00
152,1.11,1.52,0.57,0.01,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,3.41,13.26,10.83,31.41,37.79,0.00,0.00
153,0.02,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.07,0.00,0.01,0.01,0.19,0.02,7.57,91.44,0.54,0.00
154,0.05,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.04,0.00,0.22,0.02,14.26,85.32,0.00,0.00
155,0.60,2.00,1.41,1.24,0.29,0.33,1.07,2.18,1.15,0.52,5.81,0.02,0.01,5.05,18.20,6.80,16.82,36.46,0.02,0.00
156,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.07,1.94,0.10,15.93,81.71,0.18,0.00
157,1.73,0.73,0.35,0.01,0.00,0.00,0.00,0.01,0.19,0.00,0.09,0.00,0.00,7.14,13.30,0.86,55.36,20.21,0.00,0.00
158,0.08,0.00,0.07,0.01,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.09,0.14,0.08,11.30,81.32,6.88,0.00
159,2.60,0.13,0.76,0.47,0.17,0.09,0.30,1.03,0.64,0.01,1.94,0.01,0.04,10.41,14.00,1.38,50.44,15.58,0.00,0.00
160,0.26,0.07,0.08,0.01,0.00,0.00,0.01,0.03,0.02,0.01,0.51,0.00,0.00,0.20,0.37,0.26,1.54,85.67,10.95,0.00
161,0.13,0.01,0.04,0.00,0.03,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.04,0.48,0.21,47.69,51.35,0.00,0.00
162,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,3.68,96.12,0.00,0.00
163,0.65,0.36,0.19,0.03,0.06,0.01,0.02,0.04,0.04,0.00,0.06,0.01,0.04,0.22,1.70,0.18,13.80,82.54,0.03,0.00
164,0.51,0.19,0.19,0.02,0.01,0.02,0.02,0.08,0.08,0.00,0.07,0.02,0.00,1.34,2.96,0.38,44.77,49.13,0.23,0.00
165,4.67,3.49,0.42,0.09,0.03,0.02,0.07,0.27,0.21,0.00,0.06,0.06,0.00,0.58,24.23,2.55,4.05,59.20,0.01,0.00
166,0.22,0.30,0.11,0.01,0.02,0.01,0.01,0.03,0.02,0.00,0.02,0.00,0.01,0.02,0.93,0.16,15.51,82.39,0.24,0.00
167,0.35,0.09,0.21,0.02,0.06,0.00,0.02,0.04,0.03,0.00,0.04,0.01,0.43,0.02,0.31,0.04,7.65,90.68,0.00,0.00
