uniqid_eco4,NLCD01_11_eco4,NLCD01_12_eco4,NLCD01_21_eco4,NLCD01_22_eco4,NLCD01_23_eco4,NLCD01_24_eco4,NLCD01_31_eco4,NLCD01_41_eco4,NLCD01_42_eco4,NLCD01_43_eco4,NLCD01_52_eco4,NLCD01_71_eco4,NLCD01_81_eco4,NLCD01_82_eco4,NLCD01_90_eco4,NLCD01_95_eco4,NLCD01_9999_eco4
586,0.47,0.00,3.60,1.50,0.57,0.07,0.10,33.98,24.51,22.11,1.19,0.17,8.03,1.65,1.79,0.25,0.00
587,2.45,0.00,4.38,1.78,0.65,0.14,0.32,30.51,23.78,21.89,0.99,0.21,4.25,0.48,7.21,0.97,0.00
588,0.51,0.00,12.64,3.10,0.94,0.27,0.16,52.00,0.17,1.26,5.19,0.43,7.85,10.38,4.93,0.17,0.00
589,5.16,0.00,9.71,2.84,0.97,0.25,0.34,65.21,1.39,2.36,0.57,0.39,1.61,0.69,8.11,0.41,0.00
590,0.13,0.00,0.16,0.03,0.01,0.00,0.91,18.72,56.53,20.17,2.25,0.28,0.01,0.00,0.76,0.04,0.02
591,0.99,0.00,3.30,1.64,0.48,0.07,0.05,35.22,11.70,16.90,0.84,0.16,17.31,5.88,4.54,0.90,0.02
592,1.97,0.00,4.10,1.93,0.70,0.17,0.15,24.63,18.26,25.57,2.43,0.23,9.34,6.29,4.01,0.21,0.01
593,4.03,0.00,0.80,0.23,0.07,0.01,0.54,30.29,19.29,27.71,8.98,0.86,0.16,0.27,6.33,0.41,0.02
594,1.51,0.00,2.82,1.08,0.34,0.07,0.10,32.62,15.49,34.72,2.73,0.28,1.97,1.76,4.32,0.20,0.00
595,8.08,0.00,7.71,5.34,2.57,0.59,0.36,10.87,18.71,17.18,2.31,0.32,7.71,12.19,4.96,1.10,0.00
596,0.34,0.00,1.26,0.58,0.16,0.02,0.11,44.25,18.35,29.42,3.06,0.39,0.13,0.20,1.57,0.13,0.00
597,2.86,0.00,2.88,1.10,0.27,0.04,0.18,27.43,21.49,33.66,1.21,0.23,2.79,0.55,4.72,0.59,0.00
598,10.76,0.00,4.17,1.46,0.43,0.11,0.22,17.92,14.21,35.32,3.19,0.41,2.48,0.90,7.47,0.93,0.00
599,1.92,0.00,2.79,1.10,0.31,0.06,0.18,33.02,18.63,27.88,3.19,0.86,2.36,0.82,6.23,0.64,0.00
600,1.39,0.00,0.09,0.05,0.01,0.00,0.71,3.14,35.38,16.60,21.51,1.43,0.00,0.00,18.09,1.58,0.01
601,17.27,0.00,0.40,0.16,0.05,0.01,1.53,5.93,23.19,21.69,16.55,0.68,0.00,0.00,11.08,1.46,0.00
602,1.80,0.00,0.14,0.04,0.01,0.00,0.68,24.15,17.67,35.13,12.78,0.53,0.02,0.09,6.54,0.40,0.02
603,0.51,0.00,0.02,0.01,0.00,0.00,0.51,20.27,29.33,27.14,13.55,0.31,0.01,0.02,7.76,0.52,0.05
604,1.55,0.00,4.68,1.80,0.65,0.10,0.20,40.49,8.74,4.73,3.97,0.17,22.31,4.12,5.30,1.19,0.00
605,0.64,0.00,1.61,0.19,0.03,0.01,0.02,76.88,6.77,10.86,0.11,0.28,1.17,0.21,1.15,0.06,0.00
606,1.87,0.00,0.86,0.15,0.03,0.01,0.01,47.90,24.75,21.44,0.63,0.09,0.05,0.07,1.97,0.17,0.00
607,3.19,0.00,14.11,13.57,8.66,2.13,0.49,26.01,6.09,2.44,1.63,1.02,7.79,4.16,8.01,0.70,0.00
608,5.55,0.00,5.94,2.18,0.79,0.16,0.20,44.28,10.81,12.00,1.13,0.19,5.34,0.42,10.26,0.75,0.00
609,3.35,0.00,9.89,6.08,4.14,1.40,0.29,49.69,3.90,2.88,1.32,0.39,5.82,0.57,9.38,0.89,0.00
610,3.09,0.00,13.28,18.78,29.24,14.71,0.38,9.06,2.14,0.31,0.23,0.59,0.67,0.05,4.97,2.49,0.00
611,4.25,0.00,8.93,9.84,10.44,4.19,0.83,20.19,7.67,3.92,0.56,2.12,5.05,2.14,17.57,2.28,0.00
612,2.40,0.00,8.98,7.45,3.65,1.25,0.86,13.23,13.26,17.05,2.04,0.97,7.57,1.14,14.59,5.57,0.00
613,3.21,0.00,19.01,14.99,15.91,9.49,0.84,21.83,1.56,1.62,0.48,0.94,1.72,0.45,5.42,2.55,0.00
614,2.87,0.00,8.29,8.06,6.42,1.78,0.63,23.20,15.60,11.98,1.84,0.56,5.02,0.86,11.13,1.75,0.00
615,4.06,0.00,10.01,6.25,3.09,1.28,0.44,26.67,7.02,4.92,2.66,0.24,15.36,7.09,9.61,1.30,0.00
616,1.32,0.66,0.00,0.00,0.00,0.00,70.55,0.00,1.86,0.00,16.70,8.72,0.00,0.00,0.00,0.18,0.00
617,1.01,0.00,0.32,0.14,0.02,0.00,10.68,0.01,37.91,0.00,47.49,2.17,0.00,0.00,0.00,0.25,0.00
618,3.16,0.00,0.73,0.32,0.07,0.00,0.50,0.07,69.33,0.06,24.93,0.61,0.00,0.00,0.00,0.21,0.00
619,0.38,0.00,1.19,0.22,0.06,0.01,0.10,0.86,81.51,1.80,11.76,1.18,0.63,0.05,0.00,0.25,0.00
620,0.99,0.00,2.35,0.49,0.13,0.05,0.11,3.05,77.44,2.90,9.62,2.87,0.00,0.00,0.00,0.01,0.00
621,7.42,0.00,1.04,0.93,0.22,0.06,0.19,0.06,46.05,0.00,39.62,3.93,0.01,0.00,0.01,0.46,0.00
622,1.45,0.00,0.95,0.19,0.01,0.00,0.08,0.22,77.00,0.68,18.27,1.12,0.00,0.00,0.00,0.02,0.00
623,0.28,0.00,2.10,0.50,0.10,0.03,0.01,2.65,58.45,5.37,25.52,4.97,0.01,0.02,0.00,0.01,0.00
624,0.35,0.00,0.38,0.22,0.08,0.02,0.76,0.36,33.76,0.15,57.36,6.28,0.04,0.01,0.11,0.11,0.00
625,0.00,0.00,0.28,0.06,0.01,0.00,0.73,0.02,1.71,0.04,88.99,8.11,0.00,0.00,0.04,0.00,0.00
626,1.15,0.00,0.06,0.01,0.00,0.00,22.83,0.04,36.97,0.02,33.43,5.01,0.00,0.00,0.01,0.47,0.00
627,0.40,0.00,0.11,0.01,0.00,0.00,3.47,0.01,69.96,0.00,24.85,1.00,0.00,0.00,0.00,0.20,0.00
628,0.80,0.00,0.47,0.03,0.00,0.00,0.66,0.43,68.95,0.41,26.52,1.59,0.00,0.00,0.01,0.12,0.00
629,0.36,0.00,0.69,0.09,0.01,0.00,0.14,2.94,57.74,0.93,34.44,2.66,0.00,0.00,0.00,0.03,0.00
630,0.09,0.00,1.42,0.58,0.22,0.05,0.24,1.91,15.38,0.76,50.28,27.73,0.50,0.33,0.09,0.41,0.00
631,0.88,0.00,3.84,0.93,0.28,0.07,0.10,38.71,7.31,12.79,1.77,0.73,19.33,10.00,2.55,0.70,0.00
632,1.78,0.00,4.54,0.82,0.22,0.06,0.10,46.98,6.22,14.19,0.68,0.34,15.94,3.67,3.80,0.67,0.00
633,1.98,0.00,3.30,0.51,0.11,0.02,0.30,64.19,7.42,11.25,0.37,0.60,5.94,1.12,2.77,0.13,0.00
634,3.40,0.00,4.27,1.02,0.29,0.09,0.07,26.43,2.67,6.54,6.67,0.69,24.90,18.70,3.41,0.84,0.00
635,0.22,0.00,2.59,0.46,0.13,0.03,0.11,51.15,6.53,7.19,3.33,0.42,21.56,5.73,0.46,0.09,0.00
636,0.34,0.00,4.12,0.78,0.12,0.03,0.07,35.46,5.54,5.19,2.56,0.32,22.99,17.66,3.99,0.81,0.00
637,4.55,0.00,5.08,2.84,0.35,0.12,0.01,38.72,0.74,0.03,1.91,3.04,10.79,24.83,6.84,0.16,0.00
638,1.23,0.00,8.33,4.75,1.27,0.46,0.06,35.27,1.60,0.69,0.85,1.59,16.58,24.33,2.75,0.24,0.00
639,1.14,0.00,18.76,11.42,2.55,0.69,0.02,50.09,1.02,0.09,0.15,4.40,3.54,3.91,2.17,0.03,0.00
640,3.59,0.00,20.97,18.09,7.20,3.36,0.13,21.58,0.65,0.05,0.12,2.56,9.65,9.34,2.60,0.12,0.00
641,2.40,0.00,9.05,1.11,0.29,0.08,0.27,68.30,5.76,1.85,0.38,0.25,0.47,0.22,9.25,0.32,0.00
642,3.38,0.00,6.62,0.99,0.21,0.05,0.12,61.50,5.94,13.13,0.67,0.17,1.46,0.31,5.15,0.30,0.00
643,0.42,0.00,1.79,0.23,0.06,0.01,0.36,61.78,2.98,20.11,3.88,0.65,3.90,1.35,2.04,0.45,0.00
644,0.64,0.00,2.06,0.44,0.16,0.04,0.27,62.12,4.99,17.28,4.22,0.83,4.25,1.09,1.38,0.22,0.00
645,12.89,0.00,6.61,5.99,5.30,4.58,0.73,3.17,0.73,1.24,1.23,0.51,2.93,12.98,16.21,24.91,0.00
646,6.06,0.00,7.38,3.81,1.41,0.60,0.29,2.69,7.54,1.59,3.05,0.77,4.25,25.11,26.80,8.64,0.00
647,3.66,0.00,1.43,0.19,0.01,0.00,0.11,0.04,3.76,0.07,0.89,0.40,0.35,14.82,69.59,4.67,0.00
648,5.59,0.00,6.16,4.86,2.18,0.81,4.06,2.70,3.01,1.54,1.68,0.16,3.84,14.65,17.98,30.78,0.00
649,0.55,0.00,5.81,1.30,0.45,0.13,0.04,6.01,23.73,3.54,8.49,1.88,4.16,23.51,19.66,0.74,0.00
650,0.96,0.00,6.72,2.71,1.05,0.45,0.09,7.88,3.42,2.27,2.19,0.18,12.41,39.05,19.59,1.02,0.00
651,6.75,0.00,7.51,6.99,2.28,0.35,6.49,0.09,6.81,0.25,3.80,1.24,0.07,1.94,11.52,43.90,0.00
652,1.32,0.00,4.47,1.91,0.45,0.13,0.16,0.55,25.84,1.46,10.72,3.15,3.14,12.88,32.02,1.83,0.00
653,4.34,0.00,2.20,0.66,0.22,0.08,0.15,0.72,9.87,0.77,4.89,1.80,1.05,6.81,63.12,3.31,0.00
654,1.18,0.00,15.50,8.80,3.42,1.09,0.23,19.23,1.47,0.97,3.83,0.61,19.17,19.58,4.69,0.22,0.00
655,1.87,0.00,14.40,5.87,2.23,0.54,0.64,46.95,1.77,1.01,3.86,0.39,7.97,8.30,3.99,0.20,0.00
656,1.07,0.00,14.09,5.28,2.12,0.73,0.15,31.85,2.38,2.51,1.83,0.15,23.86,12.74,1.16,0.11,0.00
657,1.55,0.00,13.50,10.69,5.09,2.37,0.89,6.61,0.26,0.41,2.01,0.24,22.76,32.62,0.90,0.12,0.00
658,4.76,0.00,30.40,20.88,18.05,7.98,0.16,9.14,0.16,0.20,0.23,0.07,0.09,0.37,7.08,0.44,0.00
659,2.04,0.00,19.34,10.94,5.34,2.08,0.11,6.96,0.05,0.15,0.44,0.34,0.74,1.05,47.26,3.15,0.00
660,7.64,0.00,5.70,12.03,25.27,26.89,1.16,0.86,0.02,0.00,0.62,1.83,0.20,0.08,10.33,7.39,0.00
661,2.29,0.00,4.69,1.76,0.54,0.17,0.05,9.72,6.87,4.08,8.92,0.49,33.32,14.60,10.69,1.83,0.00
662,1.13,0.00,4.31,1.32,0.39,0.12,0.08,15.97,18.59,8.89,9.72,0.29,13.00,8.35,16.81,1.04,0.00
663,0.84,0.00,5.90,3.17,0.95,0.38,0.72,14.05,27.50,5.01,5.84,12.48,5.14,7.36,10.25,0.42,0.00
664,0.72,0.00,3.88,0.72,0.18,0.06,0.07,19.91,25.49,13.66,12.38,0.56,9.99,3.29,8.76,0.35,0.00
665,2.49,0.00,4.31,0.94,0.20,0.07,0.02,35.10,9.01,4.80,9.94,0.79,11.24,13.98,6.55,0.56,0.00
666,0.56,0.00,4.78,1.00,0.20,0.07,0.25,2.98,36.67,8.81,14.00,2.67,9.05,5.02,13.58,0.37,0.00
667,0.64,0.00,4.71,1.39,0.29,0.12,0.14,6.91,22.62,3.69,8.49,4.61,8.91,25.38,11.42,0.69,0.00
668,0.52,0.00,4.71,1.71,0.37,0.19,0.09,4.46,22.74,5.04,2.77,5.23,6.50,27.34,16.53,1.81,0.00
669,0.86,0.00,4.43,1.21,0.35,0.12,0.07,31.04,17.73,14.99,12.56,0.13,7.13,3.32,5.97,0.10,0.00
670,4.53,0.00,3.46,0.88,0.20,0.07,0.11,43.69,10.22,6.11,16.84,0.14,8.31,3.54,1.70,0.19,0.00
671,0.39,0.00,4.00,1.18,0.25,0.10,0.46,20.33,24.16,6.98,1.98,9.25,7.38,14.29,8.73,0.53,0.00
672,0.48,0.00,4.99,1.94,0.45,0.16,0.08,3.25,21.37,2.40,7.02,5.07,6.18,24.25,21.11,1.24,0.00
673,1.51,0.00,6.59,2.25,0.71,0.27,0.13,14.40,15.28,5.12,7.30,2.57,4.96,23.90,13.91,1.08,0.00
674,4.84,0.00,14.46,10.52,5.46,2.34,0.32,33.64,3.34,3.87,1.68,0.34,3.21,8.16,6.92,0.90,0.00
675,0.61,0.00,6.08,1.52,0.33,0.11,0.14,2.61,27.86,7.23,13.47,4.69,10.60,8.97,13.25,2.53,0.00
676,7.30,0.00,2.70,0.81,0.34,0.15,0.44,6.17,11.42,3.38,4.13,1.69,4.54,8.10,46.64,2.19,0.00
677,0.25,0.00,2.42,0.24,0.06,0.03,0.03,19.79,35.77,19.98,11.73,0.04,3.00,0.92,5.67,0.08,0.00
678,0.58,0.00,2.83,0.72,0.16,0.05,0.00,8.09,31.90,11.57,11.57,0.30,13.50,2.49,16.02,0.21,0.00
679,0.19,0.00,4.42,0.57,0.07,0.01,0.01,79.92,3.83,2.25,0.18,0.01,6.93,1.40,0.18,0.02,0.00
680,0.65,0.00,4.79,0.83,0.08,0.01,0.03,81.09,4.18,4.78,0.25,0.02,2.59,0.60,0.12,0.00,0.00
681,0.27,0.00,6.01,0.56,0.15,0.06,0.08,51.57,6.10,1.74,0.84,0.66,31.68,0.17,0.12,0.01,0.00
682,0.52,0.00,4.58,0.40,0.08,0.02,0.09,80.25,4.68,2.87,0.76,0.74,4.89,0.06,0.06,0.00,0.00
683,0.89,0.00,2.20,0.25,0.03,0.00,0.09,81.83,5.13,4.16,0.90,0.42,4.00,0.02,0.07,0.00,0.00
684,0.05,0.00,10.46,2.81,0.61,0.23,0.12,36.65,7.90,3.61,0.75,1.20,34.36,0.74,0.51,0.00,0.00
685,1.19,0.00,4.02,0.50,0.09,0.03,0.12,74.31,10.51,5.19,0.79,0.75,2.33,0.04,0.14,0.00,0.00
686,0.00,0.00,2.01,0.20,0.03,0.00,0.11,77.48,13.17,4.33,2.10,0.12,0.44,0.00,0.01,0.00,0.00
687,1.59,0.00,16.08,3.72,1.04,0.36,0.23,42.41,8.11,3.80,1.10,2.10,18.17,1.04,0.26,0.00,0.00
688,0.02,0.00,3.03,0.19,0.07,0.01,0.22,84.24,0.80,0.32,1.51,0.98,8.49,0.05,0.06,0.00,0.00
689,0.06,0.00,4.40,0.61,0.15,0.05,0.19,72.81,6.12,3.10,1.70,1.91,8.59,0.16,0.17,0.00,0.00
690,0.11,0.00,2.08,0.23,0.02,0.00,0.01,77.07,7.59,6.67,0.37,1.14,4.63,0.08,0.00,0.00,0.00
691,0.96,0.00,8.81,5.98,2.02,0.86,0.15,22.14,3.31,1.18,0.10,0.01,35.49,18.62,0.27,0.11,0.00
692,1.60,0.00,7.12,2.94,0.75,0.25,0.11,43.49,4.55,3.27,0.05,0.02,24.37,10.99,0.35,0.15,0.00
693,0.53,0.00,3.11,0.48,0.12,0.03,0.11,81.93,4.34,4.42,0.12,0.02,4.09,0.61,0.08,0.01,0.00
694,0.81,0.00,3.91,0.72,0.19,0.05,0.21,74.66,4.71,4.94,0.07,0.01,8.19,1.42,0.07,0.04,0.00
695,2.26,0.00,8.25,7.33,6.60,2.39,4.86,60.03,2.19,2.38,1.37,0.37,0.76,0.71,0.44,0.06,0.00
696,2.67,0.00,9.32,4.86,1.48,0.60,0.31,30.85,7.08,5.29,2.12,5.05,27.58,2.10,0.68,0.01,0.00
697,3.28,0.00,7.38,2.99,0.86,0.43,0.41,31.40,10.76,6.44,3.31,3.29,24.66,3.34,1.44,0.01,0.00
698,0.43,0.00,3.42,1.16,0.30,0.06,0.15,70.87,9.12,5.05,1.79,2.53,4.64,0.24,0.24,0.00,0.00
699,1.42,0.00,3.90,1.35,0.35,0.12,0.19,65.93,7.01,4.66,2.05,2.12,10.21,0.34,0.33,0.00,0.00
700,1.40,0.00,8.95,2.36,0.72,0.22,0.21,18.09,0.22,11.24,0.56,0.17,11.61,25.36,16.29,2.59,0.00
701,1.16,0.00,8.80,3.22,1.20,0.52,0.03,27.88,0.47,10.89,0.38,0.14,16.22,15.40,12.61,1.05,0.00
702,2.48,0.00,12.58,3.62,1.36,0.50,0.18,37.05,4.08,12.65,0.45,0.10,5.93,9.61,9.10,0.31,0.00
703,1.71,0.00,3.43,0.39,0.09,0.02,0.02,61.86,3.65,17.46,1.11,0.89,1.92,0.59,6.74,0.13,0.00
704,0.43,0.00,4.59,2.13,0.54,0.14,0.73,49.88,5.85,11.79,1.77,9.13,12.32,0.52,0.17,0.00,0.00
705,12.93,0.00,5.82,2.70,0.70,0.28,0.15,22.17,5.10,5.88,4.25,2.43,26.90,7.26,3.38,0.05,0.00
706,1.00,0.00,2.85,0.73,0.13,0.02,0.14,74.39,2.19,8.25,1.36,2.39,5.22,1.19,0.14,0.00,0.00
707,0.48,0.00,5.30,2.17,0.49,0.17,0.07,25.73,6.57,9.49,5.07,1.96,35.51,6.45,0.51,0.02,0.00
708,2.61,0.00,3.73,0.59,0.11,0.03,0.22,31.91,20.76,12.21,7.44,4.15,13.46,1.34,1.42,0.01,0.00
709,1.30,0.00,5.02,1.40,0.32,0.08,0.77,31.04,28.18,11.21,7.09,6.15,5.34,0.46,1.64,0.01,0.00
710,0.77,0.00,3.96,0.91,0.31,0.07,0.97,79.45,4.41,3.91,0.00,0.30,3.92,0.73,0.16,0.14,0.00
711,0.89,0.00,6.63,1.30,0.34,0.07,1.51,61.94,5.73,2.17,0.12,0.30,15.47,3.44,0.05,0.04,0.00
712,0.80,0.00,5.76,2.39,0.75,0.19,0.24,59.55,3.37,1.07,0.00,1.79,22.92,0.78,0.12,0.25,0.00
713,0.34,0.00,3.78,1.60,0.61,0.10,1.29,79.83,0.96,1.88,0.12,6.93,2.40,0.14,0.02,0.00,0.00
714,0.25,0.00,4.37,1.50,0.53,0.09,1.12,78.20,0.53,6.16,0.08,6.51,0.65,0.00,0.02,0.00,0.00
715,0.03,0.00,1.16,0.19,0.05,0.00,0.04,5.17,7.78,0.36,26.55,57.56,0.84,0.15,0.11,0.00,0.00
716,1.21,0.00,4.58,0.37,0.07,0.01,3.65,0.00,0.01,1.01,11.88,75.09,0.24,1.29,0.05,0.53,0.00
717,0.04,0.00,9.25,2.21,1.42,0.05,3.34,0.00,0.00,0.07,0.50,35.37,2.07,45.50,0.02,0.15,0.00
718,0.01,0.00,7.02,0.75,0.06,0.00,20.47,0.00,0.00,0.14,19.17,52.18,0.13,0.06,0.01,0.00,0.00
719,0.04,0.00,3.48,0.21,0.04,0.01,12.14,0.00,0.01,1.05,38.62,44.39,0.00,0.03,0.01,0.00,0.00
720,1.61,0.00,1.49,0.49,0.09,0.01,0.10,4.25,5.21,0.09,28.76,57.73,0.02,0.00,0.01,0.13,0.00
721,0.10,0.00,8.59,3.30,2.16,0.28,1.17,0.00,0.43,0.49,3.36,13.90,2.17,60.11,3.30,0.64,0.00
722,0.09,0.00,2.22,0.19,0.03,0.00,0.05,0.01,32.32,16.87,38.83,8.85,0.00,0.07,0.38,0.08,0.00
723,0.16,0.00,3.94,0.51,0.08,0.00,0.14,0.02,48.12,13.35,27.61,5.42,0.12,0.24,0.19,0.11,0.00
724,1.14,0.00,4.03,0.22,0.05,0.00,0.92,0.01,5.02,16.35,45.06,24.42,0.73,0.91,0.42,0.71,0.00
725,0.43,0.00,4.35,1.53,0.94,0.07,0.13,0.00,13.05,18.92,25.38,32.23,0.59,1.36,0.49,0.52,0.00
726,0.09,0.00,6.39,0.75,0.26,0.01,4.61,0.00,0.00,1.67,13.14,64.72,2.44,5.09,0.48,0.34,0.00
727,0.02,0.00,3.53,0.01,0.00,0.00,4.83,0.00,0.04,5.71,34.39,47.88,2.78,0.66,0.06,0.08,0.00
728,0.00,0.00,4.03,0.08,0.01,0.00,5.05,0.00,0.07,0.43,38.43,36.08,3.40,11.85,0.45,0.12,0.00
729,0.49,0.00,5.06,0.01,0.00,0.00,12.57,0.00,0.00,0.01,7.96,68.06,3.46,2.22,0.01,0.14,0.00
730,0.00,0.00,1.67,0.00,0.00,0.00,8.25,0.00,0.06,0.43,51.67,37.72,0.16,0.01,0.00,0.02,0.00
731,0.66,0.00,4.62,0.32,0.04,0.00,0.26,0.00,11.72,7.32,39.62,30.10,1.08,3.61,0.33,0.30,0.00
732,0.40,0.00,11.52,6.65,3.68,0.19,3.34,0.00,1.73,1.49,16.77,17.49,7.16,25.50,1.79,2.28,0.00
733,4.46,0.00,9.42,4.33,2.87,0.94,2.29,3.16,0.25,0.47,2.31,28.82,23.21,9.20,8.24,0.02,0.00
734,2.88,0.00,3.51,1.32,0.57,0.13,0.13,10.23,18.43,0.50,11.94,49.69,0.41,0.17,0.08,0.01,0.00
735,1.01,0.00,1.12,0.17,0.03,0.01,0.01,4.37,21.05,0.02,16.42,55.30,0.03,0.38,0.07,0.01,0.00
736,2.00,0.00,3.48,0.66,0.24,0.04,0.38,2.25,0.65,0.10,3.75,80.80,1.82,3.40,0.41,0.02,0.00
737,0.69,0.00,4.49,1.44,0.77,0.18,0.27,2.03,0.40,1.30,21.92,61.84,2.57,0.68,1.41,0.00,0.00
738,1.96,0.00,2.24,0.30,0.06,0.01,0.17,2.33,4.14,7.42,46.42,34.14,0.35,0.11,0.15,0.19,0.00
739,0.78,0.00,1.84,0.22,0.04,0.00,0.40,1.68,15.23,8.41,62.00,8.27,0.23,0.67,0.12,0.11,0.00
740,0.17,0.00,2.05,0.24,0.17,0.02,0.60,0.27,0.10,0.35,10.57,79.08,0.93,5.31,0.14,0.00,0.00
741,24.62,0.00,8.83,3.13,0.30,0.04,0.09,0.20,1.77,3.11,32.66,17.13,0.69,5.60,0.97,0.85,0.00
742,0.15,0.00,3.42,0.16,0.02,0.00,0.14,2.62,18.03,16.23,46.23,12.08,0.02,0.87,0.03,0.01,0.00
743,0.40,0.00,5.27,1.08,0.21,0.02,0.08,2.86,25.17,12.12,33.63,16.53,0.21,2.19,0.13,0.11,0.00
744,1.29,0.00,11.47,9.47,7.88,1.08,0.31,0.51,2.04,3.20,7.69,26.45,3.35,24.07,0.71,0.48,0.00
745,0.85,0.00,2.90,0.17,0.03,0.00,0.03,3.80,26.86,14.76,31.65,18.01,0.00,0.90,0.02,0.01,0.00
746,0.88,0.00,4.91,2.47,1.01,0.07,0.36,0.46,2.29,1.73,9.83,72.42,0.77,0.04,0.50,2.26,0.00
747,0.90,0.00,9.51,5.98,4.80,0.75,0.10,3.62,14.99,7.27,16.30,33.24,0.53,0.02,0.65,1.34,0.00
748,29.75,0.00,4.42,7.10,7.83,2.21,0.42,0.01,0.10,0.22,0.30,9.71,0.42,11.19,0.23,26.08,0.00
749,0.40,0.00,9.93,10.80,14.61,3.28,0.39,0.03,0.02,0.24,0.20,40.14,9.81,8.23,0.06,1.85,0.00
750,1.40,0.00,7.38,3.89,3.37,0.54,0.03,0.03,2.31,31.25,15.34,33.82,0.03,0.21,0.15,0.23,0.00
751,0.90,0.00,13.38,14.75,35.95,26.88,0.40,0.01,1.37,2.43,1.83,1.99,0.01,0.00,0.10,0.01,0.00
752,0.89,0.00,9.83,21.67,48.41,16.17,0.03,0.01,0.07,0.14,0.15,1.70,0.04,0.06,0.15,0.68,0.00
753,1.21,0.00,13.79,10.35,14.23,2.08,0.32,0.00,0.03,3.84,1.45,48.19,1.13,2.95,0.10,0.35,0.00
754,0.28,0.00,16.62,8.45,6.72,1.13,0.07,0.00,0.04,0.51,1.30,19.97,5.21,37.89,1.13,0.67,0.00
755,0.94,0.00,20.48,10.84,9.25,1.96,0.51,0.00,7.33,5.35,6.82,13.50,0.81,20.08,0.73,1.41,0.00
756,1.34,0.00,16.10,6.96,3.17,0.14,0.00,0.00,13.68,27.13,10.38,19.62,0.07,0.60,0.44,0.35,0.00
757,0.21,0.00,3.45,0.15,0.04,0.00,1.58,0.01,18.14,2.77,38.28,34.09,0.08,0.44,0.42,0.35,0.00
758,0.09,0.00,1.71,0.05,0.01,0.00,0.36,0.00,0.34,13.99,49.99,32.60,0.43,0.16,0.10,0.15,0.00
759,1.04,0.00,6.19,1.24,0.39,0.13,0.05,74.34,1.09,0.06,0.05,0.88,11.81,2.71,0.02,0.01,0.00
760,1.11,0.00,7.24,3.06,1.24,0.42,0.29,67.26,0.91,0.17,0.14,1.89,12.76,3.44,0.05,0.01,0.00
761,1.35,0.00,8.97,3.92,1.67,0.74,0.24,57.66,1.58,1.62,0.09,1.56,13.31,7.15,0.12,0.02,0.00
762,0.82,0.00,3.65,1.75,0.57,0.14,0.08,69.60,1.51,0.35,2.00,3.28,10.94,5.29,0.02,0.00,0.00
763,1.56,0.00,6.51,1.59,0.50,0.20,0.05,54.28,1.37,0.01,0.09,1.41,17.88,14.09,0.43,0.04,0.00
764,0.71,0.00,5.04,2.06,0.59,0.14,0.24,66.04,2.58,2.97,0.65,4.37,12.04,2.54,0.04,0.01,0.00
765,2.18,0.00,4.14,1.25,0.24,0.02,0.17,70.53,1.95,10.09,0.35,3.49,5.31,0.25,0.03,0.00,0.00
766,0.39,0.00,5.18,2.11,0.43,0.05,0.17,64.59,1.77,3.55,0.85,6.04,14.54,0.31,0.00,0.00,0.00
767,1.40,0.00,3.70,0.36,0.11,0.04,0.07,56.93,2.66,0.32,0.23,3.99,19.67,10.18,0.26,0.09,0.00
768,0.63,0.00,6.16,1.36,0.57,0.21,0.18,35.74,1.27,0.16,0.16,1.47,31.26,20.71,0.10,0.02,0.00
769,1.37,0.00,2.69,0.56,0.18,0.05,0.06,71.73,1.61,0.14,0.41,3.11,9.88,6.94,1.22,0.06,0.00
770,1.87,0.00,6.79,3.36,1.56,0.78,0.11,37.04,2.08,0.53,0.39,2.20,37.34,5.65,0.24,0.06,0.00
771,0.22,0.00,7.18,1.67,0.53,0.24,0.03,21.84,1.61,0.12,0.02,0.75,31.26,34.38,0.11,0.02,0.00
772,4.40,0.00,3.44,0.63,0.18,0.07,0.06,61.73,4.15,1.10,1.34,3.14,14.18,4.02,1.45,0.11,0.00
773,3.24,0.00,6.07,2.44,0.63,0.24,0.10,34.90,1.55,1.21,1.94,2.05,31.86,11.71,2.04,0.02,0.00
774,2.17,0.00,6.91,2.69,0.82,0.42,0.08,42.57,4.47,3.56,1.81,1.59,29.33,3.20,0.35,0.02,0.00
775,1.44,0.00,7.57,4.26,1.08,0.49,0.24,18.12,9.76,6.31,3.52,2.37,39.25,5.24,0.34,0.02,0.00
776,0.55,0.00,5.23,1.67,0.29,0.06,0.06,33.16,6.84,6.87,8.36,1.65,29.88,2.18,3.18,0.02,0.00
777,0.57,0.00,4.28,0.66,0.17,0.04,0.05,46.53,6.37,1.82,1.41,3.64,32.96,1.41,0.06,0.04,0.00
778,0.78,0.00,7.98,4.10,2.00,0.88,0.09,14.16,0.48,0.15,0.14,0.57,63.63,5.01,0.02,0.02,0.00
779,2.00,0.00,3.68,1.67,0.11,0.01,0.13,64.55,4.96,0.64,0.00,0.84,15.97,5.17,0.26,0.02,0.00
780,0.69,0.00,4.89,1.63,0.15,0.03,0.17,51.65,2.02,0.07,0.00,0.36,29.30,7.18,1.14,0.72,0.00
781,6.60,0.00,5.16,2.30,0.79,0.38,0.05,14.22,0.35,0.00,0.01,0.09,3.47,60.72,4.79,1.06,0.00
