uniqid_eco4,NWALT02_11_eco4,NWALT02_12_eco4,NWALT02_21_eco4,NWALT02_22_eco4,NWALT02_23_eco4,NWALT02_24_eco4,NWALT02_25_eco4,NWALT02_26_eco4,NWALT02_27_eco4,NWALT02_31_eco4,NWALT02_32_eco4,NWALT02_33_eco4,NWALT02_41_eco4,NWALT02_43_eco4,NWALT02_44_eco4,NWALT02_45_eco4,NWALT02_46_eco4,NWALT02_50_eco4,NWALT02_60_eco4,NWALT02_9999_eco4
165,4.67,3.49,0.42,0.09,0.02,0.02,0.06,0.26,0.21,0.01,0.06,0.06,0.00,0.59,23.96,2.52,4.06,59.52,0.01,0.00
166,0.22,0.30,0.11,0.01,0.01,0.00,0.01,0.03,0.02,0.00,0.02,0.00,0.01,0.02,0.91,0.16,15.50,82.44,0.24,0.00
167,0.35,0.09,0.21,0.02,0.04,0.00,0.00,0.05,0.03,0.00,0.05,0.01,0.43,0.04,0.26,0.04,7.65,90.75,0.00,0.00
168,1.42,1.09,0.38,0.11,0.03,0.02,0.13,0.13,0.11,0.02,0.37,0.05,0.01,0.01,3.64,1.61,14.50,76.38,0.00,0.00
169,1.04,0.46,0.27,0.04,0.01,0.01,0.03,0.08,0.11,0.00,0.08,0.03,0.01,4.00,3.68,0.19,60.48,29.47,0.00,0.00
170,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.25,29.47,69.40,0.00
171,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,52.78,46.07,0.00
172,0.32,0.01,0.06,0.03,0.00,0.00,0.00,0.00,0.04,0.00,0.03,0.00,0.00,0.00,0.04,0.00,0.06,97.33,2.06,0.00
173,0.22,0.00,0.07,0.01,0.00,0.00,0.00,0.02,0.03,0.00,0.52,0.00,0.02,0.00,0.01,0.00,1.05,94.84,3.20,0.00
174,0.38,0.00,0.03,0.01,0.00,0.00,0.00,0.01,0.06,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.90,95.48,3.08,0.00
175,0.34,0.02,0.26,0.02,0.00,0.02,0.01,0.09,0.07,0.18,0.41,0.00,0.01,0.16,0.82,0.17,0.85,94.27,2.31,0.00
176,2.95,0.01,0.80,0.26,0.03,0.09,0.01,0.97,0.49,0.00,1.70,0.01,0.02,3.98,13.02,1.41,0.51,73.61,0.14,0.00
177,5.07,2.50,1.82,1.10,0.58,0.50,1.24,4.70,1.50,0.26,10.04,0.26,0.06,1.28,9.85,2.27,1.14,53.36,2.46,0.00
178,1.36,0.72,0.50,0.12,0.05,0.05,0.06,0.53,0.65,0.03,2.65,0.03,0.11,0.11,1.18,0.26,0.13,87.52,3.94,0.00
179,0.76,0.06,0.07,0.01,0.00,0.00,0.00,0.03,0.09,0.00,0.17,0.00,0.01,0.00,0.17,0.01,0.02,57.50,41.10,0.00
180,0.57,0.08,0.16,0.02,0.01,0.04,0.02,0.12,0.49,0.25,0.73,0.00,0.02,0.08,0.49,0.08,0.06,92.55,4.21,0.00
181,1.18,0.61,0.26,0.04,0.01,0.02,0.00,0.38,0.40,0.00,0.55,0.00,0.05,0.05,1.33,0.20,0.06,94.86,0.00,0.00
182,0.56,0.33,0.32,0.06,0.07,0.06,0.06,0.54,0.63,0.21,1.05,0.00,0.03,0.29,3.23,0.32,0.11,91.81,0.31,0.00
183,0.20,0.02,0.12,0.01,0.00,0.00,0.00,0.01,0.32,0.00,0.03,0.00,0.00,0.06,1.29,0.14,0.07,97.47,0.24,0.00
184,0.11,0.00,0.03,0.01,0.02,0.01,0.00,0.12,0.36,0.00,0.16,0.00,0.00,0.01,0.61,0.54,1.86,91.88,4.26,0.00
185,0.80,0.01,0.34,0.01,0.02,0.05,0.00,0.04,0.25,0.00,1.29,0.02,0.00,0.04,0.19,0.17,0.07,88.70,8.01,0.00
186,0.35,0.00,0.16,0.02,0.04,0.03,0.00,0.03,0.26,0.00,0.05,0.00,0.00,0.00,0.00,0.00,3.48,94.27,1.30,0.00
187,0.22,0.00,0.20,0.03,0.01,0.04,0.02,0.22,0.34,0.03,2.14,0.00,0.00,0.01,0.00,0.12,0.21,96.37,0.06,0.00
188,1.00,0.00,2.04,0.54,0.21,0.35,0.50,3.62,2.08,0.03,15.98,0.12,0.00,0.74,0.26,1.30,7.69,63.29,0.25,0.00
189,1.17,0.53,0.04,0.07,0.01,0.65,0.00,1.22,0.24,0.00,3.61,0.06,0.00,0.00,0.00,0.00,11.92,41.36,39.11,0.00
190,0.16,0.02,0.71,0.49,0.14,0.82,0.31,3.44,0.74,6.94,14.45,0.00,0.11,0.25,0.02,0.08,1.00,70.34,0.00,0.00
191,1.06,0.13,1.95,0.95,0.06,0.62,0.78,2.80,0.90,2.59,0.32,0.00,0.00,5.82,0.63,1.52,23.00,56.88,0.00,0.00
192,0.15,0.00,0.44,0.09,0.01,0.04,0.05,0.22,0.37,0.01,0.52,0.06,0.00,17.10,16.47,0.20,0.48,63.82,0.00,0.00
193,0.26,0.01,0.53,0.22,0.05,0.05,0.13,0.59,0.24,0.09,0.39,0.03,0.07,3.02,7.57,0.12,5.37,79.54,1.72,0.00
194,0.17,0.00,0.10,0.01,0.00,0.01,0.01,0.04,0.03,0.03,0.07,0.00,0.03,0.15,1.14,0.03,1.57,92.60,4.02,0.00
195,3.19,0.01,0.16,0.03,0.01,0.02,0.01,0.06,0.03,0.00,0.23,0.00,0.03,0.05,0.22,0.01,17.87,72.66,5.44,0.00
196,0.08,0.00,0.07,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.03,0.00,0.27,0.02,0.57,0.01,0.28,94.93,3.71,0.00
197,0.69,0.03,0.20,0.08,0.03,0.02,0.01,0.23,0.18,0.00,0.18,0.00,0.13,0.06,10.61,0.11,1.20,86.23,0.00,0.00
198,0.34,0.00,0.00,0.01,0.00,0.00,0.00,0.02,0.20,0.00,0.26,0.00,0.01,0.09,13.39,0.21,0.02,85.43,0.01,0.00
199,0.09,0.00,0.18,0.04,0.00,0.00,0.00,0.10,0.08,0.00,0.23,0.00,0.00,0.04,0.41,0.00,41.33,57.44,0.06,0.00
200,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.05,0.01,0.00,0.33,0.00,0.00,0.20,0.17,0.00,33.66,65.54,0.00,0.00
201,0.26,0.01,0.03,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.03,0.00,0.41,0.00,0.00,0.01,3.24,43.68,52.33,0.00
202,0.21,0.05,0.13,0.01,0.00,0.00,0.01,0.01,0.02,0.01,0.18,0.00,0.03,0.00,0.04,0.02,2.35,70.08,26.84,0.00
203,0.14,0.08,0.21,0.04,0.00,0.04,0.00,0.12,0.10,0.02,2.21,0.00,0.02,0.01,0.44,0.09,6.67,85.59,4.22,0.00
204,0.26,0.13,0.28,0.07,0.03,0.08,0.05,0.18,0.09,0.14,0.89,0.01,0.02,0.11,1.84,0.33,16.81,77.73,0.94,0.00
205,0.27,0.00,0.13,0.04,0.01,0.03,0.04,0.07,0.04,0.03,0.34,0.00,0.08,0.00,0.15,0.05,5.38,82.19,11.13,0.00
206,0.32,0.00,0.15,0.02,0.00,0.02,0.00,0.04,0.05,0.00,0.45,0.00,0.00,0.04,1.48,0.11,3.87,91.98,1.46,0.00
207,0.24,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.12,0.00,0.08,0.00,0.03,0.03,6.39,71.02,22.01,0.00
208,0.09,0.00,0.14,0.02,0.01,0.00,0.01,0.07,0.02,0.00,0.18,0.00,0.10,0.00,0.24,0.05,10.03,82.10,6.94,0.00
209,1.68,0.00,0.50,0.07,0.01,0.03,0.04,0.09,0.08,0.01,0.23,0.01,0.05,0.10,9.44,1.64,10.03,75.93,0.05,0.00
210,1.18,0.00,0.44,0.06,0.01,0.01,0.00,0.12,0.10,0.00,0.86,0.01,0.06,0.12,2.97,1.96,69.41,20.12,2.59,0.00
211,0.08,0.05,0.24,0.01,0.00,0.00,0.00,0.03,0.06,0.00,0.05,0.02,0.00,0.30,3.01,0.75,21.80,73.56,0.05,0.00
212,0.00,0.00,0.06,0.00,0.01,0.00,0.00,0.01,0.01,0.00,0.17,0.00,0.02,0.00,0.00,0.00,0.42,97.83,1.46,0.00
213,0.27,0.71,0.53,0.15,0.01,0.05,0.08,0.36,0.37,0.01,0.60,0.02,0.01,1.84,41.17,1.74,9.41,42.60,0.06,0.00
214,0.52,0.38,0.31,0.05,0.00,0.00,0.00,0.09,0.16,0.00,0.45,0.02,0.00,0.14,11.31,0.23,9.17,72.77,4.40,0.00
215,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,85.55,14.44,0.00
216,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.65,0.02,6.29,55.32,37.65,0.00
217,0.13,0.01,0.57,0.15,0.00,0.04,0.04,0.37,0.10,0.01,4.42,0.00,0.09,0.33,0.82,0.31,12.40,80.20,0.00,0.00
218,2.71,0.88,2.10,3.10,1.02,0.51,3.02,7.60,1.25,3.37,5.75,0.03,0.05,24.66,13.08,0.30,4.73,25.87,0.00,0.00
219,0.56,0.00,0.59,0.34,0.03,0.15,0.32,0.63,0.18,1.34,5.66,0.07,0.00,0.59,0.07,0.04,8.22,80.86,0.32,0.00
220,0.14,0.00,0.20,0.09,0.02,0.01,0.03,0.22,0.09,0.00,0.40,0.00,0.27,1.01,0.63,0.09,33.89,61.85,1.05,0.00
221,0.09,0.00,0.19,0.03,0.02,0.01,0.01,0.06,0.04,0.01,0.36,0.03,0.08,0.06,0.07,0.03,8.31,89.72,0.88,0.00
222,0.03,0.00,0.44,0.03,0.03,0.00,0.00,0.01,0.02,0.00,0.50,0.00,0.25,0.00,0.00,0.00,5.47,84.06,9.17,0.00
223,0.01,0.00,0.20,0.02,0.00,0.00,0.00,0.03,0.02,0.00,0.31,0.00,0.00,0.01,0.00,0.06,58.41,40.94,0.00,0.00
224,0.04,0.00,0.54,0.77,0.27,0.30,1.42,0.81,0.25,0.93,2.36,0.02,0.04,0.17,0.11,0.00,18.50,73.38,0.06,0.00
225,0.02,0.00,0.22,0.02,0.00,0.00,0.00,0.01,0.03,0.00,0.07,0.00,0.01,0.01,0.07,0.04,10.85,88.65,0.00,0.00
226,0.04,0.00,0.26,0.02,0.01,0.00,0.00,0.03,0.02,0.00,0.21,0.01,0.01,0.10,0.09,0.02,14.23,80.47,4.48,0.00
227,0.08,0.20,0.40,0.09,0.02,0.03,0.04,0.06,0.08,0.00,0.41,0.03,0.00,0.00,0.07,0.00,7.01,91.47,0.02,0.00
228,0.03,0.00,0.09,0.01,0.00,0.00,0.00,0.01,0.03,0.00,0.34,0.00,0.05,0.00,0.01,0.01,9.00,89.48,0.95,0.00
229,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.51,99.37,0.00,0.00
230,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.92,95.05,0.00,0.00
231,0.14,0.02,0.18,0.02,0.00,0.00,0.00,0.04,0.06,0.00,0.64,0.00,0.00,0.00,0.02,0.00,25.88,71.44,1.55,0.00
232,0.02,0.01,0.15,0.02,0.00,0.00,0.00,0.06,0.02,0.00,0.32,0.00,0.00,0.00,0.02,0.01,23.22,76.13,0.00,0.00
233,0.05,0.00,0.29,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.98,81.42,3.23,0.00
234,0.77,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,20.65,78.42,0.00
235,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,78.43,17.86,0.00
236,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.39,12.60,0.00
237,0.00,0.00,0.21,0.05,0.02,0.04,0.14,0.19,0.11,0.03,1.20,0.00,0.01,0.00,0.08,0.00,7.69,90.09,0.12,0.00
238,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.01,0.00,0.00,3.84,83.08,12.99,0.00
239,0.01,0.00,0.14,0.05,0.01,0.02,0.02,0.21,0.06,0.01,0.75,0.00,0.19,0.02,0.02,0.01,2.07,87.86,8.55,0.00
240,0.07,0.00,0.17,0.06,0.02,0.04,0.04,0.15,0.06,0.02,0.38,0.00,0.01,0.00,0.00,0.01,1.63,85.56,11.77,0.00
241,0.07,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.13,62.95,34.79,0.00
242,0.08,0.00,0.16,0.02,0.01,0.01,0.00,0.07,0.08,0.02,0.66,0.00,0.01,0.01,0.01,0.01,5.51,90.83,2.51,0.00
243,0.00,0.00,0.11,0.04,0.00,0.09,0.00,0.19,0.15,0.00,0.63,0.00,0.00,0.00,0.01,0.00,1.13,88.95,8.69,0.00
244,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17,64.47,33.32,0.00
245,0.03,0.00,0.22,0.05,0.01,0.02,0.02,0.35,0.05,0.00,1.36,0.00,0.30,0.00,0.08,0.01,0.41,87.91,9.16,0.00
246,1.23,0.01,0.25,0.00,0.01,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.88,31.08,1.46,0.00
247,0.10,0.00,0.08,0.01,0.00,0.00,0.00,0.04,0.03,0.00,0.40,0.01,0.01,0.00,0.00,0.01,3.47,84.78,11.06,0.00
248,0.08,0.00,0.00,0.00,0.00,0.02,0.00,0.07,0.08,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.13,90.83,8.50,0.00
249,0.01,0.00,0.08,0.00,0.00,0.01,0.00,0.17,0.02,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.05,91.39,7.79,0.00
250,0.31,0.08,0.38,0.16,0.11,0.04,0.22,0.20,0.12,0.17,0.46,0.05,0.06,1.22,0.03,0.01,5.51,90.45,0.40,0.02
251,0.03,0.00,0.19,0.02,0.01,0.00,0.01,0.04,0.03,0.00,0.13,0.02,0.07,0.34,0.03,0.00,13.95,82.52,2.60,0.01
252,0.01,0.00,0.09,0.01,0.01,0.00,0.00,0.02,0.03,0.00,0.07,0.02,0.00,0.08,0.06,0.00,4.47,87.86,7.22,0.05
253,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.64,88.30,5.03,0.00
254,0.01,0.00,0.20,0.00,0.09,0.00,0.00,0.01,0.02,0.00,0.05,0.00,0.00,0.03,0.00,0.00,4.30,94.34,0.93,0.00
255,4.00,0.21,0.90,2.00,0.43,0.34,2.00,4.18,1.17,0.93,1.72,0.00,0.01,41.20,0.78,0.08,0.33,39.30,0.25,0.17
256,0.00,0.00,0.24,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.00,0.00,0.00,23.35,76.27,0.00,0.00
257,0.02,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,5.64,92.67,1.57,0.00
258,0.08,0.21,0.17,0.04,0.00,0.00,0.03,0.03,0.08,0.00,0.11,0.00,0.00,2.20,0.27,1.82,71.31,23.07,0.57,0.00
259,0.18,0.02,0.26,0.01,0.03,0.01,0.00,0.03,0.16,0.00,0.05,0.00,0.01,22.79,1.06,0.12,63.02,12.11,0.15,0.00
260,0.27,0.13,0.33,0.11,0.03,0.05,0.20,0.16,0.17,0.12,0.31,0.00,0.01,19.51,1.01,0.38,72.13,5.00,0.08,0.00
261,0.24,0.04,0.47,0.29,0.12,0.12,0.48,0.21,0.25,0.07,0.10,0.02,0.01,65.39,3.05,0.25,25.61,3.28,0.00,0.00
262,0.09,0.00,0.41,0.09,0.03,0.02,0.08,0.11,0.21,0.01,0.10,0.03,0.00,47.69,0.25,0.09,44.96,5.80,0.00,0.00
263,0.15,0.08,0.10,0.01,0.03,0.01,0.00,0.04,0.08,0.00,0.06,0.00,0.01,8.76,0.24,0.13,73.38,16.81,0.12,0.00
264,0.09,0.10,0.18,0.01,0.00,0.00,0.00,0.02,0.05,0.00,0.03,0.00,0.00,6.28,0.45,0.32,86.78,5.33,0.34,0.00
265,2.52,1.44,0.75,0.21,0.05,0.06,0.18,0.21,0.33,0.01,0.18,0.03,0.01,42.65,1.25,0.69,41.17,8.19,0.07,0.00
266,0.31,0.01,0.44,0.26,0.10,0.07,0.30,0.32,0.35,0.21,0.30,0.04,0.03,50.80,0.43,0.15,35.56,10.32,0.00,0.00
267,0.06,0.00,0.17,0.02,0.10,0.01,0.01,0.03,0.09,0.00,0.04,0.00,0.18,7.45,0.13,0.01,38.28,53.35,0.07,0.00
268,0.03,0.00,0.33,0.20,0.19,0.04,0.24,0.27,0.18,0.62,0.46,0.02,0.08,9.28,0.12,0.01,37.56,50.37,0.00,0.00
269,4.20,0.01,2.01,4.91,1.04,3.05,9.47,6.42,1.63,3.90,4.65,0.14,0.24,22.06,8.14,1.83,17.10,9.18,0.00,0.00
270,0.31,0.05,0.23,0.04,0.05,0.01,0.02,0.10,0.14,0.00,0.16,0.01,0.02,7.57,0.25,0.35,73.26,17.41,0.03,0.00
271,0.29,0.01,0.40,0.08,0.04,0.02,0.01,0.20,0.22,0.00,0.18,0.02,0.02,21.09,0.28,0.25,31.46,45.42,0.00,0.00
272,0.39,0.00,0.16,0.01,0.02,0.01,0.00,0.04,0.08,0.00,0.06,0.00,0.01,3.35,0.08,0.12,26.60,69.07,0.00,0.00
273,0.36,0.00,0.25,0.03,0.00,0.00,0.02,0.08,0.07,0.03,0.18,0.01,0.01,1.38,0.04,0.00,52.18,45.36,0.00,0.00
274,0.35,0.05,0.34,0.11,0.09,0.04,0.12,0.23,0.17,0.15,0.33,0.03,0.01,9.45,0.41,0.61,80.64,6.89,0.00,0.00
275,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.30,0.01,0.07,48.22,51.33,0.00,0.00
276,0.03,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.28,0.13,0.02,42.89,56.58,0.00,0.00
277,0.03,0.00,0.19,0.01,0.01,0.02,0.00,0.04,0.04,0.01,0.12,0.01,0.00,0.10,0.03,0.13,22.42,76.81,0.03,0.00
278,0.05,0.00,0.71,0.47,0.09,0.54,0.10,1.90,1.12,0.06,11.30,0.03,0.03,0.10,0.03,2.35,42.02,39.10,0.00,0.00
279,0.06,0.00,0.64,1.23,0.25,0.47,1.97,1.23,0.55,1.76,3.12,0.08,0.05,1.00,0.13,2.99,78.53,5.94,0.00,0.00
280,1.08,0.01,0.18,0.07,0.00,0.02,0.02,0.11,0.13,0.00,0.18,0.02,0.01,4.82,0.29,0.10,67.52,25.42,0.00,0.00
281,0.31,0.00,0.34,0.04,0.00,0.01,0.02,0.07,0.02,0.01,0.24,0.01,0.00,0.45,0.03,0.11,83.48,14.87,0.00,0.00
282,0.10,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.71,77.16,0.00,0.00
283,0.32,0.00,0.20,0.01,0.00,0.00,0.00,0.02,0.02,0.00,0.05,0.02,0.00,0.35,0.04,0.03,58.87,40.07,0.00,0.00
284,0.00,0.00,0.24,0.01,0.00,0.00,0.00,0.02,0.05,0.00,0.15,0.00,0.01,0.28,0.02,0.01,79.68,19.54,0.00,0.00
285,0.80,0.00,0.58,0.05,0.00,0.00,0.00,0.12,0.22,0.00,0.60,0.00,0.03,3.94,0.24,0.12,67.00,26.28,0.00,0.00
286,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.14,0.01,0.00,37.01,62.68,0.00,0.00
287,1.18,0.02,0.36,0.12,0.04,0.04,0.12,0.20,0.26,0.00,0.12,0.00,0.00,42.31,1.54,3.59,44.58,5.51,0.00,0.00
288,0.72,0.12,0.30,0.06,0.01,0.01,0.02,0.11,0.19,0.00,0.08,0.00,0.00,48.25,0.82,1.12,44.56,3.50,0.11,0.00
289,1.19,0.31,0.50,0.21,0.08,0.08,0.18,0.40,0.31,0.00,0.52,0.02,0.00,58.25,0.52,0.65,32.29,4.27,0.23,0.00
290,1.25,0.04,0.58,0.41,0.22,0.14,0.53,0.76,0.47,0.19,0.50,0.01,0.01,58.72,1.54,3.28,26.08,5.29,0.00,0.00
291,0.49,0.22,0.24,0.07,0.01,0.02,0.02,0.17,0.22,0.00,0.15,0.00,0.01,32.44,0.94,3.64,57.34,4.01,0.00,0.00
292,0.55,0.12,0.42,0.17,0.05,0.04,0.08,0.29,0.26,0.01,0.13,0.03,0.00,79.08,0.60,1.73,12.71,3.71,0.00,0.00
293,2.19,2.49,1.09,0.56,0.17,0.10,0.46,0.56,0.48,0.01,0.20,0.03,0.05,65.79,1.43,3.31,12.45,8.47,0.16,0.00
294,0.41,0.01,0.55,0.31,0.16,0.06,0.22,0.53,0.45,0.40,0.31,0.03,0.01,37.51,1.05,1.05,18.85,38.11,0.00,0.00
295,1.33,0.00,0.47,0.25,0.22,0.06,0.25,0.52,0.35,0.29,0.37,0.01,0.01,18.97,1.47,6.27,39.14,30.01,0.00,0.00
296,0.66,0.00,0.35,0.09,0.05,0.04,0.05,0.22,0.29,0.00,0.45,0.01,0.00,7.21,0.63,0.50,22.16,67.28,0.00,0.00
297,2.58,0.00,0.12,0.03,0.35,0.04,0.00,0.16,0.11,0.15,1.62,0.00,0.01,9.17,0.28,0.71,17.41,63.10,4.16,0.00
298,0.75,0.03,0.31,0.05,0.04,0.02,0.02,0.13,0.28,0.00,0.08,0.01,0.01,31.44,0.84,1.68,44.11,20.21,0.00,0.00
299,0.58,0.01,0.36,0.20,0.35,0.06,0.18,0.32,0.29,0.02,0.37,0.01,0.02,55.47,0.36,0.27,6.09,35.03,0.00,0.00
300,0.49,0.00,0.28,0.00,0.08,0.01,0.00,0.00,0.11,0.00,0.00,0.00,0.24,14.81,0.46,1.86,75.25,6.41,0.00,0.00
301,1.72,0.00,0.92,1.08,0.43,0.31,1.34,1.48,0.61,0.81,2.05,0.04,0.01,22.44,4.21,5.53,42.62,14.33,0.06,0.00
302,29.02,4.54,0.01,0.00,0.00,0.14,0.00,0.00,0.17,0.00,0.00,0.00,0.00,2.77,0.22,0.25,7.24,55.65,0.00,0.00
303,0.72,0.00,0.41,0.08,0.04,0.02,0.04,0.19,0.22,0.00,0.23,0.00,0.00,24.86,0.40,0.92,56.04,15.70,0.09,0.00
304,0.68,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.47,6.58,0.34,1.26,79.32,11.09,0.00,0.00
305,1.86,0.09,0.41,0.13,0.13,0.05,0.11,0.29,0.27,0.01,0.31,0.00,0.02,12.96,8.76,5.95,60.31,7.57,0.79,0.00
306,2.56,0.01,0.58,0.32,0.12,0.14,0.17,1.31,0.66,0.95,3.73,0.00,0.01,2.64,13.52,4.53,23.44,45.19,0.11,0.00
307,7.57,0.33,0.87,1.61,0.62,0.81,2.17,4.63,0.82,1.69,8.39,0.01,0.01,3.32,12.34,13.04,18.00,23.78,0.00,0.00
308,1.31,0.00,0.43,0.19,0.11,0.07,0.04,0.61,0.65,0.07,1.35,0.01,0.07,4.78,5.93,6.12,33.16,45.11,0.00,0.00
309,3.11,0.02,1.24,1.56,1.01,0.74,1.96,2.74,1.38,1.51,3.87,0.03,0.06,6.25,10.89,12.54,35.53,15.56,0.00,0.00
310,0.92,0.00,0.44,0.26,0.32,0.07,0.22,0.75,0.48,0.28,1.32,0.01,0.04,3.35,2.05,2.44,38.16,48.87,0.00,0.00
311,3.74,0.00,0.19,0.06,0.05,0.04,0.00,0.23,0.40,0.00,1.18,0.00,0.00,2.31,0.24,5.27,31.93,54.35,0.00,0.00
312,1.03,0.00,0.61,0.36,0.16,0.10,0.18,0.71,0.36,0.00,1.79,0.04,0.20,3.60,18.31,7.31,28.95,35.76,0.53,0.00
313,1.02,0.00,0.38,0.18,0.09,0.09,0.12,0.51,0.52,0.00,1.45,0.00,0.01,14.14,2.74,5.43,46.89,26.44,0.00,0.00
314,1.16,0.00,0.52,0.03,0.06,0.00,0.00,0.10,0.13,0.00,0.63,0.09,0.62,1.75,3.42,0.76,4.89,85.84,0.00,0.00
315,0.83,0.42,1.39,1.79,1.35,0.97,1.93,8.38,1.37,1.27,16.32,0.06,0.03,11.04,35.31,1.63,0.26,15.63,0.00,0.00
316,2.63,0.53,2.60,3.86,2.55,1.00,3.55,10.87,2.20,2.37,11.01,0.01,0.27,9.54,24.75,1.02,0.33,20.71,0.18,0.00
317,1.41,0.18,0.48,0.63,0.86,0.82,0.36,4.92,1.00,0.03,41.82,0.14,0.05,0.21,10.02,0.82,0.35,33.77,2.13,0.00
318,0.54,0.21,0.74,0.78,1.08,0.84,0.63,6.83,0.85,0.05,22.25,0.07,0.24,0.45,8.07,0.50,0.32,48.92,6.63,0.00
319,2.12,0.29,0.70,1.14,0.31,0.87,1.80,12.71,1.71,3.53,21.02,0.02,0.20,0.10,3.37,0.19,0.04,49.83,0.04,0.00
320,3.28,0.60,2.14,4.40,1.43,1.77,9.87,12.07,0.85,5.90,24.53,0.03,0.23,0.06,1.02,0.13,0.05,31.50,0.14,0.00
321,1.27,0.91,1.31,2.53,2.76,0.96,3.24,13.80,1.30,3.41,16.67,0.03,0.18,1.35,10.98,0.69,2.68,35.70,0.21,0.00
322,2.55,0.60,1.35,0.76,0.77,0.20,0.92,2.89,1.20,1.06,6.59,0.20,0.41,0.25,4.08,0.57,0.25,75.34,0.00,0.00
323,0.88,0.51,1.14,0.78,0.35,0.28,0.40,1.60,2.06,0.01,2.31,0.01,0.11,3.03,23.40,1.63,0.86,60.66,0.00,0.00
324,0.12,0.00,0.29,0.06,0.06,0.01,0.01,0.13,0.12,0.00,0.21,0.00,0.01,0.47,0.31,0.09,2.37,95.71,0.03,0.00
325,2.66,0.00,0.28,0.10,0.03,0.13,0.00,0.87,0.44,0.00,1.86,0.02,0.00,0.72,0.97,0.26,9.06,82.58,0.00,0.00
326,0.94,0.00,0.33,0.57,0.09,0.23,0.47,2.08,0.97,0.66,4.67,0.00,0.11,0.15,0.18,0.30,4.24,83.48,0.53,0.00
327,0.04,0.00,0.20,0.03,0.14,0.00,0.01,0.05,0.12,0.00,0.06,0.00,0.00,0.19,0.00,0.00,1.70,97.09,0.35,0.00
328,0.14,0.10,0.47,0.12,0.02,0.04,0.05,0.36,0.53,0.00,0.42,0.00,0.01,13.80,3.01,1.05,12.87,67.03,0.00,0.00
329,0.15,0.00,0.36,0.04,0.34,0.01,0.03,0.15,0.11,0.02,0.24,0.00,0.01,0.06,0.02,0.01,11.99,86.45,0.00,0.00
330,0.42,0.07,0.27,0.10,0.07,0.01,0.08,0.23,0.28,0.02,0.37,0.00,0.03,3.16,9.41,0.57,12.16,72.75,0.00,0.00
331,9.87,0.13,1.38,2.27,0.51,0.13,2.37,3.32,1.07,0.80,4.43,0.00,0.02,19.03,7.05,0.16,8.05,37.82,0.03,1.55
