uniqid_county,NLCD06_11_county,NLCD06_12_county,NLCD06_21_county,NLCD06_22_county,NLCD06_23_county,NLCD06_24_county,NLCD06_31_county,NLCD06_41_county,NLCD06_42_county,NLCD06_43_county,NLCD06_52_county,NLCD06_71_county,NLCD06_81_county,NLCD06_82_county,NLCD06_90_county,NLCD06_95_county,NLCD06_9999_county
1,0.02,0.00,1.33,1.42,0.66,0.14,0.94,0.00,2.09,0.02,90.85,1.37,0.02,0.48,0.62,0.02,0.01
2,0.07,0.00,0.55,0.17,0.05,0.01,1.82,0.00,19.21,0.00,64.23,13.41,0.10,0.06,0.24,0.10,0.00
3,0.33,0.00,0.72,0.35,0.07,0.01,1.65,0.14,0.03,0.00,89.10,2.65,3.97,0.39,0.46,0.13,0.00
4,0.74,0.00,0.56,0.25,0.07,0.01,0.35,0.00,37.75,0.00,59.74,0.30,0.01,0.01,0.15,0.06,0.00
5,0.15,0.00,0.90,0.57,0.26,0.07,14.07,0.01,0.00,0.00,77.01,0.81,0.74,4.88,0.36,0.14,0.03
6,0.11,0.00,0.87,0.44,0.13,0.02,0.27,0.00,19.38,0.00,74.97,3.33,0.20,0.00,0.17,0.11,0.00
7,0.12,0.00,3.13,0.91,0.25,0.06,0.39,0.00,0.94,0.00,82.71,0.27,0.64,9.69,0.83,0.05,0.00
8,0.01,0.00,0.47,0.36,0.07,0.00,0.91,0.12,44.31,0.00,52.88,0.37,0.21,0.11,0.14,0.05,0.00
9,0.04,0.00,1.69,0.28,0.10,0.04,0.01,0.00,11.92,0.15,82.86,1.67,0.67,0.18,0.21,0.16,0.02
10,0.15,0.00,0.49,0.15,0.06,0.01,4.60,0.05,25.91,0.00,58.20,10.14,0.01,0.01,0.14,0.06,0.00
11,0.09,0.00,0.41,0.22,0.04,0.01,0.14,0.01,16.68,0.00,78.27,1.94,0.05,1.62,0.46,0.04,0.00
12,0.31,0.00,3.27,3.83,3.29,0.79,0.18,0.00,0.52,0.00,77.10,4.12,0.43,5.26,0.69,0.21,0.00
13,0.02,0.00,1.56,0.27,0.08,0.01,0.88,0.00,8.07,0.65,81.30,3.47,0.21,3.24,0.17,0.04,0.02
14,0.78,0.00,0.70,0.45,0.14,0.03,2.19,0.12,8.80,0.00,81.39,4.86,0.10,0.11,0.26,0.09,0.00
15,0.11,0.00,0.48,0.15,0.02,0.00,2.49,0.16,28.00,0.00,52.93,15.31,0.04,0.03,0.12,0.14,0.00
16,0.43,0.00,11.33,15.30,27.46,7.93,0.34,0.01,0.92,0.70,29.39,4.95,0.07,0.58,0.42,0.16,0.00
17,0.32,0.00,4.24,1.51,0.94,0.06,0.90,0.00,11.20,11.05,43.41,18.82,1.51,5.19,0.41,0.44,0.00
18,6.95,0.00,0.92,1.49,0.45,0.06,26.43,0.01,0.02,0.01,46.48,0.08,7.65,8.84,0.44,0.15,0.02
19,0.30,0.00,3.69,1.18,1.04,0.23,5.12,0.68,5.36,0.25,38.40,24.15,1.73,17.61,0.09,0.17,0.00
20,0.43,0.00,6.84,4.40,5.74,1.58,12.08,0.01,2.93,1.96,49.38,11.54,0.23,1.72,0.65,0.51,0.00
21,0.17,0.00,1.43,1.17,0.75,0.09,11.34,0.00,1.79,0.21,81.56,1.14,0.09,0.17,0.07,0.02,0.00
22,1.36,0.00,3.98,2.87,2.52,0.29,6.79,0.01,1.87,0.32,67.93,6.92,2.00,2.76,0.23,0.14,0.00
23,0.48,0.00,5.84,3.68,3.49,0.31,1.34,0.00,13.49,7.53,45.16,10.55,0.85,6.48,0.49,0.31,0.00
24,0.42,0.00,8.40,7.77,12.89,4.72,4.64,0.00,4.65,2.41,41.59,9.50,1.89,0.82,0.21,0.11,0.00
25,0.05,0.00,0.40,0.09,0.01,0.00,0.17,2.05,16.46,0.41,18.34,60.33,0.27,0.72,0.42,0.27,0.00
26,0.24,0.01,1.11,0.52,0.07,0.00,0.63,6.66,20.25,1.19,29.49,21.88,11.42,0.01,3.73,2.79,0.00
27,0.43,0.00,0.88,0.59,0.10,0.01,1.49,18.84,35.71,3.02,21.97,6.73,8.52,0.45,1.23,0.01,0.00
28,0.99,0.00,1.36,0.14,0.01,0.00,0.23,0.00,0.01,0.00,11.75,75.52,0.13,8.20,0.52,1.15,0.00
29,0.28,0.02,0.87,0.32,0.01,0.00,1.93,5.44,23.68,1.79,43.51,14.58,3.74,1.94,1.34,0.57,0.00
30,0.16,0.00,2.34,0.36,0.06,0.01,0.11,0.03,0.02,0.00,10.26,48.29,2.53,34.66,0.53,0.65,0.00
31,0.41,0.00,1.04,0.37,0.05,0.00,0.81,10.52,29.10,0.72,42.36,4.78,4.62,4.60,0.61,0.01,0.00
32,0.19,0.00,0.29,0.09,0.02,0.00,3.95,9.70,51.35,2.61,0.55,26.71,0.13,0.01,3.61,0.78,0.00
33,0.59,0.01,1.13,1.35,0.36,0.05,2.36,0.57,5.00,0.21,55.36,5.00,21.33,0.06,3.76,2.86,0.00
34,0.12,0.00,1.33,1.03,0.24,0.02,0.75,6.25,27.40,1.85,16.55,21.99,16.88,0.06,3.55,1.98,0.00
35,0.01,0.00,2.84,0.11,0.01,0.00,0.05,0.05,0.31,0.00,10.92,47.78,3.95,33.59,0.06,0.32,0.00
36,0.35,0.00,0.55,0.19,0.03,0.01,1.05,13.70,41.97,5.70,23.88,8.34,1.93,0.04,2.12,0.17,0.00
37,0.14,0.00,0.47,0.18,0.05,0.01,0.94,5.26,21.99,1.70,18.91,48.80,0.63,0.04,0.52,0.37,0.00
38,0.75,0.00,4.06,0.47,0.07,0.02,0.00,0.11,0.00,0.00,0.01,24.58,0.00,69.24,0.68,0.01,0.00
39,0.31,0.00,4.20,0.80,0.17,0.07,0.03,0.13,0.00,0.00,2.47,35.92,2.30,53.05,0.48,0.06,0.00
40,0.79,0.00,3.57,0.62,0.23,0.10,0.02,0.20,0.00,0.00,0.00,24.84,2.51,66.48,0.61,0.03,0.00
41,0.31,0.00,3.27,0.54,0.16,0.05,0.09,0.19,0.00,0.00,0.00,23.45,4.65,67.14,0.08,0.08,0.00
42,0.01,0.00,3.72,0.13,0.02,0.00,0.04,0.10,0.01,0.00,3.05,13.60,11.86,67.37,0.08,0.01,0.00
43,1.93,0.00,4.65,1.59,0.34,0.16,0.02,2.42,0.00,0.00,0.02,36.72,0.33,51.04,0.69,0.10,0.00
44,0.39,0.00,2.61,0.17,0.03,0.01,0.02,0.23,0.00,0.00,0.00,74.27,0.00,21.82,0.41,0.03,0.00
45,0.57,0.00,3.80,0.49,0.05,0.01,0.03,1.63,0.00,0.01,0.01,36.78,0.12,56.26,0.24,0.01,0.00
46,0.13,0.00,2.75,0.16,0.02,0.00,0.09,0.05,0.00,0.00,11.98,23.41,7.12,53.41,0.64,0.24,0.00
47,0.52,0.00,3.12,0.13,0.02,0.00,0.01,0.06,0.00,0.00,0.02,44.20,0.93,50.03,0.95,0.01,0.00
48,0.27,0.00,3.18,0.27,0.07,0.02,0.01,0.05,0.00,0.00,0.02,58.07,0.03,37.83,0.19,0.00,0.00
49,0.35,0.00,4.16,0.31,0.05,0.01,0.04,0.10,0.00,0.00,0.01,8.48,2.24,84.26,0.00,0.00,0.00
50,0.02,0.00,4.14,0.18,0.02,0.00,0.18,0.04,0.00,0.00,11.67,28.77,4.90,49.51,0.24,0.33,0.00
51,0.08,0.00,4.04,0.35,0.10,0.03,0.09,0.05,0.00,0.00,0.79,15.95,6.20,72.29,0.04,0.00,0.00
52,1.11,0.00,3.78,0.37,0.05,0.02,0.01,0.06,0.00,0.00,0.02,31.92,0.01,62.03,0.61,0.01,0.00
53,1.22,0.00,3.44,0.33,0.05,0.01,0.01,2.20,0.01,0.00,0.02,68.33,0.01,24.05,0.29,0.01,0.00
54,0.43,0.00,2.74,0.17,0.03,0.01,0.03,0.13,0.00,0.00,0.00,11.82,5.02,79.51,0.02,0.09,0.00
55,0.57,0.00,3.03,0.11,0.02,0.00,0.01,0.06,0.00,0.00,0.30,71.56,1.83,22.19,0.27,0.05,0.00
56,1.07,0.00,3.79,0.56,0.06,0.02,0.02,2.36,0.00,0.00,0.01,47.70,0.16,43.83,0.41,0.02,0.00
57,0.70,0.00,4.55,2.01,0.55,0.22,0.01,2.55,0.00,0.00,0.00,22.71,0.68,65.27,0.72,0.02,0.00
58,0.03,0.00,4.53,0.30,0.02,0.01,0.06,0.01,0.00,0.00,4.51,23.06,0.72,66.72,0.01,0.02,0.00
59,0.31,0.00,2.93,0.12,0.02,0.00,0.05,0.09,0.00,0.00,4.38,22.67,9.00,59.74,0.40,0.27,0.00
60,1.43,0.00,4.03,0.53,0.05,0.01,0.02,0.38,0.00,0.00,0.04,32.23,0.02,59.30,1.52,0.45,0.00
61,2.00,0.00,5.76,9.27,3.37,1.58,0.06,2.61,0.00,0.08,0.01,23.84,0.81,49.78,0.80,0.02,0.00
62,0.48,0.00,2.96,0.18,0.02,0.00,0.02,0.28,0.00,0.00,0.02,45.34,4.22,46.07,0.34,0.06,0.00
63,1.07,0.00,4.04,1.03,0.15,0.04,0.03,2.04,0.00,0.01,0.00,20.58,0.88,68.53,1.55,0.04,0.00
64,0.37,0.00,3.62,0.57,0.13,0.05,0.02,0.31,0.00,0.00,0.01,32.50,0.00,61.83,0.56,0.03,0.00
65,1.70,0.00,0.95,1.44,1.84,0.71,3.22,0.01,5.08,0.08,83.87,0.60,0.06,0.07,0.21,0.16,0.00
66,0.11,0.00,0.35,0.01,0.00,0.00,0.11,0.06,2.91,0.00,24.19,72.07,0.00,0.15,0.02,0.02,0.00
67,0.61,0.00,0.24,0.22,0.03,0.00,2.08,0.19,14.63,0.00,75.27,6.14,0.05,0.21,0.30,0.01,0.00
68,0.07,0.00,1.36,0.34,0.13,0.04,0.38,0.00,0.00,0.00,52.82,42.38,0.00,2.44,0.00,0.03,0.00
69,0.11,0.00,0.51,0.10,0.02,0.00,0.06,0.01,0.61,0.00,16.50,81.72,0.00,0.07,0.07,0.20,0.00
70,0.12,0.00,1.49,0.09,0.02,0.00,0.47,0.21,10.69,0.01,18.92,66.47,0.00,1.07,0.00,0.44,0.00
71,0.03,0.00,0.52,0.21,0.08,0.01,0.73,0.21,30.02,0.00,64.23,3.73,0.04,0.05,0.09,0.05,0.00
72,0.01,0.00,0.50,0.16,0.03,0.01,5.73,0.04,17.35,0.00,66.71,9.11,0.04,0.20,0.10,0.01,0.00
73,0.39,0.00,0.89,0.39,0.19,0.03,1.18,0.07,7.31,0.00,64.51,21.78,1.23,1.28,0.62,0.11,0.00
74,0.17,0.00,2.30,0.18,0.04,0.01,0.09,0.00,0.00,0.00,15.78,63.32,0.00,18.06,0.01,0.05,0.00
75,0.06,0.00,4.06,0.67,0.20,0.13,0.07,0.00,0.00,0.00,1.01,59.62,0.00,34.12,0.02,0.05,0.00
76,0.09,0.00,0.62,0.29,0.03,0.01,0.67,3.09,43.44,0.92,37.58,11.85,0.76,0.12,0.44,0.10,0.00
77,0.01,0.00,0.32,0.08,0.03,0.00,2.27,0.00,1.51,0.05,83.91,10.99,0.09,0.63,0.08,0.04,0.01
78,0.48,0.00,1.06,0.28,0.08,0.02,0.48,0.01,2.40,0.00,89.47,3.17,0.00,1.68,0.45,0.44,0.00
79,0.17,0.00,0.45,0.05,0.01,0.00,0.14,0.00,0.01,0.00,27.71,70.58,0.00,0.66,0.05,0.17,0.00
80,0.11,0.00,0.32,0.14,0.04,0.00,1.95,0.10,33.59,0.01,49.40,14.26,0.00,0.02,0.03,0.02,0.00
81,0.44,0.00,1.69,0.13,0.03,0.01,0.28,0.01,0.37,0.00,38.42,52.44,0.00,5.95,0.04,0.19,0.00
82,0.33,0.00,0.58,0.09,0.02,0.00,0.09,1.58,31.32,0.08,12.88,51.39,0.10,0.59,0.38,0.57,0.00
83,0.06,0.00,2.89,2.30,0.62,0.12,0.08,0.96,46.56,0.11,36.66,9.44,0.04,0.00,0.16,0.02,0.00
84,0.17,0.00,3.74,6.01,3.43,0.74,0.34,0.24,19.65,0.07,38.88,23.83,1.94,0.11,0.75,0.08,0.00
85,0.11,0.00,1.13,0.87,0.32,0.06,3.66,0.00,0.60,0.00,84.38,5.07,0.06,3.67,0.04,0.01,0.00
86,0.07,0.00,0.79,0.23,0.08,0.02,0.12,0.00,0.29,0.00,71.87,24.83,0.01,1.46,0.09,0.15,0.00
87,0.24,0.00,1.62,0.87,0.17,0.04,0.98,0.00,1.33,0.00,69.48,19.79,1.26,3.26,0.96,0.01,0.00
88,0.50,0.00,0.54,0.14,0.01,0.00,0.18,3.13,36.75,0.82,42.81,13.26,0.39,0.37,0.91,0.19,0.00
89,0.39,0.00,0.38,0.08,0.03,0.00,0.03,0.43,25.00,0.08,28.89,44.04,0.12,0.06,0.20,0.26,0.00
90,0.04,0.00,0.20,0.08,0.01,0.00,0.16,0.07,49.29,0.00,33.87,16.24,0.00,0.00,0.02,0.03,0.00
91,0.14,0.00,1.33,0.45,0.10,0.02,0.35,1.13,22.69,0.24,51.19,20.88,0.32,0.37,0.67,0.11,0.00
92,0.05,0.00,2.09,0.58,0.17,0.03,0.07,0.46,24.12,0.30,29.00,42.00,0.02,1.03,0.06,0.01,0.00
93,0.10,0.00,0.47,0.12,0.01,0.00,2.08,0.02,11.82,0.00,59.64,24.26,0.09,0.49,0.85,0.04,0.00
94,0.00,0.00,0.54,0.06,0.01,0.00,1.57,0.07,14.25,0.00,33.70,49.62,0.03,0.07,0.07,0.01,0.00
95,0.10,0.00,0.36,0.14,0.06,0.01,0.84,0.15,24.02,0.00,47.67,26.59,0.00,0.00,0.01,0.04,0.00
96,0.01,0.00,1.57,0.23,0.05,0.01,0.37,0.00,0.32,0.00,85.77,9.97,0.05,1.61,0.01,0.03,0.01
97,0.35,0.00,0.39,0.06,0.01,0.00,0.15,0.80,30.80,0.07,9.61,56.35,0.47,0.16,0.16,0.62,0.00
98,0.08,0.00,0.57,0.05,0.01,0.00,0.04,0.06,6.05,0.00,10.69,79.42,0.00,2.71,0.09,0.22,0.00
99,2.05,0.00,5.90,1.85,0.64,0.27,0.23,20.61,2.20,0.00,0.00,53.08,4.68,8.50,0.00,0.00,0.00
100,1.16,0.00,4.95,0.49,0.18,0.07,0.05,5.47,4.45,0.03,0.22,42.91,0.23,39.68,0.00,0.09,0.00
101,13.71,0.00,3.81,0.97,0.21,0.10,0.13,27.08,0.77,0.00,0.00,38.20,10.35,4.33,0.20,0.14,0.00
102,0.34,0.00,3.99,0.27,0.03,0.01,0.41,0.01,0.00,2.80,54.02,8.72,0.00,28.66,0.65,0.10,0.00
103,2.02,0.00,3.87,1.16,0.28,0.08,0.42,21.73,5.39,0.00,0.00,49.47,11.50,4.02,0.00,0.06,0.00
104,2.06,0.00,2.61,0.31,0.07,0.01,0.51,8.39,0.01,0.00,0.46,61.91,3.48,20.14,0.00,0.03,0.00
105,1.15,0.00,4.23,0.53,0.10,0.04,0.61,0.95,0.00,0.01,4.20,28.13,0.04,59.96,0.00,0.05,0.00
106,1.25,0.00,3.45,0.28,0.05,0.01,0.08,0.04,0.58,0.00,0.52,71.84,0.09,21.53,0.24,0.04,0.00
107,0.62,0.00,4.17,0.57,0.05,0.01,0.02,0.58,0.00,0.00,0.26,26.54,0.69,63.76,1.99,0.74,0.00
108,0.58,0.00,4.22,0.30,0.07,0.02,0.13,1.00,9.49,1.33,3.70,55.99,0.00,23.12,0.00,0.06,0.00
109,1.92,0.00,14.10,10.93,9.10,5.00,0.07,19.81,0.20,0.00,0.00,28.95,2.60,7.30,0.00,0.00,0.00
110,0.06,0.00,4.66,0.42,0.08,0.02,0.07,0.00,0.00,0.00,4.59,54.96,0.00,35.03,0.05,0.05,0.00
111,0.30,0.00,3.01,0.10,0.02,0.00,0.29,0.01,0.19,0.72,24.74,63.01,0.00,7.54,0.06,0.00,0.00
112,1.28,0.00,4.65,0.35,0.08,0.03,0.10,0.52,0.04,2.27,24.56,17.30,0.11,48.34,0.17,0.20,0.00
113,0.18,0.00,3.82,0.61,0.21,0.07,0.50,0.00,0.08,2.77,37.82,37.05,0.00,16.46,0.41,0.01,0.00
114,1.79,0.00,4.71,0.89,0.24,0.08,0.08,6.98,0.20,0.00,0.13,50.93,1.09,32.36,0.31,0.20,0.00
115,0.09,0.00,4.12,0.20,0.03,0.01,0.60,0.02,0.01,1.23,51.39,11.23,0.00,30.78,0.30,0.00,0.00
116,0.67,0.00,4.40,0.97,0.18,0.04,0.26,2.31,5.49,0.84,0.14,47.12,0.08,37.44,0.03,0.02,0.00
117,2.64,0.00,3.90,0.59,0.07,0.02,2.32,1.08,0.02,0.00,0.26,29.50,0.22,58.20,0.79,0.40,0.00
118,3.17,0.00,3.16,0.57,0.12,0.04,0.80,29.68,0.61,0.00,0.00,39.41,14.03,8.02,0.08,0.31,0.00
119,0.41,0.00,4.00,0.17,0.01,0.00,0.12,0.03,0.00,0.00,6.16,68.68,0.10,19.92,0.40,0.00,0.00
120,1.96,0.00,3.98,0.81,0.38,0.15,0.01,18.02,0.01,0.00,0.02,58.70,1.81,14.05,0.00,0.09,0.00
121,3.54,0.00,4.47,1.71,0.42,0.15,0.07,2.50,0.00,0.01,0.11,27.99,6.50,47.43,4.20,0.88,0.00
122,0.43,0.00,4.83,0.85,0.20,0.13,0.46,0.15,0.04,1.69,32.24,5.32,0.00,53.29,0.37,0.00,0.00
123,0.02,0.00,2.53,0.21,0.02,0.00,0.02,0.01,0.07,0.00,8.10,68.05,0.00,20.51,0.10,0.35,0.00
124,0.14,0.00,3.88,0.36,0.06,0.01,0.37,0.01,0.37,0.18,19.11,64.57,0.01,10.76,0.16,0.00,0.00
125,1.33,0.00,4.72,0.98,0.35,0.12,0.28,16.08,0.06,0.00,0.00,49.80,9.16,17.09,0.00,0.03,0.00
126,0.97,0.00,4.26,0.95,0.34,0.13,0.03,10.54,0.17,0.00,0.05,56.61,0.45,25.47,0.00,0.01,0.00
127,1.48,0.00,3.63,0.88,0.17,0.05,0.26,2.18,6.77,0.37,0.00,38.43,0.07,45.70,0.00,0.01,0.00
128,0.66,0.00,3.86,0.88,0.27,0.09,0.11,0.01,5.87,0.04,3.49,65.00,0.05,19.47,0.07,0.12,0.00
129,1.07,0.00,5.21,0.52,0.16,0.05,0.11,2.79,0.28,0.00,0.00,32.12,0.07,57.54,0.00,0.08,0.00
130,1.41,0.00,4.47,1.82,1.02,0.41,0.11,7.13,0.61,0.41,1.99,63.78,0.13,16.60,0.00,0.11,0.00
131,0.84,0.00,4.40,0.40,0.14,0.02,0.67,3.72,0.01,0.00,0.43,43.61,0.05,45.61,0.00,0.09,0.00
132,1.27,0.00,4.36,0.73,0.32,0.15,0.01,0.63,1.46,0.52,6.81,45.40,0.01,38.32,0.03,0.00,0.00
133,0.46,0.00,4.88,1.33,0.59,0.27,0.01,1.99,0.26,0.00,0.00,29.31,0.26,60.63,0.00,0.00,0.00
134,0.42,0.00,4.69,0.35,0.10,0.05,0.01,0.44,0.20,1.28,11.78,22.97,0.00,57.65,0.04,0.00,0.00
135,1.47,0.00,5.54,0.70,0.24,0.08,0.10,18.35,2.38,0.00,0.00,48.87,1.11,21.04,0.00,0.12,0.00
136,1.39,0.00,5.25,0.98,0.22,0.09,0.03,18.51,0.05,0.00,0.00,50.42,10.30,12.76,0.00,0.02,0.00
137,1.08,0.00,5.17,0.57,0.20,0.06,0.01,30.44,0.51,0.00,0.00,49.42,8.51,4.00,0.00,0.03,0.00
138,2.84,0.00,7.20,5.02,3.01,0.84,0.25,32.61,0.25,0.00,0.00,34.11,7.58,6.25,0.00,0.03,0.00
139,1.40,0.00,5.00,2.18,1.09,0.31,0.13,4.48,2.96,0.00,0.00,35.26,0.37,46.81,0.00,0.00,0.00
140,1.37,0.00,3.12,0.41,0.13,0.03,0.41,0.96,0.11,0.00,0.06,63.45,0.26,28.43,0.73,0.54,0.00
141,1.60,0.00,3.98,1.71,0.51,0.22,0.11,27.12,0.20,0.00,0.00,47.21,12.36,4.98,0.00,0.01,0.00
142,1.56,0.00,5.38,1.56,0.43,0.15,0.21,34.54,0.05,0.00,0.00,40.62,9.85,5.63,0.00,0.00,0.00
143,0.44,0.00,4.02,1.31,0.24,0.08,0.57,0.70,0.14,0.00,45.64,18.75,0.00,27.79,0.24,0.09,0.00
144,0.13,0.00,2.17,0.13,0.01,0.00,0.03,0.13,1.50,0.40,72.91,2.32,0.00,20.13,0.14,0.01,0.00
145,0.48,0.00,4.22,0.25,0.03,0.01,0.03,0.17,0.97,0.00,6.29,28.40,0.00,56.19,0.00,2.95,0.00
146,0.01,0.00,0.30,0.08,0.01,0.00,1.42,0.02,1.63,0.00,92.50,3.84,0.00,0.08,0.08,0.04,0.01
147,0.28,0.00,3.86,1.90,0.53,0.08,0.28,0.13,0.08,0.08,49.30,16.45,16.34,9.04,1.43,0.20,0.02
148,0.09,0.00,1.35,0.70,0.11,0.01,0.26,1.79,3.71,0.01,75.79,15.05,0.10,0.14,0.74,0.12,0.01
149,0.04,0.00,2.92,0.11,0.02,0.01,0.67,0.06,0.00,0.69,50.27,26.44,0.00,18.61,0.17,0.00,0.00
150,0.67,0.00,5.26,1.24,0.70,0.32,0.05,1.19,0.50,0.01,75.52,2.45,0.46,11.52,0.10,0.00,0.00
151,1.05,0.00,5.37,0.27,0.08,0.02,0.01,1.79,2.20,0.00,63.69,17.52,0.31,7.50,0.19,0.00,0.00
152,0.01,0.00,2.37,1.06,0.21,0.01,0.16,0.36,1.01,0.06,62.76,7.40,16.08,5.15,3.30,0.06,0.00
153,0.23,0.00,6.82,0.48,0.06,0.02,0.05,0.10,0.00,0.01,0.61,36.11,0.00,55.13,0.01,0.37,0.00
154,0.49,0.00,5.56,0.68,0.17,0.04,0.06,5.47,18.96,0.22,39.86,15.13,2.38,10.16,0.81,0.02,0.00
155,0.07,0.00,1.52,0.40,0.14,0.02,0.69,0.31,0.01,0.24,29.80,58.91,0.00,7.57,0.31,0.00,0.00
156,0.04,0.00,3.04,0.19,0.04,0.02,0.06,0.00,0.00,0.00,1.91,61.55,0.00,33.04,0.08,0.03,0.00
157,0.20,0.00,5.61,0.37,0.09,0.03,0.01,2.96,5.93,0.00,58.54,19.89,1.88,4.20,0.29,0.00,0.00
158,0.16,0.00,3.46,0.95,0.44,0.22,0.20,9.81,13.68,0.00,17.74,46.33,1.25,4.03,1.72,0.00,0.00
159,0.41,0.00,4.84,0.34,0.05,0.02,0.21,0.03,0.00,0.00,22.89,17.16,0.00,53.81,0.00,0.25,0.00
160,0.15,0.00,3.13,0.40,0.16,0.06,0.08,6.84,29.06,0.00,44.75,14.55,0.37,0.41,0.03,0.00,0.00
161,0.81,0.00,5.88,0.42,0.13,0.06,0.37,16.46,2.58,3.69,14.47,7.86,27.44,15.63,3.94,0.26,0.00
162,0.42,0.00,6.02,1.54,0.83,0.37,0.28,11.40,29.54,0.03,28.40,16.93,1.18,2.61,0.45,0.00,0.00
163,0.62,0.00,3.14,1.33,0.26,0.05,2.90,0.07,0.68,0.09,14.89,13.71,5.95,48.45,2.31,5.56,0.00
164,0.83,0.00,7.56,2.41,0.86,0.38,0.29,9.39,4.21,0.01,0.12,53.85,9.98,8.28,1.81,0.00,0.00
165,0.00,0.00,2.29,0.23,0.06,0.01,0.03,0.07,0.00,0.00,90.87,0.20,0.00,4.78,0.73,0.72,0.00
166,0.27,0.00,2.29,1.88,0.90,0.28,0.37,0.01,0.25,0.02,68.68,16.49,6.49,0.11,1.68,0.28,0.02
167,0.15,0.00,3.31,0.21,0.05,0.01,0.00,2.48,0.98,0.01,35.58,53.14,0.19,3.83,0.05,0.00,0.00
168,0.45,0.00,3.94,0.72,0.11,0.05,0.53,0.08,0.63,0.22,32.58,42.37,0.00,18.24,0.06,0.02,0.00
169,0.19,0.00,2.31,0.43,0.04,0.00,4.61,2.48,6.33,0.08,22.65,50.59,2.75,0.23,3.09,4.22,0.00
170,2.84,0.00,6.44,1.15,0.34,0.18,0.12,14.71,23.73,0.00,0.01,44.80,3.22,0.51,1.95,0.00,0.00
171,0.29,0.00,0.84,0.23,0.02,0.00,0.10,0.01,0.00,0.00,51.59,39.75,0.00,7.01,0.01,0.15,0.00
172,0.30,0.00,7.73,2.24,1.08,0.62,0.06,4.46,8.57,0.02,54.49,9.56,0.23,10.60,0.04,0.00,0.00
173,0.05,0.00,1.01,0.08,0.00,0.00,0.06,0.05,8.75,0.07,80.97,6.63,0.00,2.30,0.02,0.00,0.00
174,0.47,0.00,1.83,0.11,0.00,0.00,0.56,0.16,0.12,0.01,49.21,38.55,0.00,8.88,0.05,0.04,0.00
175,2.06,0.00,5.00,0.30,0.09,0.03,0.00,7.34,10.81,0.02,19.80,51.81,0.21,2.33,0.21,0.00,0.00
176,0.10,0.00,3.94,0.33,0.07,0.04,0.03,0.01,0.00,0.01,2.53,48.70,0.00,43.90,0.02,0.32,0.00
177,0.02,0.00,0.93,0.13,0.00,0.00,0.23,0.02,0.00,0.00,33.74,60.91,0.00,3.37,0.60,0.05,0.00
178,1.69,0.00,0.71,0.31,0.12,0.03,0.17,0.89,0.46,0.00,94.52,0.55,0.02,0.04,0.41,0.01,0.04
179,1.30,0.00,7.16,0.76,0.28,0.17,0.09,3.58,7.19,0.01,50.32,20.31,3.24,5.20,0.40,0.00,0.00
180,0.86,0.00,5.80,2.19,0.62,0.25,0.17,12.28,3.00,0.00,4.34,58.72,7.87,2.60,1.29,0.01,0.00
181,3.22,0.00,1.65,2.53,0.54,0.03,0.64,0.01,0.01,0.00,45.37,33.25,8.43,0.39,3.12,0.77,0.04
182,0.41,0.00,2.87,1.96,0.32,0.04,0.20,1.79,0.25,0.43,39.83,3.99,40.03,6.10,1.62,0.16,0.00
183,3.34,0.00,5.76,0.63,0.23,0.08,0.02,7.58,28.52,0.00,8.26,41.01,1.25,2.77,0.53,0.01,0.00
184,0.01,0.00,2.83,0.08,0.02,0.00,0.08,0.08,0.00,0.00,77.57,1.35,0.00,17.06,0.18,0.72,0.00
185,0.24,0.00,3.90,0.22,0.02,0.01,0.20,0.13,0.11,0.00,22.48,20.92,0.00,50.68,0.02,1.06,0.00
186,0.55,0.00,3.28,0.58,0.12,0.02,0.26,3.66,0.59,0.16,30.23,3.29,27.24,18.56,5.43,6.02,0.00
187,2.24,0.00,3.64,0.60,0.21,0.10,0.10,11.40,26.47,0.00,31.99,22.68,0.08,0.19,0.30,0.00,0.00
188,0.01,0.00,2.83,0.73,0.10,0.01,0.01,0.32,0.05,0.00,92.20,3.70,0.00,0.02,0.00,0.02,0.00
189,1.49,0.00,5.29,3.47,4.53,1.93,2.00,0.91,0.03,0.00,6.39,3.51,4.48,61.09,2.11,2.77,0.00
190,0.58,0.00,5.33,0.33,0.10,0.03,0.09,18.42,2.41,0.00,10.49,59.35,0.37,1.93,0.54,0.02,0.00
191,0.52,0.00,5.72,0.41,0.08,0.02,0.01,0.02,0.01,0.00,0.33,45.66,0.00,46.65,0.00,0.59,0.00
192,0.03,0.00,1.15,0.24,0.04,0.01,0.56,0.00,0.12,0.00,95.51,0.83,0.00,1.22,0.15,0.13,0.00
193,0.01,0.00,5.23,0.12,0.02,0.01,0.07,0.00,0.00,0.00,41.12,12.90,0.00,40.50,0.00,0.01,0.00
194,0.19,0.00,6.03,0.38,0.06,0.02,0.04,0.01,0.00,0.02,0.76,20.57,0.00,71.64,0.06,0.22,0.00
195,0.01,0.00,0.92,0.21,0.12,0.02,4.86,0.00,0.00,0.00,75.63,17.99,0.00,0.18,0.02,0.05,0.00
196,1.17,0.00,4.52,3.55,2.17,1.01,1.50,1.39,0.01,0.00,6.86,46.88,0.12,30.78,0.00,0.05,0.00
197,0.08,0.00,3.55,0.85,0.16,0.08,0.16,0.27,0.02,0.00,17.01,64.23,0.00,13.42,0.08,0.09,0.00
