uniqid_county,NLCD06_11_county,NLCD06_12_county,NLCD06_21_county,NLCD06_22_county,NLCD06_23_county,NLCD06_24_county,NLCD06_31_county,NLCD06_41_county,NLCD06_42_county,NLCD06_43_county,NLCD06_52_county,NLCD06_71_county,NLCD06_81_county,NLCD06_82_county,NLCD06_90_county,NLCD06_95_county,NLCD06_9999_county
1696,0.44,0.00,1.40,0.72,0.43,0.13,5.54,0.39,23.66,0.43,3.34,55.42,0.23,6.56,0.91,0.39,0.00
1697,0.81,0.00,0.42,0.15,0.01,0.00,0.25,0.29,0.04,0.04,0.16,86.98,2.26,7.35,0.80,0.46,0.00
1698,8.77,0.00,2.75,0.26,0.05,0.01,0.10,2.10,0.00,0.00,0.02,34.45,9.96,38.20,0.01,3.31,0.00
1699,0.80,0.00,1.10,0.19,0.01,0.00,1.10,1.16,0.11,0.02,0.02,83.61,0.49,9.41,1.73,0.25,0.00
1700,2.04,0.00,3.31,0.23,0.04,0.01,0.04,0.30,0.00,0.00,0.37,38.21,24.09,29.72,0.00,1.62,0.00
1701,4.18,0.00,2.94,0.43,0.03,0.01,0.28,0.14,0.00,0.00,0.08,67.40,5.28,18.19,0.05,0.99,0.00
1702,0.74,0.00,3.78,0.33,0.09,0.01,0.10,0.67,0.02,0.00,0.10,6.86,23.71,59.69,0.04,3.86,0.00
1703,7.91,0.00,4.39,0.87,0.44,0.15,0.06,0.45,0.00,0.00,0.01,27.75,4.96,49.99,0.02,3.00,0.00
1704,4.73,0.00,3.29,0.24,0.08,0.02,0.08,1.57,0.66,0.00,0.93,16.16,28.31,42.08,0.06,1.79,0.00
1705,0.69,0.00,1.07,0.19,0.01,0.00,0.09,0.12,0.03,0.01,0.36,74.85,9.36,12.45,0.69,0.07,0.00
1706,1.06,0.00,2.02,0.38,0.04,0.01,0.04,0.18,0.02,0.00,0.06,79.49,1.34,14.09,1.03,0.25,0.00
1707,0.29,0.00,1.33,0.35,0.04,0.00,0.04,1.06,0.25,2.02,0.07,83.80,1.33,5.27,1.30,2.84,0.00
1708,0.55,0.00,1.73,0.21,0.01,0.00,0.09,0.58,0.40,0.01,0.08,79.66,0.07,14.96,1.06,0.58,0.00
1709,0.61,0.00,2.22,0.22,0.03,0.01,0.12,0.02,0.02,0.00,0.00,71.19,0.64,24.44,0.00,0.47,0.00
1710,0.05,0.00,1.37,0.77,0.15,0.03,0.28,1.68,65.59,0.43,8.54,16.66,0.47,2.73,0.49,0.76,0.00
1711,0.61,0.00,4.58,0.41,0.12,0.03,0.04,0.29,0.00,0.00,0.02,6.70,20.05,65.25,0.03,1.87,0.00
1712,3.54,0.00,3.17,0.29,0.10,0.03,0.15,0.35,0.81,0.00,0.01,12.82,44.08,33.90,0.07,0.68,0.00
1713,3.32,0.00,2.86,0.43,0.07,0.01,0.18,0.01,0.00,0.00,0.04,47.75,0.54,43.92,0.03,0.84,0.00
1714,7.22,0.00,2.61,0.82,0.36,0.12,0.34,0.16,0.01,0.00,0.00,50.89,0.52,36.20,0.12,0.63,0.00
1715,0.67,0.00,0.81,0.24,0.03,0.01,0.79,0.05,0.55,0.00,9.94,77.81,3.65,3.68,1.34,0.43,0.00
1716,1.39,0.00,5.06,0.57,0.22,0.05,0.08,1.95,0.02,0.00,0.00,1.77,12.78,73.83,0.27,2.01,0.00
1717,3.79,0.00,4.20,0.40,0.07,0.02,0.03,2.05,0.30,0.00,1.29,7.93,22.85,54.38,0.15,2.53,0.00
1718,4.80,0.00,2.71,0.22,0.04,0.01,0.03,0.10,0.00,0.00,0.94,54.35,20.04,15.67,0.00,1.09,0.00
1719,0.73,0.00,3.75,0.25,0.05,0.01,0.04,0.42,0.00,0.00,0.01,3.52,54.76,35.14,0.05,1.27,0.00
1720,1.02,0.00,3.59,0.39,0.16,0.07,0.05,0.37,0.00,0.00,0.00,8.39,41.05,41.95,0.01,2.97,0.00
1721,2.73,0.00,3.87,0.51,0.18,0.08,0.11,0.75,0.00,0.00,0.02,3.74,32.70,48.52,0.04,6.75,0.00
1722,8.00,0.00,3.69,0.28,0.08,0.02,0.02,0.59,0.00,0.00,0.05,11.55,8.69,61.60,0.03,5.40,0.00
1723,2.20,0.00,1.17,0.13,0.01,0.00,0.17,0.73,0.02,0.02,0.07,76.51,3.55,13.77,1.07,0.59,0.00
1724,0.44,0.00,3.04,0.33,0.04,0.02,0.04,0.29,0.02,0.00,0.02,62.14,3.17,27.77,1.33,1.36,0.00
1725,0.66,0.00,2.87,0.20,0.05,0.01,0.05,0.15,0.00,0.00,0.00,43.39,18.07,32.47,0.01,2.08,0.00
1726,1.48,0.00,4.43,0.40,0.12,0.02,0.02,0.32,0.00,0.00,0.00,4.37,21.69,64.65,0.04,2.47,0.00
1727,0.30,0.00,0.89,0.31,0.03,0.00,12.22,0.30,3.94,0.02,0.21,76.33,0.32,3.75,0.76,0.62,0.00
1728,0.25,0.00,4.67,0.37,0.10,0.02,0.06,0.66,0.00,0.00,0.00,2.89,15.97,73.33,0.03,1.65,0.00
1729,7.75,0.00,3.57,0.25,0.07,0.01,0.01,0.45,0.00,0.00,0.01,7.20,23.21,53.87,0.01,3.58,0.00
1730,16.75,0.00,3.22,0.27,0.06,0.02,0.03,0.62,0.00,0.00,0.03,32.30,4.03,39.88,0.00,2.79,0.00
1731,4.43,0.00,0.70,0.12,0.01,0.00,0.38,0.15,0.01,0.01,0.12,83.83,1.57,6.93,0.70,1.00,0.00
1732,12.14,0.00,0.59,0.22,0.07,0.03,23.68,0.75,4.20,0.01,41.85,8.77,3.58,2.80,0.17,1.15,0.00
1733,2.74,0.00,0.63,0.18,0.00,0.00,0.69,0.82,47.84,0.26,41.15,2.81,1.93,0.00,0.55,0.40,0.00
1734,0.36,0.00,0.72,0.40,0.11,0.00,2.49,11.23,35.11,1.14,45.85,0.66,1.68,0.01,0.22,0.01,0.00
1735,0.06,0.00,0.55,0.36,0.13,0.00,0.36,1.24,33.15,0.97,56.34,4.96,1.55,0.30,0.01,0.03,0.00
1736,6.08,0.00,5.31,11.53,9.90,4.44,4.20,14.12,11.32,0.20,19.60,2.29,6.02,1.16,0.59,3.24,0.00
1737,0.64,0.00,2.21,1.57,0.56,0.21,0.25,25.71,17.20,1.15,25.14,1.07,11.93,10.53,0.60,1.24,0.00
1738,0.28,0.00,0.51,0.31,0.08,0.01,5.45,2.45,11.28,0.06,69.05,7.75,2.01,0.46,0.05,0.26,0.00
1739,0.35,0.00,0.56,0.31,0.05,0.00,7.38,1.27,8.38,0.05,71.01,7.24,2.51,0.76,0.08,0.05,0.00
1740,13.04,0.00,3.20,4.48,2.76,1.07,5.19,28.65,5.99,0.28,18.37,0.48,9.25,2.96,0.65,3.62,0.00
1741,0.47,0.00,0.57,0.30,0.04,0.01,4.00,1.38,23.57,0.18,62.61,0.95,3.93,0.07,1.89,0.03,0.00
1742,0.38,0.00,1.30,0.64,0.21,0.01,1.58,11.36,38.60,3.16,36.62,2.40,2.72,0.84,0.16,0.00,0.00
1743,2.64,0.00,1.27,0.28,0.09,0.01,0.45,42.96,20.08,2.12,27.61,0.15,1.68,0.46,0.20,0.01,0.00
1744,0.31,0.00,0.24,0.16,0.09,0.01,5.14,3.50,24.18,0.13,62.18,2.89,0.37,0.07,0.72,0.01,0.00
1745,0.07,0.00,0.98,0.42,0.20,0.03,1.02,2.73,32.07,1.57,52.07,5.56,2.63,0.61,0.02,0.02,0.00
1746,0.47,0.00,1.04,0.35,0.17,0.02,3.94,23.04,35.57,1.65,28.08,2.56,1.86,0.24,0.44,0.57,0.00
1747,0.46,0.00,0.96,0.30,0.02,0.00,7.44,3.74,36.76,0.64,39.85,2.40,6.61,0.06,0.71,0.06,0.00
1748,0.79,0.00,0.93,0.69,0.16,0.01,1.13,4.63,39.06,3.19,45.74,0.69,2.44,0.46,0.07,0.00,0.00
1749,0.11,0.00,0.38,0.24,0.05,0.00,19.87,0.38,9.76,0.63,50.83,16.35,0.95,0.11,0.31,0.00,0.00
1750,49.29,0.00,3.27,5.14,3.69,1.32,5.27,7.83,2.78,0.04,4.96,3.99,5.38,1.86,0.66,4.52,0.00
1751,0.73,0.00,1.93,0.44,0.07,0.00,1.38,15.22,28.17,2.59,37.90,2.59,5.81,2.47,0.62,0.08,0.00
1752,6.59,0.00,1.69,2.22,1.84,0.59,0.80,26.72,16.60,0.29,25.50,6.39,5.94,3.57,0.38,0.88,0.00
1753,5.10,0.00,0.53,0.09,0.02,0.00,0.04,6.14,7.11,0.56,66.40,2.58,10.15,0.00,0.52,0.77,0.00
1754,0.20,0.00,0.46,0.22,0.05,0.00,12.50,1.57,9.07,0.30,56.46,16.50,2.25,0.05,0.38,0.00,0.00
1755,0.25,0.00,0.75,0.22,0.09,0.01,0.07,48.76,9.49,0.26,36.36,0.13,3.01,0.36,0.24,0.00,0.00
1756,4.13,0.00,0.27,0.27,0.10,0.03,39.13,0.37,6.83,0.01,36.94,10.13,1.18,0.12,0.07,0.44,0.00
1757,0.38,0.21,2.31,1.96,0.63,0.14,0.82,0.11,31.54,0.06,41.19,4.20,2.14,12.36,1.32,0.63,0.00
1758,2.50,0.45,0.67,1.27,0.55,0.19,4.63,0.21,50.21,0.10,24.06,12.68,1.26,0.37,0.69,0.17,0.00
1759,0.68,0.00,13.05,10.19,3.23,0.99,1.30,7.68,38.07,13.30,4.89,2.50,0.69,0.01,2.79,0.63,0.00
1760,1.17,0.00,2.64,0.20,0.06,0.01,0.04,0.06,3.47,0.00,37.58,1.44,0.78,50.72,0.12,1.71,0.00
1761,1.45,0.27,3.49,1.71,0.35,0.08,2.05,2.41,57.39,4.56,18.09,3.64,0.51,0.02,3.22,0.77,0.00
1762,1.79,0.00,0.28,0.29,0.06,0.00,0.03,0.06,82.93,0.00,9.55,2.92,0.22,0.67,0.63,0.56,0.00
1763,1.15,1.12,2.62,1.98,0.79,0.27,4.34,4.11,53.17,6.04,11.97,3.26,4.62,2.67,1.32,0.57,0.00
1764,1.53,0.19,1.42,1.29,0.56,0.18,1.81,2.23,69.72,3.73,11.81,1.90,2.03,0.06,1.37,0.15,0.00
1765,2.37,0.00,0.45,0.20,0.03,0.00,0.01,0.27,68.18,0.00,22.44,4.85,0.14,0.11,0.65,0.27,0.02
1766,0.86,0.00,2.01,0.77,0.25,0.03,0.02,0.05,17.01,0.01,17.05,46.13,0.10,15.63,0.05,0.03,0.00
1767,2.11,0.00,2.79,1.67,0.90,0.08,0.00,0.10,0.04,0.01,40.40,1.09,1.05,48.96,0.38,0.42,0.00
1768,3.72,0.00,8.03,10.01,5.21,1.42,1.01,6.53,23.98,6.54,11.58,2.21,13.21,1.87,3.74,0.95,0.00
1769,1.31,0.05,1.73,1.33,0.45,0.14,1.10,0.13,36.01,0.02,43.72,5.64,3.37,4.08,0.77,0.15,0.00
1770,1.81,0.00,2.28,1.74,0.26,0.04,0.63,0.65,24.85,0.41,44.03,9.84,1.26,11.01,0.55,0.62,0.00
1771,2.13,0.00,5.45,2.54,0.95,0.46,2.60,6.20,47.13,5.26,19.83,2.55,2.11,0.45,1.77,0.57,0.00
1772,0.33,0.00,4.68,1.35,0.21,0.05,3.32,2.03,54.24,2.99,18.87,2.90,1.44,0.27,4.93,2.39,0.00
1773,1.33,0.00,9.61,5.83,2.30,0.71,1.00,5.42,31.14,10.14,13.71,4.41,7.68,1.12,3.98,1.62,0.00
1774,1.25,0.03,4.15,1.26,0.31,0.11,1.66,3.52,54.57,4.45,17.75,2.04,5.07,0.65,2.61,0.55,0.00
1775,1.70,0.00,2.52,0.65,0.22,0.03,0.08,0.04,1.41,0.00,55.29,2.18,1.78,33.70,0.06,0.35,0.00
1776,1.97,1.98,2.15,2.04,0.68,0.29,6.05,3.19,50.55,4.25,12.40,4.45,5.95,1.84,1.53,0.65,0.03
1777,0.40,2.70,1.96,0.63,0.14,0.03,4.31,1.92,71.51,2.82,9.36,1.87,0.38,0.00,1.77,0.21,0.00
1778,3.55,0.00,2.62,2.48,1.33,0.11,0.02,0.01,0.01,0.00,44.66,5.52,1.32,38.13,0.10,0.12,0.00
1779,0.87,0.00,2.91,0.44,0.15,0.02,0.00,0.10,1.42,0.01,14.03,4.31,0.26,74.39,0.08,1.02,0.00
1780,2.44,0.00,0.62,0.55,0.13,0.01,0.06,0.24,68.96,0.00,16.39,6.61,1.27,1.77,0.41,0.52,0.01
1781,1.52,0.08,7.03,9.05,5.29,2.28,1.73,2.80,42.76,10.83,10.25,2.16,2.25,0.12,1.57,0.27,0.00
1782,2.40,0.00,3.31,1.05,0.32,0.04,0.00,0.03,3.16,0.05,25.97,2.95,0.77,59.50,0.23,0.22,0.00
1783,1.11,0.00,2.01,0.32,0.03,0.00,0.01,0.03,18.67,0.01,10.54,27.60,0.55,39.09,0.02,0.01,0.00
1784,0.30,0.00,2.96,0.50,0.17,0.03,0.00,0.01,0.03,0.00,35.12,0.33,1.53,58.01,0.10,0.89,0.00
1785,0.94,0.00,4.76,5.02,0.57,0.13,0.43,1.34,58.88,3.86,3.78,4.31,12.37,0.26,1.40,1.93,0.00
1786,1.23,0.70,5.23,4.57,2.18,0.76,2.94,3.92,50.92,9.29,9.37,2.28,3.35,0.74,1.80,0.71,0.00
1787,1.68,0.12,1.86,1.69,0.23,0.07,2.28,1.44,69.85,1.60,13.95,3.19,0.24,0.13,1.51,0.16,0.00
1788,4.26,0.00,2.24,1.27,0.51,0.07,0.06,0.01,0.03,0.00,44.30,0.64,4.17,40.85,0.47,1.11,0.00
1789,0.89,0.00,8.96,10.65,3.21,0.81,1.83,7.41,28.56,15.21,3.08,3.49,11.21,0.87,1.29,2.51,0.00
1790,1.08,0.00,3.89,1.47,0.41,0.13,2.37,3.14,55.54,3.50,18.17,2.72,1.87,0.13,4.61,0.98,0.00
1791,1.19,2.59,6.87,7.26,3.84,1.48,2.95,2.01,43.65,7.03,11.67,3.98,2.75,0.26,2.04,0.45,0.00
1792,0.44,0.00,5.11,1.06,0.13,0.02,1.84,8.05,48.26,5.01,16.62,3.00,3.23,0.61,3.98,2.64,0.00
1793,0.61,0.00,1.86,0.25,0.03,0.01,0.01,0.02,32.45,0.07,18.60,11.02,0.72,33.92,0.07,0.37,0.00
1794,0.84,0.00,3.88,4.58,2.59,0.52,0.01,0.03,28.21,0.00,19.48,10.76,0.42,27.14,0.16,1.36,0.00
1795,0.88,0.00,0.90,0.87,0.21,0.04,1.52,0.12,46.33,0.06,36.16,9.54,1.60,0.74,0.63,0.38,0.02
1796,0.35,0.00,0.55,0.14,0.07,0.01,0.17,0.41,13.58,0.03,64.87,14.92,1.71,0.01,0.76,2.43,0.00
1797,0.14,0.00,1.99,0.21,0.04,0.01,0.74,0.02,0.67,0.00,9.48,65.91,0.55,18.45,1.05,0.73,0.00
1798,0.03,0.00,0.43,0.16,0.02,0.00,0.32,0.04,8.97,0.00,35.84,53.10,0.15,0.04,0.51,0.38,0.00
1799,0.04,0.00,0.45,0.12,0.03,0.01,0.35,0.06,6.57,0.04,58.78,31.00,1.15,0.14,0.83,0.44,0.00
1800,5.01,0.04,0.37,0.06,0.02,0.00,0.75,0.86,48.31,0.28,30.62,9.97,0.36,0.07,1.69,1.61,0.00
1801,0.35,0.01,0.61,0.50,0.08,0.01,1.79,0.07,9.71,0.02,40.04,37.99,3.43,3.00,1.57,0.82,0.00
1802,0.02,0.00,0.51,0.07,0.01,0.00,0.97,0.01,2.13,0.00,23.93,66.89,0.53,2.75,1.36,0.82,0.00
1803,0.06,0.00,0.69,0.26,0.09,0.02,0.13,0.74,19.55,0.02,30.52,41.72,2.22,0.98,2.43,0.56,0.00
1804,0.06,0.00,0.48,0.29,0.06,0.01,0.92,0.03,5.27,0.02,54.40,34.26,1.38,1.85,0.72,0.26,0.00
1805,0.03,0.00,0.45,0.16,0.11,0.02,1.34,0.01,2.03,0.00,28.91,65.55,0.23,0.59,0.32,0.24,0.00
1806,0.26,0.00,0.64,0.28,0.14,0.02,1.41,0.06,3.05,0.01,62.78,29.39,0.77,0.07,0.51,0.59,0.00
1807,0.55,0.00,1.00,0.20,0.04,0.01,0.79,0.00,4.32,0.00,35.58,44.69,1.15,8.79,2.05,0.81,0.00
1808,0.09,0.00,0.41,0.08,0.02,0.00,1.22,0.11,6.97,0.00,34.10,54.00,0.68,0.86,0.89,0.58,0.00
1809,0.26,0.00,0.40,0.16,0.02,0.00,0.13,0.34,23.58,0.04,37.23,36.30,0.50,0.30,0.43,0.31,0.00
1810,0.21,0.01,0.34,0.14,0.03,0.00,0.68,0.10,13.78,0.00,31.69,50.72,0.52,0.29,1.10,0.38,0.00
1811,0.06,0.00,2.64,0.63,0.33,0.09,0.27,0.02,0.89,0.00,6.48,73.66,0.13,13.33,0.72,0.74,0.00
1812,0.39,0.07,0.41,0.19,0.05,0.01,2.50,0.18,27.88,0.09,42.39,21.46,1.76,1.07,0.58,0.97,0.00
1813,0.33,0.00,0.53,0.21,0.03,0.00,1.02,1.34,21.38,0.40,57.84,11.85,2.70,0.45,0.94,0.98,0.00
1814,0.44,0.00,0.40,0.18,0.06,0.01,1.36,0.04,0.28,0.01,91.78,4.60,0.36,0.00,0.19,0.28,0.00
1815,0.25,0.00,0.85,0.51,0.12,0.01,0.49,2.35,4.70,0.79,69.87,9.11,6.83,0.00,1.26,2.85,0.00
1816,0.86,0.08,0.42,0.10,0.01,0.00,0.86,1.55,17.80,0.13,60.49,8.52,4.70,0.00,1.67,2.80,0.00
1817,0.41,0.00,0.53,0.13,0.03,0.00,0.41,2.11,11.21,0.19,71.60,9.19,2.18,0.01,0.90,1.10,0.00
1818,0.64,0.14,0.58,0.20,0.04,0.01,1.18,0.37,11.29,0.07,62.63,17.88,2.40,0.32,1.06,1.18,0.00
1819,3.39,0.00,19.02,11.45,7.48,2.59,0.16,43.42,1.98,0.58,0.81,0.34,2.58,0.07,5.48,0.65,0.00
1820,3.26,0.00,7.17,4.59,3.31,0.89,0.31,53.10,2.02,2.04,1.30,0.70,6.90,1.04,11.61,1.76,0.00
1821,3.04,0.00,6.49,2.42,1.06,0.21,0.19,59.23,5.01,4.66,1.09,0.22,9.58,0.89,5.29,0.62,0.00
1822,1.54,0.00,6.01,2.80,1.20,0.28,0.32,47.95,4.62,7.41,1.23,0.28,9.27,0.82,14.91,1.36,0.00
1823,1.73,0.00,7.92,4.12,1.22,0.26,0.18,50.96,3.97,8.66,1.68,0.31,7.09,1.90,9.32,0.68,0.00
1824,2.44,0.00,14.34,13.39,9.17,2.23,0.39,33.63,3.54,2.69,1.42,0.66,6.05,2.46,7.07,0.53,0.00
1825,3.69,0.00,9.19,5.58,2.67,0.59,0.34,58.17,1.73,2.05,1.50,0.41,4.45,0.20,7.35,2.09,0.00
1826,2.38,0.00,15.04,13.00,9.63,2.59,0.47,41.76,1.78,1.08,1.10,1.12,3.21,0.31,5.04,1.48,0.00
1827,1.77,0.00,7.48,3.22,1.39,0.66,0.16,5.30,0.41,0.45,0.76,0.21,11.47,36.25,20.21,10.24,0.00
1828,1.13,0.00,6.58,3.90,1.65,0.46,0.51,6.24,4.57,3.00,2.42,0.69,9.30,36.07,19.67,3.80,0.00
1829,1.85,0.00,17.72,11.68,6.22,3.04,0.29,13.26,0.48,0.70,1.85,0.44,5.92,20.53,8.88,7.16,0.00
1830,0.38,0.00,18.33,25.53,30.65,13.35,0.01,8.98,0.24,1.14,0.14,0.05,0.04,0.04,0.95,0.18,0.00
1831,0.75,0.00,2.10,2.38,0.46,0.07,0.00,41.99,0.01,0.00,0.01,0.07,13.86,36.30,1.22,0.79,0.00
1832,0.96,0.00,6.16,1.69,0.30,0.10,0.02,19.86,0.00,0.00,0.00,0.79,4.53,63.56,2.01,0.02,0.00
1833,2.58,0.00,4.26,1.60,0.22,0.05,0.03,20.60,0.41,0.07,0.97,1.07,28.44,36.93,2.07,0.71,0.00
1834,0.21,0.00,2.79,2.94,0.74,0.17,0.02,15.08,0.02,0.00,0.03,0.08,9.05,68.33,0.53,0.01,0.00
1835,1.08,0.00,4.79,2.81,0.44,0.10,0.05,14.49,0.01,0.00,0.00,0.16,9.58,66.47,0.00,0.01,0.00
1836,0.17,0.00,3.77,3.63,0.55,0.19,0.04,2.27,0.00,0.00,0.00,0.11,2.51,86.11,0.64,0.00,0.00
1837,1.20,0.00,5.70,6.53,1.90,0.94,0.02,4.50,0.00,0.00,0.00,0.22,2.39,76.15,0.46,0.01,0.00
1838,1.24,0.00,8.26,10.92,4.64,1.83,0.19,9.89,0.14,0.18,0.22,1.56,8.15,50.00,1.79,0.99,0.00
1839,0.64,0.00,3.83,2.59,0.40,0.07,0.06,10.59,0.00,0.00,0.00,0.17,6.78,73.93,0.93,0.01,0.00
1840,2.18,0.00,4.58,1.98,0.36,0.13,0.02,32.43,0.00,0.00,0.00,0.02,10.30,45.47,1.94,0.61,0.00
1841,0.92,0.00,2.01,3.03,0.81,0.07,0.05,19.36,0.01,0.00,0.00,0.05,8.93,62.54,1.73,0.49,0.00
1842,1.54,0.00,3.16,2.14,0.22,0.06,0.00,11.90,0.00,0.00,0.01,0.06,7.51,71.62,1.54,0.24,0.00
1843,0.21,0.00,5.55,1.66,0.17,0.06,0.01,13.14,0.00,0.00,0.00,0.46,20.22,57.11,1.39,0.00,0.00
1844,0.50,0.00,5.56,1.62,0.16,0.03,0.02,18.15,0.00,0.00,0.00,0.82,4.78,68.09,0.26,0.02,0.00
1845,2.42,0.00,7.05,15.73,6.57,2.41,0.70,5.53,0.03,0.90,0.18,4.81,5.26,45.13,3.16,0.13,0.00
1846,2.44,0.00,5.26,6.12,3.29,1.01,0.07,23.55,0.01,0.00,0.00,0.25,6.80,49.79,1.28,0.12,0.00
1847,1.97,0.00,3.83,2.86,0.94,0.36,0.02,6.43,0.02,0.00,0.00,0.09,3.90,78.25,1.24,0.07,0.00
1848,0.94,0.00,5.72,2.25,0.28,0.06,0.01,22.05,0.00,0.00,0.00,0.38,17.27,50.73,0.28,0.03,0.00
1849,1.43,0.00,4.11,4.32,1.02,0.37,0.24,6.44,0.00,0.00,0.00,1.75,2.85,76.92,0.49,0.05,0.00
1850,1.22,0.00,15.85,41.68,17.84,7.80,0.18,4.40,0.14,1.37,0.28,3.52,0.68,2.91,1.99,0.14,0.00
1851,0.75,0.00,2.94,5.72,1.17,0.42,0.20,3.72,0.01,0.18,0.22,1.46,2.55,79.83,0.79,0.03,0.00
1852,0.75,0.00,5.90,2.65,0.55,0.21,0.01,27.68,0.02,0.00,0.00,1.00,20.93,40.21,0.08,0.02,0.00
1853,0.19,0.00,4.94,5.28,1.32,0.44,0.01,1.49,0.00,0.00,0.00,0.09,1.48,84.45,0.30,0.00,0.00
1854,1.78,0.00,7.67,10.78,2.53,0.85,0.70,10.12,0.05,0.99,0.14,1.35,12.84,48.57,1.31,0.32,0.00
1855,2.13,0.00,2.58,2.36,0.54,0.05,0.07,27.19,0.01,0.00,0.00,0.06,16.08,45.51,2.54,0.88,0.00
1856,0.38,0.00,7.41,2.27,0.60,0.27,0.02,22.40,0.01,0.00,0.00,0.41,10.52,55.65,0.06,0.00,0.00
1857,0.84,0.00,4.07,2.07,0.50,0.13,0.02,8.31,0.01,0.00,0.00,0.13,2.53,79.78,1.47,0.14,0.00
1858,2.10,0.00,3.50,2.74,0.57,0.16,0.02,6.35,0.02,0.00,0.00,0.32,4.31,79.80,0.13,0.00,0.00
1859,0.87,0.00,4.80,2.70,0.49,0.12,0.02,22.63,0.00,0.00,0.00,0.06,7.45,60.47,0.36,0.01,0.00
1860,1.31,0.00,2.35,2.57,0.52,0.05,0.00,38.15,0.00,0.00,0.01,0.18,10.55,41.71,1.90,0.70,0.00
1861,5.64,0.00,5.55,6.74,3.73,1.78,0.14,17.79,0.02,0.00,0.00,0.18,8.35,46.65,3.14,0.29,0.00
1862,0.82,0.00,5.05,2.04,0.28,0.06,0.05,22.90,0.00,0.00,0.00,1.28,3.53,63.49,0.51,0.00,0.00
1863,2.02,0.00,6.13,1.37,0.23,0.06,0.01,27.73,0.02,0.00,0.00,0.38,13.44,47.51,0.82,0.26,0.00
1864,0.94,0.00,4.65,2.61,0.36,0.12,0.04,5.29,0.00,0.00,0.00,0.16,3.54,81.31,0.96,0.00,0.00
1865,0.20,0.00,2.93,2.84,0.62,0.11,0.03,8.89,0.00,0.00,0.02,0.02,6.63,77.63,0.09,0.01,0.00
1866,2.76,0.00,3.35,3.15,0.40,0.11,0.00,7.09,0.00,0.00,0.00,0.29,3.60,79.01,0.22,0.00,0.00
1867,3.99,0.00,3.77,2.08,0.36,0.10,0.03,11.91,0.06,0.00,0.27,0.35,11.56,62.66,1.61,1.23,0.00
1868,2.14,0.00,6.32,1.93,0.36,0.08,0.02,11.99,0.01,0.00,0.00,0.21,8.01,68.03,0.84,0.06,0.00
1869,0.38,0.00,3.86,2.92,0.53,0.14,0.03,2.38,0.00,0.00,0.00,0.18,2.38,86.37,0.83,0.00,0.00
1870,2.44,0.00,1.92,3.14,0.82,0.08,0.03,17.82,0.00,0.00,0.06,0.09,11.97,60.56,0.95,0.11,0.00
1871,0.19,0.00,3.79,4.36,1.33,0.44,0.08,2.48,0.00,0.00,0.01,0.42,1.88,84.80,0.23,0.00,0.00
1872,2.80,0.00,9.20,8.46,3.18,1.50,0.04,17.03,0.01,0.00,0.00,0.14,12.45,42.48,2.45,0.26,0.00
1873,0.79,0.00,2.88,3.59,1.31,0.22,0.00,13.76,0.01,0.00,0.00,0.06,7.44,68.85,0.72,0.37,0.00
1874,8.50,0.00,3.38,3.26,0.36,0.14,0.11,15.56,0.00,0.00,0.00,1.81,4.21,57.76,3.85,1.06,0.00
1875,3.00,0.00,3.77,4.14,0.71,0.16,0.03,9.94,0.00,0.00,0.00,0.33,5.03,72.20,0.58,0.11,0.00
1876,0.13,0.00,3.48,3.12,0.33,0.11,0.01,0.61,0.00,0.00,0.00,0.05,1.18,90.91,0.05,0.00,0.00
1877,0.12,0.00,4.44,1.94,0.19,0.06,0.01,8.56,0.00,0.00,0.00,0.51,4.20,79.98,0.01,0.00,0.00
1878,0.10,0.00,3.91,2.75,0.43,0.09,0.01,2.49,0.00,0.00,0.00,0.06,1.67,87.85,0.64,0.00,0.00
1879,0.93,0.00,3.80,3.50,0.96,0.32,0.01,18.40,0.01,0.00,0.00,0.20,8.01,63.61,0.24,0.02,0.00
1880,0.34,0.00,3.17,3.20,0.55,0.12,0.10,1.52,0.00,0.00,0.01,0.36,1.17,89.32,0.12,0.00,0.00
1881,1.06,0.00,5.25,1.07,0.16,0.05,0.02,14.76,0.00,0.00,0.00,0.61,5.45,71.00,0.56,0.01,0.00
1882,0.63,0.00,4.91,3.53,0.46,0.24,0.12,8.79,0.00,0.00,0.00,0.43,2.78,77.77,0.32,0.00,0.00
1883,0.19,0.00,4.39,2.65,0.60,0.20,0.04,5.82,0.03,0.19,0.19,1.30,16.50,66.67,0.59,0.64,0.00
1884,0.58,0.00,6.31,1.58,0.25,0.10,0.00,15.18,0.00,0.00,0.00,0.37,9.16,65.47,1.00,0.00,0.00
1885,1.97,0.00,5.10,5.81,1.95,0.76,0.11,9.43,0.02,0.00,0.00,0.39,4.28,68.84,1.10,0.24,0.00
1886,1.42,0.00,4.79,1.51,0.21,0.06,0.02,15.42,0.02,0.00,0.00,0.16,8.82,67.34,0.21,0.00,0.00
1887,0.18,0.00,3.69,1.28,0.15,0.05,0.01,4.92,0.00,0.00,0.00,0.04,3.46,86.12,0.09,0.00,0.00
1888,1.13,0.00,4.92,5.95,2.88,0.72,0.01,7.26,0.00,0.00,0.00,0.20,5.31,70.43,1.17,0.01,0.00
1889,0.80,0.00,3.34,1.70,0.21,0.04,0.01,21.20,0.00,0.00,0.00,0.02,9.97,59.85,2.61,0.24,0.00
