uniqid_county,NWALT02_11_county,NWALT02_12_county,NWALT02_21_county,NWALT02_22_county,NWALT02_23_county,NWALT02_24_county,NWALT02_25_county,NWALT02_26_county,NWALT02_27_county,NWALT02_31_county,NWALT02_32_county,NWALT02_33_county,NWALT02_41_county,NWALT02_43_county,NWALT02_44_county,NWALT02_45_county,NWALT02_46_county,NWALT02_50_county,NWALT02_60_county,NWALT02_9999_county
46,0.14,0.00,0.18,0.02,0.00,0.01,0.00,0.06,0.15,0.00,0.02,0.00,0.00,54.36,7.17,0.03,21.21,16.65,0.00,0.00
47,0.51,0.09,0.25,0.02,0.00,0.00,0.00,0.04,0.15,0.00,0.06,0.00,0.00,50.75,0.89,0.48,44.42,2.32,0.00,0.00
48,0.27,0.05,0.37,0.06,0.02,0.01,0.00,0.10,0.16,0.00,0.12,0.01,0.00,38.26,0.05,0.17,58.42,1.94,0.00,0.00
49,0.36,0.00,0.43,0.05,0.00,0.00,0.05,0.06,0.22,0.00,0.02,0.00,0.02,87.33,2.27,0.05,7.94,1.22,0.00,0.00
50,0.02,0.00,0.24,0.05,0.01,0.01,0.00,0.10,0.20,0.00,0.05,0.00,0.01,50.16,5.40,0.00,31.64,12.10,0.00,0.00
51,0.09,0.00,0.26,0.13,0.03,0.02,0.09,0.08,0.27,0.00,0.05,0.02,0.03,74.44,6.34,0.05,15.81,2.28,0.00,0.00
52,1.13,0.10,0.35,0.05,0.02,0.02,0.00,0.14,0.20,0.00,0.05,0.00,0.00,63.07,0.65,0.35,30.98,2.89,0.00,0.00
53,1.23,0.09,0.29,0.05,0.02,0.01,0.00,0.13,0.18,0.00,0.05,0.01,0.00,24.31,0.12,0.42,69.83,3.25,0.00,0.00
54,0.43,0.01,0.33,0.05,0.00,0.00,0.00,0.09,0.18,0.00,0.03,0.00,0.00,81.02,5.05,0.09,7.60,5.11,0.00,0.00
55,0.56,0.06,0.36,0.03,0.00,0.00,0.00,0.07,0.14,0.00,0.11,0.00,0.00,22.21,2.00,0.18,72.42,1.56,0.29,0.00
56,1.08,0.07,0.24,0.05,0.02,0.02,0.00,0.18,0.23,0.00,0.25,0.00,0.00,44.55,0.50,1.52,47.14,4.14,0.00,0.00
57,0.71,0.02,0.70,0.45,0.21,0.15,0.24,0.95,0.40,0.01,0.33,0.01,0.00,66.57,1.12,1.43,21.53,5.16,0.00,0.00
58,0.03,0.00,0.34,0.06,0.00,0.01,0.06,0.08,0.25,0.00,0.01,0.00,0.02,68.78,0.76,0.01,24.41,5.20,0.00,0.00
59,0.31,0.00,0.14,0.03,0.00,0.01,0.02,0.05,0.15,0.00,0.01,0.00,0.00,60.15,10.26,0.03,9.35,19.48,0.00,0.00
60,1.36,0.52,0.26,0.06,0.01,0.01,0.00,0.18,0.20,0.00,0.10,0.00,0.00,60.14,0.62,0.52,31.64,4.38,0.00,0.00
61,2.01,0.03,1.64,2.37,1.47,0.86,4.46,3.59,1.16,2.11,1.72,0.01,0.01,51.02,1.36,1.55,18.47,6.17,0.00,0.00
62,0.48,0.05,0.26,0.04,0.00,0.02,0.00,0.10,0.21,0.00,0.02,0.00,0.00,47.02,4.14,0.10,45.70,1.86,0.00,0.00
63,1.08,0.08,0.52,0.11,0.06,0.03,0.02,0.37,0.34,0.00,0.19,0.00,0.00,70.17,1.47,1.53,18.78,5.26,0.00,0.00
64,0.37,0.10,0.52,0.10,0.03,0.05,0.14,0.13,0.21,0.01,0.11,0.01,0.00,62.66,0.32,0.71,31.90,2.62,0.00,0.00
65,1.65,0.02,0.43,0.72,0.20,0.29,1.37,0.67,0.24,0.25,0.64,0.01,0.14,0.06,0.07,0.00,0.37,83.24,9.63,0.00
66,0.11,0.00,0.09,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.11,0.00,0.00,0.15,0.00,0.11,71.33,28.08,0.00,0.00
67,0.45,0.00,0.11,0.02,0.01,0.02,0.01,0.08,0.03,0.00,0.07,0.00,0.00,0.24,0.04,0.00,5.65,88.28,4.97,0.00
68,0.07,0.00,0.30,0.10,0.10,0.02,0.11,0.15,0.10,0.01,0.37,0.02,0.24,2.08,0.11,0.01,46.19,50.01,0.00,0.00
69,0.05,0.00,0.33,0.01,0.00,0.00,0.00,0.02,0.02,0.00,0.08,0.00,0.00,0.06,0.00,0.00,65.65,33.78,0.00,0.00
70,0.12,0.00,0.32,0.02,0.00,0.00,0.00,0.04,0.11,0.00,0.15,0.01,0.01,0.83,0.05,0.03,56.76,40.10,1.42,0.00
71,0.03,0.00,0.19,0.04,0.01,0.01,0.02,0.10,0.08,0.00,0.20,0.01,0.55,0.01,0.03,0.02,4.30,82.75,11.66,0.00
72,0.01,0.00,0.16,0.03,0.06,0.02,0.05,0.06,0.04,0.01,0.31,0.01,0.00,0.17,0.02,0.00,7.60,91.41,0.02,0.00
73,0.38,0.00,0.23,0.12,0.03,0.02,0.03,0.30,0.14,0.00,0.52,0.01,0.30,1.31,1.20,0.14,23.36,70.58,1.36,0.00
74,0.17,0.00,0.22,0.05,0.01,0.01,0.05,0.06,0.16,0.00,0.11,0.01,0.01,17.75,0.31,0.01,67.74,13.34,0.00,0.00
75,0.06,0.00,0.31,0.16,0.25,0.08,0.23,0.34,0.30,0.03,0.46,0.03,0.01,34.99,0.01,0.01,59.80,2.93,0.00,0.00
76,0.08,0.00,0.34,0.07,0.01,0.02,0.01,0.16,0.05,0.00,1.94,0.00,0.12,0.18,0.64,0.20,7.78,82.85,5.54,0.00
77,0.01,0.00,0.14,0.01,0.01,0.00,0.00,0.01,0.02,0.00,0.05,0.00,0.01,0.48,0.08,0.00,12.82,85.72,0.59,0.05
78,0.37,0.54,0.25,0.08,0.08,0.02,0.09,0.11,0.09,0.01,0.27,0.05,0.38,1.60,0.00,0.03,3.56,90.37,2.08,0.00
79,0.14,0.00,0.24,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.03,0.03,0.00,0.57,0.05,0.05,77.73,21.13,0.00,0.00
80,0.12,0.00,0.14,0.03,0.01,0.02,0.01,0.06,0.05,0.00,0.34,0.00,0.03,0.02,0.00,0.06,5.63,90.02,3.47,0.00
81,0.42,0.00,0.30,0.03,0.00,0.00,0.03,0.06,0.11,0.00,0.27,0.02,0.00,6.00,0.10,0.00,52.56,40.09,0.00,0.00
82,0.27,0.00,0.29,0.02,0.00,0.01,0.01,0.06,0.02,0.00,0.75,0.01,0.00,0.59,0.09,0.14,45.55,52.19,0.00,0.00
83,0.16,0.00,0.28,1.03,0.01,0.46,0.61,2.12,0.19,0.19,13.86,0.01,0.06,0.00,0.04,0.00,0.01,75.84,5.16,0.00
84,0.17,0.21,1.10,2.37,0.86,0.77,4.11,2.23,0.51,2.78,5.45,0.03,0.08,0.26,1.90,0.02,21.65,52.16,3.35,0.00
85,0.11,0.00,0.27,0.24,0.05,0.06,0.20,0.54,0.22,0.39,0.76,0.06,0.01,3.88,0.05,0.01,6.49,86.45,0.19,0.03
86,0.07,0.00,0.24,0.06,0.02,0.01,0.09,0.09,0.08,0.01,0.12,0.06,0.01,1.39,0.06,0.01,29.47,67.95,0.27,0.00
87,0.21,0.00,0.36,0.20,0.03,0.03,0.05,1.20,0.21,0.01,3.02,0.02,0.02,3.94,1.20,0.02,21.14,67.39,0.94,0.00
88,0.54,0.00,0.22,0.03,0.00,0.00,0.00,0.08,0.05,0.00,0.43,0.01,0.00,0.45,0.41,0.13,6.56,87.53,3.56,0.00
89,0.27,0.00,0.18,0.02,0.00,0.01,0.02,0.03,0.03,0.01,0.19,0.00,0.00,0.04,0.12,0.04,35.95,61.13,1.95,0.00
90,0.04,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,13.21,78.44,8.15,0.00
91,0.14,0.03,0.23,0.08,0.03,0.05,0.10,0.33,0.13,0.24,0.89,0.01,0.04,0.46,0.42,0.04,10.80,80.64,5.35,0.00
92,0.05,0.00,0.52,0.25,0.02,0.10,0.23,0.48,0.21,1.07,4.23,0.03,0.01,0.95,0.07,0.02,16.95,69.53,5.29,0.00
93,0.09,0.02,0.16,0.02,0.00,0.01,0.01,0.03,0.04,0.00,0.12,0.01,0.01,0.62,0.10,0.01,15.85,80.69,2.20,0.00
94,0.00,0.00,0.18,0.02,0.00,0.02,0.00,0.09,0.04,0.00,0.30,0.01,0.00,0.07,0.01,0.00,47.72,49.98,1.55,0.00
95,0.10,0.00,0.17,0.03,0.02,0.00,0.01,0.06,0.04,0.02,0.37,0.00,0.19,0.00,0.00,0.00,19.85,79.11,0.01,0.00
96,0.01,0.00,0.28,0.06,0.01,0.01,0.05,0.07,0.17,0.01,0.10,0.00,0.00,1.68,0.07,0.00,13.49,83.93,0.00,0.05
97,0.33,0.00,0.24,0.01,0.00,0.00,0.00,0.01,0.03,0.00,0.03,0.00,0.00,0.11,0.43,0.20,50.93,42.45,5.23,0.00
98,0.08,0.00,0.15,0.01,0.00,0.00,0.00,0.02,0.02,0.00,0.08,0.00,0.00,2.66,0.00,0.02,77.82,19.12,0.00,0.00
99,2.03,0.00,0.74,0.56,0.30,0.23,0.42,1.30,0.73,0.01,1.86,0.14,0.00,8.41,5.05,6.58,41.40,30.23,0.00,0.00
100,1.17,0.00,0.41,0.10,0.03,0.10,0.04,0.31,0.43,0.00,0.35,0.00,0.01,40.06,1.06,4.47,37.68,13.77,0.00,0.00
101,13.72,0.16,0.56,0.11,0.04,0.17,0.00,1.07,0.47,0.00,10.79,0.00,0.00,4.12,9.99,8.85,22.13,27.81,0.00,0.00
102,0.37,0.01,0.21,0.07,0.00,0.03,0.06,0.15,0.24,0.02,0.16,0.00,0.00,29.15,0.38,0.20,12.03,56.93,0.00,0.00
103,1.99,0.00,0.63,0.20,0.06,0.10,0.03,0.98,0.34,0.00,3.04,0.05,0.31,3.94,11.99,3.79,22.71,49.85,0.00,0.00
104,2.03,0.00,0.33,0.05,0.01,0.01,0.03,0.24,0.18,0.00,0.23,0.00,0.00,19.92,3.97,6.17,55.83,11.00,0.00,0.00
105,1.11,0.00,0.37,0.10,0.00,0.03,0.06,0.23,0.25,0.00,0.05,0.02,0.00,60.84,1.12,5.48,24.14,6.18,0.00,0.00
106,1.21,0.01,0.42,0.05,0.02,0.01,0.02,0.06,0.16,0.00,0.02,0.00,0.00,21.06,0.68,0.69,64.56,11.01,0.00,0.00
107,0.62,0.07,0.27,0.05,0.01,0.01,0.00,0.14,0.23,0.00,0.06,0.00,0.00,65.38,1.41,3.59,21.50,6.65,0.00,0.00
108,0.58,0.00,0.39,0.04,0.00,0.00,0.00,0.12,0.24,0.00,0.06,0.00,0.00,23.07,0.33,1.14,58.51,15.53,0.00,0.00
109,1.90,0.00,2.97,6.80,2.71,2.05,8.88,9.83,1.33,11.83,11.08,0.01,0.01,7.44,2.90,2.91,12.94,14.40,0.00,0.00
110,0.06,0.00,0.36,0.08,0.04,0.02,0.04,0.11,0.22,0.00,0.08,0.01,0.00,35.79,0.01,0.14,54.96,8.09,0.00,0.00
111,0.29,0.00,0.18,0.02,0.02,0.00,0.00,0.05,0.18,0.00,0.09,0.01,0.00,7.44,0.18,0.62,71.90,19.03,0.00,0.00
112,1.31,0.01,0.36,0.08,0.01,0.03,0.05,0.23,0.25,0.00,0.15,0.00,0.02,49.30,0.75,1.66,18.77,27.03,0.00,0.00
113,0.18,0.02,0.58,0.18,0.11,0.04,0.11,0.37,0.20,0.00,0.64,0.02,0.01,16.45,0.35,0.98,44.15,35.62,0.00,0.00
114,1.78,0.01,0.87,0.08,0.04,0.04,0.10,0.23,0.34,0.00,0.11,0.01,0.01,32.85,1.28,6.13,46.91,9.23,0.00,0.00
115,0.09,0.00,0.15,0.05,0.00,0.00,0.00,0.13,0.24,0.00,0.04,0.00,0.00,31.34,0.25,0.16,15.40,52.15,0.00,0.00
116,0.67,0.00,0.46,0.06,0.08,0.01,0.02,0.15,0.21,0.00,0.12,0.00,0.01,37.99,0.85,2.58,44.85,11.93,0.00,0.00
117,2.67,0.44,0.24,0.07,0.08,0.02,0.00,0.20,0.22,0.00,0.07,0.00,0.00,59.38,0.64,2.50,18.30,15.19,0.00,0.00
118,3.14,0.05,0.51,0.11,0.01,0.07,0.00,0.19,0.38,0.00,0.25,0.00,0.00,7.92,14.71,9.47,27.04,36.16,0.00,0.00
119,0.41,0.05,0.34,0.02,0.01,0.00,0.00,0.04,0.19,0.00,0.03,0.00,0.00,19.87,0.44,0.14,47.13,31.31,0.00,0.00
120,1.97,0.00,0.36,0.28,0.12,0.11,0.19,0.81,0.49,0.00,2.60,0.00,0.00,13.88,2.20,5.95,48.77,22.26,0.00,0.00
121,3.48,0.11,0.68,0.34,0.26,0.11,0.33,0.80,0.50,0.00,0.46,0.05,0.00,48.31,7.76,2.59,26.15,8.08,0.00,0.00
122,0.42,0.01,0.42,0.23,0.46,0.07,0.24,0.33,0.31,0.03,0.46,0.00,0.03,54.82,0.24,0.28,5.74,35.92,0.00,0.00
123,0.01,0.00,0.34,0.02,0.00,0.01,0.00,0.04,0.11,0.00,0.01,0.00,0.00,20.21,0.57,0.05,71.02,7.60,0.00,0.00
124,0.14,0.00,0.36,0.03,0.04,0.00,0.00,0.09,0.17,0.00,0.06,0.01,0.00,10.31,0.32,1.61,62.42,23.94,0.47,0.00
125,1.38,0.00,0.74,0.27,0.07,0.07,0.04,0.77,0.77,0.01,3.74,0.09,0.00,16.89,10.03,5.41,43.99,15.73,0.00,0.00
126,0.93,0.00,0.66,0.21,0.09,0.07,0.10,0.78,0.58,0.00,2.10,0.00,0.00,25.39,1.11,4.94,53.16,9.89,0.00,0.00
127,1.48,0.00,0.26,0.09,0.00,0.01,0.03,0.24,0.29,0.00,0.09,0.00,0.16,46.36,0.76,3.86,35.02,11.33,0.00,0.00
128,0.64,0.00,0.38,0.13,0.11,0.04,0.06,0.27,0.26,0.00,0.46,0.02,0.00,19.43,0.52,0.81,64.58,12.29,0.00,0.00
129,1.04,0.01,0.20,0.12,0.01,0.03,0.00,0.28,0.38,0.00,0.17,0.00,0.01,58.85,0.95,5.29,27.61,5.04,0.00,0.00
130,1.41,0.00,0.60,0.55,0.84,0.18,0.77,0.91,0.55,1.05,1.57,0.03,0.09,16.40,0.58,5.67,44.89,22.17,1.75,0.00
131,0.81,0.00,0.52,0.06,0.00,0.02,0.03,0.28,0.27,0.00,0.12,0.00,0.03,45.75,0.89,9.33,35.66,6.22,0.00,0.00
132,1.27,0.00,0.47,0.21,0.08,0.07,0.17,0.38,0.30,0.01,0.23,0.00,0.00,38.77,0.34,1.59,47.05,9.06,0.00,0.00
133,0.46,0.00,0.41,0.45,0.32,0.13,0.38,0.84,0.47,0.01,0.35,0.02,0.00,62.14,0.63,8.46,21.00,3.92,0.00,0.00
134,0.41,0.00,0.45,0.06,0.01,0.04,0.04,0.22,0.28,0.02,0.15,0.00,0.00,58.61,0.56,1.06,24.21,13.87,0.00,0.00
135,1.45,0.00,0.42,0.21,0.03,0.14,0.06,0.90,0.70,0.06,5.54,0.00,0.00,21.16,1.56,7.01,41.18,19.58,0.00,0.00
136,1.40,0.00,0.65,0.20,0.13,0.05,0.14,0.46,0.55,0.01,0.28,0.02,0.00,12.65,11.09,7.50,41.12,23.75,0.00,0.00
137,1.08,0.00,0.67,0.13,0.08,0.05,0.00,0.52,0.52,0.00,1.39,0.03,0.00,3.85,8.86,5.90,46.49,30.42,0.00,0.00
138,2.72,0.00,0.87,2.08,0.41,0.71,2.86,3.96,1.40,2.87,15.84,0.00,0.00,6.13,8.11,3.83,17.68,30.52,0.00,0.00
139,1.39,0.00,0.95,0.67,0.22,0.16,0.49,1.36,0.92,0.74,1.11,0.02,0.00,47.52,1.21,5.47,28.62,9.14,0.00,0.00
140,1.41,0.05,0.28,0.07,0.03,0.02,0.09,0.06,0.16,0.00,0.05,0.01,0.00,28.88,0.62,0.55,64.24,3.46,0.00,0.00
141,1.61,0.00,0.76,0.46,0.31,0.19,0.21,1.03,0.51,0.00,5.03,0.06,0.05,4.81,12.88,5.84,21.87,44.41,0.00,0.00
142,1.61,0.00,0.57,0.50,0.09,0.16,0.38,1.18,0.82,0.01,5.33,0.00,0.00,5.51,10.31,5.05,35.58,32.88,0.00,0.00
143,0.41,0.00,0.74,0.28,0.24,0.08,0.16,0.52,0.39,0.01,0.68,0.14,0.51,27.37,0.70,0.11,15.52,52.15,0.00,0.00
144,0.13,0.00,0.24,0.02,0.00,0.00,0.00,0.07,0.11,0.00,0.08,0.00,0.00,20.32,0.20,0.03,4.13,74.67,0.00,0.00
145,0.62,0.01,0.26,0.07,0.00,0.02,0.01,0.15,0.24,0.00,0.04,0.01,0.01,57.75,0.32,0.25,28.63,11.60,0.00,0.00
146,0.01,0.00,0.13,0.01,0.00,0.00,0.00,0.02,0.01,0.00,0.09,0.01,0.00,0.05,0.00,0.00,8.07,71.18,20.38,0.02
147,0.21,0.01,0.21,0.19,0.02,0.02,0.15,0.62,0.51,0.01,1.53,0.00,0.00,9.06,16.94,0.37,6.57,63.53,0.00,0.05
148,0.07,0.00,0.19,0.05,0.00,0.02,0.00,0.06,0.18,0.00,0.11,0.00,0.00,0.12,0.04,0.02,19.48,79.61,0.00,0.02
149,0.03,0.00,0.14,0.04,0.00,0.01,0.00,0.10,0.16,0.00,0.04,0.01,0.00,18.79,0.21,0.26,33.80,46.42,0.00,0.00
150,0.47,0.00,0.63,0.72,0.31,0.14,0.60,1.07,0.69,0.64,0.73,0.01,0.01,11.66,0.57,0.00,2.92,78.81,0.00,0.00
151,0.92,0.00,0.36,0.08,0.01,0.05,0.03,0.18,0.30,0.00,0.19,0.01,0.00,7.00,0.45,0.13,16.43,73.86,0.00,0.00
152,0.01,0.00,0.19,0.06,0.05,0.00,0.03,0.10,0.16,0.00,0.11,0.00,0.03,5.04,16.55,0.25,8.40,68.95,0.06,0.00
153,0.21,0.00,0.48,0.13,0.01,0.01,0.05,0.25,0.37,0.00,0.16,0.02,0.00,57.47,0.50,0.08,37.29,2.96,0.00,0.00
154,0.49,0.00,0.45,0.14,0.02,0.06,0.03,0.37,0.76,0.00,0.34,0.01,0.02,9.80,2.78,1.59,14.39,68.51,0.22,0.00
155,0.08,0.01,0.41,0.05,0.07,0.01,0.00,0.14,0.12,0.00,0.18,0.01,0.01,7.36,0.18,0.40,56.44,34.53,0.00,0.00
156,0.04,0.00,0.36,0.04,0.03,0.00,0.02,0.06,0.16,0.00,0.07,0.00,0.00,33.55,0.06,0.08,61.90,3.63,0.00,0.00
157,0.15,0.00,0.47,0.10,0.07,0.03,0.00,0.43,0.34,0.00,1.38,0.00,0.00,3.97,1.92,0.58,13.55,77.01,0.00,0.00
158,0.16,0.00,0.29,0.25,0.70,0.09,0.36,0.43,0.30,0.34,0.92,0.03,0.02,3.84,1.39,3.48,37.69,49.71,0.00,0.00
159,0.41,0.00,0.29,0.07,0.13,0.01,0.04,0.10,0.25,0.00,0.03,0.01,0.03,54.74,0.02,0.03,19.93,23.91,0.00,0.00
160,0.15,0.00,0.40,0.23,0.02,0.11,0.00,0.41,0.52,0.00,0.86,0.00,0.00,0.38,0.35,0.31,2.13,94.10,0.02,0.00
161,0.78,0.01,0.49,0.12,0.04,0.01,0.03,0.47,0.48,0.00,0.24,0.00,0.13,15.48,29.01,3.37,7.09,42.25,0.00,0.00
162,0.43,0.00,0.48,0.85,0.23,0.16,0.39,2.34,1.33,0.14,12.29,0.02,0.07,2.38,1.28,1.08,4.31,72.23,0.00,0.00
163,0.70,1.25,0.30,0.19,0.01,0.03,0.16,0.47,0.37,0.00,0.69,0.00,0.00,50.15,6.31,2.20,8.74,28.42,0.00,0.00
164,0.87,0.01,0.74,0.78,0.47,0.17,0.39,3.79,0.83,0.02,14.57,0.01,0.13,7.82,10.55,17.13,30.51,11.21,0.00,0.00
165,0.00,0.00,0.12,0.03,0.15,0.00,0.03,0.02,0.15,0.00,0.01,0.00,0.00,4.89,0.01,0.00,0.85,93.73,0.00,0.00
