uniqid_eco4,NLCD11_11_eco4,NLCD11_12_eco4,NLCD11_21_eco4,NLCD11_22_eco4,NLCD11_23_eco4,NLCD11_24_eco4,NLCD11_31_eco4,NLCD11_41_eco4,NLCD11_42_eco4,NLCD11_43_eco4,NLCD11_52_eco4,NLCD11_71_eco4,NLCD11_81_eco4,NLCD11_82_eco4,NLCD11_90_eco4,NLCD11_95_eco4,NLCD11_9999_eco4
390,1.68,0.00,4.32,1.33,0.29,0.10,0.25,13.21,0.14,0.09,0.26,1.07,40.70,30.81,5.11,0.66,0.00
391,0.53,0.00,4.00,1.62,0.47,0.13,0.06,15.40,0.13,0.25,0.57,0.83,31.38,42.53,2.01,0.10,0.00
392,3.29,0.01,0.71,0.22,0.05,0.00,1.04,17.48,48.51,1.67,17.38,9.07,0.35,0.00,0.12,0.04,0.06
393,0.44,1.30,0.01,0.00,0.00,0.00,20.58,0.24,42.78,1.30,27.10,6.19,0.02,0.00,0.01,0.00,0.01
394,1.97,0.00,0.24,0.06,0.01,0.00,0.55,1.42,79.38,0.35,12.87,2.75,0.24,0.00,0.14,0.03,0.01
395,0.14,0.00,0.00,0.00,0.00,0.00,4.20,1.45,62.05,1.29,17.02,13.39,0.26,0.00,0.17,0.04,0.00
396,0.23,0.00,0.00,0.00,0.00,0.00,1.59,0.02,82.55,0.03,12.64,2.62,0.04,0.00,0.28,0.00,0.00
397,7.10,0.00,3.14,0.21,0.02,0.00,0.05,0.18,0.00,0.00,0.46,48.87,6.61,29.71,0.06,3.60,0.00
398,11.95,0.00,3.47,0.51,0.19,0.07,0.21,0.08,0.01,0.01,0.24,47.35,10.50,19.34,0.33,5.73,0.00
399,2.95,0.00,3.76,0.45,0.08,0.02,0.13,0.30,0.00,0.00,0.38,37.36,4.41,48.22,0.55,1.39,0.00
400,4.35,0.00,3.17,0.44,0.01,0.00,0.12,0.31,0.00,0.00,0.71,41.57,1.73,43.69,0.19,3.70,0.00
401,3.04,0.00,3.13,0.17,0.04,0.01,0.01,0.35,0.00,0.00,0.01,21.86,35.54,34.89,0.01,0.94,0.00
402,1.63,0.00,3.17,0.43,0.09,0.02,0.05,0.28,0.02,0.00,0.17,37.86,11.89,43.81,0.01,0.56,0.00
403,0.30,0.00,4.05,0.38,0.04,0.01,0.01,1.27,0.04,0.00,0.00,51.50,4.82,34.79,1.42,1.34,0.00
404,9.24,0.00,2.28,0.18,0.02,0.01,0.11,8.24,1.82,0.00,0.81,62.89,2.93,7.89,1.74,1.83,0.00
405,0.52,0.00,3.05,0.28,0.03,0.00,0.15,0.15,0.02,0.01,1.00,38.81,0.38,53.42,0.96,1.23,0.00
406,0.57,0.00,1.04,0.22,0.02,0.01,0.23,0.04,0.09,0.00,7.50,65.74,0.84,21.36,1.66,0.71,0.00
407,0.75,0.00,3.04,0.17,0.00,0.00,0.11,0.02,0.00,0.00,0.68,39.28,0.00,55.35,0.05,0.48,0.05
408,0.66,0.00,0.77,0.02,0.00,0.00,0.06,0.00,0.06,0.00,11.97,71.73,0.35,12.89,1.18,0.16,0.14
409,0.10,0.00,0.52,0.07,0.00,0.00,0.25,0.01,0.02,0.00,6.36,73.23,0.08,18.73,0.28,0.33,0.01
410,0.40,0.00,3.26,0.06,0.01,0.00,0.31,0.00,0.03,0.00,0.61,44.95,0.02,49.74,0.16,0.35,0.09
411,0.86,0.00,2.98,0.55,0.12,0.02,0.27,0.00,0.01,0.00,2.19,27.56,0.68,63.66,0.70,0.40,0.00
412,0.22,0.00,3.79,0.33,0.06,0.02,0.04,2.65,0.29,0.00,0.00,52.49,2.17,36.21,1.28,0.44,0.00
413,1.10,0.00,0.56,0.24,0.05,0.00,0.25,2.13,1.56,0.05,14.48,74.40,1.28,1.89,1.58,0.42,0.03
414,0.41,0.00,1.06,0.14,0.01,0.00,0.12,0.49,2.41,0.20,17.16,55.64,1.93,17.85,2.19,0.36,0.00
415,0.54,0.00,2.37,0.32,0.04,0.01,0.23,0.85,0.17,0.03,1.53,54.69,7.29,30.84,0.87,0.24,0.00
416,1.32,0.00,0.25,0.08,0.01,0.00,3.58,9.10,2.64,1.20,14.09,63.89,0.34,1.96,1.14,0.40,0.00
417,10.14,0.00,1.16,0.31,0.09,0.02,0.47,1.50,1.53,0.19,6.46,68.21,1.09,6.33,1.65,0.85,0.00
418,0.05,0.00,0.25,0.06,0.00,0.00,0.68,1.54,21.04,0.04,22.08,51.60,0.44,1.41,0.56,0.25,0.00
419,0.25,0.00,0.35,0.13,0.02,0.00,0.32,0.02,0.60,0.00,17.91,74.96,0.63,3.49,0.97,0.36,0.00
420,0.72,0.00,1.80,0.34,0.03,0.01,0.17,0.21,0.02,0.04,0.04,75.14,1.58,18.96,0.66,0.26,0.00
421,0.76,0.00,1.33,0.42,0.16,0.06,0.51,0.09,0.83,0.02,13.87,72.63,1.31,5.68,1.53,0.79,0.00
422,0.39,0.00,0.51,0.19,0.03,0.00,24.34,0.25,0.47,0.06,0.09,69.85,0.15,2.96,0.38,0.30,0.00
423,0.34,0.00,1.99,0.44,0.03,0.00,0.29,0.74,0.40,0.70,0.04,77.92,1.59,11.50,1.27,2.74,0.00
424,0.56,0.00,0.41,0.10,0.01,0.00,0.16,0.27,0.03,0.01,0.49,88.34,2.91,5.81,0.78,0.13,0.00
425,0.59,0.00,0.33,0.13,0.00,0.00,1.73,0.02,0.01,0.01,7.55,85.85,2.59,1.01,0.14,0.04,0.00
426,2.69,0.00,0.07,0.01,0.00,0.00,0.43,0.00,15.27,0.00,27.47,49.22,0.13,2.92,1.47,0.33,0.00
427,0.10,0.00,1.24,0.27,0.03,0.00,0.11,0.03,0.55,0.00,5.81,49.44,4.13,35.72,2.07,0.50,0.00
428,0.22,0.00,0.69,0.25,0.11,0.04,0.20,0.04,2.02,0.00,18.55,65.48,0.88,9.42,1.63,0.47,0.00
429,0.33,0.00,0.68,0.19,0.04,0.00,0.34,0.00,1.51,0.00,12.80,58.72,2.56,20.25,2.38,0.20,0.00
430,0.06,0.00,0.20,0.05,0.01,0.00,0.25,0.22,26.26,0.00,35.33,35.19,0.35,0.93,0.98,0.18,0.00
431,0.48,0.00,0.85,0.34,0.14,0.04,0.55,0.16,2.41,0.00,39.02,49.87,1.97,1.15,2.45,0.57,0.00
432,2.80,0.00,2.44,0.16,0.02,0.00,0.02,9.33,9.91,4.88,0.01,61.68,0.61,4.78,2.89,0.47,0.00
433,0.14,0.00,0.49,0.07,0.01,0.00,0.01,0.58,10.22,0.08,35.06,45.47,3.15,1.70,2.82,0.18,0.00
434,0.25,0.00,1.89,0.45,0.11,0.01,0.00,0.17,6.36,0.02,29.70,48.03,9.56,2.62,0.81,0.04,0.00
435,0.08,0.00,0.33,0.06,0.00,0.00,0.02,0.19,18.15,0.75,17.56,60.63,1.12,0.64,0.42,0.06,0.00
436,0.45,0.00,0.40,0.09,0.01,0.00,0.11,0.81,4.80,0.00,45.57,37.99,1.36,5.49,2.44,0.47,0.00
437,0.15,0.00,0.45,0.17,0.09,0.02,1.39,0.00,0.47,0.00,30.05,65.05,0.41,0.49,0.81,0.44,0.00
438,0.08,0.00,0.99,0.66,0.28,0.04,2.69,0.01,1.12,0.01,52.31,39.41,1.30,0.13,0.50,0.48,0.00
439,0.43,0.00,0.84,0.12,0.01,0.00,0.06,0.17,0.12,0.21,0.02,89.53,0.65,5.43,0.40,2.01,0.00
440,3.43,0.00,0.21,0.15,0.02,0.00,0.14,0.01,0.02,0.00,0.01,89.48,0.10,0.75,0.23,5.46,0.00
441,0.41,0.00,2.44,0.24,0.03,0.01,0.15,0.26,0.02,0.00,0.09,67.95,7.06,15.39,2.12,3.83,0.00
442,2.42,0.00,0.20,0.05,0.00,0.00,0.02,0.05,0.03,0.01,0.01,89.52,0.18,0.30,0.36,6.85,0.00
443,3.26,0.00,9.84,4.82,1.55,0.63,0.42,38.81,17.39,0.93,3.98,6.23,10.95,0.02,1.14,0.05,0.00
444,2.52,0.00,9.08,4.73,1.64,0.79,0.48,27.89,20.91,1.35,3.75,7.87,16.02,0.19,2.70,0.08,0.00
445,2.67,0.00,5.50,1.43,0.44,0.17,0.33,34.54,19.95,3.35,4.50,6.89,18.13,0.63,1.44,0.04,0.00
446,0.57,0.00,3.96,1.02,0.19,0.05,0.26,50.06,26.87,0.47,5.38,4.96,5.27,0.02,0.89,0.03,0.00
447,1.28,0.00,6.83,2.55,0.73,0.26,0.13,43.14,9.24,3.34,4.22,4.51,21.96,0.74,1.01,0.04,0.00
448,2.08,0.00,6.75,2.15,0.81,0.23,0.27,33.00,19.00,4.06,5.96,5.07,13.37,2.98,4.11,0.17,0.00
449,2.95,0.00,8.84,3.78,1.87,0.57,0.24,28.92,21.17,4.00,4.49,7.15,10.65,1.38,3.82,0.16,0.00
450,0.89,0.00,4.20,1.20,0.16,0.07,0.11,46.29,22.63,0.48,6.87,5.62,9.90,0.01,1.54,0.04,0.00
451,0.93,0.00,6.99,2.95,0.62,0.24,0.15,50.91,10.88,2.03,1.91,6.72,14.94,0.21,0.49,0.03,0.00
452,0.55,0.00,3.59,0.28,0.04,0.01,0.00,18.59,1.18,0.22,0.00,16.21,9.75,45.45,1.85,2.27,0.00
453,13.38,0.00,4.01,0.37,0.06,0.01,0.01,46.98,0.00,0.00,0.00,11.20,10.65,9.78,0.39,3.17,0.00
454,9.04,0.00,3.86,0.52,0.17,0.06,0.05,0.42,0.02,0.00,0.00,9.10,8.98,61.26,0.57,5.95,0.00
455,3.55,0.00,3.73,0.23,0.04,0.01,0.07,1.34,0.01,0.00,0.00,35.06,19.93,25.34,0.61,10.07,0.00
456,6.75,0.00,4.28,0.47,0.13,0.04,0.10,0.94,0.00,0.00,0.00,2.05,5.31,71.80,0.29,7.82,0.00
457,7.41,0.00,3.57,0.24,0.01,0.00,0.02,0.42,0.05,0.01,0.00,14.38,17.21,49.56,0.49,6.63,0.00
458,1.38,0.00,4.05,0.60,0.12,0.03,0.01,0.27,0.02,0.00,0.00,10.07,3.98,74.08,0.20,5.19,0.01
459,1.27,0.00,3.79,0.80,0.06,0.00,0.33,0.24,0.00,0.00,0.01,17.50,1.43,71.28,0.02,3.25,0.01
460,2.71,0.00,3.95,0.34,0.07,0.02,0.02,0.50,0.04,0.01,0.03,6.85,20.30,57.95,0.24,6.96,0.00
461,5.03,0.00,3.62,0.24,0.02,0.00,0.03,0.64,0.07,0.00,0.00,13.32,35.82,32.47,0.63,8.11,0.00
462,11.72,0.00,3.65,0.31,0.08,0.02,0.02,0.66,0.00,0.00,0.03,23.07,8.64,49.16,0.03,2.61,0.00
463,0.54,0.00,3.74,0.41,0.10,0.02,0.08,3.84,0.00,0.00,0.03,22.68,19.78,47.69,0.10,1.00,0.00
464,1.08,0.00,4.70,0.69,0.35,0.11,0.06,0.40,0.00,0.00,0.07,21.53,10.51,58.59,0.02,1.89,0.00
465,1.98,0.00,4.11,0.49,0.23,0.06,0.04,0.61,0.00,0.00,0.02,9.76,29.03,51.92,0.02,1.72,0.00
466,2.95,0.00,4.28,0.54,0.20,0.05,0.15,1.10,0.00,0.00,0.00,1.93,14.14,65.08,0.30,9.27,0.00
467,0.37,0.00,5.49,0.96,0.45,0.15,0.05,1.07,0.01,0.16,0.07,3.93,5.81,80.44,0.08,0.95,0.00
468,1.48,0.00,5.28,1.29,0.48,0.14,0.07,1.68,0.01,0.11,0.03,2.07,2.21,82.37,0.71,2.08,0.00
469,0.55,0.00,5.62,2.08,0.63,0.20,0.05,2.64,0.04,0.00,0.00,4.63,3.83,77.72,1.50,0.49,0.00
470,6.02,0.00,4.69,2.02,0.99,0.64,0.09,1.46,0.02,0.03,0.03,2.82,2.48,70.14,3.86,4.70,0.00
471,0.32,0.00,5.09,1.23,0.19,0.05,0.01,1.52,0.01,0.01,0.02,3.51,8.87,78.18,0.33,0.65,0.00
472,1.01,0.00,5.14,2.34,0.67,0.23,0.06,9.47,0.04,0.03,0.20,4.77,20.36,53.61,1.47,0.61,0.00
473,2.26,0.00,6.52,3.00,1.51,0.45,0.14,12.30,0.76,0.11,0.39,2.85,15.67,52.65,0.74,0.63,0.00
474,0.91,0.00,4.97,4.07,1.51,0.66,0.05,7.56,0.02,0.01,0.03,11.63,3.91,63.45,1.04,0.18,0.00
475,1.09,0.00,3.86,1.42,0.45,0.19,0.01,7.88,0.04,0.08,0.09,24.10,15.47,44.48,0.76,0.09,0.00
476,6.66,0.00,3.86,3.08,1.02,0.43,0.22,2.03,0.00,0.01,0.00,9.84,0.22,68.31,3.83,0.49,0.00
477,0.73,0.00,3.72,0.79,0.08,0.03,0.01,2.79,0.01,0.00,0.00,21.12,1.36,68.70,0.58,0.08,0.00
478,0.93,0.00,4.02,1.28,0.32,0.16,0.08,2.64,0.00,0.00,0.00,26.57,0.17,62.17,1.49,0.17,0.00
479,0.47,0.00,6.13,1.76,0.50,0.20,0.02,12.08,0.23,0.01,0.02,15.10,11.89,50.86,0.15,0.57,0.00
480,1.11,0.00,4.82,1.06,0.36,0.13,0.01,0.85,0.06,0.04,0.00,0.30,1.53,87.01,1.47,1.24,0.00
481,0.92,0.00,3.79,0.51,0.06,0.01,0.04,5.33,0.15,0.09,0.12,5.47,7.82,65.44,4.05,6.21,0.00
482,2.20,0.00,4.67,1.08,0.42,0.09,0.01,0.72,0.07,0.00,0.00,0.07,1.24,88.55,0.83,0.06,0.00
483,1.92,0.00,3.88,0.77,0.08,0.02,0.02,7.06,0.21,0.00,0.19,1.33,9.41,60.14,2.77,12.21,0.00
484,14.92,0.00,1.12,0.17,0.03,0.01,0.02,3.77,0.62,0.01,0.61,0.98,2.88,7.31,45.91,21.63,0.01
485,1.39,0.00,1.31,0.49,0.20,0.06,0.03,21.79,2.67,6.27,4.95,1.33,3.99,0.83,47.00,7.67,0.00
486,1.48,0.00,2.28,0.60,0.08,0.02,0.83,1.70,65.07,3.77,16.78,5.23,0.85,0.34,0.89,0.10,0.00
487,0.27,0.01,0.95,0.50,0.07,0.02,0.78,0.08,78.34,0.08,15.59,2.82,0.00,0.00,0.41,0.05,0.00
488,1.88,0.00,0.50,0.27,0.09,0.02,1.72,0.01,83.65,0.00,8.07,3.23,0.00,0.01,0.41,0.15,0.00
489,2.51,9.05,0.27,0.11,0.05,0.02,27.85,0.04,41.33,0.01,13.59,4.56,0.02,0.00,0.22,0.37,0.00
490,0.74,0.00,0.45,0.05,0.01,0.00,1.42,0.00,87.43,0.01,8.25,1.52,0.01,0.00,0.01,0.09,0.00
491,1.30,0.00,0.71,0.11,0.03,0.01,1.28,0.12,80.22,0.23,13.53,2.00,0.03,0.03,0.03,0.38,0.00
492,0.92,0.00,1.30,0.36,0.11,0.02,2.05,0.18,63.85,0.11,24.80,3.96,0.58,0.90,0.01,0.85,0.00
493,0.10,0.00,2.47,0.44,0.10,0.02,0.03,2.32,67.05,0.47,22.87,3.89,0.04,0.08,0.00,0.11,0.00
494,1.38,0.00,3.04,0.79,0.40,0.20,0.37,41.58,10.70,16.69,3.90,1.13,7.65,1.87,9.31,1.00,0.00
495,3.43,0.00,3.29,1.65,0.55,0.15,0.86,21.85,10.58,3.98,1.93,3.75,2.55,1.76,39.79,3.86,0.00
496,9.66,0.00,4.05,2.28,0.71,0.22,1.51,17.32,8.56,3.80,2.80,5.01,1.85,3.48,36.18,2.57,0.00
497,2.48,0.00,4.17,1.49,0.15,0.02,0.23,29.66,7.65,3.43,3.51,7.18,6.17,6.92,24.88,2.05,0.00
498,0.69,0.00,4.36,1.10,0.10,0.01,0.07,52.05,7.74,4.21,3.57,7.46,1.22,4.60,11.88,0.93,0.00
499,2.87,0.00,5.56,1.81,0.29,0.08,0.12,28.72,16.37,4.50,7.57,9.29,3.05,4.42,13.50,1.86,0.00
500,1.69,0.00,4.67,2.05,0.38,0.13,0.19,32.86,5.53,1.68,2.55,6.88,10.60,17.76,11.39,1.65,0.00
501,1.97,0.00,4.25,1.23,0.14,0.04,0.11,41.31,11.49,7.10,3.63,6.10,1.77,7.48,11.14,2.23,0.00
502,1.44,0.00,4.80,2.92,0.64,0.16,0.34,24.42,6.70,2.49,3.11,6.24,7.02,10.32,25.61,3.80,0.00
503,7.29,0.00,3.01,0.45,0.15,0.06,0.03,36.01,2.29,2.46,3.68,1.83,9.47,2.27,21.56,9.43,0.00
504,5.68,0.00,5.04,0.21,0.07,0.02,0.04,42.54,10.34,10.01,8.79,3.75,2.39,1.33,6.16,3.62,0.00
505,2.84,0.00,2.45,0.68,0.25,0.10,0.17,54.47,6.74,14.22,1.89,0.97,0.74,1.26,12.28,0.96,0.00
506,7.66,0.00,3.80,0.30,0.09,0.03,0.06,41.56,6.61,9.84,3.96,0.84,3.28,1.34,19.88,0.75,0.00
507,3.81,0.00,3.14,0.28,0.02,0.00,0.00,61.48,0.59,1.45,1.07,1.01,4.75,11.73,9.05,1.62,0.00
508,2.10,0.00,2.86,0.43,0.05,0.02,0.01,46.80,1.04,4.71,2.69,1.35,2.06,11.48,20.82,3.60,0.00
509,2.45,0.00,3.19,0.25,0.03,0.00,0.01,53.71,1.95,11.53,1.22,1.02,0.46,5.64,16.49,2.04,0.00
510,12.50,0.00,3.82,0.54,0.12,0.05,0.04,25.05,4.17,13.10,2.01,1.00,0.15,1.80,30.38,5.27,0.00
511,3.51,0.00,2.94,0.29,0.04,0.02,0.02,48.62,3.62,6.06,1.64,1.13,0.24,3.06,26.55,2.25,0.00
512,3.06,0.00,4.11,0.73,0.24,0.10,0.11,37.92,4.06,7.74,1.96,2.79,1.53,4.72,28.65,2.28,0.00
513,0.53,0.00,2.67,0.71,0.06,0.01,0.16,24.89,4.57,7.07,1.93,2.41,5.59,2.87,44.94,1.58,0.00
514,8.07,0.00,3.77,1.70,1.19,0.40,11.62,28.72,2.99,10.77,10.83,1.88,2.27,0.28,12.71,2.81,0.00
515,14.79,0.00,0.88,0.10,0.04,0.01,0.05,14.66,16.97,19.24,6.79,1.63,0.07,0.04,22.20,2.51,0.01
516,2.46,0.00,2.08,0.35,0.08,0.02,0.22,17.02,3.23,7.32,5.22,0.94,5.63,1.39,44.44,9.60,0.00
517,4.07,0.00,1.92,0.38,0.19,0.07,0.22,17.51,11.11,11.05,7.98,1.34,1.45,0.07,39.07,3.56,0.00
518,11.01,0.00,3.13,0.48,0.09,0.02,0.05,47.69,5.56,0.93,4.28,2.04,5.73,2.69,10.49,5.81,0.00
519,13.38,0.00,2.79,0.45,0.14,0.05,0.11,34.24,7.87,2.71,2.53,0.91,7.84,1.14,18.49,7.36,0.00
520,8.96,0.00,2.46,0.55,0.16,0.06,0.34,24.19,7.98,12.82,8.44,1.89,2.02,0.22,26.07,3.85,0.00
521,1.79,0.00,2.85,1.31,0.65,0.20,0.20,35.79,15.71,16.77,6.44,0.61,0.99,0.08,15.87,0.74,0.00
522,3.63,0.00,2.63,0.79,0.20,0.07,0.30,41.78,8.93,14.34,2.45,2.08,3.22,1.66,16.13,1.79,0.00
523,2.93,0.00,2.52,0.33,0.08,0.04,0.23,36.20,10.43,12.28,3.24,2.41,0.42,0.42,26.81,1.66,0.00
524,4.18,0.00,2.70,0.81,0.48,0.20,1.26,42.32,8.23,18.28,2.19,2.59,0.11,0.05,16.11,0.49,0.00
525,2.35,0.00,2.59,0.45,0.07,0.01,0.33,41.11,16.02,4.33,5.05,4.59,0.09,0.09,20.90,2.03,0.00
526,1.02,0.00,1.41,0.31,0.06,0.01,0.03,8.67,9.38,1.31,1.15,1.68,0.11,0.04,57.19,17.65,0.00
527,0.29,0.00,3.88,1.71,0.60,0.22,0.42,17.46,8.21,5.60,1.59,3.33,13.88,9.30,29.22,4.29,0.00
528,6.18,0.00,9.51,6.68,4.74,2.36,0.08,29.07,1.38,1.05,0.60,2.43,20.86,10.40,1.68,2.97,0.00
529,1.19,0.00,4.60,1.65,0.47,0.20,0.02,31.60,1.52,1.34,0.70,1.24,8.26,40.86,4.72,1.65,0.00
530,4.59,0.00,5.06,1.84,0.46,0.19,0.06,27.19,7.60,4.51,2.81,6.88,2.64,20.05,9.18,6.94,0.00
531,2.66,0.00,4.22,1.28,0.19,0.06,0.06,25.81,4.04,2.21,0.24,0.48,6.15,38.01,9.30,5.30,0.00
532,0.74,0.00,3.60,0.53,0.10,0.02,0.01,39.09,1.43,3.60,0.64,1.01,5.90,16.25,26.41,0.65,0.00
533,1.73,0.00,4.43,1.94,0.45,0.12,0.16,15.97,1.15,1.57,0.47,0.79,14.83,36.57,16.33,3.47,0.00
534,1.36,0.00,4.62,2.92,0.51,0.14,0.59,11.76,0.24,3.66,0.75,0.38,36.83,15.29,20.08,0.87,0.00
535,4.54,0.00,8.51,5.52,3.54,1.33,0.07,17.09,1.79,0.08,0.63,3.77,13.59,26.86,1.45,11.22,0.00
536,8.13,0.00,6.28,4.59,2.53,0.88,0.15,9.18,0.23,0.03,2.33,1.95,16.37,43.39,0.33,3.63,0.00
537,13.14,0.00,4.51,0.75,0.25,0.08,0.05,19.23,1.01,0.03,0.78,4.47,14.33,35.45,0.74,5.17,0.00
538,3.18,0.00,3.77,1.61,0.48,0.13,0.03,14.53,0.57,0.08,0.66,3.04,27.54,35.23,2.87,6.28,0.00
539,2.27,0.00,4.15,0.55,0.20,0.05,0.05,17.42,3.03,0.04,2.79,3.88,19.67,33.00,2.94,9.95,0.00
540,11.22,0.00,5.71,3.46,1.11,0.38,1.54,30.40,3.68,2.16,1.48,8.94,3.76,15.20,9.60,1.36,0.00
541,4.73,0.00,4.68,2.04,0.33,0.05,0.11,36.89,9.02,2.11,4.08,13.27,0.69,4.20,15.81,2.01,0.00
542,0.11,0.00,3.78,1.72,0.25,0.05,0.03,11.50,0.10,0.01,0.54,0.63,31.36,49.45,0.17,0.30,0.00
543,2.88,0.00,3.82,1.55,0.35,0.11,0.05,35.47,0.91,0.21,0.76,4.12,17.16,29.33,2.27,1.04,0.00
544,0.13,0.00,4.51,2.69,0.72,0.22,0.07,6.07,0.07,0.00,0.01,11.94,14.53,58.57,0.38,0.10,0.00
545,0.47,0.00,5.48,5.10,1.32,0.53,0.10,7.64,0.15,0.09,0.75,1.19,16.90,57.89,1.26,1.15,0.00
546,3.52,0.00,9.99,11.65,4.80,1.81,0.58,13.03,0.31,1.04,0.55,1.38,10.76,30.77,7.27,2.55,0.00
547,3.51,0.00,4.13,3.95,1.23,0.40,0.22,7.12,0.25,0.22,0.38,0.38,16.04,49.68,3.96,8.53,0.00
548,9.56,0.00,5.19,6.74,3.01,1.08,0.27,5.08,0.06,0.81,0.41,0.55,24.61,33.16,6.15,3.31,0.00
549,0.61,0.00,4.11,3.90,1.09,0.36,0.07,4.42,0.00,0.01,0.01,0.43,3.02,81.53,0.41,0.02,0.00
550,1.58,0.00,7.80,28.86,29.86,18.17,0.77,2.42,0.08,0.17,0.73,1.26,0.89,3.32,3.74,0.35,0.00
551,0.68,0.00,2.37,2.41,0.54,0.16,0.06,3.78,0.15,0.07,0.76,1.88,1.65,77.97,6.60,0.93,0.00
552,1.27,0.00,3.76,3.39,0.64,0.24,0.09,10.63,0.20,0.03,0.09,1.71,1.98,74.77,1.06,0.15,0.00
553,0.61,0.00,10.79,14.33,11.68,4.82,0.44,6.70,0.03,0.65,0.27,3.21,5.03,35.85,3.48,2.12,0.00
554,1.19,0.00,11.33,26.83,11.59,4.82,0.30,7.21,0.09,0.80,0.88,3.19,5.27,23.37,2.83,0.29,0.00
555,0.70,0.00,4.53,3.09,0.79,0.27,0.08,10.30,0.06,0.04,0.09,0.54,8.56,70.30,0.45,0.20,0.00
556,0.91,0.00,6.49,3.17,1.04,0.45,0.11,8.99,0.07,0.05,0.20,0.95,6.63,69.09,1.54,0.30,0.00
557,0.85,0.00,8.61,5.64,2.57,1.08,0.07,11.16,0.12,0.23,0.12,0.94,6.99,61.34,0.18,0.10,0.00
558,1.14,0.00,9.30,5.04,1.90,0.70,0.07,11.40,0.15,0.02,0.00,1.49,10.64,57.89,0.00,0.25,0.00
559,0.75,0.00,6.75,2.97,1.18,0.48,0.14,36.78,1.05,0.18,0.43,1.50,13.69,33.98,0.05,0.07,0.00
560,0.40,0.00,4.08,1.72,0.51,0.21,0.02,3.68,0.01,0.55,0.00,0.73,5.47,82.50,0.04,0.06,0.00
561,0.67,0.00,6.45,2.35,0.75,0.31,0.00,12.78,0.07,0.01,0.04,1.22,9.45,65.75,0.05,0.11,0.00
562,3.38,0.00,6.09,2.33,0.67,0.31,0.11,9.49,0.25,0.01,0.59,0.50,7.21,61.03,6.91,1.12,0.00
563,1.97,0.00,6.95,5.44,1.75,0.85,0.27,11.04,0.44,0.27,0.48,1.30,11.00,47.25,10.56,0.43,0.00
564,1.04,0.00,5.34,1.20,0.18,0.07,0.04,9.80,0.17,0.00,0.34,1.05,3.13,75.94,1.20,0.51,0.00
565,2.71,0.00,7.35,5.90,2.18,0.92,1.17,24.62,4.07,2.27,1.53,6.61,4.11,24.16,10.87,1.55,0.00
566,1.22,0.00,6.06,5.75,1.98,0.75,0.54,14.42,0.44,0.41,0.27,1.56,13.00,44.37,9.06,0.18,0.00
567,1.22,0.00,7.17,5.20,2.01,0.89,0.35,13.50,0.57,0.38,0.18,0.74,17.75,39.80,9.95,0.28,0.00
568,3.28,0.00,10.47,6.38,2.32,0.97,0.53,22.07,0.85,0.84,0.21,1.18,15.90,19.44,14.30,1.26,0.00
569,0.70,0.00,7.91,7.70,6.69,2.85,0.33,6.55,0.05,0.08,0.09,0.97,3.91,59.08,2.40,0.70,0.00
570,0.91,0.00,11.12,11.64,6.97,3.27,0.38,16.64,0.58,0.06,0.11,1.68,4.73,39.33,2.18,0.40,0.00
571,1.15,0.00,5.30,2.36,0.55,0.23,0.44,7.38,0.03,0.00,0.00,0.66,0.86,78.68,1.59,0.75,0.00
572,2.27,0.00,7.01,4.89,1.86,0.87,1.14,6.86,0.07,0.00,0.01,1.37,1.25,66.66,0.16,5.56,0.00
573,0.62,0.00,4.72,4.00,1.11,0.41,0.20,13.81,0.80,0.52,0.56,1.58,10.80,50.16,9.98,0.73,0.00
574,0.27,0.00,1.97,0.42,0.13,0.02,0.03,70.07,7.42,8.71,1.06,0.15,6.83,1.16,1.55,0.21,0.00
575,5.72,0.00,0.52,0.05,0.02,0.00,0.08,59.35,14.79,10.14,3.35,0.12,0.04,0.02,5.06,0.73,0.00
576,3.03,0.00,0.87,0.10,0.02,0.00,0.16,53.59,19.33,4.91,4.58,0.83,1.65,0.44,9.84,0.66,0.00
577,6.97,0.00,2.84,0.61,0.16,0.03,0.27,33.07,32.13,17.02,1.25,0.69,0.48,0.44,3.85,0.20,0.00
578,6.19,0.00,1.57,0.24,0.07,0.02,0.07,47.72,26.40,10.29,1.74,0.30,0.25,0.12,4.47,0.56,0.00
579,2.38,0.00,0.16,0.01,0.00,0.00,0.02,63.93,8.57,1.99,5.10,0.78,1.44,0.30,14.14,1.19,0.00
580,0.73,0.00,1.10,0.24,0.05,0.01,0.07,43.06,13.82,2.92,6.82,2.33,15.11,5.53,7.73,0.49,0.00
581,1.12,0.00,2.69,0.42,0.07,0.01,0.12,49.51,9.28,26.50,1.93,0.22,2.75,0.06,4.57,0.75,0.00
582,1.63,0.00,7.03,3.54,2.46,0.62,0.39,31.30,9.99,5.75,1.88,0.65,19.31,3.11,10.50,1.83,0.00
583,0.73,0.00,2.75,0.76,0.20,0.03,0.11,50.57,10.57,24.97,1.17,0.36,3.86,0.77,2.88,0.25,0.00
584,3.09,0.00,3.98,0.78,0.25,0.04,0.16,58.36,5.47,17.44,0.59,0.15,2.26,0.15,6.74,0.55,0.00
585,2.72,0.00,5.06,1.29,0.53,0.11,0.15,64.87,5.94,6.80,0.87,0.24,5.64,0.46,4.83,0.48,0.00
