uniqid_huc10,coa_wheat_bushels_1969_huc10,coa_wheat_bushels_1974_huc10,coa_wheat_bushels_1978_huc10,coa_wheat_bushels_1982_huc10,coa_wheat_bushels_1987_huc10,coa_wheat_bushels_1992_huc10,coa_wheat_bushels_1997_huc10,coa_wheat_bushels_2002_huc10,coa_wheat_bushels_2007_huc10,coa_wheat_bushels_2012_huc10
3769,48.2,35.6,13.2,49.9,31.9,48.7,107.4,46.2,37.2,103.7
3770,8.5,2.1,11.9,298.3,127.6,118.3,90.8,79.6,253.8,115.1
3771,0.5,0.0,0.5,33.7,33.8,84.9,50.6,109.8,277.0,106.3
3772,17.3,27.4,20.3,523.7,235.6,129.6,239.4,259.3,303.4,174.4
3773,9.9,16.4,53.3,344.7,153.8,109.5,116.5,117.1,129.2,140.4
3774,1.3,0.8,0.8,0.5,0.7,0.6,0.3,0.1,0.1,0.1
3775,3.2,10.7,2.0,48.5,13.7,6.2,4.8,4.1,5.8,6.8
3776,0.7,1.3,0.0,7.1,0.6,5.1,0.0,5.8,5.2,6.5
3777,12.6,32.1,81.1,422.5,281.3,142.8,351.5,192.8,293.5,291.1
3778,101.1,143.1,149.1,1718.5,469.0,357.1,278.2,509.9,489.3,832.5
3779,18.5,27.6,23.1,88.9,28.4,37.2,26.5,18.0,12.9,49.6
3780,0.0,0.0,0.1,0.6,0.2,0.1,0.2,0.2,0.3,0.3
3781,0.3,2.1,1.9,8.7,10.3,6.3,11.0,7.4,11.9,11.3
3782,450.2,569.8,472.1,1109.5,688.4,698.0,692.1,290.0,572.4,619.1
3783,1.4,2.8,2.0,49.4,15.3,2.4,1.6,0.0,0.0,0.1
3784,2.8,3.6,3.4,14.3,5.1,0.0,0.0,3.2,3.2,0.0
3785,2.9,14.8,11.4,214.2,99.7,50.3,47.2,18.4,42.3,91.5
3786,16.6,11.6,3.9,7.2,4.7,5.0,6.3,0.7,0.0,3.1
3787,16.4,36.5,16.3,64.6,45.6,61.4,53.4,0.2,0.2,0.1
3788,5.6,5.0,3.9,80.9,22.6,13.2,5.9,20.4,8.5,27.9
3789,1.4,12.9,1.8,11.8,1.0,0.0,0.0,0.6,1.3,1.6
3790,0.2,1.5,0.3,1.9,1.4,2.4,1.5,2.3,2.3,0.0
3791,3.8,4.6,5.1,72.8,30.5,29.6,37.3,28.1,14.8,16.6
3792,0.0,0.0,0.1,7.1,2.8,0.4,0.7,0.5,0.6,0.8
3793,0.6,1.3,1.0,2.8,1.2,1.2,1.4,2.9,1.5,2.6
3794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3795,1.1,0.7,0.5,0.0,0.2,0.0,0.0,0.0,0.0,5.7
3796,48.1,28.0,28.1,226.2,66.8,78.9,63.8,75.8,84.5,101.9
3797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3798,295.5,404.4,273.3,478.4,287.9,528.3,460.4,481.3,253.0,561.6
3799,0.9,0.0,0.2,1.3,3.5,1.3,2.7,29.2,29.2,0.7
3800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3801,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0
3802,72.4,50.3,29.0,24.4,19.3,14.4,10.0,4.5,4.5,40.3
3803,79.0,78.6,85.0,726.1,357.9,227.5,383.3,345.3,554.7,1313.6
3804,133.3,54.8,67.5,605.3,209.1,357.1,276.6,317.8,272.3,228.9
3805,21.1,40.4,22.4,81.6,33.6,33.6,34.3,4.4,2.9,8.7
3806,17.0,15.5,41.9,128.7,55.6,43.2,39.8,75.9,91.1,121.1
3807,13.9,12.7,5.4,3.5,4.1,1.9,10.0,12.0,6.3,8.4
3808,58.0,65.2,19.2,189.1,121.8,241.5,198.3,167.6,319.5,545.3
3809,4.5,5.5,1.9,9.4,5.3,1.7,1.2,0.6,0.1,0.6
3810,87.9,104.1,43.3,108.6,71.5,100.7,87.1,23.9,11.5,40.4
3811,58.6,118.0,42.1,154.7,116.4,72.2,72.3,69.1,123.2,314.7
3812,11.3,8.7,74.4,299.2,222.2,122.0,276.4,92.9,141.3,195.9
3813,0.5,1.8,1.8,106.7,41.4,69.3,36.2,27.2,92.4,134.0
3814,0.7,0.9,1.1,11.5,4.6,3.5,2.7,2.4,2.4,15.3
3815,6.1,7.1,5.9,110.7,19.3,21.5,26.2,22.8,85.6,108.8
3816,8.3,16.7,22.6,50.2,52.1,25.6,31.3,11.1,5.8,14.6
3817,353.7,422.3,228.1,671.0,225.6,990.6,913.4,800.0,406.9,1062.6
3818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3819,27.0,57.8,44.2,126.8,52.6,98.9,114.4,107.5,54.9,107.8
3820,81.0,156.3,81.1,167.2,89.9,131.3,271.0,153.6,148.7,208.8
3821,0.4,0.5,0.1,0.7,1.1,0.3,0.1,0.7,0.7,0.7
3822,0.9,4.5,1.1,2.1,1.3,0.0,4.0,1.3,1.3,2.0
3823,3.7,2.8,16.2,18.9,16.8,19.1,7.4,11.7,2.3,15.0
3824,163.0,163.3,158.9,638.5,243.7,228.2,247.2,246.4,206.8,199.6
3825,0.0,0.0,1.9,5.8,3.0,0.0,0.0,3.0,3.0,3.4
3826,10.8,8.0,8.9,24.2,11.6,2.9,5.7,4.0,2.7,2.6
3827,163.4,251.1,120.9,268.8,195.4,267.8,244.9,167.5,214.7,351.4
3828,25.5,76.0,41.1,476.7,99.5,101.8,82.1,13.1,27.6,48.6
3829,199.3,371.2,251.7,604.6,301.7,324.9,353.7,387.0,202.4,307.9
3830,385.7,463.6,573.9,1380.3,798.0,690.1,634.7,571.9,253.9,339.7
3831,0.2,0.0,0.0,26.7,43.4,16.8,0.0,0.0,14.5,4.0
3832,1.5,1.4,16.7,458.0,58.6,27.2,3.1,17.7,82.0,51.0
3833,0.4,1.4,0.5,1.0,0.6,0.6,0.0,0.8,0.0,0.5
3834,22.0,6.1,23.3,98.9,54.1,40.2,16.3,19.1,26.8,142.5
3835,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3
3836,0.9,0.0,0.0,1.0,1.2,0.5,0.0,0.0,0.3,0.4
3837,7.5,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0
3838,19.2,69.8,2.3,713.5,113.3,175.1,39.5,34.0,74.7,141.6
3839,1.0,0.4,0.1,3.2,1.4,0.4,0.5,0.2,0.2,0.7
3840,115.5,107.0,81.3,200.7,132.4,89.7,151.3,114.9,96.1,84.6
3841,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.1
3842,72.9,55.0,34.6,530.1,234.6,276.8,373.2,147.8,112.7,188.4
3843,1.8,2.5,1.7,152.6,30.8,14.8,0.0,18.5,77.4,22.3
3844,54.4,66.5,34.6,94.0,66.4,146.0,125.4,51.5,56.8,206.4
3845,8.0,8.2,3.1,48.4,90.4,213.1,179.4,253.1,261.8,286.9
3846,7.9,4.0,3.7,24.0,8.1,12.0,17.3,7.3,7.5,31.7
3847,3.1,10.4,9.6,251.7,45.4,60.1,34.9,15.3,28.6,50.9
3848,15.5,10.0,6.5,239.7,145.7,94.4,83.5,62.6,26.9,35.0
3849,15.8,40.0,42.0,246.6,88.7,55.1,59.0,36.6,25.8,63.0
3850,13.2,14.2,16.6,146.1,41.3,35.6,32.6,39.0,83.5,150.6
3851,6.5,8.8,10.1,171.3,62.2,122.7,119.4,57.1,39.3,86.3
3852,74.3,74.4,31.3,437.6,261.4,398.1,852.0,342.5,399.4,1166.6
3853,573.0,973.3,1075.1,2112.9,1509.2,1652.0,2113.1,2073.9,1838.5,2119.0
3854,50.5,53.1,48.7,439.5,183.0,130.0,191.8,202.6,301.2,671.8
3855,0.2,0.0,0.2,5.4,4.0,4.0,1.7,5.9,15.5,14.2
3856,9.6,5.7,3.6,40.5,18.2,8.6,3.3,2.3,2.3,38.3
3857,0.5,0.5,1.4,2.2,1.1,0.6,1.1,1.3,0.4,0.9
3858,76.5,53.5,28.1,492.9,227.9,247.0,122.7,149.4,216.9,104.7
3859,57.4,77.6,119.3,1061.5,340.6,349.7,347.7,219.5,233.7,293.9
3860,205.7,201.1,101.1,222.6,61.8,424.4,361.6,381.6,210.8,378.9
3861,2.8,1.8,4.2,86.2,15.6,10.6,185.0,135.1,332.9,545.9
3862,133.8,166.2,90.5,264.8,115.5,116.2,97.6,59.3,69.3,90.5
3863,224.4,321.3,237.5,757.3,447.8,406.4,406.9,293.9,198.2,227.3
3864,1.7,1.6,0.0,0.0,0.0,1.0,0.0,4.5,4.5,6.9
3865,11.4,7.1,8.3,126.7,18.9,10.4,7.1,7.6,7.1,29.7
3866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3867,13.7,19.0,6.6,8.7,3.6,3.3,25.0,7.8,7.8,6.9
3868,104.1,193.4,110.0,329.8,239.5,217.3,253.1,112.1,134.2,212.2
3869,235.3,252.1,106.2,538.0,382.8,737.7,654.6,198.7,355.3,625.5
3870,40.7,58.4,72.4,1324.4,572.0,549.1,612.1,344.6,499.6,592.3
3871,48.8,64.3,67.8,70.8,37.9,74.0,71.4,56.4,44.3,100.0
3872,0.3,0.3,3.7,109.5,15.3,0.0,0.0,0.0,9.5,20.1
3873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3876,26.1,30.6,9.6,26.9,16.0,21.8,18.1,26.6,28.7,19.5
3877,9.3,2.3,0.8,0.1,0.9,0.0,0.0,0.9,0.0,0.9
3878,13.6,8.9,4.1,118.2,71.3,126.9,379.5,90.5,101.5,405.7
3879,0.3,0.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
3880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3881,8.4,10.8,5.9,25.3,7.4,12.0,14.6,7.1,5.2,11.2
3882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3883,3.2,1.2,0.5,69.5,15.2,18.2,4.5,18.4,146.5,104.7
3884,0.5,0.4,0.2,19.2,2.2,1.3,0.0,2.3,0.0,1.5
3885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3887,110.7,69.9,59.6,160.8,29.9,84.2,70.1,77.2,13.1,65.3
3888,56.8,88.9,50.3,362.3,191.0,197.0,284.3,136.8,103.2,126.6
3889,11.4,21.1,54.4,904.4,337.8,312.8,389.3,233.1,373.5,429.9
3890,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3891,7.2,14.1,3.9,194.6,99.0,132.8,229.1,44.0,44.3,139.7
3892,2.6,5.5,1.8,21.8,8.7,0.0,0.0,2.7,12.0,0.1
3893,11.8,13.8,10.9,293.9,88.8,50.4,45.8,24.4,57.9,98.9
3894,52.5,65.6,27.6,28.6,50.6,74.9,98.1,40.2,64.8,96.4
3895,0.5,0.8,0.0,4.8,3.1,13.0,0.0,0.4,0.4,0.4
3896,50.0,31.5,13.2,375.0,186.9,179.4,174.5,53.9,43.5,53.3
3897,30.6,33.5,20.7,352.9,228.6,589.1,642.3,390.9,339.0,900.4
3898,3.5,9.0,7.4,154.6,16.8,16.7,16.7,11.0,11.0,11.2
3899,196.9,142.9,118.6,305.3,54.1,231.0,222.6,207.0,52.1,202.9
3900,2.8,2.9,5.6,10.4,10.5,1.5,2.0,3.8,1.1,1.5
3901,119.1,104.5,57.2,187.8,133.8,264.0,168.5,90.9,189.6,411.9
3902,11.4,1.7,1.7,211.7,38.2,28.5,14.0,20.9,107.7,109.4
3903,2.5,1.5,2.0,23.3,5.3,3.3,4.8,4.2,4.2,16.0
3904,36.6,37.7,16.9,130.9,84.9,146.5,170.7,75.6,50.8,200.2
3905,0.7,0.0,3.6,60.0,23.4,7.0,10.9,15.7,16.2,20.9
3906,113.2,157.1,70.7,173.0,128.9,171.2,153.0,83.7,59.5,148.6
3907,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3908,0.0,0.0,0.0,0.2,1.4,0.0,0.0,0.0,0.0,0.0
3909,4.7,10.1,18.4,225.8,74.6,29.4,20.2,31.6,52.0,100.6
3910,3.9,11.5,9.3,80.6,43.5,27.9,36.1,21.7,7.6,5.4
3911,34.4,50.6,35.6,82.3,53.9,20.8,20.8,24.8,8.2,18.9
3912,340.2,497.5,310.8,1604.2,830.6,861.1,965.6,842.6,637.1,803.4
3913,78.3,12.8,17.2,121.8,22.8,4.2,3.7,2.8,2.8,10.1
3914,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3915,10.9,19.7,19.0,52.6,35.8,44.6,40.1,7.9,5.5,34.8
3916,2.2,0.0,0.0,5.9,10.0,1.1,0.0,7.1,8.4,1.5
3917,282.7,526.0,414.6,483.8,126.7,722.9,614.3,483.6,369.4,705.9
3918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3919,35.7,61.2,40.5,265.5,145.3,154.2,198.5,122.2,76.2,123.7
3920,170.6,178.5,80.5,502.7,368.9,736.4,744.9,319.5,379.1,1000.7
3921,13.5,61.3,35.1,81.2,52.2,31.7,39.8,24.3,25.6,46.1
3922,6.4,22.8,20.6,91.0,31.6,25.1,34.8,34.1,21.8,20.8
3923,23.5,45.1,55.4,122.2,44.7,38.9,53.7,72.7,54.0,52.8
3924,129.2,272.9,145.1,364.5,300.7,388.5,679.1,671.8,140.1,785.0
3925,1.5,4.1,10.6,331.7,44.0,25.2,7.4,22.5,48.8,63.6
3926,1.0,1.5,3.4,13.7,8.5,1.8,13.0,3.7,3.7,2.3
3927,2.1,6.2,2.3,5.4,7.6,6.8,7.3,0.8,0.8,9.0
3928,0.4,0.4,0.3,0.1,0.0,0.0,0.0,0.2,0.0,0.0
3929,16.1,13.0,12.7,308.0,147.7,86.1,88.5,92.1,64.6,36.7
3930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3931,0.7,0.6,1.6,19.5,5.8,1.2,4.0,5.3,5.7,8.9
3932,702.7,871.5,1004.2,2332.1,1563.5,1461.2,1004.2,968.4,641.0,738.3
3933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3934,6.5,11.6,9.9,239.1,61.3,43.5,36.5,16.6,45.1,63.4
3935,22.9,11.3,9.7,82.0,35.8,72.1,233.9,71.6,115.5,302.6
3936,47.2,25.4,118.5,205.2,131.9,63.7,243.2,149.2,127.9,221.2
3937,57.5,14.1,43.1,127.7,37.8,2.2,0.9,0.9,0.9,51.5
3938,10.8,9.2,8.5,33.4,22.2,3.0,3.9,5.3,5.3,5.1
3939,75.0,164.2,56.7,257.5,190.8,191.9,267.5,97.6,95.5,329.3
3940,8.4,6.1,2.2,9.9,7.4,6.1,2.7,1.8,1.0,2.0
3941,92.2,123.9,45.9,126.7,83.7,107.4,101.0,68.0,65.8,138.3
3942,0.3,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0
3943,9.9,14.1,12.3,38.0,87.0,48.8,21.8,22.7,22.5,47.6
3944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3945,935.8,636.2,580.3,1550.3,177.0,1675.7,1644.6,1347.0,239.3,1984.2
3946,9.9,19.8,10.1,238.9,53.9,25.7,16.5,8.8,17.5,39.5
3947,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3948,0.0,0.0,0.0,5.9,7.6,4.6,0.0,0.0,0.0,0.0
3949,94.2,111.7,58.2,383.0,256.0,480.4,554.9,287.7,286.9,928.9
3950,2.9,7.2,3.2,8.3,4.4,6.9,5.4,6.5,10.0,13.8
3951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3952,2.3,1.3,4.7,11.3,34.9,27.1,5.6,28.3,26.6,12.8
3953,2.0,5.7,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0
3954,4.0,4.2,2.3,2.7,0.7,0.6,0.0,0.9,0.1,2.1
3955,78.6,106.6,46.7,93.7,54.1,66.9,75.0,63.1,101.3,92.8
3956,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3957,1.3,1.9,0.5,13.1,5.1,3.1,0.0,0.0,3.8,7.5
3958,276.3,464.2,409.7,1787.6,1039.1,1089.9,1163.4,1125.1,718.2,1014.3
3959,3.0,3.7,2.5,12.1,5.5,2.6,3.2,0.1,0.0,0.3
3960,672.4,1186.2,1041.0,1325.4,505.4,1732.1,1651.3,1392.6,1067.3,2121.7
3961,5.0,5.7,3.5,258.7,220.6,316.5,475.1,370.0,321.3,172.9
3962,10.6,7.0,9.4,17.2,6.9,2.8,2.3,5.5,2.1,2.3
3963,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3964,45.1,79.2,33.3,156.5,57.7,55.1,56.5,76.8,47.4,190.0
3965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3966,15.7,7.4,28.8,75.1,25.2,17.4,6.4,4.3,19.2,10.6
3967,22.2,32.0,17.2,34.4,12.0,15.6,26.7,15.0,5.9,37.8
3968,14.3,23.9,24.2,63.4,43.5,53.2,47.9,8.8,6.1,37.9
3969,17.7,45.4,7.7,78.8,50.3,65.8,85.5,77.6,56.0,180.5
3970,91.4,56.9,59.1,1266.7,509.9,429.2,595.3,575.7,896.4,382.8
3971,4.6,8.4,8.8,73.8,21.3,10.8,14.4,14.3,14.3,13.7
3972,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3973,1.6,25.5,8.0,29.7,20.9,29.9,11.7,6.0,1.4,1.9
3974,11.9,2.1,18.3,379.9,188.1,185.2,104.9,93.1,132.9,194.9
3975,0.9,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0
3976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3977,277.6,290.7,137.8,392.9,109.3,229.1,180.0,115.8,18.0,143.9
3978,0.6,0.0,0.2,20.1,6.8,0.2,0.0,4.8,0.2,0.2
3979,0.2,1.2,0.2,78.6,8.6,0.0,0.0,0.0,16.4,22.8
3980,15.4,29.5,45.7,388.0,139.2,151.5,165.0,118.0,78.4,103.2
3981,2.7,24.1,5.2,101.6,29.9,0.0,0.0,0.5,39.7,3.5
3982,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3983,0.4,0.0,0.0,1.9,2.1,0.2,0.0,0.0,1.6,0.2
3984,1.2,2.0,2.6,148.0,81.4,147.5,69.8,72.0,303.6,248.0
3985,4.8,7.0,29.6,75.4,19.6,21.3,2.8,0.9,17.9,1.3
3986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3987,4.7,7.4,12.9,105.4,28.5,22.3,16.4,23.7,19.1,33.2
3988,4.8,8.4,8.0,62.1,32.6,18.0,15.4,19.8,4.7,25.5
3989,43.0,84.1,61.3,163.8,57.5,78.4,27.7,28.6,20.2,20.5
3990,22.0,33.4,19.0,61.9,28.4,41.6,50.2,48.8,25.9,92.0
3991,16.6,11.5,3.9,7.4,4.9,4.9,6.2,0.5,0.0,2.7
3992,73.2,65.7,38.8,380.3,164.6,195.3,247.3,88.5,57.5,94.8
3993,0.5,2.3,2.3,25.4,16.9,16.9,0.0,16.9,16.9,14.7
3994,7.1,13.7,2.3,60.1,11.1,0.6,0.0,1.2,0.0,23.4
3995,19.0,20.5,8.4,368.9,153.2,214.1,102.9,71.2,84.7,121.8
3996,11.3,3.8,6.0,48.7,31.9,41.1,71.9,35.1,69.3,330.9
3997,4.4,9.2,19.0,73.6,22.3,15.1,23.4,24.7,21.7,28.3
3998,0.0,0.0,0.0,1.0,0.2,0.0,0.4,0.0,0.2,0.1
3999,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1
4000,22.6,41.3,59.6,507.2,187.4,209.9,214.2,132.7,91.5,134.8
4001,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4002,3.7,3.7,0.0,30.5,10.7,5.2,0.0,0.0,0.0,0.0
4003,0.1,0.1,0.0,0.8,0.3,0.4,0.5,0.5,0.5,0.5
4004,10.8,6.0,2.0,1.1,1.2,1.3,0.2,1.1,0.1,3.2
4005,30.4,39.0,23.4,115.9,98.3,63.5,114.0,85.3,77.2,143.6
4006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4007,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4008,49.3,63.8,25.1,48.1,43.0,45.8,61.4,15.2,20.6,45.8
4009,6.9,11.6,3.6,4.4,3.3,4.8,7.5,3.1,7.0,7.0
4010,22.2,18.1,4.1,51.5,15.9,28.2,25.0,26.4,15.5,15.0
4011,5.3,4.9,19.3,52.1,9.4,14.8,10.6,1.4,1.4,3.2
4012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4013,379.2,677.6,535.7,577.4,139.8,952.7,685.3,538.2,407.2,736.0
4014,18.2,28.8,27.0,163.0,70.9,84.4,72.1,45.5,38.1,49.8
4015,13.4,16.2,14.1,31.1,11.7,16.5,12.4,5.4,2.4,7.0
4016,43.7,53.1,119.2,937.9,550.6,862.7,1103.8,467.8,721.8,601.2
4017,5.5,12.2,5.4,19.9,14.4,16.7,14.5,1.7,0.8,2.0
4018,3.2,2.5,2.0,9.9,4.3,9.2,18.7,18.3,18.3,3.0
4019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4021,2.5,0.9,4.6,293.8,47.5,7.9,82.8,286.7,828.5,832.6
4022,0.0,0.0,0.0,1.6,0.3,0.3,0.4,0.1,0.4,0.9
4023,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4024,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
4025,0.7,0.3,0.4,43.4,8.6,4.5,3.5,5.6,6.6,15.4
4026,58.0,52.2,22.0,327.0,226.5,408.5,648.2,222.5,459.2,742.7
4027,14.8,23.8,56.6,516.0,125.8,62.8,115.0,45.5,377.5,571.9
4028,0.2,1.3,0.9,2.0,1.8,0.0,0.0,0.7,0.0,0.8
4029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4030,1.7,2.1,2.3,8.9,4.1,3.7,4.6,3.9,1.2,2.6
4031,14.5,10.9,10.3,52.9,23.8,31.5,39.2,35.6,22.2,49.0
4032,16.4,12.8,11.9,46.1,22.6,9.7,15.8,7.4,16.6,22.5
4033,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4034,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4035,28.8,28.5,15.0,151.1,91.8,97.5,90.1,79.1,106.3,304.1
4036,16.1,8.9,7.5,30.7,63.5,50.0,0.0,0.0,0.0,44.3
4037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4038,4.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4039,82.8,1.9,1.9,50.6,55.7,42.9,0.0,0.0,42.7,0.0
4040,2.0,5.6,3.1,31.3,6.5,1.6,6.0,8.0,8.0,6.9
4041,10.8,10.7,10.7,365.5,119.9,69.2,75.4,111.8,213.5,380.8
4042,8.7,19.8,17.6,31.7,33.0,17.1,14.2,10.2,7.4,15.6
4043,0.2,2.8,4.8,32.8,21.3,12.3,0.6,4.1,4.0,0.0
4044,2.6,2.8,2.2,7.4,6.3,1.8,1.7,6.3,0.8,0.3
4045,53.9,90.5,42.6,580.2,325.2,518.0,960.2,331.9,300.2,687.3
4046,3.0,4.1,4.8,95.3,34.7,68.9,67.1,35.5,24.5,55.0
4047,4.4,7.6,5.1,59.4,23.9,15.1,17.5,2.6,1.2,8.4
4048,0.9,1.0,0.0,0.0,0.0,0.1,2.6,1.2,1.1,1.0
4049,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
4050,6.9,11.5,7.7,25.8,11.6,6.7,1.7,7.4,7.6,22.5
4051,24.3,57.8,39.9,427.8,238.1,247.6,306.1,375.6,155.7,151.6
4052,11.0,13.8,3.0,28.0,13.2,31.3,11.2,15.4,14.1,25.4
4053,17.3,9.1,7.7,30.5,63.0,53.4,0.0,0.1,0.0,46.4
4054,10.6,9.0,4.6,65.0,19.4,14.2,13.8,12.6,22.0,48.3
4055,1.4,2.7,0.0,0.0,0.0,0.9,0.0,1.5,0.0,0.0
4056,0.5,0.9,0.5,20.2,9.6,1.6,2.7,0.3,0.2,0.2
4057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4058,1.0,2.3,2.6,35.3,18.6,16.5,10.4,11.3,11.3,58.5
4059,21.6,29.5,27.6,38.3,41.4,22.8,17.8,12.2,9.5,20.4
4060,0.0,0.8,0.8,0.8,56.8,56.9,0.0,57.0,57.0,0.0
4061,19.0,33.3,14.8,253.4,41.0,34.9,39.3,15.7,13.3,11.9
4062,17.3,25.7,16.2,114.2,38.4,66.5,62.8,29.0,28.7,92.9
4063,3.8,3.6,4.4,53.2,19.4,13.4,12.1,11.5,11.5,55.7
4064,0.0,0.0,0.0,5.8,1.6,1.5,0.0,0.0,1.5,1.5
4065,0.1,0.0,0.1,32.9,5.6,0.1,0.0,0.0,5.1,5.2
4066,0.4,0.6,3.1,87.3,17.8,2.3,0.0,0.0,2.3,4.1
4067,12.8,12.6,11.4,176.0,47.8,33.9,32.1,38.4,36.1,96.9
4068,21.6,17.8,6.6,174.4,63.0,109.6,127.1,26.6,4.6,141.2
4069,5.7,6.9,6.9,38.0,6.8,36.5,75.2,2.7,2.7,141.2
4070,4.5,42.8,9.2,163.9,47.8,0.0,0.0,0.0,87.3,10.4
4071,42.3,54.7,18.0,24.0,19.8,28.5,35.7,22.2,18.1,43.7
4072,139.6,263.3,154.3,195.7,59.0,368.3,323.8,240.7,231.0,367.8
4073,445.4,113.0,135.7,350.2,475.5,305.2,157.8,189.1,245.4,458.6
4074,391.5,611.4,562.4,1407.6,825.7,750.7,892.6,646.2,627.9,577.4
4075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4076,1.1,3.7,2.4,50.9,21.0,13.7,5.8,8.1,14.6,44.1
4077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4078,0.7,0.8,0.9,13.9,6.5,3.3,2.4,0.7,0.7,0.7
4079,1.0,1.0,1.4,58.8,16.0,9.5,12.6,22.9,27.2,49.8
4080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4081,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4082,57.2,74.7,47.5,73.8,53.5,73.8,62.2,39.4,28.0,40.5
4083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4084,523.5,808.5,665.2,1318.9,1015.8,923.0,1024.7,436.5,824.5,679.6
4085,3.9,5.6,2.5,5.3,5.7,6.2,9.1,13.7,15.6,31.2
4086,103.7,156.4,74.2,210.1,82.9,159.3,159.4,91.9,50.2,150.5
4087,25.9,36.3,26.3,76.9,21.2,22.1,22.5,21.3,19.6,18.2
4088,1.2,2.1,3.9,42.7,15.5,8.1,1.9,9.7,4.7,4.3
