uniqid_huc10,coa_wheat_bushels_1969_huc10,coa_wheat_bushels_1974_huc10,coa_wheat_bushels_1978_huc10,coa_wheat_bushels_1982_huc10,coa_wheat_bushels_1987_huc10,coa_wheat_bushels_1992_huc10,coa_wheat_bushels_1997_huc10,coa_wheat_bushels_2002_huc10,coa_wheat_bushels_2007_huc10,coa_wheat_bushels_2012_huc10
1,5.2,11.9,3.0,2.9,0.4,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,26.7,31.4,56.4,189.1,67.8,92.4,102.5,64.5,124.8,65.2
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1040.7,1874.6,1501.9,1993.2,1920.7,2393.6,2271.6,749.2,2733.9,1991.1
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,51.2,38.5,16.8,284.6,93.3,121.0,168.6,153.4,208.2,156.5
8,125.3,102.9,168.0,344.8,331.4,385.0,298.6,287.2,534.7,261.1
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1.6,1.0,1.0,1.1,1.0,1.2,5.5,5.9,5.9,0.3
14,10.4,40.0,27.9,36.7,21.6,37.3,25.8,13.9,10.6,9.8
15,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.1,0.0
16,2972.7,3510.6,3563.2,4141.6,2341.7,3127.7,4759.0,2852.9,893.5,3021.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,689.1,649.9,648.2,1231.7,1225.3,1164.4,1342.1,507.1,1743.0,421.5
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.5,8.8,5.3,57.6,4.7,9.1,2.3,7.6,0.3,5.9
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2122.3,2136.5,1449.6,2743.0,2111.6,1844.3,2085.6,966.6,2111.5,1700.6
24,104.3,365.7,199.6,333.1,271.8,189.0,282.6,148.8,182.0,251.3
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,10.6,26.1,27.1,25.5,29.8,30.6,30.1,9.4,45.6,37.3
27,0.1,0.4,0.5,0.7,0.3,0.3,0.4,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
29,383.1,330.2,542.5,719.8,892.5,1050.0,877.0,238.8,654.1,123.4
30,641.0,753.4,654.0,961.8,647.6,773.0,991.1,368.2,287.3,766.9
31,2.3,12.6,14.7,23.5,9.1,7.9,12.4,7.5,6.7,15.2
32,4.8,10.2,7.3,25.2,10.6,9.4,17.3,14.2,15.8,13.9
33,28.6,25.6,45.2,24.5,31.5,0.0,0.0,30.2,30.2,16.9
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1.3,1.3,1.3,1.3,0.9,0.0,0.0,0.0,1.1,5.0
36,50.3,30.4,18.5,114.1,142.9,134.4,162.2,56.2,41.4,89.6
37,17.1,17.7,6.5,10.6,0.7,0.0,0.0,0.0,0.0,0.5
38,1629.7,1949.7,1625.6,2358.2,1602.3,1814.2,2233.6,909.2,681.4,1829.3
39,18.1,19.0,14.7,20.6,10.2,18.1,14.1,10.5,10.4,16.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1038.5,1488.7,1170.9,1780.9,886.5,1733.5,1401.5,1028.1,923.1,1490.8
42,481.2,412.0,259.0,930.1,793.3,922.4,978.0,710.4,934.0,1003.4
43,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1.4,2.9,2.1,9.1,3.9,3.4,6.2,5.5,6.0,5.3
46,1660.1,1994.5,1966.1,2808.8,1850.2,2016.0,3002.8,855.4,715.4,1919.1
47,5.0,11.3,11.6,11.4,10.5,6.8,14.4,2.8,1.6,1.2
48,0.5,1.0,0.7,2.3,1.0,0.8,1.5,1.0,1.1,1.1
49,18.2,45.4,10.8,49.3,62.9,25.3,13.1,30.7,5.0,33.6
50,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.5,0.5,0.4
51,25.4,89.1,48.6,81.2,66.2,44.7,66.8,35.6,43.6,60.0
52,2346.8,2438.8,2205.0,2637.5,1977.6,2451.3,3841.4,2039.1,1055.6,3052.6
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,2.9,6.3,4.4,15.4,6.5,6.0,11.1,8.3,9.1,7.8
55,0.6,1.2,0.8,2.8,1.2,1.1,1.9,1.5,1.6,1.2
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1.0,0.9,0.4,0.7,0.3,1.5,0.8,1.0,1.0,0.6
58,10.4,17.4,12.1,20.7,15.4,22.5,39.2,29.3,17.8,48.6
59,32.0,23.8,23.6,219.3,89.4,99.5,116.3,114.0,140.3,133.5
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,11.3,50.1,41.1,35.3,38.3,60.2,37.3,21.0,42.5,106.9
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.6,1.1,2.7,4.3,2.2,3.4,5.2,5.9,5.9,6.9
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,1.9,1.2,1.1,0.4,0.5,0.0,0.0,0.0,0.6,0.0
66,0.5,10.0,10.0,20.5,4.5,2.4,0.0,0.0,2.3,2.2
67,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0
68,0.4,0.5,0.4,0.4,1.1,0.2,0.2,0.5,1.1,0.2
69,0.3,1.1,1.2,1.8,0.9,0.6,0.8,0.8,0.8,0.2
70,592.5,467.9,402.1,721.7,761.3,948.6,666.5,277.1,919.1,550.9
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,4.2,6.6,4.8,4.7,1.0,0.0,0.0,0.0,0.0,0.0
73,4.7,44.5,14.7,38.0,65.0,30.2,28.9,6.8,14.6,15.8
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,2076.6,2492.6,2100.1,2974.9,2007.4,2330.7,2768.0,1469.0,1114.5,2390.4
76,28.1,42.4,33.0,55.2,14.2,14.9,22.7,5.6,5.4,33.0
77,13.5,30.9,7.7,15.5,2.2,2.3,0.0,1.6,1.6,0.0
78,629.9,1275.8,937.9,1227.4,1172.4,1066.8,1456.6,376.2,2060.9,1012.8
79,1.8,3.9,2.8,10.7,4.5,4.5,8.2,6.1,6.8,6.3
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,1097.4,1327.7,1276.6,1755.2,1015.7,1407.6,2106.9,1213.6,351.0,1445.1
82,2721.7,3327.8,2983.2,3881.5,2404.9,3288.1,5551.2,2783.7,669.7,3868.9
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,3.5,9.8,8.0,7.4,9.3,2.2,8.8,8.0,8.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,271.9,125.6,208.9,699.3,545.6,587.9,779.3,670.9,681.9,986.6
87,607.8,643.5,399.8,1267.4,950.8,1182.9,1187.1,396.9,766.3,1021.0
88,145.2,152.7,68.6,342.1,316.0,400.0,382.4,225.7,240.5,322.3
89,4.7,2.7,0.0,0.0,0.0,1.3,0.0,1.3,0.0,1.3
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,282.0,375.4,197.7,493.4,400.0,319.1,381.3,112.1,187.8,241.2
93,11.8,45.4,31.6,56.4,33.2,24.3,16.8,6.5,5.0,2.4
94,414.3,335.8,148.4,421.6,282.6,367.3,316.2,179.6,568.0,144.1
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,114.0,122.0,263.0,498.8,323.2,384.6,211.1,126.4,82.3,170.5
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,3.4,8.6,3.1,6.7,5.1,7.2,2.1,7.9,1.6,2.2
99,583.6,495.8,1031.4,927.4,1119.6,1020.0,852.6,1148.0,628.3,1473.5
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,28.1,98.7,53.8,82.6,67.4,42.5,63.6,31.5,38.5,54.3
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,21.4,49.4,12.4,29.6,4.1,6.8,0.0,6.0,6.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,24.2,78.8,8.2,30.3,69.2,69.4,67.5,34.2,212.2,100.2
107,35.5,26.0,17.8,35.8,29.2,38.4,37.1,17.0,58.6,39.5
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,133.2,285.2,200.7,645.1,274.6,265.2,488.7,369.1,407.5,382.5
112,2.4,2.8,0.5,1.0,2.8,0.0,1.9,1.6,3.5,3.1
113,2.5,3.8,2.9,5.2,1.3,1.6,2.5,0.6,0.6,4.8
114,54.6,21.9,0.0,0.0,0.0,0.0,0.0,8.9,9.8,8.6
115,22.0,8.8,0.0,0.0,0.0,0.0,0.0,4.4,4.8,5.2
116,0.4,0.5,1.0,6.7,9.2,8.6,22.0,9.6,47.4,21.4
117,9.8,18.0,18.4,48.1,34.5,34.1,21.0,18.2,11.8,9.1
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
119,0.1,0.1,0.1,1.0,0.4,0.5,0.5,0.3,0.1,0.4
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,119.6,74.3,97.5,347.9,260.5,266.9,369.2,351.8,406.3,500.7
125,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.9,1.0,2.2
126,0.2,0.4,0.3,1.8,0.8,0.3,0.5,2.2,2.4,2.3
127,160.3,139.8,60.7,178.8,88.3,168.6,132.5,106.3,310.2,106.0
128,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.3,0.3,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,1.0,0.2,0.2,0.3,2.2,0.0,0.0,0.0,0.0,0.2
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,1.6,1.6,1.6,0.7,5.2,5.9,0.0,6.0,0.0,3.3
133,139.2,312.7,207.0,712.2,322.8,296.2,548.5,414.0,451.8,445.2
134,259.8,553.3,392.0,1234.6,521.8,507.4,934.6,697.9,771.5,709.0
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,961.8,1243.0,1261.5,1552.9,1300.4,1879.9,2530.1,1809.9,708.8,2205.6
137,235.2,349.0,255.9,412.4,260.8,400.7,291.4,162.0,179.2,303.8
138,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.3,0.3,0.2,0.1,0.6,0.7,0.0,0.6,0.0,0.9
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,445.4,2426.8,2837.3,4408.0,1706.5,1692.2,2666.1,1637.3,1465.3,2983.7
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.3,0.8,0.1,0.1,0.1,0.1,0.0,0.5,0.5,0.3
146,350.3,295.8,500.4,647.8,828.1,1033.6,865.9,209.5,635.8,113.4
147,3.9,3.2,4.3,4.8,3.1,1.4,0.6,0.3,0.4,0.3
148,0.1,0.2,0.4,0.6,0.3,0.2,0.3,0.3,0.3,0.3
149,38.6,154.7,117.6,156.1,84.5,138.3,108.1,64.0,51.2,59.3
150,1586.4,1588.3,1690.3,2206.4,1615.3,2011.5,1840.4,1647.4,1807.6,2313.3
151,77.4,116.2,211.1,694.6,544.1,378.7,744.1,677.5,541.2,1229.4
152,0.7,0.5,0.8,2.5,2.7,2.7,3.1,5.2,5.9,2.1
153,0.2,0.9,0.9,0.1,0.1,0.8,0.3,0.1,0.1,0.2
154,18.8,21.1,62.5,263.9,120.1,49.9,116.1,74.8,90.7,242.6
155,2262.9,1953.7,1781.1,2460.4,2045.4,1237.8,2598.6,1504.9,2128.2,2199.0
156,33.4,62.1,31.1,40.6,61.1,23.6,16.9,4.9,19.0,7.9
157,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
158,5.5,7.7,7.6,12.2,5.8,8.3,0.5,9.0,8.3,8.2
159,1.2,8.6,0.0,8.5,8.5,11.5,0.0,0.0,9.2,5.2
160,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0
161,11.7,16.5,18.2,40.1,27.1,24.6,26.8,23.8,15.4,56.4
162,486.0,385.3,293.6,581.7,510.7,440.4,385.0,132.1,537.7,341.8
163,2293.7,2217.5,2004.8,2660.4,1975.1,1621.0,2697.6,1821.1,1754.7,3321.8
164,1.1,34.8,139.3,75.9,80.8,193.3,311.2,536.3,881.3,535.0
165,0.5,1.5,0.0,1.1,1.8,0.0,0.0,0.0,1.8,1.8
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,5.2,0.5,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0
169,1472.2,2193.4,1473.5,2430.3,1480.1,2372.5,1716.4,1486.3,1722.7,2244.3
170,8.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,159.3,158.3,127.2,290.1,184.6,345.9,319.0,74.0,187.5,348.1
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,3.2,2.2,1.2,6.2,1.2,1.0,0.0,0.0,4.7,4.5
174,15.5,7.1,2.0,8.2,15.2,12.2,36.6,28.1,31.8,19.6
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,32.2,173.6,101.6,181.7,93.1,67.5,149.8,167.6,119.3,113.3
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,248.1,199.9,143.1,309.9,242.0,311.1,277.1,174.7,301.1,263.1
180,115.8,228.4,220.2,286.1,239.4,280.3,505.9,434.0,164.5,561.6
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,0.4,1.2,1.2,1.2,4.6,9.0,0.4,0.4,4.7,4.5
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,0.2,0.2,0.2,0.1,0.5,0.2,0.0,0.0,0.0,0.0
187,51.1,76.7,140.3,426.2,334.3,230.2,454.4,383.0,306.4,661.3
188,1737.3,1816.5,1268.8,2061.9,1543.6,966.3,2029.4,471.4,1400.7,1387.7
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,75.4,53.1,22.3,126.3,140.0,161.6,144.6,115.4,161.3,84.0
191,0.0,0.0,0.0,0.0,12.7,0.0,0.0,12.2,12.2,0.0
192,4.0,1.6,0.0,0.0,0.0,0.0,0.0,1.8,2.0,1.6
193,0.1,0.4,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,7.4,17.2,4.3,10.0,1.4,1.9,0.0,1.7,1.7,0.0
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,0.0,0.5,0.4,0.0,0.0,0.1,0.2,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.2,0.2,0.3
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,39.3,211.7,124.0,219.5,112.5,81.6,180.9,202.3,144.1,132.3
204,427.8,479.0,493.5,689.3,498.8,587.0,498.8,345.0,439.8,423.7
205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,9.1,19.7,21.7,30.4,21.4,25.7,28.1,34.8,33.1,36.6
207,299.8,293.1,214.3,344.8,259.7,281.7,280.0,282.3,416.2,349.2
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,1874.9,2361.5,2223.0,3004.2,2758.2,3106.9,3306.3,1541.0,2661.7,2375.8
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,1.4,1.0,1.0,13.2,28.4,31.0,81.3,28.4,85.0,55.8
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,18.2,14.8,19.8,15.5,10.2,5.1,2.5,1.2,1.4,1.6
214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,4.7,10.9,2.7,6.1,0.8,0.9,0.0,0.6,0.6,0.0
216,1.0,6.6,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0
217,1.7,2.7,1.9,1.9,0.4,0.0,0.0,0.0,0.0,0.0
218,2.9,3.8,0.2,2.1,2.0,3.5,6.9,7.8,15.1,11.2
219,75.8,68.4,14.6,117.9,74.2,104.7,83.9,121.8,53.7,48.6
220,867.7,591.6,302.6,1205.6,1200.1,1347.3,1457.8,1689.4,1974.0,1620.0
221,52.0,33.9,39.7,40.6,61.2,38.9,50.6,37.8,30.2,48.5
222,3191.3,3322.1,2973.3,3546.2,2576.9,3130.9,4826.7,2886.0,1451.8,4175.1
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,0.0,14.8,14.8,49.0,14.7,14.5,20.2,20.1,20.1,0.0
225,2.1,6.9,4.9,15.3,16.4,34.2,28.8,31.6,33.1,37.8
226,321.5,788.9,818.5,826.5,965.1,934.2,914.6,282.6,1366.4,1058.5
227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,1.6,1.1,0.7,27.8,15.9,0.8,0.6,15.2,15.8,12.4
229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,0.6,0.1,0.4,2.2,0.5,6.2,2.3,1.0,4.5,5.3
232,2.5,5.4,38.2,45.3,17.3,56.9,51.0,48.8,51.1,49.7
233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.3,0.1,0.1
237,149.7,121.4,162.8,112.2,73.9,38.8,18.9,10.4,12.4,10.8
238,0.0,0.1,0.0,0.0,0.0,0.1,0.0,3.7,1.0,1.0
239,1.2,8.3,0.0,7.8,7.8,9.6,0.0,0.0,6.8,5.1
240,0.4,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.0
241,0.8,1.8,1.9,2.8,1.9,2.3,2.5,3.3,3.1,3.9
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,1.0,1.9,4.6,7.4,3.7,5.8,9.0,8.8,8.8,9.3
244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,944.0,1191.5,1020.7,1613.5,1074.0,1203.8,1389.2,843.0,824.7,1038.0
247,9.1,49.4,57.8,88.5,34.2,32.7,51.6,32.2,28.8,43.3
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1
249,31.2,70.3,26.1,177.9,82.8,85.6,70.6,91.8,63.0,115.0
250,5.6,21.6,15.1,15.1,8.9,9.9,6.9,3.0,2.3,1.4
251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,5.2,6.0,10.9,10.0,8.5,9.3,7.0,6.4,10.2,8.2
253,15.8,6.3,0.0,0.0,0.0,0.0,0.0,2.1,2.3,2.4
254,845.9,975.1,980.2,1448.6,1374.7,1759.9,1583.2,732.0,1920.6,1669.8
255,0.7,0.7,0.0,0.0,0.0,1.3,0.0,0.0,0.7,0.0
256,398.0,367.1,336.3,768.2,539.5,795.9,759.0,424.7,1060.3,246.5
257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,0.1,0.2,0.2,0.1,0.1,0.3,0.3,0.8,0.8,0.9
260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,114.0,140.9,227.7,356.8,244.8,264.7,173.5,94.4,71.3,141.9
262,49.4,34.4,35.3,31.2,47.2,38.4,48.7,34.9,27.8,49.0
263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,20.9,17.6,5.5,50.3,52.8,82.4,80.9,50.6,26.7,47.1
267,1.1,1.1,1.1,0.6,3.9,3.8,0.0,4.1,0.0,4.9
268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,176.1,230.7,222.2,362.0,244.8,223.8,194.7,173.1,154.7,227.7
272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2
273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,80.0,308.0,214.7,276.7,162.8,273.5,189.1,96.2,73.4,68.0
276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,1498.0,1536.0,1088.5,2100.7,1522.5,1286.6,1436.0,316.3,1345.4,951.9
279,2.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,2511.7,2388.9,1798.2,2792.1,2464.5,2518.5,2509.3,1193.6,3036.1,2350.7
281,27.7,11.1,0.0,0.0,0.0,0.0,0.0,5.7,6.3,6.2
282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,6.2,5.1,4.6,4.0,12.5,3.1,12.6,10.1,8.5,6.3
284,2267.0,2666.1,2513.2,3491.0,2231.0,2525.4,3815.6,1832.3,1060.8,2921.3
285,113.4,86.2,81.3,140.7,141.5,170.5,113.2,43.0,217.0,103.5
286,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
287,6.8,10.1,5.2,5.4,111.5,0.0,113.1,94.1,94.1,95.3
288,1.9,1.4,2.4,7.1,7.9,7.7,8.9,17.5,19.9,5.1
289,2328.0,2468.1,2601.1,2860.5,1495.8,2223.4,3347.3,2322.2,491.5,2233.8
290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,44.4,18.4,18.9,97.3,14.8,16.9,0.0,0.0,87.9,87.7
292,0.3,0.3,0.3,0.4,0.2,0.3,0.3,0.2,0.1,0.3
293,0.5,1.8,1.4,1.0,0.3,0.1,0.1,0.2,0.2,0.1
294,421.5,429.4,339.4,727.0,465.5,782.2,701.2,193.8,444.3,770.3
295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,7.1,16.6,0.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0
297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,2.8,15.3,9.0,15.5,8.0,5.8,12.8,13.5,9.6,9.3
299,503.7,248.7,104.6,724.1,546.4,646.2,674.3,816.4,1279.3,852.1
300,4.1,5.3,9.2,39.5,27.7,23.2,30.1,31.3,44.7,41.5
301,0.1,0.7,0.0,0.8,0.8,1.0,0.0,0.0,1.1,1.6
302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,64.6,352.0,411.6,640.9,248.1,239.6,377.6,245.2,219.4,430.6
304,334.0,271.0,363.2,232.7,153.3,79.5,38.6,21.9,26.3,23.2
305,96.4,383.8,287.7,385.9,210.3,340.8,260.7,137.5,108.3,124.9
306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,122.9,179.8,252.6,494.7,511.1,630.0,626.6,497.8,752.1,348.9
308,355.3,308.9,477.7,640.6,769.3,898.4,758.2,226.5,594.8,115.2
309,2189.1,2530.3,2244.0,3091.9,2107.4,2820.9,2762.7,2415.5,1979.4,2902.4
310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,55.5,37.3,17.9,334.3,106.8,136.8,184.2,172.0,202.4,163.4
312,1.7,0.8,0.8,13.0,9.7,15.6,28.0,28.2,12.6,12.2
313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,1.2,2.7,1.5,3.2,0.9,1.4,1.6,4.9,2.8,2.8
315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,4.6,53.3,4.5,48.3,34.9,5.1,0.0,36.0,0.0,0.0
319,0.8,7.5,5.2,12.8,7.2,2.4,2.5,2.2,2.2,2.4
320,0.1,0.1,0.1,0.1,0.4,0.0,0.0,0.0,0.1,0.0
321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,2567.9,3056.6,3001.6,4295.6,2829.6,3098.4,4583.0,1253.6,1051.0,2768.6
