uniqid_huc10,atmdep_so4_1985_huc10,atmdep_so4_1986_huc10,atmdep_so4_1987_huc10,atmdep_so4_1988_huc10,atmdep_so4_1989_huc10,atmdep_so4_1990_huc10,atmdep_so4_1991_huc10,atmdep_so4_1992_huc10,atmdep_so4_1993_huc10,atmdep_so4_1994_huc10,atmdep_so4_1995_huc10,atmdep_so4_1996_huc10,atmdep_so4_1997_huc10,atmdep_so4_1998_huc10,atmdep_so4_1999_huc10,atmdep_so4_2000_huc10,atmdep_so4_2001_huc10,atmdep_so4_2002_huc10,atmdep_so4_2003_huc10,atmdep_so4_2004_huc10,atmdep_so4_2005_huc10,atmdep_so4_2006_huc10,atmdep_so4_2007_huc10,atmdep_so4_2008_huc10,atmdep_so4_2009_huc10,atmdep_so4_2010_huc10,atmdep_so4_2011_huc10,atmdep_so4_2012_huc10
2685,16.4773,16.1909,15.0994,15.9810,17.0809,15.2345,18.3621,15.7541,15.1791,16.2225,12.2302,12.8026,16.7917,16.3702,14.6535,12.7389,11.3921,11.1993,14.3023,10.9998,13.0280,10.9194,10.9783,10.4274,9.6471,7.0357,6.2590,5.5561
2686,10.4899,15.2314,13.0109,12.2240,11.9928,13.7225,16.7369,16.2579,17.2690,17.4558,13.4965,10.9703,15.6807,16.4147,16.1914,11.7952,15.5668,12.4606,12.0413,8.7804,14.3393,7.5762,9.4490,9.4721,7.7139,7.4307,7.6421,8.6833
2687,24.0598,24.6375,23.0411,23.1897,32.4703,29.4195,26.8194,24.6737,20.7881,26.3463,20.8916,24.8861,24.4002,22.7108,22.8954,20.8536,16.8924,20.2779,24.4179,19.2640,16.5309,17.6377,13.8889,13.9183,12.3748,9.4953,11.7179,8.8739
2688,21.7394,16.7629,19.3116,17.1621,20.6209,19.1070,19.8383,21.4270,17.4104,16.5730,15.9302,20.4458,22.2458,18.3068,19.1035,16.3721,13.9842,18.0598,17.3246,13.2088,16.6080,16.3611,9.6949,11.9548,10.5990,8.6243,8.1424,6.3284
2689,16.6624,16.5836,17.9395,19.1070,18.1595,15.6471,20.9251,16.9099,17.8983,16.4114,13.6352,11.5980,16.7951,16.9106,15.7683,13.8644,11.4170,11.4696,14.4996,10.1531,13.1037,11.2275,10.8712,12.2919,9.4337,8.0821,6.9049,7.4225
2690,10.6713,13.5739,14.0168,13.8703,15.5600,11.1982,14.8188,11.6673,16.3783,14.9888,12.8964,8.7965,12.7810,16.9862,14.2193,8.9093,13.1461,12.7043,11.1154,10.1820,14.8655,7.7917,8.7379,9.0363,7.7302,8.1692,6.6580,8.3428
2691,16.3121,15.4320,17.4317,14.8866,20.4483,18.2649,20.3118,14.3549,13.0772,14.3032,13.2896,13.9694,18.6137,15.9428,13.8322,14.2478,15.9040,13.5665,11.9336,15.7561,10.5918,14.3879,9.9369,11.9698,11.2682,6.9783,8.6595,9.6275
2692,19.2644,15.4546,16.2196,14.8312,15.8724,14.1536,9.7418,13.2621,14.8931,14.0639,10.6220,12.3513,12.5851,15.0139,10.7186,7.4093,12.2858,9.7598,9.5634,12.3090,11.8102,8.7157,10.9186,11.3413,11.6437,8.9982,9.7612,6.3205
2693,16.5960,14.6335,20.2760,19.9413,18.8211,16.1039,18.5844,17.7393,15.9913,12.4400,17.7536,13.7325,20.6674,16.1202,17.4853,13.3706,18.1053,19.9223,12.6374,15.2762,15.5848,14.9787,14.9933,12.6810,12.5554,7.9957,8.7104,13.3290
2694,18.7321,16.1815,22.3795,19.1552,17.9623,20.9231,19.1038,14.8146,16.4159,15.6391,12.0492,14.9746,16.3939,15.4402,12.2126,11.8587,12.7201,14.3819,14.9274,12.8994,10.2009,11.4030,10.1868,10.1517,11.7083,6.8563,12.9658,6.1974
2695,15.9657,14.2964,19.1341,17.6051,18.3388,16.4629,20.3206,13.9321,15.2224,12.9430,13.8105,14.0463,17.5956,15.5910,14.6654,13.8703,15.4834,13.5738,13.6660,14.0683,11.6688,12.7579,8.8518,12.2774,10.0047,8.1705,8.1802,9.3001
2696,19.1939,24.6507,23.1224,24.8143,23.6547,18.1759,20.7555,19.4741,22.9106,20.9799,17.7149,21.4932,18.8172,22.6025,16.8397,21.4365,15.3281,14.2758,19.9277,13.5698,17.3038,17.4171,9.2865,12.2406,10.0954,10.5588,8.0082,7.9262
2697,27.3120,23.9347,25.6425,26.8552,30.2140,27.5082,23.2494,22.7868,24.6005,22.5495,20.2472,25.2384,23.2750,21.5820,24.0892,18.0519,19.9170,20.2925,20.8885,18.1701,15.0030,20.9141,17.5347,14.9778,12.0112,8.9564,15.0190,9.1004
2698,15.7816,15.3790,17.3403,17.6156,17.8970,19.8217,21.0750,13.9897,13.8336,15.6067,12.7583,16.7021,17.6931,14.6581,13.6582,14.9978,16.3780,14.1280,12.4242,16.5071,10.8163,12.6542,10.1357,11.8512,12.1384,6.9470,8.1257,8.8396
2699,16.2507,14.6006,15.9239,14.0647,15.1402,12.9331,19.4390,15.9775,15.4637,14.6774,11.5356,12.2235,16.1465,15.0405,14.2694,11.2252,11.4771,10.5683,13.4309,10.6611,12.1021,9.7640,10.5063,8.8473,9.1894,7.0226,6.3971,5.4863
2700,15.8511,12.2240,15.7643,14.8176,15.8838,18.2035,14.0235,14.0400,14.8919,14.0064,13.2327,14.1369,12.3225,14.3395,13.0960,11.1603,11.6635,12.9946,9.8265,11.8202,10.3628,12.0901,9.9035,11.8437,10.7462,7.3014,12.4941,7.1392
2701,18.3273,17.7683,21.7846,21.4816,19.9545,15.3972,17.8990,19.4464,18.3454,16.5927,21.0369,16.4292,19.8954,18.5611,19.7830,13.0161,15.4246,15.3295,15.0744,14.6377,12.9148,14.0010,12.1822,12.2169,11.2307,8.3895,9.4614,11.1229
2702,16.1974,17.3717,14.1825,15.5134,18.7640,15.1202,15.4704,16.1108,17.6351,15.0390,13.8748,16.0647,16.7006,17.3035,16.0907,11.6060,12.9904,11.5166,15.5406,11.6358,13.0112,10.5641,10.6288,10.0031,12.5437,7.1502,6.5930,7.1249
2703,20.4881,14.5226,22.4063,17.9725,20.2328,16.5495,20.6705,16.1556,15.2932,16.1269,21.0990,14.7862,20.1583,17.8349,21.4955,13.8264,18.4055,17.9677,13.6475,17.0470,14.0380,16.0955,12.9438,13.4943,11.1438,8.1453,9.0438,11.6440
2704,20.6992,12.9705,18.9363,17.8242,12.1216,19.7180,15.7256,14.5420,19.3748,12.5061,12.9322,13.6602,11.5860,13.5264,12.6785,9.9735,11.0816,11.3176,11.0125,11.8569,10.6604,9.6941,9.7485,13.3394,9.9497,8.3384,13.1057,7.1386
2705,20.5411,13.0159,15.2677,14.9688,12.2539,16.4327,10.6926,13.4121,15.8612,14.0871,11.8350,12.3730,12.1160,13.0510,11.9812,9.9377,10.9588,9.0308,10.7309,11.5342,9.8547,8.9857,10.4956,12.6050,9.5101,6.9560,11.8751,7.1472
2706,21.5945,22.2709,23.5411,25.0359,32.7143,24.6585,24.4471,20.3461,21.0018,24.5284,18.8979,23.8395,22.7029,24.3662,22.0155,16.2330,17.2715,18.8094,19.6069,17.2903,15.2283,16.9422,13.6521,14.1950,11.9530,10.2611,13.3114,9.0150
2707,27.0119,25.4534,27.9004,28.5294,31.0600,27.0171,23.8988,24.0637,23.0306,24.4526,22.7310,25.5340,24.8808,22.1123,26.7120,18.6581,20.0093,20.4305,20.6782,18.4199,15.0444,21.0931,16.5050,14.3876,12.1237,9.7402,14.7284,8.7337
2708,27.3092,18.7401,23.3152,20.0845,18.5265,22.0994,17.7074,15.4851,24.5667,17.5258,16.4242,19.1014,16.3779,21.2060,17.1479,13.3287,12.8086,14.4004,14.4052,13.4564,13.5858,13.1461,10.7548,15.2447,12.5245,8.6199,13.4106,7.1449
2709,12.5743,11.1802,12.2846,13.6211,14.1538,12.0159,14.8512,12.3255,14.3287,13.2439,10.7391,11.3182,15.0720,13.9612,12.8795,11.1065,10.6485,10.4471,12.1380,9.2279,12.0127,10.0394,7.0338,9.2756,8.8506,6.2105,5.7274,6.3665
2710,23.0575,23.7055,24.1175,20.4854,26.1975,24.0577,22.2937,23.1538,19.3770,22.7221,19.2973,20.6033,19.1711,20.9136,23.5086,15.2451,16.1841,13.7580,24.6554,19.1212,18.8008,17.1153,10.7396,11.6963,10.7616,9.7783,8.3948,6.6729
2711,21.8558,20.2862,20.8971,20.3918,25.7041,19.6682,16.6551,16.9769,19.2481,16.4398,16.4622,18.7370,15.8132,17.8157,18.1270,15.1236,14.7643,14.9475,21.7257,15.5600,11.4011,15.1563,11.6585,10.9805,10.0229,6.8923,7.7637,6.0808
2712,24.0100,22.2767,22.8491,24.6918,27.3211,19.2498,22.0133,17.5350,21.4058,19.3587,16.9129,19.9206,18.1900,24.9227,15.5131,15.0934,11.4376,12.5799,19.7009,11.1603,13.9459,16.2486,9.8227,12.2756,11.9186,9.1440,7.9841,9.5899
2713,13.7306,16.5341,15.0865,18.6091,15.7022,13.6637,16.3599,13.8435,13.8177,12.7509,11.9571,12.5416,16.4347,13.5564,16.9363,13.6330,14.1888,17.1749,15.3344,12.7945,15.3909,10.7099,9.4867,9.1180,8.1395,10.1127,8.8255,9.1037
2714,10.1039,11.8492,11.8680,8.2333,9.9386,11.4324,14.2624,14.0337,10.8971,12.5914,11.4543,7.7076,13.9729,12.6862,13.6899,12.0115,12.4403,10.9378,9.2714,12.5972,8.7108,8.8373,8.5732,8.0822,9.7382,5.4585,5.2768,7.3112
2715,22.5122,22.3072,20.3228,19.5671,26.4880,21.7353,23.0720,18.3003,19.0641,19.2713,16.4783,20.3159,17.7684,20.3709,19.4282,16.3770,16.4269,16.4978,20.6715,14.8224,13.8196,16.9636,10.5935,11.3805,9.1787,7.7191,8.9545,7.8666
2716,14.8671,13.4569,14.1470,14.4977,13.5086,12.4955,17.9300,14.4338,15.3581,13.8170,10.8974,11.5297,15.2806,14.3662,13.7656,10.8062,10.6656,10.1986,13.0906,10.2345,11.2773,9.3370,10.2388,8.6307,9.1509,6.8322,6.2455,5.4164
2717,15.7180,14.5694,12.6927,12.3693,14.4482,11.2020,16.1335,13.3471,15.8508,16.4693,10.3401,12.3956,14.7147,16.6976,13.2929,11.4317,11.8631,10.7851,11.8350,10.8524,13.0218,10.3331,8.3982,9.1578,9.8863,6.6094,6.0013,4.9931
2718,23.7384,17.8002,23.7741,22.7104,19.4486,14.4110,20.7201,18.2629,23.3510,15.9965,22.1917,17.8335,20.7089,23.0777,23.4531,12.6317,15.2385,18.3579,15.8374,12.2630,16.1747,13.6555,12.4429,10.7335,13.1299,10.3493,10.8921,10.2621
2719,22.0846,23.9823,23.5871,19.1953,29.9211,19.9104,17.1260,20.5553,22.0285,20.2871,14.9821,23.8665,13.8965,17.5277,16.9780,14.5309,15.5439,14.0860,19.4493,15.5432,14.7598,15.5363,14.0225,10.3517,9.8131,9.1385,10.3438,6.9985
2720,18.7099,15.8312,18.8636,22.7965,17.1620,13.8731,25.1426,20.6738,15.6112,14.4733,18.8746,14.9514,17.1696,20.6363,18.6717,12.3391,15.8280,15.5783,15.7271,14.3718,14.4342,13.1837,13.8799,12.7642,12.3212,8.9026,9.4747,10.4179
2721,15.7243,12.6395,18.7664,15.3780,20.1302,18.7455,17.7431,11.6062,14.1431,13.0034,11.1234,12.2548,16.1747,11.9867,11.8491,12.2072,14.4528,14.1146,12.0835,15.3512,11.2690,10.7968,9.7977,10.7922,12.9068,6.5949,9.7963,7.7125
2722,16.4101,16.4831,18.9875,20.6616,24.5067,18.6502,17.9173,14.5144,18.2477,15.6794,17.0601,16.7695,15.9100,18.7755,14.8959,17.9620,14.2151,12.8168,16.4836,12.6993,11.3095,14.7978,8.4618,12.9057,9.7715,8.4655,8.0092,6.9618
2723,17.5453,14.9815,19.2430,18.7183,18.4346,14.5269,19.3438,18.7092,17.4342,14.0097,17.5553,15.1405,23.0387,17.7154,17.2537,12.1574,17.6456,17.0869,15.8211,14.7432,12.6122,14.3562,16.4033,13.0478,13.2325,8.9688,9.6528,11.4697
2724,29.8129,24.6941,23.6083,22.1395,26.3556,24.3395,25.0202,25.5272,18.7119,22.5680,21.9712,22.5441,22.2998,21.0455,25.5303,16.6938,16.4430,16.6080,22.7264,19.4394,18.6979,19.2719,16.4610,11.1300,11.5595,9.6438,9.5538,9.3200
2725,28.0394,21.0231,23.1633,22.8562,23.7627,23.3638,22.1408,17.2091,22.7162,19.4447,16.4053,19.5216,19.0186,23.0784,16.9034,13.7700,16.1102,18.5434,17.3590,12.8052,14.3896,16.4874,12.8453,16.1959,11.1306,8.9308,16.6740,7.0580
2726,16.6104,13.4584,17.5929,15.9023,19.0252,20.8886,19.6193,16.8942,13.0879,16.9146,13.1107,17.0001,19.6631,15.8223,12.5384,17.7503,19.3795,12.7423,9.7523,10.8544,10.4248,12.7332,13.0520,12.7715,16.3071,9.9816,7.8537,9.2345
2727,20.0384,20.9403,20.3932,21.7215,29.2073,22.5856,24.5118,19.3969,19.5428,22.1174,18.4799,19.2744,22.3372,23.2520,20.0215,15.3200,18.0101,16.8224,18.6281,18.1031,13.9321,14.2689,11.5931,13.6788,11.8691,11.5005,11.4641,9.3639
2728,15.4031,15.9004,17.9603,17.8847,20.8204,17.2753,16.9780,14.0339,14.7414,18.1172,15.2959,15.3794,17.3054,17.8961,15.3409,17.0962,11.0706,13.1122,15.2309,13.3808,13.4176,14.5216,9.3334,12.7314,9.9971,9.7208,7.7830,7.4569
2729,15.6005,13.7479,16.9442,11.0394,20.0959,16.8923,18.0808,14.5777,12.3185,15.3595,16.9801,12.3258,18.3831,14.8206,16.8522,15.7485,17.1473,14.8956,12.2284,16.5735,14.1025,15.8776,11.7217,11.3709,11.7181,7.7532,8.4765,11.4042
2730,11.0687,15.7741,12.7823,11.1816,10.1758,10.1946,14.2816,12.1020,15.6143,12.3806,7.4259,10.1464,13.2747,12.6627,11.0285,10.4768,9.7778,10.6725,11.4679,7.5205,11.4603,8.3312,6.8482,6.5858,8.8385,6.2173,5.5023,4.9604
2731,17.2365,14.8204,17.4285,14.8573,22.8890,18.6972,18.9780,15.9284,12.8247,16.4923,16.2422,13.4433,19.1988,15.9113,16.0946,14.5700,17.3814,14.6891,12.7123,15.4811,13.6001,16.6797,11.3588,12.8510,12.5649,7.9206,8.4842,12.3987
2732,22.5419,24.7093,22.6113,22.7325,31.2105,29.2136,26.3771,23.1358,22.5311,24.9361,18.8340,24.5416,24.8517,20.8731,22.0982,21.4859,18.7461,19.4379,21.7585,17.8217,16.3909,17.5060,11.7404,13.6412,11.2850,9.6114,11.4275,9.3902
2733,12.6476,10.9734,12.3494,13.6671,14.4672,11.8922,14.5019,12.3969,14.5601,13.0705,10.7890,11.5850,15.6034,14.8407,13.0556,11.3734,10.3635,11.0084,12.1305,9.2291,12.1031,10.2074,7.3370,9.2493,9.0011,6.2624,5.7645,6.1830
2734,21.0835,22.6313,19.3670,20.8731,27.3054,22.0872,27.5814,19.7846,19.7241,23.4937,18.8799,20.2727,22.5626,20.8828,19.5491,14.3568,17.9552,17.4706,18.2027,17.9327,12.9379,13.8136,9.5901,12.1049,10.9239,9.2053,11.3687,9.2739
2735,29.5576,17.6779,23.1687,18.7649,15.8342,22.0277,15.8554,15.7415,22.7974,18.3385,16.7851,21.0646,15.6104,21.6752,16.9276,10.5822,12.0774,16.0770,14.7511,12.0187,13.1607,12.3925,11.6072,16.0493,11.1331,8.2872,14.4249,6.8796
2736,16.2461,13.1649,15.1838,14.0759,11.7657,16.8940,11.1806,12.4348,14.4657,11.2838,13.0814,11.9904,9.7590,11.9099,13.4922,10.4251,11.7684,8.4586,9.2455,9.1407,7.7579,9.9403,8.3495,11.7257,8.2392,6.0074,10.5941,6.0804
2737,29.9717,21.7781,23.7595,19.6112,21.0107,23.4523,18.7717,17.1436,24.4823,18.1207,16.6529,21.0221,17.9533,21.2922,17.6121,14.3212,13.6838,14.8687,14.4579,14.9426,14.8406,14.8202,11.9240,15.0185,13.1618,8.4182,14.9101,7.4345
2738,16.8617,14.4341,23.4159,16.5184,19.3257,18.8467,17.7767,14.2253,16.7464,14.6851,11.5015,14.6664,17.6451,12.5720,12.0616,11.1100,13.6130,15.4029,13.0566,12.8971,10.4933,10.9293,8.7349,11.5454,12.1078,7.3941,12.1279,6.6001
2739,17.9745,19.5190,17.3394,18.6590,20.3857,14.9795,18.3503,16.3954,20.6474,13.7266,14.1051,14.3635,17.3155,15.6944,15.8706,11.5009,14.8415,14.5118,16.3697,12.8340,14.0155,13.4921,10.0480,11.1096,13.1273,7.3863,10.4807,9.7059
2740,14.1531,14.6769,13.1632,12.8864,13.3456,11.0736,15.5783,13.2709,16.4508,14.5405,9.7740,11.4929,14.9612,15.2074,12.7718,11.3688,11.5696,10.8561,12.0692,10.5210,11.8277,9.6308,8.2650,8.2288,9.5465,7.0331,5.7550,4.7258
2741,18.3772,16.6153,20.5635,18.2834,20.1661,16.3023,18.4354,16.0928,15.7186,17.0120,15.7785,14.5580,20.0344,15.6971,16.2372,13.5035,16.7487,14.9353,13.0146,14.8899,11.7079,13.4602,10.5351,13.0802,10.3202,8.0503,8.1585,10.4962
2742,13.6382,12.3559,14.9836,10.4443,16.1484,17.9602,14.8834,13.4317,13.1007,14.8598,13.3056,14.1490,13.2200,10.9717,14.6309,12.1125,12.5397,13.2121,8.4928,9.9063,7.4565,9.8172,10.3872,7.9262,10.6347,7.0659,7.0871,7.7798
2743,20.8219,16.7665,18.3069,17.8132,20.4628,18.1595,18.1556,17.8894,17.6725,18.6558,16.0099,20.5772,21.1973,18.8171,18.5686,15.5732,16.5657,16.8867,16.8609,13.9850,14.2107,16.8902,9.0222,12.5859,12.9362,9.9989,10.2977,9.6797
2744,21.3178,16.0683,19.8329,19.4803,19.3579,15.1741,19.4619,17.2410,15.6271,15.8943,20.8761,14.4301,21.1520,17.6730,21.0031,12.8314,17.4472,17.1669,13.9068,17.0909,13.8798,15.1425,13.2513,13.6668,11.8098,8.4114,9.2111,11.9069
2745,18.2345,16.4568,19.5783,19.0996,24.4903,19.2607,20.1570,15.4399,17.4084,19.0273,15.1288,15.3681,19.2918,19.5838,17.1254,16.2438,11.8674,12.7766,16.2710,14.1917,13.5107,15.0206,10.4359,12.6861,8.8897,7.8897,7.6767,6.8920
2746,21.6044,23.9847,22.6751,20.3019,23.0977,23.0594,20.4444,20.3344,18.1737,18.5114,17.7482,20.7158,16.3258,20.4911,21.0288,16.0786,16.5956,15.7603,21.2447,15.7629,13.3395,17.5627,12.5750,10.7279,9.8822,8.3630,8.8079,7.7349
2747,15.9479,12.9656,15.8559,12.4507,15.4137,17.8764,13.7869,16.3618,13.8982,12.3382,13.8247,14.3844,12.9184,13.9526,14.3157,12.3081,12.7376,9.6948,9.7798,11.2121,7.7194,9.4401,10.3240,9.2452,9.2312,6.6508,9.8497,6.5141
2748,21.0760,18.6489,20.8734,19.6337,26.4010,24.2449,21.1848,26.1472,21.3351,22.7303,15.5189,23.6508,23.7377,18.3979,19.0656,18.3645,14.8083,19.4176,19.9288,14.8581,16.8126,17.1620,11.3543,13.6854,11.5271,9.7206,10.4811,7.8324
2749,13.2778,11.7745,11.8590,10.4549,13.3391,15.7315,13.9320,12.1040,10.3561,14.3712,12.2625,10.2868,16.3815,13.7097,12.4715,14.6474,13.2798,10.7650,8.3930,10.9715,8.6417,9.7516,12.5004,9.2629,10.9114,7.8684,7.7074,8.5878
2750,18.6714,15.4860,23.4194,16.6563,21.7658,17.8243,19.9742,16.5386,14.1961,15.9329,16.3391,14.3118,19.7505,16.8812,16.7935,13.4789,16.3877,15.0007,11.8349,15.5863,12.1577,15.2332,10.5712,12.6837,10.8296,7.1079,8.7351,10.6091
2751,14.0162,17.8365,17.4191,19.5287,17.7547,13.7524,18.3025,15.0219,17.8755,18.5619,12.8572,13.3826,17.1357,16.7786,14.7718,12.7089,11.8889,11.8352,13.8921,9.9005,13.5087,10.2349,11.2151,11.5118,8.4599,7.4697,6.8557,6.5140
2752,18.3777,14.9924,23.7582,20.1822,18.6411,21.4588,19.3175,14.5484,17.3952,16.4251,13.0995,15.7276,18.4739,16.8051,13.3753,11.9131,13.2765,14.4875,14.9726,12.9231,10.1884,11.7910,9.8056,10.6665,10.9670,6.9436,13.2288,6.5742
2753,15.2559,17.4329,17.9183,19.2386,17.8208,15.1749,20.1304,15.6213,18.7676,17.4754,13.5532,11.6044,16.7678,17.4392,15.8220,13.3602,11.6984,11.7563,14.3448,10.3202,13.6863,10.5832,11.1143,11.5544,9.5011,7.8790,6.9234,7.1403
2754,13.5859,13.6274,16.3031,17.0278,14.3665,11.8674,16.7780,13.7390,15.2788,14.3676,11.0565,9.6780,14.5323,15.1249,14.0322,9.6477,9.1390,10.3612,14.4497,11.4441,11.5589,8.7538,8.5116,9.1733,9.3428,6.3557,6.7594,6.1322
2755,14.9995,18.7715,19.6094,19.7643,22.3300,17.6875,19.4942,16.9399,18.0566,20.7406,16.3918,19.9831,16.4887,19.3855,16.1143,19.1895,12.6700,12.3643,17.4399,13.6068,12.5255,16.5493,9.4505,14.3806,10.5516,8.4086,8.0946,7.8529
2756,15.0241,14.3158,15.4492,19.4488,18.7823,14.2570,17.0224,15.4646,15.7711,14.5776,13.5349,13.8033,17.0625,17.7800,16.8193,12.2713,10.9977,14.1107,13.8019,11.9322,12.6806,10.5078,8.9074,10.4363,11.8358,7.4404,6.8466,8.2702
2757,18.1894,20.1118,16.9700,19.2652,19.9035,15.4464,18.4294,16.9833,20.2888,13.6275,14.4957,14.7410,18.0104,17.3803,16.3359,11.5089,14.4374,14.7711,16.0877,12.8062,14.0998,14.1131,10.2075,10.8051,13.9753,7.4479,10.4760,9.6171
2758,13.9641,15.4429,13.2515,17.1548,12.3169,14.0704,16.9343,14.8681,15.5693,12.5121,11.9861,13.1654,11.9418,17.0485,13.2952,9.5361,12.1815,15.3285,14.0998,13.0782,11.7681,6.7091,7.9500,9.6900,9.5134,6.7368,7.4952,8.6771
2759,17.4282,14.5404,22.4223,17.8053,17.7729,21.9686,19.4146,14.7138,15.9961,15.5199,12.5335,14.3076,14.8382,13.2210,12.0979,10.7289,11.6901,13.2192,13.7055,12.6528,9.6646,10.9269,11.0757,11.0613,13.9103,7.6722,13.5370,7.5231
2760,32.9864,21.8371,23.7504,22.7918,22.6250,25.3335,20.7399,18.0078,28.1564,20.5331,18.4315,24.9406,20.6904,23.9478,19.6597,16.8112,16.6411,16.5202,15.6837,14.4909,14.7254,17.2888,12.7886,15.2948,13.4248,9.5971,16.6431,7.6090
2761,28.4912,23.7164,23.1681,24.4848,35.1001,28.1935,25.3192,21.7377,24.2061,22.2745,18.5271,23.1209,20.8393,23.1436,21.5426,20.3920,16.4047,19.8548,21.4758,19.5191,14.3494,17.8418,14.7467,11.8202,11.4895,9.7537,11.8495,8.9280
2762,21.7852,12.0129,19.4945,18.7742,12.5388,19.4821,16.0263,14.2705,18.4845,11.8841,12.0834,14.5450,12.1182,15.0601,11.5815,9.2403,9.6278,12.7437,11.4452,11.7344,11.1402,11.1414,8.5212,12.9739,10.3301,7.5157,14.0762,7.3058
2763,17.4841,13.1145,16.0176,15.2896,14.0655,18.0599,13.5913,15.0434,15.6635,12.8424,14.1871,13.5782,11.2268,13.9409,14.3929,11.3098,12.1887,11.1329,11.1084,11.3963,9.4206,11.3231,9.2564,12.6516,9.4791,6.6593,14.1830,6.3403
2764,16.7543,13.3049,16.2402,16.7885,19.2033,19.8504,18.3554,13.1449,13.7441,14.3030,11.8786,15.3161,16.2801,12.7298,13.8225,13.5733,15.4545,14.2979,12.5999,16.0605,11.5059,11.3393,10.6669,11.6502,13.1853,6.7885,8.1133,7.9684
2765,16.9444,13.0596,18.2302,13.8329,21.6241,20.4905,22.0027,15.0236,12.9090,17.8769,16.6710,15.1991,22.4984,16.1188,15.8141,17.5436,19.7270,14.2786,11.7066,13.5012,15.7013,15.0364,13.2513,12.8668,14.5673,9.7712,8.7218,11.4682
2766,17.7878,16.1531,16.1461,15.5403,21.7841,19.9136,22.1339,15.5317,14.9151,15.2949,16.1358,17.7176,21.7439,15.9662,15.9300,17.3210,16.5887,12.5223,11.7869,14.8879,12.0054,13.3657,11.7825,11.2472,13.6531,7.8935,8.3345,10.7319
2767,13.1037,17.8423,18.5238,16.3794,16.0683,10.3731,19.4576,15.7208,16.8776,14.1222,11.6205,12.1282,13.5830,14.9211,13.7931,10.2497,11.8815,12.8155,11.0498,11.6355,14.3356,8.0716,7.7069,9.0565,11.1913,6.5789,8.8068,7.7287
2768,27.7398,18.7211,21.1049,19.3154,15.0746,20.5313,14.5696,13.9197,24.7676,17.4270,16.0324,18.0501,15.7023,20.1079,16.5939,10.1049,13.0150,14.8716,13.2208,13.2631,12.5652,11.4949,10.3801,15.2584,11.5077,9.6741,13.7204,7.0831
2769,15.2544,15.6119,17.2822,10.3431,17.6283,15.5697,18.4861,16.4191,14.6318,17.2528,16.6950,11.1934,20.4987,16.6292,18.5823,13.6360,18.7423,15.2137,13.8778,15.0463,12.7786,15.4126,12.7438,15.3945,12.5955,8.4807,6.8232,9.7753
2770,26.7542,21.6927,21.4168,23.0711,27.5895,24.8334,26.3963,23.3180,18.3241,23.0581,19.6463,23.4321,21.3712,18.2514,22.0533,15.6682,15.8384,16.6931,20.2301,16.4110,17.5843,17.2113,14.3399,11.1413,10.9395,8.4593,8.7805,7.4327
2771,16.4839,14.4137,17.8224,16.4347,15.4816,19.5963,16.9491,13.2841,16.3599,14.6235,12.2127,15.8418,13.3892,14.0953,11.3072,11.0954,10.6937,12.2204,13.4918,12.5715,9.4409,11.2417,10.2470,13.0963,13.0146,7.2406,14.5202,7.2685
2772,31.8807,23.3902,24.2425,22.9517,22.5338,25.0368,20.7996,17.4709,27.5196,21.5257,17.0496,21.9907,20.9547,23.1944,18.1410,16.1652,17.3330,18.7667,17.2933,14.3231,15.3070,17.6773,13.7831,15.9970,12.6924,9.8570,16.8220,7.0608
2773,22.1452,24.0429,24.7871,24.4216,31.0065,27.2370,30.7369,24.9764,23.1825,23.8162,18.1332,23.5845,26.0087,23.2678,20.8549,18.7933,17.5281,21.0109,20.3533,15.9272,13.7014,20.2213,14.6054,11.5494,10.9652,9.1420,9.9374,8.7064
2774,15.8574,14.7621,16.9603,15.9820,18.8603,20.6981,16.0019,11.5489,14.6491,15.1971,11.8347,14.3332,16.5627,14.3309,12.0285,12.2682,14.6820,14.5023,13.5711,15.2800,11.2183,11.1645,12.2281,12.5101,14.1708,7.1049,10.8346,8.5185
2775,12.0674,16.2590,12.9298,15.4934,11.3852,10.8808,17.8579,13.1071,14.9104,14.1057,8.9546,11.4840,13.6011,16.1340,11.2534,11.9020,11.1193,11.3052,13.6619,11.8045,13.3444,9.2359,7.3511,9.2511,9.0057,7.3740,7.0002,7.0469
2776,17.4570,14.3223,19.6021,19.8349,17.1155,16.1589,19.7206,18.5764,17.1492,13.0036,17.7284,14.0862,20.9967,17.5898,17.7989,12.7007,17.8258,19.7298,13.8240,14.8326,14.8599,14.4125,14.9769,12.5578,12.4625,8.6072,9.3525,12.8975
2777,15.3741,12.6649,14.6853,12.1031,16.3517,18.9408,16.8700,14.8235,13.3485,14.5194,12.7170,17.1940,14.8461,13.0643,13.3415,14.0231,14.4680,13.0928,8.5120,10.0071,7.8316,10.8975,10.6647,9.6399,12.3064,8.2375,7.8104,8.0571
2778,15.7068,16.7578,14.4768,14.2182,16.3969,12.8768,17.2821,14.4295,15.9035,16.0121,10.7578,12.9056,16.2464,17.3910,13.1721,12.6509,11.7014,11.9148,13.7998,12.7150,13.4096,10.5265,9.7688,10.0921,10.1008,7.2831,6.3721,5.2826
