FIPS,pH,Temperature,Turbidity,Fecal Coliform
05113,7.085714285714289,14.728571428571438,,
05117,7.860000000000003,13.912499999999996,17.0,47.333333333333336
05119,6.8194661190964325,17.687926078028827,16.716304347826075,118.1951219512195
05123,7.344196428571405,15.130803571428592,11.0,
05125,6.574476190476055,12.08090476190457,6.923170731707315,115.29268292682927
05127,7.620000000000001,20.119999999999997,,
05129,7.689133627019163,15.9419970631424,,
05131,7.694736842105282,18.84184210526311,28.428571428571427,13.571428571428571
05135,7.283333333333333,16.766666666666666,,
05137,7.925000000000015,12.749999999999982,,
05143,7.312684545835518,17.637366955330783,13.699163879598757,489.18227424749165
05147,7.377027027027022,15.097297297297288,100.0,
06001,7.441333333333338,19.656164383561638,6.333333333333333,
06003,8.122972972972976,9.372972972972974,4.406250000000001,
06007,7.388461538461538,9.513461538461543,,
06009,4.4750000000000005,19.049999999999997,,
06011,7.36840490797547,9.257668711656416,,
06015,8.400000000000002,21.0,1.8999999999999997,
06017,7.1584956346542,8.483853459972849,0.275,
06019,7.5227272727272725,21.03636363636363,253.71999999999997,
06021,7.575,22.1,5.0,
06023,7.999999999999997,21.75,1.1833333333333333,
06025,8.009722222222218,23.571014492753623,3.625,9.75
06027,8.20866425992779,18.6910348977136,,
06029,7.783999999999999,22.216666666666665,8.733333333333333,
06031,7.760000000000001,20.659999999999997,7.719999999999999,
06035,8.483333333333334,13.75,6.859999999999999,
06037,8.104501607717076,16.800837520938014,,
06039,7.300000000000001,22.124999999999996,4.275,
06043,7.012765957446772,8.575609756097554,,
06047,7.366122448979625,17.434829931972793,3.8285714285714283,
06049,8.046153846153846,6.615384615384615,4.18,
06051,7.59022556390978,14.19135338345865,3.2150000000000007,1.0
06053,8.375000000000007,16.25,64.0,
06057,7.856362941007813,7.963928468968,,
06059,8.428571428571429,,,
06061,7.00343249427919,10.84599542334096,,
06065,8.046352723914989,18.33525581395349,1.3,
06067,7.65376044568244,17.384512534818946,9.819999999999999,
06069,8.874999999999977,24.147058823529413,10.424999999999999,
06071,7.9801687763713,18.693003412969254,1.3325,12.5
06073,7.914897641298795,15.817186108637374,,
06077,7.787814569536348,16.45205298013245,3.4,
06079,7.808928571428571,19.074999999999996,,
06083,7.915148127445515,17.996981553940742,,
06091,8.1,6.0,,
06093,8.326213592233003,20.857843137254903,3.1692307692307695,
06097,7.757142857142858,19.457142857142856,,
06099,7.934042553191419,16.632575201760833,4.196000000000001,
06101,7.711702127659571,13.60942249240122,,
06105,7.983333333333334,18.883333333333333,,
06107,7.633333333333334,20.68666666666666,12.059999999999999,
06111,7.646969696969707,23.054471544715465,,
06115,7.30891438658428,10.603000882612543,,
08001,7.424598930481282,17.016577540106944,,
08005,7.203562340966913,12.91666666666668,,
08007,8.422222222222224,18.17777777777778,6.25,
08011,8.033333333333333,24.5,,
08013,8.310810810810818,5.9428571428571395,,
08015,7.788888888888888,19.25,,
08019,8.00769230769231,6.333333333333333,,
08021,8.554054054054058,13.121621621621621,,
08023,6.0,,,
08025,8.099999999999994,13.166666666666666,,
08029,8.1613414634146,9.876434676434659,124.5125,
08031,8.47366412213734,14.596087786259366,,
08033,6.7,,,
08037,8.445355411954738,7.129079159935376,4.242857142857142,6.494949494949495
08039,7.240624999999998,12.012500000000003,,
08041,8.174144486692207,13.719106463878328,,
08043,8.380000000000003,19.04,,
08045,8.372820993439554,12.022889305816161,4.01,21.916666666666668
08049,6.963257865459466,7.810130183091618,10.165853658536586,
08051,8.115221318879843,8.979584462511339,4.170212765957446,
08053,6.5,,,
08057,6.7963768115942145,13.632116788321163,,
08059,8.17200000000001,9.55199999999999,,
08065,7.788574189710451,5.4281252323939695,,
08067,7.561227090070627,9.702685747892664,17.499999999999996,
08069,7.27228632568289,8.136264522646796,11.415157480314956,
08071,8.31032258064523,19.579784946236607,9.8,
08075,7.271428571428571,14.657142857142858,0.34285714285714286,
08077,8.113915153966197,14.805724688986109,110.00877192982455,2.0
08079,7.630000000000001,9.144444444444444,,
08081,8.323412443874304,16.59544579858886,11.78780487804878,28.43243243243243
08083,8.187351778656133,13.755138339920954,349.8538461538462,
08085,7.983632176344547,9.811070899818704,19.866666666666664,
08087,7.95,13.554166666666662,1.0999999999999999,
08089,8.258974358974358,17.056410256410256,,
08091,8.048611111111082,11.50634920634921,106.55555555555556,45.27777777777778
08093,7.688209606986895,6.5641921397379885,,
08097,7.826800000000011,8.387999999999995,0.69375,8.875
08099,7.950000000000002,19.25,,
08101,8.009806085789226,15.853239838983509,8.281818181818183,
08103,8.329901960784312,12.624222585924702,12.733333333333334,
08105,7.8999999999999995,11.5,,
08107,8.27403651115616,11.379022403258643,59.287499999999994,31.15
08109,7.926368159203998,7.974129353233832,,
08111,6.5518072289156635,6.7185185185185174,20.0,
08113,8.299999999999999,8.8125,18.65,
08115,7.433333333333334,18.466666666666665,0.15000000000000002,
08117,8.138947368421055,9.726315789473684,,
08121,7.050000000000001,15.6,0.1,
08123,8.318025430067113,15.561032161555568,3.385714285714286,
09001,7.828690386071139,14.602876608629828,1.4222641509434142,1516.3254716981132
09003,7.3921848939719395,13.657564927329059,3.4894439764111205,2010.9560067681896
09005,7.761176470588241,14.782352941176471,1.8239999999999998,105.9
09007,7.231818181818188,12.375,2.479722222222224,224.08333333333334
09009,7.519343891402732,15.251131221719458,3.119014084507046,19238.561904761904
09011,7.137121212121216,14.795454545454545,3.587878787878789,360.75
09013,7.122433460076061,13.258555133079849,4.993750000000002,1197.6875
09015,7.2572234762979795,14.260722347629796,5.650835214446956,380.13605442176873
10001,6.333333333333333,15.83333333333333,1.8,
10003,6.166666666666667,14.333333333333334,,
10005,6.125,14.725000000000001,0.64,
11001,6.204761904761905,18.58571428571429,1.8800000000000001,
12001,7.466666666666668,23.799999999999997,1.1666666666666667,
12003,5.966666666666665,22.3,,
12009,7.450000000000045,25.15999999999999,5.2250000000000005,
12017,7.546153846153846,23.126923076923063,0.1,
12019,7.55,24.6,,
12021,7.4105590062111695,24.496894409937887,,
12023,7.65,21.8,160.0,
12027,7.521929824561398,23.446491228070187,,
12029,7.15,24.25,2.6,
12031,7.426258205689305,23.547483588621446,,
12041,7.327777777777775,22.144444444444446,0.1,
12049,7.300000000000002,24.416666666666668,,
12053,7.042152466367715,22.393721973094163,0.25,
12055,6.125000000000003,25.618749999999995,,
12057,7.020273659218656,23.948483189970144,4.059999999999998,131.625
12063,7.825,19.500000000000004,0.22500000000000003,
12067,7.6,23.1,0.7,
12069,7.275148632580276,24.482520808561315,3.184000000000001,
12073,7.557142857142857,22.6,4.8,
12075,7.18,23.21,1.3333333333333333,
12079,7.6499999999999995,22.166666666666668,0.16666666666666666,
12081,6.951851851851847,24.35740740740741,,
12083,7.541592920353982,23.80442477876108,7.959999999999999,
12086,7.724999999999985,25.0,,
12089,7.5124999999999975,23.5,,
12095,7.084050632911381,24.870970464134956,6.5779999999999985,
12097,6.306709956709974,23.336147186147237,1.5683333333333334,
12099,7.6772727272727606,25.40909090909091,,
12101,6.9510309278350375,23.39054982817864,2.4000000000000004,
12103,6.355629139072831,24.88760643330176,0.1,
12105,6.556799999999999,23.217600000000004,1.8399999999999999,
12107,7.824999999999999,26.75,0.2,
12115,7.9,27.6,,
12117,7.625148279952545,24.889323843416403,5.614782608695651,
12119,6.912121212121204,22.909696969696956,2.8333333333333335,
12121,7.233333333333333,23.266666666666666,0.20000000000000004,
12123,7.472727272727273,25.245454545454546,3.3199999999999994,
12125,7.45,22.8,0.1,
12127,7.603125,23.4375,1.1249999999999998,
12129,6.4333333333333345,23.75,4.5,
13007,7.630013831258643,21.336514522821577,8.009734513274342,66.66666666666667
13011,7.271794871794849,14.757142857142847,20.666666666666668,2389.375
13015,7.434210526315728,15.385714285714283,13.099999999999985,458.6666666666667
13021,7.269090909090979,14.886842105263204,11.733333333333348,103.57142857142857
13025,6.755882352941187,20.172222222222217,5.316666666666667,118.63636363636364
13027,6.916981132075456,21.78236259228845,0.6,
13029,5.656410256410283,19.452380952381002,9.23333333333332,123.92857142857143
13031,6.793138297872334,19.001063829787196,6.701729106628222,168.47262247838617
13033,7.1236842105262905,18.141666666666687,6.914430894308945,187.78048780487805
13035,6.847368421052631,15.599999999999971,38.166666666666664,1245.3333333333333
13037,6.9,20.25,4.3,
13043,6.167924528301859,15.92877358490564,7.102631578947368,1272.1052631578948
13045,6.96887850467285,17.721121495327083,25.670918367346953,2430.6666666666665
13047,7.736842105263169,16.261904761904706,15.87500000000002,1716.875
13049,3.8947368421052633,21.56842105263157,5.75,
13051,7.469449763819787,20.759359039836752,16.003735408560306,1398.6168224299065
13055,7.760526315789465,16.19999999999993,9.308333333333339,475.625
13057,7.260264900662323,15.794481236202984,12.147916666666667,567.2166666666667
13065,3.8600000000000287,21.278947368421044,2.8166666666666678,57.142857142857146
13067,7.114803849000855,17.63767579570705,9.379999999999999,
13073,7.191898527004935,17.766571194762886,27.575126903553333,986.8401360544218
13075,4.725,21.4,43.35,
13077,6.8,10.8,11.0,
13081,4.35,18.3,14.0,
13087,7.675729646697384,21.447772657450024,7.836986301369868,49.166666666666664
13089,6.7476190476190325,15.361904761904736,171.8181818181818,
13095,7.3242730720607145,20.831241997439157,9.557558139534875,65.28571428571429
13097,6.9,10.6,4.7,
13099,7.437499999999999,21.675,2.9,
13103,7.260986066452338,21.165916398713794,3.8169374999999994,101.1875
13105,7.222581560283739,16.05140425531906,41.523677248677195,1227.6190476190477
13107,5.505555555555558,11.710000000000006,5.7,160.4
13109,6.393750000000025,17.6558823529412,7.784848484848492,921.3333333333334
13113,6.888528678304286,17.122693266832886,24.83529411764706,542.8571428571429
13115,7.5157894736842294,16.50952380952382,21.10833333333335,670.625
13119,7.24578313253014,15.279267068272999,25.416666666666668,1715.0
13121,7.1953271028037475,23.817757009345826,17.91840942562592,
13123,6.927027027027079,14.36666666666665,9.658333333333323,899.375
13125,6.702941176470583,15.527777777777779,11.70909090909091,255.71428571428572
13131,7.025714285714278,20.009999999999987,16.833333333333332,539.3333333333334
13135,6.8821462043112085,14.45478912839765,155.34339103068427,2596.8456069070594
13139,7.3461401425177915,17.538717339667542,9.602072538860117,1585.5
13141,7.248859315589359,14.532319391634957,21.283643122676537,529.6431226765799
13145,6.9,27.3,,
13147,7.038506760728944,16.416431510875938,16.57482456140349,3305.2982456140353
13149,7.079295774647903,17.86136150234752,17.692156862745076,581.46875
13155,4.933333333333334,20.566666666666666,3.3,
13161,7.491666666666671,19.699999999999996,20.041666666666657,73.88888888888889
13163,6.926985878199517,16.953795233892258,10.875299999999985,1899.108
13165,7.360465116279091,17.20249169435219,6.5821138211382255,696.0975609756098
13169,7.480555555555528,20.05263157894735,11.366666666666667,177.27272727272728
13175,7.163888888888863,19.85789473684214,16.558333333333337,210.0
13177,7.55,21.366666666666664,4.333333333333333,
13179,6.436779661016955,18.398898305084675,16.893939393939387,224.12121212121212
13185,7.2728635682158815,21.063568215892104,6.4827586206896575,190.83333333333334
13187,7.04875000000002,14.609523809523818,7.66384408602151,275.16129032258067
13189,7.272684085510753,15.442399049881427,13.613731343283572,434.14328358208957
13191,6.96923076923073,20.159090909090875,17.416666666666668,314.44444444444446
13193,6.968199737187912,18.445860709592605,21.333333333333332,224.0
13195,7.25742311770944,16.64891304347822,35.10992063492062,1575.5555555555557
13201,7.026666666666669,21.679999999999996,11.8,
13205,7.650000000000001,21.566666666666666,2.7999999999999994,
13217,7.18234295415962,17.33225806451614,22.291666666666675,2689.4666666666667
13219,7.1523809523809305,16.20833333333335,32.89166666666667,1965.625
13241,6.966657997399214,13.878023407022303,11.532837326607792,1224.1412358133668
13243,5.05,17.8,0.3,
13245,7.036542515811756,18.047189037245357,6.97844481605354,1821.4448160535117
13247,6.836697839406674,9.202354079329083,27.399661835748798,113.7843137254902
13251,7.161316747572855,18.545024271844706,11.175776397515516,1620.3664596273293
13253,7.333972602739758,20.62904109589042,7.399378881987597,60.416666666666664
13255,6.4,13.2,47.0,
13257,7.190833333333304,15.007936507936328,21.30611111111115,7606.266666666666
13259,7.336842105263127,20.810000000000013,6.68333333333334,240.71428571428572
13261,7.022178060413343,19.800238473767827,11.861111111111112,
13265,7.372727272727285,13.972222222222246,15.820000000000002,937.1428571428571
13273,5.3,21.8,4.5,
13277,6.12050816696911,16.216878402903784,122.08571428571429,
13285,7.3386666666666605,18.399682539682416,11.938000000000006,516.0
13287,4.78125,19.9875,34.8,
13293,6.7,11.0,45.0,
13299,3.8,21.2,6.2,
13301,7.407894736842092,17.775000000000034,15.999999999999995,391.875
13305,7.4564102564102654,21.40000000000003,21.0,59.375
13313,7.564960629921349,16.06167979002629,13.970833333333346,1413.4375
13315,5.5,21.0,150.0,
13317,7.414717906786692,15.445789043336125,14.822460937500011,522.8125
13321,6.0,20.08571428571429,12.044444444444444,
15001,7.6000000000000005,22.46666666666667,,
15003,7.373684210526313,21.211842105263155,,
16001,7.955345911949695,11.951167728237781,,
16003,7.7,11.124999999999998,,
16005,8.217460317460318,14.960317460317457,10.079999999999995,93.46666666666667
16007,7.608333333333334,9.933333333333334,,
16009,7.223076923076921,7.651282051282051,,
16011,8.336642717178414,13.582103200522653,9.728813559322036,101.0
16013,7.692307692307693,11.551999999999998,180.0,
16015,7.353333333333333,12.6,,
16017,7.404761904761901,9.377777777777776,6.771794871794871,8.23076923076923
16019,8.064,9.292000000000003,5.200000000000003,19.333333333333332
16021,7.1625,9.55,,
16023,7.957857503789752,12.994492167761475,8.268627450980391,
16025,8.1,12.174999999999999,,
16027,8.013445378151268,13.722969187675055,,
16029,8.140909090909087,7.54909090909092,,
16031,7.495454545454546,13.445454545454549,,
16033,8.509999999999998,5.929999999999999,,
16035,7.25,13.3,,
16037,8.11159420289855,8.544927536231889,5.266666666666665,13.666666666666666
16039,8.344329896907219,13.934536082474263,,
16041,7.710000000000001,12.559999999999999,,
16043,7.3590909090909085,10.272727272727273,,
16045,7.340000000000001,16.659999999999997,,
16047,8.134523809523815,14.611904761904766,1.892,2.0
16049,7.712000000000001,12.080000000000005,17.23333333333333,38.666666666666664
16051,8.009210526315787,12.486842105263165,,
16053,7.9137614678899055,15.283486238532113,2.888235294117647,1.5
16055,7.243141592920337,8.31946902654866,4.666666666666667,1.6666666666666667
16057,7.206896551724139,11.46896551724138,12.5,89.66666666666667
16059,7.188888888888889,10.549999999999999,,
16061,7.239999999999999,10.7,,
16063,7.790909090909093,14.504545454545449,23.28,
16065,7.803703703703703,13.370370370370368,6.433333333333333,98.33333333333333
16067,8.107407407407406,13.139506172839505,5.170454545454551,5.333333333333333
16069,7.815789473684212,14.173684210526316,12.733333333333334,540.0
16071,7.668750000000001,12.225000000000001,,
16073,7.44736842105263,17.7,0.0,
16075,7.55,15.49,10.433333333333335,360.0
16077,7.740000000000002,13.37,,
16079,7.16018161805181,6.976857457347273,3.533333333333332,1.9
16081,7.515789473684209,7.891228070175438,,
16083,8.222784810126578,10.162206148282085,13.573333333333327,55.13333333333333
16085,7.000000000000016,9.167808219178088,3.2333333333333334,3.0
16087,8.136,17.147999999999996,19.0,151.0
17003,8.040000000000001,14.826666666666648,97.86666666666666,542.0
17009,8.6,15.4,,
17011,7.199999999999999,12.3,,
17015,6.95,12.5,,
17019,7.55,12.925,0.98,
17021,6.666666666666667,15.399999999999999,,
17023,6.75,12.55,,
17027,7.733333333333334,23.666666666666668,,
17031,7.939999999999932,12.880000000000063,,
17033,6.3,12.9,,
17037,7.285714285714286,17.057142857142857,,
17039,7.966666666666668,14.0,1.7349999999999999,
17041,6.6,15.0,,
17043,7.64054054054054,12.013513513513514,,
17047,7.966666666666667,21.56666666666667,,
17053,6.5,12.4,,
17057,8.2,20.3,,
17061,7.633333333333334,21.3,,
17063,7.1,15.8,,
17073,7.5,17.5,,
17075,8.070000000000006,13.068846153846113,,
17083,8.216666666666667,14.033333333333305,47.5,33.27272727272727
17089,7.0375000000000005,16.575,180.0,
17091,7.951162790697679,20.004651162790694,0.66,
17097,7.2,10.524999999999999,,
17099,8.337065637065637,16.264478764478763,,
17103,6.8500000000000005,11.8,,
17105,6.9,15.7,,
17109,6.9,13.8,,
17111,6.9875,15.875,53.0,
17115,7.776923076923078,14.815384615384614,1.79,
17117,6.8,13.3,,
17119,7.75,15.05,,
17123,6.5,13.3,,
17127,6.7,14.6,,
17131,7.5,14.4,,
17133,6.1,14.9,,
17135,6.75,15.65,,
17137,6.3,14.3,,
17139,7.2,12.8,,
17141,7.05,11.55,,
17143,7.85,22.0,,
17147,7.962500000000005,14.137500000000001,,
17149,8.5,15.6,,
17153,7.826666666666663,17.464285714285715,59.92857142857143,
17155,7.4,19.6,,
17157,7.4,17.6,,
17161,6.85,12.7,,
17167,7.660000000000001,19.9,,
17171,8.201937984496114,16.085271317829395,,
17173,8.033333333333335,18.733333333333334,,
17179,7.233333333333333,13.200000000000001,,
17183,6.9,12.7,,
17191,7.4,15.0,,
17193,7.633333333333334,23.866666666666664,,
17195,6.45,13.15,,
17197,7.277777777777778,16.933333333333334,,
17201,6.6,11.45,,
17203,6.9,21.9,,
18005,8.2,24.6,,
18011,7.15,19.5,,
18035,7.35,15.25,43.0,
18039,9.15,13.100000000000001,8.25,
18051,7.995238095237977,19.26190476190482,,
18057,7.866666666666668,10.3,2.0,
18059,8.077540106952103,15.364919786096175,2.5,
18063,7.199999999999999,17.150000000000002,4.3,
18065,7.15,17.9,15.0,
18071,6.9,23.4,,
18073,6.8,16.0,0.33,
18077,7.6,25.3,,
18089,7.35576923076923,14.286538461538466,7.557142857142857,
18095,7.3,17.0,6.4,
18097,8.088283658787317,14.358924289139834,3.7,
18101,7.6,25.0,,
18107,7.0238095238095255,,,
18109,7.32,19.96,37.8,
18111,7.666666666666667,13.0,1.87,
18123,7.613333333333338,15.726666666666675,71.98666666666666,
18127,8.0,11.5,,
18129,7.943333333333318,16.366666666666667,67.4,
18133,8.084589800443489,13.94057649667404,86.0,
18135,7.233333333333333,16.933333333333334,104.0,
18139,7.324999999999999,14.4,7.33,
18145,7.45,15.266666666666666,9.6,
18147,6.875000000000001,14.024999999999999,21.283333333333335,
18177,7.042857142857144,16.700000000000003,,
19001,7.300000000000001,12.5,130.0,
19003,7.05,12.5,4.2,
19005,8.06147540983606,16.79754098360655,39.38888888888889,
19009,7.25,12.5,79.0,
19011,7.6428571428571415,13.485714285714284,1.0,
19013,8.016666666666667,10.674999999999999,24.233333333333334,
19015,7.625,16.0,31.0,
19017,7.576386036960973,11.0328542094456,33.550000000000004,
19019,7.7,14.28181818181818,21.0,
19021,7.3999999999999995,11.0,62.0,
19023,8.1,9.442857142857141,15.466666666666667,
19025,7.2,12.399999999999999,31.1,
19027,7.3125,11.875,3.8500000000000005,
19029,7.25,12.833333333333334,,
19031,6.949999999999999,12.3,19.0,
19033,7.3,14.6,,
19035,7.371428571428572,12.142857142857142,12.080000000000002,
19037,7.35,10.2,,
19043,5.889753086419755,,,
19045,8.106395348837223,14.949999999999987,78.24615384615385,
19047,7.4,13.5,,
19049,8.030434782608696,10.630434782608695,12.700000000000001,
19055,8.005813953488374,14.946511627906977,19.863636363636363,
19057,7.685454545454561,15.490909090909074,788.1333333333333,
19061,7.4,13.35,5.4,
19063,7.55,10.5,26.0,
19065,7.992105263157899,14.657894736842103,24.799999999999997,
19067,8.2,9.95,29.0,
19069,7.3500000000000005,16.35,,
19071,7.2,13.5,5.9,
19075,7.457142857142857,12.542857142857143,12.566666666666668,
19077,6.55,11.3,,
19079,7.230000000000001,10.740000000000002,16.15,
19081,7.425,10.85,23.333333333333332,
19083,8.017469879518107,11.47951807228918,19.03928571428571,
19085,8.303124999999994,13.859375,120.0,
19089,7.5,8.8,6.1,
19091,7.35,11.149999999999999,18.5,
19093,7.425,12.5,1.0,
19095,7.233333333333333,14.133333333333333,1.9500000000000002,
19097,7.425,17.25,,
19099,7.15,12.25,,
19101,7.25,23.9,2.3,
19103,7.444736842105263,12.747368421052636,15.0,
19105,7.45,20.2,,
19107,7.346153846153846,14.63846153846154,473.475,
19109,7.3,10.5,26.0,
19111,7.050000000000001,14.2,42.0,
19113,7.447093023255808,12.434011627907001,72.1,
19115,8.139496717724295,14.33435448577676,71.3076923076923,
19117,5.837611940298509,,,
19119,7.4,10.5,1.6,
19125,7.25,11.9,12.0,
19127,7.3,11.174999999999999,6.7,
19129,7.45,12.0,45.0,
19131,7.457142857142856,11.200000000000001,6.7749999999999995,
19133,8.269999999999998,13.6,,
19137,7.116666666666666,13.166666666666666,33.0,
19139,6.8999999999999995,13.05,9.4,
19141,7.325,11.3,21.5,
19145,6.699999999999999,12.0,24.0,
19147,7.45,10.399999999999999,38.666666666666664,
19149,8.480088495575224,19.278761061946902,71.40833333333333,
19151,7.4,14.1,2.1,
19153,7.761538461538462,13.100000000000001,7.0,
19155,7.3,12.0,15.8,
19157,6.925,19.25,2.9,
19161,7.333333333333333,12.0,7.8999999999999995,
19163,7.324999999999999,13.05,10.0,
19165,7.5,12.5,11.0,
19167,7.3999999999999995,12.25,10.05,
19169,7.38,11.1,19.1,
19171,8.499999999999998,15.390909090909094,37.5,
19173,7.949999999999999,14.0,1.8,
19179,7.35,12.9,,
19181,7.4,12.5,2.9,
19183,7.575,14.25,15.4,
19187,7.742857142857141,13.200000000000003,12.84,
19189,7.35,9.5,15.0,
19191,7.4,11.7,,
19193,8.09285714285714,13.0,32.333333333333336,
19197,8.049534450651743,11.407448789571692,26.030769230769234,
20005,7.599999999999994,22.75,269.0,
20035,7.812807881773397,15.8551724137931,631.5166666666667,
20037,5.4567901234567895,,,
20045,8.247999999999998,16.942400000000013,32.43809523809524,107.22619047619048
20049,7.900000000000005,16.808333333333334,80.0,
20079,7.36099236641221,16.450000000000014,188.8140042223781,2713.6095317725753
20085,7.947881355932188,11.76779661016952,11.026315789473689,250.49122807017545
20087,8.329166666666667,21.311111111111117,40.093220338983045,129.10169491525423
20091,7.865087719298249,14.87350877192982,49.82529002320185,10159.053488372094
20103,8.308734402851986,17.80169340463463,152.99135446685878,1911.092219020173
20117,7.499999999999996,17.583333333333332,156.32,
20149,8.309817351598165,15.668150684931483,130.08099415204669,812.5526315789474
20155,7.8599999999999985,18.100000000000005,250.33333333333334,18000.0
20171,6.101851851851852,,,
20173,7.704810892587005,17.165173978819965,255.73040837696308,4724.0582978723405
20177,8.175415282392077,15.883001107419776,224.84956521739127,1765.5239130434782
20185,8.333333333333337,15.008333333333333,24.233333333333334,8.0
20197,8.272222222222219,17.733333333333338,29.333333333333332,44.2
20209,7.891472868217052,20.157364341085277,45.71473684210526,66.63440860215054
21089,7.486666666666678,14.986666666666645,68.32666666666667,
21093,7.30417335473514,15.30144462279291,21.138636363636365,
21139,7.933333333333334,17.416666666666668,22.566666666666666,
21145,7.783333333333336,16.583333333333332,17.566666666666666,
21163,7.598373983739838,14.842276422764233,595.4,
22003,6.928571428571422,20.02857142857145,,
22011,7.216666666666667,20.00000000000001,55.833333333333336,553.5
22013,6.35,23.4,,
22015,6.75,20.3,,
22021,8.600000000000001,23.1,,
22027,8.65,24.8,,
22029,7.6,20.8,,
22033,7.263775510204083,21.99897959183677,,
22041,7.259374999999998,19.581249999999997,,
22043,6.516666666666668,18.366666666666664,4.633333333333333,94.66666666666667
22049,8.8,27.2,,
22053,7.306249999999978,20.687499999999936,,
22055,6.59919028340081,21.64251012145751,9.527083333333335,
22061,8.3,25.8,,
22067,8.1875,23.675,,
22069,8.399999999999999,26.5,,
22073,8.525,22.400000000000002,,
22077,7.728571428571444,18.592857142857177,82.66666666666667,257.07142857142856
22079,7.752000000000018,20.299999999999983,64.90000000000006,88.36363636363636
22081,7.892000000000006,19.299999999999983,59.100000000000016,34.25
22111,8.316666666666666,24.8,,
22115,6.560824742268042,13.012371134020626,11.35,
22119,7.8999999999999995,22.65,,
22121,7.418750000000003,17.66875000000002,,
22125,7.732142857142857,17.771428571428604,82.25,242.28571428571428
22127,8.275,25.7,,
23001,8.475000000000001,9.15,,
23005,7.885714285714285,10.357142857142858,,
23007,7.420000000000002,8.59,,
23009,7.5,11.066666666666668,,
23011,7.642857142857143,10.657142857142857,,
23015,8.3,7.2,,
23025,7.8,10.1,,
23029,7.85,9.65,,
23031,8.166666666666666,12.200000000000001,,
24003,7.402127659574483,14.48642857142857,,
24005,7.4477863330124965,17.355625301786603,,
24009,7.316666666666666,17.73333333333333,,
24011,7.187584650112842,14.30451467268623,1.21,
24013,6.516666666666667,14.333333333333334,,
24015,6.0,13.6,,
24017,6.5310924369747925,10.010504201680675,,
24019,8.183333333333334,18.46,,
24021,7.220000000000001,15.0,,
24025,7.7059151785713516,14.944419642857158,,
24027,6.025,14.6,,
24029,6.78612975391507,15.191797166293757,,
24031,6.4799999999999995,15.0,,
24033,6.667708333333333,12.291566265060238,,
24035,7.3925531914893625,15.819892473118292,,
24037,7.457746478873239,12.090140845070424,,
24039,7.5,10.0,,
24041,7.699999999999999,16.622222222222224,0.88,
24043,7.226390804597762,12.667816091954167,0.75,
24047,6.703225806451614,15.068965517241384,,
24510,7.7,13.0,3.3,
