uniqid_huc10,nonfp_1987_huc10,nonfp_1988_huc10,nonfp_1989_huc10,nonfp_1990_huc10,nonfp_1991_huc10,nonfp_1992_huc10,nonfp_1993_huc10,nonfp_1994_huc10,nonfp_1995_huc10,nonfp_1996_huc10,nonfp_1997_huc10,nonfp_1998_huc10,nonfp_1999_huc10,nonfp_2000_huc10,nonfp_2001_huc10,nonfp_2002_huc10,nonfp_2003_huc10,nonfp_2004_huc10,nonfp_2005_huc10,nonfp_2006_huc10,nonfp_2007_huc10,nonfp_2008_huc10,nonfp_2009_huc10,nonfp_2010_huc10,nonfp_2011_huc10,nonfp_2012_huc10
105,0.0,0.0330,0.0285,0.0393,0.0312,0.0342,0.0560,0.0500,0.0647,0.0557,0.0382,0.0301,0.0254,0.0267,0.0246,0.0226,0.0219,0.0355,0.0437,0.0294,0.0327,0.0297,0.0309,0.0171,0.0129,0.0107
106,0.1,0.1189,0.1015,0.1290,0.1096,0.1134,0.1688,0.1437,0.1812,0.1468,0.1403,0.1126,0.1068,0.1207,0.1169,0.1078,0.1055,0.1741,0.2131,0.1460,0.1390,0.1221,0.1296,0.0718,0.0544,0.0445
107,0.0,0.0054,0.0048,0.0060,0.0047,0.0050,0.0072,0.0062,0.0081,0.0064,0.0063,0.0050,0.0046,0.0052,0.0048,0.0044,0.0043,0.0071,0.0085,0.0056,0.0060,0.0054,0.0057,0.0032,0.0025,0.0019
108,0.1,0.0429,0.0632,0.0855,0.0610,0.0653,0.1488,0.1162,0.0705,0.0781,0.0371,0.0294,0.0798,0.2563,0.2191,0.1399,0.1781,0.1127,0.0985,0.1680,0.0820,0.1712,0.0631,0.0125,0.0457,0.0195
109,0.0,0.0404,0.0136,0.0082,0.0123,0.0209,0.0406,0.0350,0.0065,0.0213,0.0073,0.0080,0.0103,0.0163,0.0281,0.0239,0.0111,0.0154,0.0309,0.0480,0.0490,0.0431,0.0080,0.0097,0.0299,0.0108
110,0.0,0.0084,0.0128,0.0171,0.0128,0.0134,0.0302,0.0228,0.0141,0.0151,0.0073,0.0057,0.0157,0.0491,0.0377,0.0234,0.0287,0.0170,0.0150,0.0244,0.0140,0.0294,0.0110,0.0023,0.0077,0.0030
111,0.4,0.4273,0.3230,0.3627,0.5092,0.5114,0.5774,0.6053,0.4864,0.7020,0.6131,0.4672,0.4048,0.9665,0.7413,0.8072,0.7653,1.0132,1.1816,0.9435,1.2166,1.2647,0.1360,0.1000,0.4241,0.0353
112,0.3,0.2477,0.3642,0.5063,0.3884,0.4286,0.9937,0.7914,0.4831,0.5447,0.2920,0.2342,0.6522,2.1330,1.7410,1.1324,1.4406,0.9119,0.7987,1.3813,0.7878,1.6440,0.6191,0.1229,0.4416,0.1884
113,0.2,0.3583,0.3155,0.5887,0.3168,0.3499,0.5683,0.5256,0.2902,0.2795,0.1788,0.1462,0.1221,0.2167,0.4845,0.5089,0.1393,0.3431,0.2433,0.1429,0.0696,0.1260,0.0906,0.0857,0.1979,0.0404
114,0.1,0.0732,0.0628,0.0818,0.0674,0.0680,0.1024,0.0840,0.1046,0.0824,0.0768,0.0602,0.0559,0.0620,0.0580,0.0526,0.0497,0.0790,0.0952,0.0647,0.0771,0.0704,0.0786,0.0443,0.0338,0.0281
115,0.1,0.1020,0.0874,0.1138,0.0939,0.0945,0.1422,0.1165,0.1451,0.1143,0.1064,0.0832,0.0772,0.0856,0.0799,0.0725,0.0683,0.1083,0.1305,0.0886,0.1058,0.0966,0.1080,0.0608,0.0465,0.0386
116,0.1,0.1462,0.1300,0.1717,0.1492,0.1569,0.2397,0.2065,0.2656,0.2142,0.1996,0.1635,0.1553,0.1726,0.1681,0.1586,0.1574,0.2660,0.3365,0.2385,0.3608,0.3354,0.3762,0.2087,0.1656,0.1445
117,2.5,1.8618,1.0982,0.8879,1.4035,1.2987,1.7873,1.7021,1.7157,2.1259,1.6366,0.9560,0.8453,1.4569,1.2606,1.4121,2.4019,3.7892,0.7749,0.2264,1.0900,1.1144,1.5280,1.1809,0.7785,0.7888
118,0.0,0.0258,0.0087,0.0052,0.0077,0.0128,0.0246,0.0211,0.0039,0.0130,0.0043,0.0046,0.0058,0.0091,0.0150,0.0122,0.0057,0.0077,0.0153,0.0240,0.0241,0.0210,0.0039,0.0048,0.0150,0.0054
119,0.0,0.0194,0.0292,0.0404,0.0303,0.0321,0.0732,0.0579,0.0346,0.0382,0.0183,0.0144,0.0386,0.1218,0.0976,0.0617,0.0779,0.0489,0.0432,0.0746,0.0435,0.0923,0.0348,0.0069,0.0250,0.0107
120,0.0,0.0307,0.0269,0.0341,0.0282,0.0293,0.0444,0.0374,0.0481,0.0388,0.0367,0.0295,0.0281,0.0313,0.0292,0.0271,0.0265,0.0440,0.0547,0.0376,0.0356,0.0317,0.0338,0.0185,0.0142,0.0116
121,0.0,0.0073,0.0105,0.0142,0.0104,0.0113,0.0261,0.0210,0.0127,0.0146,0.0073,0.0057,0.0159,0.0522,0.0424,0.0269,0.0337,0.0207,0.0179,0.0307,0.0164,0.0337,0.0123,0.0025,0.0086,0.0036
122,0.1,0.0381,0.0481,0.0495,0.0558,0.0919,0.1756,0.1206,0.1102,0.1013,0.1011,0.1336,0.1370,0.1862,0.3079,0.1995,0.2159,0.1855,0.2296,0.2071,0.2404,0.1284,0.1139,0.1095,0.0906,0.1110
123,0.0,0.0005,0.0002,0.0001,0.0002,0.0003,0.0007,0.0006,0.0001,0.0004,0.0001,0.0001,0.0002,0.0003,0.0005,0.0004,0.0002,0.0003,0.0006,0.0009,0.0009,0.0008,0.0002,0.0002,0.0006,0.0002
124,0.3,0.3390,0.2964,0.3831,0.3210,0.3343,0.5073,0.4349,0.5643,0.4510,0.4367,0.3554,0.3381,0.3830,0.3651,0.3370,0.3269,0.5448,0.6813,0.4624,0.5030,0.4511,0.4910,0.2743,0.2133,0.1752
125,0.0,0.0287,0.0246,0.0319,0.0264,0.0265,0.0401,0.0331,0.0423,0.0333,0.0305,0.0239,0.0223,0.0247,0.0231,0.0210,0.0198,0.0317,0.0384,0.0262,0.0337,0.0308,0.0343,0.0193,0.0148,0.0122
126,0.6,0.5869,0.4436,0.4982,0.6995,0.7027,0.7934,0.8319,0.6684,0.9646,0.7389,0.5630,0.4878,1.1647,0.8933,0.9727,0.9223,1.2213,1.4245,1.1376,1.4114,1.4673,0.1577,0.1161,0.4921,0.0409
127,1.6,1.7278,1.5396,2.0234,1.7438,1.8134,2.7912,2.4243,3.1443,2.5311,2.4231,1.9474,1.8721,2.1371,2.1197,1.9947,1.9879,3.3478,4.2012,2.9336,2.8236,2.5644,2.8508,1.6048,1.2603,1.0470
128,4.5,4.6665,3.5305,3.9270,5.3400,5.2268,5.7942,5.9286,4.7299,6.8267,6.1081,4.6733,4.0496,9.6580,7.4114,7.9656,7.3794,9.4531,10.6208,8.1934,10.4262,10.7954,1.1584,0.8521,3.6224,0.3029
129,0.0,0.0021,0.0018,0.0024,0.0020,0.0021,0.0032,0.0028,0.0037,0.0030,0.0028,0.0022,0.0021,0.0024,0.0024,0.0023,0.0023,0.0037,0.0046,0.0032,0.0032,0.0029,0.0032,0.0018,0.0014,0.0012
130,0.0,0.0278,0.0223,0.0294,0.0262,0.0260,0.0391,0.0335,0.0450,0.0358,0.0304,0.0248,0.0224,0.0244,0.0235,0.0221,0.0214,0.0367,0.0468,0.0329,0.0319,0.0287,0.0306,0.0162,0.0120,0.0096
131,0.0,0.0281,0.0095,0.0057,0.0084,0.0142,0.0280,0.0239,0.0045,0.0149,0.0050,0.0055,0.0072,0.0115,0.0197,0.0169,0.0079,0.0110,0.0223,0.0350,0.0337,0.0295,0.0054,0.0065,0.0200,0.0071
132,0.1,0.2030,0.0681,0.0408,0.0605,0.1004,0.1931,0.1655,0.0310,0.1025,0.0341,0.0363,0.0463,0.0722,0.1186,0.0968,0.0449,0.0612,0.1216,0.1899,0.1914,0.1672,0.0314,0.0380,0.1194,0.0431
133,0.8,0.8352,0.6316,0.7091,0.9952,0.9995,1.1286,1.1832,0.9509,1.3724,1.1244,0.8572,0.7431,1.7746,1.3612,1.4821,1.4053,1.8608,2.1693,1.7319,2.1680,2.2534,0.2422,0.1782,0.7552,0.0628
134,1.0,1.0194,0.7705,0.8653,1.2150,1.2204,1.3780,1.4448,1.1609,1.6753,1.3612,1.0371,0.8986,2.1454,1.6455,1.7918,1.6989,2.2497,2.6240,2.0955,2.7071,2.8143,0.3026,0.2226,0.9439,0.0785
135,0.4,0.3217,0.4672,0.6513,0.5087,0.5715,1.2857,1.0227,0.6241,0.6978,0.3432,0.2737,0.7436,2.4331,1.9616,1.2164,1.4888,0.9324,0.8024,1.3737,0.7194,1.5156,0.5648,0.1134,0.4236,0.1797
136,0.8,0.8589,1.7423,0.8557,1.0157,1.2124,2.3054,3.0344,1.5353,2.3995,1.8702,1.1394,1.2468,2.6274,3.7965,3.6809,2.1759,3.0764,2.2028,1.1528,1.3350,1.3635,1.1496,1.3731,1.7124,1.3410
137,0.4,0.3913,0.3477,0.4544,0.3760,0.3835,0.5928,0.5159,0.6741,0.5573,0.5445,0.4417,0.4231,0.4921,0.4838,0.4569,0.4492,0.7503,0.9351,0.6362,0.6564,0.5802,0.6278,0.3446,0.2621,0.2143
138,0.0,0.0018,0.0027,0.0038,0.0028,0.0031,0.0071,0.0057,0.0035,0.0039,0.0018,0.0015,0.0041,0.0132,0.0107,0.0068,0.0084,0.0053,0.0046,0.0080,0.0044,0.0091,0.0034,0.0007,0.0024,0.0010
139,0.2,0.1782,0.1781,0.2291,0.1891,0.2240,0.4922,0.3957,0.2166,0.2663,0.1209,0.0997,0.2520,0.7960,0.6635,0.4198,0.4873,0.3171,0.2977,0.5031,0.2935,0.5333,0.1876,0.0491,0.1752,0.0716
140,0.1,0.2165,0.0679,0.0412,0.0622,0.1066,0.2052,0.1713,0.0315,0.1026,0.0350,0.0366,0.0446,0.0700,0.1130,0.0851,0.0366,0.0493,0.0979,0.1535,0.2021,0.1858,0.0344,0.0399,0.1278,0.0471
141,1.1,1.1350,0.8569,0.9742,1.4090,1.4527,1.7572,1.8120,1.4764,2.1218,1.7591,1.3301,1.1391,2.7191,2.0509,2.1984,2.0656,2.7050,3.1220,2.4809,3.5339,3.6807,0.4007,0.2961,1.2491,0.1035
142,1.2,0.8925,1.1323,1.1645,1.3089,2.1671,4.1556,2.8476,2.6042,2.3853,1.5496,2.0553,2.1087,2.8575,4.7408,3.0649,3.3202,2.8451,3.5237,3.1803,4.2285,2.2468,2.0131,1.9358,1.5944,1.9637
143,0.0,0.0035,0.0053,0.0072,0.0054,0.0057,0.0130,0.0101,0.0061,0.0067,0.0032,0.0025,0.0068,0.0215,0.0170,0.0106,0.0133,0.0082,0.0072,0.0123,0.0067,0.0142,0.0054,0.0011,0.0038,0.0016
144,0.0,0.0013,0.0004,0.0003,0.0004,0.0007,0.0013,0.0012,0.0002,0.0008,0.0003,0.0003,0.0004,0.0006,0.0010,0.0008,0.0004,0.0005,0.0011,0.0017,0.0017,0.0015,0.0003,0.0003,0.0010,0.0004
145,1.1,3.5082,1.1641,0.6874,1.0168,1.7254,3.3420,2.9469,0.5484,1.7798,0.6088,0.6640,0.8525,1.3560,2.3174,1.9368,0.9011,1.2551,2.5338,3.9185,3.9529,3.4650,0.6450,0.7822,2.4550,0.8664
146,0.1,0.0397,0.0570,0.0773,0.0602,0.0668,0.1529,0.1233,0.0718,0.0792,0.0396,0.0299,0.0783,0.2492,0.1994,0.1269,0.1603,0.1023,0.0894,0.1522,0.0812,0.1649,0.0629,0.0130,0.0482,0.0208
147,0.1,0.0766,0.0587,0.0650,0.0873,0.0847,0.0944,0.0975,0.0788,0.1144,0.0975,0.0744,0.0640,0.1535,0.1178,0.1254,0.1157,0.1493,0.1688,0.1311,0.1761,0.1819,0.0194,0.0141,0.0595,0.0050
148,0.0,0.0274,0.0410,0.0563,0.0423,0.0464,0.1040,0.0831,0.0502,0.0563,0.0290,0.0230,0.0616,0.1954,0.1567,0.0980,0.1200,0.0741,0.0656,0.1132,0.0609,0.1275,0.0472,0.0092,0.0330,0.0141
149,0.6,0.6505,0.5019,0.5797,0.8361,0.8533,1.0122,1.0488,0.8544,1.2318,1.0777,0.8212,0.7093,1.7038,1.3063,1.4194,1.3507,1.7907,2.0832,1.6673,2.1699,2.2565,0.2449,0.1814,0.7699,0.0641
150,2.0,1.5417,0.9051,0.7299,1.1588,1.0492,1.4135,1.3513,1.3594,1.6676,1.2777,0.7694,0.6920,1.1800,1.0199,1.1363,1.8460,2.6953,0.5663,0.1708,1.0051,1.0716,1.4174,1.0760,0.7089,0.7439
151,11.5,12.7242,11.3897,15.1460,13.0902,13.6251,20.9170,18.2658,23.6307,19.2819,19.5090,15.9043,15.3801,17.6122,17.4251,16.4110,16.3372,27.7201,34.8816,24.2296,24.0044,21.8220,23.9669,13.4554,10.5302,8.6993
152,0.0,0.0002,0.0002,0.0003,0.0002,0.0003,0.0006,0.0005,0.0003,0.0003,0.0001,0.0001,0.0003,0.0009,0.0007,0.0004,0.0005,0.0003,0.0003,0.0005,0.0003,0.0007,0.0003,0.0001,0.0002,0.0001
153,0.4,0.4284,0.3926,0.5341,0.4826,0.5276,0.8513,0.7605,1.0184,0.8392,0.7148,0.6000,0.5975,0.6946,0.7090,0.6831,0.6925,1.1948,1.5373,1.0899,0.9528,0.8806,0.9816,0.5539,0.4368,0.3668
154,0.3,0.3763,0.3333,0.4376,0.3704,0.3839,0.5915,0.5066,0.6501,0.5234,0.5109,0.4154,0.3967,0.4501,0.4322,0.3977,0.3891,0.6472,0.8011,0.5496,0.5464,0.4897,0.5325,0.2959,0.2283,0.1853
155,0.3,0.3359,0.6789,0.3280,0.3926,0.4719,0.8861,1.1278,0.5571,0.8372,0.5525,0.3371,0.3689,0.7731,1.0773,1.0273,0.5996,0.8522,0.6116,0.3144,0.4057,0.4105,0.3477,0.4183,0.5327,0.4140
156,0.1,0.1211,0.1082,0.1411,0.1178,0.1212,0.1835,0.1558,0.2119,0.1855,0.1798,0.1453,0.1389,0.1580,0.1549,0.1434,0.1410,0.2349,0.2929,0.2007,0.2000,0.1791,0.1943,0.1076,0.0838,0.0700
157,1.5,1.4803,1.0768,1.1658,1.5440,1.4847,1.6432,1.6730,1.3307,1.8981,1.5500,1.1644,0.9877,2.3359,1.7535,1.8592,1.7076,2.1847,2.4510,1.8869,2.4279,2.4683,0.2611,0.1898,0.7942,0.0654
158,1.4,1.1297,1.7419,2.4504,1.8708,2.0711,4.9333,4.0357,2.5713,2.9491,1.4756,1.1960,3.3217,10.8345,8.9605,5.7785,7.2868,4.5696,4.0604,7.1116,4.2275,9.0050,3.4008,0.6811,2.4607,1.0529
159,0.1,0.0836,0.0718,0.0945,0.0812,0.0836,0.1314,0.1097,0.1392,0.1151,0.1102,0.0886,0.0876,0.1009,0.0989,0.0925,0.0906,0.1523,0.1914,0.1302,0.1315,0.1178,0.1315,0.0721,0.0555,0.0453
160,1.7,1.7798,1.3453,1.5107,2.1212,2.1307,2.4059,2.5225,2.0268,2.9249,2.3341,1.7783,1.5410,3.6788,2.8216,3.0726,2.9133,3.8577,4.4995,3.5933,4.5045,4.6828,0.5035,0.3705,1.5706,0.1306
161,0.1,0.1709,0.1561,0.2080,0.1670,0.1815,0.2907,0.2681,0.3494,0.2816,0.2684,0.2179,0.2075,0.2377,0.2274,0.2103,0.2072,0.3401,0.4276,0.2857,0.2605,0.2388,0.2589,0.1445,0.1135,0.0944
162,0.1,0.0894,0.0526,0.0423,0.0647,0.0579,0.0786,0.0741,0.0750,0.0908,0.0649,0.0391,0.0344,0.0560,0.0465,0.0505,0.0832,0.1276,0.0291,0.0099,0.0424,0.0421,0.0568,0.0437,0.0287,0.0285
163,0.3,0.3273,0.6519,0.3124,0.3569,0.4153,0.7765,1.0146,0.4965,0.7555,0.4704,0.2848,0.3101,0.6419,0.9116,0.8720,0.5063,0.7127,0.5140,0.2682,0.3110,0.3146,0.2636,0.3160,0.3933,0.3083
164,0.1,0.1746,0.1453,0.2701,0.1394,0.1482,0.2275,0.2100,0.1143,0.1073,0.0796,0.0655,0.0459,0.0649,0.1943,0.2126,0.0379,0.1376,0.0931,0.0375,0.0168,0.0270,0.0274,0.0335,0.0749,0.0138
165,2.1,2.2530,1.9761,2.6405,2.2967,2.4273,3.7391,3.2434,4.1832,3.3945,3.2224,2.6489,2.5600,2.9013,2.8598,2.6718,2.6286,4.3970,5.4680,3.7698,3.6461,3.2964,3.6139,1.9974,1.5537,1.3118
166,0.0,0.0094,0.0138,0.0187,0.0140,0.0153,0.0350,0.0279,0.0168,0.0187,0.0090,0.0071,0.0195,0.0636,0.0511,0.0322,0.0401,0.0248,0.0215,0.0364,0.0205,0.0425,0.0158,0.0031,0.0112,0.0047
167,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001,0.0001,0.0001,0.0000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000
168,131.2,129.8027,94.1751,101.9774,134.9639,129.5480,143.2024,145.5168,115.6278,164.6706,132.1003,99.0275,83.7731,197.6970,148.0579,156.6365,143.7511,183.9559,206.7210,159.2557,200.5646,203.6642,21.5061,15.6060,65.2274,5.3713
169,2.7,2.7801,2.3049,2.8697,2.5753,2.6057,3.9649,3.4745,4.4557,3.8404,3.6412,2.8319,2.6923,3.1493,2.9910,2.8282,3.0069,4.9541,5.2711,3.5464,3.8328,3.4525,3.8163,2.1829,1.6401,1.3861
170,47.4,46.8887,33.9818,36.7576,48.6000,46.6254,51.5206,52.3319,41.5686,59.1833,53.0403,39.7386,33.5939,79.2336,59.2747,62.6418,57.4147,73.3755,82.3591,63.3677,83.7007,84.9504,8.9655,6.5016,27.1544,2.2350
171,0.1,0.1444,0.1274,0.1681,0.1376,0.1410,0.2176,0.1891,0.2494,0.2026,0.1912,0.1562,0.1503,0.1806,0.1750,0.1648,0.1631,0.2742,0.3404,0.2350,0.2324,0.2109,0.2257,0.1248,0.0925,0.0755
172,0.1,0.1823,0.0651,0.0399,0.0612,0.1052,0.2063,0.1787,0.0328,0.1070,0.0403,0.0445,0.0587,0.0941,0.1621,0.1354,0.0626,0.0870,0.1772,0.2783,0.3031,0.2696,0.0508,0.0617,0.1908,0.0675
173,20.5,21.0344,15.6642,17.0830,22.8764,22.2985,24.9071,25.7047,20.6026,29.6923,23.9248,18.2338,15.7536,37.7860,28.8887,31.1534,28.9328,37.2598,41.7558,32.2793,40.0920,41.1074,4.3992,3.2313,13.6593,1.1327
174,0.1,0.0690,0.0604,0.0801,0.0663,0.0691,0.1000,0.0838,0.1068,0.0850,0.0805,0.0640,0.0591,0.0648,0.0602,0.0566,0.0549,0.0926,0.1147,0.0795,0.1138,0.1025,0.1138,0.0633,0.0487,0.0407
175,0.0,0.0055,0.0043,0.0050,0.0070,0.0070,0.0078,0.0080,0.0064,0.0093,0.0081,0.0062,0.0054,0.0130,0.0101,0.0110,0.0105,0.0139,0.0161,0.0127,0.0156,0.0160,0.0017,0.0012,0.0053,0.0004
176,0.0,0.1461,0.0485,0.0288,0.0440,0.0764,0.1511,0.1335,0.0257,0.0879,0.0261,0.0296,0.0402,0.0661,0.1187,0.1041,0.0510,0.0748,0.1631,0.2921,0.2741,0.2682,0.0522,0.0686,0.2181,0.0785
177,0.0,0.0726,0.0243,0.0146,0.0221,0.0377,0.0731,0.0631,0.0116,0.0383,0.0125,0.0136,0.0174,0.0276,0.0475,0.0403,0.0187,0.0259,0.0520,0.0805,0.0802,0.0707,0.0132,0.0160,0.0493,0.0178
178,0.0,0.0024,0.0008,0.0005,0.0009,0.0016,0.0031,0.0028,0.0005,0.0019,0.0005,0.0006,0.0008,0.0013,0.0023,0.0020,0.0009,0.0014,0.0028,0.0045,0.0048,0.0041,0.0008,0.0009,0.0029,0.0010
179,0.1,0.0932,0.0788,0.1037,0.0882,0.0967,0.1486,0.1261,0.2085,0.1675,0.1793,0.1391,0.1317,0.1496,0.1440,0.1327,0.1309,0.2192,0.2679,0.1860,0.1758,0.1569,0.1668,0.0921,0.0706,0.0581
180,0.1,0.1311,0.1148,0.1501,0.1278,0.1355,0.2032,0.1786,0.2305,0.1875,0.2026,0.1630,0.1603,0.1816,0.1780,0.1693,0.1660,0.2767,0.3483,0.2396,0.2357,0.2113,0.2289,0.1274,0.0987,0.0820
181,0.5,0.4010,0.5088,0.5232,0.5881,0.9737,1.8672,1.2795,1.1701,1.0717,0.8390,1.1128,1.1417,1.5472,2.5669,1.6595,1.7977,1.5405,1.9079,1.7220,2.0053,1.0655,0.9547,0.9180,0.7561,0.9313
182,0.0,0.0008,0.0012,0.0016,0.0011,0.0012,0.0029,0.0023,0.0014,0.0015,0.0007,0.0006,0.0016,0.0051,0.0041,0.0026,0.0032,0.0020,0.0017,0.0029,0.0016,0.0033,0.0012,0.0002,0.0009,0.0004
183,0.0,0.0347,0.0509,0.0690,0.0513,0.0568,0.1312,0.1059,0.0642,0.0724,0.0355,0.0283,0.0789,0.2548,0.2056,0.1297,0.1654,0.1033,0.0911,0.1560,0.0834,0.1736,0.0643,0.0126,0.0456,0.0192
184,5.2,5.5841,4.3870,5.0445,7.1262,7.0876,7.9268,8.1144,6.5413,9.4648,7.6955,5.8942,5.1213,12.3378,9.6050,10.4582,9.9220,13.1576,15.2299,11.9824,14.9776,15.3143,1.6267,1.1957,5.0868,0.4230
185,0.0,0.0047,0.0039,0.0053,0.0047,0.0048,0.0071,0.0061,0.0080,0.0064,0.0051,0.0041,0.0038,0.0042,0.0041,0.0038,0.0036,0.0059,0.0074,0.0051,0.0056,0.0051,0.0056,0.0032,0.0023,0.0019
186,0.0,0.0198,0.0064,0.0039,0.0058,0.0098,0.0188,0.0159,0.0030,0.0097,0.0032,0.0034,0.0043,0.0067,0.0109,0.0086,0.0039,0.0052,0.0103,0.0162,0.0166,0.0149,0.0028,0.0033,0.0104,0.0038
187,21.5,23.8589,21.3565,28.3998,24.5455,25.5483,39.2205,34.2488,44.3080,36.1541,35.2043,28.6997,27.7539,31.7818,31.4444,29.6146,29.4815,50.0232,62.9466,43.7248,45.2573,41.1424,45.1866,25.3686,19.8533,16.4014
188,0.1,0.1516,0.3016,0.1484,0.1769,0.2138,0.3971,0.5369,0.2690,0.4222,0.3007,0.1865,0.2083,0.4430,0.6387,0.6203,0.3723,0.5356,0.3867,0.2036,0.2253,0.2324,0.2004,0.2430,0.3079,0.2478
189,0.0,0.0118,0.0176,0.0244,0.0184,0.0201,0.0470,0.0377,0.0230,0.0260,0.0116,0.0094,0.0261,0.0848,0.0696,0.0450,0.0569,0.0361,0.0321,0.0563,0.0293,0.0619,0.0234,0.0047,0.0169,0.0073
190,0.0,0.0187,0.0154,0.0196,0.0159,0.0162,0.0240,0.0202,0.0260,0.0203,0.0186,0.0148,0.0139,0.0157,0.0147,0.0135,0.0129,0.0209,0.0260,0.0175,0.0182,0.0163,0.0173,0.0095,0.0073,0.0058
191,0.0,0.0076,0.0057,0.0076,0.0063,0.0066,0.0098,0.0085,0.0114,0.0085,0.0083,0.0068,0.0064,0.0074,0.0074,0.0067,0.0067,0.0101,0.0141,0.0095,0.0099,0.0082,0.0086,0.0046,0.0036,0.0032
192,0.0,0.0430,0.0368,0.0479,0.0395,0.0398,0.0597,0.0489,0.0610,0.0480,0.0442,0.0345,0.0320,0.0355,0.0331,0.0300,0.0283,0.0448,0.0540,0.0367,0.0446,0.0407,0.0455,0.0256,0.0196,0.0163
193,0.0,0.0156,0.0232,0.0324,0.0243,0.0265,0.0617,0.0495,0.0302,0.0341,0.0158,0.0127,0.0351,0.1138,0.0925,0.0592,0.0742,0.0468,0.0412,0.0721,0.0375,0.0785,0.0294,0.0059,0.0213,0.0091
194,0.5,0.5880,0.5347,0.7195,0.6364,0.6860,1.1003,0.9800,1.2988,1.0731,1.0728,0.8988,0.8675,0.9977,0.9952,0.9514,0.9401,1.5910,2.0504,1.4195,1.2793,1.1760,1.3012,0.7269,0.5688,0.4722
195,0.2,0.1997,0.1712,0.2193,0.1839,0.1925,0.2896,0.2491,0.3199,0.2612,0.2505,0.2029,0.1908,0.2160,0.2089,0.1928,0.1875,0.3160,0.3953,0.2700,0.2584,0.2327,0.2512,0.1378,0.1057,0.0866
196,11.3,11.1984,8.1133,8.7732,11.5964,11.1235,12.2900,12.4820,9.9137,14.1135,11.9082,8.9206,7.5400,17.7813,13.2988,14.0506,12.8742,16.4479,18.4566,14.1963,20.5980,20.9030,2.2058,1.5993,6.6786,0.5496
197,0.0,0.0016,0.0023,0.0032,0.0024,0.0026,0.0059,0.0048,0.0029,0.0032,0.0015,0.0012,0.0032,0.0101,0.0080,0.0051,0.0065,0.0041,0.0036,0.0062,0.0033,0.0069,0.0026,0.0005,0.0019,0.0008
198,0.1,0.0558,0.0823,0.1113,0.0841,0.0912,0.2113,0.1682,0.1008,0.1132,0.0512,0.0416,0.1175,0.3813,0.3134,0.2058,0.2617,0.1657,0.1463,0.2506,0.1370,0.2876,0.1093,0.0217,0.0768,0.0331
199,0.0,0.0065,0.0056,0.0105,0.0055,0.0058,0.0089,0.0081,0.0043,0.0041,0.0025,0.0021,0.0015,0.0021,0.0063,0.0069,0.0012,0.0044,0.0030,0.0012,0.0006,0.0010,0.0010,0.0012,0.0027,0.0005
200,0.0,0.0124,0.0173,0.0233,0.0169,0.0186,0.0428,0.0343,0.0206,0.0225,0.0109,0.0084,0.0230,0.0747,0.0599,0.0381,0.0466,0.0290,0.0249,0.0421,0.0239,0.0491,0.0182,0.0036,0.0128,0.0053
201,0.0,0.0008,0.0011,0.0014,0.0010,0.0011,0.0025,0.0020,0.0012,0.0013,0.0006,0.0005,0.0012,0.0040,0.0031,0.0019,0.0023,0.0014,0.0013,0.0022,0.0014,0.0030,0.0011,0.0002,0.0008,0.0003
202,0.0,0.0220,0.0173,0.0199,0.0281,0.0279,0.0312,0.0319,0.0257,0.0373,0.0305,0.0234,0.0203,0.0489,0.0381,0.0414,0.0393,0.0521,0.0603,0.0475,0.0612,0.0626,0.0066,0.0049,0.0208,0.0017
203,0.1,0.3294,0.1094,0.0650,0.0992,0.1723,0.3408,0.3011,0.0579,0.1982,0.0674,0.0766,0.1039,0.1709,0.3070,0.2693,0.1320,0.1934,0.4219,0.7556,1.0199,0.9979,0.1942,0.2553,0.8113,0.2921
204,0.8,0.6545,0.3855,0.3111,0.4928,0.4458,0.6005,0.5742,0.5777,0.7084,0.5412,0.3268,0.2956,0.5032,0.4355,0.4857,0.7853,1.1385,0.2412,0.0734,0.4262,0.4566,0.6023,0.4568,0.3016,0.3175
205,0.0,0.0293,0.0218,0.0236,0.0312,0.0300,0.0332,0.0339,0.0269,0.0380,0.0314,0.0232,0.0195,0.0459,0.0344,0.0367,0.0337,0.0426,0.0470,0.0358,0.0491,0.0495,0.0053,0.0038,0.0160,0.0013
206,0.0,0.0102,0.0036,0.0022,0.0034,0.0061,0.0121,0.0104,0.0019,0.0066,0.0020,0.0023,0.0031,0.0050,0.0087,0.0074,0.0035,0.0049,0.0101,0.0161,0.0141,0.0126,0.0024,0.0029,0.0092,0.0032
207,0.0,0.0135,0.0114,0.0147,0.0122,0.0124,0.0186,0.0158,0.0202,0.0161,0.0153,0.0123,0.0117,0.0132,0.0126,0.0115,0.0111,0.0183,0.0227,0.0156,0.0148,0.0130,0.0141,0.0077,0.0059,0.0048
208,0.1,0.0949,0.0861,0.1155,0.1022,0.1100,0.1753,0.1556,0.2058,0.1690,0.1549,0.1300,0.1265,0.1456,0.1454,0.1389,0.1378,0.2342,0.3005,0.2093,0.3762,0.3464,0.3841,0.2152,0.1686,0.1403
