uniqid_huc10,nonfp_1987_huc10,nonfp_1988_huc10,nonfp_1989_huc10,nonfp_1990_huc10,nonfp_1991_huc10,nonfp_1992_huc10,nonfp_1993_huc10,nonfp_1994_huc10,nonfp_1995_huc10,nonfp_1996_huc10,nonfp_1997_huc10,nonfp_1998_huc10,nonfp_1999_huc10,nonfp_2000_huc10,nonfp_2001_huc10,nonfp_2002_huc10,nonfp_2003_huc10,nonfp_2004_huc10,nonfp_2005_huc10,nonfp_2006_huc10,nonfp_2007_huc10,nonfp_2008_huc10,nonfp_2009_huc10,nonfp_2010_huc10,nonfp_2011_huc10,nonfp_2012_huc10
1,378.1,373.5362,270.6277,292.6396,386.8103,371.0358,409.9460,416.3505,330.6835,470.7727,382.0396,286.1909,241.8995,570.4598,426.6529,450.7730,413.0318,527.6843,592.1255,455.4458,580.3074,588.9000,62.1430,45.0576,188.1566,15.4845
2,0.0,0.0041,0.0035,0.0045,0.0038,0.0039,0.0060,0.0052,0.0068,0.0055,0.0175,0.0141,0.0129,0.0138,0.0125,0.0117,0.0115,0.0191,0.0238,0.0159,0.0158,0.0143,0.0152,0.0083,0.0063,0.0053
3,0.6,0.6281,0.5560,0.7305,0.6276,0.6510,0.9887,0.8434,1.0686,0.8550,0.7915,0.6344,0.6024,0.6808,0.6683,0.6264,0.6220,1.0386,1.3026,0.8970,0.8745,0.7928,0.8732,0.4845,0.3776,0.3131
4,0.2,0.1732,0.2198,0.2260,0.2540,0.4206,0.8065,0.5527,0.5054,0.4629,0.2910,0.3860,0.3960,0.5367,0.8904,0.5756,0.6236,0.5344,0.6618,0.5973,0.6851,0.3640,0.3262,0.3136,0.2583,0.3182
5,0.0,0.0385,0.0573,0.0464,0.0389,0.0439,0.0761,0.0931,0.0474,0.0677,0.0406,0.0261,0.0271,0.0552,0.0867,0.0862,0.0450,0.0684,0.0468,0.0241,0.0266,0.0278,0.0236,0.0289,0.0378,0.0270
6,0.0,0.0088,0.0081,0.0108,0.0091,0.0094,0.0142,0.0120,0.0168,0.0138,0.0134,0.0108,0.0107,0.0122,0.0120,0.0109,0.0104,0.0172,0.0216,0.0150,0.0163,0.0142,0.0157,0.0089,0.0067,0.0053
7,0.1,0.1113,0.0979,0.1278,0.1073,0.1106,0.1673,0.1429,0.1852,0.1477,0.1441,0.1170,0.1103,0.1233,0.1179,0.1085,0.1065,0.1765,0.2208,0.1538,0.1697,0.1554,0.1732,0.0975,0.0768,0.0643
8,0.0,0.0190,0.0157,0.0207,0.0176,0.0186,0.0290,0.0250,0.0462,0.0388,0.0328,0.0267,0.0266,0.0319,0.0303,0.0254,0.0271,0.0427,0.0516,0.0361,0.0435,0.0381,0.0415,0.0231,0.0182,0.0150
9,0.0,0.0001,0.0001,0.0002,0.0001,0.0001,0.0003,0.0002,0.0001,0.0002,0.0001,0.0001,0.0002,0.0006,0.0005,0.0003,0.0004,0.0002,0.0002,0.0004,0.0002,0.0004,0.0001,0.0000,0.0001,0.0000
10,0.0,0.0005,0.0004,0.0005,0.0004,0.0005,0.0007,0.0006,0.0008,0.0007,0.0006,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0008,0.0010,0.0007,0.0007,0.0006,0.0007,0.0004,0.0003,0.0002
11,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12,0.1,0.0770,0.0605,0.0695,0.0982,0.0977,0.1092,0.1118,0.0901,0.1304,0.1085,0.0831,0.0722,0.1740,0.1354,0.1475,0.1399,0.1855,0.2148,0.1690,0.2069,0.2115,0.0225,0.0165,0.0703,0.0058
13,11.7,12.5196,9.8357,11.3096,15.9769,15.8902,17.7719,18.1924,14.6655,21.2200,17.8003,13.6336,11.8460,28.5383,22.2171,24.1906,22.9504,30.4344,35.2279,27.7161,37.9406,38.7935,4.1208,3.0288,12.8857,1.0716
14,0.3,0.3454,0.2796,0.3338,0.4787,0.4785,0.5441,0.5699,0.4642,0.6738,0.5247,0.4068,0.3579,0.8715,0.6910,0.7714,0.7524,1.0210,1.2053,0.9775,1.1503,1.1927,0.1287,0.0958,0.4113,0.0345
15,0.1,0.1961,0.0649,0.0385,0.0573,0.0976,0.1894,0.1646,0.0307,0.1018,0.0298,0.0329,0.0431,0.0691,0.1202,0.1016,0.0474,0.0662,0.1344,0.2114,0.1955,0.1727,0.0321,0.0387,0.1211,0.0433
16,7.5,5.6592,3.3724,2.7224,4.3608,4.0521,5.4909,5.1218,5.1040,6.2328,4.8048,2.7947,2.4486,4.1825,3.5638,3.9669,6.6216,10.1629,2.0444,0.5831,3.0814,3.1191,4.2674,3.2606,2.0937,2.1032
17,0.0,0.0089,0.0068,0.0127,0.0060,0.0050,0.0077,0.0062,0.0033,0.0031,0.0019,0.0014,0.0010,0.0014,0.0048,0.0052,0.0010,0.0035,0.0023,0.0010,0.0006,0.0008,0.0008,0.0010,0.0025,0.0004
18,0.1,0.0813,0.0735,0.0968,0.0797,0.0823,0.1310,0.1108,0.1343,0.1091,0.1007,0.0803,0.0797,0.1032,0.0958,0.0841,0.0852,0.1293,0.1578,0.1164,0.1164,0.1137,0.1128,0.0614,0.0510,0.0400
19,0.2,0.1595,0.2375,0.3248,0.2466,0.2708,0.6223,0.4962,0.2987,0.3294,0.1470,0.1162,0.3156,1.0192,0.8386,0.5482,0.7023,0.4517,0.4061,0.7142,0.3570,0.7572,0.2864,0.0574,0.2091,0.0903
20,2.4,2.6561,2.3587,3.0842,2.6699,2.8574,4.4968,4.0647,5.5561,4.8145,5.1401,4.3567,4.4363,5.2613,5.5538,5.4506,5.6116,9.6217,12.2797,8.6902,9.0677,8.2911,9.1651,5.1058,3.9916,3.2669
21,0.0,0.0046,0.0041,0.0053,0.0046,0.0048,0.0073,0.0064,0.0083,0.0068,0.0064,0.0053,0.0052,0.0060,0.0059,0.0055,0.0056,0.0094,0.0118,0.0082,0.0084,0.0075,0.0083,0.0046,0.0036,0.0029
22,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23,1.9,1.9052,3.7873,1.8650,2.2508,2.7369,5.0951,6.9155,3.5153,5.5576,3.5876,2.2647,2.5396,5.4523,7.8754,7.6999,4.6580,6.7213,4.8891,2.5897,2.8938,2.9758,2.5841,3.1611,4.0744,3.2529
24,1.4,4.9265,1.6627,0.9935,1.5086,2.5919,5.0797,4.4884,0.8579,2.9158,1.0727,1.2097,1.6129,2.6040,4.6487,3.9919,1.8943,2.6916,5.5974,8.9501,11.6959,10.3790,1.9332,2.3262,7.3245,2.6677
25,0.3,0.2059,0.2991,0.4169,0.3255,0.3656,0.8225,0.6542,0.3993,0.4464,0.2214,0.1765,0.4796,1.5692,1.2654,0.7848,0.9607,0.6017,0.5178,0.8866,0.4574,0.9637,0.3591,0.0721,0.2693,0.1143
26,0.0,0.0042,0.0031,0.0046,0.0031,0.0031,0.0045,0.0041,0.0027,0.0030,0.0019,0.0012,0.0010,0.0017,0.0027,0.0028,0.0018,0.0032,0.0012,0.0005,0.0007,0.0009,0.0010,0.0008,0.0010,0.0005
27,0.0,0.0078,0.0059,0.0066,0.0093,0.0093,0.0108,0.0111,0.0089,0.0129,0.0104,0.0079,0.0068,0.0163,0.0124,0.0133,0.0124,0.0161,0.0183,0.0143,0.0181,0.0188,0.0020,0.0015,0.0064,0.0005
28,0.0,0.0228,0.0201,0.0259,0.0225,0.0236,0.0361,0.0316,0.0410,0.0334,0.0314,0.0259,0.0252,0.0289,0.0284,0.0268,0.0269,0.0456,0.0571,0.0395,0.0376,0.0339,0.0373,0.0208,0.0160,0.0131
29,0.1,0.0789,0.1135,0.1541,0.1205,0.1339,0.3068,0.2479,0.1444,0.1593,0.0724,0.0544,0.1425,0.4542,0.3637,0.2316,0.2930,0.1872,0.1638,0.2789,0.1487,0.3017,0.1153,0.0239,0.0885,0.0383
30,0.3,0.2006,0.1160,0.0914,0.1414,0.1273,0.1683,0.1603,0.1588,0.1936,0.1667,0.0970,0.0836,0.1436,0.1236,0.1362,0.2233,0.3448,0.0694,0.0201,0.1215,0.1228,0.1694,0.1302,0.0858,0.0876
31,0.4,0.3986,0.3009,0.3421,0.4948,0.5101,0.6171,0.6363,0.5184,0.7451,0.5901,0.4462,0.3822,0.9122,0.6880,0.7375,0.6930,0.9075,1.0474,0.8323,1.0442,1.0876,0.1184,0.0875,0.3691,0.0306
32,0.7,0.6825,0.5159,0.5794,0.8135,0.8171,0.9227,0.9674,0.7773,1.1217,1.0352,0.7887,0.6834,1.6316,1.2514,1.3627,1.2920,1.7109,1.9955,1.5936,2.0877,2.1703,0.2333,0.1717,0.7279,0.0605
33,0.3,0.2637,0.3934,0.5385,0.4103,0.4504,1.0390,0.8316,0.5058,0.5625,0.2723,0.2174,0.5930,1.9243,1.5761,1.0244,1.3136,0.8441,0.7506,1.3146,0.6643,1.4002,0.5291,0.1057,0.3842,0.1651
34,0.8,0.8088,0.6354,0.7306,1.0321,1.0265,1.1481,1.1752,0.9474,1.3708,1.1085,0.8490,0.7377,1.7772,1.3835,1.5064,1.4292,1.8952,2.1937,1.7260,2.1141,2.1617,0.2296,0.1688,0.7180,0.0597
35,0.1,0.1146,0.0963,0.1238,0.1079,0.1087,0.1647,0.1419,0.1757,0.1393,0.1321,0.1059,0.1007,0.1135,0.1084,0.1009,0.0992,0.1627,0.2042,0.1394,0.1388,0.1243,0.1348,0.0758,0.0592,0.0508
36,0.4,0.3859,0.3368,0.4386,0.3671,0.3805,0.5708,0.4859,0.6324,0.5154,0.5088,0.4138,0.3960,0.4564,0.4377,0.3978,0.3978,0.6544,0.8186,0.5709,0.6093,0.5500,0.5978,0.3294,0.2497,0.2019
37,0.0,0.0320,0.0267,0.0488,0.0252,0.0273,0.0428,0.0403,0.0224,0.0219,0.0146,0.0122,0.0087,0.0119,0.0369,0.0408,0.0072,0.0255,0.0177,0.0073,0.0029,0.0046,0.0046,0.0054,0.0116,0.0022
38,0.8,0.6250,0.3607,0.2834,0.4369,0.3915,0.5174,0.4934,0.4885,0.5947,0.4551,0.2642,0.2272,0.3907,0.3375,0.3715,0.6089,0.9405,0.1890,0.0549,0.2830,0.2865,0.3944,0.3017,0.2001,0.2042
39,4.3,3.2943,1.9382,1.5396,2.4518,2.2605,3.0326,2.8628,2.9188,3.6891,2.9520,1.7070,1.5148,2.6042,2.2650,2.4986,4.2118,6.5176,1.3395,0.3927,2.0589,2.1235,2.9392,2.2863,1.5102,1.5295
40,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
41,3.8,2.9294,1.6817,1.3600,2.1558,2.1707,2.8890,2.7187,2.6519,3.2536,2.4704,1.4294,1.2568,2.1430,1.7995,1.9924,3.3114,5.3304,1.0681,0.3094,1.8211,1.8140,2.5045,2.0093,1.3331,1.3516
42,0.0,0.0353,0.0304,0.0390,0.0323,0.0333,0.0497,0.0415,0.0523,0.0413,0.0387,0.0313,0.0293,0.0327,0.0305,0.0275,0.0267,0.0438,0.0537,0.0362,0.0386,0.0341,0.0369,0.0205,0.0159,0.0128
43,0.1,0.1848,0.0624,0.0375,0.0553,0.0935,0.1839,0.1569,0.0294,0.0982,0.0332,0.0367,0.0477,0.0762,0.1308,0.1120,0.0525,0.0732,0.1479,0.2318,0.2274,0.1993,0.0367,0.0439,0.1354,0.0481
44,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
45,0.0,0.0083,0.0063,0.0071,0.0099,0.0100,0.0112,0.0118,0.0095,0.0137,0.0116,0.0088,0.0076,0.0182,0.0140,0.0152,0.0144,0.0191,0.0223,0.0178,0.0223,0.0232,0.0025,0.0018,0.0078,0.0006
46,0.9,0.6385,0.3748,0.3009,0.4769,0.4416,0.5849,0.5531,0.5499,0.6763,0.5173,0.3047,0.2659,0.4560,0.3813,0.4229,0.6945,1.0692,0.2173,0.0616,0.3023,0.3036,0.4207,0.3315,0.2125,0.2168
47,62.8,71.1045,64.3684,86.7955,76.5561,80.5177,123.7847,108.0238,141.1922,116.1854,105.6957,87.9467,86.8451,100.4266,101.9436,97.9779,98.6382,168.5329,215.8128,149.5580,145.5053,130.6659,141.4854,78.0387,60.1252,49.4451
48,0.1,0.0664,0.0502,0.0564,0.0792,0.0795,0.0898,0.0942,0.0757,0.1092,0.1170,0.0891,0.0772,0.1844,0.1414,0.1540,0.1460,0.1934,0.2255,0.1801,0.2269,0.2359,0.0254,0.0187,0.0791,0.0066
49,2.8,3.1541,2.8049,3.7058,3.2235,3.3896,5.2220,4.5681,6.0249,4.9518,5.1991,4.3152,4.2368,4.9004,4.9385,4.7281,4.7241,8.0661,10.2230,7.2061,7.1462,6.5355,7.2364,4.0507,3.1905,2.6914
50,3.2,3.2879,2.4900,2.7996,3.9322,3.9478,4.4555,4.6657,3.7495,5.4117,4.3129,3.2869,2.8486,6.8039,5.2227,5.6872,5.3925,7.1412,8.3258,6.6438,8.4814,8.8096,0.9466,0.6965,2.9533,0.2455
51,0.2,0.6235,0.2104,0.1257,0.1909,0.3280,0.6429,0.5680,0.1086,0.3690,0.1168,0.1317,0.1756,0.2835,0.5062,0.4347,0.2063,0.2931,0.6095,0.9746,0.9559,0.8483,0.1580,0.1901,0.5986,0.2180
52,0.8,0.8402,1.6816,0.8214,0.9764,1.1601,2.1576,2.8114,1.4104,2.1960,1.4634,0.9054,1.0041,2.1129,3.0415,2.9530,1.7464,2.4913,1.8006,0.9603,1.0627,1.0939,0.9191,1.1011,1.3865,1.0995
53,0.0,0.0026,0.0039,0.0052,0.0039,0.0043,0.0099,0.0080,0.0049,0.0055,0.0027,0.0021,0.0059,0.0192,0.0155,0.0098,0.0124,0.0078,0.0068,0.0117,0.0062,0.0130,0.0048,0.0009,0.0034,0.0014
54,0.1,0.1467,0.1109,0.1245,0.1748,0.1756,0.1983,0.2079,0.1671,0.2411,0.1894,0.1443,0.1250,0.2985,0.2289,0.2493,0.2364,0.3130,0.3651,0.2916,0.3649,0.3793,0.0408,0.0300,0.1272,0.0106
55,0.0,0.0286,0.0216,0.0243,0.0341,0.0342,0.0386,0.0405,0.0325,0.0470,0.0357,0.0272,0.0236,0.0563,0.0432,0.0471,0.0446,0.0591,0.0689,0.0550,0.0712,0.0740,0.0080,0.0059,0.0248,0.0021
56,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
57,0.0,0.0243,0.0363,0.0499,0.0379,0.0420,0.0961,0.0770,0.0468,0.0526,0.0252,0.0201,0.0545,0.1733,0.1391,0.0879,0.1091,0.0680,0.0604,0.1049,0.0553,0.1158,0.0428,0.0084,0.0300,0.0129
58,0.2,0.2141,0.1876,0.2462,0.2097,0.2204,0.3302,0.2875,0.3699,0.2983,0.2878,0.2319,0.2267,0.2568,0.2513,0.2379,0.2327,0.3879,0.4878,0.3367,0.3342,0.3002,0.3235,0.1803,0.1400,0.1165
59,0.5,0.4101,0.5017,0.6659,0.5065,0.5431,1.0993,0.8773,0.6614,0.6410,0.4378,0.3524,0.6146,1.5696,1.2860,0.8821,1.0578,0.8509,0.8618,1.1212,0.7983,1.3122,0.7374,0.2760,0.4367,0.2564
60,0.1,0.1240,0.0975,0.1121,0.1583,0.1574,0.1761,0.1802,0.1453,0.2102,0.1683,0.1289,0.1120,0.2698,0.2101,0.2287,0.2170,0.2878,0.3331,0.2621,0.3181,0.3253,0.0346,0.0254,0.1080,0.0090
61,0.1,0.0675,0.0588,0.0788,0.0715,0.0771,0.1210,0.1033,0.1345,0.1087,0.1212,0.0980,0.0938,0.1060,0.1027,0.0964,0.0943,0.1573,0.1974,0.1357,0.1430,0.1292,0.1419,0.0792,0.0619,0.0521
62,0.0,0.0010,0.0016,0.0022,0.0016,0.0017,0.0041,0.0032,0.0020,0.0022,0.0010,0.0008,0.0023,0.0075,0.0061,0.0039,0.0048,0.0030,0.0026,0.0045,0.0024,0.0050,0.0019,0.0004,0.0013,0.0006
63,0.1,0.0403,0.0606,0.0834,0.0654,0.0741,0.1791,0.1445,0.0889,0.1003,0.0512,0.0414,0.1142,0.3657,0.2944,0.1898,0.2420,0.1536,0.1374,0.2414,0.1214,0.2540,0.0932,0.0184,0.0662,0.0283
64,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
65,0.7,0.7219,0.6368,0.8487,0.7354,0.7743,1.1902,1.0281,1.3326,1.0839,1.0634,0.8749,0.8469,0.9629,0.9497,0.8871,0.8741,1.4583,1.8140,1.2535,1.2497,1.1294,1.2353,0.6835,0.5310,0.4482
66,0.1,0.0938,0.0814,0.1050,0.0875,0.0903,0.1363,0.1160,0.1521,0.1214,0.1161,0.0944,0.0903,0.1009,0.0953,0.0882,0.0853,0.1418,0.1755,0.1198,0.1160,0.1034,0.1120,0.0613,0.0470,0.0383
67,0.0,0.0322,0.0111,0.0069,0.0106,0.0186,0.0372,0.0331,0.0064,0.0220,0.0119,0.0135,0.0180,0.0292,0.0517,0.0443,0.0210,0.0299,0.0623,0.1009,0.0985,0.0870,0.0160,0.0192,0.0593,0.0213
68,0.0,0.0445,0.0382,0.0708,0.0355,0.0382,0.0600,0.0548,0.0294,0.0275,0.0169,0.0142,0.0101,0.0141,0.0424,0.0479,0.0088,0.0317,0.0218,0.0091,0.0039,0.0063,0.0066,0.0079,0.0171,0.0030
69,0.0,0.0406,0.0153,0.0104,0.0158,0.0253,0.0475,0.0417,0.0104,0.0289,0.0114,0.0114,0.0140,0.0246,0.0365,0.0316,0.0171,0.0236,0.0430,0.0623,0.0590,0.0533,0.0094,0.0110,0.0355,0.0119
70,0.3,0.2650,0.2339,0.2975,0.2469,0.2534,0.3818,0.3215,0.4111,0.3364,0.3140,0.2526,0.2383,0.2634,0.2482,0.2285,0.2205,0.3620,0.4556,0.3183,0.3306,0.3005,0.3240,0.1768,0.1379,0.1144
71,0.1,0.0454,0.0666,0.0894,0.0675,0.0728,0.1701,0.1384,0.0847,0.0947,0.0431,0.0336,0.0921,0.2972,0.2368,0.1513,0.1930,0.1237,0.1079,0.1830,0.0950,0.1984,0.0737,0.0150,0.0557,0.0241
72,0.1,0.1166,0.1710,0.2296,0.1733,0.1868,0.4366,0.3554,0.2175,0.2431,0.1195,0.0933,0.2557,0.8253,0.6574,0.4202,0.5358,0.3433,0.2997,0.5082,0.2644,0.5524,0.2053,0.0417,0.1551,0.0671
73,1.8,1.9242,1.6739,2.1244,1.8560,1.8921,3.0709,2.7333,3.8286,3.1410,3.1588,2.5782,2.5114,2.8594,2.7326,2.5629,2.6058,4.3096,5.3335,3.6698,3.5994,3.2132,3.4842,1.9206,1.5079,1.2492
74,0.0,0.0009,0.0009,0.0012,0.0010,0.0010,0.0016,0.0014,0.0018,0.0014,0.0014,0.0011,0.0011,0.0013,0.0012,0.0012,0.0012,0.0019,0.0025,0.0017,0.0017,0.0015,0.0016,0.0009,0.0007,0.0006
75,0.4,0.2923,0.1686,0.1326,0.2074,0.1863,0.2487,0.2374,0.2367,0.2888,0.2199,0.1276,0.1106,0.1909,0.1653,0.1802,0.2948,0.4793,0.0971,0.0279,0.1421,0.1440,0.1965,0.1510,0.0928,0.0946
76,0.7,1.2578,1.0822,2.0521,1.0856,1.2004,1.9018,1.7794,0.9767,0.9286,0.6049,0.4946,0.3509,0.4930,1.5064,1.6744,0.3025,1.1079,0.7637,0.3233,0.1481,0.2372,0.2457,0.2961,0.6629,0.1220
77,50.4,49.8010,36.0879,39.0256,51.5888,49.4908,54.6854,55.5465,44.1205,62.8176,54.5232,40.8492,34.5331,81.4483,60.9266,64.3815,58.9977,75.3797,84.5842,65.0625,99.9706,101.4577,10.7072,7.7641,32.4250,2.6686
78,0.1,0.2079,0.1730,0.3209,0.1647,0.1741,0.2670,0.2464,0.1301,0.1209,0.0945,0.0772,0.0543,0.0751,0.2261,0.2462,0.0431,0.1532,0.1043,0.0419,0.0171,0.0274,0.0277,0.0332,0.0746,0.0136
79,0.3,0.3214,0.2448,0.2763,0.3884,0.3894,0.4388,0.4578,0.3681,0.5315,0.4097,0.3125,0.2709,0.6481,0.4987,0.5431,0.5150,0.6821,0.7943,0.6323,0.8102,0.8393,0.0900,0.0662,0.2809,0.0234
80,0.0,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0001,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000
81,1.5,1.2443,1.1926,0.7621,1.0872,1.1093,1.7259,1.9162,1.3734,1.8541,1.3264,0.7842,0.7563,1.4272,1.6328,1.6876,1.7019,2.5458,0.9412,0.4134,0.8804,0.8977,1.0194,0.9202,0.8305,0.7308
82,12.3,12.7556,26.0759,12.9561,15.7292,19.1240,35.8743,46.9670,23.3831,36.6367,24.3168,15.2736,17.0046,35.9415,52.5401,51.9368,30.9818,44.6351,32.4360,17.4535,21.4757,22.4360,19.1955,23.0758,29.2185,23.3265
83,0.0,0.0171,0.0144,0.0195,0.0167,0.0171,0.0258,0.0222,0.0292,0.0234,0.0201,0.0160,0.0149,0.0163,0.0153,0.0142,0.0135,0.0223,0.0279,0.0189,0.0201,0.0183,0.0199,0.0113,0.0083,0.0069
84,65.8,68.3150,51.6851,57.4884,78.1746,76.5175,84.8237,86.7918,69.2428,99.9389,84.3516,64.5382,55.9242,133.3751,102.3500,110.0043,101.9091,130.5454,146.6714,113.1498,149.7138,155.0157,16.6334,12.2351,52.0152,4.3497
85,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
86,0.1,0.1005,0.0887,0.1159,0.0994,0.1038,0.1613,0.1404,0.1812,0.1489,0.1558,0.1290,0.1222,0.1400,0.1319,0.1213,0.1170,0.1934,0.2400,0.1601,0.1771,0.1609,0.1733,0.0964,0.0747,0.0604
87,0.1,0.0684,0.0589,0.0759,0.0626,0.0640,0.0972,0.0834,0.1080,0.0860,0.0822,0.0666,0.0634,0.0728,0.0690,0.0639,0.0631,0.1050,0.1297,0.0898,0.0904,0.0802,0.0871,0.0482,0.0365,0.0296
88,0.1,0.0782,0.0664,0.0839,0.0691,0.0704,0.1077,0.0938,0.1266,0.1011,0.0974,0.0778,0.0746,0.0833,0.0784,0.0715,0.0695,0.1132,0.1439,0.1004,0.1009,0.0905,0.0996,0.0548,0.0418,0.0336
89,0.1,0.1068,0.1635,0.2331,0.1807,0.2012,0.4782,0.3940,0.2454,0.2806,0.1414,0.1141,0.3170,1.0416,0.8849,0.5835,0.7593,0.4942,0.4567,0.8441,0.4265,0.9380,0.3619,0.0733,0.2704,0.1175
90,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
91,0.0,0.0090,0.0067,0.0072,0.0096,0.0092,0.0101,0.0104,0.0082,0.0116,0.0096,0.0070,0.0059,0.0139,0.0104,0.0111,0.0102,0.0129,0.0143,0.0109,0.0147,0.0149,0.0016,0.0011,0.0048,0.0004
92,0.2,0.1095,0.0644,0.0504,0.0777,0.0694,0.0935,0.0852,0.0845,0.1028,0.0857,0.0504,0.0434,0.0736,0.0601,0.0682,0.1135,0.1766,0.0356,0.0100,0.0515,0.0530,0.0737,0.0572,0.0362,0.0370
93,5.5,5.9318,4.8008,5.7312,8.2201,8.2157,9.3414,9.7842,7.9694,11.5684,11.9212,9.2412,8.1320,19.7988,15.6983,17.5252,17.0917,23.1934,27.3807,22.2035,33.0526,34.2693,3.6989,2.7518,11.8179,0.9904
94,0.0,0.0480,0.0432,0.0559,0.0466,0.0475,0.0693,0.0581,0.0741,0.0590,0.0564,0.0453,0.0427,0.0477,0.0441,0.0400,0.0397,0.0635,0.0771,0.0518,0.0512,0.0446,0.0480,0.0263,0.0200,0.0164
95,0.0,0.0008,0.0007,0.0009,0.0007,0.0007,0.0012,0.0010,0.0015,0.0012,0.0011,0.0009,0.0009,0.0009,0.0009,0.0008,0.0008,0.0013,0.0016,0.0011,0.0021,0.0019,0.0021,0.0012,0.0009,0.0007
96,0.3,0.2979,0.2500,0.3196,0.2792,0.2881,0.4341,0.3805,0.4850,0.4013,0.3938,0.3170,0.3068,0.3542,0.3456,0.3227,0.3302,0.5488,0.6493,0.4497,0.4536,0.4098,0.4436,0.2473,0.1892,0.1551
97,0.0,0.0135,0.0046,0.0027,0.0040,0.0068,0.0134,0.0115,0.0022,0.0072,0.0024,0.0027,0.0035,0.0055,0.0095,0.0081,0.0038,0.0053,0.0107,0.0168,0.0161,0.0141,0.0026,0.0031,0.0096,0.0034
98,0.1,0.0472,0.0711,0.0994,0.0771,0.0853,0.2022,0.1627,0.0986,0.1119,0.0496,0.0400,0.1101,0.3560,0.2899,0.1854,0.2380,0.1501,0.1332,0.2319,0.1135,0.2410,0.0915,0.0184,0.0673,0.0289
99,1.2,1.2998,1.1511,1.5190,1.3061,1.3550,2.0696,1.7928,2.3356,1.9300,1.9048,1.5680,1.5401,1.7724,1.7674,1.6682,1.6568,2.7821,3.4977,2.4340,2.4255,2.1851,2.3926,1.3286,1.0265,0.8503
100,0.0,0.0209,0.0164,0.0189,0.0267,0.0266,0.0297,0.0304,0.0245,0.0355,0.0290,0.0222,0.0193,0.0465,0.0362,0.0394,0.0374,0.0496,0.0574,0.0452,0.0546,0.0558,0.0059,0.0044,0.0185,0.0015
101,0.0,0.0104,0.0078,0.0087,0.0120,0.0119,0.0135,0.0141,0.0113,0.0162,0.0128,0.0097,0.0084,0.0200,0.0152,0.0164,0.0155,0.0204,0.0236,0.0186,0.0221,0.0229,0.0025,0.0018,0.0077,0.0006
102,13.4,45.6372,15.4029,9.2038,13.9751,24.0106,47.0563,41.5789,7.9471,27.0107,10.2625,11.5733,15.4306,24.9115,44.4731,38.1896,18.1224,25.7494,53.5491,85.6235,78.9679,70.0767,13.0523,15.7058,49.4534,18.0119
103,0.0,0.0847,0.0291,0.0181,0.0279,0.0487,0.0977,0.0869,0.0168,0.0575,0.0169,0.0191,0.0254,0.0413,0.0731,0.0626,0.0297,0.0422,0.0880,0.1423,0.1355,0.1196,0.0220,0.0264,0.0816,0.0293
104,10.5,10.3991,7.5342,8.1470,10.7687,10.3295,11.4128,11.5911,9.2061,13.1062,11.3669,8.5151,7.1973,16.9731,12.6943,13.4120,12.2891,15.7004,17.6177,13.5510,18.1577,18.4265,1.9444,1.4098,5.8874,0.4845
