uniqid_huc10,malat_high1992_huc10,malat_high1997_huc10,malat_high2002_huc10,malat_high2007_huc10,malat_high2012_huc10,malat_low1992_huc10,malat_low1997_huc10,malat_low2002_huc10,malat_low2007_huc10,malat_low2012_huc10
1,0.0013,0.0013,0.0013,0.0017,0.0000,0.0013,0.0013,0.0013,0.0017,0.0000
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,0.0982,2.0909,1.0069,0.4754,0.0258,0.0017,0.8182,0.0023,0.0000,0.0258
4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,0.0927,0.8653,0.0417,0.0637,0.1733,0.0000,0.0000,0.0000,0.0000,0.0000
6,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7,0.0594,0.9318,0.4988,0.3146,0.0231,0.0022,0.5201,0.0019,0.0000,0.0231
8,0.2672,0.2003,0.0264,0.0092,0.0002,0.0009,0.0024,0.0002,0.0000,0.0002
9,0.0000,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
13,0.0936,0.1083,0.1428,0.0916,0.0201,0.0936,0.1083,0.1428,0.0916,0.0201
14,0.3178,0.3372,0.2990,0.0782,0.0090,0.3178,0.3372,0.2990,0.0782,0.0090
15,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000
16,0.3948,3.9493,0.6038,0.5888,0.3099,0.0668,0.1991,0.0000,0.0000,0.0000
17,0.0131,0.0095,0.0116,0.0041,0.0000,0.0000,0.0000,0.0116,0.0000,0.0000
18,0.8646,0.3599,0.1634,0.0162,0.0671,0.0088,0.0233,0.0001,0.0000,0.0671
19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
20,0.0637,0.1307,0.0845,0.1585,0.0249,0.0345,0.0554,0.0696,0.0006,0.0231
21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23,0.1055,1.0048,0.0551,0.0779,0.1865,0.0000,0.0000,0.0000,0.0000,0.0000
24,0.4486,1.0762,2.3963,0.8371,0.0376,0.2497,1.0409,2.2396,0.7695,0.0219
25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
26,0.0008,0.0059,0.0003,0.0007,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000
27,0.0046,0.0049,0.0000,0.0000,0.0000,0.0046,0.0049,0.0000,0.0000,0.0000
28,0.0002,0.0005,0.0003,0.0005,0.0010,0.0002,0.0004,0.0000,0.0000,0.0002
29,0.8899,1.2919,0.0708,0.0254,0.0085,0.0001,0.0014,0.0017,0.0000,0.0085
30,0.1189,1.3826,0.2459,0.1785,0.0801,0.0183,0.0181,0.0000,0.0000,0.0000
31,0.1862,0.1978,0.0990,0.0346,0.0314,0.1862,0.1978,0.0990,0.0346,0.0314
32,0.0957,0.0555,0.0305,0.0384,0.0314,0.0957,0.0555,0.0305,0.0384,0.0314
33,0.0555,0.5627,0.0412,0.0787,0.0103,0.0001,0.0073,0.0031,0.0000,0.0103
34,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0003
35,0.0026,0.0275,0.0080,0.2139,0.0010,0.0000,0.0089,0.0003,0.2139,0.0000
36,0.3361,0.1949,0.0457,0.2884,0.0655,0.0008,0.0110,0.0175,0.2552,0.0000
37,0.0609,0.4637,0.0051,0.0378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
38,0.3234,3.7007,0.6052,0.4109,0.1910,0.0449,0.0435,0.0000,0.0000,0.0000
39,0.1105,0.3478,0.2365,0.0921,0.0664,0.0320,0.2625,0.0052,0.0851,0.0013
40,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
41,2.3806,2.3121,0.4706,0.0546,0.0138,0.0122,1.8975,0.2005,0.0019,0.0025
42,1.3522,3.3364,0.2460,0.0920,0.0138,0.0074,3.2600,0.0031,0.0476,0.0076
43,0.0098,0.0134,0.0188,0.0113,0.0008,0.0098,0.0004,0.0149,0.0001,0.0007
44,0.0001,0.0006,0.0010,0.0002,0.0000,0.0000,0.0000,0.0001,0.0002,0.0000
45,0.0218,0.0126,0.0077,0.0097,0.0078,0.0218,0.0126,0.0077,0.0097,0.0078
46,0.3286,4.0728,0.6080,0.4850,0.2085,0.0369,0.0516,0.0000,0.0000,0.0000
47,0.0474,0.1120,0.0209,0.0126,0.0253,0.0131,0.0732,0.0148,0.0096,0.0168
48,0.0065,0.0038,0.0015,0.0018,0.0016,0.0065,0.0038,0.0015,0.0018,0.0016
49,0.0813,0.0869,0.0200,1.4948,0.0387,0.0231,0.0459,0.0089,1.4907,0.0104
50,0.0003,0.0003,0.0007,0.0009,0.0006,0.0003,0.0003,0.0007,0.0009,0.0006
51,0.1238,0.2969,0.6751,0.2358,0.0105,0.0689,0.2871,0.6309,0.2168,0.0061
52,0.1502,1.5581,0.2280,0.7798,0.2818,0.0000,0.0000,0.0000,0.0000,0.2818
53,0.0002,0.0043,0.0132,0.0042,0.0001,0.0000,0.0001,0.0000,0.0042,0.0000
54,0.0462,0.0268,0.0138,0.0173,0.0134,0.0462,0.0268,0.0138,0.0173,0.0134
55,0.0186,0.0108,0.0058,0.0073,0.0058,0.0186,0.0108,0.0058,0.0073,0.0058
56,0.0004,0.0040,0.0023,0.0006,0.0002,0.0002,0.0017,0.0022,0.0000,0.0002
57,0.0627,0.1118,0.1876,0.0268,0.0060,0.0335,0.0224,0.0160,0.0268,0.0051
58,0.0304,0.1300,0.0105,0.3082,0.0250,0.0021,0.0812,0.0008,0.3029,0.0017
59,0.0546,0.5865,0.2682,0.1644,0.0137,0.0052,0.2725,0.0014,0.0000,0.0137
60,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
61,0.0535,0.2079,0.0108,0.8180,0.0635,0.0001,0.1102,0.0026,0.8180,0.0011
62,0.0035,0.0026,0.0041,0.0026,0.0002,0.0000,0.0006,0.0041,0.0000,0.0000
63,0.0047,0.0152,0.0529,0.0092,0.0087,0.0006,0.0001,0.0156,0.0092,0.0084
64,0.0001,0.0001,0.0001,0.0001,0.0000,0.0001,0.0001,0.0001,0.0001,0.0000
65,0.0594,0.1779,0.0625,0.0173,0.0517,0.0357,0.1135,0.0522,0.0000,0.0151
66,0.1073,0.1286,0.0093,0.8614,0.0057,0.0000,0.0003,0.0068,0.8614,0.0000
67,0.0377,0.0290,0.0119,0.0057,0.0011,0.0371,0.0001,0.0041,0.0000,0.0005
68,0.0006,0.0053,0.0002,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
69,0.0724,0.0402,0.0474,0.0849,0.0065,0.0104,0.0194,0.0425,0.0119,0.0063
70,1.1569,0.4457,0.0481,0.0343,0.0052,0.0093,0.0203,0.0017,0.0000,0.0052
71,0.0000,0.0003,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
72,0.0072,0.1610,0.0721,0.0269,0.0030,0.0064,0.0108,0.0219,0.0000,0.0030
73,0.2180,0.7374,0.0486,0.1777,0.1598,0.0359,0.1783,0.0030,0.1320,0.1588
74,0.0001,0.0004,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000
75,0.3500,4.5445,0.7131,0.3867,0.1757,0.0869,0.8823,0.0368,0.0000,0.0007
76,2.3886,2.0353,1.9574,0.6285,0.0331,0.0000,0.0000,1.9553,0.0000,0.0000
77,0.3641,0.1563,0.8049,0.4200,0.6133,0.3641,0.1563,0.8049,0.4200,0.6133
78,0.2454,2.7454,0.1395,0.1775,0.0000,0.0018,0.0000,0.0000,0.0000,0.0000
79,0.0290,0.0168,0.0086,0.0108,0.0093,0.0290,0.0168,0.0086,0.0108,0.0093
80,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
81,0.4857,1.3788,0.2177,0.2768,0.1378,0.0209,0.0672,0.0001,0.0644,0.0106
82,1.6405,1.6167,0.2845,0.6507,0.3087,0.0000,0.0000,0.0007,0.2665,0.1759
83,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
84,0.1414,0.2227,0.1723,0.3402,0.1345,0.1414,0.2227,0.1723,0.3402,0.1345
85,0.0001,0.0001,0.0000,0.0000,0.0000,0.0001,0.0001,0.0000,0.0000,0.0000
86,0.8963,2.9986,0.3775,0.1584,0.1226,0.0047,2.4073,0.0130,0.0967,0.0008
87,1.5011,1.1518,0.0681,0.0972,0.0268,0.0366,1.1160,0.0065,0.0072,0.0197
88,0.5953,0.4555,0.0374,0.0553,0.0084,0.0308,0.4329,0.0047,0.0027,0.0084
89,0.1916,0.1805,0.1039,0.0597,0.0042,0.0019,0.0264,0.1039,0.0000,0.0000
90,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
91,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
92,0.2823,1.0744,0.0252,0.0108,0.0368,0.0000,0.0008,0.0000,0.0000,0.0000
93,0.7585,0.8049,0.6472,0.1695,0.0122,0.7585,0.8049,0.6472,0.1695,0.0122
94,0.5207,0.3097,0.3338,0.1296,0.0003,0.0052,0.0157,0.0000,0.0000,0.0003
95,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
96,0.4531,1.0743,0.0876,0.0749,0.1097,0.1267,0.8260,0.0572,0.0606,0.0928
97,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
98,0.0497,0.4308,0.6133,0.1493,0.0118,0.0182,0.0143,0.0799,0.1188,0.0068
99,1.0521,0.6448,0.1124,0.4096,0.1490,0.0024,0.0161,0.0169,0.3833,0.0007
100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
101,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000
102,0.1158,0.2779,0.5298,0.1851,0.0083,0.0645,0.2688,0.4952,0.1701,0.0048
103,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
104,0.0129,0.0132,0.0124,0.0163,0.0100,0.0129,0.0132,0.0124,0.0163,0.0100
105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
106,0.1701,0.2796,0.4568,0.1877,0.0181,0.0001,0.2386,0.0013,0.0000,0.0181
107,0.0621,0.0315,0.0319,0.0121,0.0001,0.0006,0.0021,0.0001,0.0000,0.0001
108,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
109,0.0022,0.0022,0.0022,0.0006,0.0001,0.0021,0.0000,0.0016,0.0000,0.0001
110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,1.7992,1.0500,0.5417,0.6822,0.5899,1.7992,1.0500,0.5417,0.6822,0.5899
112,0.2814,0.2443,0.0976,0.1019,0.0049,0.0010,0.0065,0.0976,0.0000,0.0000
113,0.1427,0.1216,0.1211,0.0389,0.0021,0.0000,0.0000,0.1209,0.0000,0.0000
114,0.0072,0.2202,0.0003,0.0019,0.0010,0.0000,0.0000,0.0000,0.0000,0.0010
115,0.0025,0.0763,0.0001,0.0009,0.0006,0.0000,0.0000,0.0000,0.0000,0.0006
116,0.0112,0.1050,0.0780,0.0510,0.0009,0.0007,0.0793,0.0002,0.0000,0.0009
117,0.1334,0.1947,0.0577,0.0532,0.0816,0.0511,0.0392,0.0030,0.0486,0.0013
118,0.0120,0.0070,0.0030,0.0018,0.0007,0.0119,0.0002,0.0004,0.0000,0.0006
119,0.0009,0.0315,0.0027,0.0017,0.0000,0.0008,0.0030,0.0000,0.0000,0.0000
120,0.0104,0.0194,0.0013,0.2471,0.0024,0.0000,0.0001,0.0006,0.2471,0.0000
121,0.0011,0.0644,0.0037,0.0113,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000
122,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
123,0.0074,0.0040,0.0033,0.0027,0.0001,0.0073,0.0003,0.0000,0.0000,0.0000
124,0.4635,1.8851,0.1634,0.0410,0.0056,0.0004,1.6408,0.0112,0.0407,0.0005
125,0.0000,0.0006,0.0000,0.0002,0.0002,0.0000,0.0000,0.0000,0.0000,0.0002
126,0.0078,0.0045,0.0051,0.0065,0.0055,0.0078,0.0045,0.0051,0.0065,0.0055
127,0.2018,1.4084,1.0013,0.4305,0.0095,0.0056,0.7616,0.0086,0.0000,0.0095
128,0.0009,0.0015,0.0049,0.0097,0.0042,0.0009,0.0015,0.0049,0.0097,0.0042
129,0.0000,0.0000,0.0003,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0001
130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
131,0.0004,0.0005,0.0003,0.0002,0.0000,0.0004,0.0000,0.0002,0.0000,0.0000
132,0.0695,0.0405,0.0178,0.0108,0.0010,0.0691,0.0010,0.0025,0.0003,0.0009
133,1.8543,1.1410,0.5632,0.7079,0.6657,1.8543,1.1410,0.5632,0.7079,0.6657
134,3.3665,1.9533,1.0015,1.2616,1.0667,3.3665,1.9533,1.0015,1.2616,1.0667
135,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
136,1.5579,1.4906,0.1439,0.6297,0.1850,0.1235,0.0000,0.0000,0.0000,0.0355
137,0.4735,0.3692,0.0526,0.0479,0.0270,0.0679,0.3483,0.0313,0.0122,0.0270
138,0.0003,0.0002,0.0003,0.0002,0.0001,0.0000,0.0001,0.0003,0.0000,0.0000
139,0.0185,0.0185,0.0109,0.0066,0.0003,0.0072,0.0004,0.0093,0.0000,0.0002
140,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
141,28.6752,30.4511,14.9966,5.2329,4.7485,28.6752,30.4511,14.9966,5.2329,4.7485
142,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
143,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
144,0.0006,0.0009,0.0009,0.0003,0.0000,0.0006,0.0005,0.0008,0.0002,0.0000
145,0.0038,0.0021,0.0137,0.0065,0.0001,0.0010,0.0013,0.0120,0.0046,0.0001
146,0.8525,1.3253,0.0714,0.0261,0.0068,0.0001,0.0014,0.0018,0.0000,0.0068
147,0.1322,0.2785,0.2984,0.3989,0.3578,0.1322,0.2785,0.2984,0.3989,0.3578
148,0.0026,0.0074,0.0243,0.0042,0.0005,0.0006,0.0003,0.0068,0.0042,0.0005
149,1.3701,1.4541,1.2481,0.3346,0.0595,1.3701,1.4541,1.2481,0.3346,0.0595
150,0.9118,6.0065,0.7388,0.0642,0.0176,0.3480,4.3951,0.1579,0.0002,0.0129
151,0.3694,0.6256,0.0519,0.1430,0.1244,0.0048,0.0142,0.0040,0.1268,0.0000
152,0.0022,0.0030,0.0004,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
153,0.0085,0.0217,0.0009,0.1379,0.0156,0.0000,0.0001,0.0004,0.1379,0.0004
154,0.1250,0.8840,0.0452,0.1417,0.1444,0.0044,0.0209,0.0056,0.1092,0.0154
155,0.3383,2.1816,0.2345,0.7918,0.2355,0.0051,0.0000,0.0000,0.0000,0.2078
156,0.1338,0.2182,0.0323,0.0436,0.0485,0.0477,0.1039,0.0102,0.0000,0.0485
157,0.0447,0.0180,0.1047,0.0532,0.0798,0.0447,0.0180,0.1047,0.0532,0.0798
158,0.6202,0.5169,0.3638,0.2878,0.0204,0.0025,0.0104,0.3522,0.0037,0.0000
159,0.0253,0.0122,0.0218,0.0460,0.0154,0.0081,0.0107,0.0056,0.0000,0.0018
160,0.0001,0.0001,0.0000,0.0000,0.0000,0.0001,0.0001,0.0000,0.0000,0.0000
161,0.0776,0.0582,0.0089,0.0496,0.0170,0.0005,0.0022,0.0029,0.0459,0.0000
162,0.1158,0.5188,0.0232,0.0046,0.0437,0.0004,0.0005,0.0000,0.0000,0.0001
163,0.1651,1.9633,0.2617,1.0210,0.3344,0.0000,0.0000,0.0000,0.0000,0.3344
164,0.0326,0.2464,0.2639,0.1258,0.0323,0.0000,0.0000,0.0000,0.0000,0.0000
165,0.2243,0.5788,0.2646,0.0594,0.1670,0.1205,0.4020,0.2375,0.0000,0.0015
166,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
168,0.0042,0.0156,0.0396,0.0154,0.0123,0.0042,0.0156,0.0396,0.0154,0.0123
169,2.4800,2.1066,0.4270,0.0718,0.0390,0.0694,1.7102,0.1659,0.0103,0.0338
170,0.1048,0.4095,1.0982,0.4267,0.1166,0.1048,0.4095,1.0982,0.4267,0.1166
171,0.3528,0.1030,0.0091,0.0393,0.0024,0.0144,0.0863,0.0005,0.0012,0.0024
172,0.0001,0.0010,0.0017,0.0004,0.0000,0.0000,0.0009,0.0017,0.0004,0.0000
173,0.7895,0.4573,1.8020,1.1920,1.5431,0.7895,0.4573,1.8020,1.1920,1.5431
174,0.0141,1.6791,0.1061,0.0380,0.0025,0.0002,1.6641,0.0013,0.0373,0.0020
175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
176,0.2464,0.3056,0.7486,0.2839,0.0060,0.2034,0.2894,0.7184,0.2837,0.0060
177,0.0004,0.0004,0.0004,0.0001,0.0001,0.0004,0.0000,0.0003,0.0000,0.0001
178,0.0410,0.0224,0.0191,0.0159,0.0004,0.0405,0.0014,0.0000,0.0000,0.0000
179,0.4836,0.1678,0.1122,0.0417,0.0100,0.0001,0.0817,0.0009,0.0000,0.0100
180,0.5784,1.2272,0.1220,0.1408,0.2816,0.0456,0.5825,0.0127,0.0277,0.0186
181,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
183,0.0214,0.5018,0.7517,0.2387,0.0047,0.0018,0.0110,0.0019,0.2387,0.0001
184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
186,0.0020,0.0012,0.0000,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000
187,0.4773,0.8166,0.0654,0.1766,0.1498,0.0063,0.0185,0.0047,0.1561,0.0000
188,0.0708,0.7437,0.0482,0.1455,0.1875,0.0000,0.0000,0.0000,0.0000,0.0449
189,0.0019,0.0013,0.0015,0.0009,0.0001,0.0000,0.0002,0.0015,0.0000,0.0000
190,0.1740,1.7006,0.1188,0.0366,0.0086,0.0002,1.6635,0.0027,0.0355,0.0005
191,0.0071,0.0044,0.0001,0.0025,0.0000,0.0000,0.0000,0.0001,0.0025,0.0000
192,0.0008,0.0265,0.0001,0.0039,0.0002,0.0000,0.0000,0.0000,0.0000,0.0002
193,0.0440,0.0326,0.0201,0.0124,0.0007,0.0005,0.0073,0.0201,0.0000,0.0000
194,0.0006,0.0005,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
195,0.1278,0.8581,0.0000,0.0682,0.3181,0.1247,0.8569,0.0000,0.0679,0.0000
196,0.0069,0.0070,0.0060,0.0079,0.0058,0.0069,0.0070,0.0060,0.0079,0.0058
197,0.0001,0.0022,0.0002,0.0001,0.0000,0.0001,0.0002,0.0000,0.0000,0.0000
198,0.0004,0.0002,0.0003,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
199,0.0001,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
201,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
203,0.2824,0.3503,0.8554,0.3244,0.0066,0.2331,0.3318,0.8209,0.3241,0.0066
204,0.2142,2.6657,0.2528,0.0237,0.0000,0.1895,2.1017,0.0446,0.0001,0.0000
205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
206,0.3837,0.1742,0.1134,0.3063,0.0086,0.0057,0.0474,0.0944,0.0218,0.0078
207,0.4505,0.1238,0.0664,0.0158,0.0005,0.0005,0.0199,0.0014,0.0000,0.0005
208,0.0007,0.0006,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
209,0.1474,2.4891,0.1320,0.1450,0.2819,0.0000,0.0000,0.0000,0.0000,0.0000
210,0.0090,0.0070,0.0065,0.0020,0.0002,0.0020,0.0000,0.0014,0.0000,0.0001
211,0.0374,0.1426,0.0329,0.0430,0.0148,0.0016,0.0763,0.0007,0.0138,0.0015
212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
213,0.0842,0.1774,0.1890,0.2527,0.2695,0.0842,0.1774,0.1890,0.2527,0.2695
214,0.0058,0.0053,0.0051,0.0014,0.0002,0.0037,0.0000,0.0027,0.0000,0.0001
215,0.0061,0.0062,0.0054,0.0072,0.0033,0.0061,0.0062,0.0054,0.0072,0.0033
216,0.0107,0.0078,0.0063,0.0037,0.0002,0.0106,0.0022,0.0030,0.0009,0.0001
217,0.0032,0.0710,0.0293,0.0109,0.0014,0.0028,0.0048,0.0089,0.0000,0.0014
218,0.0087,0.1577,0.1184,0.0685,0.0022,0.0005,0.1065,0.0001,0.0000,0.0022
219,0.1773,0.1961,0.0234,0.0182,0.0043,0.0269,0.1765,0.0040,0.0031,0.0043
220,2.0081,8.4965,0.6479,0.1433,0.0135,0.0002,8.2988,0.0019,0.1431,0.0003
221,0.1426,0.0805,0.0075,0.0137,0.0175,0.0870,0.0140,0.0029,0.0000,0.0175
222,0.4214,2.2486,0.3146,1.1759,0.3914,0.0094,0.0000,0.0000,0.0000,0.3640
223,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
224,0.4292,4.5477,0.0001,0.3790,1.0431,0.4216,4.5446,0.0001,0.3790,0.0000
225,0.0488,0.0431,0.0610,0.0649,0.0532,0.0062,0.0221,0.0343,0.0008,0.0021
226,0.0191,0.1341,0.0055,0.0175,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000
227,0.0000,0.0000,0.0003,0.0003,0.0000,0.0000,0.0000,0.0002,0.0003,0.0000
228,0.0035,0.0636,0.0072,0.0186,0.0001,0.0000,0.0000,0.0001,0.0000,0.0001
229,0.0000,0.0007,0.0018,0.0006,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000
230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
231,0.0076,0.0306,0.0378,0.0200,0.0017,0.0000,0.0286,0.0000,0.0000,0.0017
232,0.1443,0.1897,0.1463,0.1008,0.0135,0.0005,0.0031,0.0576,0.0000,0.0000
233,0.0000,0.0000,0.0004,0.0001,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
234,0.0000,0.0005,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
235,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
236,0.0001,0.0001,0.0001,0.0001,0.0000,0.0001,0.0001,0.0001,0.0001,0.0000
237,0.5878,1.2380,1.3857,1.8526,1.6760,0.5878,1.2380,1.3857,1.8526,1.6760
238,0.0193,0.0543,0.0031,0.0030,0.0000,0.0000,0.0015,0.0009,0.0000,0.0000
239,0.0276,0.0133,0.0232,0.0489,0.0185,0.0089,0.0117,0.0059,0.0000,0.0022
240,0.0321,0.0214,0.0121,0.0036,0.0008,0.0000,0.0000,0.0121,0.0000,0.0000
241,0.0485,0.0220,0.0159,0.0428,0.0013,0.0007,0.0060,0.0132,0.0030,0.0012
242,0.0060,0.0035,0.0018,0.0022,0.0023,0.0060,0.0035,0.0018,0.0022,0.0023
243,0.0077,0.0251,0.0780,0.0135,0.0110,0.0010,0.0002,0.0230,0.0135,0.0106
244,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
245,0.0213,0.0210,0.0208,0.0054,0.0008,0.0201,0.0000,0.0148,0.0000,0.0007
246,0.1168,2.1141,0.2023,0.0167,0.0021,0.0891,1.3500,0.0051,0.0000,0.0021
247,0.4312,0.4579,0.2301,0.0803,0.0538,0.4312,0.4579,0.2301,0.0803,0.0538
248,0.0002,0.0002,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
249,0.3185,1.8442,0.1593,0.6177,0.1558,0.3185,1.8442,0.1593,0.6177,0.1558
250,0.1345,0.1428,0.0796,0.0208,0.0017,0.1345,0.1428,0.0796,0.0208,0.0017
251,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
252,0.0067,0.0082,0.0029,0.0033,0.0002,0.0000,0.0000,0.0000,0.0000,0.0002
253,0.0017,0.0524,0.0001,0.0004,0.0003,0.0000,0.0000,0.0000,0.0000,0.0003
254,0.0457,0.6300,0.0243,0.0102,0.1914,0.0000,0.0003,0.0000,0.0000,0.0000
255,0.0131,0.0073,0.0102,0.0033,0.0004,0.0000,0.0002,0.0102,0.0000,0.0000
256,0.6058,0.9310,0.4649,0.1138,0.0853,0.0042,0.2228,0.0000,0.0000,0.0853
257,0.0001,0.0016,0.0024,0.0007,0.0000,0.0000,0.0000,0.0002,0.0007,0.0000
258,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
259,0.0088,0.0048,0.0048,0.0088,0.0002,0.0002,0.0019,0.0043,0.0011,0.0002
260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
261,0.3077,0.4510,0.0469,0.0400,0.0527,0.0508,0.2175,0.0218,0.0269,0.0319
262,0.6553,0.4012,0.0430,0.0756,0.1024,0.3911,0.0717,0.0164,0.0000,0.1024
263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
264,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
265,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
266,0.4177,1.4788,0.0666,0.0874,0.1984,0.2445,1.3359,0.0559,0.0805,0.1984
