uniqid_huc10,malat_high1992_huc10,malat_high1997_huc10,malat_high2002_huc10,malat_high2007_huc10,malat_high2012_huc10,malat_low1992_huc10,malat_low1997_huc10,malat_low2002_huc10,malat_low2007_huc10,malat_low2012_huc10
8284,0.0058,0.0046,0.0117,0.0053,0.0003,0.0001,0.0000,0.0000,0.0000,0.0000
8285,0.0062,1.3367,0.0192,0.0404,0.0336,0.0000,0.0360,0.0000,0.0000,0.0000
8286,0.0053,0.0306,0.0012,0.0011,0.0000,0.0027,0.0000,0.0000,0.0000,0.0000
8287,0.0006,0.0013,0.0006,0.0005,0.0004,0.0000,0.0004,0.0000,0.0000,0.0000
8288,0.0200,0.0881,0.0183,0.0108,0.0023,0.0000,0.0002,0.0069,0.0000,0.0000
8289,0.0496,0.5084,0.0117,0.0095,0.0000,0.0080,0.0000,0.0000,0.0002,0.0000
8290,0.0769,0.3473,0.0300,0.0262,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8291,0.0008,0.0016,0.0019,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000
8292,0.1205,0.1143,0.1318,0.0644,0.0289,0.0000,0.0060,0.0041,0.0000,0.0000
8293,0.0010,0.1084,0.0018,0.0090,0.0106,0.0000,0.0067,0.0000,0.0030,0.0000
8294,0.0980,0.0121,0.0536,0.0325,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8295,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8296,0.0025,0.8986,0.0301,0.0099,0.0394,0.0000,0.5048,0.0243,0.0000,0.0000
8297,0.0489,0.0699,0.0336,0.0197,0.0014,0.0017,0.0008,0.0002,0.0000,0.0014
8298,0.0146,1.6717,0.0566,0.0276,0.1246,0.0000,0.0000,0.0035,0.0000,0.0000
8299,0.2887,0.2025,0.0760,0.0568,0.0286,0.2887,0.0000,0.0000,0.0568,0.0000
8300,0.4003,1.4188,0.0192,0.0440,0.0002,0.0000,0.0000,0.0000,0.0000,0.0002
8301,0.0141,0.0372,0.0676,0.1072,0.0311,0.0141,0.0300,0.0000,0.1072,0.0311
8302,0.0063,0.9534,0.0159,0.0524,0.0469,0.0000,0.0766,0.0000,0.0000,0.0000
8303,0.0006,0.0016,0.0039,0.0062,0.0016,0.0006,0.0013,0.0000,0.0062,0.0016
8304,0.0165,0.0176,0.0250,0.0138,0.0010,0.0000,0.0000,0.0048,0.0000,0.0009
8305,0.0039,0.5895,0.1033,0.0263,0.1430,0.0000,0.0000,0.0058,0.0000,0.0000
8306,0.0006,0.0031,0.0017,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8307,0.0389,0.6738,0.0044,0.0442,0.0534,0.0000,0.0570,0.0000,0.0000,0.0000
8308,0.1121,0.2215,0.0660,0.3452,0.2270,0.0000,0.0003,0.0000,0.0000,0.0000
8309,0.0971,0.0134,0.1275,0.0735,0.0000,0.0000,0.0126,0.0000,0.0000,0.0000
8310,0.0024,0.2800,0.0091,0.0045,0.0214,0.0000,0.0000,0.0006,0.0000,0.0000
8311,0.2394,0.1519,0.0595,0.0464,0.0244,0.2394,0.0000,0.0000,0.0464,0.0000
8312,0.0005,0.0012,0.0004,0.0002,0.0004,0.0001,0.0000,0.0000,0.0002,0.0000
8313,0.0960,0.1328,0.0426,0.0295,0.0127,0.0000,0.0339,0.0214,0.0000,0.0000
8314,0.0028,0.0216,0.0086,0.0006,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000
8315,0.2713,0.2254,0.1959,0.0821,0.0039,0.0000,0.0000,0.1704,0.0000,0.0000
8316,0.1392,0.0593,0.4419,0.1067,0.0000,0.0000,0.0554,0.0000,0.0000,0.0000
8317,0.0086,0.7422,0.0463,0.0242,0.0888,0.0000,0.0000,0.0006,0.0000,0.0000
8318,0.3393,1.2739,0.0000,1.1092,0.0552,0.0000,0.0424,0.0000,0.0000,0.0552
8319,0.0207,0.0262,0.0236,0.0134,0.0008,0.0000,0.0000,0.0000,0.0000,0.0008
8320,0.0114,0.0887,0.0095,0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8321,0.0054,0.0709,0.0447,0.0034,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000
8322,0.0722,0.8068,0.1961,0.1082,0.2508,0.0000,0.0075,0.0023,0.0000,0.0000
8323,0.0854,0.1971,0.0600,0.2795,0.1659,0.0000,0.0000,0.0000,0.0000,0.0000
8324,0.0118,0.7201,0.0000,0.0736,0.1033,0.0000,0.0000,0.0000,0.0736,0.0000
8325,0.0445,0.1569,0.0759,0.1496,0.1492,0.0000,0.0000,0.0294,0.0000,0.0000
8326,0.0038,0.0052,0.0027,0.0015,0.0001,0.0001,0.0000,0.0000,0.0000,0.0001
8327,0.0288,0.0620,0.0165,0.0191,0.0123,0.0000,0.0183,0.0000,0.0000,0.0000
8328,0.0497,0.6185,0.0265,0.0281,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8329,0.0417,0.0265,0.0555,0.0183,0.0010,0.0000,0.0000,0.0552,0.0000,0.0000
8330,0.0587,1.4072,0.0506,0.0476,0.0004,0.0263,0.0000,0.0000,0.0000,0.0004
8331,0.0221,0.2549,0.2288,0.0787,0.0151,0.0000,0.0000,0.0000,0.0000,0.0000
8332,0.0035,1.8828,0.0791,0.0347,0.2057,0.0000,1.7492,0.0791,0.0000,0.0000
8333,0.0002,0.0011,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8334,0.0513,0.6735,0.0279,0.0392,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8335,0.0175,2.2183,0.0104,0.0272,0.0252,0.0000,0.0212,0.0000,0.0000,0.0000
8336,0.0290,0.2292,0.0110,0.0101,0.0040,0.0093,0.0000,0.0000,0.0000,0.0000
8337,0.0044,0.0072,0.0109,0.0104,0.0076,0.0000,0.0020,0.0000,0.0000,0.0000
8338,0.0802,1.8006,0.1230,0.4207,0.4230,0.0000,0.2031,0.0000,0.0000,0.0000
8339,0.1424,3.5743,0.3293,0.3293,0.2293,0.0000,0.0000,0.0005,0.0000,0.2282
8340,2.0373,0.6590,0.1405,0.4709,0.2087,0.0542,0.0000,0.0000,0.0000,0.0000
8341,0.0027,0.0072,0.0300,0.0479,0.0156,0.0027,0.0058,0.0000,0.0479,0.0156
8342,0.0156,1.9709,0.0093,0.0243,0.0225,0.0000,0.0188,0.0000,0.0000,0.0000
8343,0.0098,0.0836,0.0169,0.0093,0.0206,0.0000,0.0010,0.0000,0.0000,0.0000
8344,0.0102,0.0304,0.0012,0.0011,0.0000,0.0069,0.0000,0.0000,0.0000,0.0000
8345,0.7084,0.5139,0.3907,0.1846,0.0085,0.0000,0.0000,0.3905,0.0000,0.0000
8346,0.0151,0.0411,0.0563,0.0984,0.0259,0.0151,0.0357,0.0000,0.0984,0.0259
8347,0.0324,0.1457,0.0000,0.2375,0.0089,0.0000,0.0050,0.0000,0.0000,0.0089
8348,0.1625,0.0478,0.3508,0.1375,0.0000,0.0000,0.0458,0.0000,0.0000,0.0000
8349,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8350,0.0003,0.0009,0.0011,0.0019,0.0004,0.0003,0.0008,0.0000,0.0019,0.0004
8351,0.0069,0.8712,0.1522,0.0335,0.1908,0.0000,0.0000,0.0137,0.0000,0.0000
8352,0.1124,0.2825,0.0685,0.3856,0.2355,0.0000,0.0003,0.0000,0.0017,0.0000
8353,2.7124,1.0709,0.1860,0.6677,0.2137,0.0953,0.0000,0.0000,0.0000,0.0000
8354,0.0620,0.0448,0.0232,0.0143,0.0016,0.0166,0.0018,0.0195,0.0030,0.0000
8355,0.0011,0.0414,0.0133,0.0030,0.0021,0.0000,0.0000,0.0008,0.0000,0.0000
8356,0.0762,0.0878,0.0193,0.0139,0.0044,0.0550,0.0000,0.0000,0.0090,0.0000
8357,0.2145,0.0413,0.3063,0.1473,0.0000,0.0000,0.0396,0.0000,0.0000,0.0000
8358,0.0014,0.0017,0.0035,0.0018,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
8359,2.6218,1.9022,1.2803,0.6050,0.0252,0.0000,0.0000,1.2798,0.0000,0.0000
8360,0.0058,1.4978,0.0207,0.0335,0.0284,0.0000,0.0088,0.0000,0.0000,0.0000
8361,0.4643,0.2790,0.0941,0.0662,0.0457,0.4634,0.0000,0.0000,0.0658,0.0000
8362,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8363,0.0268,0.1854,0.0080,0.0070,0.0000,0.0076,0.0000,0.0000,0.0000,0.0000
8364,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8365,0.0004,0.0669,0.0040,0.0006,0.0030,0.0000,0.0000,0.0002,0.0000,0.0000
8366,0.0914,0.2409,0.4501,0.7190,0.2092,0.0914,0.1943,0.0000,0.7190,0.2092
8367,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8368,0.0771,0.0515,0.0266,0.0119,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8369,0.0635,0.7761,0.0212,0.0448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8370,0.0018,0.0050,0.0071,0.0124,0.0031,0.0018,0.0043,0.0000,0.0124,0.0031
8371,0.2749,0.1994,0.2244,0.1060,0.0045,0.0000,0.0000,0.2243,0.0000,0.0000
8372,0.0476,0.0951,0.0363,0.0298,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8373,0.0221,0.0654,0.1454,0.0950,0.0403,0.0000,0.0000,0.0000,0.0000,0.0000
8374,0.0015,0.1710,0.0061,0.0030,0.0132,0.0000,0.0000,0.0004,0.0000,0.0000
8375,0.0050,0.0004,0.1034,0.0121,0.0012,0.0015,0.0005,0.0000,0.0121,0.0012
8376,0.0009,0.1066,0.0037,0.0018,0.0111,0.0000,0.0000,0.0002,0.0000,0.0000
8377,0.0442,0.0824,0.0175,0.0119,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8378,0.0286,0.0702,0.0794,0.0717,0.0046,0.0000,0.0000,0.0000,0.0717,0.0000
8379,0.0030,0.0038,0.0039,0.0022,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
8380,0.0602,0.8470,0.0095,0.0332,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8381,0.0314,0.1630,0.0108,0.0173,0.1563,0.0000,0.0000,0.0000,0.0000,0.0000
8382,0.0459,0.1867,0.0017,0.0461,0.0043,0.0000,0.0040,0.0000,0.0000,0.0000
8383,0.0002,0.0005,0.0005,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000
8384,0.0007,0.3230,0.0035,0.0255,0.1451,0.0000,0.2501,0.0035,0.0000,0.0000
8385,0.0030,1.2068,0.0120,0.0180,0.0121,0.0000,0.0212,0.0000,0.0000,0.0000
8386,0.0581,0.4632,0.0153,0.0256,0.0001,0.0135,0.0000,0.0000,0.0056,0.0000
8387,0.0606,0.1865,0.0468,0.0545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8388,0.0452,0.1326,0.2723,0.1770,0.0748,0.0002,0.0001,0.0000,0.0004,0.0000
8389,0.0293,0.0807,0.1285,0.1871,0.0391,0.0293,0.0708,0.0000,0.1871,0.0391
8390,0.0289,0.1068,0.0052,0.0050,0.2131,0.0000,0.0000,0.0000,0.0000,0.0000
8391,0.0242,0.0306,0.0355,0.0200,0.0011,0.0000,0.0000,0.0000,0.0000,0.0011
8392,0.0705,0.5525,0.3097,0.0218,0.0049,0.0000,0.0000,0.0000,0.0000,0.0000
8393,0.0135,0.0369,0.0532,0.0930,0.0216,0.0135,0.0320,0.0000,0.0930,0.0216
8394,0.0136,0.0671,0.0793,0.0660,0.0165,0.0000,0.0000,0.0000,0.0000,0.0000
8395,0.2112,0.5567,0.9784,1.5628,0.4498,0.2112,0.4492,0.0000,1.5628,0.4498
8396,0.0000,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
8397,0.1371,0.0142,0.3891,0.3674,0.2930,0.0000,0.0000,0.3279,0.0000,0.0000
8398,0.0004,0.0013,0.0020,0.0030,0.0004,0.0000,0.0000,0.0000,0.0030,0.0000
8399,0.0721,0.1798,0.3991,0.2526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8400,0.1340,0.0210,0.3966,0.3711,0.2304,0.0037,0.0000,0.2170,0.0000,0.0000
8401,0.0005,0.0024,0.0058,0.0007,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000
8402,0.0880,0.2556,0.0673,0.3336,0.2074,0.0000,0.0000,0.0000,0.0000,0.0000
8403,0.0001,0.0003,0.0004,0.0006,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000
8404,0.1610,0.7243,0.0000,0.4560,0.0164,0.0000,0.0248,0.0000,0.0000,0.0164
8405,0.0202,0.0593,0.0054,0.0071,0.1366,0.0000,0.0000,0.0000,0.0000,0.0000
8406,0.0789,0.1647,0.0570,0.2678,0.1547,0.0000,0.0000,0.0000,0.0000,0.0000
8407,0.0063,2.3188,0.2919,0.1647,0.8520,0.0000,1.2900,0.0304,0.0000,0.0000
8408,0.0379,0.6007,0.0215,0.0251,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8409,0.0005,0.0006,0.0003,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
8410,0.0059,0.0076,0.0181,0.0103,0.0007,0.0000,0.0000,0.0000,0.0000,0.0007
8411,0.0007,0.0006,0.0002,0.0002,0.0035,0.0000,0.0000,0.0002,0.0000,0.0000
8412,0.0141,0.0708,0.0682,0.0055,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000
8413,0.1329,1.4385,0.1766,0.3959,0.2382,0.0000,0.0009,0.0002,0.0000,0.0887
8414,0.0004,0.0044,0.0631,0.0217,0.0046,0.0000,0.0000,0.0000,0.0000,0.0000
8415,0.0136,0.0667,0.0562,0.0047,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000
8416,0.0400,0.0313,0.0132,0.0090,0.0001,0.0014,0.0024,0.0129,0.0002,0.0000
8417,0.1146,0.2218,0.0360,0.0345,0.0186,0.0000,0.1043,0.0000,0.0000,0.0000
8418,0.0212,0.1117,0.0805,0.0048,0.0015,0.0000,0.0000,0.0000,0.0000,0.0000
8419,0.1070,0.0122,0.3048,0.2829,0.2042,0.0000,0.0000,0.2585,0.0000,0.0000
8420,0.0723,0.1625,0.3652,0.2293,0.0166,0.0000,0.0000,0.0000,0.2293,0.0000
8421,0.1004,0.4935,0.3243,0.0273,0.0053,0.0000,0.0000,0.0000,0.0000,0.0000
8422,0.1119,0.0089,0.0605,0.0369,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8423,0.0006,0.0031,0.0046,0.0017,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000
8424,0.0261,0.2101,0.0819,0.0113,0.0019,0.0000,0.0000,0.0146,0.0000,0.0000
8425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8426,0.1566,0.0148,0.0789,0.0515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8427,0.2944,0.2062,0.2971,0.0929,0.0042,0.0000,0.0000,0.2968,0.0000,0.0000
8428,0.1361,0.1855,0.0996,0.0320,0.0024,0.0000,0.0000,0.0619,0.0000,0.0000
8429,0.0001,0.0094,0.0003,0.0002,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000
8430,0.0235,0.1351,0.0061,0.0057,0.0000,0.0118,0.0000,0.0000,0.0000,0.0000
8431,0.0336,0.1214,0.0066,0.0039,0.2430,0.0000,0.0000,0.0000,0.0000,0.0000
8432,0.0488,0.3667,0.0178,0.0136,0.0002,0.0136,0.0000,0.0000,0.0003,0.0000
8433,0.1508,0.0248,0.3949,0.4788,0.2233,0.0008,0.0000,0.2504,0.0000,0.0000
8434,0.0007,0.1905,0.0000,0.0071,0.0080,0.0000,0.0000,0.0000,0.0000,0.0000
8435,0.0074,3.2174,0.4102,0.0435,0.0784,0.0000,0.0535,0.0000,0.0000,0.0000
8436,0.0042,1.9459,0.0400,0.0449,0.2163,0.0000,1.7570,0.0393,0.0000,0.0000
8437,0.0143,0.0118,0.0045,0.0030,0.0000,0.0000,0.0002,0.0045,0.0000,0.0000
8438,1.0198,0.7066,0.8504,0.2697,0.0127,0.0000,0.0000,0.8486,0.0000,0.0000
8439,0.0288,0.3706,0.0149,0.0155,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8440,0.0516,0.5379,0.1459,0.0679,0.0278,0.0000,0.0003,0.0419,0.0000,0.0000
8441,0.0112,0.2645,0.0000,0.1074,0.0000,0.0000,0.0000,0.0000,0.0131,0.0000
8442,0.0015,0.1800,0.0266,0.0139,0.0089,0.0000,0.0004,0.0018,0.0000,0.0000
8443,0.0515,0.1173,0.0000,0.0988,0.0178,0.0000,0.0138,0.0000,0.0000,0.0178
8444,0.0035,0.2114,0.0000,0.0205,0.0305,0.0000,0.0000,0.0000,0.0205,0.0000
8445,0.0256,0.1268,0.0088,0.0144,0.1441,0.0000,0.0000,0.0000,0.0000,0.0000
8446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8447,0.1224,0.0777,0.0299,0.0225,0.0095,0.1046,0.0010,0.0066,0.0185,0.0000
8448,0.0005,0.0016,0.0033,0.0018,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000
8449,0.0009,0.0098,0.0006,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8450,0.0124,0.3248,0.0000,0.1248,0.0000,0.0000,0.0000,0.0000,0.0136,0.0000
8451,0.1738,3.6751,0.3734,0.7815,0.5869,0.0000,0.0000,0.0026,0.0000,0.5869
8452,0.0058,4.2806,0.5139,0.0521,0.1274,0.0000,0.1030,0.0000,0.0000,0.0000
8453,0.0006,0.0020,0.0009,0.0004,0.0002,0.0000,0.0000,0.0000,0.0004,0.0000
8454,0.0029,0.1822,0.0121,0.0061,0.0290,0.0000,0.0000,0.0000,0.0000,0.0000
8455,0.0284,0.1396,0.1679,0.0141,0.0028,0.0000,0.0000,0.0000,0.0000,0.0000
8456,0.4607,0.2790,0.0854,0.0660,0.0411,0.4607,0.0000,0.0000,0.0660,0.0000
8457,0.0796,0.1785,0.0534,0.2466,0.1622,0.0000,0.0000,0.0000,0.0000,0.0000
8458,0.0002,0.0006,0.0009,0.0016,0.0004,0.0002,0.0005,0.0000,0.0016,0.0004
8459,0.0843,0.2630,0.3886,0.1764,0.0103,0.0000,0.0000,0.0000,0.1764,0.0000
8460,0.0437,0.0339,0.0530,0.0190,0.0011,0.0003,0.0001,0.0439,0.0000,0.0003
8461,0.0297,0.1335,0.0000,0.1253,0.0145,0.0000,0.0046,0.0000,0.0000,0.0145
8462,0.0006,0.0716,0.0034,0.0017,0.0100,0.0000,0.0000,0.0002,0.0000,0.0000
8463,0.3348,0.2417,0.2506,0.1142,0.0049,0.0000,0.0000,0.2504,0.0000,0.0000
8464,0.0045,1.7820,0.0974,0.0351,0.2427,0.0000,0.2389,0.0000,0.0000,0.0000
8465,0.0014,1.0270,0.0920,0.0139,0.0463,0.0000,0.0521,0.0000,0.0000,0.0000
8466,0.6448,0.3877,0.1320,0.1047,0.0550,0.6448,0.0000,0.0000,0.1047,0.0000
8467,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8468,0.1565,0.1212,0.0396,0.0318,0.0180,0.1381,0.0132,0.0000,0.0245,0.0000
8469,0.1183,3.0347,0.1789,0.3736,0.4446,0.0000,0.1426,0.0029,0.0000,0.2963
8470,0.0147,0.0725,0.0820,0.0069,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000
8471,0.0000,0.0022,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8472,0.0421,0.0262,0.0097,0.0078,0.0041,0.0414,0.0005,0.0000,0.0073,0.0000
8473,0.0646,0.9619,0.0021,0.0233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8474,0.0749,0.0448,0.0164,0.0132,0.0068,0.0749,0.0000,0.0000,0.0132,0.0000
8475,0.0001,0.0004,0.0020,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8476,0.0908,0.1955,0.0524,0.0606,0.0396,0.0000,0.0576,0.0000,0.0000,0.0000
8477,0.0605,0.2791,0.4358,0.1746,0.0000,0.0013,0.0000,0.0013,0.0000,0.0000
8478,0.2931,0.0363,0.3877,0.2354,0.0000,0.0000,0.0337,0.0000,0.0000,0.0000
8479,0.1347,0.0181,0.1775,0.1023,0.0000,0.0000,0.0169,0.0000,0.0000,0.0000
8480,0.0024,1.0555,0.0385,0.0134,0.0884,0.0000,0.6834,0.0323,0.0000,0.0006
8481,0.0178,0.0665,0.0033,0.0030,0.1157,0.0000,0.0000,0.0000,0.0000,0.0000
8482,0.0737,0.0418,0.4114,0.2414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8483,0.0193,0.0526,0.0742,0.1298,0.0306,0.0193,0.0457,0.0000,0.1298,0.0306
8484,0.0101,0.2082,0.0000,0.0757,0.0000,0.0000,0.0000,0.0000,0.0129,0.0000
8485,0.0004,0.0017,0.0000,0.0030,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
8486,0.0266,0.4760,0.1179,0.0814,0.0934,0.0000,0.0000,0.0493,0.0000,0.0000
8487,0.0014,0.3494,0.0045,0.0073,0.0064,0.0000,0.0020,0.0000,0.0000,0.0000
8488,0.0319,0.0395,0.0168,0.0140,0.0002,0.0000,0.0006,0.0164,0.0000,0.0000
8489,0.0018,0.1426,0.0125,0.0058,0.0223,0.0000,0.0000,0.0000,0.0000,0.0000
8490,0.0041,0.0528,0.0221,0.0017,0.0007,0.0000,0.0001,0.0000,0.0000,0.0000
8491,0.0050,0.0617,0.0064,0.0034,0.0186,0.0000,0.0000,0.0000,0.0000,0.0000
8492,0.0454,0.0033,1.3652,0.0858,0.0328,0.0165,0.0032,0.0000,0.0858,0.0328
8493,0.0025,0.0244,0.0147,0.0018,0.0004,0.0000,0.0000,0.0000,0.0000,0.0001
8494,0.0275,0.0738,0.1097,0.1887,0.0442,0.0275,0.0643,0.0000,0.1887,0.0442
8495,0.0834,0.0872,0.0237,0.0180,0.0086,0.0800,0.0000,0.0000,0.0166,0.0000
8496,0.0046,0.6944,0.0114,0.0374,0.0347,0.0000,0.0558,0.0000,0.0000,0.0000
8497,0.0503,1.2909,0.0553,0.0541,0.0001,0.0202,0.0000,0.0001,0.0000,0.0001
8498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8499,0.0962,0.0129,0.1283,0.0716,0.0000,0.0000,0.0120,0.0000,0.0000,0.0000
8500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8501,0.0284,0.0929,0.0004,0.0814,0.0038,0.0000,0.0036,0.0000,0.0000,0.0037
8502,0.9808,1.2409,0.5972,0.3391,0.0213,0.0000,0.0001,0.0000,0.0000,0.0213
8503,0.0152,0.0475,0.0675,0.0307,0.0030,0.0000,0.0000,0.0000,0.0307,0.0000
8504,0.0835,0.5351,0.1758,0.2872,0.3031,0.0000,0.0000,0.0578,0.0000,0.0000
8505,0.0653,0.0136,0.1382,0.1374,0.0394,0.0000,0.0042,0.0376,0.0000,0.0000
8506,0.0466,0.2450,0.1731,0.1321,0.0000,0.0041,0.0000,0.0005,0.0000,0.0000
8507,0.0002,0.0018,0.0005,0.0011,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000
8508,0.0007,0.0010,0.0006,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8509,0.0013,0.0048,0.0062,0.0021,0.0002,0.0000,0.0000,0.0000,0.0017,0.0000
8510,0.2147,3.7302,0.2910,0.6156,0.5086,0.0000,0.0000,0.0091,0.0000,0.5086
8511,0.0507,0.2281,0.0000,0.2345,0.0092,0.0000,0.0078,0.0000,0.0000,0.0092
8512,0.1134,0.0679,0.0250,0.0201,0.0102,0.1134,0.0000,0.0000,0.0201,0.0000
8513,0.0000,0.0006,0.0000,0.0000,0.0050,0.0000,0.0000,0.0000,0.0000,0.0000
8514,0.0019,0.0089,0.0104,0.0092,0.0023,0.0000,0.0000,0.0000,0.0014,0.0000
8515,0.0807,0.5141,0.5870,0.3352,0.1364,0.0000,0.0000,0.0000,0.0000,0.0000
8516,0.0431,1.1368,0.0247,0.0495,0.0000,0.0104,0.0000,0.0000,0.0000,0.0000
8517,0.0050,0.7618,0.0137,0.0451,0.0421,0.0000,0.0612,0.0000,0.0000,0.0000
8518,0.0001,0.0004,0.0004,0.0006,0.0001,0.0000,0.0000,0.0000,0.0006,0.0000
8519,0.0229,0.1143,0.1344,0.1118,0.0275,0.0000,0.0000,0.0000,0.0000,0.0000
8520,0.0053,0.1032,0.0071,0.0009,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000
8521,0.0406,0.2011,0.0000,0.0667,0.0000,0.0000,0.0000,0.0000,0.0051,0.0000
8522,0.0385,0.9213,0.0406,0.0399,0.0003,0.0190,0.0000,0.0000,0.0000,0.0003
8523,0.0622,0.1081,0.4827,0.0977,0.0000,0.0013,0.0148,0.0000,0.0000,0.0000
8524,0.0003,0.0008,0.0000,0.0004,0.0005,0.0000,0.0001,0.0000,0.0000,0.0005
8525,0.0329,0.0018,0.1330,0.0938,0.0005,0.0157,0.0018,0.0000,0.0938,0.0005
8526,0.0052,0.0270,0.0404,0.0146,0.0117,0.0000,0.0000,0.0000,0.0000,0.0000
8527,0.0003,0.0004,0.0013,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8528,0.0124,0.2275,0.0053,0.0003,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000
8529,0.0027,0.6793,0.0099,0.0066,0.0124,0.0000,0.0568,0.0000,0.0000,0.0000
8530,0.0712,0.0453,0.1810,0.0566,0.0034,0.0000,0.0000,0.1807,0.0000,0.0000
8531,0.0107,0.0131,0.0026,0.0029,0.0002,0.0000,0.0001,0.0000,0.0000,0.0002
8532,0.0061,1.1303,0.0594,0.0062,0.0287,0.0000,0.0000,0.0090,0.0000,0.0000
8533,0.0002,0.0006,0.0013,0.0009,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000
8534,0.0002,0.0003,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8535,0.0096,0.0126,0.0140,0.0078,0.0006,0.0000,0.0000,0.0000,0.0000,0.0006
8536,0.1196,0.1588,0.0794,0.0555,0.0000,0.0000,0.0043,0.0794,0.0000,0.0000
8537,0.0133,0.2596,0.0197,0.0025,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000
8538,0.0838,0.3206,0.0000,0.3534,0.0191,0.0000,0.0107,0.0000,0.0000,0.0191
8539,0.2190,3.7366,0.4395,0.9102,0.6007,0.0000,0.0000,0.0012,0.0000,0.6007
8540,0.0543,0.4132,0.1593,0.0118,0.0051,0.0000,0.0000,0.0000,0.0000,0.0000
8541,0.0004,0.0937,0.0014,0.0022,0.0018,0.0000,0.0005,0.0000,0.0000,0.0000
8542,0.0897,0.0098,0.2297,0.1769,0.1683,0.0000,0.0000,0.1942,0.0000,0.0000
8543,0.0855,0.1401,0.2622,0.2126,0.1554,0.0000,0.0000,0.2085,0.0000,0.0000
8544,0.5312,0.3854,0.3243,0.1532,0.0067,0.0000,0.0000,0.3241,0.0000,0.0000
