MonitoringLocationIdentifier,Result
11113300-02-THB,3.7249999999999996
11113300-02-WIL,9.120000000000001
11113300-02-WNC,2.2275
11113300-02-XDB,2.2333333333333334
11113300-02B-SBA,1.6620000000000001
11113300-02G-BRD,4.0825000000000005
11113300-03-AMM,0.9875
11113300-03-BMB,45.25
11113300-03-CLD,15.200000000000001
11113300-03-CRB,2.75
11113300-03-CTC,0.18
11113300-03-GRB,20.166666666666668
11113300-03-GRD,1.0875
11113300-03-HOB,5.199999999999999
11113300-03-ISG,0.9900000000000001
11113300-03-JNC,5.6525
11113300-03-MQB,2.9925
11113300-03-NBR,1.0924999999999998
11113300-03-OSS,0.5933333333333333
11113300-03-OTT,2.105
11113300-03-RAB,3.2
11113300-03-WAB,11.14
11113300-03-XDB,0.9
11113300-03D-MQB,6.1933333333333325
11113300-03G-MAD,1.1916666666666667
11113300-04-AMM,1.325
11113300-04-AND,1.8028571428571427
11113300-04-BKW,0.7090909090909091
11113300-04-ISG,0.445
11113300-04-MQB,5.363333333333333
11113300-04-SNW,0.15166666666666667
11113300-04-SSR,0.9549999999999998
11113300-04-WIL,7.665
11113300-04-XDB,1.9666666666666668
11113300-04M-CLD,10.5
11113300-05-BLM,2.852857142857143
11113300-05-BRR,16.17
11113300-05-DOB,2.4
11113300-05-GRD,1.6625
11113300-05-HOB,4.333333333333333
11113300-05-LMP,1.89
11113300-05-LTE,2.2950000000000004
11113300-05-LTR,0.5976923076923077
11113300-05-MAD,0.5654545454545455
11113300-05-MQB,1.124
11113300-05-NOR,0.7066666666666668
11113300-05-SGR,2.178
11113300-05-WIL,6.14
11113300-05-WNC,3.42
11113300-05A-CLD,9.966666666666667
11113300-05C-CRB,1.4
11113300-06-BKW,0.9216666666666665
11113300-06-BLM,1.8419999999999999
11113300-06-CLD,6.725
11113300-06-CRB,1.8
11113300-06-GRB,1.35
11113300-06-NOB,9.0175
11113300-06-NSH,0.8333333333333334
11113300-06-WIL,8.2
11113300-07-ASH,1.5857142857142854
11113300-07-BKW,0.6541666666666667
11113300-07-BLM,1.4920000000000002
11113300-07-BMB,20.733333333333334
11113300-07-BRR,80.875
11113300-07-CCH,2.07
11113300-07-CLD,5.26
11113300-07-CTC,0.64
11113300-07-DOB,5.2
11113300-07-HNY,3.9
11113300-07-ISG,0.7833333333333333
11113300-07-OYS,4.1537500000000005
11113300-07-PMI,1.4055555555555554
11113300-07-SGR,1.6239999999999999
11113300-07-WAB,12.700000000000001
11113300-08-BLM,0.9899999999999999
11113300-08-CLD,1.2
11113300-08-HOB,2.75
11113300-08-ISG,0.5519999999999999
11113300-08-ISR,2.0520000000000005
11113300-08-LMP,1.4785714285714284
11113300-08-MAD,0.6199999999999999
11113300-08-MER,0.9224999999999999
11113300-08-OYS,4.390000000000001
11113300-08-SAC,0.86
11113300-09-AND,2.1426666666666665
11113300-09-BRR,16.87
11113300-09-CLD,2.766666666666667
11113300-09-CTC,0.55
11113300-09-EXT-DAMMED,2.7874999999999996
11113300-09-NOR,0.7333333333333334
11113300-09-OYS,5.806250000000001
11113300-09-WAB,18.2
11113300-09A-PMI,1.3763636363636367
11113300-09T-AND,1.6837500000000003
11113300-10-AMM,1.0875000000000001
11113300-10-BLM,1.3685714285714285
11113300-10-CCH,2.17
11113300-10-CTC,0.37
11113300-10-ISR,2.4879999999999995
11113300-10-OYS,6.029999999999999
11113300-11-CCH,2.9625
11113300-11-ISG,0.89
11113300-11-LMP,1.3099999999999998
11113300-11-SAC,0.0625
11113300-11-WNC,1.2133333333333334
11113300-11A-AND,2.3007692307692307
11113300-11A-PMI,0.5833333333333334
11113300-12-BLM,0.462
11113300-12-CCH,3.1750000000000003
11113300-12-EXT,2.7224999999999997
11113300-12-ISG,0.0
11113300-12-SAC,0.25999999999999995
11113300-12-SGR,1.04
11113300-12-WAB,4.7
11113300-12A-EXT,2.6942857142857135
11113300-12A-LMP,1.7000000000000002
11113300-13-AMM,0.95
11113300-13-EXT,1.3849999999999998
11113300-13-OYS,3.4711111111111115
11113300-13A-OYS,3.1725000000000003
11113300-13F-LMP,1.0437500000000002
11113300-14-EXT,1.8520000000000003
11113300-14-ISR,2.406
11113300-15-BLM,0.252
11113300-15-EXT,2.38
11113300-15-LMP,1.1500000000000001
11113300-15-PMI,0.7061538461538461
11113300-15A-ASH,1.68
11113300-15C-OYS,0.7214285714285714
11113300-15J-AMM,0.7833333333333332
11113300-16-ASH,4.9910000000000005
11113300-16-ISR,1.2360000000000002
11113300-16-MER,0.6666666666666666
11113300-16-WNC,15.61
11113300-16A-ASH,4.021428571428571
11113300-16D-ASH,1.9833333333333332
11113300-17-ISR,0.6942857142857142
11113300-17-LMP,0.9757142857142856
11113300-18-ASH,2.198571428571429
11113300-18-CCH,4.623333333333334
11113300-18-PMI,0.7212500000000001
11113300-19-CCH,4.39
11113300-19-ISR,0.71
11113300-20-CTC,2.114
11113300-20-ISR,0.8539999999999999
11113300-20-WNC,2.638
11113300-20A-ASH,1.1871428571428573
11113300-21-CCH,2.4375
11113300-21-LMP,1.295
11113300-21-PMI,0.47857142857142854
11113300-22-AMM,0.42499999999999993
11113300-22-CCH,1.45
11113300-22-CTC,1.2550000000000001
11113300-22U-CCH,3.203333333333333
11113300-23-ASH,0.49333333333333346
11113300-23-CCH,1.5433333333333332
11113300-23-CTC,1.326
11113300-23-LMP,1.804285714285714
11113300-23-PMI,0.5233333333333333
11113300-24-AMM,0.21666666666666667
11113300-24-CTC,1.7259999999999998
11113300-24A-ASH,1.0399999999999998
11113300-25-AMM,0.2333333333333333
11113300-25J-CTC,1.185
11113300-26-AMM,0.16666666666666666
11113300-26-CCH,1.6633333333333333
11113300-26-LMP,1.957142857142857
11113300-27-ASH,0.5983333333333333
11113300-27-CCH,0.53
11113300-27-MER,0.8300000000000001
11113300-28-ASH,0.51
11113300-29-AMM,0.08333333333333333
11113300-34-CTC,1.6666666666666667
11113300-35-CTC,1.46
11113300-37-CTC,1.7
11113300-53-CNT,1.735
11113300-58-CNT,1.165
11113300-ANGSDND,2.4360000000000004
11113300-ANGSDNELP,10.3
11113300-ANGSDNNI,1.34
11113300-ANGSDNO,0.75
11113300-ANGSDNSYI,9.55
11113300-ARMPIED,0.46016666666666667
11113300-ASHWASD,1.4400000000000002
11113300-ASHWASMA,1.1125
11113300-ASHWASMI,1.446
11113300-ASHWASO,1.2400000000000002
11113300-ASHWASRI,1.585
11113300-AYEBARD,0.6619999999999999
11113300-AYEBARI,0.9050000000000001
11113300-AYEBARO,0.5
11113300-BAPSPRD,1.762857142857143
11113300-BAPSPRM,0.8
11113300-BAPSPRMB,1.19
11113300-BAPSPRMIL,1.3500000000000003
11113300-BAPSPRO,2.46
11113300-BAPSPRSB,4.0325
11113300-BAXFARCC,0.435
11113300-BAXFARD,1.3085714285714285
11113300-BAXFARDB,0.77
11113300-BAXFARO,1.46
11113300-BEADERC,2.6950000000000003
11113300-BEADERCAB,2.755
11113300-BEADERCAT,2.97
11113300-BEADERD,3.1215384615384614
11113300-BEADERJ,1.78
11113300-BEADERM,1.4400000000000002
11113300-BEASWHD,1.528
11113300-BEASWHI,1.1199999999999999
11113300-BEASWHO,0.6699999999999999
11113300-BEASWHPI,0.6366666666666667
11113300-BEELTUFB1,0.51
11113300-BEELTUFD,1.008
11113300-BEELTUFI,1.0333333333333334
11113300-BEELTUFO,0.475
11113300-BERFRED,0.75
11113300-BLASUTB1,0.72
11113300-BLASUTB2,0.43
11113300-BLASUTBCC,0.5299999999999999
11113300-BLASUTBP,0.94
11113300-BLASUTD,1.327142857142857
11113300-BLASUTNST,0.5700000000000001
11113300-BLASUTO,0.44999999999999996
11113300-BLASUTR,0.54
11113300-BLASUTRP,2.23
11113300-BRAANDD,0.45899999999999996
11113300-BRAANDI,0.7625000000000001
11113300-BRAANDO,1.4133333333333333
11113300-BROOSSD,0.6066666666666667
11113300-CANCAND,0.68925
11113300-CANCANIFF,1.49
11113300-CANCANO,0.7805
11113300-CANWIND,0.6025
11113300-CANWINI,0.58
11113300-CAPSAL7CAP,1.69
11113300-CAPSALBC,2.0
11113300-CAPSALBL,1.165
11113300-CAPSALD,1.4919999999999998
11113300-CAPSALG,0.67
11113300-CAPSALI,1.3266666666666669
11113300-CAPSALO,1.4249999999999998
11113300-CAPSALP42,0.81
11113300-CAPSALYMCA,1.03
11113300-CAPSALYWOOD,1.22
11113300-CHANBYD,1.028
11113300-CHANBYI,0.69
11113300-CHANBYO,0.615
11113300-CHASULD,1.7866666666666664
11113300-CHASULWI,1.295
11113300-CHAWLMC,1.12
11113300-CHAWLMD,1.1233333333333333
11113300-CHAWLMI,1.37
11113300-CHAWLMO,1.16
11113300-CHEEPSD,1.0214285714285716
11113300-CHEEPSESI,0.63
11113300-CHEEPSI,0.75
11113300-CHEEPSO,0.79
11113300-CLACLKD,1.1
11113300-CLEHOPD,2.076
11113300-CLEHOPHI,1.2566666666666666
11113300-CLEHOPO,0.7033333333333333
11113300-CLOLOUD,0.9199999999999999
11113300-CLOLOUI,0.94
11113300-CLOLOUO,0.765
11113300-COBWINARM,0.44
11113300-COBWINCB,0.74
11113300-COBWINCB111,0.29
11113300-COBWINCC,2.92
11113300-COBWINDE,2.32
11113300-COBWINDW,7.12
11113300-COBWINFR,1.28
11113300-COBWINHC,8.0
11113300-COBWINMESS,0.96
11113300-COBWINMI,6.47
11113300-COBWINMS,2.32
11113300-COBWINND,1.1733333333333333
11113300-COBWINSD,1.0925
11113300-COBWINWR,3.2
11113300-COLANDD,0.6033333333333334
11113300-COLANDI1,0.61
11113300-CONHSBD,2.24
11113300-CONHSBIN,0.57
11113300-CONHSBIS,0.855
11113300-CONHSBO,0.55
11113300-CONJAF1,0.7799999999999999
11113300-CONJAF2,1.55
11113300-CONJAF3,1.235
11113300-CONJAF4,0.7733333333333334
11113300-CONJAF5,1.63
11113300-CONJAF6,1.0033333333333332
11113300-CONJAF6UP,0.97
11113300-CONJAF7,2.3166666666666664
11113300-CONJAF8,6.36
11113300-CONJAFD,1.6633333333333333
11113300-CONJAFH,5.93
11113300-CONJAFHU,2.56
11113300-CONJAFO,1.5566666666666666
11113300-CONOSSD,0.4111428571428571
11113300-CREACW1,1.883333333333333
11113300-CREACWD,1.3357142857142856
11113300-CREACWO,1.0633333333333332
11113300-CREACWW,0.94
11113300-CRYGLM1,0.3866666666666667
11113300-CRYGLM2,2.1233333333333335
11113300-CRYGLM3,0.35333333333333333
11113300-CRYGLM4,0.58
11113300-CRYGLMD,2.1799999999999997
11113300-CRYGLMO,1.2133333333333332
11113300-CRYMAND,1.173
11113300-DANLFRED,0.7775000000000001
11113300-DEEDRGD,1.034
11113300-DEEDRGI,0.69
11113300-DEEDRGM,3.81
11113300-DEEDRGO,1.04
11113300-DEEDRGZ,4.525
11113300-DODLMND,1.039
11113300-DODLMNI,0.7849999999999999
11113300-DODLMNO,0.7665
11113300-DORMAND,3.32
11113300-DORMANE,1.0
11113300-DORMANI,9.703333333333333
11113300-DORMANJ,35.096666666666664
11113300-DORMANO,3.3066666666666666
11113300-DUBDUBAL,2.29
11113300-DUBDUBCC,0.37
11113300-DUBDUBCUE,1.06
11113300-DUBDUBD,0.7999999999999999
11113300-DUBDUBEA,1.88
11113300-DUBDUBFR,1.02
11113300-DUBDUBHR,0.37
11113300-DUBDUBLBE,0.95
11113300-DUBDUBMR,4.89
11113300-DUBDUBOH,0.61
11113300-DUBDUBOHE,0.22
11113300-DUBDUBOS,0.77
11113300-DUBDUBSD,14.8
11113300-DUCFRED,0.5166666666666667
11113300-DUTSPRD,0.365
11113300-EASGTM10,2.71
11113300-EASGTM2,3.6425
11113300-EASGTM5,0.91
11113300-EASGTM6,0.7866666666666667
11113300-EASGTMD,2.482307692307692
11113300-EASGTMO,1.3725
11113300-EASGTMSB,3.1374999999999997
11113300-EASGTMSBRL,2.1825
11113300-EMERIND,1.218
11113300-FLIHLSD,1.73
11113300-FORWCHC,3.0833333333333335
11113300-FORWCHD,5.011428571428572
11113300-FORWCHDB,7.095
11113300-FORWCHDN,2.6100000000000003
11113300-FORWCHO,1.12
11113300-FORWCHS,1.845
11113300-FRAHSBD,0.8133333333333334
11113300-FRAHSBNB,1.4100000000000001
11113300-FREHEND,11.8625
11113300-FREHENL,6.25
11113300-FREHENO,5.89
11113300-FROJAFD,1.03
11113300-GARBATD,0.87
11113300-GARBATMI,1.54
11113300-GARBATO,1.135
11113300-GARBATSI,2.53
11113300-GARBATUS,1.15
11113300-GARBATVI,0.87
11113300-GILJAFD,0.774
11113300-GILJAFO,1.3699999999999999
11113300-GOOCANBI,0.61
11113300-GOOCAND,0.9061538461538462
11113300-GOOCANDSA,0.47
11113300-GOOCANGPB,1.09
11113300-GOOCANHI,1.834
11113300-GOOCANIV,1.6733333333333331
11113300-GOOCANMB,2.3719999999999994
11113300-GOOCANMBN,2.082
11113300-GOOCANMO,0.8225000000000001
11113300-GOVRAYD,1.7125000000000001
11113300-GOVRAYI,1.4400000000000002
11113300-GOVRAYO,1.38
11113300-GOVRAYWELL,1.25
11113300-GRASTD305NSR,1.2533333333333332
11113300-GRASTD395NSR,0.44000000000000006
11113300-GRASTD603GLR,1.7833333333333332
11113300-GRASTDD,0.605
11113300-GRASTDI,1.1233333333333333
11113300-GRASTDO,0.49333333333333335
11113300-GRASTDT,0.4033333333333333
11113300-GREANTD,0.63
11113300-GREANTI,1.32
11113300-GREANTO,0.88
11113300-GREANTS,0.64
11113300-GRTKINB,1.725
11113300-GRTKING,1.585
11113300-GRTKINK,4.623333333333333
11113300-GRTKINND,3.93
11113300-GRTKINO,1.07
11113300-GRTKINSD,3.9025
11113300-GRTKINT,5.345000000000001
11113300-HALALT28,7.246666666666666
11113300-HALALTD,1.9657142857142857
11113300-HALALTD3,4.353333333333333
11113300-HALALTF,1.895
11113300-HALALTH,6.023333333333333
11113300-HALWASBL,3.65
11113300-HALWASD,1.27
11113300-HALWASN,1.355
11113300-HALWASO,0.49
11113300-HARCSTD,1.21
11113300-HARCSTO,1.165
11113300-HARHARC,2.88
11113300-HARHARD,3.0625
11113300-HARHARJ,0.35
11113300-HARHARO,0.53
11113300-HARNOR1,2.626666666666667
11113300-HARNORD,3.267142857142857
11113300-HARNORO,2.0025
11113300-HAUFRSD,2.0475000000000003
11113300-HAUFRSI,2.12
11113300-HAUFRSO,0.9466666666666667
11113300-HERSAND,0.9675
11113300-HERSANO,0.93
11113300-HIGANDD,1.902
11113300-HIGANDL,1.8199999999999996
11113300-HIGANDO,2.0733333333333337
11113300-HIGANDT,1.2066666666666668
11113300-HIGANDW,1.89
11113300-HIGSTDB,0.8433333333333334
11113300-HIGSTDC,0.905
11113300-HIGSTDCBP,1.13
11113300-HIGSTDDB,1.1166666666666667
11113300-HIGSTDK,1.0999999999999999
11113300-HIGSTDN,0.62
11113300-HIGSTDND,2.123
11113300-HIGSTDP,0.725
11113300-HIGSTDPC2,0.85
11113300-HIGSTDR,1.22
11113300-HIGSTDSD,1.366666666666667
11113300-HILALTD,1.792857142857143
11113300-HILALTE,1.2650000000000001
11113300-HILALTEU,0.865
11113300-HILALTN,1.4133333333333333
11113300-HILALTO,0.655
11113300-HILALTS,0.5700000000000001
11113300-HOWDUBCBI,2.0700000000000003
11113300-HOWDUBD,1.4166666666666667
11113300-HUNSAND,20.0
11113300-ISLDERC,1.4566666666666668
11113300-ISLDERD,2.3310000000000004
11113300-ISLDERDI,1.37
11113300-ISLDERT,1.27
11113300-ISLSTDI,0.585
11113300-ISLSTDO,0.6533333333333333
11113300-ISLSTDVLAPD,1.0342857142857145
11113300-ISLWASB,1.9266666666666667
11113300-ISLWASBC,0.5700000000000001
11113300-ISLWASD,0.565
11113300-ISLWASE,2.79
11113300-ISLWASI3,0.265
11113300-ISLWASO,0.47
11113300-IVAWAK1,0.8833333333333333
11113300-IVAWAKCC,0.98
11113300-IVAWAKD,0.99
11113300-JENNORB,1.1400000000000001
11113300-JENNORC,1.96
11113300-JENNORD,1.0542857142857143
11113300-JENNORH,9.16
11113300-JENNORHF,0.56
11113300-JENNORM,1.67
11113300-JENNORO,0.935
11113300-JENNORT,0.48
11113300-JENNORTPLO,7.47
11113300-JENNORTUP,1.48
11113300-KATPIED,0.709
11113300-KEZSUTD,4.011428571428572
11113300-KEZSUTI,2.515
11113300-KEZSUTL,1.7533333333333332
11113300-KEZSUTO,1.1533333333333333
11113300-KILGRAD,1.04
11113300-KILGRASRI,1.5574999999999999
11113300-KIMCNTD,1.795
11113300-KIMCNTI,0.88
11113300-KNONFDD,1.1324999999999998
11113300-KNONFDI,0.5
11113300-KNONFDO,0.53
11113300-KOLSPRD,0.7122222222222221
11113300-LAUFITD,1.244
11113300-LAUFITK,1.32
11113300-LAUFITKL,1.07
11113300-LEAOSSD,0.6333333333333333
11113300-LEDSUND,0.766
11113300-LEDSUNI,0.94
11113300-LEDSUNO,0.6233333333333333
11113300-LEEMOUD,1.8712
11113300-LEEMOUI,0.9866666666666667
11113300-LEEMOUO,0.70575
11113300-LOCBRND,2.325
11113300-LOCBRNMI,0.98
11113300-LOCBRNO,1.49
11113300-LONLEMB,0.765
11113300-LONLEMD,0.5225
11113300-LONLEMN,0.42
11113300-LONLEMO,0.91
11113300-LONPELNHD,3.643333333333333
11113300-LOOGLMB,1.3266666666666664
11113300-LOOGLMD,0.998
11113300-LOOGLMGC,0.605
11113300-LOOGLMO,0.7366666666666667
11113300-LOOGLMV,0.835
11113300-LOOPLYAOL,0.878
11113300-LOOPLYD,1.4714444444444448
11113300-LOOPLYI1,1.231
11113300-LOOPLYI2,4.126666666666666
11113300-MARLAND,0.7505000000000001
11113300-MARLANMC,0.633
11113300-MARLANW,0.67
11113300-MASBRAB,0.45
11113300-MASBRAC2,0.425
11113300-MASBRAD,0.9700000000000001
11113300-MASBRADB,1.455
11113300-MASBRAF,0.835
11113300-MASBRAH,1.945
11113300-MASBRAMO,0.585
11113300-MASENF1D,1.163333333333333
11113300-MASENFB,2.16
11113300-MASENFK,1.0866666666666667
11113300-MASENFM,2.703333333333333
11113300-MASENFO,0.8333333333333334
11113300-MASENFS1,0.6499999999999999
11113300-MAYWASB,0.655
11113300-MAYWASD,1.2316666666666667
11113300-MAYWASM,0.9366666666666665
11113300-MAYWASO,0.7533333333333334
11113300-MAYWASV,1.9000000000000001
11113300-MESNWL1,4.69
11113300-MESNWL2,8.7
11113300-MESNWL3,1.34
11113300-MESNWLB,16.19
11113300-MESNWLC,2.45
11113300-MESNWLD,2.221428571428571
11113300-MESNWLN,2.62
11113300-MESNWLOB,1.1266666666666667
11113300-MIRTUFAL,1.8780000000000001
11113300-MIRTUFE,1.8675
11113300-MIRTUFWA,2.15
11113300-MIRTUFWB,2.08
11113300-MIRTUFWR,2.6719999999999997
11113300-MLLEWASD,2.77
11113300-MLLEWASI,1.3333333333333333
11113300-MLLEWASO,2.1733333333333333
11113300-MLLEWASW,1.4025
11113300-MLNWASD,0.9679999999999997
11113300-MLNWASI,0.5974999999999999
11113300-MLNWASO,18.173333333333336
11113300-MONRINAD,1.3860000000000001
11113300-MONRINB,1.11
11113300-MONRINC1,1.11
11113300-MONRINC2,1.245
11113300-MONRIND,0.76
11113300-MONRING,1.07
11113300-MONRINL,0.63
11113300-MONRINM,2.105
11113300-MONRINSL,0.84
11113300-MONRINSLINT,0.75
11113300-MONRINSP,0.77
11113300-MOOTAMD,0.8775
11113300-MOOTAMI,1.46
11113300-MOOTAMO,0.54
11113300-MOUSHAVD,4.359999999999999
11113300-MOUSHAVM,1.8199999999999998
11113300-MOUSUN103,80.725
11113300-MOUSUND,2.0316666666666667
11113300-MOUSUNHB,3.81
11113300-MOUSUNM,1.46
11113300-MOUSUNNHINL,0.7633333333333333
11113300-MOUSUNO,0.8966666666666666
11113300-MOUSUNR,0.785
11113300-NEWALSD,2.7375
11113300-NEWCNTD,2.27
11113300-NEWCNTO,2.11
11113300-NEWCNTSR,1.32
11113300-NMOUHAVD,5.0
11113300-NMOUHAVO,1.21
11113300-NORHAND,0.77
11113300-NORHANM,0.6133333333333333
11113300-NORHANO,0.6233333333333334
11113300-NORNOR1,1.7166666666666668
11113300-NORNOR10,1.1533333333333333
11113300-NORNOR11,5.755000000000001
11113300-NORNOR2,2.1333333333333333
11113300-NORNOR3,2.39
11113300-NORNOR4,1.8633333333333333
11113300-NORNOR5,1.2133333333333332
11113300-NORNOR8,2.18
11113300-NORNOR9,0.9633333333333334
11113300-NORNORED,1.0525
11113300-NORNORLS,1.02
11113300-NORNORO,1.2866666666666666
11113300-NORNORODR,1.87
11113300-NORNORTSR,1000.0
11113300-NUBNELD,0.335
11113300-NUBNELDC,0.21
11113300-NUBNELH,0.21000000000000002
11113300-NUBNELL,0.28500000000000003
11113300-NUBNELO,0.3
11113300-NUBNELS,0.395
11113300-NUBNELSP,0.215
11113300-NUTMAND,32.06888888888889
11113300-NUTMANI2,0.6733333333333333
11113300-NUTMANO,1.2533333333333334
11113300-ONWRAYD,3.5549999999999997
11113300-ONWRAYI,1.5750000000000002
11113300-ONWRAYN,1.8
11113300-ONWRAYO,1.68
11113300-OSSOSSD,0.7233333333333333
11113300-OTTHUDBI,1.4
11113300-OTTHUDD,1.802
11113300-OTTHUDGI,1.464
11113300-OTTHUDO,1.384
11113300-OTTSUNBB,2.056
11113300-OTTSUND,1.5270000000000001
11113300-OTTSUNL,1.0879999999999999
11113300-OTTSUNO,1.4000000000000001
11113300-OTTSUNS,2.365
11113300-OTTSUNS2,4.333333333333333
11113300-OUT-001,0.29833333333333334
11113300-PARLTL1,1.5596666666666665
11113300-PARLTL10,1.12425
11113300-PARLTL6,0.8403333333333333
11113300-PARLTLD,2.8667000000000002
11113300-PARLTLO,0.6459999999999999
11113300-PAWNNOTB,1.055
11113300-PAWNNOTF1,1.5233333333333334
11113300-PAWNNOTF2,4.904999999999999
11113300-PAWNNOTF3,2.74
11113300-PAWNNOTR,1.0
11113300-PAWNNOTW,0.78
11113300-PAWNOTND,2.473333333333334
11113300-PAWNOTSD,2.2390909090909097
11113300-PAWSNOTM,2.8025
11113300-PEABMADB,2.526666666666667
11113300-PEABMADD,1.26875
11113300-PEABMADM,1.87
11113300-PEABMADO,0.93
11113300-PEAMMADD,1.9588888888888887
11113300-PEAMMADI,2.776666666666667
11113300-PEAMMADO,0.7433333333333333
11113300-PEARINBI,1.04
11113300-PEARIND,4.2250000000000005
11113300-PEARINM,1.84
11113300-PEARINO,1.88
11113300-PEMMERBL,0.64
11113300-PEMMERD,6.8925
11113300-PEMMERI2,1.14
11113300-PEMMERO,0.95
11113300-PEMMERSRC,0.86
11113300-PERSUND,1.5599999999999998
11113300-PERSUNI,1.28
11113300-PERSUNO,1.9399999999999997
11113300-PHISDND,3.9840000000000004
11113300-PHISDNI,0.9974999999999999
11113300-PHISDNMI,0.595
11113300-PHISDNO,1.0950000000000002
11113300-PILWEBBOG,1.44
11113300-PILWEBDRNG1,0.45
11113300-PILWEBDRNG2,2.41
11113300-PILWEBDRNG6,1.35
11113300-PILWEBDRNG9,4.62
11113300-PINMAND,5.717777777777778
11113300-PINMANI,1.6733333333333331
11113300-PINMANO,1.14
11113300-PLEDEE107,1.2650000000000001
11113300-PLEDEEBB,3.25
11113300-PLEDEEC,3.47
11113300-PLEDEED,1.0933333333333333
11113300-PLEDEEF,0.5
11113300-PLEDEEL,2.18
11113300-PLEDEEP,0.24
11113300-PLEDEEV,0.63
11113300-PLEDEEW,0.41
11113300-PLEFRS1,0.52
11113300-PLEFRSD,0.7450000000000001
11113300-PLEFRSO,1.805
11113300-PLENWLD,0.7108333333333333
11113300-PLENWLPL1,0.3975
11113300-PLENWLPL2,0.3825
11113300-PLENWLPL4,0.5025000000000001
11113300-PLENWLPL5,0.755
11113300-PLENWLPL7,0.49
11113300-PLENWLPL8,0.42000000000000004
11113300-POORIND,1.025
11113300-POORINL,2.9699999999999998
11113300-POORINOF,2.43
11113300-POSLYMC,0.58
11113300-POSLYMD,1.6875
11113300-POWKIN125,0.79
11113300-POWKINB,2.36
11113300-POWKIND,2.19
11113300-POWKINI,1.4549999999999998
11113300-POWKINO,1.2533333333333334
11113300-POWKINR,1.4666666666666668
11113300-PRANWID,0.745
11113300-PROEFFD,1.9725000000000001
11113300-PROEFFI,2.7199999999999998
11113300-PROEFFLC,1.77
11113300-PROEFFO,1.6800000000000002
11113300-PROEFFR,0.7525
11113300-RANGOSD,1.1683333333333334
11113300-RANGOSI,4.6899999999999995
11113300-RANGOSO,8.113333333333333
11113300-RESDORC,11.030000000000001
11113300-RESDORD,1.135
11113300-RESDORO,0.73
11113300-RESDORT,0.8
11113300-ROBHUDD,7.032
11113300-ROBHUDH3,3.32
11113300-ROBHUDJ4,0.7033333333333335
11113300-ROBHUDL2,1.5950000000000002
11113300-ROBHUDR7,14.625
11113300-ROBHUDS5,16.9
11113300-ROBHUDW6,3.6449999999999996
11113300-ROCCROD,2.578888888888889
11113300-ROCCROW1,0.92
11113300-ROCCROW3,1.0933333333333333
11113300-ROCCROW5,0.7899999999999999
11113300-ROCCROW6,0.7333333333333334
11113300-ROCCROW8,0.7633333333333333
11113300-ROCFITD,0.7766666666666667
11113300-ROCFITO,0.605
11113300-ROCWIND,0.73
11113300-ROCWINI,0.67
11113300-ROCWINO,0.53
11113300-ROULMND,1.1095
