MonitoringLocationIdentifier,Result
11113300-21-LMP,21.933333333333334
11113300-21-PMI,17.02857142857143
11113300-22-AMM,18.825000000000003
11113300-22-CCH,22.8
11113300-22-CTC,20.766666666666666
11113300-22U-CCH,20.900000000000002
11113300-23-ASH,18.599999999999998
11113300-23-CCH,20.1
11113300-23-CTC,21.44
11113300-23-LMP,19.82857142857143
11113300-23-PMI,18.900000000000002
11113300-24-AMM,20.099999999999998
11113300-24-CTC,21.416666666666668
11113300-24A-ASH,21.071428571428573
11113300-25-AMM,19.133333333333333
11113300-25J-CTC,22.0
11113300-26-AMM,19.666666666666668
11113300-26-CCH,21.833333333333332
11113300-26-LMP,21.042857142857144
11113300-27-ASH,17.416666666666668
11113300-27-CCH,20.5
11113300-27-MER,23.8
11113300-28-ASH,19.733333333333338
11113300-29-AMM,14.699999999999998
11113300-34-CTC,21.45
11113300-35-CTC,22.016666666666666
11113300-37-CTC,21.916666666666668
11113300-53-CNT,22.966666666666665
11113300-58-CNT,21.775
11113300-ACPS005,9.9
11113300-ACPS006,11.2
11113300-ACPS007,11.3
11113300-ACPS010,12.2
11113300-ACPS011,10.1
11113300-ACPS012,9.1
11113300-ACPS017,18.5
11113300-ACPS048,15.8
11113300-ACPS060,16.4
11113300-ANGSDND,17.25384615384615
11113300-ARMPIED,18.277777777777782
11113300-ASHWASD,22.05714285714286
11113300-AYEBARD,17.027272727272727
11113300-BAPSPRD,18.422222222222224
11113300-BAXFARD,20.2
11113300-BCHADBHNVLF,24.233333333333334
11113300-BCHADBHNVRT,23.933333333333334
11113300-BCHALLWOLCR,25.650000000000002
11113300-BCHALLWOLLF,26.080000000000002
11113300-BCHALLWOLRT,25.53333333333333
11113300-BCHAPGSDNLF,26.23333333333333
11113300-BCHAPGSDNRT,26.233333333333334
11113300-BCHASPLACCR,24.9
11113300-BCHASPLACLF,25.3
11113300-BCHASPLACRT,25.95
11113300-BCHBARLACCR,24.114285714285717
11113300-BCHBARLACLF,23.685714285714287
11113300-BCHBARLACRT,23.8
11113300-BCHBASNHMCR,16.727272727272727
11113300-BCHBASNHMLF,16.766666666666666
11113300-BCHBASNHMRT,16.51666666666667
11113300-BCHBAYALTCR,24.5
11113300-BCHBAYALTLF,24.5
11113300-BCHBAYALTRT,24.475
11113300-BCHBEASWHLF,24.266666666666666
11113300-BCHBEASWHRT,24.46
11113300-BCHBELGLMLF,22.6
11113300-BCHBELGLMRT,22.3
11113300-BCHBELTUFLF,24.7
11113300-BCHBELTUFRT,24.7
11113300-BCHBENNORLF,24.400000000000002
11113300-BCHBENNORRT,24.166666666666668
11113300-BCHBERWOLLF,27.6
11113300-BCHBERWOLRT,27.8
11113300-BCHBLONBYCR,24.049999999999997
11113300-BCHBLUKINLF,25.96666666666667
11113300-BCHBLUKINRT,26.0
11113300-BCHBONLACLF,25.666666666666668
11113300-BCHBONLACRT,25.666666666666668
11113300-BCHBRBWOLCR,25.725
11113300-BCHBRBWOLLF,25.55
11113300-BCHBRBWOLRT,25.55
11113300-BCHBRKALTLF,25.7
11113300-BCHBRKALTRT,25.7
11113300-BCHBSPHAMCR,16.45714285714286
11113300-BCHBSPHAMLCR,16.47857142857143
11113300-BCHBSPHAMLF,16.512500000000003
11113300-BCHBSPHAMRCR,16.457142857142852
11113300-BCHBSPHAMRT,16.564285714285713
11113300-BCHBVRALLLF,27.5
11113300-BCHBVRALLRT,27.85
11113300-BCHCALFRELF,28.2
11113300-BCHCALFRERT,28.2
11113300-BCHCAMGRECR,26.640000000000004
11113300-BCHCAMGRELF,26.82
11113300-BCHCAMGRERT,26.96
11113300-BCHCARNWDLF,21.8
11113300-BCHCARNWDRT,21.8
11113300-BCHCARWOLCR,25.900000000000002
11113300-BCHCARWOLLF,25.7
11113300-BCHCARWOLRT,25.7
11113300-BCHCATALLCR,21.24
11113300-BCHCATALLLF,21.4
11113300-BCHCATALLRT,21.220000000000002
11113300-BCHCBLRYECR,16.904166666666672
11113300-BCHCBLRYELF,16.92083333333333
11113300-BCHCBLRYERT,17.095833333333335
11113300-BCHCHALYMLF,24.900000000000002
11113300-BCHCHALYMRT,25.0
11113300-BCHCHEANTLF,21.7
11113300-BCHCHEANTRT,21.7
11113300-BCHCHEHARLF,25.550000000000004
11113300-BCHCHEHARRT,25.549999999999997
11113300-BCHCHGDERLF,27.3
11113300-BCHCHGDERRT,27.433333333333334
11113300-BCHCLOWEACR,24.900000000000002
11113300-BCHCLOWEALF,24.46666666666667
11113300-BCHCLOWEART,25.0
11113300-BCHCMBBRICR,25.633333333333336
11113300-BCHCMBBRILF,25.933333333333334
11113300-BCHCMBBRIRT,25.633333333333336
11113300-BCHCODFRELF,26.1
11113300-BCHCODFRERT,26.1
11113300-BCHCONCROLF,21.7
11113300-BCHCONCRORT,21.7
11113300-BCHCONJAFCR,26.433333333333334
11113300-BCHCONJAFLF,26.46666666666667
11113300-BCHCONJAFRT,26.933333333333334
11113300-BCHCOVLACCR,24.979999999999997
11113300-BCHCOVLACLF,25.271428571428572
11113300-BCHCOVLACRT,25.242857142857144
11113300-BCHCPBRICLF,25.900000000000002
11113300-BCHCPBRICRT,25.933333333333334
11113300-BCHCRAFRELF,29.0
11113300-BCHCRAFRERT,29.0
11113300-BCHDEEHOLLF,26.0
11113300-BCHDEEHOLRT,26.0
11113300-BCHDEEMOULF,26.0
11113300-BCHDEEMOURT,26.0
11113300-BCHDEPNBYCR,23.766666666666666
11113300-BCHDEWSUNCR,23.366666666666664
11113300-BCHDEWSUNLF,23.399999999999995
11113300-BCHDEWSUNRT,23.2
11113300-BCHDOCALTCR,24.599999999999998
11113300-BCHDOCALTLF,24.599999999999998
11113300-BCHDOCALTRT,24.666666666666668
11113300-BCHDUNOSSLF,25.23333333333333
11113300-BCHDUNOSSRT,25.400000000000002
11113300-BCHDVPCNWLF,19.666666666666668
11113300-BCHDVPCNWRT,19.566666666666666
11113300-BCHDYCENFLF,24.333333333333332
11113300-BCHDYCENFRT,24.233333333333334
11113300-BCHEMDHSBLF,26.2
11113300-BCHEMDHSBRT,26.2
11113300-BCHEMPHSBLF,26.3
11113300-BCHEMPHSBRT,25.96666666666667
11113300-BCHERVGILCR,24.125000000000004
11113300-BCHESPGILCR,24.650000000000002
11113300-BCHESPGILLF,24.8
11113300-BCHESPGILRT,24.833333333333332
11113300-BCHFATBRNLF,26.5
11113300-BCHFATBRNRT,26.5
11113300-BCHFIRBRRLF,22.2
11113300-BCHFIRBRRRT,22.2
11113300-BCHFLBMADLF,24.400000000000002
11113300-BCHFLBMADRT,24.266666666666666
11113300-BCHFLEFITLF,21.7
11113300-BCHFLEFITRT,21.7
11113300-BCHFOSRYECR,16.900000000000002
11113300-BCHFOSRYELF,16.941666666666666
11113300-BCHFOSRYERT,17.133333333333333
11113300-BCHFRPBRACR,26.025
11113300-BCHFRPBRALF,25.900000000000002
11113300-BCHFRPBRART,26.0
11113300-BCHFRPHENLF,23.833333333333332
11113300-BCHFRPHENRT,23.866666666666664
11113300-BCHFSPFRNCR,21.4
11113300-BCHFSPFRNLF,21.5
11113300-BCHFSPFRNRT,21.85
11113300-BCHFSPWCHLF,26.833333333333332
11113300-BCHFSPWCHRT,27.0
11113300-BCHFSPWHICR,25.099999999999998
11113300-BCHFSPWHILF,25.133333333333336
11113300-BCHFSPWHIRT,24.899999999999995
11113300-BCHGENMOULF,28.1
11113300-BCHGENMOURT,28.1
11113300-BCHGLEMARLF,21.1
11113300-BCHGLEMARRT,21.1
11113300-BCHGLPGOFCR,24.366666666666664
11113300-BCHGLPGOFLF,26.7
11113300-BCHGLPGOFRT,26.7
11113300-BCHGMBSUNLF,23.5
11113300-BCHGMBSUNRT,22.733333333333334
11113300-BCHGRIFRKCR,24.419999999999998
11113300-BCHGRIFRKLF,24.400000000000002
11113300-BCHGRIFRKRT,24.433333333333334
11113300-BCHGTBGILCR,23.4
11113300-BCHGTBGILLF,23.45
11113300-BCHGTBGILRT,23.380000000000003
11113300-BCHHALSWHLF,30.0
11113300-BCHHALSWHRT,30.0
11113300-BCHHERSANLF,25.3
11113300-BCHHERSANRT,25.266666666666666
11113300-BCHHHBHAMCR,17.380000000000003
11113300-BCHHHBHAMLF,17.44
11113300-BCHHHBHAMRT,17.380000000000003
11113300-BCHHIDGLMLF,23.0
11113300-BCHHIDGLMRT,22.6
11113300-BCHHMADERLF,28.2
11113300-BCHHMADERRT,28.3
11113300-BCHHMBHSBLF,26.3
11113300-BCHHMBHSBRT,26.18
11113300-BCHHSPHAMCR,16.948148148148146
11113300-BCHHSPHAMLCR,16.788888888888888
11113300-BCHHSPHAMLF,16.910256410256412
11113300-BCHHSPHAMRCR,16.955555555555552
11113300-BCHHSPHAMRT,16.95925925925926
11113300-BCHHTBHEBCR,24.166666666666668
11113300-BCHHTBHEBLF,24.433333333333334
11113300-BCHHTBHEBRT,24.166666666666668
11113300-BCHHTBHOPLF,22.9
11113300-BCHHTBHOPRT,22.85
11113300-BCHHUCFRELF,28.2
11113300-BCHHUCFRERT,28.2
11113300-BCHHUFGRALF,24.433333333333334
11113300-BCHHUFGRART,24.333333333333332
11113300-BCHISLMOULF,28.0
11113300-BCHISLMOURT,28.0
11113300-BCHJENRYECR,16.922222222222217
11113300-BCHJENRYELF,16.98076923076923
11113300-BCHJENRYERT,16.928
11113300-BCHJUDAMHLF,23.3
11113300-BCHJUDAMHRT,23.3
11113300-BCHKABALTLF,26.4
11113300-BCHKABALTRT,26.4
11113300-BCHKENMADLF,26.099999999999998
11113300-BCHKENMADRT,26.133333333333336
11113300-BCHKETBEDLF,21.1
11113300-BCHKETBEDRT,21.1
11113300-BCHKGBDERCR,25.866666666666664
11113300-BCHKGBDERLF,24.0
11113300-BCHKGBDERRT,23.9
11113300-BCHKIRLEMLF,21.7
11113300-BCHKIRLEMRT,21.7
11113300-BCHKSPKINCR,26.099999999999998
11113300-BCHKSPKINLF,26.0
11113300-BCHKSPKINRT,26.366666666666664
11113300-BCHLAWMERLF,26.3
11113300-BCHLAWMERRT,26.3
11113300-BCHLEAMERCR,23.3
11113300-BCHLEAMERLF,23.3
11113300-BCHLEAMERRT,23.23333333333333
11113300-BCHLEGFRKCR,24.066666666666663
11113300-BCHLEGFRKLF,24.233333333333334
11113300-BCHLEGFRKRT,24.3
11113300-BCHLINKINLF,22.8
11113300-BCHLINKINRT,22.8
11113300-BCHLIVHOLLF,24.7
11113300-BCHLIVHOLRT,24.7
11113300-BCHLONKINLF,23.3
11113300-BCHLONKINRT,23.3
11113300-BCHLQPCNDLF,25.0
11113300-BCHLQPCNDRT,24.9
11113300-BCHLTPGORCR,19.433333333333334
11113300-BCHLTPGORLF,19.333333333333332
11113300-BCHLTPGORRT,20.033333333333335
11113300-BCHLUEFRELF,28.5
11113300-BCHLUEFRERT,28.5
11113300-BCHLYFCANCR,23.866666666666664
11113300-BCHLYNNORLF,25.375
11113300-BCHLYNNORRT,25.233333333333334
11113300-BCHMABTAMCR,24.15
11113300-BCHMABTAMLF,23.899999999999995
11113300-BCHMABTAMRT,23.900000000000002
11113300-BCHMANHSBCR,26.419999999999998
11113300-BCHMANHSBLF,26.360000000000003
11113300-BCHMANHSBRT,26.4
11113300-BCHMAREFFLF,27.0
11113300-BCHMAREFFRT,27.0
11113300-BCHMBBGOFCR,25.333333333333332
11113300-BCHMELBRLLF,25.900000000000002
11113300-BCHMELBRLRT,25.933333333333334
11113300-BCHMENMERLF,27.3
11113300-BCHMENMERRT,27.3
11113300-BCHMERORFLF,25.7
11113300-BCHMERORFRT,25.7
11113300-BCHMERTUFLF,23.9
11113300-BCHMERTUFRT,23.8
11113300-BCHMIDGRECR,26.833333333333332
11113300-BCHMIDGRELF,26.7
11113300-BCHMIDGRERT,26.833333333333332
11113300-BCHMILMILCR,25.27142857142857
11113300-BCHMILMILLF,25.114285714285717
11113300-BCHMILMILRT,25.285714285714285
11113300-BCHMILOSSLF,22.566666666666663
11113300-BCHMILOSSRT,22.666666666666668
11113300-BCHMLBTUFLF,26.799999999999997
11113300-BCHMLBTUFRT,26.95
11113300-BCHMOBGORLF,16.599999999999998
11113300-BCHMOBGORRT,16.566666666666666
11113300-BCHMONMADLF,25.45
11113300-BCHMONMADRT,25.675
11113300-BCHMONRINLF,22.8
11113300-BCHMONRINRT,22.8
11113300-BCHMOSORFLF,25.0
11113300-BCHMOSORFRT,25.0
11113300-BCHMPBTAMCR,23.9
11113300-BCHMPBTAMLF,24.833333333333332
11113300-BCHMPBTAMRT,24.566666666666666
11113300-BCHMPBWASLF,22.119999999999997
11113300-BCHMPBWASRT,22.18
11113300-BCHMSCBRACR,26.333333333333332
11113300-BCHMSCBRALF,26.333333333333332
11113300-BCHMSCBRART,26.46666666666667
11113300-BCHMWDNORLF,24.266666666666666
11113300-BCHMWDNORRT,24.166666666666668
11113300-BCHNEWBRICR,25.900000000000002
11113300-BCHNEWBRILF,25.933333333333334
11113300-BCHNEWBRIRT,26.099999999999998
11113300-BCHNEWCAN1CR,24.2
11113300-BCHNEWCAN2CR,24.233333333333334
11113300-BCHNEWCAN3CR,24.3
11113300-BCHNICMADLF,25.900000000000002
11113300-BCHNICMADRT,26.0
11113300-BCHNLKNORLF,24.233333333333334
11113300-BCHNLKNORRT,24.266666666666666
11113300-BCHNOKMERLF,26.2
11113300-BCHNOKMERRT,26.2
11113300-BCHNORTUFLF,23.8
11113300-BCHNORTUFRT,23.8
11113300-BCHNSPHAMCR,17.733333333333334
11113300-BCHNSPHAMLF,17.799999999999997
11113300-BCHNSPHAMRT,17.8
11113300-BCHNWCNWCCR,17.003999999999998
11113300-BCHNWCNWCLF,17.048648648648648
11113300-BCHNWCNWCRT,17.060000000000006
11113300-BCHOTTSALLF,26.450000000000003
11113300-BCHOTTSALRT,26.4
11113300-BCHPCBWOLLF,26.0
11113300-BCHPCBWOLRT,26.0
11113300-BCHPEMWENLF,25.0
11113300-BCHPEMWENRT,25.0
11113300-BCHPICGRECR,26.85
11113300-BCHPICGRELF,27.01666666666667
11113300-BCHPICGRERT,26.86666666666667
11113300-BCHPICRYECR,17.151851851851852
11113300-BCHPICRYELF,17.440740740740743
11113300-BCHPICRYERT,17.710714285714293
11113300-BCHPLBRINLF,26.814285714285713
11113300-BCHPLBRINRT,26.95714285714286
11113300-BCHPLSHENLF,24.099999999999998
11113300-BCHPLSHENRT,24.166666666666668
11113300-BCHPLVTUFLF,23.7
11113300-BCHPLVTUFRT,23.7
11113300-BCHPNTLACCR,25.119999999999997
11113300-BCHPNTLACLF,25.433333333333334
11113300-BCHPNTLACRT,25.04
11113300-BCHPSPNOTCR,26.630000000000003
11113300-BCHPSPNOTLF,26.540000000000003
11113300-BCHPSPNOTRT,26.9
11113300-BCHPTBPETLF,26.333333333333332
11113300-BCHPTBPETRT,26.3
11113300-BCHPTHSWHLF,16.766666666666666
11113300-BCHPTHSWHRT,16.8
11113300-BCHPUBTAMCR,24.866666666666664
11113300-BCHPUBTAMLF,24.766666666666666
11113300-BCHPUBTAMRT,24.125
11113300-BCHPUBTUFCR,26.228571428571428
11113300-BCHPUBTUFLF,26.325000000000003
11113300-BCHPUBTUFRT,26.5
11113300-BCHPUBWHILF,25.3
11113300-BCHPUBWHIRT,25.5
11113300-BCHQUIMOULF,26.9
11113300-BCHQUIMOURT,26.9
11113300-BCHRECHNVLF,24.53333333333333
11113300-BCHRECHNVRT,24.2
11113300-BCHRIPSWACR,26.299999999999997
11113300-BCHRIPSWALF,26.075000000000003
11113300-BCHRIPSWART,26.199999999999996
11113300-BCHRNDGOSLF,24.733333333333334
11113300-BCHRNDGOSRT,24.8
11113300-BCHROACHELF,21.7
11113300-BCHROACHERT,21.7
11113300-BCHROBFRELF,25.8
11113300-BCHROBFRERT,25.8
11113300-BCHROBMOULF,27.5
11113300-BCHROBMOURT,27.5
11113300-BCHSACSPRLF,21.1
11113300-BCHSACSPRRT,21.1
11113300-BCHSALBERLF,20.0
11113300-BCHSALBERRT,20.0
11113300-BCHSANTUFLF,26.2
11113300-BCHSANTUFRT,26.2
11113300-BCHSARHANLF,22.8
11113300-BCHSARHANRT,22.8
11113300-BCHSBCHOPCR,24.166666666666668
11113300-BCHSBCHOPLF,24.166666666666668
11113300-BCHSBCHOPRT,24.166666666666668
11113300-BCHSBHSEACR,16.599999999999998
11113300-BCHSBHSEALF,16.43846153846154
11113300-BCHSBHSEART,16.715384615384615
11113300-BCHSEASEACR,17.020000000000003
11113300-BCHSEASEALF,17.104
11113300-BCHSEASEART,16.668000000000003
11113300-BCHSELSDNLF,26.03333333333333
11113300-BCHSELSDNRT,26.266666666666666
11113300-BCHSENTUFLF,24.8
11113300-BCHSENTUFRT,24.9
11113300-BCHSHAENFLF,25.9
11113300-BCHSHAENFRT,25.85
11113300-BCHSLRWRNLF,24.833333333333332
11113300-BCHSLRWRNRT,24.96666666666667
11113300-BCHSLSHLSCR,26.566666666666666
11113300-BCHSLSHLSLF,26.400000000000002
11113300-BCHSLSHLSRT,26.46666666666667
11113300-BCHSPOCHELF,23.9
11113300-BCHSPOCHERT,23.9
11113300-BCHSPRSTACR,23.7
11113300-BCHSPRSTALF,23.825
11113300-BCHSPRSTART,24.633333333333336
11113300-BCHSQMSWHLF,24.86666666666667
11113300-BCHSQMSWHRT,24.96666666666667
11113300-BCHSQUSWALF,21.7
11113300-BCHSQUSWART,21.7
11113300-BCHSSAHSTLF,26.599999999999998
11113300-BCHSSAHSTRT,26.7
11113300-BCHSSPHSTCR,26.666666666666668
11113300-BCHSSPHSTLF,26.599999999999998
11113300-BCHSSPHSTRT,26.5
11113300-BCHSSPNBYCR,23.425000000000004
11113300-BCHSSPNBYLF,23.46666666666667
11113300-BCHSSPNBYRT,23.675
11113300-BCHSSSSANLF,23.3
11113300-BCHSSSSANRT,23.3
11113300-BCHSTBNHMCR,17.449999999999996
11113300-BCHSTBNHMLF,17.26
11113300-BCHSTBNHMRT,17.7
11113300-BCHSTOMARLF,24.725
11113300-BCHSTOMARRT,24.866666666666664
11113300-BCHSTPCNWCR,25.333333333333332
11113300-BCHSTPCNWLF,25.5
11113300-BCHSTPCNWRT,25.433333333333334
11113300-BCHSUNBSTLF,25.066666666666666
11113300-BCHSUNBSTRT,24.866666666666664
11113300-BCHSUNGRELF,26.566666666666666
11113300-BCHSUNGRERT,26.566666666666666
11113300-BCHSVBHAMLF,16.55
11113300-BCHSVBHAMRT,16.5
11113300-BCHSYRRYECR,16.95
11113300-BCHSYRRYELF,16.85
11113300-BCHSYRRYERT,17.258333333333333
11113300-BCHTAKRICLF,21.7
11113300-BCHTAKRICRT,21.7
11113300-BCHTANWLMLF,23.2
11113300-BCHTANWLMRT,23.2
11113300-BCHTASNTNLF,21.1
11113300-BCHTASNTNRT,21.1
11113300-BCHTBCGLMCR,24.880000000000003
11113300-BCHTBCGLMLF,24.98
11113300-BCHTBCGLMRT,24.880000000000003
11113300-BCHTECMOULF,26.1
11113300-BCHTECMOURT,26.1
11113300-BCHTELHSTLF,22.2
11113300-BCHTELHSTRT,22.2
11113300-BCHTEVBRLLF,20.6
11113300-BCHTEVBRLRT,20.6
11113300-BCHTHOJAFLF,25.23333333333333
11113300-BCHTHOJAFRT,25.200000000000003
11113300-BCHTMTCARLF,18.96666666666667
11113300-BCHTMTCARRT,19.633333333333336
11113300-BCHTOARINLF,22.8
11113300-BCHTOARINRT,22.8
11113300-BCHTOHMADLF,26.7
11113300-BCHTOHMADRT,26.7
11113300-BCHTPRRANLF,16.866666666666664
11113300-BCHTPRRANRT,17.133333333333333
11113300-BCHTRIEKNLF,20.0
11113300-BCHTRIEKNRT,20.0
11113300-BCHTSLMOULF,25.2
11113300-BCHTSLMOURT,25.599999999999998
11113300-BCHTSPPIELF,24.066666666666666
11113300-BCHTSPPIERT,24.166666666666668
11113300-BCHTWBANDLF,24.366666666666664
11113300-BCHTWBANDRT,24.400000000000002
11113300-BCHTWBANTCR,25.425
11113300-BCHTWBANTLF,25.55
11113300-BCHTWBANTRT,25.45
11113300-BCHTWBASHLF,24.666666666666668
